S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012E,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,S2001_C01_001M,S2001_C01_001EA,S2001_C01_001MA,S2001_C01_002M,S2001_C01_002EA,S2001_C01_002MA,S2001_C01_003M,S2001_C01_003EA,S2001_C01_003MA,S2001_C01_004M,S2001_C01_004EA,S2001_C01_004MA,S2001_C01_005M,S2001_C01_005EA,S2001_C01_005MA,S2001_C01_006M,S2001_C01_006EA,S2001_C01_006MA,S2001_C01_007M,S2001_C01_007EA,S2001_C01_007MA,S2001_C01_008M,S2001_C01_008EA,S2001_C01_008MA,S2001_C01_009M,S2001_C01_009EA,S2001_C01_009MA,S2001_C01_010M,S2001_C01_010EA,S2001_C01_010MA,S2001_C01_011M,S2001_C01_011EA,S2001_C01_011MA,S2001_C01_012M,S2001_C01_012EA,S2001_C01_012MA,S2001_C01_013M,S2001_C01_013EA,S2001_C01_013MA,S2001_C01_014M,S2001_C01_014EA,S2001_C01_014MA,S2001_C01_015M,S2001_C01_015EA,S2001_C01_015MA,S2001_C01_016M,S2001_C01_016EA,S2001_C01_016MA,S2001_C01_017M,S2001_C01_017EA,S2001_C01_017MA,S2001_C01_018M,S2001_C01_018EA,S2001_C01_018MA,S2001_C01_019M,S2001_C01_019EA,S2001_C01_019MA,S2001_C01_020M,S2001_C01_020EA,S2001_C01_020MA,S2001_C01_021M,S2001_C01_021EA,S2001_C01_021MA,S2001_C02_001M,S2001_C02_001EA,S2001_C02_001MA,S2001_C02_002M,S2001_C02_002EA,S2001_C02_002MA,S2001_C02_003M,S2001_C02_003EA,S2001_C02_003MA,S2001_C02_004M,S2001_C02_004EA,S2001_C02_004MA,S2001_C02_005M,S2001_C02_005EA,S2001_C02_005MA,S2001_C02_006M,S2001_C02_006EA,S2001_C02_006MA,S2001_C02_007M,S2001_C02_007EA,S2001_C02_007MA,S2001_C02_008M,S2001_C02_008EA,S2001_C02_008MA,S2001_C02_009M,S2001_C02_009EA,S2001_C02_009MA,S2001_C02_010M,S2001_C02_010EA,S2001_C02_010MA,S2001_C02_011M,S2001_C02_011EA,S2001_C02_011MA,S2001_C02_012M,S2001_C02_012EA,S2001_C02_012MA,S2001_C02_013M,S2001_C02_013EA,S2001_C02_013MA,S2001_C02_014M,S2001_C02_014EA,S2001_C02_014MA,S2001_C02_015M,S2001_C02_015EA,S2001_C02_015MA,S2001_C02_016M,S2001_C02_016EA,S2001_C02_016MA,S2001_C02_017M,S2001_C02_017EA,S2001_C02_017MA,S2001_C02_018M,S2001_C02_018EA,S2001_C02_018MA,S2001_C02_019M,S2001_C02_019EA,S2001_C02_019MA,S2001_C02_020M,S2001_C02_020EA,S2001_C02_020MA,S2001_C02_021M,S2001_C02_021EA,S2001_C02_021MA,S2001_C03_001M,S2001_C03_001EA,S2001_C03_001MA,S2001_C03_002M,S2001_C03_002EA,S2001_C03_002MA,S2001_C03_003M,S2001_C03_003EA,S2001_C03_003MA,S2001_C03_004M,S2001_C03_004EA,S2001_C03_004MA,S2001_C03_005M,S2001_C03_005EA,S2001_C03_005MA,S2001_C03_006M,S2001_C03_006EA,S2001_C03_006MA,S2001_C03_007M,S2001_C03_007EA,S2001_C03_007MA,S2001_C03_008M,S2001_C03_008EA,S2001_C03_008MA,S2001_C03_009M,S2001_C03_009EA,S2001_C03_009MA,S2001_C03_010M,S2001_C03_010EA,S2001_C03_010MA,S2001_C03_011M,S2001_C03_011EA,S2001_C03_011MA,S2001_C03_012M,S2001_C03_012EA,S2001_C03_012MA,S2001_C03_013M,S2001_C03_013EA,S2001_C03_013MA,S2001_C03_014M,S2001_C03_014EA,S2001_C03_014MA,S2001_C03_015M,S2001_C03_015EA,S2001_C03_015MA,S2001_C03_016M,S2001_C03_016EA,S2001_C03_016MA,S2001_C03_017M,S2001_C03_017EA,S2001_C03_017MA,S2001_C03_018M,S2001_C03_018EA,S2001_C03_018MA,S2001_C03_019M,S2001_C03_019EA,S2001_C03_019MA,S2001_C03_020M,S2001_C03_020EA,S2001_C03_020MA,S2001_C03_021M,S2001_C03_021EA,S2001_C03_021MA,state
3943346,16951,40557,221,2415111,18485,1.2,0.1,1.9,0.1,7.3,0.3,11.4,0.3,18.2,0.5,16.6,0.4,8.1,0.3,13.5,0.4,21.9,0.4,-888888888,-888888888,77291,746,48220,797,25717,882,35003,827,40706,368,60503,503,76972,876,21.9,-888888888.0,1996428,11254,47506,732,1354654,13107,0.9,0.1,1.7,0.2,6.0,0.4,9.7,0.4,16.7,0.6,16.0,0.5,8.2,0.4,13.5,0.5,27.3,0.6,62868,1313,87014,924,55452,735,30583,1047,41487,453,49775,1237,71788,822,97814,3337,-888888888,-888888888,1946918,10945,33407,849,1060457,11678,1.6,0.2,2.1,0.2,8.9,0.5,13.6,0.6,20.1,0.7,17.4,0.6,7.9,0.4,13.4,0.6,15.0,0.5,51666,365,64871,883,40741,322,20302,845,26953,627,34659,978,50855,570,65944,1041,-888888888,-888888888,16951,null,null,221,null,null,18485,null,null,0.1,null,null,0.1,null,null,0.3,null,null,0.3,null,null,0.5,null,null,0.4,null,null,0.3,null,null,0.4,null,null,0.4,null,null,-888888888,(X),(X),746,null,null,797,null,null,882,null,null,827,null,null,368,null,null,503,null,null,876,null,null,-888888888.0,null,(X),11254,null,null,732,null,null,13107,null,null,0.1,null,null,0.2,null,null,0.4,null,null,0.4,null,null,0.6,null,null,0.5,null,null,0.4,null,null,0.5,null,null,0.6,null,null,1313,null,null,924,null,null,735,null,null,1047,null,null,453,null,null,1237,null,null,822,null,null,3337,null,null,-888888888,(X),(X),10945,null,null,849,null,null,11678,null,null,0.2,null,null,0.2,null,null,0.5,null,null,0.6,null,null,0.7,null,null,0.6,null,null,0.4,null,null,0.6,null,null,0.5,null,null,365,null,null,883,null,null,322,null,null,845,null,null,627,null,null,978,null,null,570,null,null,1041,null,null,-888888888,(X),(X),25
5127771,19156,30456,126,3085982,17759,1.8,0.1,3.3,0.1,13.4,0.3,16.5,0.3,20.1,0.4,15.4,0.3,6.8,0.2,10.3,0.2,12.6,0.2,-888888888,-888888888,59733,438,36209,172,20512,508,27202,270,32435,294,50821,435,68906,1585,18.2,-888888888.0,2666609,12855,36512,257,1774550,12966,1.5,0.1,2.7,0.2,10.9,0.4,14.2,0.4,18.8,0.4,15.9,0.4,7.3,0.3,11.8,0.3,16.8,0.3,50869,232,67675,702,43594,830,24222,994,32342,318,41433,405,63642,2187,84934,2293,-888888888,-888888888,2461162,12253,24611,317,1311432,11653,2.1,0.2,4.1,0.3,16.7,0.5,19.5,0.5,21.9,0.6,14.7,0.4,6.1,0.3,8.1,0.3,6.8,0.3,39825,540,48987,543,30048,226,14961,883,21444,344,26960,336,40755,440,59175,1765,-888888888,-888888888,19156,null,null,126,null,null,17759,null,null,0.1,null,null,0.1,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,-888888888,(X),(X),438,null,null,172,null,null,508,null,null,270,null,null,294,null,null,435,null,null,1585,null,null,-888888888.0,null,(X),12855,null,null,257,null,null,12966,null,null,0.1,null,null,0.2,null,null,0.4,null,null,0.4,null,null,0.4,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.3,null,null,232,null,null,702,null,null,830,null,null,994,null,null,318,null,null,405,null,null,2187,null,null,2293,null,null,-888888888,(X),(X),12253,null,null,317,null,null,11653,null,null,0.2,null,null,0.3,null,null,0.5,null,null,0.5,null,null,0.6,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.3,null,null,540,null,null,543,null,null,226,null,null,883,null,null,344,null,null,336,null,null,440,null,null,1765,null,null,-888888888,(X),(X),26
3207486,10971,36219,251,2013389,12799,1.6,0.1,2.3,0.2,9.1,0.3,14.6,0.3,22.1,0.4,17.5,0.4,7.6,0.3,11.1,0.3,14.2,0.3,-888888888,-888888888,64657,643,41757,205,23823,1334,31535,318,38355,852,54749,1355,70728,746,16.1,-888888888.0,1674655,7128,41616,270,1156088,10125,1.5,0.2,2.0,0.2,7.4,0.3,12.2,0.4,20.4,0.5,18.3,0.5,8.2,0.3,12.1,0.4,17.9,0.4,53200,946,71517,914,49683,921,27798,1327,37352,706,46338,633,66359,1188,82558,2425,-888888888,-888888888,1532831,7940,30787,235,857301,9226,1.6,0.2,2.6,0.3,11.4,0.5,17.8,0.6,24.2,0.7,16.4,0.5,6.8,0.3,9.8,0.5,9.3,0.4,44132,836,55406,800,36080,318,17574,1325,25262,426,31844,335,45935,718,62193,1072,-888888888,-888888888,10971,null,null,251,null,null,12799,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.3,null,null,-888888888,(X),(X),643,null,null,205,null,null,1334,null,null,318,null,null,852,null,null,1355,null,null,746,null,null,-888888888.0,null,(X),7128,null,null,270,null,null,10125,null,null,0.2,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.3,null,null,0.4,null,null,0.4,null,null,946,null,null,914,null,null,921,null,null,1327,null,null,706,null,null,633,null,null,1188,null,null,2425,null,null,-888888888,(X),(X),7940,null,null,235,null,null,9226,null,null,0.2,null,null,0.3,null,null,0.5,null,null,0.6,null,null,0.7,null,null,0.5,null,null,0.3,null,null,0.5,null,null,0.4,null,null,836,null,null,800,null,null,318,null,null,1325,null,null,426,null,null,335,null,null,718,null,null,1072,null,null,-888888888,(X),(X),27
1375365,12250,27427,615,913092,11825,2.4,0.3,5.8,0.5,18.6,0.8,18.7,0.7,21.5,0.8,13.7,0.6,4.7,0.4,7.1,0.4,7.5,0.5,-888888888,-888888888,47861,953,31731,317,20057,1117,26693,820,30838,469,42130,1212,51943,1155,20.6,-888888888.0,702059,8300,32514,1174,496032,8172,2.0,0.4,4.2,0.6,14.8,1.1,16.5,1.0,20.4,1.0,15.8,0.8,5.5,0.6,9.5,0.7,11.2,0.8,42146,566,55498,1251,39182,1609,24193,2312,32516,1578,40816,994,53613,3166,65952,6182,-888888888,-888888888,673306,9246,22421,480,417060,9369,2.9,0.6,7.8,0.6,23.1,1.2,21.3,1.1,22.9,1.2,11.2,0.7,3.6,0.5,4.2,0.5,3.1,0.4,31757,373,38779,1229,26472,551,15806,730,19940,935,24944,925,36599,912,47708,2621,-888888888,-888888888,12250,null,null,615,null,null,11825,null,null,0.3,null,null,0.5,null,null,0.8,null,null,0.7,null,null,0.8,null,null,0.6,null,null,0.4,null,null,0.4,null,null,0.5,null,null,-888888888,(X),(X),953,null,null,317,null,null,1117,null,null,820,null,null,469,null,null,1212,null,null,1155,null,null,-888888888.0,null,(X),8300,null,null,1174,null,null,8172,null,null,0.4,null,null,0.6,null,null,1.1,null,null,1.0,null,null,1.0,null,null,0.8,null,null,0.6,null,null,0.7,null,null,0.8,null,null,566,null,null,1251,null,null,1609,null,null,2312,null,null,1578,null,null,994,null,null,3166,null,null,6182,null,null,-888888888,(X),(X),9246,null,null,480,null,null,9369,null,null,0.6,null,null,0.6,null,null,1.2,null,null,1.1,null,null,1.2,null,null,0.7,null,null,0.5,null,null,0.5,null,null,0.4,null,null,373,null,null,1229,null,null,551,null,null,730,null,null,935,null,null,925,null,null,912,null,null,2621,null,null,-888888888,(X),(X),28
3208355,16711,30800,182,2074711,16040,1.8,0.2,3.9,0.3,14.4,0.4,17.8,0.4,22.8,0.4,15.0,0.4,6.0,0.2,8.4,0.3,9.8,0.3,-888888888,-888888888,54954,643,35908,236,21505,532,29902,562,32334,334,45701,675,57229,1425,18.8,-888888888.0,1651350,10187,36375,324,1154819,10154,1.7,0.2,3.3,0.3,11.5,0.4,14.9,0.6,22.1,0.6,16.1,0.6,7.0,0.4,9.9,0.5,13.5,0.5,46543,444,62837,1041,41635,278,26537,1105,36005,495,40677,471,56180,1347,71403,2780,-888888888,-888888888,1557005,11074,25766,280,919892,11224,2.0,0.3,4.6,0.4,18.1,0.7,21.4,0.6,23.8,0.8,13.5,0.6,4.8,0.4,6.6,0.4,5.2,0.4,36514,330,45058,644,30460,246,17046,892,22545,534,27536,555,39940,917,50835,678,-888888888,-888888888,16711,null,null,182,null,null,16040,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.4,null,null,0.4,null,null,0.2,null,null,0.3,null,null,0.3,null,null,-888888888,(X),(X),643,null,null,236,null,null,532,null,null,562,null,null,334,null,null,675,null,null,1425,null,null,-888888888.0,null,(X),10187,null,null,324,null,null,10154,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.6,null,null,0.6,null,null,0.6,null,null,0.4,null,null,0.5,null,null,0.5,null,null,444,null,null,1041,null,null,278,null,null,1105,null,null,495,null,null,471,null,null,1347,null,null,2780,null,null,-888888888,(X),(X),11074,null,null,280,null,null,11224,null,null,0.3,null,null,0.4,null,null,0.7,null,null,0.6,null,null,0.8,null,null,0.6,null,null,0.4,null,null,0.4,null,null,0.4,null,null,330,null,null,644,null,null,246,null,null,892,null,null,534,null,null,555,null,null,917,null,null,678,null,null,-888888888,(X),(X),29
574235,4551,27162,707,336698,6451,2.5,0.5,4.3,0.6,16.7,1.2,17.4,0.9,21.3,1.3,14.8,1.0,6.3,0.6,8.3,0.7,8.4,0.7,-888888888,-888888888,53137,1413,32091,428,18782,3084,26475,914,30816,571,39650,1841,52319,3333,18.3,-888888888.0,304630,3867,32486,1746,195392,4953,2.6,0.9,3.1,0.7,13.9,1.5,13.9,1.2,20.2,1.5,16.4,1.3,7.8,0.9,10.2,0.9,11.9,1.0,46545,896,61041,2026,39836,1319,24744,3144,33002,2905,38081,2941,46715,2151,65256,4378,-888888888,-888888888,269605,3340,22375,535,141306,3965,2.5,0.5,5.9,1.1,20.6,1.9,22.2,1.8,22.8,1.9,12.6,1.4,4.1,0.8,5.6,1.0,3.6,0.7,34028,1781,42207,1616,26943,774,13396,3053,21583,744,25060,1333,34555,2163,47597,2902,-888888888,-888888888,4551,null,null,707,null,null,6451,null,null,0.5,null,null,0.6,null,null,1.2,null,null,0.9,null,null,1.3,null,null,1.0,null,null,0.6,null,null,0.7,null,null,0.7,null,null,-888888888,(X),(X),1413,null,null,428,null,null,3084,null,null,914,null,null,571,null,null,1841,null,null,3333,null,null,-888888888.0,null,(X),3867,null,null,1746,null,null,4953,null,null,0.9,null,null,0.7,null,null,1.5,null,null,1.2,null,null,1.5,null,null,1.3,null,null,0.9,null,null,0.9,null,null,1.0,null,null,896,null,null,2026,null,null,1319,null,null,3144,null,null,2905,null,null,2941,null,null,2151,null,null,4378,null,null,-888888888,(X),(X),3340,null,null,535,null,null,3965,null,null,0.5,null,null,1.1,null,null,1.9,null,null,1.8,null,null,1.9,null,null,1.4,null,null,0.8,null,null,1.0,null,null,0.7,null,null,1781,null,null,1616,null,null,774,null,null,3053,null,null,744,null,null,1333,null,null,2163,null,null,2902,null,null,-888888888,(X),(X),30
1095734,6478,31448,229,717424,7666,1.7,0.2,3.1,0.3,12.9,0.6,19.1,0.8,22.8,0.7,15.8,0.6,6.8,0.5,8.7,0.5,9.2,0.4,-888888888,-888888888,55075,862,37002,341,25292,1103,30482,459,35209,646,46260,781,61459,1210,19.1,-888888888.0,579186,4555,37517,869,411040,4868,1.3,0.2,2.4,0.3,10.4,0.8,16.0,1.0,22.3,0.9,16.6,0.7,7.8,0.6,10.6,0.7,12.6,0.7,47352,658,62540,1390,43890,1481,27452,2458,36600,1099,42893,1569,56765,1954,73844,3565,-888888888,-888888888,516548,4613,26448,417,306384,5733,2.4,0.4,3.9,0.5,16.2,1.0,23.1,1.1,23.5,1.0,14.6,0.9,5.4,0.7,6.1,0.6,4.7,0.4,36699,459,45060,913,31112,327,19804,2952,23311,905,28883,1057,40542,798,52636,1829,-888888888,-888888888,6478,null,null,229,null,null,7666,null,null,0.2,null,null,0.3,null,null,0.6,null,null,0.8,null,null,0.7,null,null,0.6,null,null,0.5,null,null,0.5,null,null,0.4,null,null,-888888888,(X),(X),862,null,null,341,null,null,1103,null,null,459,null,null,646,null,null,781,null,null,1210,null,null,-888888888.0,null,(X),4555,null,null,869,null,null,4868,null,null,0.2,null,null,0.3,null,null,0.8,null,null,1.0,null,null,0.9,null,null,0.7,null,null,0.6,null,null,0.7,null,null,0.7,null,null,658,null,null,1390,null,null,1481,null,null,2458,null,null,1099,null,null,1569,null,null,1954,null,null,3565,null,null,-888888888,(X),(X),4613,null,null,417,null,null,5733,null,null,0.4,null,null,0.5,null,null,1.0,null,null,1.1,null,null,1.0,null,null,0.9,null,null,0.7,null,null,0.6,null,null,0.4,null,null,459,null,null,913,null,null,327,null,null,2952,null,null,905,null,null,1057,null,null,798,null,null,1829,null,null,-888888888,(X),(X),31
1508808,10983,31132,263,972147,11007,1.7,0.2,3.8,0.3,14.2,0.6,19.7,0.7,21.3,0.6,14.4,0.6,6.6,0.4,8.4,0.5,9.8,0.5,-888888888,-888888888,54406,1039,35156,428,25444,724,30968,514,35351,558,46908,1454,62224,2608,21.4,-888888888.0,811164,6786,35119,726,558501,6873,1.7,0.3,3.6,0.5,12.4,0.7,17.6,1.0,19.7,0.8,14.8,0.9,7.2,0.6,10.2,0.7,12.8,0.8,45326,895,60667,1361,39816,1271,26662,848,34630,1621,41328,865,56903,3968,78828,5588,-888888888,-888888888,697644,8439,27294,406,413646,8406,1.8,0.3,4.1,0.5,16.5,1.0,22.6,1.1,23.6,1.1,13.9,0.9,5.8,0.7,6.1,0.6,5.6,0.6,36681,415,45952,1356,31007,343,22867,1484,26362,862,30739,601,40253,1585,52477,3022,-888888888,-888888888,10983,null,null,263,null,null,11007,null,null,0.2,null,null,0.3,null,null,0.6,null,null,0.7,null,null,0.6,null,null,0.6,null,null,0.4,null,null,0.5,null,null,0.5,null,null,-888888888,(X),(X),1039,null,null,428,null,null,724,null,null,514,null,null,558,null,null,1454,null,null,2608,null,null,-888888888.0,null,(X),6786,null,null,726,null,null,6873,null,null,0.3,null,null,0.5,null,null,0.7,null,null,1.0,null,null,0.8,null,null,0.9,null,null,0.6,null,null,0.7,null,null,0.8,null,null,895,null,null,1361,null,null,1271,null,null,848,null,null,1621,null,null,865,null,null,3968,null,null,5588,null,null,-888888888,(X),(X),8439,null,null,406,null,null,8406,null,null,0.3,null,null,0.5,null,null,1.0,null,null,1.1,null,null,1.1,null,null,0.9,null,null,0.7,null,null,0.6,null,null,0.6,null,null,415,null,null,1356,null,null,343,null,null,1484,null,null,862,null,null,601,null,null,1585,null,null,3022,null,null,-888888888,(X),(X),32
797564,6446,36144,490,498849,7678,1.0,0.2,1.6,0.2,9.1,0.7,15.5,1.0,22.4,1.0,16.0,0.8,8.3,0.7,10.9,0.7,15.2,0.7,-888888888,-888888888,65265,1369,41776,532,27896,2467,32290,656,39245,1927,51823,1082,67970,2547,15.5,-888888888.0,415347,4457,41648,585,288228,5880,0.9,0.3,1.4,0.3,7.1,0.7,13.7,1.3,21.0,1.2,15.5,1.1,8.4,0.8,11.9,0.9,20.2,1.0,53581,2332,73137,1712,50165,852,30666,2246,37344,1792,47736,2494,62169,3778,89943,5234,-888888888,-888888888,382217,4893,30883,464,210621,4454,1.1,0.4,1.8,0.4,12.0,1.1,18.0,1.4,24.3,1.5,16.7,1.2,8.2,1.1,9.5,0.9,8.4,0.9,44550,1957,54492,1814,35839,680,22438,1964,27047,1724,31825,701,42198,2011,57497,3643,-888888888,-888888888,6446,null,null,490,null,null,7678,null,null,0.2,null,null,0.2,null,null,0.7,null,null,1.0,null,null,1.0,null,null,0.8,null,null,0.7,null,null,0.7,null,null,0.7,null,null,-888888888,(X),(X),1369,null,null,532,null,null,2467,null,null,656,null,null,1927,null,null,1082,null,null,2547,null,null,-888888888.0,null,(X),4457,null,null,585,null,null,5880,null,null,0.3,null,null,0.3,null,null,0.7,null,null,1.3,null,null,1.2,null,null,1.1,null,null,0.8,null,null,0.9,null,null,1.0,null,null,2332,null,null,1712,null,null,852,null,null,2246,null,null,1792,null,null,2494,null,null,3778,null,null,5234,null,null,-888888888,(X),(X),4893,null,null,464,null,null,4454,null,null,0.4,null,null,0.4,null,null,1.1,null,null,1.4,null,null,1.5,null,null,1.2,null,null,1.1,null,null,0.9,null,null,0.9,null,null,1957,null,null,1814,null,null,680,null,null,1964,null,null,1724,null,null,701,null,null,2011,null,null,3643,null,null,-888888888,(X),(X),33
4808126,21666,40881,243,3157113,23294,1.3,0.1,2.5,0.1,10.2,0.3,12.3,0.3,15.9,0.4,14.9,0.3,7.0,0.2,12.9,0.3,23.1,0.3,-888888888,-888888888,78364,641,47461,574,22319,563,31941,357,41074,371,62300,484,87104,1178,21.2,-888888888.0,2521954,14630,49101,1061,1812816,15731,1.2,0.1,2.1,0.2,8.4,0.3,11.0,0.3,14.4,0.4,14.1,0.5,6.9,0.3,13.2,0.4,28.6,0.5,62311,460,89170,991,55553,621,26780,936,40156,747,50272,629,77001,1219,103899,2760,-888888888,-888888888,2286172,13489,32614,719,1344297,13834,1.5,0.2,3.0,0.2,12.7,0.5,14.0,0.4,17.8,0.6,15.9,0.5,7.2,0.3,12.4,0.4,15.6,0.5,50574,349,63792,708,39899,819,17787,969,25274,716,33827,1603,52628,980,70463,920,-888888888,-888888888,21666,null,null,243,null,null,23294,null,null,0.1,null,null,0.1,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.3,null,null,0.2,null,null,0.3,null,null,0.3,null,null,-888888888,(X),(X),641,null,null,574,null,null,563,null,null,357,null,null,371,null,null,484,null,null,1178,null,null,-888888888.0,null,(X),14630,null,null,1061,null,null,15731,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.5,null,null,0.3,null,null,0.4,null,null,0.5,null,null,460,null,null,991,null,null,621,null,null,936,null,null,747,null,null,629,null,null,1219,null,null,2760,null,null,-888888888,(X),(X),13489,null,null,719,null,null,13834,null,null,0.2,null,null,0.2,null,null,0.5,null,null,0.4,null,null,0.6,null,null,0.5,null,null,0.3,null,null,0.4,null,null,0.5,null,null,349,null,null,708,null,null,819,null,null,969,null,null,716,null,null,1603,null,null,980,null,null,920,null,null,-888888888,(X),(X),34
995975,10187,26949,547,619825,10101,2.5,0.3,5.5,0.5,18.0,0.9,17.1,0.9,19.7,0.8,13.4,0.8,6.0,0.6,8.4,0.5,9.5,0.5,-888888888,-888888888,51825,1071,31524,381,18979,962,25622,738,30487,473,42021,860,56325,1774,18.5,-888888888.0,523043,6801,31443,584,349568,7077,2.1,0.4,4.3,0.5,15.8,1.0,15.3,1.2,19.0,1.1,14.1,1.0,6.8,0.8,9.9,0.9,12.7,0.8,42297,1043,58636,1827,37085,780,22558,1603,29622,1808,38138,1967,48598,3057,73053,4765,-888888888,-888888888,472932,7423,22668,841,270257,6866,3.0,0.6,7.1,1.0,20.8,1.5,19.4,1.3,20.4,1.4,12.4,1.0,4.8,0.7,6.5,0.7,5.5,0.6,34668,1364,43016,1220,26749,651,14999,1327,21264,936,24724,1143,39179,3574,51275,1218,-888888888,-888888888,10187,null,null,547,null,null,10101,null,null,0.3,null,null,0.5,null,null,0.9,null,null,0.9,null,null,0.8,null,null,0.8,null,null,0.6,null,null,0.5,null,null,0.5,null,null,-888888888,(X),(X),1071,null,null,381,null,null,962,null,null,738,null,null,473,null,null,860,null,null,1774,null,null,-888888888.0,null,(X),6801,null,null,584,null,null,7077,null,null,0.4,null,null,0.5,null,null,1.0,null,null,1.2,null,null,1.1,null,null,1.0,null,null,0.8,null,null,0.9,null,null,0.8,null,null,1043,null,null,1827,null,null,780,null,null,1603,null,null,1808,null,null,1967,null,null,3057,null,null,4765,null,null,-888888888,(X),(X),7423,null,null,841,null,null,6866,null,null,0.6,null,null,1.0,null,null,1.5,null,null,1.3,null,null,1.4,null,null,1.0,null,null,0.7,null,null,0.7,null,null,0.6,null,null,1364,null,null,1220,null,null,651,null,null,1327,null,null,936,null,null,1143,null,null,3574,null,null,1218,null,null,-888888888,(X),(X),35
