S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C02_001E,S1602_C02_001M,S1602_C02_002E,S1602_C02_002M,S1602_C02_003E,S1602_C02_003M,S1602_C02_004E,S1602_C02_004M,S1602_C02_005E,S1602_C02_005M,S1602_C03_001E,S1602_C03_001M,S1602_C03_002E,S1602_C03_002M,S1602_C03_003E,S1602_C03_003M,S1602_C03_004E,S1602_C03_004M,S1602_C03_005E,S1602_C03_005M,S1602_C04_001E,S1602_C04_001M,S1602_C04_002E,S1602_C04_002M,S1602_C04_003E,S1602_C04_003M,S1602_C04_004E,S1602_C04_004M,S1602_C04_005E,S1602_C04_005M,S1602_C01_001M,S1602_C01_001EA,S1602_C01_001MA,S1602_C01_002M,S1602_C01_002EA,S1602_C01_002MA,S1602_C01_003M,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004M,S1602_C01_004EA,S1602_C01_004MA,S1602_C01_005M,S1602_C01_005EA,S1602_C01_005MA,S1602_C02_001M,S1602_C02_001EA,S1602_C02_001MA,S1602_C02_002M,S1602_C02_002EA,S1602_C02_002MA,S1602_C02_003M,S1602_C02_003EA,S1602_C02_003MA,S1602_C02_004M,S1602_C02_004EA,S1602_C02_004MA,S1602_C02_005M,S1602_C02_005EA,S1602_C02_005MA,S1602_C03_001M,S1602_C03_001EA,S1602_C03_001MA,S1602_C03_002M,S1602_C03_002EA,S1602_C03_002MA,S1602_C03_003M,S1602_C03_003EA,S1602_C03_003MA,S1602_C03_004M,S1602_C03_004EA,S1602_C03_004MA,S1602_C03_005M,S1602_C03_005EA,S1602_C03_005MA,S1602_C04_001M,S1602_C04_001EA,S1602_C04_001MA,S1602_C04_002M,S1602_C04_002EA,S1602_C04_002MA,S1602_C04_003M,S1602_C04_003EA,S1602_C04_003MA,S1602_C04_004M,S1602_C04_004EA,S1602_C04_004MA,S1602_C04_005M,S1602_C04_005EA,S1602_C04_005MA,state
1720801,8997,72319,3317,79088,3539,21370,1914,6667,1157,-888888888.0,-888888888.0,4.2,0.2,4.6,0.2,1.2,0.1,0.4,0.1,30693,3204,18049,2340,5891,1086,5918,1205,835,523,1.8,0.2,25.0,3.0,7.4,1.3,27.7,4.9,12.5,7.3,8997,null,null,3317,null,null,3539,null,null,1914,null,null,1157,null,null,-888888888.0,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,3204,null,null,2340,null,null,1086,null,null,1205,null,null,523,null,null,0.2,null,null,3.0,null,null,1.3,null,null,4.9,null,null,7.3,null,null,22
531660,5774,7300,1247,29151,2451,5290,1019,4010,864,-888888888.0,-888888888.0,1.4,0.2,5.5,0.5,1.0,0.2,0.8,0.2,6335,1205,671,485,2727,643,1987,691,950,531,1.2,0.2,9.2,6.6,9.4,2.2,37.6,10.0,23.7,11.2,5774,null,null,1247,null,null,2451,null,null,1019,null,null,864,null,null,-888888888.0,(X),(X),0.2,null,null,0.5,null,null,0.2,null,null,0.2,null,null,1205,null,null,485,null,null,643,null,null,691,null,null,531,null,null,0.2,null,null,6.6,null,null,2.2,null,null,10.0,null,null,11.2,null,null,23
2194657,9484,161492,4476,119312,5180,89584,3684,55700,3698,-888888888.0,-888888888.0,7.4,0.2,5.4,0.2,4.1,0.2,2.5,0.2,73293,4352,34881,3192,13147,1720,19450,2018,5815,1491,3.3,0.2,21.6,1.9,11.0,1.5,21.7,2.1,10.4,2.4,9484,null,null,4476,null,null,5180,null,null,3684,null,null,3698,null,null,-888888888.0,(X),(X),0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,4352,null,null,3192,null,null,1720,null,null,2018,null,null,1491,null,null,0.2,null,null,1.9,null,null,1.5,null,null,2.1,null,null,2.4,null,null,24
2579398,8290,238484,5352,271546,8024,107012,3417,37471,2796,-888888888.0,-888888888.0,9.2,0.2,10.5,0.3,4.1,0.1,1.5,0.1,149756,6291,62971,3670,48121,3487,32312,2795,6352,1191,5.8,0.2,26.4,1.4,17.7,1.2,30.2,2.6,17.0,2.9,8290,null,null,5352,null,null,8024,null,null,3417,null,null,2796,null,null,-888888888.0,(X),(X),0.2,null,null,0.3,null,null,0.1,null,null,0.1,null,null,6291,null,null,3670,null,null,3487,null,null,2795,null,null,1191,null,null,0.2,null,null,1.4,null,null,1.2,null,null,2.6,null,null,2.9,null,null,25
3884153,13696,122133,3762,129165,4419,70555,3152,69613,4075,-888888888.0,-888888888.0,3.1,0.1,3.3,0.1,1.8,0.1,1.8,0.1,69797,4311,18217,2059,18583,2120,17099,2166,15898,2322,1.8,0.1,14.9,1.6,14.4,1.5,24.2,2.9,22.8,2.8,13696,null,null,3762,null,null,4419,null,null,3152,null,null,4075,null,null,-888888888.0,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,4311,null,null,2059,null,null,2120,null,null,2166,null,null,2322,null,null,0.1,null,null,1.6,null,null,1.5,null,null,2.9,null,null,2.8,null,null,26
2148725,7378,80444,3470,55183,3277,65933,2453,48722,3103,-888888888.0,-888888888.0,3.7,0.2,2.6,0.2,3.1,0.1,2.3,0.1,52641,3692,16522,1979,7077,1330,14283,1635,14759,2364,2.4,0.2,20.5,2.4,12.8,2.2,21.7,2.4,30.3,4.2,7378,null,null,3470,null,null,3277,null,null,2453,null,null,3103,null,null,-888888888.0,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,3692,null,null,1979,null,null,1330,null,null,1635,null,null,2364,null,null,0.2,null,null,2.4,null,null,2.2,null,null,2.4,null,null,4.2,null,null,27
1091245,8803,29069,2219,8670,1437,8395,1512,3882,891,-888888888.0,-888888888.0,2.7,0.2,0.8,0.1,0.8,0.1,0.4,0.1,8035,1229,5491,1081,750,453,1465,672,329,260,0.7,0.1,18.9,3.4,8.7,5.0,17.5,7.8,8.5,6.5,8803,null,null,2219,null,null,1437,null,null,1512,null,null,891,null,null,-888888888.0,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,1229,null,null,1081,null,null,453,null,null,672,null,null,260,null,null,0.1,null,null,3.4,null,null,5.0,null,null,7.8,null,null,6.5,null,null,28
2372190,10844,69422,3435,51337,3790,32448,2064,13167,2158,-888888888.0,-888888888.0,2.9,0.1,2.2,0.2,1.4,0.1,0.6,0.1,27003,2686,9040,1758,5463,1401,8921,1226,3579,1081,1.1,0.1,13.0,2.5,10.6,2.6,27.5,3.2,27.2,6.7,10844,null,null,3435,null,null,3790,null,null,2064,null,null,2158,null,null,-888888888.0,(X),(X),0.1,null,null,0.2,null,null,0.1,null,null,0.1,null,null,2686,null,null,1758,null,null,1401,null,null,1226,null,null,1081,null,null,0.1,null,null,2.5,null,null,2.6,null,null,3.2,null,null,6.7,null,null,29
416125,4426,7188,1196,7689,1371,2672,642,3927,882,-888888888.0,-888888888.0,1.7,0.3,1.8,0.3,0.6,0.2,0.9,0.2,1740,657,528,417,279,220,631,490,302,260,0.4,0.2,7.3,5.6,3.6,2.8,23.6,17.6,7.7,6.0,4426,null,null,1196,null,null,1371,null,null,642,null,null,882,null,null,-888888888.0,(X),(X),0.3,null,null,0.3,null,null,0.2,null,null,0.2,null,null,657,null,null,417,null,null,220,null,null,490,null,null,260,null,null,0.2,null,null,5.6,null,null,2.8,null,null,17.6,null,null,6.0,null,null,30
747562,4452,50914,2378,13114,1422,11800,1614,7090,1396,-888888888.0,-888888888.0,6.8,0.3,1.8,0.2,1.6,0.2,0.9,0.2,19450,1783,12809,1720,1552,607,3653,852,1436,568,2.6,0.2,25.2,3.2,11.8,4.3,31.0,6.5,20.3,8.3,4452,null,null,2378,null,null,1422,null,null,1614,null,null,1396,null,null,-888888888.0,(X),(X),0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,1783,null,null,1720,null,null,607,null,null,852,null,null,568,null,null,0.2,null,null,3.2,null,null,4.3,null,null,6.5,null,null,8.3,null,null,31
1055158,6433,201440,5088,35919,3156,68818,2742,11748,1847,-888888888.0,-888888888.0,19.1,0.5,3.4,0.3,6.5,0.3,1.1,0.2,67095,4366,47262,3773,4587,1053,12804,1532,2442,788,6.4,0.4,23.5,1.8,12.8,2.9,18.6,2.0,20.8,5.6,6433,null,null,5088,null,null,3156,null,null,2742,null,null,1847,null,null,-888888888.0,(X),(X),0.5,null,null,0.3,null,null,0.3,null,null,0.2,null,null,4366,null,null,3773,null,null,1053,null,null,1532,null,null,788,null,null,0.4,null,null,1.8,null,null,2.9,null,null,2.0,null,null,5.6,null,null,32
520643,5191,13197,1510,26239,2221,9664,1366,3688,1159,-888888888.0,-888888888.0,2.5,0.3,5.0,0.4,1.9,0.3,0.7,0.2,7925,1759,1816,790,2730,853,2371,907,1008,604,1.5,0.3,13.8,5.7,10.4,3.0,24.5,8.5,27.3,13.9,5191,null,null,1510,null,null,2221,null,null,1366,null,null,1159,null,null,-888888888.0,(X),(X),0.3,null,null,0.4,null,null,0.3,null,null,0.2,null,null,1759,null,null,790,null,null,853,null,null,907,null,null,604,null,null,0.3,null,null,5.7,null,null,3.0,null,null,8.5,null,null,13.9,null,null,33
3194519,10274,505070,7209,310033,8415,169559,5341,59214,3586,-888888888.0,-888888888.0,15.8,0.2,9.7,0.3,5.3,0.2,1.9,0.1,232404,7307,130540,5830,53119,3464,40097,3249,8648,1432,7.3,0.2,25.8,1.1,17.1,1.1,23.6,1.7,14.6,2.2,10274,null,null,7209,null,null,8415,null,null,5341,null,null,3586,null,null,-888888888.0,(X),(X),0.2,null,null,0.3,null,null,0.2,null,null,0.1,null,null,7307,null,null,5830,null,null,3464,null,null,3249,null,null,1432,null,null,0.2,null,null,1.1,null,null,1.1,null,null,1.7,null,null,2.2,null,null,34
758364,6296,228508,5697,14432,1794,8073,1215,41555,2208,-888888888.0,-888888888.0,30.1,0.7,1.9,0.2,1.1,0.2,5.5,0.3,35392,3263,30292,3076,956,532,986,532,3158,678,4.7,0.4,13.3,1.3,6.6,3.5,12.2,5.9,7.6,1.6,6296,null,null,5697,null,null,1794,null,null,1215,null,null,2208,null,null,-888888888.0,(X),(X),0.7,null,null,0.2,null,null,0.2,null,null,0.3,null,null,3263,null,null,3076,null,null,532,null,null,532,null,null,678,null,null,0.4,null,null,1.3,null,null,3.5,null,null,5.9,null,null,1.6,null,null,35
7209054,17665,1048915,10639,710612,11138,363650,7141,133161,5313,-888888888.0,-888888888.0,14.5,0.1,9.9,0.2,5.0,0.1,1.8,0.1,597846,11529,286191,8928,153252,5286,138098,4445,20305,2249,8.3,0.2,27.3,0.8,21.6,0.7,38.0,1.0,15.2,1.6,17665,null,null,10639,null,null,11138,null,null,7141,null,null,5313,null,null,-888888888.0,(X),(X),0.1,null,null,0.2,null,null,0.1,null,null,0.1,null,null,11529,null,null,8928,null,null,5286,null,null,4445,null,null,2249,null,null,0.2,null,null,0.8,null,null,0.7,null,null,1.0,null,null,1.6,null,null,36
3882423,16063,259019,6376,87771,4449,63835,3558,24886,2636,-888888888.0,-888888888.0,6.7,0.2,2.3,0.1,1.6,0.1,0.6,0.1,86455,4845,62187,4074,8202,1508,12500,1621,3566,1414,2.2,0.1,24.0,1.5,9.3,1.7,19.6,2.4,14.3,5.3,16063,null,null,6376,null,null,4449,null,null,3558,null,null,2636,null,null,-888888888.0,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,4845,null,null,4074,null,null,1508,null,null,1621,null,null,1414,null,null,0.1,null,null,1.5,null,null,1.7,null,null,2.4,null,null,5.3,null,null,37
315134,3356,6222,1219,9572,1790,2094,537,3553,1306,-888888888.0,-888888888.0,2.0,0.4,3.0,0.6,0.7,0.2,1.1,0.4,4104,1708,528,460,2100,1233,129,145,1347,1156,1.3,0.5,8.5,7.2,21.9,10.6,6.2,6.8,37.9,23.9,3356,null,null,1219,null,null,1790,null,null,537,null,null,1306,null,null,-888888888.0,(X),(X),0.4,null,null,0.6,null,null,0.2,null,null,0.4,null,null,1708,null,null,460,null,null,1233,null,null,145,null,null,1156,null,null,0.5,null,null,7.2,null,null,10.6,null,null,6.8,null,null,23.9,null,null,38
4624669,14929,122241,4103,134649,5345,56255,3012,49621,3630,-888888888.0,-888888888.0,2.6,0.1,2.9,0.1,1.2,0.1,1.1,0.1,62953,4226,21529,2589,18851,1972,13748,2014,8825,1413,1.4,0.1,17.6,2.0,14.0,1.4,24.4,3.3,17.8,2.7,14929,null,null,4103,null,null,5345,null,null,3012,null,null,3630,null,null,-888888888.0,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,4226,null,null,2589,null,null,1972,null,null,2014,null,null,1413,null,null,0.1,null,null,2.0,null,null,1.4,null,null,3.3,null,null,2.7,null,null,39
1469342,7193,96509,2931,18992,1606,24917,1528,15640,1851,-888888888.0,-888888888.0,6.6,0.2,1.3,0.1,1.7,0.1,1.1,0.1,31838,2213,22550,1921,1458,517,6002,862,1828,715,2.2,0.2,23.4,2.0,7.7,2.8,24.1,3.3,11.7,4.3,7193,null,null,2931,null,null,1606,null,null,1528,null,null,1851,null,null,-888888888.0,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,2213,null,null,1921,null,null,517,null,null,862,null,null,715,null,null,0.2,null,null,2.0,null,null,2.8,null,null,3.3,null,null,4.3,null,null,40
1571678,6691,125381,4135,53585,3492,48958,2568,9902,1564,-888888888.0,-888888888.0,8.0,0.3,3.4,0.2,3.1,0.2,0.6,0.1,40103,3119,22178,2758,6397,1236,9905,1487,1623,636,2.6,0.2,17.7,2.1,11.9,2.2,20.2,3.0,16.4,6.1,6691,null,null,4135,null,null,3492,null,null,2568,null,null,1564,null,null,-888888888.0,(X),(X),0.3,null,null,0.2,null,null,0.2,null,null,0.1,null,null,3119,null,null,2758,null,null,1236,null,null,1487,null,null,636,null,null,0.2,null,null,2.1,null,null,2.2,null,null,3.0,null,null,6.1,null,null,41
4937771,13721,253349,5961,203575,6965,96627,4431,39531,3087,-888888888.0,-888888888.0,5.1,0.1,4.1,0.1,2.0,0.1,0.8,0.1,121175,6022,54863,4311,32907,3138,26198,2529,7207,1444,2.5,0.1,21.7,1.5,16.2,1.4,27.1,2.0,18.2,3.2,13721,null,null,5961,null,null,6965,null,null,4431,null,null,3087,null,null,-888888888.0,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,6022,null,null,4311,null,null,3138,null,null,2529,null,null,1444,null,null,0.1,null,null,1.5,null,null,1.4,null,null,2.0,null,null,3.2,null,null,42
