B16005I_001E,B16005I_001EA,B16005I_001M,B16005I_001MA,B16005I_002E,B16005I_002EA,B16005I_002M,B16005I_002MA,B16005I_003E,B16005I_003EA,B16005I_003M,B16005I_003MA,B16005I_004E,B16005I_004EA,B16005I_004M,B16005I_004MA,B16005I_005E,B16005I_005EA,B16005I_005M,B16005I_005MA,B16005I_006E,B16005I_006EA,B16005I_006M,B16005I_006MA,B16005I_007E,B16005I_007EA,B16005I_007M,B16005I_007MA,B16005I_008E,B16005I_008EA,B16005I_008M,B16005I_008MA,B16005I_009E,B16005I_009EA,B16005I_009M,B16005I_009MA,B16005I_010E,B16005I_010EA,B16005I_010M,B16005I_010MA,B16005I_011E,B16005I_011EA,B16005I_011M,B16005I_011MA,GEO_ID,NAME,state
324315,null,1389,null,130295,null,5653,null,53269,null,4168,null,77026,null,3976,null,62872,null,4056,null,14154,null,1964,null,194020,null,5243,null,27515,null,3835,null,166505,null,6072,null,52515,null,4806,null,113990,null,5447,null,0400000US24,Maryland,24
498629,null,451,null,310859,null,7248,null,87324,null,6245,null,223535,null,7303,null,155710,null,6282,null,67825,null,5875,null,187770,null,7152,null,9374,null,1532,null,178396,null,7389,null,59940,null,4730,null,118456,null,7034,null,0400000US25,Massachusetts,25
365157,null,1424,null,260134,null,6682,null,159908,null,7555,null,100226,null,5493,null,77051,null,4632,null,23175,null,2784,null,105023,null,6496,null,5336,null,1073,null,99687,null,6701,null,28821,null,3107,null,70866,null,6396,null,0400000US26,Michigan,26
184516,null,1045,null,99672,null,4017,null,50828,null,4092,null,48844,null,3490,null,35727,null,3331,null,13117,null,1947,null,84844,null,3849,null,5657,null,1365,null,79187,null,4195,null,22529,null,2213,null,56658,null,4008,null,0400000US27,Minnesota,27
51232,null,3466,null,23098,null,2713,null,11927,null,2333,null,11171,null,1869,null,7632,null,1779,null,3539,null,919,null,28134,null,3997,null,2592,null,1462,null,25542,null,4053,null,6089,null,1533,null,19453,null,3353,null,0400000US28,Mississippi,28
160126,null,1997,null,96411,null,4559,null,65880,null,4514,null,30531,null,2849,null,24833,null,2772,null,5698,null,1247,null,63715,null,4032,null,2912,null,903,null,60803,null,4013,null,18684,null,2474,null,42119,null,3435,null,0400000US29,Missouri,29
23538,null,943,null,21148,null,1276,null,17646,null,1619,null,3502,null,915,null,2829,null,813,null,673,null,390,null,2390,null,997,null,850,null,555,null,1540,null,820,null,842,null,599,null,698,null,554,null,0400000US30,Montana,30
120293,null,1006,null,65222,null,3368,null,35058,null,3481,null,30164,null,2804,null,22920,null,2552,null,7244,null,1749,null,55071,null,3193,null,1615,null,633,null,53456,null,3038,null,11893,null,1941,null,41563,null,2671,null,0400000US31,Nebraska,31
587821,null,870,null,301768,null,8506,null,126643,null,9086,null,175125,null,8452,null,137551,null,7534,null,37574,null,3943,null,286053,null,8445,null,10826,null,1946,null,275227,null,8840,null,72393,null,5433,null,202834,null,8170,null,0400000US32,Nevada,32
30774,null,1008,null,20487,null,2177,null,12200,null,2276,null,8287,null,2526,null,6731,null,2099,null,1556,null,878,null,10287,null,2100,null,842,null,464,null,9445,null,2144,null,3513,null,1083,null,5932,null,1700,null,0400000US33,New Hampshire,33
1274961,null,736,null,660443,null,11500,null,192554,null,7241,null,467889,null,11180,null,352245,null,10700,null,115644,null,7349,null,614518,null,11493,null,26562,null,3805,null,587956,null,11353,null,176990,null,7735,null,410966,null,11574,null,0400000US34,New Jersey,34
807463,null,1123,null,659879,null,9367,null,315742,null,12065,null,344137,null,8184,null,298843,null,8031,null,45294,null,3931,null,147584,null,9233,null,4612,null,1332,null,142972,null,9619,null,43262,null,4410,null,99710,null,7955,null,0400000US35,New Mexico,35
2952003,null,1718,null,1656311,null,19312,null,485154,null,15039,null,1171157,null,20784,null,892837,null,17479,null,278320,null,10485,null,1295692,null,19405,null,49488,null,4224,null,1246204,null,19591,null,334896,null,10992,null,911308,null,18855,null,0400000US36,New York,36
575550,null,2862,null,220349,null,8131,null,79489,null,6112,null,140860,null,7348,null,99466,null,7555,null,41394,null,3982,null,355201,null,8077,null,15229,null,3149,null,339972,null,8052,null,80373,null,5698,null,259599,null,8476,null,0400000US37,North Carolina,37
11266,null,967,null,9745,null,783,null,6006,null,945,null,3739,null,887,null,3265,null,808,null,474,null,288,null,1521,null,622,null,237,null,320,null,1284,null,539,null,659,null,425,null,625,null,354,null,0400000US38,North Dakota,38
259311,null,2519,null,190250,null,5312,null,111197,null,5215,null,79053,null,5080,null,55965,null,4393,null,23088,null,3078,null,69061,null,4529,null,5742,null,1717,null,63319,null,4604,null,22024,null,2525,null,41295,null,4264,null,0400000US39,Ohio,39
240584,null,1482,null,141726,null,4616,null,76334,null,4306,null,65392,null,4276,null,53022,null,3939,null,12370,null,2418,null,98858,null,4619,null,3340,null,1219,null,95518,null,4618,null,25194,null,2740,null,70324,null,3959,null,0400000US40,Oklahoma,40
362221,null,857,null,194527,null,6271,null,99844,null,6687,null,94683,null,5168,null,73017,null,4844,null,21666,null,2876,null,167694,null,6254,null,7301,null,1899,null,160393,null,6570,null,42146,null,4275,null,118247,null,7125,null,0400000US41,Oregon,41
517019,null,1241,null,390845,null,7130,null,149655,null,7432,null,241190,null,7801,null,161492,null,7999,null,79698,null,6074,null,126174,null,7191,null,9797,null,1952,null,116377,null,7342,null,38783,null,4521,null,77594,null,5228,null,0400000US42,Pennsylvania,42
107697,null,633,null,54489,null,3420,null,16797,null,2848,null,37692,null,3375,null,27147,null,3040,null,10545,null,1838,null,53208,null,3372,null,1647,null,646,null,51561,null,3445,null,13809,null,2358,null,37752,null,3418,null,0400000US44,Rhode Island,44
153158,null,2020,null,65512,null,4230,null,31584,null,3818,null,33928,null,3600,null,23455,null,2907,null,10473,null,2076,null,87646,null,3841,null,5227,null,1167,null,82419,null,3550,null,17106,null,2159,null,65313,null,3217,null,0400000US45,South Carolina,45
16690,null,1075,null,12590,null,1461,null,6462,null,1208,null,6128,null,1326,null,5001,null,1344,null,1127,null,649,null,4100,null,1157,null,606,null,511,null,3494,null,1114,null,815,null,459,null,2679,null,880,null,0400000US46,South Dakota,46
189475,null,2208,null,84798,null,4416,null,41744,null,4858,null,43054,null,3430,null,33328,null,2860,null,9726,null,2123,null,104677,null,4004,null,6607,null,1608,null,98070,null,4063,null,25768,null,3034,null,72302,null,3978,null,0400000US47,Tennessee,47
7860124,null,1453,null,5057276,null,32144,null,1611992,null,29318,null,3445284,null,30304,null,2657619,null,29220,null,787665,null,18245,null,2802848,null,32066,null,81943,null,6152,null,2720905,null,30366,null,684254,null,17941,null,2036651,null,25809,null,0400000US48,Texas,48
282699,null,1127,null,151186,null,5045,null,84806,null,6697,null,66380,null,5029,null,53643,null,4378,null,12737,null,2308,null,131513,null,4857,null,6251,null,1569,null,125262,null,5122,null,44731,null,3794,null,80531,null,5224,null,0400000US49,Utah,49
6619,null,660,null,5016,null,671,null,4091,null,681,null,925,null,404,null,858,null,400,null,67,null,54,null,1603,null,572,null,459,null,267,null,1144,null,503,null,471,null,326,null,673,null,411,null,0400000US50,Vermont,50
463440,null,3583,null,208420,null,8040,null,95663,null,7319,null,112757,null,6029,null,92270,null,5791,null,20487,null,2764,null,255020,null,8731,null,11380,null,2206,null,243640,null,8592,null,85530,null,6522,null,158110,null,7427,null,0400000US51,Virginia,51
554661,null,878,null,318403,null,7256,null,155552,null,7982,null,162851,null,7157,null,121291,null,7296,null,41560,null,4692,null,236258,null,7178,null,10583,null,2159,null,225675,null,7469,null,58549,null,4216,null,167126,null,7234,null,0400000US53,Washington,53
18491,null,1678,null,12561,null,1812,null,9004,null,1366,null,3557,null,1196,null,3069,null,1124,null,488,null,352,null,5930,null,1807,null,1562,null,1139,null,4368,null,1200,null,2296,null,676,null,2072,null,955,null,0400000US54,West Virginia,54
248599,null,1417,null,153183,null,6012,null,75121,null,4994,null,78062,null,4756,null,58484,null,3925,null,19578,null,2888,null,95416,null,5793,null,4578,null,1297,null,90838,null,5563,null,26082,null,2285,null,64756,null,4734,null,0400000US55,Wisconsin,55
36209,null,855,null,30688,null,1633,null,22161,null,2173,null,8527,null,1684,null,7132,null,1551,null,1395,null,766,null,5521,null,1682,null,121,null,146,null,5400,null,1679,null,2040,null,840,null,3360,null,1284,null,0400000US56,Wyoming,56
3679161,null,4312,null,3576868,null,8886,null,168162,null,7919,null,3408706,null,11600,null,498327,null,14001,null,2910379,null,17536,null,102293,null,7092,null,4021,null,1089,null,98272,null,6856,null,11880,null,1820,null,86392,null,6157,null,0400000US72,Puerto Rico,72
