B21005_001E,B21005_001EA,B21005_001M,B21005_001MA,B21005_002E,B21005_002EA,B21005_002M,B21005_002MA,B21005_003E,B21005_003EA,B21005_003M,B21005_003MA,B21005_004E,B21005_004EA,B21005_004M,B21005_004MA,B21005_005E,B21005_005EA,B21005_005M,B21005_005MA,B21005_006E,B21005_006EA,B21005_006M,B21005_006MA,B21005_007E,B21005_007EA,B21005_007M,B21005_007MA,B21005_008E,B21005_008EA,B21005_008M,B21005_008MA,B21005_009E,B21005_009EA,B21005_009M,B21005_009MA,B21005_010E,B21005_010EA,B21005_010M,B21005_010MA,B21005_011E,B21005_011EA,B21005_011M,B21005_011MA,B21005_012E,B21005_012EA,B21005_012M,B21005_012MA,B21005_013E,B21005_013EA,B21005_013M,B21005_013MA,B21005_014E,B21005_014EA,B21005_014M,B21005_014MA,B21005_015E,B21005_015EA,B21005_015M,B21005_015MA,B21005_016E,B21005_016EA,B21005_016M,B21005_016MA,B21005_017E,B21005_017EA,B21005_017M,B21005_017MA,B21005_018E,B21005_018EA,B21005_018M,B21005_018MA,B21005_019E,B21005_019EA,B21005_019M,B21005_019MA,B21005_020E,B21005_020EA,B21005_020M,B21005_020MA,B21005_021E,B21005_021EA,B21005_021M,B21005_021MA,B21005_022E,B21005_022EA,B21005_022M,B21005_022MA,B21005_023E,B21005_023EA,B21005_023M,B21005_023MA,B21005_024E,B21005_024EA,B21005_024M,B21005_024MA,B21005_025E,B21005_025EA,B21005_025M,B21005_025MA,B21005_026E,B21005_026EA,B21005_026M,B21005_026MA,B21005_027E,B21005_027EA,B21005_027M,B21005_027MA,B21005_028E,B21005_028EA,B21005_028M,B21005_028MA,B21005_029E,B21005_029EA,B21005_029M,B21005_029MA,B21005_030E,B21005_030EA,B21005_030M,B21005_030MA,B21005_031E,B21005_031EA,B21005_031M,B21005_031MA,B21005_032E,B21005_032EA,B21005_032M,B21005_032MA,B21005_033E,B21005_033EA,B21005_033M,B21005_033MA,B21005_034E,B21005_034EA,B21005_034M,B21005_034MA,GEO_ID,NAME,state
6099196,null,6761,null,2254812,null,8614,null,65063,null,5025,null,55088,null,4691,null,51579,null,4452,null,3509,null,1286,null,9975,null,1723,null,2189749,null,9900,null,1651510,null,15157,null,1481006,null,16217,null,170504,null,8762,null,538239,null,11936,null,2836660,null,8190,null,243442,null,7908,null,211549,null,6935,null,201399,null,6738,null,10150,null,1776,null,31893,null,2781,null,2593218,null,11467,null,2115932,null,17601,null,2007903,null,16567,null,108029,null,7354,null,477286,null,12721,null,1007724,null,3803,null,178472,null,5093,null,121191,null,4486,null,116224,null,4515,null,4967,null,1164,null,57281,null,3510,null,829252,null,5449,null,520138,null,8313,null,496819,null,8249,null,23319,null,2653,null,309114,null,6875,null,0400000US13,Georgia,13
769957,null,3177,null,269413,null,3246,null,10316,null,1741,null,8967,null,1717,null,8567,null,1685,null,400,null,256,null,1349,null,522,null,259097,null,3301,null,201284,null,5286,null,187889,null,5424,null,13395,null,2093,null,57813,null,4183,null,347660,null,2201,null,27116,null,2437,null,23251,null,2382,null,22611,null,2304,null,640,null,322,null,3865,null,1195,null,320544,null,3188,null,274300,null,4236,null,267537,null,4287,null,6763,null,1316,null,46244,null,3893,null,152884,null,623,null,26272,null,2059,null,17566,null,1640,null,17204,null,1685,null,362,null,280,null,8706,null,1410,null,126612,null,2161,null,88389,null,3087,null,86220,null,2881,null,2169,null,763,null,38223,null,2267,null,0400000US15,Hawaii,15
923212,null,1797,null,356136,null,2466,null,13588,null,2164,null,12559,null,2181,null,11564,null,2044,null,995,null,632,null,1029,null,532,null,342548,null,2935,null,269586,null,5415,null,249828,null,5717,null,19758,null,2389,null,72962,null,4474,null,399867,null,2652,null,37469,null,3170,null,33008,null,3047,null,31527,null,2979,null,1481,null,645,null,4461,null,1201,null,362398,null,4147,null,299049,null,4972,null,288300,null,4856,null,10749,null,1436,null,63349,null,3217,null,167209,null,1411,null,35176,null,1960,null,21994,null,1845,null,20586,null,1771,null,1408,null,642,null,13182,null,1303,null,132033,null,2060,null,85630,null,2987,null,82388,null,2891,null,3242,null,796,null,46403,null,2421,null,0400000US16,Idaho,16
8128931,null,3783,null,3070195,null,8742,null,58701,null,4371,null,50976,null,3972,null,46849,null,3865,null,4127,null,1013,null,7725,null,1714,null,3011494,null,9899,null,2355128,null,12925,null,2139863,null,14809,null,215265,null,9212,null,656366,null,12187,null,3689137,null,7486,null,184353,null,6621,null,163186,null,6311,null,151629,null,6037,null,11557,null,2115,null,21167,null,2232,null,3504784,null,9572,null,2934235,null,14141,null,2783490,null,14696,null,150745,null,6536,null,570549,null,10540,null,1369599,null,3026,null,203968,null,5015,null,137029,null,4332,null,128491,null,4662,null,8538,null,1646,null,66939,null,3834,null,1165631,null,5668,null,791170,null,8845,null,752963,null,9009,null,38207,null,2952,null,374461,null,8017,null,0400000US17,Illinois,17
3974480,null,3400,null,1451629,null,4494,null,32475,null,2905,null,28843,null,2752,null,26333,null,2693,null,2510,null,865,null,3632,null,771,null,1419154,null,5371,null,1110676,null,9063,null,1001681,null,10650,null,108995,null,6325,null,308478,null,8470,null,1812420,null,4191,null,136919,null,5426,null,118308,null,5079,null,110732,null,4729,null,7576,null,1321,null,18611,null,2197,null,1675501,null,5892,null,1396687,null,8844,null,1325730,null,9330,null,70957,null,3593,null,278814,null,7321,null,710431,null,2725,null,127703,null,4248,null,85553,null,3670,null,81879,null,3533,null,3674,null,752,null,42150,null,2720,null,582728,null,4868,null,380042,null,6208,null,364920,null,5968,null,15122,null,1808,null,202686,null,5302,null,0400000US18,Indiana,18
1846416,null,2267,null,675258,null,3483,null,15532,null,2059,null,13859,null,1961,null,13389,null,1886,null,470,null,272,null,1673,null,707,null,659726,null,3919,null,553664,null,6093,null,521654,null,6476,null,32010,null,2913,null,106062,null,4968,null,826384,null,3018,null,59610,null,3338,null,52651,null,2982,null,50776,null,3024,null,1875,null,725,null,6959,null,1276,null,766774,null,4452,null,674660,null,5077,null,657273,null,5141,null,17387,null,1831,null,92114,null,4432,null,344774,null,1500,null,65052,null,2149,null,49247,null,2112,null,47744,null,2076,null,1503,null,535,null,15805,null,1435,null,279722,null,2439,null,204861,null,2874,null,200530,null,2922,null,4331,null,774,null,74861,null,2729,null,0400000US19,Iowa,19
1717405,null,3279,null,647016,null,4142,null,17181,null,2478,null,15276,null,2203,null,14170,null,2089,null,1106,null,469,null,1905,null,762,null,629835,null,4852,null,521125,null,5847,null,487198,null,6893,null,33927,null,2984,null,108710,null,4345,null,767347,null,3519,null,67176,null,4164,null,58593,null,3946,null,56551,null,3775,null,2042,null,814,null,8583,null,1606,null,700171,null,5229,null,599072,null,6611,null,579702,null,6754,null,19370,null,2064,null,101099,null,4655,null,303042,null,1652,null,61403,null,2524,null,46191,null,2328,null,44864,null,2346,null,1327,null,493,null,15212,null,1584,null,241639,null,2729,null,172789,null,3566,null,170020,null,3492,null,2769,null,667,null,68850,null,2605,null,0400000US20,Kansas,20
2679304,null,2447,null,943667,null,4666,null,26382,null,2869,null,22139,null,2656,null,19980,null,2480,null,2159,null,841,null,4243,null,1232,null,917285,null,5318,null,692809,null,7965,null,620640,null,8287,null,72169,null,4352,null,224476,null,7236,null,1231583,null,4294,null,89714,null,4679,null,73063,null,4457,null,69541,null,4428,null,3522,null,1019,null,16651,null,1635,null,1141869,null,6515,null,875096,null,8925,null,831003,null,8987,null,44093,null,3556,null,266773,null,7908,null,504054,null,1801,null,91920,null,4352,null,52149,null,3073,null,51240,null,3083,null,909,null,358,null,39771,null,2793,null,412134,null,4690,null,218867,null,4888,null,212567,null,4878,null,6300,null,1045,null,193267,null,4924,null,0400000US21,Kentucky,21
2747926,null,3852,null,1042341,null,5179,null,29649,null,3442,null,26113,null,3299,null,23713,null,3322,null,2400,null,810,null,3536,null,997,null,1012692,null,6398,null,744717,null,9796,null,679807,null,10124,null,64910,null,5003,null,267975,null,9361,null,1215450,null,4346,null,78340,null,4641,null,64973,null,3996,null,62454,null,4010,null,2519,null,890,null,13367,null,2102,null,1137110,null,6077,null,885971,null,9314,null,847368,null,9420,null,38603,null,3950,null,251139,null,8318,null,490135,null,2536,null,78608,null,3117,null,50609,null,2838,null,49021,null,2851,null,1588,null,569,null,27999,null,2480,null,411527,null,4061,null,234717,null,5328,null,226025,null,5377,null,8692,null,1391,null,176810,null,4658,null,0400000US22,Louisiana,22
838925,null,1731,null,258283,null,1799,null,9085,null,1558,null,7997,null,1428,null,7112,null,1289,null,885,null,479,null,1088,null,533,null,249198,null,2313,null,195142,null,4370,null,177995,null,4337,null,17147,null,2173,null,54056,null,4349,null,402667,null,1566,null,36829,null,2560,null,32388,null,2422,null,31032,null,2362,null,1356,null,542,null,4441,null,910,null,365838,null,2775,null,305341,null,4158,null,290814,null,4687,null,14527,null,1960,null,60497,null,3829,null,177975,null,876,null,36383,null,2081,null,23831,null,1734,null,22712,null,1774,null,1119,null,419,null,12552,null,1673,null,141592,null,2161,null,96230,null,2792,null,92937,null,2700,null,3293,null,740,null,45362,null,2333,null,0400000US23,Maine,23
3586712,null,3812,null,1253943,null,3163,null,43447,null,3569,null,33364,null,3069,null,31825,null,3088,null,1539,null,866,null,10083,null,1928,null,1210496,null,4976,null,979967,null,10023,null,899034,null,10353,null,80933,null,5162,null,230529,null,9130,null,1694385,null,3580,null,138582,null,6248,null,124992,null,6023,null,120767,null,5830,null,4225,null,1195,null,13590,null,1747,null,1555803,null,6931,null,1337662,null,9377,null,1287542,null,10282,null,50120,null,4113,null,218141,null,6881,null,638384,null,1976,null,103408,null,4424,null,75198,null,3459,null,73202,null,3343,null,1996,null,573,null,28210,null,2158,null,534976,null,4778,null,380820,null,5656,null,368431,null,5738,null,12389,null,1853,null,154156,null,4612,null,0400000US24,Maryland,24
4192166,null,2422,null,1489233,null,2677,null,25921,null,3368,null,22182,null,2740,null,19877,null,2634,null,2305,null,1034,null,3739,null,1396,null,1463312,null,4330,null,1154824,null,8609,null,1060898,null,9547,null,93926,null,5758,null,308488,null,8492,null,1953563,null,2452,null,90991,null,4983,null,78339,null,4532,null,75094,null,4289,null,3245,null,1025,null,12652,null,1904,null,1862572,null,5651,null,1582137,null,9984,null,1509600,null,11088,null,72537,null,5451,null,280435,null,7490,null,749370,null,1682,null,106054,null,3972,null,77049,null,3583,null,72523,null,3671,null,4526,null,1102,null,29005,null,2526,null,643316,null,4219,null,462382,null,6700,null,443803,null,6418,null,18579,null,1987,null,180934,null,5889,null,0400000US25,Massachusetts,25
6301805,null,3141,null,2206902,null,4834,null,41426,null,3207,null,36125,null,2844,null,31475,null,2763,null,4650,null,1011,null,5301,null,1436,null,2165476,null,5421,null,1676517,null,11538,null,1459999,null,12193,null,216518,null,7657,null,488959,null,10540,null,2924330,null,4989,null,179686,null,7207,null,152255,null,6589,null,139546,null,6125,null,12709,null,1834,null,27431,null,3007,null,2744644,null,8437,null,2232789,null,10780,null,2069362,null,11176,null,163427,null,5845,null,511855,null,8717,null,1170573,null,2238,null,202596,null,5148,null,119285,null,4097,null,110778,null,4057,null,8507,null,1068,null,83311,null,3749,null,967977,null,5271,null,571423,null,7209,null,536119,null,7363,null,35304,null,2692,null,396554,null,6210,null,0400000US26,Michigan,26
3315386,null,2142,null,1199997,null,3648,null,23949,null,2576,null,20830,null,2316,null,19187,null,2193,null,1643,null,753,null,3119,null,1069,null,1176048,null,4543,null,992823,null,7941,null,928417,null,7842,null,64406,null,3676,null,183225,null,6042,null,1536114,null,3003,null,96150,null,4719,null,86156,null,4122,null,82340,null,4038,null,3816,null,870,null,9994,null,1570,null,1439964,null,5499,null,1282559,null,7166,null,1235201,null,7574,null,47358,null,3105,null,157405,null,4841,null,579275,null,1512,null,108500,null,3546,null,76775,null,2696,null,73205,null,2697,null,3570,null,764,null,31725,null,2258,null,470775,null,3753,null,341104,null,4878,null,329194,null,4852,null,11910,null,1528,null,129671,null,3678,null,0400000US27,Minnesota,27
1789599,null,3722,null,675641,null,5720,null,18893,null,2770,null,16774,null,2575,null,15294,null,2657,null,1480,null,755,null,2119,null,736,null,656748,null,5973,null,472484,null,8296,null,416561,null,7915,null,55923,null,4458,null,184264,null,6117,null,791436,null,5384,null,61715,null,3829,null,52861,null,3727,null,49187,null,3816,null,3674,null,1094,null,8854,null,1629,null,729721,null,6489,null,565497,null,8036,null,536746,null,8096,null,28751,null,2983,null,164224,null,6105,null,322522,null,2848,null,51247,null,2963,null,30575,null,2294,null,29181,null,2259,null,1394,null,742,null,20672,null,2339,null,271275,null,4074,null,152875,null,4846,null,147633,null,4690,null,5242,null,1179,null,118400,null,4004,null,0400000US28,Mississippi,28
3666855,null,3742,null,1325392,null,4242,null,33948,null,3378,null,30143,null,3208,null,27703,null,3006,null,2440,null,954,null,3805,null,1052,null,1291444,null,4722,null,1037778,null,8228,null,951347,null,8038,null,86431,null,5784,null,253666,null,7888,null,1666299,null,4329,null,131827,null,4862,null,114963,null,4611,null,108241,null,4446,null,6722,null,1435,null,16864,null,1827,null,1534472,null,5304,null,1270657,null,8147,null,1210944,null,7472,null,59713,null,4124,null,263815,null,7090,null,675164,null,2169,null,141818,null,4554,null,93101,null,3985,null,89913,null,4038,null,3188,null,827,null,48717,null,3010,null,533346,null,5272,null,340454,null,6557,null,329475,null,6488,null,10979,null,1490,null,192892,null,5519,null,0400000US29,Missouri,29
605196,null,2143,null,211049,null,2137,null,7230,null,1389,null,6071,null,1267,null,5840,null,1264,null,231,null,236,null,1159,null,543,null,203819,null,2414,null,162315,null,3910,null,149954,null,4104,null,12361,null,1992,null,41504,null,3563,null,267416,null,2212,null,28238,null,2621,null,23835,null,2317,null,23119,null,2190,null,716,null,391,null,4403,null,1024,null,239178,null,3366,null,199000,null,4162,null,192952,null,3987,null,6048,null,1380,null,40178,null,2662,null,126731,null,1422,null,27573,null,1897,null,18499,null,1633,null,17880,null,1634,null,619,null,388,null,9074,null,1225,null,99158,null,2218,null,64322,null,2409,null,62811,null,2309,null,1511,null,452,null,34836,null,2490,null,0400000US30,Montana,30
1089964,null,2007,null,412939,null,2087,null,11199,null,1797,null,10542,null,1734,null,10415,null,1730,null,127,null,146,null,657,null,298,null,401740,null,2569,null,339354,null,4372,null,320963,null,4126,null,18391,null,2185,null,62386,null,3817,null,482418,null,2419,null,37558,null,2572,null,33734,null,2443,null,32834,null,2378,null,900,null,454,null,3824,null,869,null,444860,null,3362,null,391104,null,3650,null,379079,null,4036,null,12025,null,1700,null,53756,null,2154,null,194607,null,1251,null,37547,null,2062,null,27274,null,1846,null,26589,null,1813,null,685,null,401,null,10273,null,1097,null,157060,null,2282,null,117267,null,2500,null,114637,null,2520,null,2630,null,646,null,39793,null,2020,null,0400000US31,Nebraska,31
1627180,null,2314,null,592244,null,4067,null,20430,null,3735,null,19332,null,3617,null,18171,null,3500,null,1161,null,717,null,1098,null,509,null,571814,null,5250,null,456408,null,5564,null,412805,null,5610,null,43603,null,3545,null,115406,null,5507,null,742267,null,3376,null,59731,null,4009,null,52990,null,3849,null,50457,null,3665,null,2533,null,924,null,6741,null,1626,null,682536,null,5032,null,576397,null,7171,null,543147,null,7833,null,33250,null,3424,null,106139,null,5158,null,292669,null,1584,null,63015,null,2860,null,41953,null,2900,null,39202,null,2758,null,2751,null,897,null,21062,null,2480,null,229654,null,3179,null,151168,null,4154,null,143192,null,4222,null,7976,null,1323,null,78486,null,3854,null,0400000US32,Nevada,32
852113,null,1422,null,268312,null,2385,null,7180,null,1574,null,6388,null,1377,null,6090,null,1374,null,298,null,181,null,792,null,650,null,261132,null,2810,null,216501,null,3759,null,201854,null,3696,null,14647,null,2187,null,44631,null,3171,null,417926,null,2302,null,35868,null,2655,null,33353,null,2652,null,32458,null,2602,null,895,null,453,null,2515,null,807,null,382058,null,3397,null,331174,null,4047,null,320632,null,4359,null,10542,null,1509,null,50884,null,2983,null,165875,null,988,null,31438,null,2023,null,23360,null,1720,null,22516,null,1759,null,844,null,324,null,8078,null,1447,null,134437,null,2282,null,96002,null,3202,null,92256,null,3276,null,3746,null,949,null,38435,null,2618,null,0400000US33,New Hampshire,33
5473104,null,3217,null,1822908,null,3704,null,23869,null,2854,null,21332,null,2610,null,19436,null,2452,null,1896,null,655,null,2537,null,990,null,1799039,null,4760,null,1402524,null,9835,null,1281186,null,10005,null,121338,null,5714,null,396515,null,9343,null,2674341,null,3132,null,99458,null,5576,null,88013,null,4848,null,83722,null,4683,null,4291,null,1075,null,11445,null,1960,null,2574883,null,6471,null,2180986,null,9756,null,2086921,null,10010,null,94065,null,4967,null,393897,null,8511,null,975855,null,2431,null,119168,null,4434,null,83775,null,3646,null,79417,null,3599,null,4358,null,1019,null,35393,null,3195,null,856687,null,4829,null,604660,null,6708,null,580472,null,7124,null,24188,null,2480,null,252027,null,5111,null,0400000US34,New Jersey,34
1211893,null,2529,null,460011,null,3134,null,13183,null,2056,null,10265,null,1814,null,9954,null,1832,null,311,null,293,null,2918,null,1125,null,446828,null,3847,null,333603,null,6275,null,304491,null,6231,null,29112,null,2678,null,113225,null,5585,null,528193,null,3662,null,45583,null,3243,null,38743,null,2938,null,36700,null,3000,null,2043,null,799,null,6840,null,1392,null,482610,null,4550,null,384531,null,6390,null,366944,null,6485,null,17587,null,2098,null,98079,null,5436,null,223689,null,1858,null,45732,null,2491,null,29655,null,2188,null,28865,null,2251,null,790,null,435,null,16077,null,2090,null,177957,null,2913,null,108893,null,3804,null,105611,null,3568,null,3282,null,826,null,69064,null,3423,null,0400000US35,New Mexico,35
12447139,null,3983,null,4515500,null,5873,null,62560,null,4085,null,53003,null,3851,null,46595,null,3702,null,6408,null,1635,null,9557,null,1715,null,4452940,null,6965,null,3316909,null,18583,null,3005553,null,19879,null,311356,null,10465,null,1136031,null,17516,null,5718481,null,4709,null,224419,null,7276,null,189171,null,5865,null,179560,null,5857,null,9611,null,1589,null,35248,null,3408,null,5494062,null,9375,null,4534939,null,17379,null,4330788,null,20350,null,204151,null,7395,null,959123,null,15615,null,2213158,null,3030,null,257458,null,6688,null,163759,null,5435,null,155677,null,5264,null,8082,null,1112,null,93699,null,4489,null,1955700,null,7334,null,1274259,null,12874,null,1225449,null,13462,null,48810,null,3420,null,681441,null,10952,null,0400000US36,New York,36
