C05003F_001E,C05003F_001EA,C05003F_001M,C05003F_001MA,C05003F_002E,C05003F_002EA,C05003F_002M,C05003F_002MA,C05003F_003E,C05003F_003EA,C05003F_003M,C05003F_003MA,C05003F_004E,C05003F_004EA,C05003F_004M,C05003F_004MA,C05003F_005E,C05003F_005EA,C05003F_005M,C05003F_005MA,C05003F_006E,C05003F_006EA,C05003F_006M,C05003F_006MA,C05003F_007E,C05003F_007EA,C05003F_007M,C05003F_007MA,C05003F_008E,C05003F_008EA,C05003F_008M,C05003F_008MA,C05003F_009E,C05003F_009EA,C05003F_009M,C05003F_009MA,C05003F_010E,C05003F_010EA,C05003F_010M,C05003F_010MA,C05003F_011E,C05003F_011EA,C05003F_011M,C05003F_011MA,C05003F_012E,C05003F_012EA,C05003F_012M,C05003F_012MA,C05003F_013E,C05003F_013EA,C05003F_013M,C05003F_013MA,C05003F_014E,C05003F_014EA,C05003F_014M,C05003F_014MA,C05003F_015E,C05003F_015EA,C05003F_015M,C05003F_015MA,GEO_ID,NAME,state
1466868,null,34658,null,718356,null,19354,null,211163,null,8394,null,186936,null,8156,null,24227,null,2830,null,507193,null,13234,null,200835,null,9830,null,306358,null,12549,null,748512,null,18056,null,208624,null,8158,null,185780,null,7831,null,22844,null,3204,null,539888,null,12098,null,231141,null,9054,null,308747,null,10834,null,0400000US36,New York,36
344792,null,14526,null,193941,null,8386,null,67070,null,4494,null,55873,null,4527,null,11197,null,2280,null,126871,null,5555,null,18571,null,2724,null,108300,null,5711,null,150851,null,8153,null,65340,null,4969,null,55386,null,4607,null,9954,null,2006,null,85511,null,4596,null,18624,null,2307,null,66887,null,4017,null,0400000US37,North Carolina,37
3599,null,1243,null,1796,null,707,null,529,null,377,null,529,null,377,null,0,null,208,null,1267,null,497,null,989,null,468,null,278,null,233,null,1803,null,729,null,559,null,491,null,533,null,487,null,26,null,43,null,1244,null,397,null,922,null,373,null,322,null,240,null,0400000US38,North Dakota,38
72887,null,6662,null,37850,null,3865,null,12526,null,2184,null,10842,null,1947,null,1684,null,724,null,25324,null,2712,null,15369,null,2111,null,9955,null,1822,null,35037,null,3679,null,13160,null,2095,null,11039,null,1824,null,2121,null,764,null,21877,null,2326,null,14139,null,1791,null,7738,null,1731,null,0400000US39,Ohio,39
79790,null,7181,null,43268,null,4411,null,16186,null,2628,null,14333,null,2414,null,1853,null,750,null,27082,null,2989,null,8825,null,1503,null,18257,null,2790,null,36522,null,3579,null,14774,null,2260,null,13524,null,2225,null,1250,null,704,null,21748,null,2038,null,8669,null,1407,null,13079,null,1531,null,0400000US40,Oklahoma,40
102140,null,8687,null,55803,null,5329,null,19830,null,2793,null,17178,null,2761,null,2652,null,979,null,35973,null,3809,null,9897,null,1840,null,26076,null,3492,null,46337,null,4434,null,17874,null,2638,null,15165,null,2527,null,2709,null,1213,null,28463,null,2594,null,8469,null,1766,null,19994,null,2306,null,0400000US41,Oregon,41
229347,null,11573,null,115442,null,6631,null,40400,null,3525,null,38166,null,3297,null,2234,null,956,null,75042,null,4780,null,48694,null,3884,null,26348,null,3376,null,113905,null,6384,null,40117,null,3589,null,37793,null,3610,null,2324,null,763,null,73788,null,3857,null,50793,null,3306,null,22995,null,2585,null,0400000US42,Pennsylvania,42
63773,null,6064,null,29401,null,3412,null,11072,null,1658,null,9497,null,1695,null,1575,null,885,null,18329,null,2586,null,6182,null,1371,null,12147,null,2223,null,34372,null,3474,null,12022,null,1481,null,10839,null,1516,null,1183,null,539,null,22350,null,2438,null,6925,null,1344,null,15425,null,2193,null,0400000US44,Rhode Island,44
63641,null,6598,null,36052,null,3837,null,13002,null,2421,null,10300,null,2202,null,2702,null,1317,null,23050,null,2359,null,4469,null,966,null,18581,null,2256,null,27589,null,3746,null,12222,null,2462,null,10503,null,2200,null,1719,null,976,null,15367,null,2028,null,4075,null,844,null,11292,null,1949,null,0400000US45,South Carolina,45
6189,null,2009,null,3947,null,1498,null,2060,null,946,null,2012,null,957,null,48,null,94,null,1887,null,810,null,1221,null,756,null,666,null,338,null,2242,null,749,null,563,null,316,null,441,null,238,null,122,null,162,null,1679,null,687,null,956,null,579,null,723,null,380,null,0400000US46,South Dakota,46
66031,null,7132,null,35394,null,4448,null,12642,null,2117,null,11222,null,1981,null,1420,null,719,null,22752,null,3064,null,4702,null,1286,null,18050,null,2791,null,30637,null,3782,null,15142,null,2712,null,12344,null,2351,null,2798,null,1012,null,15495,null,1914,null,4625,null,1173,null,10870,null,1690,null,0400000US47,Tennessee,47
2119034,null,38523,null,1125755,null,21765,null,364612,null,12246,null,322858,null,11313,null,41754,null,4206,null,761143,null,15140,null,331012,null,9299,null,430131,null,14642,null,993279,null,21766,null,336249,null,12464,null,299167,null,11173,null,37082,null,4018,null,657030,null,12566,null,318204,null,10611,null,338826,null,10999,null,0400000US48,Texas,48
57330,null,6423,null,31781,null,4036,null,10864,null,2080,null,9454,null,1839,null,1410,null,802,null,20917,null,3146,null,7172,null,1294,null,13745,null,2812,null,25549,null,3064,null,9274,null,1826,null,7594,null,1607,null,1680,null,731,null,16275,null,1902,null,5727,null,1102,null,10548,null,1722,null,0400000US49,Utah,49
2340,null,831,null,1419,null,641,null,340,null,212,null,340,null,212,null,0,null,211,null,1079,null,576,null,739,null,491,null,340,null,306,null,921,null,384,null,538,null,320,null,447,null,285,null,91,null,109,null,383,null,233,null,238,null,162,null,145,null,142,null,0400000US50,Vermont,50
179763,null,13612,null,97602,null,7760,null,26948,null,3405,null,23195,null,3150,null,3753,null,1173,null,70654,null,5564,null,15654,null,2449,null,55000,null,5751,null,82161,null,7111,null,28357,null,3892,null,24802,null,3987,null,3555,null,1221,null,53804,null,4115,null,13762,null,2051,null,40042,null,4329,null,0400000US51,Virginia,51
260582,null,13223,null,145791,null,7878,null,52617,null,3852,null,44288,null,3791,null,8329,null,1664,null,93174,null,5497,null,28247,null,2864,null,64927,null,4978,null,114791,null,6805,null,46548,null,3870,null,40783,null,3544,null,5765,null,1534,null,68243,null,4141,null,28724,null,3135,null,39519,null,3433,null,0400000US53,Washington,53
3005,null,1088,null,1643,null,688,null,334,null,294,null,334,null,294,null,0,null,265,null,1309,null,636,null,1182,null,588,null,127,null,185,null,1362,null,752,null,631,null,488,null,631,null,488,null,0,null,265,null,731,null,398,null,525,null,374,null,206,null,169,null,0400000US54,West Virginia,54
74797,null,6422,null,39803,null,3691,null,14136,null,1874,null,12373,null,1875,null,1763,null,702,null,25667,null,2656,null,10029,null,1568,null,15638,null,2032,null,34994,null,3476,null,13417,null,2101,null,11930,null,1983,null,1487,null,590,null,21577,null,2109,null,10263,null,1695,null,11314,null,1666,null,0400000US55,Wisconsin,55
8075,null,1809,null,4020,null,1194,null,975,null,655,null,975,null,655,null,0,null,261,null,3045,null,964,null,2465,null,863,null,580,null,381,null,4055,null,1084,null,640,null,486,null,626,null,486,null,14,null,25,null,3415,null,840,null,2928,null,868,null,487,null,310,null,0400000US56,Wyoming,56
347255,null,12565,null,173183,null,7732,null,48742,null,3749,null,48157,null,3734,null,585,null,453,null,124441,null,6554,null,118494,null,6296,null,5947,null,1532,null,174072,null,7248,null,45284,null,4055,null,44811,null,4017,null,473,null,405,null,128788,null,5221,null,123069,null,5054,null,5719,null,1368,null,0400000US72,Puerto Rico,72
