C17020I_001E,C17020I_001EA,C17020I_001M,C17020I_001MA,C17020I_002E,C17020I_002EA,C17020I_002M,C17020I_002MA,C17020I_003E,C17020I_003EA,C17020I_003M,C17020I_003MA,C17020I_004E,C17020I_004EA,C17020I_004M,C17020I_004MA,C17020I_005E,C17020I_005EA,C17020I_005M,C17020I_005MA,C17020I_006E,C17020I_006EA,C17020I_006M,C17020I_006MA,C17020I_007E,C17020I_007EA,C17020I_007M,C17020I_007MA,C17020I_008E,C17020I_008EA,C17020I_008M,C17020I_008MA,C17020I_009E,C17020I_009EA,C17020I_009M,C17020I_009MA,GEO_ID,NAME,state
144184,null,2105,null,30469,null,4846,null,11814,null,2777,null,16975,null,3037,null,1680,null,632,null,113715,null,4849,null,33015,null,2860,null,70924,null,3309,null,9776,null,1021,null,0400000US22,Louisiana,22
12740,null,794,null,3191,null,1401,null,1738,null,794,null,1336,null,781,null,117,null,128,null,9549,null,1473,null,3121,null,831,null,5676,null,928,null,752,null,507,null,0400000US23,Maine,23
368162,null,1750,null,42984,null,5460,null,15986,null,3025,null,24991,null,3510,null,2007,null,696,null,325178,null,5666,null,107632,null,3131,null,203764,null,3750,null,13782,null,1076,null,0400000US24,Maryland,24
538729,null,2425,null,149902,null,10121,null,64917,null,5508,null,76832,null,6177,null,8153,null,1181,null,388827,null,10084,null,120133,null,5458,null,253695,null,6045,null,14999,null,1318,null,0400000US25,Massachusetts,25
400275,null,2136,null,104004,null,8065,null,48457,null,4697,null,53143,null,4730,null,2404,null,699,null,296271,null,8123,null,100494,null,4481,null,179985,null,5029,null,15792,null,1549,null,0400000US26,Michigan,26
210048,null,1868,null,42661,null,5159,null,20841,null,3248,null,20645,null,2465,null,1175,null,532,null,167387,null,5503,null,63578,null,3409,null,99394,null,2778,null,4415,null,781,null,0400000US27,Minnesota,27
53483,null,2972,null,13281,null,3392,null,5895,null,2051,null,7214,null,1695,null,172,null,174,null,40202,null,4056,null,12252,null,2097,null,26308,null,2941,null,1642,null,686,null,0400000US28,Mississippi,28
180941,null,1666,null,44219,null,4866,null,22017,null,2900,null,20819,null,2677,null,1383,null,445,null,136722,null,5070,null,49289,null,2949,null,81302,null,2994,null,6131,null,1066,null,0400000US29,Missouri,29
26014,null,805,null,6141,null,1622,null,3390,null,1217,null,2572,null,934,null,179,null,198,null,19873,null,1678,null,8683,null,1292,null,10319,null,1274,null,871,null,398,null,0400000US30,Montana,30
135925,null,1139,null,29098,null,4220,null,15272,null,2453,null,13291,null,2246,null,535,null,342,null,106827,null,4299,null,39760,null,2501,null,63172,null,2673,null,3895,null,948,null,0400000US31,Nebraska,31
661016,null,1370,null,120672,null,12702,null,59481,null,7182,null,57961,null,6577,null,3230,null,1119,null,540344,null,12651,null,189326,null,7261,null,328007,null,6374,null,23011,null,1196,null,0400000US32,Nevada,32
33283,null,1131,null,4325,null,2035,null,1457,null,1019,null,2836,null,1301,null,32,null,54,null,28958,null,2155,null,11030,null,1146,null,16654,null,1392,null,1274,null,516,null,0400000US33,New Hampshire,33
1395988,null,2481,null,229915,null,13354,null,90789,null,6701,null,121190,null,8093,null,17936,null,2139,null,1166073,null,13554,null,327220,null,6841,null,766238,null,8076,null,72615,null,2481,null,0400000US34,New Jersey,34
873187,null,1726,null,186163,null,11988,null,77607,null,7054,null,91230,null,5900,null,17326,null,2057,null,687024,null,11701,null,192442,null,6795,null,430628,null,6090,null,63954,null,2427,null,0400000US35,New Mexico,35
3175049,null,4458,null,736567,null,21864,null,284032,null,11158,null,391596,null,13255,null,60939,null,3232,null,2438482,null,21579,null,636631,null,11175,null,1630860,null,13767,null,170991,null,3178,null,0400000US36,New York,36
666745,null,2453,null,188062,null,13123,null,90899,null,7606,null,95567,null,6809,null,1596,null,781,null,478683,null,12950,null,174342,null,7724,null,293376,null,7045,null,10965,null,1401,null,0400000US37,North Carolina,37
12547,null,965,null,3245,null,1323,null,1388,null,804,null,1840,null,765,null,17,null,38,null,9302,null,1455,null,3106,null,949,null,6088,null,879,null,108,null,128,null,0400000US38,North Dakota,38
290375,null,2882,null,72003,null,5722,null,36231,null,3641,null,33693,null,3292,null,2079,null,759,null,218372,null,6056,null,76493,null,3781,null,129787,null,3457,null,12092,null,1298,null,0400000US39,Ohio,39
269298,null,2060,null,70904,null,6605,null,37221,null,3851,null,31185,null,3281,null,2498,null,752,null,198394,null,6412,null,72288,null,3759,null,118604,null,3504,null,7502,null,1083,null,0400000US40,Oklahoma,40
407752,null,1503,null,106505,null,10156,null,55532,null,6391,null,49080,null,4967,null,1893,null,721,null,301247,null,10255,null,105263,null,6737,null,185534,null,5072,null,10450,null,1642,null,0400000US41,Oregon,41
574082,null,2452,null,171576,null,11148,null,78739,null,6178,null,86565,null,6486,null,6272,null,973,null,402506,null,11445,null,141846,null,6272,null,241945,null,6687,null,18715,null,1433,null,0400000US42,Pennsylvania,42
118240,null,864,null,33219,null,4354,null,15497,null,2731,null,16346,null,2432,null,1376,null,556,null,85021,null,4461,null,27132,null,2917,null,53993,null,2607,null,3896,null,683,null,0400000US44,Rhode Island,44
173857,null,2063,null,44074,null,5843,null,22781,null,3506,null,19676,null,2991,null,1617,null,787,null,129783,null,6440,null,45584,null,3822,null,79864,null,3448,null,4335,null,867,null,0400000US45,South Carolina,45
17981,null,1245,null,3676,null,1593,null,1945,null,1072,null,1610,null,755,null,121,null,162,null,14305,null,2256,null,5813,null,1474,null,8215,null,1226,null,277,null,193,null,0400000US46,South Dakota,46
222443,null,2152,null,64598,null,6254,null,34646,null,4192,null,29085,null,3309,null,867,null,667,null,157845,null,6348,null,54965,null,4329,null,97185,null,3379,null,5695,null,1167,null,0400000US47,Tennessee,47
8701929,null,8332,null,2092272,null,46236,null,978817,null,25238,null,993903,null,23628,null,119552,null,5714,null,6609657,null,46717,null,2097699,null,25258,null,4148623,null,23588,null,363335,null,5930,null,0400000US48,Texas,48
322973,null,1583,null,55843,null,6984,null,27700,null,4235,null,26408,null,3234,null,1735,null,743,null,267130,null,7045,null,104028,null,4351,null,154324,null,3261,null,8778,null,701,null,0400000US49,Utah,49
7189,null,448,null,978,null,479,null,746,null,353,null,232,null,217,null,0,null,211,null,6211,null,687,null,1594,null,590,null,3982,null,693,null,635,null,292,null,0400000US50,Vermont,50
514618,null,3967,null,68446,null,6352,null,27723,null,3822,null,38834,null,3641,null,1889,null,841,null,446172,null,7293,null,144723,null,4089,null,287940,null,4732,null,13509,null,1252,null,0400000US51,Virginia,51
629624,null,2015,null,148098,null,10050,null,71242,null,6016,null,72451,null,5842,null,4405,null,1141,null,481526,null,10216,null,182168,null,6285,null,285236,null,5984,null,14122,null,1545,null,0400000US53,Washington,53
19067,null,1740,null,5244,null,2011,null,2466,null,1073,null,2734,null,1198,null,44,null,82,null,13823,null,2016,null,4912,null,1161,null,7402,null,1227,null,1509,null,553,null,0400000US54,West Virginia,54
278606,null,1618,null,54893,null,5778,null,25430,null,3534,null,28009,null,3087,null,1454,null,482,null,223713,null,5877,null,84262,null,3485,null,132652,null,3415,null,6799,null,829,null,0400000US55,Wisconsin,55
40019,null,414,null,3289,null,963,null,852,null,435,null,2228,null,690,null,209,null,334,null,36730,null,1110,null,13644,null,959,null,21089,null,1346,null,1997,null,627,null,0400000US56,Wyoming,56
3867689,null,5462,null,1734325,null,28803,null,541000,null,11127,null,969224,null,20527,null,224101,null,5873,null,2133364,null,29044,null,417609,null,11055,null,1409978,null,20730,null,305777,null,5752,null,0400000US72,Puerto Rico,72
