C17010H_001E,C17010H_001EA,C17010H_001M,C17010H_001MA,C17010H_002E,C17010H_002EA,C17010H_002M,C17010H_002MA,C17010H_003E,C17010H_003EA,C17010H_003M,C17010H_003MA,C17010H_004E,C17010H_004EA,C17010H_004M,C17010H_004MA,C17010H_005E,C17010H_005EA,C17010H_005M,C17010H_005MA,C17010H_006E,C17010H_006EA,C17010H_006M,C17010H_006MA,C17010H_007E,C17010H_007EA,C17010H_007M,C17010H_007MA,C17010H_008E,C17010H_008EA,C17010H_008M,C17010H_008MA,C17010H_009E,C17010H_009EA,C17010H_009M,C17010H_009MA,C17010H_010E,C17010H_010EA,C17010H_010M,C17010H_010MA,C17010H_011E,C17010H_011EA,C17010H_011M,C17010H_011MA,C17010H_012E,C17010H_012EA,C17010H_012M,C17010H_012MA,C17010H_013E,C17010H_013EA,C17010H_013M,C17010H_013MA,C17010H_014E,C17010H_014EA,C17010H_014M,C17010H_014MA,C17010H_015E,C17010H_015EA,C17010H_015M,C17010H_015MA,C17010H_016E,C17010H_016EA,C17010H_016M,C17010H_016MA,C17010H_017E,C17010H_017EA,C17010H_017M,C17010H_017MA,GEO_ID,NAME,state
1482708,null,12921,null,97076,null,6145,null,42458,null,3647,null,23352,null,2817,null,54618,null,4750,null,8974,null,1930,null,6702,null,1470,null,45644,null,4435,null,37946,null,4138,null,1385632,null,12758,null,1167460,null,13495,null,507383,null,9266,null,218172,null,7723,null,72290,null,5564,null,39512,null,4019,null,145882,null,5589,null,82566,null,5107,null,0400000US13,Georgia,13
85552,null,2971,null,4001,null,1080,null,1850,null,765,null,1337,null,710,null,2151,null,733,null,199,null,182,null,153,null,160,null,1952,null,727,null,1680,null,657,null,81551,null,2956,null,67633,null,3187,null,26445,null,2648,null,13918,null,1840,null,5043,null,891,null,2680,null,997,null,8875,null,1531,null,5217,null,1118,null,0400000US15,Hawaii,15
350686,null,6432,null,28510,null,3001,null,12910,null,1749,null,7886,null,1329,null,15600,null,2290,null,2262,null,784,null,1589,null,621,null,13338,null,2072,null,12284,null,2053,null,322176,null,6472,null,273416,null,5945,null,121516,null,4420,null,48760,null,3679,null,17608,null,2409,null,11763,null,1929,null,31152,null,2472,null,20901,null,2282,null,0400000US16,Idaho,16
2170020,null,13068,null,110012,null,4637,null,41744,null,2727,null,23042,null,2033,null,68268,null,4186,null,11114,null,1974,null,7520,null,1625,null,57154,null,3703,null,51276,null,3402,null,2060008,null,13193,null,1722257,null,12568,null,726454,null,8606,null,337751,null,9047,null,110866,null,5159,null,55281,null,4093,null,226885,null,6457,null,119484,null,4861,null,0400000US17,Illinois,17
1418273,null,12678,null,108760,null,5416,null,39098,null,3224,null,22656,null,2161,null,69662,null,4184,null,11736,null,1774,null,9837,null,1710,null,57926,null,3875,null,51174,null,3585,null,1309513,null,11603,null,1087494,null,11382,null,455833,null,8190,null,222019,null,6811,null,70867,null,3915,null,41611,null,3227,null,151152,null,5704,null,96116,null,4240,null,0400000US18,Indiana,18
734555,null,6993,null,46061,null,3662,null,16191,null,1687,null,8573,null,1327,null,29870,null,3079,null,3939,null,1111,null,3240,null,1072,null,25931,null,2974,null,24042,null,2991,null,688494,null,7439,null,583590,null,7505,null,231401,null,5717,null,104904,null,4261,null,37742,null,2725,null,22233,null,2074,null,67162,null,3188,null,42514,null,2590,null,0400000US19,Iowa,19
616212,null,7562,null,35583,null,2558,null,14462,null,1549,null,8204,null,1131,null,21121,null,2285,null,3132,null,1043,null,2627,null,921,null,17989,null,2195,null,16026,null,2008,null,580629,null,7603,null,485863,null,7061,null,197777,null,4726,null,94766,null,4766,null,30568,null,2858,null,17584,null,2290,null,64198,null,3566,null,42828,null,3405,null,0400000US20,Kansas,20
1011800,null,10999,null,118945,null,5960,null,53299,null,4142,null,30033,null,3533,null,65646,null,4362,null,12088,null,2040,null,9766,null,1950,null,53558,null,3887,null,45955,null,3684,null,892855,null,10816,null,735868,null,10949,null,300203,null,7039,null,156987,null,6280,null,48858,null,3134,null,26852,null,2384,null,108129,null,5284,null,59786,null,4146,null,0400000US21,Kentucky,21
726761,null,7406,null,54281,null,3695,null,22581,null,2304,null,11101,null,1813,null,31700,null,2727,null,4750,null,1267,null,3260,null,1082,null,26950,null,2516,null,23436,null,2337,null,672480,null,7678,null,557541,null,7086,null,234286,null,6823,null,114939,null,5089,null,36119,null,3551,null,20838,null,2848,null,78820,null,4321,null,44143,null,3210,null,0400000US22,Louisiana,22
331991,null,6145,null,26437,null,2467,null,8228,null,1345,null,3999,null,909,null,18209,null,2376,null,2948,null,865,null,2526,null,807,null,15261,null,2165,null,13644,null,1916,null,305554,null,5901,null,255285,null,5109,null,95098,null,4146,null,50269,null,3288,null,17801,null,1928,null,10901,null,1641,null,32468,null,2284,null,20014,null,2001,null,0400000US23,Maine,23
852340,null,8416,null,29309,null,2931,null,11601,null,1719,null,5719,null,1230,null,17708,null,2270,null,3175,null,1051,null,2317,null,1001,null,14533,null,2126,null,12534,null,1976,null,823031,null,8466,null,686606,null,9906,null,291127,null,6153,null,136425,null,6111,null,41777,null,3330,null,21143,null,2422,null,94648,null,4657,null,54047,null,3861,null,0400000US24,Maryland,24
1267301,null,10533,null,56683,null,4869,null,20485,null,2163,null,7577,null,1336,null,36198,null,3841,null,5288,null,1519,null,3760,null,1307,null,30910,null,3491,null,26811,null,3379,null,1210618,null,10243,null,982839,null,11069,null,422763,null,8870,null,227779,null,8043,null,61200,null,4821,null,26611,null,2727,null,166579,null,6723,null,88089,null,5030,null,0400000US25,Massachusetts,25
2056057,null,13111,null,154049,null,6297,null,59477,null,3399,null,33824,null,2889,null,94572,null,5578,null,17314,null,2009,null,13318,null,1700,null,77258,null,5167,null,67828,null,5027,null,1902008,null,13419,null,1590758,null,12625,null,656314,null,9289,null,311250,null,7258,null,97737,null,4174,null,49632,null,3003,null,213513,null,5845,null,120400,null,3819,null,0400000US26,Michigan,26
1191757,null,9584,null,53154,null,3116,null,19899,null,1750,null,9485,null,1391,null,33255,null,2486,null,3920,null,881,null,2914,null,816,null,29335,null,2433,null,26688,null,2258,null,1138603,null,9398,null,965307,null,10297,null,412313,null,6279,null,173296,null,5222,null,59261,null,3761,null,36326,null,2933,null,114035,null,4109,null,69844,null,3718,null,0400000US27,Minnesota,27
473672,null,5997,null,39929,null,4026,null,19211,null,2602,null,11258,null,1955,null,20718,null,2900,null,3715,null,1180,null,2885,null,1090,null,17003,null,2383,null,14932,null,2307,null,433743,null,6250,null,366214,null,6698,null,149493,null,5243,null,67529,null,4379,null,22985,null,2513,null,11992,null,2123,null,44544,null,3237,null,24115,null,2693,null,0400000US28,Mississippi,28
1299303,null,10432,null,100747,null,4449,null,40692,null,2694,null,23958,null,2367,null,60055,null,3451,null,10371,null,1650,null,8899,null,1523,null,49684,null,3169,null,44396,null,3353,null,1198556,null,11339,null,1004323,null,11493,null,417600,null,7880,null,194233,null,6756,null,66064,null,3721,null,35642,null,2753,null,128169,null,5203,null,76016,null,4192,null,0400000US29,Missouri,29
218644,null,3931,null,18023,null,1994,null,8369,null,1280,null,4713,null,934,null,9654,null,1625,null,1669,null,851,null,1469,null,814,null,7985,null,1379,null,7680,null,1385,null,200621,null,4011,null,172425,null,4127,null,62038,null,2777,null,28196,null,2505,null,9898,null,1375,null,6106,null,1167,null,18298,null,2012,null,11388,null,1566,null,0400000US30,Montana,30
401350,null,5506,null,19286,null,1752,null,8442,null,1086,null,4514,null,753,null,10844,null,1297,null,1820,null,570,null,1339,null,553,null,9024,null,1176,null,7660,null,1229,null,382064,null,5416,null,324877,null,5563,null,133350,null,3744,null,57187,null,3818,null,19365,null,2271,null,10981,null,1518,null,37822,null,2721,null,22882,null,1998,null,0400000US31,Nebraska,31
375646,null,6474,null,16771,null,1974,null,7841,null,1283,null,3910,null,1196,null,8930,null,1759,null,1412,null,617,null,714,null,387,null,7518,null,1597,null,6503,null,1569,null,358875,null,6874,null,286465,null,7000,null,106194,null,4562,null,72410,null,4580,null,24692,null,2961,null,13888,null,2013,null,47718,null,3281,null,26984,null,2315,null,0400000US32,Nevada,32
326784,null,5372,null,15592,null,2204,null,4328,null,1025,null,1397,null,465,null,11264,null,1783,null,1479,null,612,null,1075,null,473,null,9785,null,1663,null,8730,null,1549,null,311192,null,5134,null,259065,null,5013,null,109105,null,3902,null,52127,null,2886,null,17550,null,2185,null,10094,null,1575,null,34577,null,2457,null,20016,null,1851,null,0400000US33,New Hampshire,33
1401619,null,11588,null,43057,null,3386,null,19457,null,2213,null,11079,null,1662,null,23600,null,2396,null,3248,null,1145,null,1606,null,759,null,20352,null,2193,null,16982,null,1947,null,1358562,null,11541,null,1127027,null,11420,null,494974,null,8224,null,231535,null,7571,null,69106,null,4467,null,26601,null,2551,null,162429,null,6081,null,76276,null,4079,null,0400000US34,New Jersey,34
223704,null,4440,null,13640,null,2022,null,5875,null,1282,null,2213,null,782,null,7765,null,1563,null,1868,null,738,null,1343,null,649,null,5897,null,1358,null,5710,null,1340,null,210064,null,4431,null,173924,null,4423,null,56987,null,3051,null,36140,null,2926,null,11761,null,1805,null,6781,null,1539,null,24379,null,2235,null,13099,null,1701,null,0400000US35,New Mexico,35
2917353,null,14557,null,168945,null,6169,null,77803,null,4979,null,43271,null,3538,null,91142,null,4978,null,17389,null,2374,null,13059,null,2069,null,73753,null,4295,null,63499,null,4139,null,2748408,null,14292,null,2260409,null,15898,null,921494,null,11564,null,487999,null,10055,null,145659,null,5889,null,68712,null,3988,null,342340,null,7370,null,166565,null,6203,null,0400000US36,New York,36
1700935,null,12320,null,113272,null,6120,null,49953,null,3711,null,23986,null,2788,null,63319,null,4408,null,10713,null,1804,null,7167,null,1654,null,52606,null,4133,null,46655,null,3924,null,1587663,null,13257,null,1348052,null,13082,null,540898,null,10071,null,239611,null,7626,null,77587,null,4422,null,42792,null,3259,null,162024,null,5827,null,90635,null,4609,null,0400000US37,North Carolina,37
157347,null,3086,null,10127,null,1385,null,4000,null,644,null,1548,null,456,null,6127,null,1199,null,839,null,435,null,552,null,353,null,5288,null,1052,null,5156,null,1040,null,147220,null,3164,null,128529,null,3190,null,52192,null,2411,null,18691,null,1823,null,6577,null,1063,null,3771,null,786,null,12114,null,1399,null,7406,null,1160,null,0400000US38,North Dakota,38
2494549,null,12897,null,187556,null,6127,null,64017,null,3502,null,36483,null,2652,null,123539,null,5585,null,20673,null,2492,null,15641,null,2045,null,102866,null,5134,null,91351,null,4774,null,2306993,null,12086,null,1898247,null,14212,null,768573,null,11609,null,408746,null,9175,null,130094,null,4893,null,73518,null,4099,null,278652,null,7736,null,156945,null,5956,null,0400000US39,Ohio,39
703484,null,6640,null,63024,null,3756,null,26740,null,2225,null,16111,null,1844,null,36284,null,3065,null,5804,null,1291,null,4846,null,1239,null,30480,null,3096,null,27212,null,2928,null,640460,null,6508,null,535751,null,7618,null,211896,null,6280,null,104709,null,5049,null,33039,null,2530,null,18793,null,2170,null,71670,null,3962,null,43719,null,2997,null,0400000US40,Oklahoma,40
790213,null,8951,null,60521,null,3820,null,23699,null,2467,null,11860,null,2039,null,36822,null,3319,null,7202,null,1624,null,5699,null,1552,null,29620,null,3123,null,26168,null,2965,null,729692,null,8804,null,606999,null,9187,null,228581,null,6713,null,122693,null,4674,null,39028,null,3206,null,23964,null,2362,null,83665,null,3743,null,48750,null,3202,null,0400000US41,Oregon,41
2704291,null,11778,null,161246,null,5600,null,60113,null,3266,null,30179,null,2498,null,101133,null,5249,null,13733,null,1804,null,10691,null,1555,null,87400,null,4930,null,77972,null,4529,null,2543045,null,11778,null,2096030,null,11973,null,825669,null,9755,null,447015,null,8787,null,148876,null,5615,null,72460,null,4144,null,298139,null,7392,null,152652,null,5197,null,0400000US42,Pennsylvania,42
199784,null,4294,null,8238,null,1277,null,3246,null,772,null,1990,null,676,null,4992,null,1078,null,786,null,421,null,433,null,393,null,4206,null,1018,null,3684,null,945,null,191546,null,4419,null,152585,null,4356,null,60486,null,3119,null,38961,null,2720,null,11408,null,1605,null,5237,null,1229,null,27553,null,2395,null,15488,null,1829,null,0400000US44,Rhode Island,44
799106,null,8529,null,53256,null,3536,null,23540,null,2427,null,13262,null,1874,null,29716,null,3146,null,3300,null,972,null,2491,null,831,null,26416,null,2728,null,22648,null,2458,null,745850,null,8325,null,631056,null,8075,null,244478,null,6125,null,114794,null,4574,null,37681,null,2832,null,19531,null,2192,null,77113,null,3975,null,44449,null,2934,null,0400000US45,South Carolina,45
184849,null,3298,null,10633,null,1371,null,4385,null,726,null,1933,null,662,null,6248,null,1203,null,885,null,476,null,742,null,425,null,5363,null,1019,null,5024,null,1005,null,174216,null,3300,null,149924,null,3343,null,59906,null,2638,null,24292,null,2152,null,7928,null,1312,null,4704,null,1066,null,16364,null,1584,null,11087,null,1449,null,0400000US46,South Dakota,46
1312426,null,10496,null,119776,null,6141,null,52739,null,3906,null,27925,null,3345,null,67037,null,4253,null,12931,null,1980,null,9294,null,1740,null,54106,null,3901,null,46485,null,3760,null,1192650,null,10371,null,999419,null,11288,null,399291,null,9476,null,193231,null,6956,null,57858,null,3866,null,31902,null,3234,null,135373,null,5812,null,77007,null,4492,null,0400000US47,Tennessee,47
3038290,null,15473,null,158387,null,5960,null,66992,null,4220,null,34205,null,3084,null,91395,null,5054,null,14563,null,2035,null,9883,null,1658,null,76832,null,4950,null,67646,null,4729,null,2879903,null,15594,null,2410628,null,15261,null,994658,null,11117,null,469275,null,11442,null,141297,null,6585,null,78717,null,5056,null,327978,null,9790,null,197777,null,7803,null,0400000US48,Texas,48
538665,null,6911,null,27668,null,2471,null,13856,null,1571,null,9219,null,1298,null,13812,null,2006,null,1884,null,638,null,1165,null,451,null,11928,null,1867,null,10903,null,1857,null,510997,null,6538,null,437889,null,6467,null,226215,null,5508,null,73108,null,4069,null,23880,null,3104,null,13450,null,2117,null,49228,null,2907,null,28928,null,2382,null,0400000US49,Utah,49
154680,null,3293,null,9799,null,1483,null,2805,null,554,null,1206,null,369,null,6994,null,1324,null,1445,null,532,null,1350,null,517,null,5549,null,1270,null,4951,null,1207,null,144881,null,3344,null,119639,null,3558,null,45928,null,2463,null,25242,null,2459,null,8128,null,1361,null,4946,null,1161,null,17114,null,1984,null,12075,null,1574,null,0400000US50,Vermont,50
1409065,null,10418,null,70853,null,4682,null,29262,null,2766,null,17915,null,2335,null,41591,null,3705,null,6900,null,1289,null,5181,null,1268,null,34691,null,3494,null,29573,null,3193,null,1338212,null,11160,null,1133624,null,11280,null,475233,null,7644,null,204588,null,6297,null,61078,null,4099,null,32509,null,3073,null,143510,null,5191,null,81463,null,3898,null,0400000US51,Virginia,51
1303874,null,12491,null,74902,null,4699,null,28606,null,2461,null,15098,null,2141,null,46296,null,3706,null,6699,null,1481,null,5584,null,1368,null,39597,null,3318,null,36523,null,3152,null,1228972,null,12870,null,1015819,null,12617,null,414486,null,8275,null,213153,null,6841,null,70887,null,4970,null,43680,null,3914,null,142266,null,5138,null,88326,null,4481,null,0400000US53,Washington,53
467873,null,6968,null,55409,null,3789,null,24769,null,2482,null,14173,null,1958,null,30640,null,2892,null,6290,null,1447,null,5472,null,1337,null,24350,null,2789,null,21198,null,2519,null,412464,null,6576,null,338975,null,6301,null,123610,null,4315,null,73489,null,4653,null,24000,null,2435,null,11964,null,1753,null,49489,null,3461,null,24720,null,2140,null,0400000US54,West Virginia,54
1296961,null,9668,null,62493,null,3415,null,23572,null,1769,null,12099,null,1466,null,38921,null,3050,null,6199,null,1133,null,4937,null,1109,null,32722,null,2679,null,29953,null,2512,null,1234468,null,9604,null,1039648,null,8412,null,419665,null,6035,null,194820,null,6004,null,66059,null,3594,null,37561,null,2502,null,128761,null,4819,null,79039,null,3777,null,0400000US55,Wisconsin,55
122059,null,3170,null,6601,null,1259,null,2199,null,682,null,1164,null,495,null,4402,null,1129,null,679,null,546,null,679,null,546,null,3723,null,913,null,3620,null,910,null,115458,null,3300,null,98091,null,3502,null,39806,null,2918,null,17367,null,2031,null,6415,null,1199,null,4403,null,940,null,10952,null,1716,null,7762,null,1436,null,0400000US56,Wyoming,56
6273,null,1007,null,1959,null,575,null,1160,null,462,null,475,null,306,null,799,null,417,null,200,null,214,null,49,null,84,null,599,null,346,null,528,null,327,null,4314,null,849,null,3393,null,749,null,1778,null,589,null,921,null,430,null,144,null,136,null,55,null,93,null,777,null,405,null,563,null,368,null,0400000US72,Puerto Rico,72
