C05003B_001E,C05003B_001EA,C05003B_001M,C05003B_001MA,C05003B_002E,C05003B_002EA,C05003B_002M,C05003B_002MA,C05003B_003E,C05003B_003EA,C05003B_003M,C05003B_003MA,C05003B_004E,C05003B_004EA,C05003B_004M,C05003B_004MA,C05003B_005E,C05003B_005EA,C05003B_005M,C05003B_005MA,C05003B_006E,C05003B_006EA,C05003B_006M,C05003B_006MA,C05003B_007E,C05003B_007EA,C05003B_007M,C05003B_007MA,C05003B_008E,C05003B_008EA,C05003B_008M,C05003B_008MA,C05003B_009E,C05003B_009EA,C05003B_009M,C05003B_009MA,C05003B_010E,C05003B_010EA,C05003B_010M,C05003B_010MA,C05003B_011E,C05003B_011EA,C05003B_011M,C05003B_011MA,C05003B_012E,C05003B_012EA,C05003B_012M,C05003B_012MA,C05003B_013E,C05003B_013EA,C05003B_013M,C05003B_013MA,C05003B_014E,C05003B_014EA,C05003B_014M,C05003B_014MA,C05003B_015E,C05003B_015EA,C05003B_015M,C05003B_015MA,GEO_ID,NAME,state
2904035,null,10163,null,1372807,null,6239,null,429668,null,4165,null,423934,null,4430,null,5734,null,1624,null,943139,null,4096,null,872471,null,6006,null,70668,null,5762,null,1531228,null,6875,null,410972,null,4751,null,405465,null,5150,null,5507,null,1795,null,1120256,null,4298,null,1051820,null,7066,null,68436,null,5345,null,0400000US13,Georgia,13
30666,null,3778,null,17684,null,2931,null,3964,null,2138,null,3898,null,2094,null,66,null,112,null,13720,null,1286,null,12230,null,1189,null,1490,null,1175,null,12982,null,2059,null,3727,null,1813,null,3690,null,1796,null,37,null,68,null,9255,null,711,null,8280,null,903,null,975,null,635,null,0400000US15,Hawaii,15
7958,null,1361,null,5063,null,925,null,2240,null,657,null,1896,null,715,null,344,null,293,null,2823,null,656,null,2282,null,725,null,541,null,407,null,2895,null,674,null,1254,null,447,null,541,null,309,null,713,null,406,null,1641,null,381,null,1036,null,469,null,605,null,269,null,0400000US16,Idaho,16
1880617,null,12552,null,875214,null,5504,null,270374,null,3416,null,267960,null,3570,null,2414,null,1151,null,604840,null,4184,null,574865,null,6316,null,29975,null,4625,null,1005403,null,9747,null,266369,null,4457,null,263937,null,4386,null,2432,null,887,null,739034,null,8120,null,716061,null,8328,null,22973,null,2850,null,0400000US17,Illinois,17
547483,null,4725,null,261252,null,3343,null,81119,null,2547,null,80713,null,2531,null,406,null,327,null,180133,null,2335,null,174246,null,2745,null,5887,null,1330,null,286231,null,3415,null,79929,null,2564,null,79250,null,2590,null,679,null,416,null,206302,null,2196,null,201409,null,2511,null,4893,null,1282,null,0400000US18,Indiana,18
76221,null,3205,null,40201,null,2566,null,13067,null,1846,null,11903,null,1822,null,1164,null,984,null,27134,null,1492,null,23923,null,1497,null,3211,null,1050,null,36020,null,2520,null,12487,null,1784,null,11467,null,1662,null,1020,null,724,null,23533,null,1298,null,21963,null,1381,null,1570,null,553,null,0400000US19,Iowa,19
157596,null,4508,null,79512,null,2870,null,23785,null,2110,null,23673,null,2110,null,112,null,159,null,55727,null,1960,null,51944,null,2093,null,3783,null,1019,null,78084,null,2737,null,22560,null,1753,null,22343,null,1727,null,217,null,147,null,55524,null,1722,null,52932,null,1733,null,2592,null,839,null,0400000US20,Kansas,20
316828,null,5036,null,153710,null,3486,null,42915,null,1842,null,42779,null,1861,null,136,null,143,null,110795,null,2851,null,107266,null,2893,null,3529,null,1519,null,163118,null,3620,null,44099,null,2157,null,43642,null,2182,null,457,null,402,null,119019,null,2695,null,116840,null,2702,null,2179,null,923,null,0400000US21,Kentucky,21
1405062,null,5377,null,665336,null,3841,null,219895,null,3147,null,219781,null,3165,null,114,null,133,null,445441,null,2340,null,440408,null,2518,null,5033,null,1374,null,739726,null,4344,null,202556,null,3393,null,202484,null,3405,null,72,null,110,null,537170,null,2425,null,533537,null,2566,null,3633,null,1068,null,0400000US22,Louisiana,22
12332,null,1681,null,7581,null,1206,null,3277,null,898,null,2814,null,809,null,463,null,352,null,4304,null,709,null,2815,null,798,null,1489,null,476,null,4751,null,860,null,1986,null,513,null,1638,null,566,null,348,null,260,null,2765,null,697,null,1697,null,714,null,1068,null,425,null,0400000US23,Maine,23
1625411,null,7029,null,758629,null,4290,null,217412,null,2896,null,211545,null,2867,null,5867,null,1270,null,541217,null,2817,null,469438,null,5275,null,71779,null,4619,null,866782,null,4396,null,204791,null,2878,null,200083,null,3243,null,4708,null,1201,null,661991,null,2810,null,584650,null,6181,null,77341,null,5492,null,0400000US24,Maryland,24
406998,null,8730,null,199525,null,4748,null,59316,null,2426,null,53526,null,2817,null,5790,null,1773,null,140209,null,3346,null,82541,null,3779,null,57668,null,3508,null,207473,null,5124,null,55574,null,2942,null,51821,null,2989,null,3753,null,1140,null,151899,null,3058,null,87553,null,3566,null,64346,null,3252,null,0400000US25,Massachusetts,25
1388878,null,7624,null,656633,null,5481,null,203606,null,3605,null,201830,null,3811,null,1776,null,804,null,453027,null,3954,null,442525,null,4271,null,10502,null,2597,null,732245,null,4152,null,193364,null,3224,null,191587,null,3146,null,1777,null,680,null,538881,null,2958,null,529251,null,3440,null,9630,null,1822,null,0400000US26,Michigan,26
230599,null,3872,null,121587,null,2689,null,40096,null,1982,null,35610,null,2148,null,4486,null,1122,null,81491,null,1963,null,55252,null,3181,null,26239,null,2764,null,109012,null,2658,null,36730,null,1799,null,30599,null,2035,null,6131,null,1461,null,72282,null,1746,null,47874,null,2914,null,24408,null,2537,null,0400000US27,Minnesota,27
1101494,null,5722,null,521609,null,4874,null,175975,null,3326,null,175661,null,3332,null,314,null,376,null,345634,null,3300,null,344499,null,3310,null,1135,null,534,null,579885,null,4100,null,164686,null,2985,null,164496,null,3040,null,190,null,247,null,415199,null,2446,null,413973,null,2656,null,1226,null,1016,null,0400000US28,Mississippi,28
658199,null,5213,null,308490,null,4293,null,98506,null,2597,null,96584,null,3018,null,1922,null,1884,null,209984,null,3280,null,202504,null,3567,null,7480,null,1765,null,349709,null,4716,null,93223,null,2185,null,92414,null,2304,null,809,null,530,null,256486,null,3915,null,250055,null,3681,null,6431,null,1414,null,0400000US29,Missouri,29
5205,null,1117,null,3390,null,1084,null,1009,null,641,null,881,null,597,null,128,null,220,null,2381,null,909,null,2381,null,909,null,0,null,235,null,1815,null,747,null,711,null,407,null,676,null,399,null,35,null,65,null,1104,null,588,null,479,null,345,null,625,null,490,null,0400000US30,Montana,30
71178,null,2320,null,35738,null,1488,null,11672,null,1049,null,10373,null,939,null,1299,null,847,null,24066,null,1035,null,21086,null,1460,null,2980,null,1112,null,35440,null,1679,null,10559,null,1143,null,9760,null,1211,null,799,null,543,null,24881,null,1006,null,22249,null,1549,null,2632,null,1308,null,0400000US31,Nebraska,31
192216,null,3781,null,95319,null,2056,null,27190,null,1613,null,26790,null,1624,null,400,null,340,null,68129,null,1472,null,62451,null,1857,null,5678,null,1301,null,96897,null,2469,null,26629,null,1792,null,25761,null,1859,null,868,null,493,null,70268,null,1690,null,62844,null,2027,null,7424,null,1832,null,0400000US32,Nevada,32
12940,null,1530,null,7088,null,996,null,2162,null,610,null,1427,null,455,null,735,null,568,null,4926,null,804,null,3410,null,774,null,1516,null,576,null,5852,null,1040,null,2115,null,656,null,2005,null,648,null,110,null,152,null,3737,null,629,null,2151,null,656,null,1586,null,501,null,0400000US33,New Hampshire,33
1182998,null,9156,null,559039,null,6345,null,160731,null,3225,null,153468,null,3699,null,7263,null,1845,null,398308,null,4778,null,324460,null,5616,null,73848,null,4759,null,623959,null,5453,null,156483,null,3383,null,148890,null,3708,null,7593,null,1654,null,467476,null,3565,null,378010,null,6095,null,89466,null,5989,null,0400000US34,New Jersey,34
45193,null,3294,null,24014,null,2299,null,7595,null,1343,null,7595,null,1343,null,0,null,279,null,16419,null,1737,null,14253,null,1796,null,2166,null,923,null,21179,null,2223,null,6797,null,1349,null,6641,null,1315,null,156,null,197,null,14382,null,1416,null,13036,null,1482,null,1346,null,740,null,0400000US35,New Mexico,35
3101231,null,16665,null,1438339,null,10058,null,414456,null,6284,null,388659,null,6557,null,25797,null,3391,null,1023883,null,7607,null,669229,null,11954,null,354654,null,10400,null,1662892,null,9430,null,403349,null,4458,null,380216,null,5113,null,23133,null,2531,null,1259543,null,7369,null,806116,null,12284,null,453427,null,11346,null,0400000US36,New York,36
1957485,null,9136,null,921268,null,6192,null,273067,null,5073,null,270599,null,5163,null,2468,null,1084,null,648201,null,3654,null,624668,null,4445,null,23533,null,3504,null,1036217,null,7044,null,256801,null,4425,null,255094,null,4484,null,1707,null,803,null,779416,null,4227,null,759428,null,4768,null,19988,null,2498,null,0400000US37,North Carolina,37
6115,null,692,null,3882,null,618,null,974,null,307,null,677,null,344,null,297,null,298,null,2908,null,622,null,1820,null,595,null,1088,null,268,null,2233,null,445,null,590,null,218,null,371,null,236,null,219,null,292,null,1643,null,380,null,1081,null,366,null,562,null,324,null,0400000US38,North Dakota,38
1346129,null,7768,null,635908,null,5376,null,194869,null,3777,null,190924,null,4043,null,3945,null,1545,null,441039,null,3694,null,420787,null,3817,null,20252,null,3047,null,710221,null,4606,null,190909,null,3532,null,187671,null,3671,null,3238,null,1236,null,519312,null,2788,null,497945,null,4338,null,21367,null,3219,null,0400000US39,Ohio,39
261001,null,5778,null,125695,null,3461,null,36360,null,2392,null,36050,null,2413,null,310,null,343,null,89335,null,2476,null,84996,null,2711,null,4339,null,1375,null,135306,null,4060,null,38878,null,2432,null,38688,null,2405,null,190,null,168,null,96428,null,2544,null,93637,null,2451,null,2791,null,919,null,0400000US40,Oklahoma,40
65643,null,3330,null,35560,null,2111,null,10237,null,1551,null,9617,null,1484,null,620,null,584,null,25323,null,1543,null,21846,null,1551,null,3477,null,996,null,30083,null,2035,null,9689,null,1435,null,8955,null,1260,null,734,null,548,null,20394,null,1231,null,17436,null,1394,null,2958,null,828,null,0400000US41,Oregon,41
1288057,null,8816,null,610523,null,5919,null,184806,null,4068,null,181484,null,4092,null,3322,null,1123,null,425717,null,3537,null,395383,null,5028,null,30334,null,3310,null,677534,null,5195,null,178685,null,3469,null,176581,null,3557,null,2104,null,931,null,498849,null,3098,null,465316,null,4262,null,33533,null,3517,null,0400000US42,Pennsylvania,42
57169,null,3364,null,28950,null,1889,null,8591,null,1174,null,7882,null,1204,null,709,null,448,null,20359,null,1514,null,12095,null,1539,null,8264,null,1480,null,28219,null,2412,null,8160,null,1389,null,7058,null,1276,null,1102,null,589,null,20059,null,1509,null,10934,null,1511,null,9125,null,1681,null,0400000US44,Rhode Island,44
1257796,null,6692,null,589302,null,5023,null,173430,null,3776,null,173146,null,3816,null,284,null,255,null,415872,null,2375,null,410318,null,2535,null,5554,null,1535,null,668494,null,3971,null,167492,null,3217,null,167088,null,3270,null,404,null,358,null,501002,null,2576,null,495384,null,2880,null,5618,null,1210,null,0400000US45,South Carolina,45
7595,null,1358,null,4523,null,1032,null,1136,null,685,null,1015,null,685,null,121,null,191,null,3387,null,840,null,2265,null,837,null,1122,null,616,null,3072,null,932,null,1650,null,594,null,1474,null,682,null,176,null,287,null,1422,null,624,null,1164,null,672,null,258,null,243,null,0400000US46,South Dakota,46
1015527,null,6959,null,476639,null,4607,null,148258,null,3134,null,145084,null,3231,null,3174,null,1478,null,328381,null,3253,null,319858,null,3461,null,8523,null,2223,null,538888,null,4363,null,142029,null,3136,null,140099,null,3222,null,1930,null,922,null,396859,null,2328,null,389460,null,2853,null,7399,null,1856,null,0400000US47,Tennessee,47
2780252,null,16213,null,1344565,null,8026,null,412333,null,5175,null,404204,null,5470,null,8129,null,1599,null,932232,null,5752,null,866266,null,7717,null,65966,null,5071,null,1435687,null,11963,null,393238,null,5789,null,385697,null,6051,null,7541,null,1832,null,1042449,null,8926,null,986070,null,10019,null,56379,null,4964,null,0400000US48,Texas,48
30001,null,2957,null,15473,null,1497,null,5503,null,1117,null,4733,null,1177,null,770,null,424,null,9970,null,1046,null,6425,null,1166,null,3545,null,1112,null,14528,null,2331,null,7750,null,1854,null,6854,null,1814,null,896,null,808,null,6778,null,985,null,4528,null,956,null,2250,null,761,null,0400000US49,Utah,49
4650,null,864,null,2603,null,729,null,896,null,461,null,896,null,461,null,0,null,211,null,1707,null,523,null,1421,null,580,null,286,null,338,null,2047,null,647,null,853,null,418,null,608,null,332,null,245,null,240,null,1194,null,452,null,943,null,424,null,251,null,269,null,0400000US50,Vermont,50
1520432,null,7979,null,728628,null,6315,null,200985,null,4606,null,198016,null,4741,null,2969,null,1034,null,527643,null,3970,null,488429,null,6772,null,39214,null,6368,null,791804,null,5314,null,193015,null,3851,null,189364,null,3848,null,3651,null,1359,null,598789,null,3349,null,561216,null,4940,null,37573,null,3985,null,0400000US51,Virginia,51
219519,null,5570,null,119415,null,3257,null,32228,null,1825,null,28986,null,2031,null,3242,null,1038,null,87187,null,2320,null,70653,null,2986,null,16534,null,2971,null,100104,null,3766,null,29109,null,2600,null,26123,null,2562,null,2986,null,1054,null,70995,null,2471,null,54869,null,2985,null,16126,null,2162,null,0400000US53,Washington,53
61759,null,3368,null,32883,null,2740,null,7182,null,1277,null,7182,null,1277,null,0,null,265,null,25701,null,2267,null,24478,null,2357,null,1223,null,664,null,28876,null,2261,null,6854,null,1368,null,6818,null,1368,null,36,null,72,null,22022,null,1464,null,21399,null,1499,null,623,null,521,null,0400000US54,West Virginia,54
325385,null,3973,null,159433,null,2656,null,56249,null,1761,null,55154,null,1985,null,1095,null,616,null,103184,null,2039,null,99621,null,1990,null,3563,null,1131,null,165952,null,2748,null,51728,null,2260,null,50855,null,2366,null,873,null,453,null,114224,null,1749,null,110757,null,1944,null,3467,null,1195,null,0400000US55,Wisconsin,55
5660,null,1134,null,3078,null,779,null,853,null,453,null,853,null,453,null,0,null,261,null,2225,null,557,null,2072,null,570,null,153,null,169,null,2582,null,630,null,555,null,362,null,555,null,362,null,0,null,261,null,2027,null,606,null,1829,null,520,null,198,null,253,null,0400000US56,Wyoming,56
282951,null,14025,null,140868,null,7242,null,29384,null,3194,null,28728,null,3244,null,656,null,392,null,111484,null,5733,null,99178,null,5399,null,12306,null,2356,null,142083,null,8268,null,30225,null,2737,null,29545,null,2707,null,680,null,401,null,111858,null,6728,null,99785,null,6265,null,12073,null,2094,null,0400000US72,Puerto Rico,72
