B15002I_001E,B15002I_001EA,B15002I_001M,B15002I_001MA,B15002I_002E,B15002I_002EA,B15002I_002M,B15002I_002MA,B15002I_003E,B15002I_003EA,B15002I_003M,B15002I_003MA,B15002I_004E,B15002I_004EA,B15002I_004M,B15002I_004MA,B15002I_005E,B15002I_005EA,B15002I_005M,B15002I_005MA,B15002I_006E,B15002I_006EA,B15002I_006M,B15002I_006MA,B15002I_007E,B15002I_007EA,B15002I_007M,B15002I_007MA,B15002I_008E,B15002I_008EA,B15002I_008M,B15002I_008MA,B15002I_009E,B15002I_009EA,B15002I_009M,B15002I_009MA,B15002I_010E,B15002I_010EA,B15002I_010M,B15002I_010MA,B15002I_011E,B15002I_011EA,B15002I_011M,B15002I_011MA,B15002I_012E,B15002I_012EA,B15002I_012M,B15002I_012MA,B15002I_013E,B15002I_013EA,B15002I_013M,B15002I_013MA,B15002I_014E,B15002I_014EA,B15002I_014M,B15002I_014MA,B15002I_015E,B15002I_015EA,B15002I_015M,B15002I_015MA,B15002I_016E,B15002I_016EA,B15002I_016M,B15002I_016MA,B15002I_017E,B15002I_017EA,B15002I_017M,B15002I_017MA,B15002I_018E,B15002I_018EA,B15002I_018M,B15002I_018MA,B15002I_019E,B15002I_019EA,B15002I_019M,B15002I_019MA,GEO_ID,NAME,state
125052,null,1551,null,67772,null,1506,null,17906,null,2034,null,10584,null,1575,null,16713,null,2374,null,3516,null,879,null,8315,null,1470,null,3286,null,1042,null,5554,null,1149,null,1898,null,608,null,57280,null,1303,null,12868,null,1791,null,10526,null,1631,null,10618,null,1599,null,1918,null,683,null,9527,null,1357,null,2816,null,705,null,6864,null,1153,null,2143,null,803,null,0400000US20,Kansas,20
47818,null,1753,null,27979,null,1595,null,6134,null,1244,null,4323,null,1105,null,8131,null,1397,null,1140,null,500,null,4071,null,940,null,1134,null,494,null,1451,null,579,null,1595,null,774,null,19839,null,1537,null,4108,null,889,null,3319,null,1061,null,4271,null,835,null,517,null,388,null,3513,null,1083,null,958,null,460,null,2082,null,755,null,1071,null,535,null,0400000US21,Kentucky,21
83665,null,1762,null,43420,null,1442,null,8309,null,1782,null,7119,null,1345,null,11444,null,1500,null,1914,null,514,null,7499,null,1334,null,920,null,454,null,4275,null,1168,null,1940,null,620,null,40245,null,1422,null,5386,null,1039,null,4970,null,1120,null,9227,null,1286,null,1320,null,534,null,7969,null,1281,null,3163,null,1033,null,6255,null,1311,null,1955,null,540,null,0400000US22,Louisiana,22
6727,null,873,null,3034,null,701,null,183,null,184,null,609,null,406,null,440,null,282,null,627,null,447,null,579,null,348,null,177,null,116,null,110,null,148,null,309,null,234,null,3693,null,832,null,116,null,151,null,170,null,247,null,532,null,488,null,166,null,140,null,1335,null,620,null,344,null,221,null,870,null,556,null,160,null,165,null,0400000US23,Maine,23
207945,null,1686,null,110487,null,1489,null,30604,null,2907,null,15104,null,1845,null,22049,null,2373,null,2744,null,975,null,14873,null,1729,null,4667,null,1164,null,11135,null,1896,null,9311,null,1461,null,97458,null,1256,null,22898,null,2500,null,11935,null,1746,null,20635,null,1992,null,2284,null,735,null,14769,null,1676,null,3591,null,859,null,12345,null,1519,null,9001,null,1382,null,0400000US24,Maryland,24
297933,null,1253,null,146676,null,1094,null,29129,null,2765,null,25522,null,2909,null,38689,null,3615,null,7458,null,1345,null,18704,null,2253,null,5098,null,1255,null,14454,null,2602,null,7622,null,1481,null,151257,null,794,null,28976,null,2587,null,22462,null,2874,null,32718,null,3111,null,6990,null,1263,null,25942,null,2390,null,8760,null,1463,null,16767,null,2259,null,8642,null,1599,null,0400000US25,Massachusetts,25
210290,null,2632,null,111236,null,2109,null,22148,null,3169,null,17949,null,2441,null,26014,null,2634,null,6174,null,1164,null,18591,null,2389,null,4652,null,1179,null,8894,null,1660,null,6814,null,1296,null,99054,null,1802,null,17136,null,2432,null,16806,null,1998,null,21909,null,2426,null,3868,null,1012,null,18672,null,2128,null,6396,null,1256,null,8840,null,1351,null,5427,null,1122,null,0400000US26,Michigan,26
105112,null,1737,null,58128,null,1365,null,13324,null,2157,null,8287,null,1636,null,14449,null,2194,null,3017,null,887,null,6576,null,1095,null,2760,null,832,null,5318,null,1064,null,4397,null,1036,null,46984,null,1468,null,10623,null,1567,null,7164,null,1384,null,10524,null,1547,null,1831,null,738,null,6474,null,1277,null,2044,null,674,null,5332,null,950,null,2992,null,751,null,0400000US27,Minnesota,27
29863,null,2966,null,17873,null,2084,null,4918,null,1141,null,3123,null,1256,null,3348,null,1019,null,1059,null,724,null,3121,null,965,null,1140,null,563,null,942,null,469,null,222,null,202,null,11990,null,1668,null,3381,null,999,null,2633,null,1101,null,2347,null,942,null,121,null,170,null,1490,null,630,null,673,null,387,null,945,null,474,null,400,null,293,null,0400000US28,Mississippi,28
91257,null,1824,null,48293,null,1600,null,10211,null,1825,null,6841,null,1593,null,8966,null,1434,null,1897,null,610,null,8735,null,1437,null,2261,null,775,null,5818,null,1276,null,3564,null,785,null,42964,null,1303,null,7665,null,1239,null,6678,null,1322,null,11190,null,1350,null,1281,null,498,null,6017,null,953,null,2660,null,623,null,5442,null,1048,null,2031,null,675,null,0400000US29,Missouri,29
11701,null,1239,null,5343,null,869,null,396,null,236,null,503,null,407,null,1430,null,589,null,384,null,233,null,1388,null,672,null,211,null,211,null,620,null,354,null,411,null,321,null,6358,null,1090,null,469,null,275,null,435,null,347,null,1591,null,522,null,395,null,289,null,1681,null,759,null,394,null,268,null,1113,null,570,null,280,null,322,null,0400000US30,Montana,30
69212,null,1560,null,37666,null,1428,null,11045,null,1445,null,7418,null,1212,null,8114,null,1637,null,1955,null,780,null,3964,null,935,null,1468,null,508,null,2785,null,734,null,917,null,400,null,31546,null,1067,null,8217,null,1383,null,5483,null,1112,null,5992,null,1047,null,1359,null,493,null,5344,null,1274,null,1525,null,536,null,2331,null,633,null,1295,null,503,null,0400000US31,Nebraska,31
352970,null,1743,null,190171,null,1610,null,44494,null,3584,null,41642,null,4533,null,49524,null,3836,null,5410,null,1351,null,27674,null,3854,null,5524,null,1375,null,12223,null,1957,null,3680,null,1065,null,162799,null,1294,null,37857,null,2881,null,31216,null,2923,null,38723,null,3235,null,5054,null,1183,null,27865,null,2550,null,6006,null,1184,null,11703,null,1825,null,4375,null,1238,null,0400000US32,Nevada,32
17872,null,1081,null,8945,null,1037,null,1487,null,1018,null,911,null,593,null,2042,null,939,null,394,null,351,null,1146,null,652,null,316,null,287,null,2126,null,890,null,523,null,330,null,8927,null,921,null,1059,null,543,null,475,null,303,null,1855,null,727,null,285,null,227,null,2105,null,829,null,433,null,310,null,2044,null,741,null,671,null,400,null,0400000US33,New Hampshire,33
845535,null,1086,null,428716,null,1034,null,84098,null,6199,null,56559,null,4139,null,123858,null,6057,null,16639,null,2102,null,65101,null,4765,null,16945,null,2287,null,44720,null,3515,null,20796,null,2611,null,416819,null,721,null,72647,null,4780,null,45114,null,3343,null,118852,null,5383,null,11708,null,1617,null,72773,null,4243,null,24689,null,2833,null,49149,null,3985,null,21887,null,2441,null,0400000US34,New Jersey,34
514447,null,1859,null,253207,null,1505,null,37984,null,3315,null,38990,null,3157,null,66621,null,4189,null,13266,null,1888,null,51469,null,3191,null,13983,null,1816,null,19138,null,2599,null,11756,null,1638,null,261240,null,1246,null,37544,null,2868,null,36991,null,3178,null,61485,null,3229,null,13301,null,1980,null,58724,null,3811,null,18797,null,2310,null,22654,null,2429,null,11744,null,1494,null,0400000US35,New Mexico,35
1937972,null,2238,null,940872,null,2175,null,205915,null,9144,null,149539,null,7223,null,220080,null,9602,null,50404,null,3895,null,142477,null,7441,null,42469,null,4190,null,89776,null,5979,null,40212,null,3641,null,997100,null,1876,null,203091,null,7320,null,148005,null,6820,null,215373,null,7331,null,41219,null,3457,null,151608,null,5993,null,68753,null,4735,null,110015,null,5526,null,59036,null,3957,null,0400000US36,New York,36
340744,null,4623,null,199911,null,3398,null,72537,null,4916,null,29576,null,3347,null,37663,null,4376,null,6116,null,1465,null,23944,null,3373,null,7121,null,1711,null,14463,null,2187,null,8491,null,1925,null,140833,null,2703,null,40744,null,2786,null,21565,null,2535,null,26324,null,2653,null,3924,null,881,null,19468,null,2454,null,8177,null,1703,null,13603,null,1648,null,7028,null,1457,null,0400000US37,North Carolina,37
6622,null,776,null,3428,null,652,null,226,null,157,null,356,null,234,null,891,null,406,null,165,null,225,null,1283,null,618,null,75,null,156,null,335,null,239,null,97,null,172,null,3194,null,716,null,93,null,90,null,517,null,305,null,307,null,236,null,378,null,249,null,1190,null,630,null,204,null,201,null,474,null,319,null,31,null,66,null,0400000US38,North Dakota,38
152627,null,2403,null,80294,null,1877,null,14511,null,2043,null,11876,null,1867,null,20810,null,2106,null,3899,null,935,null,12213,null,1450,null,2879,null,939,null,7615,null,1463,null,6491,null,947,null,72333,null,1695,null,9087,null,1619,null,10704,null,1649,null,16434,null,1620,null,2641,null,858,null,13670,null,1530,null,6792,null,1159,null,8198,null,1059,null,4807,null,993,null,0400000US39,Ohio,39
135103,null,2088,null,73548,null,2121,null,21475,null,2434,null,14252,null,2101,null,14416,null,1912,null,3683,null,1365,null,10167,null,1905,null,2730,null,829,null,4215,null,1094,null,2610,null,899,null,61555,null,1484,null,15963,null,1604,null,8273,null,1569,null,14568,null,1811,null,3337,null,907,null,8966,null,1416,null,3202,null,1019,null,5621,null,1092,null,1625,null,581,null,0400000US40,Oklahoma,40
207369,null,2152,null,115840,null,1924,null,34770,null,3443,null,19522,null,3261,null,22820,null,2762,null,3990,null,1224,null,18207,null,2939,null,3872,null,1024,null,9709,null,1803,null,2950,null,995,null,91529,null,1633,null,21264,null,2426,null,14147,null,2087,null,17812,null,1920,null,3992,null,1244,null,18616,null,1886,null,4825,null,1188,null,7366,null,1750,null,3507,null,958,null,0400000US41,Oregon,41
302974,null,2269,null,155782,null,1744,null,28596,null,3039,null,27878,null,2831,null,42215,null,3387,null,8105,null,1347,null,23037,null,2343,null,6436,null,1339,null,11582,null,1988,null,7933,null,1405,null,147192,null,1826,null,24143,null,2202,null,22341,null,2186,null,35665,null,2591,null,7811,null,1448,null,27337,null,2492,null,8066,null,1329,null,14867,null,1702,null,6962,null,1208,null,0400000US42,Pennsylvania,42
63903,null,763,null,31228,null,793,null,6959,null,1538,null,6416,null,1750,null,6597,null,1661,null,1941,null,995,null,4144,null,1183,null,1458,null,757,null,2549,null,966,null,1164,null,666,null,32675,null,434,null,7433,null,1379,null,5939,null,1229,null,6431,null,1521,null,755,null,452,null,6328,null,1225,null,1655,null,625,null,3258,null,648,null,876,null,357,null,0400000US44,Rhode Island,44
91349,null,1986,null,52802,null,1878,null,15685,null,2064,null,8475,null,1552,null,12738,null,1734,null,1734,null,597,null,7818,null,1681,null,2103,null,742,null,1935,null,742,null,2314,null,778,null,38547,null,1406,null,8196,null,1310,null,6309,null,1131,null,9896,null,1397,null,1315,null,579,null,5170,null,1089,null,2142,null,691,null,4143,null,1158,null,1376,null,539,null,0400000US45,South Carolina,45
9154,null,924,null,4944,null,809,null,611,null,415,null,291,null,261,null,1537,null,799,null,235,null,253,null,719,null,312,null,205,null,240,null,1072,null,678,null,274,null,298,null,4210,null,656,null,652,null,536,null,337,null,217,null,1629,null,599,null,190,null,151,null,864,null,381,null,41,null,56,null,294,null,219,null,203,null,200,null,0400000US46,South Dakota,46
112215,null,2692,null,66221,null,2137,null,19353,null,2630,null,10420,null,1832,null,17656,null,2798,null,2478,null,890,null,7924,null,1329,null,1932,null,613,null,4218,null,1061,null,2240,null,658,null,45994,null,1826,null,12150,null,1687,null,6591,null,1405,null,8886,null,1337,null,1583,null,729,null,7363,null,1308,null,2540,null,849,null,4653,null,930,null,2228,null,675,null,0400000US47,Tennessee,47
4781798,null,5023,null,2448006,null,4821,null,635590,null,15363,null,435099,null,13291,null,503651,null,13313,null,120032,null,6533,null,389921,null,10500,null,109933,null,5682,null,178061,null,8269,null,75719,null,5290,null,2333792,null,2994,null,617525,null,10451,null,356557,null,10852,null,464066,null,9827,null,117498,null,6021,null,401455,null,10995,null,110365,null,5445,null,195476,null,7763,null,70850,null,4212,null,0400000US48,Texas,48
160333,null,1275,null,87253,null,1198,null,18859,null,2775,null,15503,null,2439,null,19273,null,2458,null,2829,null,1038,null,15971,null,2270,null,4154,null,1098,null,7397,null,1295,null,3267,null,865,null,73080,null,566,null,14118,null,2147,null,11485,null,1974,null,18911,null,2365,null,2393,null,721,null,13309,null,1667,null,5025,null,1130,null,5784,null,1173,null,2055,null,740,null,0400000US49,Utah,49
4189,null,551,null,2189,null,622,null,53,null,71,null,70,null,93,null,292,null,167,null,21,null,37,null,783,null,442,null,264,null,231,null,483,null,347,null,223,null,160,null,2000,null,529,null,56,null,67,null,25,null,40,null,355,null,267,null,13,null,23,null,321,null,240,null,249,null,227,null,354,null,238,null,627,null,314,null,0400000US50,Vermont,50
289937,null,3431,null,154662,null,2667,null,37983,null,4103,null,19211,null,2323,null,28990,null,3345,null,3782,null,1307,null,26020,null,2692,null,6643,null,1416,null,21836,null,3135,null,10197,null,1659,null,135275,null,2715,null,25458,null,3059,null,15113,null,2183,null,25372,null,2874,null,3263,null,1019,null,21319,null,2302,null,7902,null,1473,null,24622,null,2679,null,12226,null,1858,null,0400000US51,Virginia,51
314508,null,1777,null,169736,null,1675,null,49609,null,4792,null,27247,null,2961,null,33180,null,3469,null,8197,null,1489,null,28079,null,3049,null,6999,null,1385,null,11185,null,1816,null,5240,null,1089,null,144772,null,1463,null,36356,null,2373,null,18319,null,2019,null,27622,null,2849,null,7282,null,1807,null,26986,null,2442,null,8711,null,1438,null,13083,null,1737,null,6413,null,1100,null,0400000US53,Washington,53
10074,null,1312,null,4871,null,912,null,849,null,623,null,592,null,342,null,1365,null,544,null,216,null,149,null,581,null,281,null,128,null,134,null,462,null,384,null,678,null,354,null,5203,null,830,null,823,null,500,null,302,null,194,null,1152,null,556,null,376,null,329,null,987,null,514,null,631,null,481,null,477,null,352,null,455,null,306,null,0400000US54,West Virginia,54
142015,null,1459,null,77775,null,1263,null,18297,null,2237,null,13957,null,1865,null,18914,null,2224,null,3408,null,854,null,11784,null,1779,null,2984,null,898,null,5663,null,1115,null,2768,null,731,null,64240,null,1249,null,13633,null,1810,null,9461,null,1415,null,14807,null,1869,null,2733,null,785,null,12456,null,1436,null,2479,null,619,null,5312,null,905,null,3359,null,832,null,0400000US55,Wisconsin,55
20907,null,1273,null,10839,null,1250,null,1012,null,484,null,1569,null,667,null,4006,null,959,null,1481,null,550,null,1573,null,584,null,665,null,442,null,257,null,208,null,276,null,340,null,10068,null,853,null,937,null,447,null,1143,null,521,null,1862,null,699,null,798,null,558,null,3264,null,995,null,714,null,422,null,896,null,450,null,454,null,370,null,0400000US56,Wyoming,56
2543092,null,3992,null,1176944,null,2938,null,275883,null,7134,null,141674,null,4767,null,251761,null,7832,null,54281,null,4115,null,161304,null,5864,null,86563,null,4803,null,145667,null,5684,null,59811,null,3904,null,1366148,null,1996,null,292300,null,6859,null,132398,null,5064,null,259722,null,7887,null,50781,null,3558,null,174295,null,6922,null,127957,null,5768,null,247441,null,7022,null,81254,null,4703,null,0400000US72,Puerto Rico,72
