C17001G_001E,C17001G_001EA,C17001G_001M,C17001G_001MA,C17001G_002E,C17001G_002EA,C17001G_002M,C17001G_002MA,C17001G_003E,C17001G_003EA,C17001G_003M,C17001G_003MA,C17001G_004E,C17001G_004EA,C17001G_004M,C17001G_004MA,C17001G_005E,C17001G_005EA,C17001G_005M,C17001G_005MA,C17001G_006E,C17001G_006EA,C17001G_006M,C17001G_006MA,C17001G_007E,C17001G_007EA,C17001G_007M,C17001G_007MA,C17001G_008E,C17001G_008EA,C17001G_008M,C17001G_008MA,C17001G_009E,C17001G_009EA,C17001G_009M,C17001G_009MA,C17001G_010E,C17001G_010EA,C17001G_010M,C17001G_010MA,C17001G_011E,C17001G_011EA,C17001G_011M,C17001G_011MA,C17001G_012E,C17001G_012EA,C17001G_012M,C17001G_012MA,C17001G_013E,C17001G_013EA,C17001G_013M,C17001G_013MA,C17001G_014E,C17001G_014EA,C17001G_014M,C17001G_014MA,C17001G_015E,C17001G_015EA,C17001G_015M,C17001G_015MA,C17001G_016E,C17001G_016EA,C17001G_016M,C17001G_016MA,C17001G_017E,C17001G_017EA,C17001G_017M,C17001G_017MA,C17001G_018E,C17001G_018EA,C17001G_018M,C17001G_018MA,C17001G_019E,C17001G_019EA,C17001G_019M,C17001G_019MA,GEO_ID,NAME,state
70452,null,4556,null,12804,null,2310,null,6090,null,1344,null,3456,null,1127,null,2566,null,873,null,68,null,75,null,6714,null,1418,null,3128,null,860,null,3257,null,1047,null,329,null,289,null,57648,null,4166,null,28742,null,2659,null,14253,null,1921,null,13041,null,1873,null,1448,null,537,null,28906,null,2644,null,14066,null,1849,null,13622,null,1617,null,1218,null,416,null,0400000US20,Kansas,20
59205,null,5112,null,18855,null,2814,null,9614,null,1811,null,8334,null,1612,null,1195,null,613,null,85,null,144,null,9241,null,1734,null,5221,null,1395,null,3156,null,834,null,864,null,471,null,40350,null,4531,null,19486,null,3030,null,10834,null,1867,null,7453,null,1608,null,1199,null,477,null,20864,null,2773,null,10233,null,1789,null,9217,null,1492,null,1414,null,543,null,0400000US21,Kentucky,21
49371,null,4432,null,11215,null,2356,null,4949,null,1478,null,3476,null,1355,null,1362,null,778,null,111,null,94,null,6266,null,1390,null,3273,null,1121,null,2493,null,1007,null,500,null,337,null,38156,null,3766,null,17898,null,2313,null,7374,null,1403,null,9202,null,1604,null,1322,null,507,null,20258,null,2486,null,9369,null,1867,null,9644,null,1554,null,1245,null,440,null,0400000US22,Louisiana,22
20849,null,1989,null,5388,null,1254,null,2276,null,713,null,701,null,312,null,1437,null,609,null,138,null,174,null,3112,null,888,null,1348,null,444,null,1729,null,577,null,35,null,45,null,15461,null,1997,null,7730,null,1310,null,3590,null,900,null,3823,null,818,null,317,null,210,null,7731,null,1360,null,4247,null,1019,null,2946,null,636,null,538,null,255,null,0400000US23,Maine,23
117666,null,7515,null,12195,null,3441,null,5526,null,1676,null,4268,null,1559,null,1143,null,575,null,115,null,130,null,6669,null,2153,null,3794,null,1722,null,2317,null,762,null,558,null,490,null,105471,null,7216,null,50414,null,4785,null,25632,null,2939,null,23861,null,3040,null,921,null,409,null,55057,null,3644,null,26714,null,2295,null,25610,null,2441,null,2733,null,769,null,0400000US24,Maryland,24
129329,null,9422,null,22617,null,3996,null,10452,null,2505,null,6441,null,1923,null,3580,null,1131,null,431,null,286,null,12165,null,2139,null,5059,null,1464,null,6785,null,1435,null,321,null,249,null,106712,null,8425,null,55281,null,5295,null,22716,null,2909,null,30516,null,3810,null,2049,null,735,null,51431,null,4987,null,23180,null,2752,null,25876,null,2946,null,2375,null,716,null,0400000US25,Massachusetts,25
207255,null,8665,null,49856,null,5037,null,23268,null,3130,null,15548,null,2540,null,7409,null,1395,null,311,null,228,null,26588,null,3158,null,12934,null,2344,null,12765,null,1813,null,889,null,361,null,157399,null,7690,null,79303,null,4612,null,39657,null,3578,null,36254,null,2808,null,3392,null,882,null,78096,null,4306,null,39941,null,3243,null,34654,null,2744,null,3501,null,700,null,0400000US26,Michigan,26
91368,null,5406,null,14961,null,2410,null,8423,null,1880,null,4777,null,1648,null,3533,null,851,null,113,null,128,null,6538,null,1302,null,3902,null,1053,null,2542,null,672,null,94,null,142,null,76407,null,5013,null,37962,null,3183,null,21381,null,2275,null,15421,null,1962,null,1160,null,394,null,38445,null,3037,null,22989,null,2604,null,14249,null,1349,null,1207,null,479,null,0400000US27,Minnesota,27
24843,null,3582,null,5744,null,2065,null,1838,null,946,null,1187,null,838,null,540,null,405,null,111,null,171,null,3906,null,1461,null,2460,null,1229,null,895,null,548,null,551,null,305,null,19099,null,3331,null,10825,null,2260,null,4512,null,1220,null,5720,null,1511,null,593,null,385,null,8274,null,1918,null,4742,null,1616,null,2812,null,726,null,720,null,363,null,0400000US28,Mississippi,28
112060,null,6119,null,25968,null,3562,null,12598,null,2250,null,8426,null,1822,null,4099,null,1064,null,73,null,62,null,13370,null,2053,null,6370,null,1418,null,6249,null,1352,null,751,null,343,null,86092,null,5647,null,45074,null,3612,null,22096,null,2600,null,20205,null,2131,null,2773,null,790,null,41018,null,3381,null,19232,null,2208,null,19264,null,2029,null,2522,null,592,null,0400000US29,Missouri,29
22233,null,2797,null,5798,null,1772,null,1983,null,784,null,1277,null,747,null,657,null,367,null,49,null,55,null,3815,null,1491,null,2030,null,1052,null,1638,null,641,null,147,null,197,null,16435,null,2596,null,7812,null,1407,null,3322,null,734,null,4139,null,1107,null,351,null,191,null,8623,null,1758,null,4488,null,1084,null,3771,null,991,null,364,null,299,null,0400000US30,Montana,30
37405,null,3470,null,6171,null,1656,null,2543,null,848,null,1610,null,744,null,922,null,646,null,11,null,21,null,3628,null,1126,null,2054,null,776,null,1442,null,583,null,132,null,184,null,31234,null,3132,null,15187,null,1910,null,9058,null,1298,null,5634,null,1321,null,495,null,323,null,16047,null,2098,null,8885,null,1630,null,6789,null,1162,null,373,null,300,null,0400000US31,Nebraska,31
81814,null,6021,null,8548,null,2404,null,4547,null,1604,null,1951,null,1046,null,2525,null,1057,null,71,null,88,null,4001,null,1282,null,2009,null,795,null,1728,null,908,null,264,null,275,null,73266,null,6013,null,37139,null,3431,null,19732,null,2273,null,16603,null,2143,null,804,null,332,null,36127,null,3711,null,17464,null,2619,null,17036,null,2146,null,1627,null,614,null,0400000US32,Nevada,32
17654,null,2108,null,2248,null,830,null,771,null,391,null,406,null,355,null,365,null,300,null,0,null,253,null,1477,null,640,null,887,null,563,null,590,null,372,null,0,null,253,null,15406,null,1922,null,8223,null,1371,null,4258,null,957,null,3619,null,924,null,346,null,236,null,7183,null,1249,null,2820,null,835,null,3933,null,899,null,430,null,318,null,0400000US33,New Hampshire,33
160255,null,8712,null,20541,null,4060,null,9257,null,2093,null,6381,null,1622,null,2763,null,998,null,113,null,128,null,11284,null,2712,null,5616,null,2042,null,4619,null,1173,null,1049,null,585,null,139714,null,7746,null,71758,null,5456,null,33831,null,3286,null,35375,null,3558,null,2552,null,712,null,67956,null,4438,null,30233,null,2995,null,35048,null,3212,null,2675,null,748,null,0400000US34,New Jersey,34
61964,null,6456,null,8529,null,1898,null,3876,null,1115,null,2081,null,825,null,1719,null,604,null,76,null,106,null,4653,null,1388,null,2030,null,853,null,2374,null,762,null,249,null,212,null,53435,null,6312,null,26815,null,3851,null,13469,null,2303,null,12090,null,2655,null,1256,null,649,null,26620,null,3155,null,9643,null,1720,null,14204,null,1926,null,2773,null,770,null,0400000US35,New Mexico,35
376256,null,15026,null,70667,null,6237,null,33118,null,3274,null,17726,null,2594,null,14088,null,2375,null,1304,null,442,null,37549,null,3988,null,15460,null,2389,null,20014,null,2825,null,2075,null,626,null,305589,null,13553,null,155768,null,7987,null,67556,null,4818,null,80880,null,5857,null,7332,null,1351,null,149821,null,7769,null,59590,null,4249,null,79949,null,4755,null,10282,null,1634,null,0400000US36,New York,36
148872,null,9050,null,29535,null,4603,null,13290,null,2751,null,8744,null,2067,null,4124,null,1513,null,422,null,284,null,16245,null,3034,null,9314,null,2228,null,6339,null,1601,null,592,null,344,null,119337,null,7853,null,57404,null,4286,null,30960,null,2835,null,24423,null,2816,null,2021,null,565,null,61933,null,5048,null,32357,null,3345,null,27472,null,2738,null,2104,null,572,null,0400000US37,North Carolina,37
7948,null,1671,null,1947,null,827,null,1082,null,595,null,542,null,305,null,540,null,485,null,0,null,208,null,865,null,433,null,445,null,354,null,312,null,214,null,108,null,99,null,6001,null,1364,null,3415,null,924,null,2026,null,677,null,1121,null,526,null,268,null,213,null,2586,null,755,null,1227,null,441,null,1304,null,596,null,55,null,64,null,0400000US38,North Dakota,38
201347,null,9244,null,50838,null,5925,null,24250,null,3540,null,16370,null,2985,null,7040,null,1465,null,840,null,446,null,26588,null,3573,null,15520,null,2878,null,10000,null,1566,null,1068,null,535,null,150509,null,7436,null,75714,null,4539,null,39740,null,3674,null,32923,null,2967,null,3051,null,879,null,74795,null,4498,null,39555,null,3161,null,30812,null,2408,null,4428,null,837,null,0400000US39,Ohio,39
233240,null,10012,null,51042,null,4876,null,23795,null,3097,null,13640,null,2432,null,9507,null,1657,null,648,null,300,null,27247,null,3087,null,13546,null,2070,null,12036,null,1721,null,1665,null,573,null,182198,null,8876,null,91329,null,5693,null,35921,null,3250,null,48306,null,3510,null,7102,null,1015,null,90869,null,5223,null,33686,null,3195,null,48555,null,3492,null,8628,null,1279,null,0400000US40,Oklahoma,40
127693,null,7785,null,25060,null,3355,null,10555,null,1943,null,5574,null,1400,null,4833,null,1357,null,148,null,174,null,14505,null,2468,null,6677,null,1806,null,7353,null,1286,null,475,null,343,null,102633,null,6510,null,53711,null,3843,null,24784,null,2591,null,26170,null,2460,null,2757,null,711,null,48922,null,3818,null,23034,null,2421,null,23469,null,2263,null,2419,null,561,null,0400000US41,Oregon,41
178332,null,9016,null,44275,null,5303,null,20950,null,2780,null,14521,null,2440,null,6154,null,1265,null,275,null,249,null,23325,null,3534,null,13718,null,2509,null,8904,null,1638,null,703,null,325,null,134057,null,7537,null,68875,null,4832,null,36487,null,3552,null,28814,null,2683,null,3574,null,829,null,65182,null,4801,null,34283,null,3283,null,27753,null,2448,null,3146,null,875,null,0400000US42,Pennsylvania,42
18841,null,3059,null,2317,null,1034,null,841,null,565,null,145,null,180,null,696,null,507,null,0,null,287,null,1476,null,746,null,875,null,578,null,601,null,338,null,0,null,287,null,16524,null,2885,null,7707,null,1583,null,3905,null,1118,null,3649,null,939,null,153,null,196,null,8817,null,1831,null,4539,null,1274,null,3875,null,970,null,403,null,241,null,0400000US44,Rhode Island,44
66097,null,5113,null,14232,null,2971,null,7186,null,1944,null,4840,null,1487,null,2312,null,1025,null,34,null,59,null,7046,null,1707,null,4833,null,1390,null,2139,null,708,null,74,null,98,null,51865,null,4353,null,25860,null,2273,null,13699,null,1734,null,10863,null,1790,null,1298,null,490,null,26005,null,3191,null,13692,null,2040,null,11534,null,1880,null,779,null,388,null,0400000US45,South Carolina,45
16142,null,2556,null,5263,null,1522,null,2144,null,763,null,1874,null,747,null,270,null,179,null,0,null,223,null,3119,null,1120,null,2005,null,795,null,1103,null,511,null,11,null,17,null,10879,null,2123,null,5226,null,1144,null,3076,null,895,null,1982,null,782,null,168,null,143,null,5653,null,1519,null,2155,null,795,null,3203,null,1110,null,295,null,191,null,0400000US46,South Dakota,46
93271,null,6955,null,20440,null,3805,null,9396,null,2170,null,5651,null,1715,null,3424,null,1029,null,321,null,247,null,11044,null,2218,null,6769,null,1867,null,3637,null,966,null,638,null,404,null,72831,null,6364,null,35512,null,4144,null,18493,null,2571,null,15150,null,2747,null,1869,null,567,null,37319,null,4169,null,18880,null,2682,null,16244,null,2200,null,2195,null,598,null,0400000US47,Tennessee,47
458771,null,16708,null,73319,null,7450,null,34128,null,4282,null,20119,null,3105,null,12619,null,2247,null,1390,null,411,null,39191,null,4260,null,18085,null,2900,null,18915,null,2304,null,2191,null,634,null,385452,null,14469,null,191606,null,8638,null,92145,null,5131,null,91167,null,5845,null,8294,null,1301,null,193846,null,9302,null,89039,null,6051,null,93833,null,4830,null,10974,null,1524,null,0400000US48,Texas,48
54365,null,4680,null,5420,null,1803,null,2217,null,940,null,1410,null,663,null,591,null,410,null,216,null,188,null,3203,null,1258,null,1196,null,568,null,1634,null,933,null,373,null,258,null,48945,null,4904,null,24812,null,3315,null,14417,null,2563,null,10039,null,1622,null,356,null,309,null,24133,null,2618,null,14025,null,1636,null,9766,null,1616,null,342,null,256,null,0400000US49,Utah,49
9231,null,1413,null,1574,null,591,null,775,null,436,null,343,null,301,null,383,null,273,null,49,null,86,null,799,null,458,null,338,null,349,null,451,null,265,null,10,null,18,null,7657,null,1469,null,3533,null,778,null,1344,null,465,null,1864,null,540,null,325,null,228,null,4124,null,1027,null,1543,null,584,null,2438,null,688,null,143,null,133,null,0400000US50,Vermont,50
161776,null,10280,null,18814,null,3404,null,10055,null,2129,null,7088,null,1929,null,2832,null,919,null,135,null,233,null,8759,null,1765,null,4284,null,1282,null,4421,null,1268,null,54,null,105,null,142962,null,9739,null,70647,null,5673,null,37013,null,4032,null,31853,null,3581,null,1781,null,562,null,72315,null,5713,null,37337,null,3697,null,32752,null,3150,null,2226,null,693,null,0400000US51,Virginia,51
251553,null,9214,null,38723,null,4776,null,18629,null,2735,null,10105,null,2022,null,8108,null,1716,null,416,null,345,null,20094,null,2973,null,10341,null,1898,null,9161,null,1705,null,592,null,416,null,212830,null,8683,null,103530,null,5672,null,50849,null,3332,null,49419,null,3971,null,3262,null,827,null,109300,null,5950,null,52382,null,3724,null,52516,null,3742,null,4402,null,902,null,0400000US53,Washington,53
23697,null,3017,null,6957,null,1950,null,3564,null,1236,null,1799,null,811,null,1640,null,786,null,125,null,158,null,3393,null,1142,null,1370,null,585,null,1805,null,803,null,218,null,182,null,16740,null,2400,null,8511,null,1693,null,4689,null,1232,null,3331,null,956,null,491,null,383,null,8229,null,1327,null,4165,null,909,null,3221,null,819,null,843,null,434,null,0400000US54,West Virginia,54
86180,null,6653,null,16075,null,3227,null,8153,null,1729,null,5104,null,1366,null,3042,null,1056,null,7,null,14,null,7922,null,2076,null,4780,null,1483,null,2826,null,902,null,316,null,229,null,70105,null,5724,null,33115,null,2903,null,19049,null,2216,null,13149,null,1865,null,917,null,351,null,36990,null,3770,null,21941,null,2912,null,13851,null,1749,null,1198,null,427,null,0400000US55,Wisconsin,55
14465,null,2229,null,2524,null,1138,null,596,null,481,null,567,null,470,null,29,null,66,null,0,null,261,null,1928,null,857,null,655,null,606,null,1143,null,544,null,130,null,123,null,11941,null,2006,null,5967,null,1358,null,2856,null,1018,null,2430,null,757,null,681,null,418,null,5974,null,1243,null,3581,null,887,null,2137,null,647,null,256,null,231,null,0400000US56,Wyoming,56
303618,null,11552,null,141189,null,9996,null,66807,null,5657,null,26930,null,3815,null,35054,null,3303,null,4823,null,1103,null,74382,null,5703,null,24257,null,2719,null,41566,null,3944,null,8559,null,1332,null,162429,null,10274,null,85312,null,6039,null,18044,null,2331,null,60602,null,4374,null,6666,null,1134,null,77117,null,6025,null,17177,null,2547,null,51163,null,4159,null,8777,null,1413,null,0400000US72,Puerto Rico,72
