C11001G_001E,C11001G_001EA,C11001G_001M,C11001G_001MA,C11001G_002E,C11001G_002EA,C11001G_002M,C11001G_002MA,C11001G_003E,C11001G_003EA,C11001G_003M,C11001G_003MA,C11001G_004E,C11001G_004EA,C11001G_004M,C11001G_004MA,C11001G_005E,C11001G_005EA,C11001G_005M,C11001G_005MA,GEO_ID,NAME,state
30305,null,2529,null,19050,null,1609,null,11587,null,1453,null,7463,null,1151,null,11255,null,1748,null,0400000US29,Missouri,29
5087,null,1061,null,3114,null,768,null,1847,null,570,null,1267,null,535,null,1973,null,644,null,0400000US30,Montana,30
8513,null,1510,null,5443,null,1256,null,3455,null,991,null,1988,null,811,null,3070,null,944,null,0400000US31,Nebraska,31
19383,null,2142,null,12772,null,1833,null,8359,null,1453,null,4413,null,988,null,6611,null,1100,null,0400000US32,Nevada,32
5995,null,971,null,3659,null,741,null,2224,null,606,null,1435,null,589,null,2336,null,939,null,0400000US33,New Hampshire,33
37903,null,3111,null,25839,null,2406,null,17164,null,1792,null,8675,null,1508,null,12064,null,2075,null,0400000US34,New Jersey,34
15952,null,1837,null,10342,null,1539,null,5467,null,1101,null,4875,null,1278,null,5610,null,1194,null,0400000US35,New Mexico,35
97225,null,4897,null,56861,null,3532,null,30191,null,2965,null,26670,null,2333,null,40364,null,3626,null,0400000US36,New York,36
34748,null,3066,null,22961,null,2518,null,14954,null,2086,null,8007,null,1661,null,11787,null,1738,null,0400000US37,North Carolina,37
2137,null,647,null,1307,null,508,null,780,null,384,null,527,null,308,null,830,null,488,null,0400000US38,North Dakota,38
46791,null,2898,null,28508,null,2145,null,16191,null,1752,null,12317,null,1581,null,18283,null,2054,null,0400000US39,Ohio,39
69690,null,3585,null,45417,null,3150,null,30666,null,2845,null,14751,null,1823,null,24273,null,2200,null,0400000US40,Oklahoma,40
30759,null,2423,null,20200,null,1761,null,13315,null,1608,null,6885,null,1293,null,10559,null,1695,null,0400000US41,Oregon,41
41062,null,3354,null,26019,null,2653,null,15459,null,2013,null,10560,null,1701,null,15043,null,2251,null,0400000US42,Pennsylvania,42
3482,null,905,null,2516,null,753,null,1300,null,600,null,1216,null,479,null,966,null,412,null,0400000US44,Rhode Island,44
14613,null,1761,null,10351,null,1512,null,6352,null,1163,null,3999,null,991,null,4262,null,1041,null,0400000US45,South Carolina,45
3803,null,1138,null,3008,null,1050,null,1596,null,758,null,1412,null,545,null,795,null,461,null,0400000US46,South Dakota,46
21760,null,2403,null,13437,null,1688,null,9217,null,1303,null,4220,null,971,null,8323,null,1401,null,0400000US47,Tennessee,47
115555,null,5371,null,80956,null,4207,null,51981,null,3532,null,28975,null,2852,null,34599,null,3139,null,0400000US48,Texas,48
9297,null,1676,null,6883,null,1415,null,4892,null,1206,null,1991,null,786,null,2414,null,854,null,0400000US49,Utah,49
2448,null,616,null,1692,null,528,null,1139,null,462,null,553,null,236,null,756,null,303,null,0400000US50,Vermont,50
36051,null,3148,null,24644,null,2840,null,17494,null,2465,null,7150,null,1551,null,11407,null,1872,null,0400000US51,Virginia,51
63145,null,3259,null,37893,null,2968,null,24521,null,2504,null,13372,null,1806,null,25252,null,2659,null,0400000US53,Washington,53
7104,null,1490,null,3653,null,1003,null,2548,null,731,null,1105,null,637,null,3451,null,1018,null,0400000US54,West Virginia,54
16612,null,2230,null,11220,null,1648,null,6204,null,1088,null,5016,null,1001,null,5392,null,1161,null,0400000US55,Wisconsin,55
4430,null,863,null,2409,null,647,null,1781,null,576,null,628,null,364,null,2021,null,678,null,0400000US56,Wyoming,56
90364,null,4197,null,68554,null,3689,null,36222,null,2903,null,32332,null,2677,null,21810,null,1994,null,0400000US72,Puerto Rico,72
