B01001G_001E,B01001G_001EA,B01001G_001M,B01001G_001MA,B01001G_002E,B01001G_002EA,B01001G_002M,B01001G_002MA,B01001G_003E,B01001G_003EA,B01001G_003M,B01001G_003MA,B01001G_004E,B01001G_004EA,B01001G_004M,B01001G_004MA,B01001G_005E,B01001G_005EA,B01001G_005M,B01001G_005MA,B01001G_006E,B01001G_006EA,B01001G_006M,B01001G_006MA,B01001G_007E,B01001G_007EA,B01001G_007M,B01001G_007MA,B01001G_008E,B01001G_008EA,B01001G_008M,B01001G_008MA,B01001G_009E,B01001G_009EA,B01001G_009M,B01001G_009MA,B01001G_010E,B01001G_010EA,B01001G_010M,B01001G_010MA,B01001G_011E,B01001G_011EA,B01001G_011M,B01001G_011MA,B01001G_012E,B01001G_012EA,B01001G_012M,B01001G_012MA,B01001G_013E,B01001G_013EA,B01001G_013M,B01001G_013MA,B01001G_014E,B01001G_014EA,B01001G_014M,B01001G_014MA,B01001G_015E,B01001G_015EA,B01001G_015M,B01001G_015MA,B01001G_016E,B01001G_016EA,B01001G_016M,B01001G_016MA,B01001G_017E,B01001G_017EA,B01001G_017M,B01001G_017MA,B01001G_018E,B01001G_018EA,B01001G_018M,B01001G_018MA,B01001G_019E,B01001G_019EA,B01001G_019M,B01001G_019MA,B01001G_020E,B01001G_020EA,B01001G_020M,B01001G_020MA,B01001G_021E,B01001G_021EA,B01001G_021M,B01001G_021MA,B01001G_022E,B01001G_022EA,B01001G_022M,B01001G_022MA,B01001G_023E,B01001G_023EA,B01001G_023M,B01001G_023MA,B01001G_024E,B01001G_024EA,B01001G_024M,B01001G_024MA,B01001G_025E,B01001G_025EA,B01001G_025M,B01001G_025MA,B01001G_026E,B01001G_026EA,B01001G_026M,B01001G_026MA,B01001G_027E,B01001G_027EA,B01001G_027M,B01001G_027MA,B01001G_028E,B01001G_028EA,B01001G_028M,B01001G_028MA,B01001G_029E,B01001G_029EA,B01001G_029M,B01001G_029MA,B01001G_030E,B01001G_030EA,B01001G_030M,B01001G_030MA,B01001G_031E,B01001G_031EA,B01001G_031M,B01001G_031MA,GEO_ID,NAME,state
19815,null,3101,null,9007,null,1660,null,1537,null,621,null,1119,null,640,null,932,null,386,null,462,null,364,null,293,null,205,null,1249,null,672,null,503,null,326,null,195,null,249,null,1566,null,698,null,873,null,405,null,82,null,139,null,114,null,181,null,43,null,69,null,39,null,72,null,10808,null,2072,null,1893,null,735,null,978,null,525,null,2061,null,645,null,647,null,535,null,586,null,375,null,1026,null,536,null,669,null,383,null,562,null,359,null,1149,null,542,null,404,null,294,null,430,null,212,null,164,null,139,null,198,null,193,null,41,null,68,null,0400000US44,Rhode Island,44
69688,null,5438,null,35410,null,3013,null,7121,null,1527,null,5235,null,1245,null,4206,null,1253,null,2735,null,1043,null,1015,null,546,null,2686,null,844,null,1898,null,787,null,2690,null,896,null,2386,null,967,null,2381,null,858,null,1672,null,702,null,1025,null,464,null,231,null,201,null,129,null,118,null,34278,null,3692,null,5782,null,1243,null,5508,null,1525,null,5254,null,1219,null,2269,null,759,null,835,null,468,null,1899,null,673,null,1174,null,541,null,2628,null,796,null,3095,null,1119,null,2939,null,852,null,1895,null,679,null,653,null,331,null,297,null,199,null,50,null,64,null,0400000US45,South Carolina,45
17435,null,2583,null,8149,null,1423,null,2132,null,652,null,1178,null,531,null,1308,null,460,null,609,null,454,null,109,null,100,null,462,null,204,null,1053,null,713,null,129,null,143,null,412,null,317,null,343,null,214,null,220,null,212,null,72,null,85,null,72,null,112,null,50,null,94,null,9286,null,1832,null,1575,null,603,null,1381,null,714,null,1088,null,539,null,377,null,257,null,561,null,299,null,553,null,397,null,857,null,456,null,571,null,363,null,416,null,276,null,1039,null,718,null,512,null,372,null,139,null,107,null,158,null,155,null,59,null,72,null,0400000US46,South Dakota,46
95995,null,6996,null,46149,null,4606,null,8083,null,1377,null,7924,null,1540,null,6026,null,1511,null,2436,null,803,null,1331,null,665,null,1858,null,570,null,2531,null,965,null,2832,null,1064,null,4989,null,1227,null,3743,null,1230,null,2162,null,637,null,1492,null,503,null,676,null,298,null,66,null,104,null,49846,null,4549,null,9320,null,1668,null,7402,null,1479,null,6103,null,1304,null,3352,null,883,null,1498,null,669,null,1993,null,794,null,2788,null,911,null,2410,null,756,null,4444,null,890,null,3511,null,828,null,4148,null,980,null,1796,null,652,null,890,null,394,null,191,null,162,null,0400000US47,Tennessee,47
475337,null,16948,null,235432,null,9990,null,41966,null,3667,null,29227,null,2807,null,26446,null,2685,null,16616,null,2023,null,8057,null,1409,null,17134,null,2716,null,13472,null,1784,null,14927,null,1876,null,26195,null,2872,null,19653,null,2191,null,11431,null,1552,null,6105,null,1059,null,2702,null,635,null,1501,null,779,null,239905,null,10338,null,36164,null,3252,null,30329,null,2934,null,26660,null,2779,null,15350,null,2013,null,9914,null,1424,null,19134,null,2862,null,16516,null,2616,null,12454,null,1707,null,23768,null,2415,null,20585,null,1791,null,15527,null,1784,null,8119,null,1315,null,4170,null,1060,null,1215,null,410,null,0400000US48,Texas,48
56225,null,4668,null,28496,null,3432,null,7673,null,1569,null,4077,null,1179,null,2694,null,678,null,1540,null,718,null,1402,null,753,null,2057,null,618,null,1690,null,599,null,2931,null,1030,null,1440,null,659,null,1241,null,479,null,1179,null,409,null,442,null,305,null,68,null,111,null,62,null,98,null,27729,null,2515,null,5339,null,1169,null,4757,null,1007,null,3794,null,1032,null,1435,null,606,null,1215,null,529,null,2784,null,1034,null,1797,null,807,null,1947,null,860,null,1443,null,583,null,1285,null,508,null,1218,null,491,null,236,null,204,null,341,null,243,null,138,null,184,null,0400000US49,Utah,49
9567,null,1446,null,4528,null,869,null,389,null,223,null,457,null,330,null,488,null,292,null,365,null,234,null,264,null,202,null,297,null,287,null,415,null,248,null,129,null,166,null,567,null,350,null,506,null,253,null,277,null,207,null,316,null,208,null,0,null,211,null,58,null,103,null,5039,null,1075,null,816,null,510,null,181,null,181,null,449,null,269,null,447,null,343,null,60,null,70,null,799,null,388,null,268,null,246,null,71,null,89,null,789,null,396,null,826,null,442,null,180,null,134,null,30,null,33,null,102,null,129,null,21,null,37,null,0400000US50,Vermont,50
165998,null,10421,null,83497,null,6000,null,17536,null,2546,null,10777,null,2040,null,11873,null,2086,null,4522,null,953,null,4141,null,971,null,6247,null,1436,null,4548,null,1148,null,5375,null,1641,null,7338,null,1689,null,5827,null,1159,null,3397,null,871,null,1285,null,537,null,362,null,283,null,269,null,212,null,82501,null,5924,null,14600,null,2140,null,12587,null,1786,null,9894,null,1816,null,5006,null,976,null,3743,null,1212,null,5817,null,1157,null,4362,null,996,null,5907,null,1212,null,7832,null,1411,null,7504,null,1519,null,2969,null,869,null,1246,null,460,null,974,null,506,null,60,null,107,null,0400000US51,Virginia,51
260155,null,9431,null,127422,null,5648,null,19849,null,1874,null,16786,null,2070,null,17349,null,1933,null,8412,null,1279,null,4917,null,978,null,8920,null,1730,null,8263,null,1473,null,7524,null,1676,null,14857,null,2270,null,11190,null,1508,null,5643,null,1140,null,2677,null,748,null,888,null,379,null,147,null,134,null,132733,null,6834,null,21972,null,2164,null,18504,null,2284,null,14980,null,1699,null,8878,null,1523,null,5945,null,1271,null,9884,null,1851,null,8163,null,1368,null,8171,null,1357,null,12856,null,1519,null,10690,null,1544,null,7442,null,1141,null,3571,null,848,null,1272,null,447,null,405,null,278,null,0400000US53,Washington,53
25244,null,3159,null,13053,null,2191,null,2639,null,852,null,1427,null,597,null,2112,null,713,null,673,null,421,null,1175,null,605,null,743,null,437,null,301,null,277,null,346,null,284,null,1526,null,578,null,1184,null,597,null,311,null,197,null,420,null,336,null,97,null,103,null,99,null,137,null,12191,null,1759,null,978,null,419,null,2072,null,730,null,2170,null,679,null,568,null,390,null,469,null,338,null,586,null,453,null,585,null,358,null,849,null,527,null,996,null,390,null,948,null,466,null,853,null,296,null,608,null,386,null,453,null,317,null,56,null,91,null,0400000US54,West Virginia,54
90374,null,6707,null,44449,null,3586,null,8543,null,1407,null,7993,null,1474,null,5670,null,1183,null,2774,null,818,null,2270,null,727,null,2736,null,771,null,3184,null,975,null,2579,null,975,null,3653,null,929,null,2633,null,786,null,1490,null,475,null,656,null,306,null,130,null,103,null,138,null,105,null,45925,null,4266,null,10209,null,2135,null,9315,null,1598,null,5214,null,1078,null,2272,null,800,null,1597,null,607,null,2702,null,828,null,2342,null,763,null,2660,null,870,null,3369,null,884,null,3294,null,819,null,1410,null,412,null,812,null,358,null,424,null,239,null,305,null,234,null,0400000US55,Wisconsin,55
14770,null,2193,null,6786,null,1388,null,1324,null,609,null,1199,null,498,null,882,null,447,null,215,null,164,null,214,null,177,null,585,null,550,null,112,null,118,null,177,null,153,null,345,null,231,null,628,null,394,null,424,null,263,null,159,null,151,null,132,null,196,null,390,null,383,null,7984,null,1571,null,1372,null,632,null,1166,null,478,null,1249,null,684,null,449,null,312,null,70,null,78,null,398,null,228,null,669,null,376,null,360,null,335,null,417,null,276,null,1116,null,590,null,307,null,314,null,287,null,232,null,48,null,81,null,76,null,83,null,0400000US56,Wyoming,56
309113,null,11324,null,156570,null,6876,null,11789,null,1623,null,11715,null,1839,null,13776,null,1916,null,8490,null,1698,null,4801,null,936,null,12244,null,1662,null,11576,null,1587,null,12276,null,1748,null,23178,null,2306,null,19560,null,1959,null,15384,null,2053,null,7451,null,1211,null,3066,null,870,null,1264,null,574,null,152543,null,7194,null,8718,null,1482,null,12776,null,1773,null,13205,null,1968,null,7330,null,1388,null,4615,null,1136,null,10424,null,1649,null,13168,null,1651,null,10966,null,1804,null,18364,null,2078,null,19616,null,1925,null,15894,null,1996,null,9985,null,1314,null,5331,null,1171,null,2151,null,784,null,0400000US72,Puerto Rico,72
