B09010_001E,B09010_001EA,B09010_001M,B09010_001MA,B09010_002E,B09010_002EA,B09010_002M,B09010_002MA,B09010_003E,B09010_003EA,B09010_003M,B09010_003MA,B09010_004E,B09010_004EA,B09010_004M,B09010_004MA,B09010_005E,B09010_005EA,B09010_005M,B09010_005MA,B09010_006E,B09010_006EA,B09010_006M,B09010_006MA,B09010_007E,B09010_007EA,B09010_007M,B09010_007MA,B09010_008E,B09010_008EA,B09010_008M,B09010_008MA,B09010_009E,B09010_009EA,B09010_009M,B09010_009MA,B09010_010E,B09010_010EA,B09010_010M,B09010_010MA,B09010_011E,B09010_011EA,B09010_011M,B09010_011MA,B09010_012E,B09010_012EA,B09010_012M,B09010_012MA,B09010_013E,B09010_013EA,B09010_013M,B09010_013MA,GEO_ID,NAME,state
1064155,null,1964,null,254243,null,10317,null,253004,null,10192,null,73547,null,6678,null,15168,null,2915,null,164289,null,10023,null,1239,null,736,null,809912,null,10604,null,804652,null,10580,null,582774,null,10153,null,47316,null,4546,null,174562,null,10504,null,5260,null,1644,null,0400000US45,South Carolina,45
196086,null,1334,null,38088,null,4791,null,37954,null,4779,null,9483,null,2542,null,4031,null,1437,null,24440,null,4021,null,134,null,137,null,157998,null,4857,null,157174,null,4889,null,126960,null,5187,null,9406,null,2144,null,20808,null,2425,null,824,null,611,null,0400000US46,South Dakota,46
1474964,null,3079,null,398501,null,14008,null,391456,null,14318,null,149063,null,9715,null,31232,null,5447,null,211161,null,10986,null,7045,null,2261,null,1076463,null,13788,null,1069152,null,13790,null,814483,null,16499,null,62569,null,5887,null,192100,null,11578,null,7311,null,1818,null,0400000US47,Tennessee,47
6709205,null,5182,null,1473582,null,27745,null,1464225,null,27638,null,620460,null,20938,null,100845,null,7942,null,742920,null,23452,null,9357,null,3036,null,5235623,null,26860,null,5210756,null,26809,null,3919875,null,34425,null,333209,null,14572,null,957672,null,20361,null,24867,null,3835,null,0400000US48,Texas,48
847435,null,2058,null,86783,null,7607,null,85037,null,7395,null,48390,null,5538,null,5775,null,1913,null,30872,null,5197,null,1746,null,1248,null,760652,null,7568,null,757668,null,7600,null,648047,null,10552,null,36150,null,5028,null,73471,null,7435,null,2984,null,967,null,0400000US49,Utah,49
128401,null,717,null,21688,null,3158,null,21269,null,3101,null,8537,null,1905,null,2205,null,957,null,10527,null,2125,null,419,null,362,null,106713,null,3053,null,105491,null,3003,null,78534,null,3718,null,7823,null,1723,null,19134,null,2554,null,1222,null,599,null,0400000US50,Vermont,50
1813847,null,3081,null,263732,null,11583,null,259049,null,11635,null,86063,null,7140,null,16886,null,2988,null,156100,null,8865,null,4683,null,1757,null,1550115,null,12087,null,1540167,null,11649,null,1185307,null,14130,null,87660,null,7107,null,267200,null,11591,null,9948,null,2191,null,0400000US51,Virginia,51
1539373,null,1809,null,269367,null,10971,null,266180,null,10935,null,112795,null,9311,null,25039,null,4204,null,128346,null,8532,null,3187,null,1212,null,1270006,null,10941,null,1258539,null,11232,null,984745,null,14123,null,89049,null,6869,null,184745,null,9755,null,11467,null,2213,null,0400000US53,Washington,53
384077,null,1387,null,104787,null,6152,null,103432,null,6026,null,45456,null,4893,null,13904,null,3000,null,44072,null,4972,null,1355,null,853,null,279290,null,5922,null,277603,null,6163,null,217279,null,6772,null,16088,null,2496,null,44236,null,4923,null,1687,null,916,null,0400000US54,West Virginia,54
1308505,null,1982,null,203693,null,10058,null,202018,null,9935,null,66648,null,6111,null,15057,null,2701,null,120313,null,7714,null,1675,null,1167,null,1104812,null,10066,null,1097088,null,10259,null,863582,null,10870,null,69616,null,5474,null,163890,null,8324,null,7724,null,1436,null,0400000US55,Wisconsin,55
127365,null,1547,null,16089,null,2998,null,15985,null,3006,null,7406,null,2196,null,2160,null,950,null,6419,null,1898,null,104,null,124,null,111276,null,3230,null,110728,null,3240,null,84859,null,4450,null,8219,null,1942,null,17650,null,3088,null,548,null,485,null,0400000US56,Wyoming,56
979941,null,1470,null,437614,null,10371,null,435519,null,10401,null,139818,null,9230,null,36830,null,4532,null,258871,null,10298,null,2095,null,969,null,542327,null,10400,null,539592,null,10411,null,349647,null,10173,null,37363,null,4774,null,152582,null,6322,null,2735,null,1191,null,0400000US72,Puerto Rico,72
