C01001A_001E,C01001A_001EA,C01001A_001M,C01001A_001MA,C01001A_002E,C01001A_002EA,C01001A_002M,C01001A_002MA,C01001A_003E,C01001A_003EA,C01001A_003M,C01001A_003MA,C01001A_004E,C01001A_004EA,C01001A_004M,C01001A_004MA,C01001A_005E,C01001A_005EA,C01001A_005M,C01001A_005MA,C01001A_006E,C01001A_006EA,C01001A_006M,C01001A_006MA,C01001A_007E,C01001A_007EA,C01001A_007M,C01001A_007MA,C01001A_008E,C01001A_008EA,C01001A_008M,C01001A_008MA,C01001A_009E,C01001A_009EA,C01001A_009M,C01001A_009MA,GEO_ID,NAME,state
5998817,null,17185,null,2982434,null,10910,null,731844,null,5993,null,1931459,null,7683,null,319131,null,1391,null,3016383,null,9557,null,693007,null,6144,null,1890364,null,4944,null,433012,null,1645,null,0400000US13,Georgia,13
348746,null,3714,null,190278,null,2786,null,32470,null,2072,null,135703,null,1532,null,22105,null,315,null,158468,null,2140,null,27842,null,1516,null,107531,null,1389,null,23095,null,373,null,0400000US15,Hawaii,15
1412637,null,5006,null,708182,null,3122,null,189819,null,1706,null,438315,null,2073,null,80048,null,588,null,704455,null,2925,null,179437,null,1735,null,429231,null,1858,null,95787,null,887,null,0400000US16,Idaho,16
9380332,null,28707,null,4635515,null,15172,null,1079701,null,8075,null,3009270,null,9635,null,546544,null,2200,null,4744817,null,15899,null,1031229,null,7934,null,2944597,null,9888,null,768991,null,2540,null,0400000US17,Illinois,17
5467562,null,9363,null,2690975,null,5651,null,656154,null,3335,null,1721702,null,3497,null,313119,null,807,null,2776587,null,5363,null,625090,null,3379,null,1713474,null,2949,null,438023,null,909,null,0400000US18,Indiana,18
2783128,null,5425,null,1365683,null,3213,null,320998,null,1606,null,863292,null,2322,null,181393,null,608,null,1417445,null,3510,null,308042,null,2067,null,856358,null,1986,null,253045,null,563,null,0400000US19,Iowa,19
2416768,null,7426,null,1194434,null,5197,null,291489,null,2674,null,758332,null,3451,null,144613,null,939,null,1222334,null,4223,null,279449,null,2537,null,743468,null,2542,null,199417,null,759,null,0400000US20,Kansas,20
3802285,null,4563,null,1856312,null,4147,null,438694,null,2957,null,1195727,null,2200,null,221891,null,392,null,1945973,null,3599,null,419705,null,2914,null,1219711,null,1697,null,306557,null,511,null,0400000US21,Kentucky,21
2824780,null,5754,null,1382246,null,4148,null,318224,null,2549,null,892785,null,2690,null,171237,null,592,null,1442534,null,3583,null,308305,null,2271,null,898943,null,2007,null,235286,null,939,null,0400000US22,Louisiana,22
1261279,null,1578,null,613679,null,991,null,129787,null,617,null,399554,null,623,null,84338,null,228,null,647600,null,1085,null,123834,null,735,null,411899,null,765,null,111867,null,431,null,0400000US23,Maine,23
3449411,null,12091,null,1693983,null,6947,null,385377,null,3349,null,1094972,null,4600,null,213634,null,680,null,1755428,null,6318,null,360561,null,3908,null,1106039,null,3460,null,288828,null,1040,null,0400000US24,Maryland,24
5363392,null,14558,null,2598511,null,7442,null,561661,null,3334,null,1709281,null,5682,null,327569,null,1101,null,2764881,null,8241,null,531031,null,3647,null,1757885,null,5392,null,475965,null,1009,null,0400000US25,Massachusetts,25
7964843,null,8719,null,3935134,null,5360,null,905579,null,2816,null,2540175,null,3919,null,489380,null,675,null,4029709,null,4992,null,860860,null,3034,null,2512324,null,3741,null,656525,null,1211,null,0400000US26,Michigan,26
4601081,null,5961,null,2281317,null,3850,null,525058,null,1965,null,1488753,null,2884,null,267506,null,502,null,2319764,null,3410,null,500718,null,2135,null,1460285,null,2178,null,358761,null,782,null,0400000US27,Minnesota,27
1755352,null,4798,null,865059,null,4029,null,205744,null,2606,null,545449,null,2703,null,113866,null,506,null,890293,null,4021,null,191219,null,3121,null,539570,null,1848,null,159504,null,495,null,0400000US28,Mississippi,28
4975446,null,6991,null,2439391,null,4207,null,577838,null,2854,null,1553648,null,2469,null,307905,null,539,null,2536055,null,4107,null,550826,null,2549,null,1563633,null,2159,null,421596,null,779,null,0400000US29,Missouri,29
867054,null,1763,null,433617,null,1688,null,94350,null,1254,null,279831,null,941,null,59436,null,355,null,433437,null,1628,null,90765,null,1482,null,271044,null,847,null,71628,null,249,null,0400000US30,Montana,30
1585708,null,4981,null,784031,null,2977,null,190921,null,1887,null,496432,null,1992,null,96678,null,467,null,801677,null,2723,null,180312,null,1867,null,487369,null,1729,null,133996,null,641,null,0400000US31,Nebraska,31
2008916,null,11728,null,1032798,null,6379,null,253640,null,3607,null,660876,null,4158,null,118282,null,921,null,976118,null,7133,null,237914,null,3797,null,607085,null,4251,null,131119,null,993,null,0400000US32,Nevada,32
1247710,null,2484,null,614146,null,1523,null,138190,null,968,null,404543,null,1019,null,71413,null,150,null,633564,null,1642,null,131486,null,962,null,407116,null,1043,null,94962,null,587,null,0400000US33,New Hampshire,33
6144121,null,16851,null,3009487,null,10208,null,683232,null,4291,null,1929625,null,7538,null,396630,null,1807,null,3134634,null,9461,null,648117,null,5121,null,1924172,null,6407,null,562345,null,2005,null,0400000US34,New Jersey,34
1457480,null,12166,null,719519,null,6517,null,172803,null,3939,null,448241,null,4695,null,98475,null,1471,null,737961,null,7984,null,164658,null,4214,null,451717,null,4323,null,121586,null,1657,null,0400000US35,New Mexico,35
13092844,null,29135,null,6396378,null,17244,null,1383518,null,8064,null,4157460,null,13145,null,855400,null,2794,null,6696466,null,15327,null,1313482,null,6630,null,4180080,null,10028,null,1202904,null,3245,null,0400000US36,New York,36
6492030,null,13975,null,3189803,null,9075,null,730295,null,5237,null,2067118,null,5759,null,392390,null,916,null,3302227,null,7258,null,694520,null,4770,null,2071096,null,4325,null,536611,null,1339,null,0400000US37,North Carolina,37
583732,null,1428,null,292739,null,1274,null,62066,null,944,null,191660,null,652,null,39013,null,107,null,290993,null,1045,null,58574,null,871,null,179910,null,610,null,52509,null,67,null,0400000US38,North Dakota,38
9659753,null,7530,null,4725625,null,4751,null,1109740,null,2986,null,3028701,null,2986,null,587184,null,880,null,4934128,null,4615,null,1054426,null,3071,null,3055164,null,2303,null,824538,null,844,null,0400000US39,Ohio,39
2761321,null,8619,null,1360240,null,4938,null,317960,null,2889,null,861978,null,3404,null,180302,null,735,null,1401081,null,4823,null,299540,null,3158,null,857820,null,2403,null,243721,null,588,null,0400000US40,Oklahoma,40
3286053,null,10792,null,1626045,null,7066,null,359429,null,3893,null,1057053,null,4372,null,209563,null,853,null,1660008,null,5204,null,339277,null,3365,null,1054299,null,3128,null,266432,null,946,null,0400000US41,Oregon,41
10428104,null,11812,null,5080041,null,6968,null,1096960,null,3429,null,3264669,null,5266,null,718412,null,1179,null,5348063,null,6730,null,1044996,null,3762,null,3277448,null,4218,null,1025619,null,1066,null,0400000US42,Pennsylvania,42
874386,null,5781,null,423461,null,3481,null,88164,null,1718,null,279366,null,2477,null,55931,null,509,null,450925,null,3289,null,81707,null,1818,null,287097,null,2177,null,82121,null,585,null,0400000US44,Rhode Island,44
3025982,null,6180,null,1489149,null,4237,null,333625,null,2977,null,954431,null,2921,null,201093,null,620,null,1536833,null,3651,null,314848,null,2921,null,957294,null,1787,null,264691,null,729,null,0400000US45,South Carolina,45
700446,null,2418,null,348940,null,1913,null,80212,null,1178,null,220770,null,1141,null,47958,null,298,null,351506,null,1375,null,74985,null,1146,null,213730,null,747,null,62791,null,237,null,0400000US46,South Dakota,46
4936962,null,7398,null,2417697,null,4876,null,557442,null,2713,null,1554238,null,3387,null,306017,null,920,null,2519265,null,4911,null,528392,null,3633,null,1574379,null,2249,null,416494,null,812,null,0400000US47,Tennessee,47
17971317,null,41576,null,8950392,null,23921,null,2430148,null,13300,null,5625842,null,16609,null,894402,null,3544,null,9020925,null,25081,null,2318975,null,13736,null,5510979,null,14727,null,1190971,null,4149,null,0400000US48,Texas,48
2489521,null,6528,null,1254248,null,4334,null,389442,null,2208,null,759055,null,3292,null,105751,null,486,null,1235273,null,3161,null,364666,null,2211,null,741366,null,2146,null,129241,null,511,null,0400000US49,Utah,49
595770,null,882,null,292614,null,778,null,61749,null,385,null,194035,null,710,null,36830,null,160,null,303156,null,834,null,58367,null,584,null,196432,null,556,null,48357,null,268,null,0400000US50,Vermont,50
5500412,null,13834,null,2720725,null,8762,null,616388,null,4694,null,1782257,null,5895,null,322080,null,974,null,2779687,null,7938,null,576048,null,4593,null,1771496,null,4411,null,432143,null,1350,null,0400000US51,Virginia,51
5264309,null,13142,null,2617499,null,7835,null,580251,null,4122,null,1725905,null,5295,null,311343,null,910,null,2646810,null,6998,null,554162,null,4456,null,1699859,null,3953,null,392789,null,1100,null,0400000US53,Washington,53
1712086,null,2572,null,834697,null,2679,null,183339,null,2156,null,534137,null,1519,null,117221,null,489,null,877389,null,2301,null,172705,null,2046,null,546634,null,1047,null,158050,null,473,null,0400000US54,West Virginia,54
4972897,null,6564,null,2472498,null,4235,null,551116,null,2431,null,1614411,null,2891,null,306971,null,484,null,2500399,null,3407,null,521893,null,2126,null,1568778,null,2290,null,409728,null,578,null,0400000US55,Wisconsin,55
489365,null,2050,null,248369,null,1685,null,58363,null,1230,null,161289,null,1180,null,28717,null,350,null,240996,null,1766,null,53293,null,1403,null,153556,null,992,null,34147,null,384,null,0400000US56,Wyoming,56
2994236,null,20445,null,1417438,null,11727,null,374638,null,6108,null,855162,null,8076,null,187638,null,2884,null,1576798,null,12436,null,360604,null,5882,null,968523,null,8360,null,247671,null,3390,null,0400000US72,Puerto Rico,72
