C12002A_001E,C12002A_001EA,C12002A_001M,C12002A_001MA,C12002A_002E,C12002A_002EA,C12002A_002M,C12002A_002MA,C12002A_003E,C12002A_003EA,C12002A_003M,C12002A_003MA,C12002A_004E,C12002A_004EA,C12002A_004M,C12002A_004MA,C12002A_005E,C12002A_005EA,C12002A_005M,C12002A_005MA,C12002A_006E,C12002A_006EA,C12002A_006M,C12002A_006MA,GEO_ID,NAME,state
7641836,null,19429,null,2269772,null,18160,null,4033582,null,27930,null,89164,null,5350,null,509473,null,9180,null,739845,null,13194,null,0400000US17,Illinois,17
4411884,null,6347,null,1135883,null,13970,null,2394762,null,24654,null,52418,null,3499,null,286614,null,7456,null,542207,null,13228,null,0400000US18,Indiana,18
2268067,null,3623,null,599959,null,8502,null,1259239,null,13127,null,22738,null,2437,null,153604,null,4348,null,232527,null,6279,null,0400000US19,Iowa,19
1943017,null,5487,null,488818,null,9092,null,1090648,null,12480,null,22075,null,2414,null,124932,null,3906,null,216544,null,7006,null,0400000US20,Kansas,20
3094625,null,3503,null,753298,null,12618,null,1668365,null,20229,null,60484,null,4733,null,224156,null,6035,null,388322,null,10175,null,0400000US21,Kentucky,21
2306402,null,4301,null,581951,null,11410,null,1249011,null,14256,null,41897,null,4166,null,166915,null,5931,null,266628,null,8878,null,0400000US22,Louisiana,22
1057772,null,1330,null,280972,null,7202,null,552878,null,9692,null,11457,null,1651,null,70358,null,2958,null,142107,null,5799,null,0400000US23,Maine,23
2840654,null,7571,null,800669,null,12391,null,1530244,null,18411,null,54438,null,4162,null,182484,null,5321,null,272819,null,9558,null,0400000US24,Maryland,24
4475827,null,11191,null,1498345,null,17290,null,2187190,null,22262,null,69548,null,4445,null,301258,null,7075,null,419486,null,10796,null,0400000US25,Massachusetts,25
6526915,null,6482,null,1827402,null,18286,null,3503032,null,23038,null,65687,null,4356,null,415289,null,6224,null,715505,null,13610,null,0400000US26,Michigan,26
3759255,null,4365,null,1081933,null,12364,null,2064877,null,17909,null,31189,null,2333,null,217390,null,4739,null,363866,null,9281,null,0400000US27,Minnesota,27
1426334,null,3739,null,306591,null,6989,null,815385,null,14061,null,26071,null,2435,null,110432,null,4313,null,167855,null,8785,null,0400000US28,Mississippi,28
4048652,null,4373,null,1020867,null,12781,null,2213058,null,21556,null,65525,null,4834,null,276695,null,6126,null,472507,null,11470,null,0400000US29,Missouri,29
716043,null,1467,null,195500,null,5565,null,381796,null,8155,null,9086,null,1630,null,42715,null,2583,null,86946,null,4891,null,0400000US30,Montana,30
1278405,null,3220,null,335291,null,6539,null,714781,null,10738,null,13773,null,1817,null,82456,null,3728,null,132104,null,5310,null,0400000US31,Nebraska,31
1595570,null,8412,null,448742,null,10177,null,795302,null,14923,null,29823,null,3209,null,85000,null,3992,null,236703,null,9032,null,0400000US32,Nevada,32
1030977,null,1648,null,283113,null,6342,null,558216,null,9514,null,10459,null,1808,null,62021,null,3268,null,117168,null,5296,null,0400000US33,New Hampshire,33
5057763,null,13521,null,1491179,null,15272,null,2684968,null,19912,null,75506,null,4775,null,364790,null,8248,null,441320,null,11382,null,0400000US34,New Jersey,34
1178181,null,8258,null,344913,null,8340,null,582481,null,10483,null,22177,null,2476,null,73168,null,3320,null,155442,null,6557,null,0400000US35,New Mexico,35
10897158,null,22521,null,3544796,null,29462,null,5411853,null,32739,null,223796,null,7998,null,774003,null,10912,null,942710,null,15130,null,0400000US36,New York,36
5304358,null,9593,null,1261390,null,15436,null,3014977,null,23081,null,138277,null,6022,null,346568,null,8506,null,543146,null,11501,null,0400000US37,North Carolina,37
484803,null,1135,null,134494,null,3751,null,274172,null,6083,null,2835,null,717,null,34410,null,1969,null,38892,null,2925,null,0400000US38,North Dakota,38
7887096,null,4925,null,2156390,null,18772,null,4157282,null,26813,null,115609,null,5506,null,535705,null,8539,null,922110,null,17319,null,0400000US39,Ohio,39
2249895,null,5472,null,513192,null,8055,null,1242195,null,12866,null,38849,null,2890,null,168291,null,4890,null,287368,null,8898,null,0400000US40,Oklahoma,40
2712966,null,6348,null,742569,null,11519,null,1400016,null,18175,null,46564,null,4012,null,163173,null,5894,null,360644,null,11321,null,0400000US41,Oregon,41
8691690,null,9130,null,2468447,null,18546,null,4577330,null,23437,null,162963,null,6328,null,679318,null,10735,null,803632,null,13688,null,0400000US42,Pennsylvania,42
736915,null,4223,null,241697,null,7060,null,344853,null,8720,null,11277,null,1830,null,55981,null,2667,null,83107,null,4582,null,0400000US44,Rhode Island,44
2489913,null,4040,null,599277,null,10000,null,1393176,null,15244,null,56409,null,4512,null,178354,null,4921,null,262697,null,9264,null,0400000US45,South Carolina,45
572799,null,2032,null,148910,null,5434,null,321092,null,6449,null,5445,null,1148,null,39731,null,2058,null,57621,null,3629,null,0400000US46,South Dakota,46
4039406,null,5210,null,922644,null,12387,null,2253218,null,21063,null,65485,null,4417,null,282469,null,6360,null,515590,null,12446,null,0400000US47,Tennessee,47
13979414,null,28321,null,3815752,null,28971,null,7486847,null,43792,null,320121,null,10210,null,816271,null,13908,null,1540423,null,19680,null,0400000US48,Texas,48
1848853,null,5143,null,531873,null,11442,null,1042968,null,13090,null,22776,null,2748,null,73486,null,3485,null,177750,null,7185,null,0400000US49,Utah,49
499988,null,695,null,145024,null,4053,null,255931,null,6604,null,6220,null,1112,null,29582,null,1898,null,63231,null,3971,null,0400000US50,Vermont,50
4514995,null,9491,null,1190454,null,14914,null,2524606,null,22669,null,98521,null,6388,null,271466,null,5556,null,429948,null,12675,null,0400000US51,Virginia,51
4338589,null,8728,null,1195287,null,13450,null,2279736,null,23411,null,64959,null,4962,null,232569,null,7358,null,566038,null,12805,null,0400000US53,Washington,53
1421596,null,2316,null,341140,null,7563,null,768366,null,13270,null,23788,null,2627,null,118120,null,3851,null,170182,null,7945,null,0400000US54,West Virginia,54
4096227,null,4712,null,1151102,null,12793,null,2246583,null,14645,null,38523,null,3197,null,247065,null,5261,null,412954,null,9453,null,0400000US55,Wisconsin,55
397807,null,1686,null,100065,null,4199,null,221415,null,6429,null,4776,null,1059,null,22038,null,2003,null,49513,null,3727,null,0400000US56,Wyoming,56
2391143,null,16208,null,894782,null,16726,null,942589,null,14894,null,77476,null,4401,null,173839,null,4825,null,302457,null,9251,null,0400000US72,Puerto Rico,72
