C14007G_001E,C14007G_001EA,C14007G_001M,C14007G_001MA,C14007G_002E,C14007G_002EA,C14007G_002M,C14007G_002MA,C14007G_003E,C14007G_003EA,C14007G_003M,C14007G_003MA,C14007G_004E,C14007G_004EA,C14007G_004M,C14007G_004MA,C14007G_005E,C14007G_005EA,C14007G_005M,C14007G_005MA,C14007G_006E,C14007G_006EA,C14007G_006M,C14007G_006MA,C14007G_007E,C14007G_007EA,C14007G_007M,C14007G_007MA,GEO_ID,NAME,state
105873,null,6816,null,52698,null,3922,null,9376,null,1570,null,24463,null,2582,null,9348,null,1444,null,9511,null,1645,null,53175,null,4272,null,0400000US24,Maryland,24
120526,null,8336,null,52194,null,4856,null,8783,null,1593,null,23729,null,2785,null,9515,null,1568,null,10167,null,1957,null,68332,null,5724,null,0400000US25,Massachusetts,25
194799,null,8015,null,97572,null,6258,null,13169,null,2051,null,47052,null,3766,null,20417,null,2123,null,16934,null,2434,null,97227,null,5015,null,0400000US26,Michigan,26
82388,null,5154,null,45042,null,3884,null,7349,null,1515,null,21656,null,2465,null,10003,null,1682,null,6034,null,1127,null,37346,null,2991,null,0400000US27,Minnesota,27
22426,null,3270,null,11624,null,2792,null,1672,null,759,null,5699,null,1808,null,2193,null,1033,null,2060,null,1156,null,10802,null,1713,null,0400000US28,Mississippi,28
105351,null,5884,null,50089,null,4019,null,8152,null,1422,null,22084,null,2747,null,10453,null,1699,null,9400,null,1877,null,55262,null,3982,null,0400000US29,Missouri,29
20948,null,2637,null,9364,null,1759,null,1134,null,487,null,4191,null,1006,null,2821,null,868,null,1218,null,470,null,11584,null,1789,null,0400000US30,Montana,30
33879,null,3280,null,16986,null,2276,null,3057,null,973,null,8475,null,1654,null,3468,null,916,null,1986,null,687,null,16893,null,2292,null,0400000US31,Nebraska,31
73978,null,5822,null,31245,null,3623,null,3481,null,1047,null,18567,null,2905,null,5278,null,1272,null,3919,null,981,null,42733,null,3910,null,0400000US32,Nevada,32
16785,null,2104,null,8163,null,1680,null,1219,null,600,null,3774,null,1104,null,1967,null,792,null,1203,null,474,null,8622,null,1239,null,0400000US33,New Hampshire,33
147460,null,8320,null,68492,null,5444,null,12670,null,1610,null,33402,null,3640,null,12342,null,1813,null,10078,null,1767,null,78968,null,5477,null,0400000US34,New Jersey,34
57735,null,6186,null,25629,null,3907,null,2837,null,822,null,11436,null,2142,null,6499,null,1675,null,4857,null,1149,null,32106,null,4044,null,0400000US35,New Mexico,35
353575,null,14218,null,163741,null,8719,null,23653,null,2874,null,67678,null,5699,null,32650,null,2639,null,39760,null,3870,null,189834,null,8880,null,0400000US36,New York,36
134408,null,7733,null,68371,null,4827,null,10580,null,1571,null,31322,null,3053,null,12526,null,1807,null,13943,null,2154,null,66037,null,4777,null,0400000US37,North Carolina,37
7682,null,1515,null,4028,null,982,null,885,null,382,null,1712,null,651,null,844,null,499,null,587,null,322,null,3654,null,928,null,0400000US38,North Dakota,38
183711,null,8603,null,95444,null,7342,null,15329,null,2078,null,47527,null,4603,null,17808,null,2273,null,14780,null,2110,null,88267,null,4813,null,0400000US39,Ohio,39
220384,null,9473,null,91415,null,5415,null,13487,null,1769,null,42043,null,3272,null,20189,null,2345,null,15696,null,2295,null,128969,null,6314,null,0400000US40,Oklahoma,40
118559,null,6890,null,53526,null,4339,null,7801,null,1726,null,24717,null,2576,null,11637,null,1869,null,9371,null,1470,null,65033,null,4468,null,0400000US41,Oregon,41
161630,null,8507,null,81675,null,5703,null,13317,null,1944,null,40634,null,3555,null,16982,null,2301,null,10742,null,1706,null,79955,null,4732,null,0400000US42,Pennsylvania,42
17667,null,2910,null,9134,null,2041,null,1628,null,621,null,3764,null,1025,null,1865,null,950,null,1877,null,697,null,8533,null,1565,null,0400000US44,Rhode Island,44
61909,null,5313,null,31153,null,3491,null,5100,null,1183,null,15873,null,2319,null,6211,null,1505,null,3969,null,918,null,30756,null,3269,null,0400000US45,South Carolina,45
15081,null,2189,null,8315,null,1701,null,1012,null,526,null,4089,null,1094,null,1552,null,617,null,1662,null,736,null,6766,null,1461,null,0400000US46,South Dakota,46
84681,null,6668,null,40219,null,4349,null,7036,null,1429,null,21912,null,2923,null,6621,null,1374,null,4650,null,1029,null,44462,null,4371,null,0400000US47,Tennessee,47
427134,null,15197,null,196717,null,9281,null,29134,null,3010,null,90761,null,5469,null,39080,null,2568,null,37742,null,3812,null,230417,null,9881,null,0400000US48,Texas,48
47980,null,4261,null,25398,null,2632,null,3990,null,1076,null,12232,null,1851,null,3777,null,1106,null,5399,null,1115,null,22582,null,2757,null,0400000US49,Utah,49
8591,null,1380,null,3268,null,833,null,243,null,191,null,1250,null,480,null,1109,null,437,null,666,null,317,null,5323,null,870,null,0400000US50,Vermont,50
144921,null,9594,null,76221,null,6227,null,11727,null,1853,null,36000,null,4039,null,14051,null,1901,null,14443,null,1890,null,68700,null,5578,null,0400000US51,Virginia,51
234628,null,9269,null,112437,null,6126,null,15100,null,2047,null,54668,null,4020,null,23521,null,2590,null,19148,null,2395,null,122191,null,6144,null,0400000US53,Washington,53
23443,null,3033,null,12121,null,2119,null,1482,null,644,null,6634,null,1408,null,1616,null,571,null,2389,null,875,null,11322,null,1864,null,0400000US54,West Virginia,54
79045,null,6060,null,41853,null,3976,null,7260,null,1439,null,21411,null,2636,null,7923,null,1596,null,5259,null,1131,null,37192,null,3717,null,0400000US55,Wisconsin,55
12950,null,2022,null,5454,null,1468,null,948,null,566,null,3430,null,1067,null,772,null,346,null,304,null,237,null,7496,null,1277,null,0400000US56,Wyoming,56
297684,null,10962,null,93220,null,6276,null,9401,null,1495,null,41824,null,3489,null,22035,null,2816,null,19960,null,3093,null,204464,null,8391,null,0400000US72,Puerto Rico,72
