B01001H_001E,B01001H_001EA,B01001H_001M,B01001H_001MA,B01001H_002E,B01001H_002EA,B01001H_002M,B01001H_002MA,B01001H_003E,B01001H_003EA,B01001H_003M,B01001H_003MA,B01001H_004E,B01001H_004EA,B01001H_004M,B01001H_004MA,B01001H_005E,B01001H_005EA,B01001H_005M,B01001H_005MA,B01001H_006E,B01001H_006EA,B01001H_006M,B01001H_006MA,B01001H_007E,B01001H_007EA,B01001H_007M,B01001H_007MA,B01001H_008E,B01001H_008EA,B01001H_008M,B01001H_008MA,B01001H_009E,B01001H_009EA,B01001H_009M,B01001H_009MA,B01001H_010E,B01001H_010EA,B01001H_010M,B01001H_010MA,B01001H_011E,B01001H_011EA,B01001H_011M,B01001H_011MA,B01001H_012E,B01001H_012EA,B01001H_012M,B01001H_012MA,B01001H_013E,B01001H_013EA,B01001H_013M,B01001H_013MA,B01001H_014E,B01001H_014EA,B01001H_014M,B01001H_014MA,B01001H_015E,B01001H_015EA,B01001H_015M,B01001H_015MA,B01001H_016E,B01001H_016EA,B01001H_016M,B01001H_016MA,B01001H_017E,B01001H_017EA,B01001H_017M,B01001H_017MA,B01001H_018E,B01001H_018EA,B01001H_018M,B01001H_018MA,B01001H_019E,B01001H_019EA,B01001H_019M,B01001H_019MA,B01001H_020E,B01001H_020EA,B01001H_020M,B01001H_020MA,B01001H_021E,B01001H_021EA,B01001H_021M,B01001H_021MA,B01001H_022E,B01001H_022EA,B01001H_022M,B01001H_022MA,B01001H_023E,B01001H_023EA,B01001H_023M,B01001H_023MA,B01001H_024E,B01001H_024EA,B01001H_024M,B01001H_024MA,B01001H_025E,B01001H_025EA,B01001H_025M,B01001H_025MA,B01001H_026E,B01001H_026EA,B01001H_026M,B01001H_026MA,B01001H_027E,B01001H_027EA,B01001H_027M,B01001H_027MA,B01001H_028E,B01001H_028EA,B01001H_028M,B01001H_028MA,B01001H_029E,B01001H_029EA,B01001H_029M,B01001H_029MA,B01001H_030E,B01001H_030EA,B01001H_030M,B01001H_030MA,B01001H_031E,B01001H_031EA,B01001H_031M,B01001H_031MA,GEO_ID,NAME,state
10112346,null,5451,null,4916708,null,2941,null,265055,null,582,null,279672,null,5592,null,294060,null,5604,null,200340,null,595,null,150606,null,1638,null,323156,null,1691,null,291869,null,576,null,272622,null,663,null,678973,null,1051,null,812593,null,776,null,636589,null,289,null,376422,null,173,null,251517,null,3553,null,83234,null,3575,null,5195638,null,2905,null,251191,null,692,null,264242,null,5535,null,282502,null,5418,null,190121,null,473,null,147790,null,2022,null,316273,null,2203,null,282579,null,577,null,271893,null,580,null,679435,null,858,null,824546,null,619,null,668259,null,465,null,444672,null,282,null,377136,null,5063,null,194999,null,5065,null,0400000US42,Pennsylvania,42
823394,null,1916,null,396508,null,971,null,19288,null,198,null,20747,null,1709,null,22912,null,1722,null,15510,null,309,null,13331,null,806,null,29020,null,672,null,24167,null,927,null,22350,null,136,null,56136,null,466,null,66260,null,276,null,51877,null,107,null,28784,null,287,null,20664,null,886,null,5462,null,886,null,426886,null,1107,null,18209,null,235,null,19857,null,1490,null,21627,null,1510,null,14631,null,203,null,13474,null,781,null,29088,null,710,null,23553,null,391,null,22394,null,332,null,58864,null,280,null,69672,null,279,null,54869,null,296,null,34374,null,81,null,28258,null,1427,null,18016,null,1406,null,0400000US44,Rhode Island,44
2914748,null,2593,null,1428302,null,2532,null,84721,null,1418,null,84576,null,3430,null,88429,null,3505,null,55650,null,1253,null,43406,null,1698,null,96717,null,2057,null,87178,null,1497,null,84943,null,1204,null,199646,null,1069,null,213016,null,647,null,190547,null,440,null,118120,null,607,null,65526,null,1746,null,15827,null,1651,null,1486446,null,1979,null,79888,null,1201,null,81243,null,3054,null,81479,null,2970,null,51825,null,1163,null,39875,null,2319,null,85076,null,2523,null,92183,null,1157,null,85944,null,832,null,199942,null,687,null,221668,null,557,null,205749,null,7,null,132775,null,533,null,90274,null,2555,null,38525,null,2580,null,0400000US45,South Carolina,45
691892,null,1137,null,343701,null,1251,null,21908,null,669,null,20309,null,1539,null,21453,null,1546,null,14312,null,696,null,12414,null,1496,null,23946,null,1781,null,23142,null,1484,null,19161,null,992,null,41746,null,771,null,53957,null,585,null,43453,null,316,null,25112,null,578,null,16930,null,770,null,5858,null,774,null,348191,null,1017,null,21897,null,673,null,18870,null,1492,null,20765,null,1500,null,12727,null,653,null,11065,null,1534,null,22453,null,1583,null,21793,null,1294,null,18193,null,864,null,42185,null,1061,null,52757,null,462,null,42852,null,189,null,27267,null,233,null,23737,null,1177,null,11630,null,1167,null,0400000US46,South Dakota,46
4785701,null,1913,null,2334083,null,2175,null,141528,null,1107,null,140151,null,4501,null,151586,null,4495,null,93751,null,1638,null,62467,null,2523,null,141753,null,2504,null,156082,null,1489,null,147736,null,1566,null,337642,null,1120,null,357444,null,302,null,300404,null,198,null,181620,null,433,null,95126,null,2523,null,26793,null,2507,null,2451618,null,2071,null,134515,null,1033,null,139109,null,4610,null,138001,null,4595,null,88753,null,1662,null,57260,null,2082,null,140789,null,2671,null,161215,null,1553,null,149381,null,840,null,337976,null,686,null,372071,null,356,null,319089,null,80,null,209260,null,1598,null,142310,null,2799,null,61889,null,2883,null,0400000US47,Tennessee,47
11488049,null,11712,null,5664944,null,5306,null,346594,null,2293,null,341511,null,6342,null,357028,null,6238,null,221684,null,1930,null,162232,null,4041,null,389295,null,4304,null,381127,null,3884,null,332322,null,2794,null,789374,null,2417,null,904540,null,2876,null,714868,null,1137,null,413534,null,854,null,239961,null,4120,null,70874,null,3848,null,5823105,null,8954,null,326831,null,2637,null,324700,null,6941,null,337217,null,7165,null,207935,null,1790,null,146288,null,4340,null,367050,null,4465,null,373900,null,3590,null,332581,null,2323,null,783711,null,3611,null,917511,null,1154,null,743048,null,2476,null,468172,null,2151,null,336116,null,5386,null,158045,null,4794,null,0400000US48,Texas,48
2234480,null,1820,null,1119506,null,1048,null,102753,null,494,null,96347,null,2801,null,83007,null,2807,null,51862,null,147,null,33535,null,748,null,107106,null,852,null,109371,null,503,null,71378,null,195,null,129277,null,292,null,133925,null,108,null,99042,null,348,null,56976,null,129,null,34851,null,1488,null,10076,null,1488,null,1114974,null,997,null,97290,null,352,null,87738,null,3295,null,80640,null,3282,null,48808,null,106,null,37727,null,687,null,95265,null,752,null,95860,null,173,null,79689,null,302,null,129772,null,421,null,135363,null,213,null,102257,null,343,null,63030,null,37,null,42995,null,1713,null,18540,null,1702,null,0400000US49,Utah,49
590057,null,646,null,290151,null,554,null,15383,null,2,null,16140,null,1228,null,17326,null,1222,null,12389,null,254,null,9088,null,401,null,20243,null,540,null,17557,null,373,null,15943,null,44,null,39506,null,3,null,49397,null,82,null,40498,null,457,null,21372,null,3,null,11095,null,643,null,4214,null,644,null,299906,null,441,null,14250,null,264,null,15234,null,1055,null,16230,null,1052,null,11711,null,266,null,9407,null,586,null,18876,null,586,null,16955,null,4,null,16082,null,59,null,40898,null,7,null,51087,null,45,null,41282,null,98,null,23278,null,3,null,16948,null,822,null,7668,null,823,null,0400000US50,Vermont,50
5189489,null,3332,null,2556108,null,3665,null,151639,null,1728,null,150467,null,4622,null,158331,null,4637,null,101510,null,2090,null,75340,null,2753,null,186849,null,3299,null,164547,null,2535,null,151595,null,1931,null,373528,null,2224,null,400871,null,729,null,323570,null,730,null,188444,null,923,null,99546,null,2096,null,29871,null,2144,null,2633381,null,3443,null,139636,null,1950,null,139236,null,4696,null,154167,null,4617,null,93805,null,1622,null,71998,null,3928,null,168149,null,4048,null,159247,null,2423,null,152139,null,1644,null,373100,null,1808,null,417151,null,794,null,340276,null,386,null,212233,null,872,null,146432,null,3020,null,65812,null,2986,null,0400000US51,Virginia,51
4928944,null,2978,null,2445265,null,1849,null,133933,null,391,null,134324,null,4384,null,147834,null,4187,null,98762,null,663,null,64306,null,1347,null,165194,null,1696,null,172844,null,720,null,151445,null,791,null,346298,null,1305,null,399498,null,613,null,324560,null,397,null,174206,null,193,null,99720,null,2152,null,32341,null,2151,null,2483679,null,1828,null,127431,null,540,null,121196,null,4172,null,147194,null,4157,null,93560,null,644,null,60081,null,1749,null,149575,null,1940,null,169174,null,1088,null,148819,null,547,null,338971,null,709,null,406294,null,342,null,335708,null,218,null,187568,null,191,null,133470,null,3603,null,64638,null,3603,null,0400000US53,Washington,53
1696007,null,1810,null,826878,null,2252,null,48066,null,1067,null,48415,null,2995,null,50524,null,2824,null,33238,null,1537,null,24562,null,1866,null,50231,null,2355,null,52388,null,1439,null,52157,null,1231,null,111475,null,1211,null,126371,null,655,null,113011,null,273,null,67218,null,411,null,40415,null,1044,null,8807,null,1049,null,869129,null,1940,null,46323,null,1150,null,47070,null,2255,null,45754,null,2391,null,31041,null,1400,null,18769,null,1500,null,53246,null,1887,null,54401,null,1166,null,50598,null,896,null,115531,null,922,null,132009,null,303,null,117051,null,290,null,76881,null,151,null,56555,null,1667,null,23900,null,1677,null,0400000US54,West Virginia,54
4780733,null,1756,null,2368471,null,1269,null,136487,null,448,null,134536,null,3325,null,145587,null,3380,null,96463,null,292,null,66122,null,594,null,164479,null,784,null,157732,null,404,null,138208,null,227,null,330633,null,416,null,395857,null,299,null,298702,null,106,null,167383,null,81,null,103241,null,1872,null,33041,null,1872,null,2412262,null,952,null,129588,null,449,null,126974,null,3368,null,140368,null,3378,null,90856,null,209,null,65738,null,1771,null,161230,null,1322,null,145514,null,1433,null,132164,null,402,null,324314,null,330,null,391227,null,284,null,298264,null,87,null,187113,null,98,null,145221,null,3120,null,73691,null,3104,null,0400000US55,Wisconsin,55
461606,null,561,null,233691,null,698,null,15858,null,456,null,14335,null,1510,null,13640,null,1507,null,9290,null,523,null,7817,null,1040,null,16574,null,1039,null,17626,null,6,null,13806,null,8,null,28763,null,97,null,37238,null,345,null,30877,null,7,null,16140,null,437,null,8372,null,767,null,3355,null,606,null,227915,null,735,null,13558,null,487,null,13796,null,1224,null,12327,null,1235,null,9125,null,523,null,6497,null,866,null,14982,null,1079,null,16250,null,773,null,13437,null,60,null,27973,null,76,null,37558,null,15,null,29110,null,28,null,16988,null,252,null,10829,null,672,null,5485,null,632,null,0400000US56,Wyoming,56
30886,null,3329,null,15957,null,2225,null,798,null,469,null,712,null,446,null,299,null,251,null,422,null,316,null,907,null,511,null,1201,null,496,null,1503,null,663,null,631,null,481,null,2681,null,970,null,2396,null,735,null,2191,null,625,null,1228,null,484,null,854,null,530,null,134,null,140,null,14929,null,2054,null,917,null,505,null,1069,null,576,null,905,null,470,null,660,null,398,null,719,null,553,null,998,null,544,null,1035,null,574,null,1037,null,519,null,2624,null,639,null,2054,null,678,null,1568,null,523,null,616,null,351,null,565,null,269,null,162,null,135,null,0400000US72,Puerto Rico,72
