C17020G_001E,C17020G_001EA,C17020G_001M,C17020G_001MA,C17020G_002E,C17020G_002EA,C17020G_002M,C17020G_002MA,C17020G_003E,C17020G_003EA,C17020G_003M,C17020G_003MA,C17020G_004E,C17020G_004EA,C17020G_004M,C17020G_004MA,C17020G_005E,C17020G_005EA,C17020G_005M,C17020G_005MA,C17020G_006E,C17020G_006EA,C17020G_006M,C17020G_006MA,C17020G_007E,C17020G_007EA,C17020G_007M,C17020G_007MA,C17020G_008E,C17020G_008EA,C17020G_008M,C17020G_008MA,C17020G_009E,C17020G_009EA,C17020G_009M,C17020G_009MA,GEO_ID,NAME,state
49371,null,4432,null,11215,null,2356,null,6749,null,2062,null,3855,null,1284,null,611,null,358,null,38156,null,3766,null,16743,null,2405,null,18846,null,2352,null,2567,null,663,null,0400000US22,Louisiana,22
20849,null,1989,null,5388,null,1254,null,2049,null,661,null,3166,null,907,null,173,null,181,null,15461,null,1997,null,7837,null,1353,null,6769,null,1111,null,855,null,308,null,0400000US23,Maine,23
117666,null,7515,null,12195,null,3441,null,8062,null,2977,null,3460,null,1097,null,673,null,535,null,105471,null,7216,null,52346,null,4182,null,49471,null,4265,null,3654,null,982,null,0400000US24,Maryland,24
129329,null,9422,null,22617,null,3996,null,11500,null,2748,null,10365,null,2067,null,752,null,367,null,106712,null,8425,null,45896,null,4504,null,56392,null,5613,null,4424,null,1195,null,0400000US25,Massachusetts,25
207255,null,8665,null,49856,null,5037,null,28482,null,3862,null,20174,null,2253,null,1200,null,430,null,157399,null,7690,null,79598,null,5620,null,70908,null,4455,null,6893,null,1224,null,0400000US26,Michigan,26
91368,null,5406,null,14961,null,2410,null,8679,null,2078,null,6075,null,1112,null,207,null,190,null,76407,null,5013,null,44370,null,4125,null,29670,null,2450,null,2367,null,604,null,0400000US27,Minnesota,27
24843,null,3582,null,5744,null,2065,null,3647,null,1791,null,1435,null,658,null,662,null,350,null,19099,null,3331,null,9254,null,2387,null,8532,null,1783,null,1313,null,552,null,0400000US28,Mississippi,28
112060,null,6119,null,25968,null,3562,null,14796,null,2633,null,10348,null,1933,null,824,null,352,null,86092,null,5647,null,41328,null,3849,null,39469,null,3229,null,5295,null,968,null,0400000US29,Missouri,29
22233,null,2797,null,5798,null,1772,null,3307,null,1308,null,2295,null,747,null,196,null,203,null,16435,null,2596,null,7810,null,1542,null,7910,null,1562,null,715,null,356,null,0400000US30,Montana,30
37405,null,3470,null,6171,null,1656,null,3664,null,1296,null,2364,null,928,null,143,null,185,null,31234,null,3132,null,17943,null,2254,null,12423,null,1898,null,868,null,524,null,0400000US31,Nebraska,31
81814,null,6021,null,8548,null,2404,null,3960,null,1402,null,4253,null,1524,null,335,null,289,null,73266,null,6013,null,37196,null,3933,null,33639,null,3428,null,2431,null,733,null,0400000US32,Nevada,32
17654,null,2108,null,2248,null,830,null,1293,null,833,null,955,null,469,null,0,null,253,null,15406,null,1922,null,7078,null,1452,null,7552,null,1033,null,776,null,367,null,0400000US33,New Hampshire,33
160255,null,8712,null,20541,null,4060,null,11997,null,2919,null,7382,null,1762,null,1162,null,603,null,139714,null,7746,null,64064,null,4757,null,70423,null,5100,null,5227,null,1218,null,0400000US34,New Jersey,34
61964,null,6456,null,8529,null,1898,null,4111,null,1248,null,4093,null,1022,null,325,null,203,null,53435,null,6312,null,23112,null,3646,null,26294,null,3657,null,4029,null,1044,null,0400000US35,New Mexico,35
376256,null,15026,null,70667,null,6237,null,33186,null,4033,null,34102,null,4250,null,3379,null,836,null,305589,null,13553,null,127146,null,7770,null,160829,null,8580,null,17614,null,2393,null,0400000US36,New York,36
148872,null,9050,null,29535,null,4603,null,18058,null,3234,null,10463,null,2592,null,1014,null,438,null,119337,null,7853,null,63317,null,5219,null,51895,null,4134,null,4125,null,930,null,0400000US37,North Carolina,37
7948,null,1671,null,1947,null,827,null,987,null,500,null,852,null,577,null,108,null,99,null,6001,null,1364,null,3253,null,865,null,2425,null,815,null,323,null,239,null,0400000US38,North Dakota,38
201347,null,9244,null,50838,null,5925,null,31890,null,5130,null,17040,null,2103,null,1908,null,664,null,150509,null,7436,null,79295,null,5830,null,63735,null,3796,null,7479,null,1206,null,0400000US39,Ohio,39
233240,null,10012,null,51042,null,4876,null,27186,null,3478,null,21543,null,2549,null,2313,null,626,null,182198,null,8876,null,69607,null,4853,null,96861,null,5848,null,15730,null,1697,null,0400000US40,Oklahoma,40
127693,null,7785,null,25060,null,3355,null,12251,null,2568,null,12186,null,1761,null,623,null,397,null,102633,null,6510,null,47818,null,4103,null,49639,null,3843,null,5176,null,925,null,0400000US41,Oregon,41
178332,null,9016,null,44275,null,5303,null,28239,null,4310,null,15058,null,2028,null,978,null,398,null,134057,null,7537,null,70770,null,5688,null,56567,null,3756,null,6720,null,1346,null,0400000US42,Pennsylvania,42
18841,null,3059,null,2317,null,1034,null,1020,null,649,null,1297,null,678,null,0,null,287,null,16524,null,2885,null,8444,null,1954,null,7524,null,1504,null,556,null,309,null,0400000US44,Rhode Island,44
66097,null,5113,null,14232,null,2971,null,9673,null,2257,null,4451,null,1433,null,108,null,115,null,51865,null,4353,null,27391,null,2424,null,22397,null,2879,null,2077,null,685,null,0400000US45,South Carolina,45
16142,null,2556,null,5263,null,1522,null,3879,null,1198,null,1373,null,550,null,11,null,17,null,10879,null,2123,null,5231,null,1395,null,5185,null,1305,null,463,null,208,null,0400000US46,South Dakota,46
93271,null,6955,null,20440,null,3805,null,12420,null,3072,null,7061,null,1430,null,959,null,506,null,72831,null,6364,null,37373,null,4266,null,31394,null,3702,null,4064,null,841,null,0400000US47,Tennessee,47
458771,null,16708,null,73319,null,7450,null,38204,null,5206,null,31534,null,3646,null,3581,null,771,null,385452,null,14469,null,181184,null,9226,null,185000,null,7884,null,19268,null,2257,null,0400000US48,Texas,48
54365,null,4680,null,5420,null,1803,null,2606,null,1004,null,2225,null,1101,null,589,null,368,null,48945,null,4904,null,28442,null,3094,null,19805,null,2650,null,698,null,414,null,0400000US49,Utah,49
9231,null,1413,null,1574,null,591,null,681,null,459,null,834,null,352,null,59,null,88,null,7657,null,1469,null,2887,null,797,null,4302,null,972,null,468,null,236,null,0400000US50,Vermont,50
161776,null,10280,null,18814,null,3404,null,11372,null,2939,null,7253,null,1633,null,189,null,249,null,142962,null,9739,null,74350,null,6698,null,64605,null,5083,null,4007,null,890,null,0400000US51,Virginia,51
251553,null,9214,null,38723,null,4776,null,20446,null,3389,null,17269,null,2441,null,1008,null,543,null,212830,null,8683,null,103231,null,5171,null,101935,null,5587,null,7664,null,1261,null,0400000US53,Washington,53
23697,null,3017,null,6957,null,1950,null,3169,null,1088,null,3445,null,1258,null,343,null,281,null,16740,null,2400,null,8854,null,1736,null,6552,null,1169,null,1334,null,609,null,0400000US54,West Virginia,54
86180,null,6653,null,16075,null,3227,null,9884,null,2447,null,5868,null,1415,null,323,null,228,null,70105,null,5724,null,40990,null,4330,null,27000,null,2941,null,2115,null,610,null,0400000US55,Wisconsin,55
14465,null,2229,null,2524,null,1138,null,1222,null,785,null,1172,null,564,null,130,null,123,null,11941,null,2006,null,6437,null,1472,null,4567,null,1044,null,937,null,503,null,0400000US56,Wyoming,56
303618,null,11552,null,141189,null,9996,null,51187,null,5506,null,76620,null,6199,null,13382,null,2014,null,162429,null,10274,null,35221,null,4257,null,111765,null,6794,null,15443,null,2155,null,0400000US72,Puerto Rico,72
