B16002_001E,B16002_001EA,B16002_001M,B16002_001MA,B16002_002E,B16002_002EA,B16002_002M,B16002_002MA,B16002_003E,B16002_003EA,B16002_003M,B16002_003MA,B16002_004E,B16002_004EA,B16002_004M,B16002_004MA,B16002_005E,B16002_005EA,B16002_005M,B16002_005MA,B16002_006E,B16002_006EA,B16002_006M,B16002_006MA,B16002_007E,B16002_007EA,B16002_007M,B16002_007MA,B16002_008E,B16002_008EA,B16002_008M,B16002_008MA,B16002_009E,B16002_009EA,B16002_009M,B16002_009MA,B16002_010E,B16002_010EA,B16002_010M,B16002_010MA,B16002_011E,B16002_011EA,B16002_011M,B16002_011MA,B16002_012E,B16002_012EA,B16002_012M,B16002_012MA,B16002_013E,B16002_013EA,B16002_013M,B16002_013MA,B16002_014E,B16002_014EA,B16002_014M,B16002_014MA,GEO_ID,NAME,state
3469845,null,17452,null,3034322,null,17097,null,232044,null,6275,null,79201,null,4617,null,152843,null,5527,null,105939,null,5557,null,12561,null,2062,null,93378,null,5074,null,67672,null,3978,null,18188,null,2212,null,49484,null,3606,null,29868,null,2741,null,4258,null,1111,null,25610,null,2501,null,0400000US13,Georgia,13
437105,null,4492,null,300526,null,5228,null,16065,null,1825,null,1417,null,679,null,14648,null,2010,null,10531,null,1562,null,260,null,206,null,10271,null,1574,null,108967,null,4381,null,24509,null,2480,null,84458,null,3954,null,1016,null,436,null,113,null,128,null,903,null,421,null,0400000US15,Hawaii,15
566004,null,4603,null,502115,null,5402,null,42845,null,2571,null,11016,null,1561,null,31829,null,2762,null,13304,null,1980,null,1141,null,643,null,12163,null,1858,null,5650,null,993,null,1288,null,561,null,4362,null,950,null,2090,null,707,null,0,null,259,null,2090,null,707,null,0400000US16,Idaho,16
4766252,null,13014,null,3759709,null,18025,null,522251,null,7026,null,148513,null,6546,null,373738,null,7995,null,321725,null,8403,null,82776,null,4759,null,238949,null,6751,null,122640,null,4431,null,30796,null,3171,null,91844,null,4013,null,39927,null,3380,null,7610,null,1587,null,32317,null,2909,null,0400000US17,Illinois,17
2480570,null,10473,null,2280858,null,9761,null,108162,null,4006,null,25737,null,2408,null,82425,null,4159,null,60818,null,2872,null,7239,null,1266,null,53579,null,2964,null,23766,null,1877,null,6772,null,1219,null,16994,null,1754,null,6966,null,1352,null,1244,null,626,null,5722,null,1182,null,0400000US18,Indiana,18
1215351,null,6468,null,1128483,null,6153,null,46570,null,2316,null,10940,null,1408,null,35630,null,2541,null,24082,null,2310,null,2819,null,833,null,21263,null,2002,null,12400,null,1118,null,3876,null,800,null,8524,null,1153,null,3816,null,799,null,853,null,527,null,2963,null,789,null,0400000US19,Iowa,19
1110829,null,6612,null,998528,null,6792,null,67725,null,3076,null,17452,null,1745,null,50273,null,3317,null,23662,null,2325,null,2836,null,818,null,20826,null,2091,null,16551,null,1453,null,4684,null,904,null,11867,null,1346,null,4363,null,1093,null,831,null,498,null,3532,null,926,null,0400000US20,Kansas,20
1686277,null,9662,null,1602711,null,10068,null,42579,null,2899,null,9948,null,1592,null,32631,null,2762,null,23486,null,2052,null,2404,null,825,null,21082,null,1983,null,13552,null,1550,null,3796,null,831,null,9756,null,1361,null,3949,null,991,null,1458,null,750,null,2491,null,699,null,0400000US21,Kentucky,21
1625153,null,9520,null,1441124,null,9919,null,53214,null,3063,null,11923,null,1505,null,41291,null,3108,null,109659,null,4540,null,8875,null,1376,null,100784,null,4393,null,16926,null,1597,null,5808,null,1363,null,11118,null,1553,null,4230,null,1038,null,129,null,150,null,4101,null,1054,null,0400000US22,Louisiana,22
542363,null,5056,null,486855,null,4920,null,8118,null,1443,null,920,null,433,null,7198,null,1454,null,41258,null,2865,null,4146,null,827,null,37112,null,2783,null,3452,null,751,null,1233,null,543,null,2219,null,573,null,2680,null,659,null,777,null,336,null,1903,null,628,null,0400000US23,Maine,23
2092692,null,7904,null,1753949,null,10078,null,115497,null,3968,null,25876,null,2395,null,89621,null,3614,null,114120,null,4397,null,15795,null,2143,null,98325,null,3919,null,70538,null,3284,null,17519,null,1823,null,53019,null,3074,null,38588,null,3195,null,4269,null,1106,null,34319,null,2874,null,0400000US24,Maryland,24
2467323,null,8171,null,1907919,null,11833,null,185370,null,5516,null,53917,null,4079,null,131453,null,5350,null,263327,null,7500,null,53158,null,3540,null,210169,null,6849,null,80708,null,3486,null,22912,null,2125,null,57796,null,2989,null,29999,null,3437,null,6670,null,1618,null,23329,null,2778,null,0400000US25,Massachusetts,25
3810801,null,12762,null,3431334,null,13238,null,125393,null,4847,null,22318,null,2492,null,103075,null,4729,null,146161,null,4803,null,19866,null,2182,null,126295,null,4994,null,54915,null,2645,null,14335,null,1726,null,40580,null,2625,null,52998,null,3784,null,10166,null,1782,null,42832,null,3008,null,0400000US26,Michigan,26
2089449,null,7329,null,1876775,null,7827,null,77877,null,3221,null,16744,null,1734,null,61133,null,3201,null,60531,null,3256,null,7812,null,1422,null,52719,null,2966,null,43311,null,2346,null,10994,null,1557,null,32317,null,2254,null,30955,null,2271,null,8565,null,1516,null,22390,null,1824,null,0400000US27,Minnesota,27
1094208,null,7307,null,1046625,null,7516,null,27684,null,2733,null,6784,null,1480,null,20900,null,2470,null,10916,null,1570,null,448,null,266,null,10468,null,1538,null,5132,null,860,null,1095,null,500,null,4037,null,819,null,3851,null,863,null,257,null,206,null,3594,null,823,null,0400000US28,Mississippi,28
2330040,null,9044,null,2171393,null,9962,null,70424,null,3845,null,11824,null,1501,null,58600,null,3774,null,52516,null,3153,null,8262,null,1369,null,44254,null,2915,null,25948,null,1828,null,8145,null,1493,null,17803,null,1741,null,9759,null,1691,null,2337,null,680,null,7422,null,1539,null,0400000US29,Missouri,29
375598,null,3682,null,353098,null,3842,null,7033,null,1163,null,357,null,245,null,6676,null,1192,null,9360,null,1216,null,1131,null,593,null,8229,null,1137,null,2107,null,723,null,388,null,309,null,1719,null,720,null,4000,null,794,null,43,null,55,null,3957,null,785,null,0400000US30,Montana,30
704143,null,4204,null,637672,null,4839,null,40868,null,2457,null,13297,null,1646,null,27571,null,2422,null,14884,null,2052,null,1343,null,515,null,13541,null,1961,null,6743,null,1075,null,1889,null,674,null,4854,null,915,null,3976,null,1187,null,779,null,409,null,3197,null,1145,null,0400000US31,Nebraska,31
952856,null,7182,null,693441,null,8509,null,167699,null,4326,null,56545,null,3782,null,111154,null,5363,null,32595,null,2791,null,3742,null,948,null,28853,null,2695,null,49782,null,2929,null,8276,null,1314,null,41506,null,2809,null,9339,null,1614,null,1428,null,656,null,7911,null,1482,null,0400000US32,Nevada,32
505286,null,4732,null,450834,null,5590,null,12633,null,1668,null,2838,null,1236,null,9795,null,1359,null,33608,null,3114,null,3488,null,1062,null,30120,null,2764,null,6081,null,1021,null,1127,null,594,null,4954,null,993,null,2130,null,718,null,266,null,320,null,1864,null,659,null,0400000US33,New Hampshire,33
3154012,null,10110,null,2245237,null,11954,null,427622,null,6891,null,133741,null,6514,null,293881,null,7371,null,299083,null,7720,null,52905,null,3666,null,246178,null,7206,null,138804,null,3962,null,35347,null,2860,null,103457,null,3451,null,43266,null,3101,null,6783,null,1404,null,36483,null,2866,null,0400000US34,New Jersey,34
741399,null,5755,null,446674,null,6798,null,234903,null,5253,null,38179,null,3287,null,196724,null,4828,null,14968,null,1839,null,1163,null,363,null,13805,null,1800,null,7885,null,1033,null,1769,null,678,null,6116,null,1060,null,36969,null,2136,null,5210,null,949,null,31759,null,2022,null,0400000US35,New Mexico,35
7137482,null,15735,null,5035204,null,19307,null,978467,null,10793,null,298926,null,8560,null,679541,null,10122,null,724172,null,10689,null,173002,null,5363,null,551170,null,10345,null,294745,null,6109,null,115994,null,5064,null,178751,null,5797,null,104894,null,5096,null,20622,null,2675,null,84272,null,4690,null,0400000US36,New York,36
3595175,null,14706,null,3244848,null,12852,null,217777,null,5667,null,79134,null,4889,null,138643,null,5016,null,74248,null,3881,null,7468,null,1472,null,66780,null,3824,null,44212,null,2690,null,10313,null,1353,null,33899,null,2479,null,14090,null,2126,null,1986,null,807,null,12104,null,1827,null,0400000US37,North Carolina,37
274743,null,2659,null,253051,null,2899,null,5424,null,864,null,170,null,139,null,5254,null,868,null,13190,null,1728,null,1205,null,423,null,11985,null,1667,null,1310,null,574,null,253,null,226,null,1057,null,529,null,1768,null,467,null,175,null,283,null,1593,null,447,null,0400000US38,North Dakota,38
4508871,null,14815,null,4177029,null,15012,null,112246,null,3936,null,18433,null,1867,null,93813,null,3620,null,143448,null,5681,null,21543,null,2583,null,121905,null,4528,null,45349,null,2690,null,11848,null,1869,null,33501,null,2325,null,30799,null,2396,null,5163,null,1027,null,25636,null,2373,null,0400000US39,Ohio,39
1407933,null,7799,null,1279895,null,8874,null,76399,null,3068,null,22881,null,1967,null,53518,null,3403,null,20730,null,1736,null,2058,null,703,null,18672,null,1742,null,18781,null,1898,null,5013,null,1059,null,13768,null,1788,null,12128,null,1520,null,796,null,428,null,11332,null,1455,null,0400000US40,Oklahoma,40
1474755,null,6858,null,1268398,null,8250,null,110454,null,4284,null,30771,null,2833,null,79683,null,4264,null,46518,null,3476,null,6565,null,1210,null,39953,null,3428,null,42041,null,2867,null,10234,null,1624,null,31807,null,2321,null,7344,null,1355,null,752,null,479,null,6592,null,1267,null,0400000US41,Oregon,41
4904554,null,11469,null,4379790,null,12952,null,201391,null,5175,null,44905,null,3383,null,156486,null,5610,null,224166,null,5817,null,33900,null,2908,null,190266,null,4865,null,71767,null,3300,null,23202,null,2414,null,48565,null,2638,null,27440,null,2363,null,3267,null,1020,null,24173,null,2402,null,0400000US42,Pennsylvania,42
399107,null,3931,null,314614,null,4768,null,36446,null,2028,null,12904,null,1999,null,23542,null,2434,null,37455,null,2654,null,7035,null,1625,null,30420,null,2480,null,7929,null,1047,null,2422,null,858,null,5507,null,974,null,2663,null,819,null,296,null,253,null,2367,null,773,null,0400000US44,Rhode Island,44
1702300,null,9251,null,1586511,null,9234,null,64757,null,3858,null,22331,null,2223,null,42426,null,2976,null,33460,null,3208,null,2771,null,800,null,30689,null,3102,null,13760,null,1636,null,3411,null,962,null,10349,null,1388,null,3812,null,1090,null,488,null,362,null,3324,null,1012,null,0400000US45,South Carolina,45
319926,null,3421,null,295759,null,4272,null,7663,null,941,null,1035,null,428,null,6628,null,969,null,9049,null,1429,null,1341,null,551,null,7708,null,1314,null,1521,null,543,null,167,null,230,null,1354,null,489,null,5934,null,990,null,275,null,231,null,5659,null,929,null,0400000US46,South Dakota,46
2434683,null,10947,null,2286482,null,11483,null,80671,null,3742,null,23331,null,2098,null,57340,null,3391,null,34814,null,2557,null,3318,null,775,null,31496,null,2485,null,23128,null,1827,null,5468,null,954,null,17660,null,1820,null,9588,null,1830,null,3215,null,1034,null,6373,null,1318,null,0400000US47,Tennessee,47
8422249,null,18072,null,5586826,null,21468,null,2363236,null,18875,null,648303,null,11220,null,1714933,null,17896,null,210507,null,5524,null,22265,null,2414,null,188242,null,5570,null,207319,null,5251,null,57310,null,3845,null,150009,null,5463,null,54361,null,3658,null,7790,null,1754,null,46571,null,3496,null,0400000US48,Texas,48
854244,null,4876,null,709981,null,5575,null,88244,null,3083,null,20071,null,2044,null,68173,null,3437,null,30234,null,2550,null,1981,null,634,null,28253,null,2376,null,19459,null,1637,null,3577,null,898,null,15882,null,1545,null,6326,null,1097,null,1364,null,764,null,4962,null,855,null,0400000US49,Utah,49
249986,null,2593,null,230808,null,2827,null,3395,null,734,null,265,null,170,null,3130,null,709,null,13634,null,1702,null,1011,null,426,null,12623,null,1679,null,1622,null,484,null,517,null,326,null,1105,null,438,null,527,null,282,null,0,null,211,null,527,null,282,null,0400000US50,Vermont,50
2961083,null,11010,null,2544026,null,12054,null,172833,null,5558,null,42345,null,2956,null,130488,null,5682,null,112629,null,5053,null,12139,null,2064,null,100490,null,4648,null,98295,null,3392,null,23362,null,2066,null,74933,null,3610,null,33300,null,3156,null,5161,null,1285,null,28139,null,2779,null,0400000US51,Virginia,51
2547663,null,9073,null,2115280,null,9814,null,168849,null,4802,null,45857,null,3051,null,122992,null,5155,null,109645,null,4957,null,18947,null,2358,null,90698,null,4358,null,133499,null,4558,null,33680,null,2427,null,99819,null,4068,null,20390,null,2296,null,3638,null,1000,null,16752,null,2224,null,0400000US53,Washington,53
749586,null,6455,null,728052,null,6069,null,9952,null,1339,null,984,null,590,null,8968,null,1246,null,7621,null,1217,null,505,null,330,null,7116,null,1203,null,2967,null,812,null,388,null,240,null,2579,null,803,null,994,null,431,null,0,null,265,null,994,null,431,null,0400000US54,West Virginia,54
2249630,null,8922,null,2049628,null,8913,null,101834,null,3512,null,21880,null,2119,null,79954,null,3388,null,65179,null,3618,null,6601,null,1180,null,58578,null,3400,null,26243,null,1803,null,5165,null,1101,null,21078,null,1782,null,6746,null,1203,null,566,null,331,null,6180,null,1140,null,0400000US55,Wisconsin,55
208613,null,3448,null,192893,null,3593,null,10579,null,1491,null,1555,null,688,null,9024,null,1286,null,3151,null,686,null,312,null,262,null,2839,null,697,null,838,null,463,null,266,null,266,null,572,null,378,null,1152,null,445,null,17,null,31,null,1135,null,449,null,0400000US56,Wyoming,56
1186497,null,10034,null,41578,null,2312,null,1143418,null,9656,null,851844,null,8839,null,291574,null,7014,null,1062,null,429,null,228,null,199,null,834,null,376,null,101,null,120,null,0,null,289,null,101,null,120,null,338,null,241,null,118,null,137,null,220,null,196,null,0400000US72,Puerto Rico,72
