B05003A_001E,B05003A_001EA,B05003A_001M,B05003A_001MA,B05003A_002E,B05003A_002EA,B05003A_002M,B05003A_002MA,B05003A_003E,B05003A_003EA,B05003A_003M,B05003A_003MA,B05003A_004E,B05003A_004EA,B05003A_004M,B05003A_004MA,B05003A_005E,B05003A_005EA,B05003A_005M,B05003A_005MA,B05003A_006E,B05003A_006EA,B05003A_006M,B05003A_006MA,B05003A_007E,B05003A_007EA,B05003A_007M,B05003A_007MA,B05003A_008E,B05003A_008EA,B05003A_008M,B05003A_008MA,B05003A_009E,B05003A_009EA,B05003A_009M,B05003A_009MA,B05003A_010E,B05003A_010EA,B05003A_010M,B05003A_010MA,B05003A_011E,B05003A_011EA,B05003A_011M,B05003A_011MA,B05003A_012E,B05003A_012EA,B05003A_012M,B05003A_012MA,B05003A_013E,B05003A_013EA,B05003A_013M,B05003A_013MA,B05003A_014E,B05003A_014EA,B05003A_014M,B05003A_014MA,B05003A_015E,B05003A_015EA,B05003A_015M,B05003A_015MA,B05003A_016E,B05003A_016EA,B05003A_016M,B05003A_016MA,B05003A_017E,B05003A_017EA,B05003A_017M,B05003A_017MA,B05003A_018E,B05003A_018EA,B05003A_018M,B05003A_018MA,B05003A_019E,B05003A_019EA,B05003A_019M,B05003A_019MA,B05003A_020E,B05003A_020EA,B05003A_020M,B05003A_020MA,B05003A_021E,B05003A_021EA,B05003A_021M,B05003A_021MA,B05003A_022E,B05003A_022EA,B05003A_022M,B05003A_022MA,B05003A_023E,B05003A_023EA,B05003A_023M,B05003A_023MA,GEO_ID,NAME,state
1412637,null,5006,null,708182,null,3122,null,189819,null,1706,null,186803,null,1814,null,3016,null,898,null,388,null,291,null,2628,null,860,null,518363,null,2168,null,487966,null,2866,null,30397,null,3344,null,9156,null,1946,null,21241,null,2562,null,704455,null,2925,null,179437,null,1735,null,176087,null,1772,null,3350,null,1033,null,792,null,422,null,2558,null,906,null,525018,null,1714,null,499060,null,2598,null,25958,null,2682,null,10218,null,1545,null,15740,null,2051,null,0400000US16,Idaho,16
9380332,null,28707,null,4635515,null,15172,null,1079701,null,8075,null,1049529,null,7895,null,30172,null,3826,null,7592,null,1347,null,22580,null,3413,null,3555814,null,9856,null,3107842,null,11178,null,447972,null,11417,null,200501,null,6436,null,247471,null,9909,null,4744817,null,15899,null,1031229,null,7934,null,1003927,null,7742,null,27302,null,2830,null,6693,null,1453,null,20609,null,2679,null,3713588,null,10649,null,3293873,null,12555,null,419715,null,10308,null,215829,null,7429,null,203886,null,7911,null,0400000US17,Illinois,17
5467562,null,9363,null,2690975,null,5651,null,656154,null,3335,null,650690,null,3331,null,5464,null,1320,null,1853,null,659,null,3611,null,1124,null,2034821,null,3841,null,1980287,null,4017,null,54534,null,4166,null,19537,null,2429,null,34997,null,3365,null,2776587,null,5363,null,625090,null,3379,null,619701,null,3355,null,5389,null,1048,null,1430,null,667,null,3959,null,878,null,2151497,null,3233,null,2099522,null,4087,null,51975,null,4149,null,22446,null,2484,null,29529,null,2804,null,0400000US18,Indiana,18
2783128,null,5425,null,1365683,null,3213,null,320998,null,1606,null,318707,null,1770,null,2291,null,742,null,306,null,200,null,1985,null,713,null,1044685,null,2337,null,1022181,null,2621,null,22504,null,2437,null,8243,null,1168,null,14261,null,2122,null,1417445,null,3510,null,308042,null,2067,null,305526,null,2156,null,2516,null,686,null,442,null,255,null,2074,null,706,null,1109403,null,2076,null,1087323,null,2734,null,22080,null,2319,null,9482,null,1580,null,12598,null,1699,null,0400000US19,Iowa,19
2416768,null,7426,null,1194434,null,5197,null,291489,null,2674,null,287755,null,2758,null,3734,null,1033,null,566,null,342,null,3168,null,1009,null,902945,null,3505,null,863566,null,3396,null,39379,null,3982,null,13728,null,2297,null,25651,null,2700,null,1222334,null,4223,null,279449,null,2537,null,275839,null,2483,null,3610,null,865,null,664,null,411,null,2946,null,786,null,942885,null,2559,null,907274,null,2976,null,35611,null,2692,null,15195,null,1924,null,20416,null,2086,null,0400000US20,Kansas,20
3802285,null,4563,null,1856312,null,4147,null,438694,null,2957,null,434469,null,3053,null,4225,null,1139,null,1386,null,579,null,2839,null,1037,null,1417618,null,2327,null,1390978,null,2656,null,26640,null,2474,null,8492,null,1662,null,18148,null,1984,null,1945973,null,3599,null,419705,null,2914,null,416600,null,2924,null,3105,null,923,null,869,null,435,null,2236,null,866,null,1526268,null,1698,null,1501846,null,2552,null,24422,null,2212,null,10096,null,1385,null,14326,null,1682,null,0400000US21,Kentucky,21
2824780,null,5754,null,1382246,null,4148,null,318224,null,2549,null,316994,null,2581,null,1230,null,547,null,205,null,196,null,1025,null,472,null,1064022,null,2651,null,1035736,null,2946,null,28286,null,2863,null,11056,null,1807,null,17230,null,2524,null,1442534,null,3583,null,308305,null,2271,null,306702,null,2197,null,1603,null,551,null,636,null,352,null,967,null,556,null,1134229,null,2174,null,1105216,null,2656,null,29013,null,2327,null,15833,null,1754,null,13180,null,2107,null,0400000US22,Louisiana,22
1261279,null,1578,null,613679,null,991,null,129787,null,617,null,129114,null,721,null,673,null,514,null,225,null,194,null,448,null,499,null,483892,null,640,null,473746,null,1530,null,10146,null,1391,null,5960,null,1041,null,4186,null,953,null,647600,null,1085,null,123834,null,735,null,123437,null,787,null,397,null,223,null,247,null,186,null,150,null,118,null,523766,null,793,null,508606,null,1572,null,15160,null,1498,null,9597,null,1254,null,5563,null,1090,null,0400000US23,Maine,23
3449411,null,12091,null,1693983,null,6947,null,385377,null,3349,null,374521,null,3523,null,10856,null,2121,null,3008,null,1021,null,7848,null,1736,null,1308606,null,4625,null,1200101,null,4313,null,108505,null,6342,null,45050,null,2960,null,63455,null,4990,null,1755428,null,6318,null,360561,null,3908,null,351863,null,3985,null,8698,null,1728,null,2327,null,839,null,6371,null,1610,null,1394867,null,3367,null,1281224,null,4672,null,113643,null,5235,null,59128,null,3567,null,54515,null,4026,null,0400000US24,Maryland,24
5363392,null,14558,null,2598511,null,7442,null,561661,null,3334,null,547864,null,4178,null,13797,null,2255,null,4407,null,1154,null,9390,null,1803,null,2036850,null,5743,null,1828015,null,9114,null,208835,null,8786,null,104577,null,5885,null,104258,null,7934,null,2764881,null,8241,null,531031,null,3647,null,517533,null,4435,null,13498,null,2641,null,4381,null,1328,null,9117,null,2122,null,2233850,null,5496,null,2020396,null,9022,null,213454,null,8573,null,123252,null,6859,null,90202,null,5456,null,0400000US25,Massachusetts,25
7964843,null,8719,null,3935134,null,5360,null,905579,null,2816,null,891688,null,3534,null,13891,null,2131,null,4721,null,1206,null,9170,null,1807,null,3029555,null,3928,null,2880934,null,6560,null,148621,null,6114,null,85755,null,4562,null,62866,null,4279,null,4029709,null,4992,null,860860,null,3034,null,848663,null,4040,null,12197,null,2242,null,4048,null,1147,null,8149,null,1799,null,3168849,null,3611,null,3016853,null,6348,null,151996,null,5663,null,88587,null,4167,null,63409,null,3993,null,0400000US26,Michigan,26
4601081,null,5961,null,2281317,null,3850,null,525058,null,1965,null,516933,null,2246,null,8125,null,1638,null,2554,null,816,null,5571,null,1356,null,1756259,null,2811,null,1699101,null,3805,null,57158,null,3868,null,22126,null,2031,null,35032,null,3375,null,2319764,null,3410,null,500718,null,2135,null,494539,null,2325,null,6179,null,1117,null,1828,null,697,null,4351,null,988,null,1819046,null,2247,null,1764965,null,3722,null,54081,null,3612,null,25037,null,2242,null,29044,null,2992,null,0400000US27,Minnesota,27
1755352,null,4798,null,865059,null,4029,null,205744,null,2606,null,204248,null,2444,null,1496,null,527,null,428,null,321,null,1068,null,452,null,659315,null,2685,null,643518,null,2908,null,15797,null,2747,null,4492,null,1345,null,11305,null,2580,null,890293,null,4021,null,191219,null,3121,null,190174,null,3213,null,1045,null,587,null,192,null,193,null,853,null,551,null,699074,null,1937,null,687798,null,2097,null,11276,null,1641,null,4881,null,1030,null,6395,null,1437,null,0400000US28,Mississippi,28
4975446,null,6991,null,2439391,null,4207,null,577838,null,2854,null,571281,null,3382,null,6557,null,1845,null,2235,null,871,null,4322,null,1504,null,1861553,null,2487,null,1813140,null,3653,null,48413,null,3979,null,20401,null,2405,null,28012,null,3334,null,2536055,null,4107,null,550826,null,2549,null,545531,null,2624,null,5295,null,1174,null,963,null,359,null,4332,null,1058,null,1985229,null,2286,null,1934452,null,3948,null,50777,null,3917,null,22742,null,2135,null,28035,null,3501,null,0400000US29,Missouri,29
867054,null,1763,null,433617,null,1688,null,94350,null,1254,null,93642,null,1297,null,708,null,487,null,444,null,375,null,264,null,379,null,339267,null,1049,null,333120,null,2062,null,6147,null,1539,null,3342,null,1019,null,2805,null,1079,null,433437,null,1628,null,90765,null,1482,null,90465,null,1552,null,300,null,319,null,126,null,157,null,174,null,290,null,342672,null,904,null,336141,null,1287,null,6531,null,1120,null,3346,null,748,null,3185,null,881,null,0400000US30,Montana,30
1585708,null,4981,null,784031,null,2977,null,190921,null,1887,null,187975,null,2008,null,2946,null,1133,null,273,null,285,null,2673,null,1068,null,593110,null,1995,null,568120,null,2011,null,24990,null,2593,null,7394,null,1225,null,17596,null,2787,null,801677,null,2723,null,180312,null,1867,null,178076,null,1954,null,2236,null,808,null,346,null,297,null,1890,null,754,null,621365,null,1746,null,601569,null,2308,null,19796,null,1901,null,6859,null,1131,null,12937,null,1664,null,0400000US31,Nebraska,31
2008916,null,11728,null,1032798,null,6379,null,253640,null,3607,null,240164,null,3752,null,13476,null,2622,null,431,null,339,null,13045,null,2671,null,779158,null,4171,null,624055,null,6259,null,155103,null,6882,null,46797,null,4319,null,108306,null,6455,null,976118,null,7133,null,237914,null,3797,null,221930,null,4248,null,15984,null,2825,null,869,null,606,null,15115,null,2771,null,738204,null,4373,null,607232,null,5801,null,130972,null,6024,null,44550,null,3639,null,86422,null,5325,null,0400000US32,Nevada,32
1247710,null,2484,null,614146,null,1523,null,138190,null,968,null,137428,null,1123,null,762,null,394,null,331,null,297,null,431,null,278,null,475956,null,1028,null,457807,null,2520,null,18149,null,2407,null,10584,null,1767,null,7565,null,1867,null,633564,null,1642,null,131486,null,962,null,130697,null,1040,null,789,null,428,null,406,null,300,null,383,null,290,null,502078,null,1134,null,482976,null,2235,null,19102,null,2386,null,11271,null,1870,null,7831,null,1277,null,0400000US33,New Hampshire,33
6144121,null,16851,null,3009487,null,10208,null,683232,null,4291,null,660586,null,4789,null,22646,null,2792,null,5122,null,992,null,17524,null,2627,null,2326255,null,7678,null,1950636,null,8894,null,375619,null,10261,null,191597,null,6508,null,184022,null,8894,null,3134634,null,9461,null,648117,null,5121,null,625503,null,5738,null,22614,null,2425,null,5981,null,1317,null,16633,null,2255,null,2486517,null,6543,null,2111209,null,9701,null,375308,null,9784,null,213487,null,6799,null,161821,null,7369,null,0400000US34,New Jersey,34
1457480,null,12166,null,719519,null,6517,null,172803,null,3939,null,166315,null,4008,null,6488,null,1692,null,260,null,301,null,6228,null,1697,null,546716,null,4673,null,485552,null,6236,null,61164,null,4888,null,15787,null,1851,null,45377,null,4693,null,737961,null,7984,null,164658,null,4214,null,159368,null,4203,null,5290,null,1725,null,388,null,320,null,4902,null,1697,null,573303,null,4778,null,514563,null,5637,null,58740,null,4096,null,19140,null,2216,null,39600,null,3695,null,0400000US35,New Mexico,35
13092844,null,29135,null,6396378,null,17244,null,1383518,null,8064,null,1341879,null,8292,null,41639,null,3935,null,11852,null,1769,null,29787,null,3357,null,5012860,null,12883,null,4254989,null,13029,null,757871,null,15321,null,398015,null,9233,null,359856,null,12758,null,6696466,null,15327,null,1313482,null,6630,null,1273956,null,7592,null,39526,null,3999,null,13060,null,1941,null,26466,null,3612,null,5382984,null,10874,null,4570819,null,15687,null,812165,null,15467,null,485185,null,11873,null,326980,null,11438,null,0400000US36,New York,36
6492030,null,13975,null,3189803,null,9075,null,730295,null,5237,null,716759,null,5405,null,13536,null,1975,null,2178,null,735,null,11358,null,1813,null,2459508,null,5906,null,2334029,null,4712,null,125479,null,6710,null,33943,null,3137,null,91536,null,5975,null,3302227,null,7258,null,694520,null,4770,null,681692,null,4936,null,12828,null,1999,null,1380,null,585,null,11448,null,1855,null,2607707,null,4429,null,2495938,null,5866,null,111769,null,6356,null,40305,null,3479,null,71464,null,5261,null,0400000US37,North Carolina,37
583732,null,1428,null,292739,null,1274,null,62066,null,944,null,61463,null,899,null,603,null,494,null,289,null,345,null,314,null,262,null,230673,null,678,null,227366,null,945,null,3307,null,726,null,1563,null,442,null,1744,null,615,null,290993,null,1045,null,58574,null,871,null,58097,null,932,null,477,null,502,null,71,null,106,null,406,null,496,null,232419,null,612,null,228674,null,1005,null,3745,null,869,null,2338,null,783,null,1407,null,431,null,0400000US38,North Dakota,38
9659753,null,7530,null,4725625,null,4751,null,1109740,null,2986,null,1100833,null,3323,null,8907,null,1694,null,2472,null,904,null,6435,null,1506,null,3615885,null,3059,null,3517344,null,6072,null,98541,null,6079,null,50299,null,3731,null,48242,null,4192,null,4934128,null,4615,null,1054426,null,3071,null,1045231,null,3704,null,9195,null,1775,null,3229,null,920,null,5966,null,1654,null,3879702,null,2537,null,3775346,null,4837,null,104356,null,4430,null,60595,null,3683,null,43761,null,3272,null,0400000US39,Ohio,39
2761321,null,8619,null,1360240,null,4938,null,317960,null,2889,null,312932,null,3217,null,5028,null,1565,null,624,null,465,null,4404,null,1477,null,1042280,null,3216,null,998875,null,3511,null,43405,null,3630,null,12182,null,1629,null,31223,null,3413,null,1401081,null,4823,null,299540,null,3158,null,295892,null,3058,null,3648,null,948,null,535,null,422,null,3113,null,993,null,1101541,null,2374,null,1063061,null,2661,null,38480,null,3313,null,12169,null,1677,null,26311,null,3029,null,0400000US40,Oklahoma,40
3286053,null,10792,null,1626045,null,7066,null,359429,null,3893,null,349346,null,4155,null,10083,null,1956,null,1218,null,494,null,8865,null,1873,null,1266616,null,4272,null,1172177,null,5367,null,94439,null,6421,null,29941,null,3325,null,64498,null,5483,null,1660008,null,5204,null,339277,null,3365,null,330867,null,3591,null,8410,null,1950,null,848,null,477,null,7562,null,1876,null,1320731,null,3114,null,1237313,null,4155,null,83418,null,4428,null,33726,null,3011,null,49692,null,3619,null,0400000US41,Oregon,41
10428104,null,11812,null,5080041,null,6968,null,1096960,null,3429,null,1083482,null,4188,null,13478,null,2481,null,4150,null,1310,null,9328,null,2084,null,3983081,null,5336,null,3845341,null,7540,null,137740,null,5558,null,70355,null,3782,null,67385,null,4160,null,5348063,null,6730,null,1044996,null,3762,null,1032385,null,4070,null,12611,null,2002,null,3879,null,964,null,8732,null,1860,null,4303067,null,4245,null,4153008,null,6639,null,150059,null,6131,null,84739,null,3624,null,65320,null,4768,null,0400000US42,Pennsylvania,42
874386,null,5781,null,423461,null,3481,null,88164,null,1718,null,87063,null,1725,null,1101,null,637,null,51,null,84,null,1050,null,630,null,335297,null,2572,null,307042,null,2662,null,28255,null,2913,null,14290,null,2057,null,13965,null,2166,null,450925,null,3289,null,81707,null,1818,null,80142,null,1881,null,1565,null,738,null,440,null,472,null,1125,null,658,null,369218,null,2194,null,341406,null,2868,null,27812,null,2758,null,16923,null,1969,null,10889,null,1898,null,0400000US44,Rhode Island,44
3025982,null,6180,null,1489149,null,4237,null,333625,null,2977,null,327332,null,3146,null,6293,null,1670,null,1376,null,660,null,4917,null,1528,null,1155524,null,2796,null,1103788,null,3678,null,51736,null,4127,null,13270,null,1968,null,38466,null,3398,null,1536833,null,3651,null,314848,null,2921,null,309327,null,2980,null,5521,null,1406,null,1743,null,638,null,3778,null,1240,null,1221985,null,1856,null,1176576,null,3155,null,45409,null,3183,null,18350,null,2026,null,27059,null,2521,null,0400000US45,South Carolina,45
700446,null,2418,null,348940,null,1913,null,80212,null,1178,null,79748,null,1137,null,464,null,407,null,0,null,223,null,464,null,407,null,268728,null,1168,null,266349,null,1481,null,2379,null,1072,null,1100,null,611,null,1279,null,675,null,351506,null,1375,null,74985,null,1146,null,74795,null,1147,null,190,null,195,null,0,null,223,null,190,null,195,null,276521,null,770,null,272180,null,1142,null,4341,null,1059,null,2701,null,944,null,1640,null,669,null,0400000US46,South Dakota,46
4936962,null,7398,null,2417697,null,4876,null,557442,null,2713,null,549830,null,3149,null,7612,null,1893,null,2151,null,1068,null,5461,null,1357,null,1860255,null,3439,null,1795907,null,3663,null,64348,null,4218,null,15497,null,2701,null,48851,null,3739,null,2519265,null,4911,null,528392,null,3633,null,522345,null,3924,null,6047,null,1245,null,1624,null,735,null,4423,null,1122,null,1990873,null,2321,null,1940503,null,3834,null,50370,null,3644,null,19056,null,2619,null,31314,null,2534,null,0400000US47,Tennessee,47
17971317,null,41576,null,8950392,null,23921,null,2430148,null,13300,null,2334488,null,13196,null,95660,null,7500,null,10816,null,2142,null,84844,null,7109,null,6520244,null,16961,null,5453531,null,19672,null,1066713,null,18866,null,295733,null,9841,null,770980,null,16164,null,9020925,null,25081,null,2318975,null,13736,null,2224929,null,13539,null,94046,null,5181,null,10489,null,2147,null,83557,null,4778,null,6701950,null,15626,null,5716117,null,17553,null,985833,null,17029,null,330537,null,10178,null,655296,null,15099,null,0400000US48,Texas,48
2489521,null,6528,null,1254248,null,4334,null,389442,null,2208,null,381807,null,2808,null,7635,null,1661,null,773,null,340,null,6862,null,1583,null,864806,null,3313,null,793790,null,3665,null,71016,null,3967,null,21494,null,2514,null,49522,null,3620,null,1235273,null,3161,null,364666,null,2211,null,357371,null,2583,null,7295,null,1742,null,1273,null,670,null,6022,null,1438,null,870607,null,2183,null,808188,null,3892,null,62419,null,3874,null,21169,null,2343,null,41250,null,3535,null,0400000US49,Utah,49
595770,null,882,null,292614,null,778,null,61749,null,385,null,61262,null,414,null,487,null,264,null,197,null,163,null,290,null,198,null,230865,null,708,null,222878,null,1346,null,7987,null,1177,null,4865,null,934,null,3122,null,829,null,303156,null,834,null,58367,null,584,null,57915,null,631,null,452,null,224,null,271,null,183,null,181,null,141,null,244789,null,646,null,236306,null,1231,null,8483,null,1142,null,5164,null,800,null,3319,null,706,null,0400000US50,Vermont,50
5500412,null,13834,null,2720725,null,8762,null,616388,null,4694,null,604030,null,5039,null,12358,null,2021,null,3992,null,1312,null,8366,null,1729,null,2104337,null,5828,null,1958933,null,6068,null,145404,null,7002,null,58983,null,3873,null,86421,null,5700,null,2779687,null,7938,null,576048,null,4593,null,563894,null,4556,null,12154,null,2317,null,3375,null,945,null,8779,null,2090,null,2203639,null,4646,null,2054713,null,6437,null,148926,null,6829,null,68621,null,3606,null,80305,null,5525,null,0400000US51,Virginia,51
5264309,null,13142,null,2617499,null,7835,null,580251,null,4122,null,563806,null,4817,null,16445,null,2996,null,1943,null,620,null,14502,null,2943,null,2037248,null,5298,null,1891642,null,6264,null,145606,null,7063,null,57760,null,3478,null,87846,null,6339,null,2646810,null,6998,null,554162,null,4456,null,539099,null,4417,null,15063,null,2595,null,3135,null,819,null,11928,null,2354,null,2092648,null,3882,null,1933454,null,6942,null,159194,null,7243,null,73535,null,4624,null,85659,null,5428,null,0400000US53,Washington,53
1712086,null,2572,null,834697,null,2679,null,183339,null,2156,null,182238,null,2220,null,1101,null,616,null,42,null,89,null,1059,null,625,null,651358,null,1552,null,646044,null,1916,null,5314,null,1504,null,2209,null,854,null,3105,null,1244,null,877389,null,2301,null,172705,null,2046,null,172118,null,2013,null,587,null,343,null,0,null,265,null,587,null,343,null,704684,null,1088,null,698807,null,1243,null,5877,null,1034,null,3030,null,720,null,2847,null,872,null,0400000US54,West Virginia,54
4972897,null,6564,null,2472498,null,4235,null,551116,null,2431,null,545140,null,2672,null,5976,null,1288,null,2075,null,760,null,3901,null,971,null,1921382,null,2971,null,1857512,null,4621,null,63870,null,4926,null,22132,null,2592,null,41738,null,4087,null,2500399,null,3407,null,521893,null,2126,null,516968,null,2347,null,4925,null,1193,null,1277,null,415,null,3648,null,1047,null,1978506,null,2308,null,1918239,null,4211,null,60267,null,3930,null,28687,null,2643,null,31580,null,2837,null,0400000US55,Wisconsin,55
489365,null,2050,null,248369,null,1685,null,58363,null,1230,null,58232,null,1217,null,131,null,184,null,0,null,261,null,131,null,184,null,190006,null,1126,null,185955,null,1242,null,4051,null,1139,null,1346,null,528,null,2705,null,979,null,240996,null,1766,null,53293,null,1403,null,53119,null,1356,null,174,null,237,null,0,null,261,null,174,null,237,null,187703,null,932,null,183707,null,1276,null,3996,null,979,null,1374,null,503,null,2622,null,840,null,0400000US56,Wyoming,56
