C15002I_001E,C15002I_001EA,C15002I_001M,C15002I_001MA,C15002I_002E,C15002I_002EA,C15002I_002M,C15002I_002MA,C15002I_003E,C15002I_003EA,C15002I_003M,C15002I_003MA,C15002I_004E,C15002I_004EA,C15002I_004M,C15002I_004MA,C15002I_005E,C15002I_005EA,C15002I_005M,C15002I_005MA,C15002I_006E,C15002I_006EA,C15002I_006M,C15002I_006MA,C15002I_007E,C15002I_007EA,C15002I_007M,C15002I_007MA,C15002I_008E,C15002I_008EA,C15002I_008M,C15002I_008MA,C15002I_009E,C15002I_009EA,C15002I_009M,C15002I_009MA,C15002I_010E,C15002I_010EA,C15002I_010M,C15002I_010MA,C15002I_011E,C15002I_011EA,C15002I_011M,C15002I_011MA,GEO_ID,NAME,state
207945,null,1686,null,110487,null,1489,null,45708,null,3378,null,24793,null,2428,null,19540,null,1997,null,20446,null,2182,null,97458,null,1256,null,34833,null,2517,null,22919,null,2029,null,18360,null,1922,null,21346,null,2027,null,0400000US24,Maryland,24
297933,null,1253,null,146676,null,1094,null,54651,null,3070,null,46147,null,3594,null,23802,null,2474,null,22076,null,2831,null,151257,null,794,null,51438,null,3380,null,39708,null,3415,null,34702,null,2649,null,25409,null,2452,null,0400000US25,Massachusetts,25
210290,null,2632,null,111236,null,2109,null,40097,null,4077,null,32188,null,2918,null,23243,null,2443,null,15708,null,2137,null,99054,null,1802,null,33942,null,2796,null,25777,null,2653,null,25068,null,2373,null,14267,null,1761,null,0400000US26,Michigan,26
105112,null,1737,null,58128,null,1365,null,21611,null,2366,null,17466,null,2410,null,9336,null,1365,null,9715,null,1364,null,46984,null,1468,null,17787,null,2058,null,12355,null,1690,null,8518,null,1383,null,8324,null,1226,null,0400000US27,Minnesota,27
29863,null,2966,null,17873,null,2084,null,8041,null,1795,null,4407,null,1193,null,4261,null,936,null,1164,null,487,null,11990,null,1668,null,6014,null,1365,null,2468,null,906,null,2163,null,739,null,1345,null,554,null,0400000US28,Mississippi,28
91257,null,1824,null,48293,null,1600,null,17052,null,1712,null,10863,null,1489,null,10996,null,1560,null,9382,null,1550,null,42964,null,1303,null,14343,null,1654,null,12471,null,1490,null,8677,null,1148,null,7473,null,1239,null,0400000US29,Missouri,29
11701,null,1239,null,5343,null,869,null,899,null,482,null,1814,null,612,null,1599,null,720,null,1031,null,464,null,6358,null,1090,null,904,null,523,null,1986,null,604,null,2075,null,781,null,1393,null,697,null,0400000US30,Montana,30
69212,null,1560,null,37666,null,1428,null,18463,null,1694,null,10069,null,1925,null,5432,null,1027,null,3702,null,780,null,31546,null,1067,null,13700,null,1561,null,7351,null,1140,null,6869,null,1220,null,3626,null,802,null,0400000US31,Nebraska,31
352970,null,1743,null,190171,null,1610,null,86136,null,5207,null,54934,null,4025,null,33198,null,4105,null,15903,null,2265,null,162799,null,1294,null,69073,null,3825,null,43777,null,3453,null,33871,null,2602,null,16078,null,2308,null,0400000US32,Nevada,32
17872,null,1081,null,8945,null,1037,null,2398,null,1111,null,2436,null,985,null,1462,null,732,null,2649,null,901,null,8927,null,921,null,1534,null,577,null,2140,null,801,null,2538,null,829,null,2715,null,800,null,0400000US33,New Hampshire,33
845535,null,1086,null,428716,null,1034,null,140657,null,6899,null,140497,null,6605,null,82046,null,5313,null,65516,null,3792,null,416819,null,721,null,117761,null,5494,null,130560,null,5363,null,97462,null,4760,null,71036,null,4467,null,0400000US34,New Jersey,34
514447,null,1859,null,253207,null,1505,null,76974,null,3860,null,79887,null,4175,null,65452,null,3583,null,30894,null,3155,null,261240,null,1246,null,74535,null,3427,null,74786,null,3317,null,77521,null,4234,null,34398,null,2803,null,0400000US35,New Mexico,35
1937972,null,2238,null,940872,null,2175,null,355454,null,9008,null,270484,null,9178,null,184946,null,8457,null,129988,null,6918,null,997100,null,1876,null,351096,null,9002,null,256592,null,8067,null,220361,null,6706,null,169051,null,7018,null,0400000US36,New York,36
340744,null,4623,null,199911,null,3398,null,102113,null,5749,null,43779,null,4313,null,31065,null,3973,null,22954,null,2997,null,140833,null,2703,null,62309,null,3220,null,30248,null,2660,null,27645,null,2814,null,20631,null,2045,null,0400000US37,North Carolina,37
6622,null,776,null,3428,null,652,null,582,null,292,null,1056,null,445,null,1358,null,600,null,432,null,310,null,3194,null,716,null,610,null,322,null,685,null,322,null,1394,null,639,null,505,null,316,null,0400000US38,North Dakota,38
152627,null,2403,null,80294,null,1877,null,26387,null,2507,null,24709,null,2113,null,15092,null,1741,null,14106,null,1584,null,72333,null,1695,null,19791,null,2200,null,19075,null,1924,null,20462,null,1692,null,13005,null,1371,null,0400000US39,Ohio,39
135103,null,2088,null,73548,null,2121,null,35727,null,2771,null,18099,null,2242,null,12897,null,2121,null,6825,null,1400,null,61555,null,1484,null,24236,null,1780,null,17905,null,1981,null,12168,null,1743,null,7246,null,1272,null,0400000US40,Oklahoma,40
207369,null,2152,null,115840,null,1924,null,54292,null,4067,null,26810,null,2930,null,22079,null,3059,null,12659,null,1972,null,91529,null,1633,null,35411,null,2814,null,21804,null,2250,null,23441,null,2112,null,10873,null,1789,null,0400000US41,Oregon,41
302974,null,2269,null,155782,null,1744,null,56474,null,3438,null,50320,null,3502,null,29473,null,2518,null,19515,null,2370,null,147192,null,1826,null,46484,null,2902,null,43476,null,2620,null,35403,null,2507,null,21829,null,1953,null,0400000US42,Pennsylvania,42
63903,null,763,null,31228,null,793,null,13375,null,1973,null,8538,null,1866,null,5602,null,1348,null,3713,null,1243,null,32675,null,434,null,13372,null,1495,null,7186,null,1615,null,7983,null,1379,null,4134,null,739,null,0400000US44,Rhode Island,44
91349,null,1986,null,52802,null,1878,null,24160,null,2076,null,14472,null,1787,null,9921,null,1763,null,4249,null,974,null,38547,null,1406,null,14505,null,1429,null,11211,null,1371,null,7312,null,1184,null,5519,null,1260,null,0400000US45,South Carolina,45
9154,null,924,null,4944,null,809,null,902,null,510,null,1772,null,802,null,924,null,354,null,1346,null,753,null,4210,null,656,null,989,null,546,null,1819,null,628,null,905,null,378,null,497,null,261,null,0400000US46,South Dakota,46
112215,null,2692,null,66221,null,2137,null,29773,null,3057,null,20134,null,2879,null,9856,null,1271,null,6458,null,1196,null,45994,null,1826,null,18741,null,1857,null,10469,null,1477,null,9903,null,1492,null,6881,null,1131,null,0400000US47,Tennessee,47
4781798,null,5023,null,2448006,null,4821,null,1070689,null,14904,null,623683,null,13803,null,499854,null,10733,null,253780,null,10435,null,2333792,null,2994,null,974082,null,13287,null,581564,null,11978,null,511820,null,11538,null,266326,null,8167,null,0400000US48,Texas,48
160333,null,1275,null,87253,null,1198,null,34362,null,2781,null,22102,null,2625,null,20125,null,2469,null,10664,null,1419,null,73080,null,566,null,25603,null,2468,null,21304,null,2446,null,18334,null,2112,null,7839,null,1327,null,0400000US49,Utah,49
4189,null,551,null,2189,null,622,null,123,null,120,null,313,null,167,null,1047,null,505,null,706,null,368,null,2000,null,529,null,81,null,77,null,368,null,268,null,570,null,286,null,981,null,381,null,0400000US50,Vermont,50
289937,null,3431,null,154662,null,2667,null,57194,null,4639,null,32772,null,3523,null,32663,null,3134,null,32033,null,3409,null,135275,null,2715,null,40571,null,3461,null,28635,null,2794,null,29221,null,2956,null,36848,null,3063,null,0400000US51,Virginia,51
314508,null,1777,null,169736,null,1675,null,76856,null,4647,null,41377,null,3653,null,35078,null,3335,null,16425,null,2061,null,144772,null,1463,null,54675,null,2988,null,34904,null,2975,null,35697,null,2869,null,19496,null,1864,null,0400000US53,Washington,53
10074,null,1312,null,4871,null,912,null,1441,null,729,null,1581,null,573,null,709,null,314,null,1140,null,495,null,5203,null,830,null,1125,null,538,null,1528,null,664,null,1618,null,681,null,932,null,429,null,0400000US54,West Virginia,54
142015,null,1459,null,77775,null,1263,null,32254,null,2525,null,22322,null,2332,null,14768,null,1956,null,8431,null,1333,null,64240,null,1249,null,23094,null,2142,null,17540,null,1996,null,14935,null,1613,null,8671,null,1226,null,0400000US55,Wisconsin,55
20907,null,1273,null,10839,null,1250,null,2581,null,882,null,5487,null,1097,null,2238,null,721,null,533,null,385,null,10068,null,853,null,2080,null,609,null,2660,null,704,null,3978,null,997,null,1350,null,531,null,0400000US56,Wyoming,56
2543092,null,3992,null,1176944,null,2938,null,417557,null,7706,null,306042,null,7991,null,247867,null,7153,null,205478,null,6479,null,1366148,null,1996,null,424698,null,8216,null,310503,null,8742,null,302252,null,7799,null,328695,null,7554,null,0400000US72,Puerto Rico,72
