C17020A_001E,C17020A_001EA,C17020A_001M,C17020A_001MA,C17020A_002E,C17020A_002EA,C17020A_002M,C17020A_002MA,C17020A_003E,C17020A_003EA,C17020A_003M,C17020A_003MA,C17020A_004E,C17020A_004EA,C17020A_004M,C17020A_004MA,C17020A_005E,C17020A_005EA,C17020A_005M,C17020A_005MA,C17020A_006E,C17020A_006EA,C17020A_006M,C17020A_006MA,C17020A_007E,C17020A_007EA,C17020A_007M,C17020A_007MA,C17020A_008E,C17020A_008EA,C17020A_008M,C17020A_008MA,C17020A_009E,C17020A_009EA,C17020A_009M,C17020A_009MA,GEO_ID,NAME,state
5861154,null,19065,null,599741,null,23422,null,175115,null,12467,null,358053,null,13663,null,66573,null,5354,null,5261413,null,26191,null,1228473,null,12953,null,3369662,null,15257,null,663278,null,6111,null,0400000US13,Georgia,13
336431,null,4191,null,35622,null,4811,null,5130,null,1724,null,27307,null,3696,null,3185,null,926,null,300809,null,6074,null,54461,null,2631,null,205162,null,4382,null,41186,null,1023,null,0400000US15,Hawaii,15
1381318,null,5382,null,165666,null,12036,null,53807,null,5436,null,99886,null,7402,null,11973,null,1861,null,1215652,null,12759,null,309901,null,5890,null,750063,null,7985,null,155688,null,2213,null,0400000US16,Idaho,16
9150061,null,25911,null,795834,null,22978,null,228999,null,12092,null,475635,null,14726,null,91200,null,4641,null,8354227,null,28137,null,1856156,null,15531,null,5342906,null,17470,null,1155165,null,6786,null,0400000US17,Illinois,17
5308477,null,10183,null,583666,null,19151,null,186093,null,11678,null,343288,null,10581,null,54285,null,3856,null,4724811,null,20010,null,1068866,null,12673,null,3001416,null,10426,null,654529,null,4327,null,0400000US18,Indiana,18
2692031,null,5838,null,285058,null,12646,null,78423,null,6399,null,173371,null,7284,null,33264,null,2265,null,2406973,null,14174,null,540606,null,7099,null,1495390,null,8330,null,370977,null,2872,null,0400000US19,Iowa,19
2350607,null,8059,null,231284,null,10563,null,69032,null,6205,null,138265,null,6001,null,23987,null,2582,null,2119323,null,11034,null,493518,null,6334,null,1328910,null,6751,null,296895,null,3172,null,0400000US20,Kansas,20
3713453,null,5289,null,593744,null,19355,null,174261,null,8852,null,351959,null,11848,null,67524,null,4388,null,3119709,null,19915,null,670916,null,8952,null,2010903,null,12510,null,437890,null,4440,null,0400000US21,Kentucky,21
2761579,null,6884,null,298769,null,14024,null,78471,null,6531,null,183149,null,9010,null,37149,null,3261,null,2462810,null,14981,null,541115,null,7133,null,1573009,null,10137,null,348686,null,3903,null,0400000US22,Louisiana,22
1226454,null,2718,null,141476,null,7155,null,35269,null,3759,null,89354,null,4266,null,16853,null,1533,null,1084978,null,7543,null,211244,null,4310,null,702295,null,4517,null,171439,null,1831,null,0400000US23,Maine,23
3374878,null,12089,null,201299,null,10551,null,44631,null,5489,null,125985,null,7086,null,30683,null,3207,null,3173579,null,13861,null,693273,null,7279,null,2025912,null,9652,null,454394,null,3976,null,0400000US24,Maryland,24
5182892,null,14952,null,413449,null,16636,null,87899,null,6483,null,259052,null,12712,null,66498,null,4306,null,4769443,null,20510,null,992973,null,8222,null,3095238,null,15469,null,681232,null,5222,null,0400000US25,Massachusetts,25
7805959,null,9985,null,866792,null,22514,null,241635,null,11654,null,542184,null,14081,null,82973,null,3833,null,6939167,null,22427,null,1502888,null,11569,null,4412530,null,14895,null,1023749,null,4608,null,0400000US26,Michigan,26
4492064,null,6855,null,350367,null,11189,null,80537,null,5017,null,223240,null,8252,null,46590,null,2705,null,4141697,null,12339,null,933432,null,5721,null,2668119,null,8825,null,540146,null,3178,null,0400000US27,Minnesota,27
1704951,null,6316,null,210132,null,12251,null,60146,null,6039,null,121313,null,7501,null,28673,null,2702,null,1494819,null,13670,null,329095,null,6916,null,934741,null,9233,null,230983,null,3067,null,0400000US28,Mississippi,28
4844819,null,10216,null,551918,null,15038,null,164436,null,8142,null,327865,null,9620,null,59617,null,4104,null,4292901,null,14732,null,941231,null,7762,null,2723038,null,10591,null,628632,null,4656,null,0400000US29,Missouri,29
847122,null,1974,null,108868,null,8030,null,32491,null,4340,null,65632,null,4910,null,10745,null,1581,null,738254,null,7894,null,150095,null,4377,null,474205,null,5065,null,113954,null,1751,null,0400000US30,Montana,30
1538084,null,5220,null,142264,null,7796,null,37327,null,3957,null,84426,null,5287,null,20511,null,2340,null,1395820,null,9628,null,326019,null,5349,null,875028,null,6006,null,194773,null,2409,null,0400000US31,Nebraska,31
1986908,null,11893,null,218010,null,14112,null,75316,null,7770,null,122561,null,7742,null,20133,null,2721,null,1768898,null,17961,null,409400,null,9253,null,1133523,null,10265,null,225975,null,3143,null,0400000US32,Nevada,32
1212412,null,2611,null,88957,null,7492,null,22478,null,3274,null,53389,null,5095,null,13090,null,2307,null,1123455,null,7842,null,243168,null,3786,null,736828,null,5037,null,143459,null,2528,null,0400000US33,New Hampshire,33
6036230,null,17149,null,377625,null,17747,null,105919,null,8648,null,210557,null,11029,null,61149,null,4317,null,5658605,null,23557,null,1214418,null,10104,null,3586188,null,16453,null,857999,null,6126,null,0400000US34,New Jersey,34
1427663,null,12252,null,217316,null,11900,null,71749,null,6888,null,120257,null,6462,null,25310,null,2532,null,1210347,null,15040,null,259980,null,7889,null,760357,null,8360,null,190010,null,3575,null,0400000US35,New Mexico,35
12762777,null,29151,null,1276096,null,30379,null,355026,null,14142,null,742645,null,18969,null,178425,null,6638,null,11486681,null,36051,null,2308760,null,14986,null,7389034,null,26697,null,1788887,null,8937,null,0400000US36,New York,36
6319245,null,14746,null,659154,null,22484,null,180694,null,10929,null,396000,null,13479,null,82460,null,4059,null,5660091,null,25938,null,1224615,null,12913,null,3624344,null,15459,null,811132,null,4619,null,0400000US37,North Carolina,37
561162,null,1792,null,55258,null,4705,null,13165,null,2554,null,31299,null,2652,null,10794,null,1261,null,505904,null,5071,null,106373,null,2681,null,325798,null,2750,null,73733,null,1360,null,0400000US38,North Dakota,38
9419960,null,8413,null,1016133,null,25212,null,297524,null,12814,null,615475,null,15405,null,103134,null,4379,null,8403827,null,24798,null,1836761,null,11802,null,5328456,null,16128,null,1238610,null,5166,null,0400000US39,Ohio,39
2679655,null,9561,null,357965,null,15339,null,108669,null,8164,null,211201,null,8970,null,38095,null,2796,null,2321690,null,15547,null,496994,null,7732,null,1462562,null,10045,null,362134,null,3167,null,0400000US40,Oklahoma,40
3227101,null,11057,null,403629,null,15313,null,113072,null,8643,null,252377,null,9174,null,38180,null,3207,null,2823472,null,18164,null,574033,null,9829,null,1824297,null,10677,null,425142,null,3878,null,0400000US41,Oregon,41
10094471,null,12949,null,965972,null,20674,null,254954,null,9891,null,576779,null,14380,null,134239,null,6346,null,9128499,null,23512,null,1854968,null,10440,null,5770314,null,16100,null,1503217,null,7249,null,0400000US42,Pennsylvania,42
842370,null,6007,null,78181,null,7104,null,18059,null,3206,null,47245,null,4976,null,12877,null,1887,null,764189,null,8115,null,149477,null,3180,null,498277,null,6213,null,116435,null,2073,null,0400000US44,Rhode Island,44
2945948,null,7646,null,315248,null,13432,null,82697,null,6972,null,194304,null,8258,null,38247,null,3458,null,2630700,null,14707,null,558115,null,7196,null,1661339,null,9592,null,411246,null,3991,null,0400000US45,South Carolina,45
677081,null,2835,null,60798,null,5569,null,16358,null,3230,null,34409,null,3193,null,10031,null,1098,null,616283,null,6629,null,136204,null,3660,null,386190,null,3993,null,93889,null,1272,null,0400000US46,South Dakota,46
4824296,null,8485,null,626606,null,20962,null,180835,null,11032,null,375458,null,12563,null,70313,null,3700,null,4197690,null,22396,null,886816,null,11596,null,2690082,null,14235,null,620792,null,4227,null,0400000US47,Tennessee,47
17582645,null,41703,null,2483561,null,45341,null,959528,null,27519,null,1313907,null,23539,null,210126,null,6652,null,15099084,null,48855,null,3737110,null,25030,null,9579391,null,32103,null,1782583,null,8374,null,0400000US48,Texas,48
2458369,null,6414,null,222511,null,12131,null,75000,null,6539,null,133196,null,7016,null,14315,null,1947,null,2235858,null,11145,null,673202,null,6488,null,1347346,null,7239,null,215310,null,2153,null,0400000US49,Utah,49
575437,null,1309,null,59224,null,4963,null,14983,null,2641,null,37462,null,3180,null,6779,null,1074,null,516213,null,5147,null,102717,null,3080,null,338969,null,3154,null,74527,null,1212,null,0400000US50,Vermont,50
5343848,null,15774,null,420341,null,17276,null,103683,null,7433,null,267727,null,11323,null,48931,null,3625,null,4923507,null,21889,null,1073876,null,9476,null,3170564,null,13474,null,679067,null,4778,null,0400000US51,Virginia,51
5166937,null,13550,null,509309,null,18941,null,129934,null,9519,null,330065,null,11489,null,49310,null,3504,null,4657628,null,22289,null,986883,null,10704,null,3033146,null,14727,null,637599,null,4373,null,0400000US53,Washington,53
1674701,null,2894,null,273283,null,12150,null,77761,null,6465,null,168461,null,7619,null,27061,null,2329,null,1401418,null,12443,null,272228,null,6466,null,892676,null,7902,null,236514,null,2273,null,0400000US54,West Virginia,54
4850224,null,6681,null,412424,null,15155,null,103049,null,7138,null,254733,null,9270,null,54642,null,3590,null,4437800,null,16212,null,957159,null,7400,null,2851997,null,9902,null,628644,null,3974,null,0400000US55,Wisconsin,55
476348,null,2245,null,42316,null,4332,null,11765,null,2636,null,26089,null,2609,null,4462,null,1020,null,434032,null,4896,null,98149,null,3083,null,280231,null,3148,null,55652,null,1036,null,0400000US56,Wyoming,56
2965247,null,20775,null,1290664,null,25536,null,393154,null,10841,null,720611,null,17616,null,176899,null,5008,null,1674583,null,27380,null,330175,null,10482,null,1089531,null,19139,null,254877,null,6123,null,0400000US72,Puerto Rico,72
