B12002H_001E,B12002H_001EA,B12002H_001M,B12002H_001MA,B12002H_002E,B12002H_002EA,B12002H_002M,B12002H_002MA,B12002H_003E,B12002H_003EA,B12002H_003M,B12002H_003MA,B12002H_004E,B12002H_004EA,B12002H_004M,B12002H_004MA,B12002H_005E,B12002H_005EA,B12002H_005M,B12002H_005MA,B12002H_006E,B12002H_006EA,B12002H_006M,B12002H_006MA,B12002H_007E,B12002H_007EA,B12002H_007M,B12002H_007MA,B12002H_008E,B12002H_008EA,B12002H_008M,B12002H_008MA,B12002H_009E,B12002H_009EA,B12002H_009M,B12002H_009MA,B12002H_010E,B12002H_010EA,B12002H_010M,B12002H_010MA,B12002H_011E,B12002H_011EA,B12002H_011M,B12002H_011MA,B12002H_012E,B12002H_012EA,B12002H_012M,B12002H_012MA,B12002H_013E,B12002H_013EA,B12002H_013M,B12002H_013MA,GEO_ID,NAME,state
4545572,null,3187,null,2214815,null,2457,null,611724,null,10071,null,1278421,null,14101,null,26687,null,3119,null,54257,null,3126,null,243726,null,8774,null,2330757,null,2795,null,483013,null,9560,null,1274906,null,13457,null,41393,null,3904,null,234933,null,5396,null,296512,null,9027,null,0400000US13,Georgia,13
274629,null,491,null,150645,null,470,null,54093,null,3111,null,76012,null,3562,null,1038,null,533,null,2827,null,957,null,16675,null,2035,null,123984,null,592,null,29869,null,2479,null,65860,null,3327,null,1684,null,626,null,9675,null,1245,null,16896,null,2163,null,0400000US15,Hawaii,15
1030729,null,906,null,511262,null,747,null,134975,null,4160,null,302822,null,6109,null,4981,null,1169,null,12374,null,1512,null,56110,null,3679,null,519467,null,654,null,106665,null,4339,null,293039,null,5823,null,7635,null,1445,null,41660,null,2321,null,70468,null,3659,null,0400000US16,Idaho,16
6897275,null,8516,null,3347013,null,3114,null,1067968,null,10602,null,1851262,null,13605,null,28294,null,2927,null,96172,null,4152,null,303317,null,6584,null,3550262,null,6121,null,903954,null,8590,null,1820166,null,13270,null,43640,null,3319,null,393752,null,7288,null,388750,null,9677,null,0400000US17,Illinois,17
4298221,null,2226,null,2087689,null,1380,null,597170,null,9049,null,1173198,null,12244,null,18964,null,2332,null,54938,null,3155,null,243419,null,7661,null,2210532,null,1809,null,497032,null,7222,null,1164882,null,12642,null,29771,null,2691,null,228296,null,6402,null,290551,null,7867,null,0400000US18,Indiana,18
2220668,null,1492,null,1078608,null,1149,null,319560,null,5956,null,618944,null,7921,null,8190,null,1381,null,28204,null,1793,null,103710,null,4319,null,1142060,null,1052,null,261527,null,4475,null,617395,null,7259,null,13722,null,1878,null,124386,null,3795,null,125030,null,4525,null,0400000US19,Iowa,19
1832038,null,2583,null,891372,null,1722,null,249927,null,5129,null,518401,null,6409,null,9101,null,1648,null,22964,null,1817,null,90979,null,4533,null,940666,null,1652,null,201336,null,5413,null,514019,null,7128,null,9688,null,1501,null,99321,null,3463,null,116302,null,4204,null,0400000US20,Kansas,20
3057209,null,1548,null,1472743,null,2056,null,407886,null,8101,null,825255,null,10688,null,24948,null,3096,null,42420,null,2927,null,172234,null,7105,null,1584466,null,1869,null,332491,null,7377,null,823229,null,11763,null,34269,null,3220,null,181008,null,4967,null,213469,null,6751,null,0400000US21,Kentucky,21
2230842,null,1629,null,1081070,null,1682,null,312865,null,6756,null,606281,null,7782,null,17538,null,2616,null,29902,null,2549,null,114484,null,6359,null,1149772,null,1226,null,241984,null,6638,null,607684,null,8798,null,23071,null,2852,null,132396,null,4625,null,144637,null,4666,null,0400000US22,Louisiana,22
1051531,null,653,null,506964,null,462,null,152564,null,4898,null,275577,null,6018,null,4368,null,997,null,14064,null,1455,null,60391,null,3452,null,544567,null,489,null,126122,null,3518,null,275015,null,5065,null,7089,null,1430,null,55793,null,2455,null,80548,null,3890,null,0400000US23,Maine,23
2688680,null,3100,null,1299312,null,1672,null,400048,null,6779,null,728188,null,9269,null,22180,null,2734,null,36783,null,2226,null,112113,null,5529,null,1389368,null,1716,null,344383,null,7027,null,726727,null,10480,null,27837,null,2305,null,142243,null,4277,null,148178,null,6549,null,0400000US24,Maryland,24
4288010,null,5315,null,2047744,null,2869,null,734574,null,10252,null,1066708,null,12277,null,25216,null,3101,null,59945,null,3371,null,161301,null,6053,null,2240266,null,3165,null,674409,null,9674,null,1051776,null,12017,null,35847,null,3128,null,234199,null,5576,null,244035,null,8118,null,0400000US25,Massachusetts,25
6369672,null,2297,null,3116990,null,1994,null,971037,null,11037,null,1727992,null,13424,null,27549,null,2487,null,81992,null,3477,null,308420,null,7872,null,3252682,null,1243,null,797120,null,9991,null,1703826,null,12237,null,33570,null,2826,null,326293,null,5117,null,391873,null,8552,null,0400000US26,Michigan,26
3663048,null,1666,null,1799048,null,1379,null,572913,null,8379,null,1013778,null,10736,null,13829,null,1781,null,38255,null,2195,null,160273,null,6084,null,1864000,null,803,null,470268,null,6729,null,1005935,null,8898,null,14959,null,1693,null,175851,null,3724,null,196987,null,5694,null,0400000US27,Minnesota,27
1402530,null,1128,null,679319,null,1840,null,165287,null,5044,null,404423,null,7843,null,11014,null,1922,null,19550,null,1916,null,79045,null,5397,null,723211,null,1884,null,133965,null,4753,null,397248,null,7017,null,14403,null,1616,null,90338,null,3589,null,87257,null,5311,null,0400000US28,Mississippi,28
3967122,null,1042,null,1920708,null,1056,null,542155,null,7833,null,1089502,null,10610,null,26916,null,2891,null,53023,null,2649,null,209112,null,6972,null,2046414,null,1211,null,447346,null,6570,null,1085041,null,11626,null,36985,null,3480,null,221334,null,5498,null,255708,null,6951,null,0400000US29,Missouri,29
706585,null,394,null,351277,null,598,null,110120,null,3703,null,187612,null,4503,null,3941,null,1044,null,8384,null,1220,null,41220,null,3257,null,355308,null,541,null,80935,null,3170,null,190903,null,4207,null,4997,null,1292,null,33876,null,2079,null,44597,null,3104,null,0400000US30,Montana,30
1223203,null,1041,null,595579,null,847,null,171487,null,4500,null,344786,null,5986,null,6138,null,1304,null,15440,null,1367,null,57728,null,3318,null,627624,null,699,null,142911,null,3415,null,342767,null,5577,null,6839,null,1268,null,65988,null,3126,null,69119,null,3071,null,0400000US31,Nebraska,31
1242411,null,2000,null,629983,null,1375,null,192573,null,5519,null,317285,null,7384,null,8051,null,1467,null,18121,null,2327,null,93953,null,5329,null,612428,null,1392,null,134860,null,5473,null,302331,null,7280,null,10587,null,2041,null,57590,null,2379,null,107060,null,4847,null,0400000US32,Nevada,32
1014095,null,700,null,494370,null,496,null,146265,null,3551,null,277601,null,5402,null,5214,null,1231,null,12386,null,1458,null,52904,null,3326,null,519725,null,304,null,129032,null,3891,null,274183,null,5513,null,4710,null,1231,null,48711,null,2504,null,63089,null,3384,null,0400000US33,New Hampshire,33
4438339,null,2317,null,2136450,null,1325,null,683000,null,7562,null,1204393,null,9232,null,23865,null,1876,null,67181,null,3214,null,158011,null,6578,null,2301889,null,1431,null,576350,null,8474,null,1191612,null,11843,null,31091,null,2885,null,276410,null,6781,null,226426,null,7705,null,0400000US34,New Jersey,34
707575,null,1519,null,342324,null,1289,null,97475,null,3525,null,186183,null,4579,null,3710,null,1035,null,11484,null,1524,null,43472,null,3427,null,365251,null,1132,null,77633,null,3473,null,184900,null,4770,null,6936,null,1567,null,36869,null,2296,null,58913,null,3280,null,0400000US35,New Mexico,35
9782878,null,7321,null,4713825,null,4091,null,1646056,null,14059,null,2501806,null,16872,null,74804,null,4791,null,139170,null,5414,null,351989,null,9093,null,5069053,null,3961,null,1451395,null,14801,null,2442737,null,18257,null,101208,null,5028,null,582544,null,7656,null,491169,null,8943,null,0400000US36,New York,36
5106766,null,3175,null,2467880,null,2657,null,661674,null,9295,null,1452201,null,12806,null,58069,null,4019,null,60039,null,3983,null,235897,null,6249,null,2638886,null,2367,null,530729,null,8588,null,1457279,null,14010,null,71647,null,4526,null,281939,null,6518,null,297292,null,9144,null,0400000US37,North Carolina,37
479383,null,553,null,239128,null,698,null,76374,null,2719,null,136229,null,3653,null,1445,null,677,null,5747,null,865,null,19333,null,1996,null,240255,null,464,null,56107,null,2095,null,134855,null,3040,null,1390,null,484,null,28663,null,1661,null,19240,null,1842,null,0400000US38,North Dakota,38
7754749,null,1983,null,3748134,null,1373,null,1143163,null,11856,null,2050323,null,14171,null,47141,null,3524,null,102198,null,3935,null,405309,null,9304,null,4006615,null,1371,null,961761,null,10965,null,2046437,null,16787,null,65988,null,4233,null,428425,null,6999,null,504004,null,11462,null,0400000US39,Ohio,39
2138011,null,956,null,1036059,null,1245,null,269243,null,5187,null,595496,null,7000,null,14803,null,2119,null,31952,null,2375,null,124565,null,5098,null,1101952,null,1012,null,208846,null,5252,null,585080,null,9071,null,21123,null,1836,null,134054,null,4242,null,152849,null,5913,null,0400000US40,Oklahoma,40
2543378,null,972,null,1239127,null,647,null,371775,null,7559,null,666007,null,9779,null,16620,null,2360,null,33088,null,3644,null,151637,null,5941,null,1304251,null,549,null,308555,null,6099,null,649921,null,9237,null,24248,null,2796,null,125659,null,3821,null,195868,null,6600,null,0400000US41,Oregon,41
8475624,null,4126,null,4077921,null,2223,null,1277897,null,8899,null,2245021,null,11813,null,66651,null,3420,null,134690,null,4670,null,353662,null,8403,null,4397703,null,2218,null,1103292,null,12480,null,2237964,null,14643,null,87742,null,4510,null,536922,null,8908,null,431783,null,10003,null,0400000US42,Pennsylvania,42
700754,null,1606,null,333561,null,770,null,118886,null,4081,null,166325,null,4575,null,4523,null,1150,null,10809,null,1207,null,33018,null,2569,null,367193,null,953,null,105342,null,3458,null,164625,null,5315,null,5919,null,1635,null,44356,null,2420,null,46951,null,3052,null,0400000US44,Rhode Island,44
2414412,null,1823,null,1170576,null,1681,null,316316,null,5997,null,685817,null,7737,null,21895,null,2280,null,33028,null,2614,null,113520,null,5455,null,1243836,null,1265,null,251899,null,6698,null,673300,null,9435,null,32182,null,3225,null,143380,null,3737,null,143075,null,5836,null,0400000US45,South Carolina,45
566690,null,1202,null,280031,null,1095,null,81622,null,3156,null,161033,null,3531,null,2663,null,771,null,7018,null,1068,null,27695,null,2556,null,286659,null,701,null,65241,null,3293,null,157000,null,3688,null,2773,null,801,null,32658,null,1687,null,28987,null,2373,null,0400000US46,South Dakota,46
3940811,null,1578,null,1900818,null,1963,null,493721,null,7635,null,1108635,null,10960,null,25501,null,2678,null,49635,null,3559,null,223326,null,7843,null,2039993,null,1878,null,393525,null,7831,null,1093284,null,12208,null,37315,null,3285,null,230784,null,4802,null,285085,null,7963,null,0400000US47,Tennessee,47
9454168,null,10557,null,4619811,null,4126,null,1290842,null,13385,null,2642114,null,18808,null,62641,null,5207,null,124637,null,5836,null,499577,null,12565,null,4834357,null,8073,null,1015905,null,11369,null,2571022,null,17965,null,87318,null,5030,null,503803,null,8246,null,656309,null,11378,null,0400000US48,Texas,48
1686705,null,1372,null,837399,null,718,null,264457,null,5690,null,478152,null,6394,null,7926,null,1618,null,14179,null,1814,null,72685,null,4264,null,849306,null,742,null,211140,null,5842,null,481563,null,7365,null,10510,null,1984,null,55268,null,2834,null,90825,null,4398,null,0400000US49,Utah,49
495494,null,508,null,241302,null,542,null,75390,null,2515,null,129391,null,3467,null,2663,null,697,null,5764,null,829,null,28094,null,2459,null,254192,null,287,null,68293,null,2360,null,124109,null,3780,null,3504,null,910,null,23695,null,1563,null,34591,null,2380,null,0400000US50,Vermont,50
4296013,null,3130,null,2095671,null,2740,null,613922,null,9878,null,1214072,null,11166,null,40452,null,3779,null,50353,null,3205,null,176872,null,7546,null,2200342,null,2168,null,494527,null,7937,null,1201457,null,12094,null,48979,null,3936,null,215669,null,4568,null,239710,null,7941,null,0400000US51,Virginia,51
4117032,null,2013,null,2029174,null,1507,null,622144,null,8184,null,1099168,null,13365,null,22534,null,2714,null,47554,null,3498,null,237774,null,8947,null,2087858,null,1218,null,493846,null,6954,null,1069830,null,11903,null,36402,null,3816,null,179965,null,4941,null,307815,null,7628,null,0400000US53,Washington,53
1409855,null,1718,null,679873,null,2033,null,190079,null,5003,null,379843,null,7396,null,8926,null,1230,null,21966,null,2020,null,79059,null,4907,null,729982,null,1461,null,147314,null,4781,null,382183,null,7533,null,14187,null,2358,null,95686,null,3103,null,90612,null,5104,null,0400000US54,West Virginia,54
3967193,null,1442,null,1951861,null,1040,null,607040,null,8148,null,1096824,null,8777,null,13329,null,1682,null,49220,null,2142,null,185448,null,6072,null,2015332,null,738,null,494164,null,7007,null,1087666,null,8140,null,21341,null,2218,null,195227,null,4587,null,216934,null,5373,null,0400000US55,Wisconsin,55
378092,null,425,null,189858,null,609,null,52919,null,2675,null,108613,null,3266,null,1731,null,605,null,4421,null,939,null,22174,null,2249,null,188234,null,527,null,39725,null,2197,null,102984,null,3695,null,2527,null,786,null,17221,null,1484,null,25777,null,2453,null,0400000US56,Wyoming,56
26186,null,3021,null,14148,null,2138,null,5553,null,1491,null,6068,null,1080,null,398,null,333,null,120,null,107,null,2009,null,885,null,12038,null,1726,null,4227,null,1236,null,5263,null,1035,null,390,null,345,null,776,null,319,null,1382,null,535,null,0400000US72,Puerto Rico,72
