B20017C_001E,B20017C_001EA,B20017C_001M,B20017C_001MA,B20017C_002E,B20017C_002EA,B20017C_002M,B20017C_002MA,B20017C_003E,B20017C_003EA,B20017C_003M,B20017C_003MA,B20017C_004E,B20017C_004EA,B20017C_004M,B20017C_004MA,B20017C_005E,B20017C_005EA,B20017C_005M,B20017C_005MA,B20017C_006E,B20017C_006EA,B20017C_006M,B20017C_006MA,B20017C_007E,B20017C_007EA,B20017C_007M,B20017C_007MA,GEO_ID,NAME,state
22474,null,5289,null,27865,null,7110,null,33223,null,5913,null,7237,null,10433,null,20349,null,4831,null,30905,null,5460,null,10453,null,3812,null,0400000US16,Idaho,16
29331,null,4918,null,32174,null,6859,null,38208,null,6429,null,9786,null,5260,null,22614,null,3879,null,37035,null,11911,null,6715,null,2058,null,0400000US17,Illinois,17
20231,null,3814,null,19033,null,4775,null,35278,null,7469,null,8686,null,2195,null,20955,null,6413,null,37612,null,16249,null,7251,null,2875,null,0400000US18,Indiana,18
13967,null,2965,null,14843,null,8236,null,21933,null,4035,null,7648,null,5647,null,13376,null,3852,null,22197,null,7929,null,2499,"2,500-",0,***,0400000US19,Iowa,19
21126,null,2818,null,27660,null,6272,null,34518,null,8440,null,5517,null,3117,null,12438,null,8629,null,25503,null,2065,null,6407,null,1639,null,0400000US20,Kansas,20
25683,null,4744,null,26219,null,5729,null,31011,null,5303,null,6486,null,5251,null,24594,null,7568,null,28839,null,11880,null,18297,null,12604,null,0400000US21,Kentucky,21
21747,null,2499,null,24681,null,6204,null,32376,null,5828,null,9633,null,2711,null,17298,null,4230,null,22786,null,4573,null,5253,null,2712,null,0400000US22,Louisiana,22
12835,null,5968,null,18333,null,14680,null,36719,null,23294,null,7125,null,10855,null,8990,null,6441,null,19828,null,11754,null,6501,null,2124,null,0400000US23,Maine,23
33202,null,7585,null,27431,null,15182,null,40816,null,9968,null,12531,null,3087,null,35925,null,3810,null,41997,null,8872,null,7209,null,1616,null,0400000US24,Maryland,24
27083,null,8503,null,37056,null,9064,null,44485,null,16877,null,4333,null,3182,null,19012,null,5060,null,35374,null,6666,null,7564,null,4358,null,0400000US25,Massachusetts,25
21406,null,2284,null,26318,null,3396,null,40348,null,5516,null,9720,null,4496,null,16719,null,2662,null,26640,null,1956,null,7040,null,1232,null,0400000US26,Michigan,26
15999,null,1467,null,14852,null,3772,null,29954,null,7510,null,4472,null,1596,null,16446,null,1371,null,34760,null,5381,null,5619,null,1571,null,0400000US27,Minnesota,27
18045,null,6640,null,27014,null,3115,null,28150,null,2363,null,5295,null,15239,null,12140,null,7255,null,19773,null,4233,null,6052,null,4356,null,0400000US28,Mississippi,28
22996,null,2213,null,24931,null,8201,null,31856,null,1428,null,8151,null,2992,null,21671,null,2114,null,25653,null,5652,null,8968,null,2842,null,0400000US29,Missouri,29
16445,null,3104,null,18713,null,4413,null,31892,null,3339,null,6504,null,4797,null,14963,null,2470,null,28571,null,3640,null,5863,null,2885,null,0400000US30,Montana,30
17670,null,6637,null,21628,null,8797,null,31010,null,2302,null,5879,null,5392,null,11909,null,5572,null,29885,null,3605,null,5915,null,2194,null,0400000US31,Nebraska,31
26017,null,3349,null,31925,null,4538,null,40180,null,6258,null,12178,null,6325,null,24135,null,2249,null,30126,null,3953,null,10252,null,6423,null,0400000US32,Nevada,32
29605,null,4712,null,29276,null,22346,null,45253,null,37658,null,7517,null,13171,null,30439,null,14814,null,31721,null,6541,null,8024,null,8201,null,0400000US33,New Hampshire,33
23475,null,6414,null,30200,null,8726,null,35069,null,4588,null,11519,null,3564,null,19610,null,4904,null,36512,null,11216,null,5558,null,3552,null,0400000US34,New Jersey,34
21370,null,1179,null,23801,null,1990,null,31706,null,1976,null,10312,null,2181,null,18636,null,1375,null,26391,null,1636,null,7228,null,1130,null,0400000US35,New Mexico,35
25590,null,2617,null,30037,null,3519,null,36439,null,8594,null,10995,null,2672,null,20509,null,3024,null,31051,null,3239,null,9068,null,2924,null,0400000US36,New York,36
20754,null,2073,null,25648,null,3619,null,31504,null,3082,null,8176,null,3846,null,18385,null,2257,null,25210,null,4971,null,7373,null,1915,null,0400000US37,North Carolina,37
15764,null,2415,null,18086,null,4825,null,26964,null,10787,null,8204,null,3179,null,14775,null,2048,null,23885,null,3050,null,6313,null,1288,null,0400000US38,North Dakota,38
22972,null,2742,null,24609,null,2427,null,32495,null,8043,null,7408,null,5694,null,16542,null,9716,null,42203,null,7366,null,6539,null,1036,null,0400000US39,Ohio,39
21145,null,817,null,23385,null,1683,null,32337,null,1410,null,6823,null,887,null,18483,null,1211,null,27389,null,2107,null,7078,null,606,null,0400000US40,Oklahoma,40
18003,null,2319,null,19014,null,2635,null,23740,null,2453,null,11119,null,832,null,16457,null,3247,null,28459,null,2986,null,10180,null,1846,null,0400000US41,Oregon,41
22076,null,4330,null,31910,null,8181,null,43666,null,10170,null,16023,null,9295,null,16835,null,2842,null,25267,null,5487,null,9926,null,2045,null,0400000US42,Pennsylvania,42
27271,null,6983,null,31707,null,4729,null,36105,null,11894,null,6434,null,20060,null,21831,null,14496,null,34077,null,663,null,15282,null,17502,null,0400000US44,Rhode Island,44
20364,null,4783,null,25267,null,13056,null,40739,null,8517,null,7990,null,7392,null,14783,null,7662,null,30960,null,7010,null,5155,null,6485,null,0400000US45,South Carolina,45
16984,null,2347,null,18676,null,2216,null,27420,null,2148,null,5529,null,1678,null,15465,null,3657,null,25022,null,3304,null,6210,null,2581,null,0400000US46,South Dakota,46
18167,null,4920,null,22318,null,8018,null,36667,null,24269,null,9002,null,5495,null,7350,null,9986,null,27640,null,5418,null,5022,null,1125,null,0400000US47,Tennessee,47
22797,null,1922,null,26299,null,1991,null,35892,null,3172,null,11000,null,2376,null,19300,null,2728,null,30406,null,2675,null,8500,null,2410,null,0400000US48,Texas,48
21536,null,2538,null,22479,null,9933,null,39555,null,7644,null,7500,null,6829,null,20943,null,4841,null,28640,null,3968,null,4152,null,8399,null,0400000US49,Utah,49
32500,null,8963,null,35588,null,32936,null,60042,null,51501,null,4375,null,9290,null,30900,null,12354,null,35684,null,7409,null,11296,null,19247,null,0400000US50,Vermont,50
25379,null,6459,null,24609,null,13509,null,38378,null,3259,null,10897,null,6575,null,25712,null,5917,null,31776,null,6350,null,16793,null,6418,null,0400000US51,Virginia,51
23393,null,2688,null,25152,null,4442,null,40614,null,4137,null,7114,null,2341,null,22266,null,2050,null,35695,null,3773,null,9009,null,1291,null,0400000US53,Washington,53
21160,null,5535,null,35071,null,29381,null,45511,null,24462,null,20750,null,36323,null,16397,null,5369,null,20347,null,14190,null,15881,null,8642,null,0400000US54,West Virginia,54
19734,null,1883,null,21973,null,3369,null,36371,null,2710,null,6453,null,1153,null,16401,null,2606,null,29674,null,7110,null,7179,null,2273,null,0400000US55,Wisconsin,55
16513,null,2909,null,17553,null,12072,null,32192,null,13182,null,3663,null,2364,null,16285,null,1795,null,18738,null,7143,null,5662,null,2055,null,0400000US56,Wyoming,56
14192,null,6972,null,14361,null,13441,null,25417,null,7277,null,3969,null,2945,null,13886,null,7586,null,18573,null,5211,null,2499,"2,500-",0,***,0400000US72,Puerto Rico,72
