B13002I_001E,B13002I_001EA,B13002I_001M,B13002I_001MA,B13002I_002E,B13002I_002EA,B13002I_002M,B13002I_002MA,B13002I_003E,B13002I_003EA,B13002I_003M,B13002I_003MA,B13002I_004E,B13002I_004EA,B13002I_004M,B13002I_004MA,B13002I_005E,B13002I_005EA,B13002I_005M,B13002I_005MA,B13002I_006E,B13002I_006EA,B13002I_006M,B13002I_006MA,B13002I_007E,B13002I_007EA,B13002I_007M,B13002I_007MA,GEO_ID,NAME,state
101527,null,1842,null,9111,null,1682,null,6226,null,1462,null,2885,null,925,null,92416,null,2329,null,46570,null,2597,null,45846,null,2865,null,0400000US41,Oregon,41
153661,null,2119,null,11617,null,1622,null,5442,null,1127,null,6175,null,1212,null,142044,null,2572,null,55906,null,3203,null,86138,null,3759,null,0400000US42,Pennsylvania,42
34242,null,757,null,2981,null,701,null,1874,null,603,null,1107,null,419,null,31261,null,904,null,12032,null,1525,null,19229,null,1667,null,0400000US44,Rhode Island,44
41033,null,1448,null,3343,null,741,null,1904,null,555,null,1439,null,575,null,37690,null,1616,null,18778,null,1630,null,18912,null,1949,null,0400000US45,South Carolina,45
4539,null,763,null,817,null,446,null,360,null,233,null,457,null,329,null,3722,null,838,null,1613,null,680,null,2109,null,756,null,0400000US46,South Dakota,46
52006,null,1952,null,5908,null,1106,null,3865,null,940,null,2043,null,647,null,46098,null,1967,null,25066,null,2043,null,21032,null,2319,null,0400000US47,Tennessee,47
2282688,null,4597,null,195346,null,7519,null,122639,null,6303,null,72707,null,4867,null,2087342,null,8231,null,1087137,null,13392,null,1000205,null,14641,null,0400000US48,Texas,48
81471,null,1121,null,7841,null,1768,null,5763,null,1435,null,2078,null,775,null,73630,null,1845,null,38376,null,2271,null,35254,null,2600,null,0400000US49,Utah,49
1750,null,536,null,107,null,114,null,22,null,27,null,85,null,122,null,1643,null,530,null,487,null,257,null,1156,null,458,null,0400000US50,Vermont,50
138888,null,3086,null,8790,null,1715,null,5870,null,1312,null,2920,null,1185,null,130098,null,3814,null,67414,null,3657,null,62684,null,3265,null,0400000US51,Virginia,51
159155,null,2003,null,14318,null,1775,null,9589,null,1481,null,4729,null,1053,null,144837,null,3098,null,69807,null,3031,null,75030,null,3435,null,0400000US53,Washington,53
5668,null,1001,null,190,null,197,null,70,null,80,null,120,null,174,null,5478,null,996,null,3538,null,953,null,1940,null,727,null,0400000US54,West Virginia,54
70997,null,1341,null,5524,null,1005,null,3514,null,844,null,2010,null,673,null,65473,null,1467,null,31445,null,1833,null,34028,null,2182,null,0400000US55,Wisconsin,55
10752,null,876,null,825,null,470,null,440,null,355,null,385,null,315,null,9927,null,907,null,5099,null,911,null,4828,null,962,null,0400000US56,Wyoming,56
1000202,null,3189,null,45145,null,3729,null,22651,null,2794,null,22494,null,2345,null,955057,null,5140,null,341894,null,6874,null,613163,null,7932,null,0400000US72,Puerto Rico,72
