B12002A_001E,B12002A_001EA,B12002A_001M,B12002A_001MA,B12002A_002E,B12002A_002EA,B12002A_002M,B12002A_002MA,B12002A_003E,B12002A_003EA,B12002A_003M,B12002A_003MA,B12002A_004E,B12002A_004EA,B12002A_004M,B12002A_004MA,B12002A_005E,B12002A_005EA,B12002A_005M,B12002A_005MA,B12002A_006E,B12002A_006EA,B12002A_006M,B12002A_006MA,B12002A_007E,B12002A_007EA,B12002A_007M,B12002A_007MA,B12002A_008E,B12002A_008EA,B12002A_008M,B12002A_008MA,B12002A_009E,B12002A_009EA,B12002A_009M,B12002A_009MA,B12002A_010E,B12002A_010EA,B12002A_010M,B12002A_010MA,B12002A_011E,B12002A_011EA,B12002A_011M,B12002A_011MA,B12002A_012E,B12002A_012EA,B12002A_012M,B12002A_012MA,B12002A_013E,B12002A_013EA,B12002A_013M,B12002A_013MA,GEO_ID,NAME,state
716043,null,1467,null,356293,null,1243,null,112983,null,3766,null,189150,null,4685,null,4067,null,1068,null,8460,null,1237,null,41633,null,3266,null,359750,null,1030,null,82517,null,3180,null,192646,null,4343,null,5019,null,1296,null,34255,null,2086,null,45313,null,3100,null,0400000US30,Montana,30
1278405,null,3220,null,626213,null,2059,null,184736,null,4580,null,359196,null,6251,null,6443,null,1227,null,15538,null,1361,null,60300,null,3491,null,652192,null,1864,null,150555,null,3618,null,355585,null,5743,null,7330,null,1293,null,66918,null,3243,null,71804,null,3173,null,0400000US31,Nebraska,31
1595570,null,8412,null,818962,null,4548,null,264960,null,6909,null,411606,null,8745,null,11964,null,2053,null,20197,null,2484,null,110235,null,5874,null,776608,null,5093,null,183782,null,6366,null,383696,null,8779,null,17859,null,2758,null,64803,null,2627,null,126468,null,5625,null,0400000US32,Nevada,32
1030977,null,1648,null,502914,null,1070,null,150719,null,3788,null,281094,null,5556,null,5381,null,1222,null,12469,null,1444,null,53251,null,3329,null,528063,null,1289,null,132394,null,4071,null,277122,null,5526,null,5078,null,1346,null,49552,null,2595,null,63917,null,3461,null,0400000US33,New Hampshire,33
5057763,null,13521,null,2452705,null,8260,null,813150,null,9326,null,1356975,null,10839,null,30659,null,2589,null,71202,null,3387,null,180719,null,7184,null,2605058,null,6955,null,678029,null,9143,null,1327993,null,11951,null,44847,null,3721,null,293588,null,6829,null,260601,null,8618,null,0400000US34,New Jersey,34
1178181,null,8258,null,575657,null,4894,null,190730,null,5231,null,293904,null,5670,null,8152,null,1587,null,17091,null,2141,null,65780,null,4387,null,602524,null,5439,null,154183,null,5787,null,288577,null,6497,null,14025,null,1803,null,56077,null,2860,null,89662,null,4467,null,0400000US35,New Mexico,35
10897158,null,22521,null,5270589,null,13774,null,1891978,null,18409,null,2747973,null,19474,null,91954,null,5659,null,149006,null,5350,null,389678,null,10034,null,5626569,null,11995,null,1652818,null,18698,null,2663880,null,18412,null,131842,null,5347,null,624997,null,8555,null,553032,null,10561,null,0400000US36,New York,36
5304358,null,9593,null,2580610,null,6794,null,707568,null,10370,null,1510738,null,13947,null,61487,null,4079,null,60764,null,3981,null,240053,null,6409,null,2723748,null,4912,null,553822,null,9022,null,1504239,null,14560,null,76790,null,4771,null,285804,null,6691,null,303093,null,9193,null,0400000US37,North Carolina,37
484803,null,1135,null,241887,null,1000,null,77534,null,2614,null,137736,null,3811,null,1445,null,677,null,5747,null,865,null,19425,null,1999,null,242916,null,733,null,56960,null,2106,null,136436,null,3116,null,1390,null,484,null,28663,null,1661,null,19467,null,1826,null,0400000US38,North Dakota,38
7887096,null,4925,null,3816447,null,3266,null,1171875,null,11515,null,2083051,null,14529,null,48108,null,3519,null,103088,null,3952,null,410325,null,9406,null,4070649,null,2838,null,984515,null,11345,null,2074231,null,16726,null,67501,null,4311,null,432617,null,7002,null,511785,null,11404,null,0400000US39,Ohio,39
2249895,null,5472,null,1097022,null,3513,null,289558,null,6305,null,629792,null,7223,null,15919,null,2402,null,32796,null,2421,null,128957,null,5163,null,1152873,null,2959,null,223634,null,5271,null,612403,null,9087,null,22930,null,2001,null,135495,null,4286,null,158411,null,6141,null,0400000US40,Oklahoma,40
2712966,null,6348,null,1331240,null,4478,null,409974,null,7591,null,710910,null,10181,null,18933,null,2583,null,34054,null,3812,null,157369,null,6414,null,1381726,null,3470,null,332595,null,6602,null,689106,null,9961,null,27631,null,2826,null,129119,null,3945,null,203275,null,6714,null,0400000US41,Oregon,41
8691690,null,9130,null,4191479,null,5834,null,1326653,null,10546,null,2296562,null,12265,null,70247,null,3572,null,136593,null,4754,null,361424,null,8424,null,4500211,null,4841,null,1141794,null,11947,null,2280768,null,15100,null,92716,null,4923,null,542725,null,9029,null,442208,null,9998,null,0400000US42,Pennsylvania,42
736915,null,4223,null,352053,null,2761,null,128030,null,4890,null,173688,null,4557,null,4716,null,1155,null,11011,null,1233,null,34608,null,2659,null,384862,null,2294,null,113667,null,3902,null,171165,null,5516,null,6561,null,1658,null,44970,null,2397,null,48499,null,3226,null,0400000US44,Rhode Island,44
2489913,null,4040,null,1213689,null,3258,null,335675,null,5988,null,704752,null,7947,null,23352,null,2385,null,33166,null,2596,null,116744,null,5306,null,1276224,null,2214,null,263602,null,6899,null,688424,null,9698,null,33057,null,3226,null,145188,null,3803,null,145953,null,5927,null,0400000US45,South Carolina,45
572799,null,2032,null,283399,null,1525,null,82942,null,3293,null,162853,null,3628,null,2663,null,771,null,7042,null,1068,null,27899,null,2581,null,289400,null,997,null,65968,null,3297,null,158239,null,3843,null,2782,null,800,null,32689,null,1689,null,29722,null,2463,null,0400000US46,South Dakota,46
4039406,null,5210,null,1957292,null,3668,null,516019,null,8338,null,1138073,null,11383,null,26383,null,2582,null,49780,null,3516,null,227037,null,7843,null,2082114,null,3291,null,406625,null,8138,null,1115145,null,12533,null,39102,null,3458,null,232689,null,4860,null,288553,null,8037,null,0400000US47,Tennessee,47
13979414,null,28321,null,6909307,null,17414,null,2125159,null,20658,null,3827312,null,25689,null,125419,null,7095,null,164920,null,7302,null,666497,null,15119,null,7070107,null,17482,null,1690593,null,15322,null,3659535,null,24964,null,194702,null,7914,null,651351,null,10493,null,873926,null,13429,null,0400000US48,Texas,48
1848853,null,5143,null,923467,null,3496,null,295821,null,6979,null,522672,null,6954,null,10023,null,1957,null,15402,null,1917,null,79549,null,4830,null,925386,null,2340,null,236052,null,6670,null,520296,null,8122,null,12753,null,2124,null,58084,null,2801,null,98201,null,4754,null,0400000US49,Utah,49
499988,null,695,null,243381,null,754,null,75827,null,2543,null,130737,null,3481,null,2663,null,697,null,5831,null,859,null,28323,null,2511,null,256607,null,679,null,69197,null,2340,null,125194,null,3822,null,3557,null,902,null,23751,null,1556,null,34908,null,2398,null,0400000US50,Vermont,50
4514995,null,9491,null,2211835,null,6222,null,661626,null,10158,null,1272974,null,12216,null,44400,null,4091,null,51426,null,3210,null,181409,null,7636,null,2303160,null,5401,null,528828,null,8238,null,1251632,null,13297,null,54121,null,4334,null,220040,null,4688,null,248539,null,7959,null,0400000US51,Virginia,51
4338589,null,8728,null,2144601,null,5357,null,669147,null,8932,null,1156401,null,13569,null,24527,null,2729,null,48230,null,3666,null,246296,null,9148,null,2193988,null,4635,null,526140,null,7661,null,1123335,null,12736,null,40432,null,3951,null,184339,null,5142,null,319742,null,7728,null,0400000US53,Washington,53
1421596,null,2316,null,685399,null,2306,null,192254,null,5153,null,382923,null,7398,null,9011,null,1240,null,21985,null,2013,null,79226,null,4917,null,736197,null,1669,null,148886,null,4796,null,385443,null,7572,null,14777,null,2385,null,96135,null,3147,null,90956,null,5114,null,0400000US54,West Virginia,54
4096227,null,4712,null,2022241,null,3136,null,636172,null,8524,null,1131012,null,8852,null,15077,null,1960,null,50089,null,2156,null,189891,null,6232,null,2073986,null,2482,null,514930,null,7264,null,1115571,null,8008,null,23446,null,2375,null,196976,null,4571,null,223063,null,5833,null,0400000US55,Wisconsin,55
397807,null,1686,null,200293,null,1354,null,57692,null,2834,null,112884,null,3464,null,1994,null,660,null,4580,null,945,null,23143,null,2320,null,197514,null,1122,null,42373,null,2400,null,108531,null,3911,null,2782,null,864,null,17458,null,1476,null,26370,null,2552,null,0400000US56,Wyoming,56
2391143,null,16208,null,1108998,null,9556,null,465217,null,11303,null,464255,null,9097,null,30794,null,3081,null,33304,null,2632,null,115428,null,6406,null,1282145,null,9683,null,429565,null,9798,null,478334,null,8263,null,46682,null,3588,null,140535,null,3898,null,187029,null,6615,null,0400000US72,Puerto Rico,72
