B18101H_001E,B18101H_001EA,B18101H_001M,B18101H_001MA,B18101H_002E,B18101H_002EA,B18101H_002M,B18101H_002MA,B18101H_003E,B18101H_003EA,B18101H_003M,B18101H_003MA,B18101H_004E,B18101H_004EA,B18101H_004M,B18101H_004MA,B18101H_005E,B18101H_005EA,B18101H_005M,B18101H_005MA,B18101H_006E,B18101H_006EA,B18101H_006M,B18101H_006MA,B18101H_007E,B18101H_007EA,B18101H_007M,B18101H_007MA,B18101H_008E,B18101H_008EA,B18101H_008M,B18101H_008MA,B18101H_009E,B18101H_009EA,B18101H_009M,B18101H_009MA,B18101H_010E,B18101H_010EA,B18101H_010M,B18101H_010MA,GEO_ID,NAME,state
5219007,null,4038,null,1213545,null,2007,null,51008,null,3639,null,1162537,null,4073,null,3303996,null,3207,null,355077,null,9744,null,2948919,null,9828,null,701466,null,2197,null,263041,null,5386,null,438425,null,5344,null,0400000US18,Indiana,18
2664545,null,2401,null,597554,null,1023,null,23159,null,1894,null,574395,null,2285,null,1665569,null,2201,null,152928,null,5069,null,1512641,null,5653,null,401422,null,1202,null,140424,null,4082,null,260998,null,4111,null,0400000US19,Iowa,19
2200576,null,4221,null,505308,null,952,null,20960,null,2520,null,484348,null,2428,null,1381759,null,3834,null,139262,null,6387,null,1242497,null,7143,null,313509,null,1626,null,117024,null,4486,null,196485,null,4246,null,0400000US20,Kansas,20
3685550,null,2654,null,834264,null,961,null,45751,null,4002,null,788513,null,4098,null,2347390,null,2599,null,372638,null,9627,null,1974752,null,9814,null,503896,null,1476,null,221181,null,5667,null,282715,null,5371,null,0400000US21,Kentucky,21
2676634,null,3539,null,597986,null,1200,null,28255,null,2515,null,569731,null,2727,null,1701463,null,2634,null,208539,null,6762,null,1492924,null,7178,null,377185,null,2106,null,164297,null,4347,null,212888,null,3933,null,0400000US22,Louisiana,22
1236760,null,1509,null,250686,null,600,null,14888,null,1889,null,235798,null,2007,null,798444,null,1417,null,107516,null,4937,null,690928,null,4838,null,187630,null,646,null,74758,null,2802,null,112872,null,2895,null,0400000US23,Maine,23
3182904,null,5057,null,677534,null,1928,null,23585,null,2449,null,653949,null,2976,null,2031283,null,3950,null,171068,null,8087,null,1860215,null,9181,null,474087,null,2314,null,156227,null,4783,null,317860,null,4765,null,0400000US24,Maryland,24
5026010,null,7031,null,1006321,null,3023,null,41527,null,3462,null,964794,null,4227,null,3285802,null,4709,null,287021,null,9543,null,2998781,null,10835,null,733887,null,2563,null,249163,null,6668,null,484724,null,6643,null,0400000US25,Massachusetts,25
7654471,null,4484,null,1681749,null,1731,null,74473,null,4588,null,1607276,null,4826,null,4878739,null,3923,null,507298,null,10991,null,4371441,null,12265,null,1093983,null,2355,null,406649,null,4899,null,687334,null,5166,null,0400000US26,Michigan,26
4396064,null,3112,null,966207,null,961,null,32614,null,2463,null,933593,null,2564,null,2847326,null,2607,null,212453,null,7037,null,2634873,null,7536,null,582531,null,1318,null,187307,null,4378,null,395224,null,4604,null,0400000US27,Minnesota,27
1684937,null,3551,null,383841,null,775,null,17340,null,2396,null,366501,null,2541,null,1042849,null,2787,null,152896,null,6485,null,889953,null,7112,null,258247,null,1847,null,119147,null,4009,null,139100,null,3529,null,0400000US28,Mississippi,28
4767608,null,4318,null,1079029,null,1495,null,51730,null,4002,null,1027299,null,3998,null,3005427,null,3212,null,353749,null,9503,null,2651678,null,10224,null,683152,null,2780,null,267371,null,5619,null,415781,null,5394,null,0400000US29,Missouri,29
836888,null,1186,null,176658,null,287,null,6401,null,1238,null,170257,null,1273,null,536415,null,1118,null,59488,null,3293,null,476927,null,3491,null,123815,null,361,null,48748,null,2312,null,75067,null,2306,null,0400000US30,Montana,30
1473388,null,1965,null,337408,null,699,null,9531,null,1467,null,327877,null,1512,null,923483,null,1863,null,77419,null,4191,null,846064,null,4445,null,212497,null,1165,null,76087,null,3058,null,136410,null,2962,null,0400000US31,Nebraska,31
1465141,null,3130,null,289678,null,1325,null,10413,null,1743,null,279265,null,2174,null,950672,null,2341,null,89834,null,5633,null,860838,null,5682,null,224791,null,1121,null,78619,null,3594,null,146172,null,3623,null,0400000US32,Nevada,32
1208136,null,1120,null,261161,null,278,null,12646,null,2176,null,248515,null,2207,null,791429,null,1111,null,70180,null,4488,null,721249,null,4420,null,155546,null,569,null,51220,null,2831,null,104326,null,2796,null,0400000US33,New Hampshire,33
5268782,null,4497,null,1105174,null,1878,null,32964,null,3696,null,1072210,null,3778,null,3308456,null,3184,null,240457,null,8112,null,3067999,null,8336,null,855152,null,2617,null,286697,null,7607,null,568455,null,7480,null,0400000US34,New Jersey,34
810303,null,2057,null,143170,null,903,null,4705,null,985,null,138465,null,1364,null,514490,null,1746,null,64474,null,4242,null,450016,null,4919,null,152643,null,1062,null,59021,null,2790,null,93622,null,2971,null,0400000US35,New Mexico,35
11494197,null,10560,null,2300756,null,2986,null,81331,null,5282,null,2219425,null,6034,null,7351814,null,7595,null,623158,null,11869,null,6728656,null,14095,null,1841627,null,5211,null,645052,null,9314,null,1196575,null,9505,null,0400000US36,New York,36
6056853,null,6497,null,1304314,null,2674,null,53474,null,4339,null,1250840,null,5107,null,3867650,null,4860,null,432222,null,10661,null,3435428,null,11742,null,884889,null,2521,null,337535,null,6340,null,547354,null,6745,null,0400000US37,North Carolina,37
561821,null,906,null,117955,null,161,null,2199,null,541,null,115756,null,567,null,359447,null,939,null,28012,null,2185,null,331435,null,2275,null,84419,null,278,null,29846,null,1757,null,54573,null,1740,null,0400000US38,North Dakota,38
9329132,null,4489,null,2090695,null,1728,null,95863,null,5590,null,1994832,null,5819,null,5907234,null,3973,null,634720,null,10716,null,5272514,null,10999,null,1331203,null,3409,null,489561,null,6984,null,841642,null,7597,null,0400000US39,Ohio,39
2535732,null,2887,null,553220,null,1619,null,29984,null,2740,null,523236,null,2704,null,1588656,null,3025,null,232839,null,7389,null,1355817,null,8535,null,393856,null,1359,null,172815,null,3792,null,221041,null,3957,null,0400000US40,Oklahoma,40
2995863,null,1865,null,597407,null,1462,null,28068,null,3053,null,569339,null,3319,null,1944914,null,1957,null,220168,null,7798,null,1724746,null,8063,null,453542,null,1302,null,177852,null,4944,null,275690,null,4707,null,0400000US41,Oregon,41
9947320,null,6898,null,2024970,null,2580,null,84179,null,4179,null,1940791,null,4908,null,6300573,null,5766,null,629616,null,13475,null,5670957,null,13809,null,1621777,null,4044,null,584075,null,8205,null,1037702,null,8149,null,0400000US42,Pennsylvania,42
807357,null,4145,null,152649,null,719,null,6614,null,1555,null,146035,null,1687,null,527641,null,3953,null,52209,null,4125,null,475432,null,5348,null,127067,null,586,null,46971,null,2868,null,80096,null,2874,null,0400000US44,Rhode Island,44
2859976,null,3715,null,606908,null,1262,null,23913,null,2488,null,582995,null,2942,null,1808082,null,3174,null,211636,null,7072,null,1596446,null,7323,null,444986,null,1678,null,172793,null,5292,null,272193,null,5560,null,0400000US45,South Carolina,45
676897,null,1861,null,151595,null,719,null,3602,null,647,null,147993,null,1046,null,421597,null,1554,null,34371,null,2801,null,387226,null,2678,null,103705,null,748,null,34348,null,1892,null,69357,null,1876,null,0400000US46,South Dakota,46
4716822,null,3202,null,1025769,null,1389,null,50438,null,4394,null,975331,null,4407,null,3005461,null,2688,null,401966,null,10230,null,2603495,null,10682,null,685592,null,1902,null,284805,null,5883,null,400787,null,5661,null,0400000US47,Tennessee,47
11254330,null,13289,null,2457720,null,4060,null,94081,null,4969,null,2363639,null,6235,null,7189608,null,12297,null,737047,null,17367,null,6452561,null,21283,null,1607002,null,4500,null,633442,null,9132,null,973560,null,9363,null,0400000US48,Texas,48
2210623,null,2760,null,647705,null,837,null,20641,null,2925,null,627064,null,2967,null,1341693,null,2530,null,111225,null,6039,null,1230468,null,6260,null,221225,null,1167,null,81249,null,3229,null,139976,null,3278,null,0400000US49,Utah,49
584135,null,729,null,118532,null,268,null,6399,null,1110,null,112133,null,1186,null,384888,null,617,null,42008,null,2584,null,342880,null,2717,null,80715,null,185,null,30203,null,1561,null,50512,null,1573,null,0400000US50,Vermont,50
5042170,null,5819,null,1087479,null,1566,null,39258,null,3615,null,1048221,null,3914,null,3238388,null,5184,null,288295,null,8898,null,2950093,null,10406,null,716303,null,2443,null,248611,null,6302,null,467692,null,6388,null,0400000US51,Virginia,51
4842045,null,5658,null,1002424,null,2241,null,40981,null,3339,null,961443,null,4004,null,3164864,null,4923,null,336965,null,9475,null,2827899,null,10955,null,674757,null,2067,null,255306,null,6270,null,419451,null,5975,null,0400000US53,Washington,53
1675146,null,1962,null,350018,null,1028,null,16626,null,2503,null,333392,null,2572,null,1063048,null,1536,null,190238,null,6344,null,872810,null,6554,null,262080,null,602,null,114919,null,3843,null,147161,null,3853,null,0400000US54,West Virginia,54
4718565,null,2692,null,1000056,null,1212,null,36412,null,2608,null,963644,null,3046,null,3042104,null,2389,null,250866,null,6388,null,2791238,null,6896,null,676405,null,1441,null,220577,null,3936,null,455828,null,4157,null,0400000US55,Wisconsin,55
454175,null,1162,null,101628,null,324,null,3367,null,992,null,98261,null,1066,null,294048,null,1034,null,30357,null,2489,null,263691,null,2487,null,58499,null,271,null,21713,null,1545,null,36786,null,1535,null,0400000US56,Wyoming,56
30318,null,3357,null,5782,null,1400,null,555,null,437,null,5227,null,1248,null,21024,null,2676,null,4047,null,1105,null,16977,null,2281,null,3512,null,955,null,1908,null,675,null,1604,null,545,null,0400000US72,Puerto Rico,72
