C01001G_001E,C01001G_001EA,C01001G_001M,C01001G_001MA,C01001G_002E,C01001G_002EA,C01001G_002M,C01001G_002MA,C01001G_003E,C01001G_003EA,C01001G_003M,C01001G_003MA,C01001G_004E,C01001G_004EA,C01001G_004M,C01001G_004MA,C01001G_005E,C01001G_005EA,C01001G_005M,C01001G_005MA,C01001G_006E,C01001G_006EA,C01001G_006M,C01001G_006MA,C01001G_007E,C01001G_007EA,C01001G_007M,C01001G_007MA,C01001G_008E,C01001G_008EA,C01001G_008M,C01001G_008MA,C01001G_009E,C01001G_009EA,C01001G_009M,C01001G_009MA,GEO_ID,NAME,state
134395,null,8695,null,65148,null,5395,null,32575,null,3775,null,31145,null,3395,null,1428,null,547,null,69247,null,5342,null,34298,null,3698,null,31725,null,3260,null,3224,null,967,null,0400000US13,Georgia,13
275694,null,11060,null,137317,null,6363,null,54918,null,3988,null,74707,null,4098,null,7692,null,1296,null,138377,null,6839,null,55101,null,3495,null,74221,null,4692,null,9055,null,1303,null,0400000US15,Hawaii,15
39037,null,3429,null,19586,null,2324,null,10484,null,1528,null,8487,null,1613,null,615,null,344,null,19451,null,1940,null,10187,null,1200,null,7793,null,1207,null,1471,null,645,null,0400000US16,Idaho,16
222243,null,11962,null,111608,null,6102,null,63743,null,4833,null,44927,null,3670,null,2938,null,766,null,110635,null,8167,null,59166,null,5526,null,46842,null,3896,null,4627,null,1142,null,0400000US17,Illinois,17
123789,null,6973,null,60501,null,4300,null,32211,null,2892,null,26414,null,2922,null,1876,null,536,null,63288,null,4500,null,34724,null,2987,null,25847,null,2781,null,2717,null,721,null,0400000US18,Indiana,18
44777,null,3753,null,22610,null,2178,null,11830,null,2013,null,10304,null,1544,null,476,null,243,null,22167,null,2744,null,12715,null,1884,null,8647,null,1534,null,805,null,474,null,0400000US19,Iowa,19
75781,null,4545,null,38092,null,2774,null,18496,null,2225,null,18047,null,2044,null,1549,null,526,null,37689,null,2876,null,18111,null,1817,null,17966,null,1907,null,1612,null,488,null,0400000US20,Kansas,20
61722,null,4993,null,29640,null,3422,null,19455,null,2220,null,8854,null,1734,null,1331,null,510,null,32082,null,3188,null,16584,null,2079,null,12906,null,1729,null,2592,null,706,null,0400000US21,Kentucky,21
50344,null,4480,null,23405,null,2653,null,10922,null,2031,null,11050,null,1832,null,1433,null,512,null,26939,null,3041,null,12736,null,2058,null,12417,null,2082,null,1786,null,537,null,0400000US22,Louisiana,22
21163,null,1989,null,10228,null,1393,null,4352,null,970,null,5421,null,908,null,455,null,278,null,10935,null,1343,null,5595,null,1054,null,4767,null,736,null,573,null,261,null,0400000US23,Maine,23
119990,null,7624,null,57577,null,5003,null,30282,null,3120,null,26259,null,3162,null,1036,null,430,null,62413,null,3930,null,30937,null,2866,null,28129,null,2443,null,3347,null,973,null,0400000US24,Maryland,24
133853,null,9498,null,67478,null,6064,null,29299,null,3440,null,35648,null,4024,null,2531,null,780,null,66375,null,5413,null,28444,null,3103,null,35122,null,3257,null,2809,null,760,null,0400000US25,Massachusetts,25
216944,null,8704,null,108798,null,5262,null,56222,null,4164,null,48833,null,3271,null,3743,null,926,null,108146,null,5304,null,54305,null,3653,null,49124,null,3391,null,4717,null,839,null,0400000US26,Michigan,26
94084,null,5538,null,48109,null,3474,null,26602,null,2449,null,20144,null,2057,null,1363,null,411,null,45975,null,3200,null,27210,null,2616,null,17424,null,1646,null,1341,null,514,null,0400000US27,Minnesota,27
25769,null,3651,null,12827,null,2431,null,5699,null,1437,null,6380,null,1557,null,748,null,437,null,12942,null,2325,null,7355,null,1933,null,4316,null,1114,null,1271,null,515,null,0400000US28,Mississippi,28
118558,null,6144,null,61767,null,4039,null,31160,null,2911,null,27669,null,2574,null,2938,null,777,null,56791,null,3945,null,26450,null,2640,null,27012,null,2590,null,3329,null,688,null,0400000US29,Missouri,29
23269,null,2820,null,10447,null,1640,null,4628,null,1023,null,5419,null,1183,null,400,null,199,null,12822,null,2071,null,6685,null,1359,null,5626,null,1140,null,511,null,390,null,0400000US30,Montana,30
38798,null,3525,null,18704,null,2078,null,11288,null,1480,null,6910,null,1369,null,506,null,322,null,20094,null,2292,null,11192,null,1696,null,8397,null,1254,null,505,null,352,null,0400000US31,Nebraska,31
83692,null,6038,null,42926,null,3617,null,21886,null,2168,null,20054,null,2448,null,986,null,356,null,40766,null,3710,null,19660,null,2816,null,19215,null,2264,null,1891,null,685,null,0400000US32,Nevada,32
18177,null,2171,null,9324,null,1428,null,4729,null,1061,null,4249,null,914,null,346,null,236,null,8853,null,1493,null,3729,null,1009,null,4665,null,926,null,459,null,342,null,0400000US33,New Hampshire,33
162968,null,8725,null,82574,null,5849,null,40690,null,3592,null,39219,null,3879,null,2665,null,714,null,80394,null,5189,null,36107,null,3503,null,40420,null,3278,null,3867,null,968,null,0400000US34,New Jersey,34
63316,null,6428,null,31528,null,4100,null,15639,null,2496,null,14529,null,2745,null,1360,null,657,null,31788,null,3264,null,11785,null,1847,null,16924,null,2068,null,3079,null,765,null,0400000US35,New Mexico,35
388916,null,15386,null,195102,null,9001,null,86370,null,5673,null,99879,null,6546,null,8853,null,1530,null,193814,null,8802,null,75991,null,4897,null,104885,null,5424,null,12938,null,1852,null,0400000US36,New York,36
156737,null,9344,null,75920,null,5162,null,40688,null,3690,null,32669,null,3370,null,2563,null,678,null,80817,null,5466,null,42227,null,3795,null,35728,null,3037,null,2862,null,652,null,0400000US37,North Carolina,37
8367,null,1650,null,4780,null,1091,null,2568,null,795,null,1944,null,730,null,268,null,213,null,3587,null,897,null,1710,null,595,null,1714,null,636,null,163,null,113,null,0400000US38,North Dakota,38
209180,null,9446,null,104216,null,5845,null,57025,null,4899,null,43179,null,3265,null,4012,null,1019,null,104964,null,5608,null,55831,null,4199,null,43255,null,3023,null,5878,null,1115,null,0400000US39,Ohio,39
240052,null,10285,null,118945,null,6655,null,49881,null,3993,null,60997,null,3887,null,8067,null,1053,null,121107,null,5932,null,48630,null,3600,null,61830,null,3641,null,10647,null,1367,null,0400000US40,Oklahoma,40
132488,null,7631,null,67510,null,4424,null,31286,null,2852,null,33257,null,2843,null,2967,null,737,null,64978,null,4363,null,30568,null,2833,null,31451,null,2486,null,2959,null,666,null,0400000US41,Oregon,41
184716,null,9185,null,93623,null,5629,null,52248,null,3834,null,37379,null,2899,null,3996,null,866,null,91093,null,5490,null,49270,null,3747,null,37871,null,2697,null,3952,null,905,null,0400000US42,Pennsylvania,42
19815,null,3101,null,9007,null,1660,null,4050,null,1115,null,4761,null,1125,null,196,null,207,null,10808,null,2072,null,5579,null,1429,null,4826,null,1103,null,403,null,241,null,0400000US44,Rhode Island,44
69688,null,5438,null,35410,null,3013,null,19297,null,2435,null,14728,null,1995,null,1385,null,502,null,34278,null,3692,null,18813,null,2677,null,14465,null,1876,null,1000,null,410,null,0400000US45,South Carolina,45
17435,null,2583,null,8149,null,1423,null,5227,null,1169,null,2728,null,853,null,194,null,148,null,9286,null,1832,null,4421,null,1106,null,4509,null,1241,null,356,null,213,null,0400000US46,South Dakota,46
95995,null,6996,null,46149,null,4606,null,24469,null,2915,null,19446,null,2978,null,2234,null,596,null,49846,null,4549,null,26177,null,3065,null,20792,null,2424,null,2877,null,786,null,0400000US47,Tennessee,47
475337,null,16948,null,235432,null,9990,null,114255,null,5996,null,110869,null,6009,null,10308,null,1480,null,239905,null,10338,null,108503,null,6539,null,117898,null,5820,null,13504,null,1594,null,0400000US48,Texas,48
56225,null,4668,null,28496,null,3432,null,15984,null,2484,null,11940,null,1857,null,572,null,332,null,27729,null,2515,null,15325,null,1603,null,11689,null,1592,null,715,null,330,null,0400000US49,Utah,49
9567,null,1446,null,4528,null,869,null,1699,null,549,null,2455,null,566,null,374,null,243,null,5039,null,1075,null,1893,null,694,null,2993,null,701,null,153,null,131,null,0400000US50,Vermont,50
165998,null,10421,null,83497,null,6000,null,44708,null,4311,null,36873,null,3824,null,1916,null,611,null,82501,null,5924,null,42087,null,3811,null,38134,null,3335,null,2280,null,706,null,0400000US51,Virginia,51
260155,null,9431,null,127422,null,5648,null,62396,null,3664,null,61314,null,3920,null,3712,null,850,null,132733,null,6834,null,64334,null,4029,null,63151,null,4289,null,5248,null,938,null,0400000US53,Washington,53
25244,null,3159,null,13053,null,2191,null,6851,null,1426,null,5586,null,1401,null,616,null,401,null,12191,null,1759,null,5788,null,1088,null,5286,null,1207,null,1117,null,459,null,0400000US54,West Virginia,54
90374,null,6707,null,44449,null,3586,null,24980,null,2488,null,18545,null,2285,null,924,null,353,null,45925,null,4266,null,27010,null,3096,null,17374,null,2101,null,1541,null,491,null,0400000US55,Wisconsin,55
14770,null,2193,null,6786,null,1388,null,3620,null,1169,null,2485,null,768,null,681,null,418,null,7984,null,1571,null,4236,null,1209,null,3337,null,801,null,411,null,255,null,0400000US56,Wyoming,56
309113,null,11324,null,156570,null,6876,null,45770,null,3685,null,99019,null,4790,null,11781,null,1599,null,152543,null,7194,null,42029,null,3317,null,93047,null,5193,null,17467,null,1989,null,0400000US72,Puerto Rico,72
