B01001I_001E,B01001I_001EA,B01001I_001M,B01001I_001MA,B01001I_002E,B01001I_002EA,B01001I_002M,B01001I_002MA,B01001I_003E,B01001I_003EA,B01001I_003M,B01001I_003MA,B01001I_004E,B01001I_004EA,B01001I_004M,B01001I_004MA,B01001I_005E,B01001I_005EA,B01001I_005M,B01001I_005MA,B01001I_006E,B01001I_006EA,B01001I_006M,B01001I_006MA,B01001I_007E,B01001I_007EA,B01001I_007M,B01001I_007MA,B01001I_008E,B01001I_008EA,B01001I_008M,B01001I_008MA,B01001I_009E,B01001I_009EA,B01001I_009M,B01001I_009MA,B01001I_010E,B01001I_010EA,B01001I_010M,B01001I_010MA,B01001I_011E,B01001I_011EA,B01001I_011M,B01001I_011MA,B01001I_012E,B01001I_012EA,B01001I_012M,B01001I_012MA,B01001I_013E,B01001I_013EA,B01001I_013M,B01001I_013MA,B01001I_014E,B01001I_014EA,B01001I_014M,B01001I_014MA,B01001I_015E,B01001I_015EA,B01001I_015M,B01001I_015MA,B01001I_016E,B01001I_016EA,B01001I_016M,B01001I_016MA,B01001I_017E,B01001I_017EA,B01001I_017M,B01001I_017MA,B01001I_018E,B01001I_018EA,B01001I_018M,B01001I_018MA,B01001I_019E,B01001I_019EA,B01001I_019M,B01001I_019MA,B01001I_020E,B01001I_020EA,B01001I_020M,B01001I_020MA,B01001I_021E,B01001I_021EA,B01001I_021M,B01001I_021MA,B01001I_022E,B01001I_022EA,B01001I_022M,B01001I_022MA,B01001I_023E,B01001I_023EA,B01001I_023M,B01001I_023MA,B01001I_024E,B01001I_024EA,B01001I_024M,B01001I_024MA,B01001I_025E,B01001I_025EA,B01001I_025M,B01001I_025MA,B01001I_026E,B01001I_026EA,B01001I_026M,B01001I_026MA,B01001I_027E,B01001I_027EA,B01001I_027M,B01001I_027MA,B01001I_028E,B01001I_028EA,B01001I_028M,B01001I_028MA,B01001I_029E,B01001I_029EA,B01001I_029M,B01001I_029MA,B01001I_030E,B01001I_030EA,B01001I_030M,B01001I_030MA,B01001I_031E,B01001I_031EA,B01001I_031M,B01001I_031MA,GEO_ID,NAME,state
122206,null,0,*****,60874,null,766,null,7709,null,746,null,6133,null,902,null,5190,null,868,null,3403,null,183,null,2146,null,107,null,5065,null,292,null,5689,null,454,null,5122,null,346,null,8672,null,416,null,6054,null,331,null,3347,null,375,null,1438,null,479,null,626,null,456,null,280,null,246,null,61332,null,766,null,6800,null,420,null,5089,null,886,null,6307,null,949,null,3243,null,273,null,2228,null,142,null,4990,null,545,null,4853,null,303,null,4964,null,277,null,9156,null,418,null,6675,null,301,null,3850,null,294,null,1778,null,201,null,1215,null,144,null,184,null,131,null,0400000US44,Rhode Island,44
182194,null,1909,null,101144,null,2143,null,14226,null,1695,null,9493,null,1702,null,7567,null,1348,null,4415,null,1364,null,3659,null,783,null,8982,null,1100,null,11325,null,1259,null,11411,null,1630,null,14981,null,1735,null,8927,null,1536,null,3889,null,1070,null,1419,null,527,null,850,null,347,null,0,null,287,null,81050,null,2528,null,14810,null,1338,null,8943,null,1637,null,6458,null,1390,null,3459,null,872,null,2756,null,705,null,6077,null,672,null,8304,null,1139,null,6241,null,1156,null,10150,null,1290,null,6350,null,1147,null,3589,null,724,null,2190,null,585,null,1036,null,437,null,687,null,525,null,0400000US45,South Carolina,45
18945,null,1214,null,10834,null,927,null,1068,null,427,null,1351,null,664,null,2255,null,992,null,478,null,451,null,224,null,243,null,514,null,416,null,631,null,334,null,495,null,319,null,1809,null,719,null,1231,null,787,null,720,null,427,null,41,null,67,null,17,null,28,null,0,null,223,null,8111,null,1074,null,1187,null,657,null,688,null,248,null,594,null,372,null,426,null,345,null,185,null,185,null,821,null,579,null,794,null,561,null,1243,null,631,null,793,null,434,null,968,null,610,null,72,null,67,null,170,null,167,null,59,null,74,null,111,null,146,null,0400000US46,South Dakota,46
227897,null,2004,null,125235,null,2679,null,17899,null,1228,null,12664,null,1401,null,9756,null,1465,null,5107,null,1081,null,3113,null,748,null,10475,null,1380,null,14489,null,1340,null,14579,null,1625,null,19520,null,1412,null,10292,null,1152,null,4444,null,977,null,2106,null,800,null,733,null,415,null,58,null,104,null,102662,null,2599,null,20523,null,1719,null,12564,null,1333,null,8042,null,1496,null,4613,null,1011,null,3200,null,905,null,7726,null,1255,null,7624,null,1074,null,9132,null,1082,null,14525,null,1366,null,6982,null,914,null,4017,null,1034,null,1577,null,517,null,1071,null,586,null,1066,null,455,null,0400000US47,Tennessee,47
8870472,null,0,*****,4553111,null,4581,null,516980,null,2372,null,437260,null,7750,null,408928,null,8013,null,230185,null,2423,null,146089,null,3485,null,365663,null,4155,null,420021,null,3186,null,399007,null,3871,null,672743,null,4370,null,474146,null,3739,null,269753,null,2079,null,127395,null,2212,null,66308,null,2533,null,18633,null,2214,null,4317361,null,4580,null,493368,null,2533,null,420485,null,7572,null,389284,null,7762,null,214968,null,2276,null,142911,null,3028,null,322553,null,3378,null,347258,null,2523,null,343880,null,2326,null,614746,null,3347,null,454904,null,2757,null,287285,null,1735,null,156629,null,2089,null,99428,null,2745,null,29662,null,2530,null,0400000US48,Texas,48
329068,null,0,*****,175650,null,1434,null,24622,null,1364,null,19934,null,1559,null,17453,null,1782,null,8707,null,563,null,5315,null,711,null,12366,null,812,null,17395,null,771,null,17015,null,743,null,26957,null,1458,null,14740,null,1089,null,6503,null,475,null,2759,null,321,null,1534,null,391,null,350,null,226,null,153418,null,1434,null,21747,null,947,null,18519,null,1405,null,15086,null,1408,null,7952,null,545,null,5481,null,573,null,11553,null,1093,null,12728,null,470,null,12952,null,492,null,21814,null,779,null,12689,null,548,null,6903,null,391,null,3687,null,337,null,1759,null,354,null,548,null,298,null,0400000US49,Utah,49
7598,null,435,null,3540,null,725,null,273,null,155,null,233,null,181,null,222,null,146,null,165,null,125,null,73,null,74,null,385,null,267,null,513,null,424,null,142,null,113,null,369,null,268,null,673,null,400,null,343,null,190,null,0,null,211,null,149,null,158,null,0,null,211,null,4058,null,716,null,706,null,463,null,191,null,198,null,297,null,257,null,253,null,191,null,428,null,301,null,183,null,212,null,93,null,110,null,122,null,158,null,481,null,274,null,504,null,228,null,268,null,217,null,253,null,178,null,233,null,231,null,46,null,52,null,0400000US50,Vermont,50
529836,null,3000,null,281408,null,3403,null,33465,null,1400,null,24667,null,2055,null,21606,null,1824,null,11600,null,1336,null,9011,null,1169,null,26397,null,1636,null,31895,null,2100,null,27869,null,1544,null,49170,null,2214,null,27853,null,2226,null,12564,null,1262,null,3430,null,655,null,1425,null,601,null,456,null,288,null,248428,null,3386,null,32931,null,1802,null,22857,null,1717,null,20112,null,1893,null,9472,null,1177,null,7758,null,1136,null,20023,null,1569,null,20955,null,1439,null,23076,null,1797,null,40141,null,2166,null,26351,null,1907,null,14436,null,1182,null,5539,null,1050,null,3689,null,941,null,1088,null,571,null,0400000US51,Virginia,51
643684,null,0,*****,341340,null,1876,null,45337,null,959,null,37110,null,2267,null,31620,null,2090,null,16907,null,1237,null,12079,null,1494,null,28551,null,1602,null,32746,null,1255,null,32480,null,1555,null,50189,null,2232,null,29960,null,1795,null,15929,null,1151,null,5176,null,960,null,2552,null,663,null,704,null,516,null,302344,null,1875,null,43686,null,1197,null,34108,null,2215,null,31149,null,2003,null,17067,null,1184,null,10831,null,1286,null,20731,null,1495,null,26111,null,1153,null,26036,null,1263,null,39250,null,1444,null,28057,null,1462,null,14659,null,1038,null,6763,null,854,null,2995,null,629,null,901,null,434,null,0400000US53,Washington,53
20398,null,1731,null,10007,null,1430,null,704,null,388,null,988,null,390,null,1221,null,527,null,834,null,517,null,619,null,400,null,770,null,361,null,588,null,355,null,552,null,264,null,1224,null,547,null,1033,null,466,null,693,null,319,null,503,null,324,null,234,null,168,null,44,null,79,null,10391,null,1312,null,1203,null,579,null,1252,null,571,null,463,null,284,null,792,null,420,null,466,null,339,null,1012,null,638,null,635,null,429,null,743,null,472,null,1525,null,628,null,1071,null,497,null,457,null,280,null,404,null,286,null,102,null,115,null,266,null,248,null,0400000US54,West Virginia,54
286112,null,1024,null,153191,null,1579,null,19165,null,1184,null,16475,null,1511,null,14575,null,1569,null,6605,null,678,null,5691,null,986,null,12905,null,1098,null,14211,null,872,null,14066,null,891,null,24563,null,1419,null,14121,null,1232,null,6805,null,572,null,2366,null,367,null,1128,null,344,null,515,null,234,null,132921,null,1639,null,18348,null,1238,null,15624,null,1307,null,13474,null,1390,null,6871,null,734,null,4689,null,667,null,9675,null,869,null,10987,null,939,null,12339,null,878,null,18299,null,1189,null,11729,null,1012,null,6479,null,577,null,2395,null,343,null,1461,null,430,null,551,null,268,null,0400000US55,Wisconsin,55
41164,null,0,*****,21444,null,1271,null,2936,null,711,null,2136,null,690,null,1749,null,436,null,1292,null,480,null,569,null,326,null,1923,null,585,null,2271,null,765,null,1538,null,605,null,2091,null,591,null,2429,null,671,null,1293,null,577,null,782,null,358,null,411,null,300,null,24,null,35,null,19720,null,1272,null,2019,null,713,null,2499,null,542,null,1489,null,447,null,797,null,382,null,1284,null,636,null,1564,null,583,null,1345,null,684,null,2087,null,867,null,2250,null,777,null,2064,null,793,null,1229,null,461,null,593,null,342,null,449,null,318,null,51,null,47,null,0400000US56,Wyoming,56
3912844,null,4053,null,1873654,null,3875,null,118762,null,1832,null,134953,null,4177,null,154797,null,4496,null,88382,null,1580,null,61691,null,2169,null,138125,null,2343,null,135240,null,1835,null,128473,null,2023,null,253940,null,2617,null,230383,null,1765,null,198892,null,885,null,135366,null,756,null,71776,null,2019,null,22874,null,1935,null,2039190,null,3434,null,114921,null,1846,null,123719,null,4640,null,150731,null,4996,null,88191,null,1273,null,58656,null,2022,null,136824,null,2283,null,142048,null,1348,null,134778,null,1441,null,275613,null,1944,null,268639,null,1277,null,239372,null,663,null,166810,null,687,null,96267,null,2882,null,42621,null,2926,null,0400000US72,Puerto Rico,72
