B17010A_001E,B17010A_001EA,B17010A_001M,B17010A_001MA,B17010A_002E,B17010A_002EA,B17010A_002M,B17010A_002MA,B17010A_003E,B17010A_003EA,B17010A_003M,B17010A_003MA,B17010A_004E,B17010A_004EA,B17010A_004M,B17010A_004MA,B17010A_005E,B17010A_005EA,B17010A_005M,B17010A_005MA,B17010A_006E,B17010A_006EA,B17010A_006M,B17010A_006MA,B17010A_007E,B17010A_007EA,B17010A_007M,B17010A_007MA,B17010A_008E,B17010A_008EA,B17010A_008M,B17010A_008MA,B17010A_009E,B17010A_009EA,B17010A_009M,B17010A_009MA,B17010A_010E,B17010A_010EA,B17010A_010M,B17010A_010MA,B17010A_011E,B17010A_011EA,B17010A_011M,B17010A_011MA,B17010A_012E,B17010A_012EA,B17010A_012M,B17010A_012MA,B17010A_013E,B17010A_013EA,B17010A_013M,B17010A_013MA,B17010A_014E,B17010A_014EA,B17010A_014M,B17010A_014MA,B17010A_015E,B17010A_015EA,B17010A_015M,B17010A_015MA,B17010A_016E,B17010A_016EA,B17010A_016M,B17010A_016MA,B17010A_017E,B17010A_017EA,B17010A_017M,B17010A_017MA,B17010A_018E,B17010A_018EA,B17010A_018M,B17010A_018MA,B17010A_019E,B17010A_019EA,B17010A_019M,B17010A_019MA,B17010A_020E,B17010A_020EA,B17010A_020M,B17010A_020MA,B17010A_021E,B17010A_021EA,B17010A_021M,B17010A_021MA,B17010A_022E,B17010A_022EA,B17010A_022M,B17010A_022MA,B17010A_023E,B17010A_023EA,B17010A_023M,B17010A_023MA,B17010A_024E,B17010A_024EA,B17010A_024M,B17010A_024MA,B17010A_025E,B17010A_025EA,B17010A_025M,B17010A_025MA,B17010A_026E,B17010A_026EA,B17010A_026M,B17010A_026MA,B17010A_027E,B17010A_027EA,B17010A_027M,B17010A_027MA,B17010A_028E,B17010A_028EA,B17010A_028M,B17010A_028MA,B17010A_029E,B17010A_029EA,B17010A_029M,B17010A_029MA,B17010A_030E,B17010A_030EA,B17010A_030M,B17010A_030MA,B17010A_031E,B17010A_031EA,B17010A_031M,B17010A_031MA,B17010A_032E,B17010A_032EA,B17010A_032M,B17010A_032MA,B17010A_033E,B17010A_033EA,B17010A_033M,B17010A_033MA,B17010A_034E,B17010A_034EA,B17010A_034M,B17010A_034MA,B17010A_035E,B17010A_035EA,B17010A_035M,B17010A_035MA,B17010A_036E,B17010A_036EA,B17010A_036M,B17010A_036MA,B17010A_037E,B17010A_037EA,B17010A_037M,B17010A_037MA,B17010A_038E,B17010A_038EA,B17010A_038M,B17010A_038MA,B17010A_039E,B17010A_039EA,B17010A_039M,B17010A_039MA,B17010A_040E,B17010A_040EA,B17010A_040M,B17010A_040MA,B17010A_041E,B17010A_041EA,B17010A_041M,B17010A_041MA,GEO_ID,NAME,state
418567,null,6025,null,22741,null,1970,null,10175,null,1298,null,6198,null,937,null,1375,null,577,null,2561,null,692,null,2262,null,607,null,3977,null,740,null,12566,null,1417,null,2148,null,590,null,1667,null,578,null,555,null,404,null,578,null,349,null,534,null,294,null,481,null,360,null,10418,null,1325,null,9005,null,1425,null,2545,null,736,null,2921,null,822,null,3539,null,868,null,1413,null,570,null,395826,null,5866,null,333829,null,5703,null,139446,null,3873,null,28557,null,2025,null,28207,null,2186,null,82682,null,2952,null,194383,null,4252,null,61997,null,4102,null,22019,null,2300,null,12651,null,1792,null,2935,null,964,null,1283,null,504,null,8433,null,1317,null,9368,null,1698,null,39978,null,3015,null,24756,null,2233,null,5798,null,1144,null,2531,null,775,null,16427,null,1745,null,15222,null,1872,null,0400000US31,Nebraska,31
486016,null,7829,null,35697,null,3157,null,16315,null,2405,null,11473,null,2086,null,1964,null,785,null,5181,null,1546,null,4328,null,1133,null,4842,null,1036,null,19382,null,2824,null,3467,null,1030,null,2356,null,809,null,502,null,328,null,951,null,585,null,903,null,506,null,1111,null,662,null,15915,null,2590,null,14631,null,2513,null,2531,null,1089,null,4583,null,1497,null,7517,null,1570,null,1284,null,520,null,450319,null,7941,null,350580,null,7981,null,151316,null,5451,null,29757,null,2920,null,34233,null,3956,null,87326,null,4074,null,199264,null,6158,null,99739,null,5464,null,37359,null,3502,null,21134,null,2523,null,4774,null,1116,null,3644,null,890,null,12716,null,1898,null,16225,null,2529,null,62380,null,3434,null,37362,null,2615,null,5512,null,1342,null,5211,null,1251,null,26639,null,2401,null,25018,null,2350,null,0400000US32,Nevada,32
331378,null,5319,null,15954,null,2212,null,4328,null,1025,null,1397,null,465,null,441,null,319,null,268,null,235,null,688,null,323,null,2931,null,821,null,11626,null,1780,null,1841,null,623,null,1437,null,523,null,344,null,344,null,241,null,263,null,852,null,442,null,404,null,381,null,9785,null,1663,null,8730,null,1549,null,2373,null,853,null,1750,null,762,null,4607,null,1098,null,1055,null,570,null,315424,null,5191,null,261660,null,5079,null,111143,null,4007,null,22104,null,2158,null,17026,null,1811,null,72013,null,3291,null,150517,null,4373,null,53764,null,2925,null,18241,null,2270,null,10717,null,1600,null,1911,null,824,null,1094,null,634,null,7712,null,1293,null,7524,null,1639,null,35523,null,2479,null,20701,null,1915,null,1922,null,732,null,2035,null,786,null,16744,null,1797,null,14822,null,1653,null,0400000US33,New Hampshire,33
1581397,null,13022,null,63289,null,4325,null,26205,null,2616,null,16301,null,1890,null,2909,null,838,null,6823,null,1404,null,6569,null,1247,null,9904,null,1581,null,37084,null,3002,null,5194,null,1336,null,3393,null,1038,null,1046,null,679,null,1016,null,707,null,1331,null,529,null,1801,null,798,null,31890,null,2961,null,27273,null,2652,null,5208,null,1340,null,4881,null,1107,null,17184,null,2079,null,4617,null,1208,null,1518108,null,13682,null,1235264,null,12623,null,558115,null,8441,null,104853,null,5019,null,99991,null,4779,null,353271,null,7108,null,677149,null,9145,null,282844,null,8054,null,86506,null,4806,null,34352,null,2899,null,6180,null,1324,null,3830,null,950,null,24342,null,2645,null,52154,null,3480,null,196338,null,6643,null,99256,null,4675,null,14052,null,1958,null,10356,null,2051,null,74848,null,4165,null,97082,null,4604,null,0400000US34,New Jersey,34
371608,null,6178,null,40608,null,3402,null,16846,null,2177,null,9824,null,1867,null,1517,null,720,null,3123,null,1050,null,5184,null,1242,null,7022,null,1195,null,23762,null,2630,null,4790,null,1134,null,3375,null,998,null,791,null,448,null,864,null,656,null,1720,null,620,null,1415,null,623,null,18972,null,2362,null,17607,null,2486,null,4177,null,1063,null,5093,null,1126,null,8337,null,1590,null,1365,null,495,null,331000,null,6072,null,257727,null,5495,null,99205,null,4413,null,16078,null,1905,null,20687,null,2295,null,62440,null,3734,null,158522,null,4099,null,73273,null,4160,null,23501,null,2657,null,13618,null,2281,null,3437,null,1069,null,1249,null,523,null,8932,null,1610,null,9883,null,1470,null,49772,null,3350,null,30733,null,2820,null,4823,null,1324,null,4745,null,1259,null,21165,null,2420,null,19039,null,1979,null,0400000US35,New Mexico,35
3218834,null,16181,null,219614,null,6943,null,95789,null,5340,null,56791,null,3988,null,10956,null,1825,null,20882,null,2088,null,24953,null,2593,null,38998,null,3045,null,123825,null,5688,null,20964,null,2477,null,15759,null,2159,null,3980,null,1330,null,3028,null,941,null,8751,null,1570,null,5205,null,1404,null,102861,null,4872,null,87902,null,4628,null,18742,null,2361,null,19133,null,2531,null,50027,null,3265,null,14959,null,1902,null,2999220,null,15803,null,2420228,null,17238,null,1013088,null,13036,null,201263,null,5848,null,181658,null,5776,null,630167,null,10881,null,1407140,null,13416,null,578992,null,11689,null,177373,null,6653,null,84188,null,4351,null,18515,null,2086,null,10530,null,1457,null,55143,null,3651,null,93185,null,4824,null,401619,null,8524,null,199868,null,7288,null,31476,null,2861,null,17550,null,2184,null,150842,null,5853,null,201751,null,6327,null,0400000US36,New York,36
1762242,null,12407,null,126325,null,6359,null,57238,null,3858,null,30204,null,3076,null,5734,null,1515,null,9433,null,1593,null,15037,null,2257,null,27034,null,2390,null,69087,null,4530,null,12030,null,1940,null,8484,null,1806,null,1895,null,846,null,1701,null,688,null,4888,null,1338,null,3546,null,892,null,57057,null,4343,null,50998,null,4095,null,12091,null,1731,null,11681,null,2119,null,27226,null,2841,null,6059,null,1254,null,1635917,null,13034,null,1385032,null,13151,null,567209,null,10572,null,119759,null,5362,null,101902,null,5588,null,345548,null,8379,null,817823,null,10399,null,250885,null,7815,null,83768,null,4720,null,46633,null,3594,null,10273,null,1857,null,5151,null,1191,null,31209,null,2791,null,37135,null,3523,null,167117,null,5768,null,94476,null,4668,null,13260,null,2013,null,9953,null,1825,null,71263,null,4134,null,72641,null,3798,null,0400000US37,North Carolina,37
159450,null,3360,null,10515,null,1511,null,4000,null,644,null,1548,null,456,null,434,null,262,null,289,null,170,null,825,null,310,null,2452,null,526,null,6515,null,1301,null,839,null,435,null,552,null,353,null,249,null,244,null,33,null,55,null,270,null,244,null,287,null,236,null,5676,null,1123,null,5544,null,1111,null,1841,null,646,null,1558,null,629,null,2145,null,784,null,132,null,124,null,148935,null,3356,null,130182,null,3401,null,53296,null,2567,null,11315,null,1445,null,10808,null,1233,null,31173,null,1825,null,76886,null,2693,null,18753,null,1814,null,6577,null,1063,null,3771,null,786,null,1297,null,623,null,378,null,299,null,2096,null,518,null,2806,null,719,null,12176,null,1382,null,7468,null,1134,null,1735,null,685,null,679,null,438,null,5054,null,857,null,4708,null,819,null,0400000US38,North Dakota,38
2534408,null,12908,null,194814,null,6311,null,65412,null,3593,null,37816,null,2677,null,7976,null,1478,null,14689,null,1983,null,15151,null,1780,null,27596,null,2216,null,129402,null,5837,null,21832,null,2617,null,16499,null,2181,null,5710,null,1401,null,2948,null,890,null,7841,null,1520,null,5333,null,1020,null,107570,null,5375,null,95686,null,5023,null,23375,null,2375,null,23272,null,2406,null,49039,null,3854,null,11884,null,1728,null,2339594,null,12265,null,1922525,null,14112,null,782533,null,11300,null,142290,null,6095,null,154203,null,4888,null,486040,null,7982,null,1139992,null,10894,null,417069,null,9424,null,132637,null,5108,null,74958,null,4196,null,14535,null,2344,null,7833,null,1827,null,52590,null,3362,null,57679,null,3283,null,284432,null,8093,null,161023,null,6069,null,22756,null,2712,null,18508,null,1964,null,119759,null,4925,null,123409,null,4932,null,0400000US39,Ohio,39
738768,null,6635,null,69804,null,4117,null,30923,null,2548,null,19923,null,2143,null,3403,null,947,null,7450,null,1164,null,9070,null,1671,null,11000,null,1474,null,38881,null,3075,null,6104,null,1343,null,5146,null,1298,null,906,null,479,null,954,null,599,null,3286,null,1023,null,958,null,402,null,32777,null,2989,null,29302,null,2762,null,5228,null,1166,null,9585,null,1828,null,14489,null,1815,null,3475,null,867,null,668964,null,6842,null,557015,null,7590,null,227508,null,6136,null,44615,null,3228,null,45137,null,3432,null,137756,null,5044,null,329507,null,5728,null,111949,null,5313,null,37396,null,2767,null,21096,null,2315,null,3255,null,996,null,3236,null,958,null,14605,null,1889,null,16300,null,1972,null,74553,null,4068,null,45820,null,3119,null,7522,null,1321,null,4927,null,1129,null,33371,null,2752,null,28733,null,2175,null,0400000US40,Oklahoma,40
840344,null,9388,null,72388,null,4206,null,28481,null,2826,null,16068,null,2471,null,3470,null,1104,null,5767,null,1586,null,6831,null,1416,null,12413,null,1690,null,43907,null,3639,null,8635,null,1769,null,6918,null,1694,null,1206,null,590,null,1485,null,873,null,4227,null,1330,null,1717,null,591,null,35272,null,3277,null,31151,null,3130,null,6714,null,1589,null,8230,null,1604,null,16207,null,2526,null,4121,null,954,null,767956,null,9518,null,635790,null,9733,null,246739,null,7152,null,52303,null,3427,null,48688,null,3571,null,145748,null,5264,null,389051,null,7824,null,132166,null,5037,null,43200,null,3503,null,25803,null,2617,null,4448,null,1259,null,3487,null,1130,null,17868,null,2259,null,17397,null,2252,null,88966,null,3899,null,52725,null,3233,null,7216,null,1394,null,6407,null,1348,null,39102,null,2987,null,36241,null,2716,null,0400000US41,Oregon,41
2769864,null,12394,null,176464,null,5896,null,65191,null,3661,null,34223,null,2941,null,4927,null,1085,null,10433,null,1629,null,18863,null,2263,null,30968,null,2409,null,111273,null,5351,null,15513,null,1834,null,12253,null,1627,null,4101,null,1237,null,2142,null,663,null,6010,null,1081,null,3260,null,843,null,95760,null,4853,null,86049,null,4525,null,22755,null,2780,null,20270,null,2415,null,43024,null,3101,null,9711,null,1277,null,2593400,null,12305,null,2130062,null,11993,null,846191,null,9950,null,159673,null,5300,null,149917,null,4943,null,536601,null,8769,null,1283871,null,11364,null,463338,null,9250,null,155405,null,5677,null,75957,null,4366,null,15962,null,2069,null,7623,null,1374,null,52372,null,3754,null,79448,null,4052,null,307933,null,7533,null,160090,null,5474,null,24059,null,2471,null,18407,null,2221,null,117624,null,4957,null,147843,null,5165,null,0400000US42,Pennsylvania,42
209328,null,4730,null,10034,null,1372,null,3644,null,821,null,2243,null,720,null,258,null,224,null,581,null,362,null,1404,null,597,null,1401,null,491,null,6390,null,1195,null,1034,null,511,null,681,null,488,null,315,null,303,null,0,null,287,null,366,null,377,null,353,null,207,null,5356,null,1127,null,4741,null,1089,null,666,null,370,null,1257,null,645,null,2818,null,839,null,615,null,309,null,199294,null,4719,null,158231,null,4478,null,64463,null,3306,null,13589,null,1960,null,9572,null,1619,null,41302,null,2704,null,93768,null,3788,null,41063,null,2805,null,11987,null,1608,null,5494,null,1232,null,1240,null,797,null,630,null,538,null,3624,null,937,null,6493,null,1264,null,29076,null,2425,null,16674,null,1942,null,2261,null,853,null,1587,null,687,null,12826,null,1648,null,12402,null,1382,null,0400000US44,Rhode Island,44
817335,null,8835,null,57426,null,3918,null,25350,null,2562,null,14835,null,1940,null,2412,null,677,null,4935,null,1329,null,7488,null,1538,null,10515,null,1571,null,32076,null,3366,null,3640,null,996,null,2643,null,854,null,593,null,285,null,729,null,527,null,1321,null,680,null,997,null,504,null,28436,null,2949,null,24442,null,2639,null,5810,null,1385,null,6890,null,1620,null,11742,null,1578,null,3994,null,963,null,759909,null,8594,null,640528,null,8220,null,249698,null,6234,null,50355,null,2962,null,49126,null,3226,null,150217,null,4969,null,390830,null,6534,null,119381,null,4557,null,40809,null,3055,null,20597,null,2302,null,5038,null,1445,null,1635,null,744,null,13924,null,1936,null,20212,null,2362,null,78572,null,3988,null,45780,null,2971,null,7001,null,1207,null,3340,null,924,null,35439,null,2782,null,32792,null,2699,null,0400000US45,South Carolina,45
186892,null,3355,null,10892,null,1475,null,4438,null,735,null,1986,null,664,null,372,null,288,null,711,null,390,null,903,null,362,null,2452,null,503,null,6454,null,1307,null,885,null,476,null,742,null,425,null,265,null,320,null,279,null,243,null,198,null,139,null,143,null,179,null,5569,null,1117,null,5230,null,1106,null,1826,null,746,null,1295,null,523,null,2109,null,752,null,339,null,214,null,176000,null,3369,null,151560,null,3447,null,61003,null,2772,null,13869,null,1941,null,11677,null,1378,null,35457,null,2265,null,90557,null,3037,null,24440,null,2154,null,7976,null,1314,null,4752,null,1072,null,1737,null,692,null,383,null,257,null,2632,null,798,null,3224,null,790,null,16464,null,1585,null,11156,null,1445,null,1540,null,674,null,1189,null,482,null,8427,null,1376,null,5308,null,908,null,0400000US46,South Dakota,46
1340292,null,10806,null,126814,null,6190,null,55678,null,4067,null,30275,null,3337,null,5612,null,1221,null,10962,null,1799,null,13701,null,2330,null,25403,null,2417,null,71136,null,4318,null,13472,null,2031,null,9835,null,1783,null,2857,null,907,null,2109,null,916,null,4869,null,1176,null,3637,null,1096,null,57664,null,3908,null,49912,null,3831,null,13190,null,1949,null,11545,null,2076,null,25177,null,2419,null,7752,null,1412,null,1213478,null,10745,null,1014293,null,11737,null,409289,null,9573,null,83061,null,4762,null,73399,null,3916,null,252829,null,7484,null,605004,null,9447,null,199185,null,7016,null,62032,null,4038,null,34152,null,3387,null,8237,null,1574,null,3037,null,932,null,22878,null,2747,null,27880,null,2452,null,137153,null,5860,null,78470,null,4518,null,11834,null,1621,null,9535,null,2074,null,57101,null,3584,null,58683,null,3596,null,0400000US47,Tennessee,47
4445358,null,23221,null,464221,null,9730,null,212872,null,8274,null,152631,null,7885,null,29137,null,3279,null,63202,null,5098,null,60292,null,5334,null,60241,null,3483,null,251349,null,8312,null,41197,null,3559,null,32813,null,3222,null,7236,null,1805,null,10706,null,2225,null,14871,null,2169,null,8384,null,1430,null,210152,null,7687,null,191237,null,7946,null,36467,null,3669,null,58688,null,4534,null,96082,null,6054,null,18915,null,2344,null,3981137,null,21577,null,3216666,null,20981,null,1508897,null,16953,null,280535,null,9227,null,320681,null,9179,null,907681,null,13308,null,1707769,null,14431,null,764471,null,12962,null,246514,null,8524,null,136726,null,7185,null,30307,null,3331,null,19866,null,2749,null,86553,null,5687,null,109788,null,4933,null,517957,null,10496,null,323611,null,8887,null,51780,null,3369,null,49194,null,4325,null,222637,null,7999,null,194346,null,5238,null,0400000US48,Texas,48
589150,null,7203,null,36166,null,2462,null,18354,null,1797,null,13478,null,1580,null,3681,null,919,null,5711,null,1285,null,4086,null,1014,null,4876,null,1007,null,17812,null,2250,null,2614,null,820,null,1895,null,688,null,272,null,270,null,379,null,261,null,1244,null,536,null,719,null,487,null,15198,null,2141,null,14131,null,2145,null,3076,null,966,null,3144,null,907,null,7911,null,1548,null,1067,null,460,null,552984,null,7116,null,466801,null,6948,null,246858,null,6055,null,50670,null,3431,null,73862,null,4128,null,122326,null,4593,null,219943,null,4799,null,86183,null,4749,null,30053,null,3291,null,17542,null,2520,null,3197,null,1003,null,2508,null,887,null,11837,null,1842,null,12511,null,2036,null,56130,null,3288,null,34183,null,2824,null,4081,null,1099,null,5947,null,1368,null,24155,null,2346,null,21947,null,1891,null,0400000US49,Utah,49
156229,null,3293,null,9872,null,1493,null,2805,null,554,null,1206,null,369,null,179,null,155,null,392,null,227,null,635,null,299,null,1599,null,443,null,7067,null,1349,null,1445,null,532,null,1350,null,517,null,489,null,447,null,121,null,104,null,740,null,375,null,95,null,92,null,5622,null,1293,null,5024,null,1232,null,1275,null,520,null,901,null,452,null,2848,null,948,null,598,null,399,null,146357,null,3335,null,120937,null,3551,null,46507,null,2517,null,9254,null,1170,null,6845,null,1036,null,30408,null,1890,null,74430,null,2650,null,25420,null,2484,null,8128,null,1361,null,4946,null,1161,null,919,null,451,null,504,null,300,null,3523,null,856,null,3182,null,755,null,17292,null,2011,null,12171,null,1586,null,1616,null,652,null,1011,null,595,null,9544,null,1234,null,5121,null,990,null,0400000US50,Vermont,50
1471403,null,11554,null,76992,null,4742,null,32485,null,2833,null,20531,null,2373,null,4872,null,1313,null,5242,null,1356,null,10417,null,1625,null,11954,null,1699,null,44507,null,3791,null,7782,null,1341,null,6013,null,1315,null,1954,null,881,null,901,null,526,null,3158,null,938,null,1769,null,670,null,36725,null,3569,null,31404,null,3327,null,7167,null,2002,null,8026,null,1853,null,16211,null,2114,null,5321,null,1183,null,1394411,null,12043,null,1174922,null,12175,null,501926,null,8631,null,107245,null,4869,null,90450,null,4632,null,304231,null,7484,null,672996,null,10588,null,219489,null,6585,null,67169,null,4435,null,36110,null,3463,null,9445,null,1927,null,2410,null,848,null,24255,null,2404,null,31059,null,3053,null,152320,null,5407,null,87322,null,3858,null,13234,null,1609,null,8638,null,1577,null,65450,null,3416,null,64998,null,3448,null,0400000US51,Virginia,51
1370194,null,12426,null,87800,null,5292,null,34909,null,2775,null,20486,null,2304,null,5598,null,1551,null,6515,null,1298,null,8373,null,1394,null,14423,null,1696,null,52891,null,4103,null,7701,null,1630,null,6370,null,1480,null,1462,null,740,null,1065,null,503,null,3843,null,1122,null,1331,null,603,null,45190,null,3558,null,41750,null,3453,null,10024,null,1845,null,9945,null,1704,null,21781,null,2373,null,3440,null,953,null,1282394,null,13017,null,1055437,null,13291,null,441247,null,9072,null,87746,null,4501,null,85177,null,4802,null,268324,null,5499,null,614190,null,9392,null,226957,null,6980,null,76563,null,5075,null,47932,null,4097,null,10608,null,1866,null,4615,null,1215,null,32709,null,3291,null,28631,null,2930,null,150394,null,5235,null,94668,null,4570,null,14749,null,2092,null,8890,null,1717,null,71029,null,4103,null,55726,null,3048,null,0400000US53,Washington,53
471360,null,6935,null,56106,null,3783,null,25165,null,2519,null,14569,null,2015,null,3368,null,1060,null,4183,null,1154,null,7018,null,1342,null,10596,null,1675,null,30941,null,2948,null,6487,null,1518,null,5669,null,1419,null,2359,null,872,null,663,null,455,null,2647,null,837,null,818,null,491,null,24454,null,2814,null,21302,null,2546,null,6487,null,1423,null,4694,null,1240,null,10121,null,1753,null,3152,null,959,null,415254,null,6590,null,341243,null,6353,null,124242,null,4378,null,21487,null,2032,null,22113,null,2262,null,80642,null,3871,null,217001,null,5510,null,74011,null,4706,null,24067,null,2436,null,11964,null,1753,null,3473,null,872,null,1442,null,713,null,7049,null,1388,null,12103,null,1680,null,49944,null,3507,null,24981,null,2251,null,3059,null,948,null,2556,null,742,null,19366,null,2505,null,24963,null,2641,null,0400000US54,West Virginia,54
1335785,null,9546,null,69059,null,3625,null,25690,null,1818,null,13957,null,1560,null,2659,null,690,null,5234,null,924,null,6064,null,1082,null,11733,null,1069,null,43369,null,3363,null,6681,null,1122,null,5346,null,1130,null,1343,null,492,null,508,null,359,null,3495,null,946,null,1335,null,479,null,36688,null,3031,null,33773,null,2914,null,10962,null,1517,null,8110,null,1178,null,14701,null,1832,null,2915,null,604,null,1266726,null,9530,null,1062352,null,8488,null,435778,null,6287,null,86665,null,3966,null,82083,null,3525,null,267030,null,5069,null,626574,null,7549,null,204374,null,5921,null,70153,null,3628,null,39580,null,2444,null,9622,null,1711,null,3698,null,919,null,26260,null,1936,null,30573,null,2393,null,134221,null,4859,null,82946,null,3896,null,14606,null,1740,null,9707,null,1632,null,58633,null,3097,null,51275,null,2948,null,0400000US55,Wisconsin,55
127414,null,3175,null,6887,null,1301,null,2342,null,712,null,1234,null,541,null,240,null,208,null,211,null,233,null,783,null,449,null,1108,null,452,null,4545,null,1168,null,724,null,554,null,679,null,546,null,28,null,52,null,0,null,261,null,651,null,534,null,45,null,73,null,3821,null,951,null,3718,null,948,null,1597,null,678,null,965,null,506,null,1156,null,509,null,103,null,122,null,120527,null,3341,null,102089,null,3649,null,42188,null,2920,null,8755,null,1577,null,9564,null,1586,null,23869,null,1868,null,59901,null,2820,null,18438,null,2091,null,7039,null,1211,null,4992,null,983,null,1136,null,588,null,616,null,382,null,3240,null,769,null,2047,null,668,null,11399,null,1796,null,7980,null,1478,null,1189,null,500,null,1160,null,668,null,5631,null,1166,null,3419,null,857,null,0400000US56,Wyoming,56
665775,null,9543,null,264492,null,6814,null,121010,null,5124,null,55720,null,3505,null,8648,null,1299,null,10956,null,1692,null,36116,null,3047,null,65290,null,3667,null,143482,null,4580,null,22404,null,2197,null,12309,null,1499,null,2990,null,809,null,2367,null,697,null,6952,null,1222,null,10095,null,1510,null,121078,null,4496,null,84629,null,3723,null,10327,null,1635,null,18919,null,2038,null,55383,null,3081,null,36449,null,2611,null,401283,null,8439,null,281042,null,6696,null,113125,null,4556,null,19359,null,2060,null,17423,null,2061,null,76343,null,4203,null,167917,null,5708,null,120241,null,4506,null,27765,null,2214,null,10562,null,1455,null,2151,null,725,null,1912,null,755,null,6499,null,1145,null,17203,null,1745,null,92476,null,3911,null,42616,null,2314,null,5484,null,1278,null,5650,null,1012,null,31482,null,2125,null,49860,null,3031,null,0400000US72,Puerto Rico,72
