S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C02_001E,S1602_C02_001M,S1602_C02_002E,S1602_C02_002M,S1602_C02_003E,S1602_C02_003M,S1602_C02_004E,S1602_C02_004M,S1602_C02_005E,S1602_C02_005M,S1602_C03_001E,S1602_C03_001M,S1602_C03_002E,S1602_C03_002M,S1602_C03_003E,S1602_C03_003M,S1602_C03_004E,S1602_C03_004M,S1602_C03_005E,S1602_C03_005M,S1602_C04_001E,S1602_C04_001M,S1602_C04_002E,S1602_C04_002M,S1602_C04_003E,S1602_C04_003M,S1602_C04_004E,S1602_C04_004M,S1602_C04_005E,S1602_C04_005M,S1602_C01_001M,S1602_C01_001EA,S1602_C01_001MA,S1602_C01_002M,S1602_C01_002EA,S1602_C01_002MA,S1602_C01_003M,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004M,S1602_C01_004EA,S1602_C01_004MA,S1602_C01_005M,S1602_C01_005EA,S1602_C01_005MA,S1602_C02_001M,S1602_C02_001EA,S1602_C02_001MA,S1602_C02_002M,S1602_C02_002EA,S1602_C02_002MA,S1602_C02_003M,S1602_C02_003EA,S1602_C02_003MA,S1602_C02_004M,S1602_C02_004EA,S1602_C02_004MA,S1602_C02_005M,S1602_C02_005EA,S1602_C02_005MA,S1602_C03_001M,S1602_C03_001EA,S1602_C03_001MA,S1602_C03_002M,S1602_C03_002EA,S1602_C03_002MA,S1602_C03_003M,S1602_C03_003EA,S1602_C03_003MA,S1602_C03_004M,S1602_C03_004EA,S1602_C03_004MA,S1602_C03_005M,S1602_C03_005EA,S1602_C03_005MA,S1602_C04_001M,S1602_C04_001EA,S1602_C04_001MA,S1602_C04_002M,S1602_C04_002EA,S1602_C04_002MA,S1602_C04_003M,S1602_C04_003EA,S1602_C04_003MA,S1602_C04_004M,S1602_C04_004EA,S1602_C04_004MA,S1602_C04_005M,S1602_C04_005EA,S1602_C04_005MA,state
339437,2931,9353,1379,7031,1260,3332,842,7773,1113,-888888888,-888888888,2.8,0.4,2.1,0.4,1,0.2,2.3,0.3,4693,1095,1371,516,967,540,1018,543,1337,659,1.4,0.3,14.7,5.8,13.8,6.9,30.6,14.8,17.2,7.8,2931,null,null,1379,null,null,1260,null,null,842,null,null,1113,null,null,-888888888,(X),(X),0.4,null,null,0.4,null,null,0.2,null,null,0.3,null,null,1095,null,null,516,null,null,540,null,null,543,null,null,659,null,null,0.3,null,null,5.8,null,null,6.9,null,null,14.8,null,null,7.8,null,null,46
2530260,10743,92139,3726,39009,3052,27940,2411,16522,1936,-888888888,-888888888,3.6,0.1,1.5,0.1,1.1,0.1,0.7,0.1,39338,3113,24708,2240,3784,1114,6121,1074,4725,1169,1.6,0.1,26.8,2.3,9.7,2.5,21.9,3.6,28.6,6.2,10743,null,null,3726,null,null,3052,null,null,2411,null,null,1936,null,null,-888888888,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,3113,null,null,2240,null,null,1114,null,null,1074,null,null,1169,null,null,0.1,null,null,2.3,null,null,2.5,null,null,3.6,null,null,6.2,null,null,47
9421412,21122,2697670,18235,266059,7865,290012,5870,94647,5587,-888888888,-888888888,28.6,0.2,2.8,0.1,3.1,0.1,1,0.1,757651,15621,638008,14220,31134,3169,74432,4448,14077,2153,8,0.2,23.7,0.5,11.7,1.2,25.7,1.5,14.9,2.1,21122,null,null,18235,null,null,7865,null,null,5870,null,null,5587,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,15621,null,null,14220,null,null,3169,null,null,4448,null,null,2153,null,null,0.2,null,null,0.5,null,null,1.2,null,null,1.5,null,null,2.1,null,null,48
930980,5092,103014,3641,28398,2459,24397,2075,8414,1357,-888888888,-888888888,11.1,0.4,3.1,0.3,2.6,0.2,0.9,0.1,20935,2161,15999,1911,1859,745,2320,761,757,416,2.2,0.2,15.5,1.8,6.5,2.5,9.5,3,9,4.7,5092,null,null,3641,null,null,2459,null,null,2075,null,null,1357,null,null,-888888888,(X),(X),0.4,null,null,0.3,null,null,0.2,null,null,0.1,null,null,2161,null,null,1911,null,null,745,null,null,761,null,null,416,null,null,0.2,null,null,1.8,null,null,2.5,null,null,3,null,null,4.7,null,null,49
254865,3016,4017,707,12721,1681,1964,620,1481,506,-888888888,-888888888,1.6,0.3,5,0.7,0.8,0.2,0.6,0.2,1479,432,243,261,977,303,62,102,197,199,0.6,0.2,6,6,7.7,2.4,3.2,5.2,13.3,13,3016,null,null,707,null,null,1681,null,null,620,null,null,506,null,null,-888888888,(X),(X),0.3,null,null,0.7,null,null,0.2,null,null,0.2,null,null,432,null,null,261,null,null,303,null,null,102,null,null,199,null,null,0.2,null,null,6,null,null,2.4,null,null,5.2,null,null,13,null,null,50
3106895,11857,202424,5468,128130,6227,126345,4231,48851,2837,-888888888,-888888888,6.5,0.2,4.1,0.2,4.1,0.1,1.6,0.1,80969,4359,38255,3502,11824,1618,24035,2048,6855,1576,2.6,0.1,18.9,1.6,9.2,1.1,19,1.6,14,3,11857,null,null,5468,null,null,6227,null,null,4231,null,null,2837,null,null,-888888888,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,4359,null,null,3502,null,null,1618,null,null,2048,null,null,1576,null,null,0.1,null,null,1.6,null,null,1.1,null,null,1.6,null,null,3,null,null,51
2728573,8477,209794,4984,122131,6156,173081,4393,28766,2632,-888888888,-888888888,7.7,0.2,4.5,0.2,6.3,0.2,1.1,0.1,101919,5363,43861,3591,15240,1779,37003,2494,5815,1400,3.7,0.2,20.9,1.6,12.5,1.4,21.4,1.4,20.2,4.5,8477,null,null,4984,null,null,6156,null,null,4393,null,null,2632,null,null,-888888888,(X),(X),0.2,null,null,0.2,null,null,0.2,null,null,0.1,null,null,5363,null,null,3591,null,null,1779,null,null,2494,null,null,1400,null,null,0.2,null,null,1.6,null,null,1.4,null,null,1.4,null,null,4.5,null,null,53
734536,5346,10609,1766,8002,1420,4562,864,976,480,-888888888,-888888888,1.4,0.2,1.1,0.2,0.6,0.1,0.1,0.1,2319,617,505,342,832,410,948,416,34,57,0.3,0.1,4.8,3.2,10.4,4.8,20.8,8.2,3.5,5.7,5346,null,null,1766,null,null,1420,null,null,864,null,null,480,null,null,-888888888,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,617,null,null,342,null,null,410,null,null,416,null,null,57,null,null,0.1,null,null,3.2,null,null,4.8,null,null,8.2,null,null,5.7,null,null,54
2319538,7046,109167,3561,56173,3172,37866,2254,8419,1271,-888888888,-888888888,4.7,0.2,2.4,0.1,1.6,0.1,0.4,0.1,35374,2839,19572,1908,6867,1051,7489,1380,1446,779,1.5,0.1,17.9,1.6,12.2,1.7,19.8,3.4,17.2,8,7046,null,null,3561,null,null,3172,null,null,2254,null,null,1271,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,2839,null,null,1908,null,null,1051,null,null,1380,null,null,779,null,null,0.1,null,null,1.6,null,null,1.7,null,null,3.4,null,null,8,null,null,55
228937,3666,11688,1539,2500,667,2252,672,1749,591,-888888888,-888888888,5.1,0.7,1.1,0.3,1,0.3,0.8,0.3,2982,935,1927,695,299,290,548,533,208,325,1.3,0.4,16.5,5.6,12,10.6,24.3,19.8,11.9,16.9,3666,null,null,1539,null,null,667,null,null,672,null,null,591,null,null,-888888888,(X),(X),0.7,null,null,0.3,null,null,0.3,null,null,0.3,null,null,935,null,null,695,null,null,290,null,null,533,null,null,325,null,null,0.4,null,null,5.6,null,null,10.6,null,null,19.8,null,null,16.9,null,null,56
1221851,9077,1166079,9324,1835,510,478,346,135,165,-888888888,-888888888,95.4,0.3,0.2,0.1,0,0.1,0,0.1,840724,9320,840118,9387,341,262,130,160,135,165,68.8,0.6,72,0.7,18.6,12.6,27.2,30.8,100,63.7,9077,null,null,9324,null,null,510,null,null,346,null,null,165,null,null,-888888888,(X),(X),0.3,null,null,0.1,null,null,0.1,null,null,0.1,null,null,9320,null,null,9387,null,null,262,null,null,160,null,null,165,null,null,0.6,null,null,0.7,null,null,12.6,null,null,30.8,null,null,63.7,null,null,72
