B99193_001E,B99193_001EA,B99193_002E,B99193_002EA,B99193_003E,B99193_003EA,B99193_004E,B99193_004EA,B99193_005E,B99193_005EA,B99193_006E,B99193_006EA,B99193_007E,B99193_007EA,B99193_008E,B99193_008EA,GEO_ID,NAME,state
341922,null,255512,null,4712,null,11765,null,7701,null,10185,null,17087,null,34960,null,0400000US33,New Hampshire,33
2185324,null,1550668,null,42361,null,77815,null,54266,null,73193,null,112995,null,274026,null,0400000US34,New Jersey,34
482543,null,366383,null,4809,null,13106,null,10616,null,14222,null,24803,null,48604,null,0400000US35,New Mexico,35
4594823,null,3148420,null,86538,null,153260,null,113072,null,165626,null,274029,null,653878,null,0400000US36,New York,36
2366894,null,1755010,null,37199,null,63489,null,51108,null,70294,null,119419,null,270375,null,0400000US37,North Carolina,37
168128,null,129709,null,2429,null,4951,null,3121,null,4627,null,8016,null,15275,null,0400000US38,North Dakota,38
2962303,null,2309341,null,46013,null,86603,null,61567,null,78372,null,125269,null,255138,null,0400000US39,Ohio,39
936378,null,714021,null,12077,null,31185,null,16960,null,26799,null,43691,null,91645,null,0400000US40,Oklahoma,40
940771,null,741907,null,14088,null,24603,null,18398,null,25406,null,40353,null,76016,null,0400000US41,Oregon,41
3198199,null,2371914,null,49871,null,100358,null,72361,null,96910,null,153379,null,353406,null,0400000US42,Pennsylvania,42
253941,null,170017,null,5539,null,10480,null,8464,null,8667,null,14077,null,36697,null,0400000US44,Rhode Island,44
1152062,null,792519,null,18754,null,32924,null,24296,null,36923,null,71648,null,174998,null,0400000US45,South Carolina,45
205206,null,160470,null,2153,null,6571,null,4100,null,5538,null,10781,null,15593,null,0400000US46,South Dakota,46
1606220,null,1177245,null,27851,null,51041,null,32483,null,49088,null,77954,null,190558,null,0400000US47,Tennessee,47
5790823,null,4292387,null,90444,null,160211,null,120648,null,169412,null,287537,null,670184,null,0400000US48,Texas,48
629901,null,491438,null,9536,null,19355,null,13154,null,15886,null,27452,null,53080,null,0400000US49,Utah,49
163979,null,125993,null,1995,null,6007,null,3131,null,4973,null,7211,null,14669,null,0400000US50,Vermont,50
1964204,null,1484315,null,31994,null,58730,null,40074,null,57871,null,95374,null,195846,null,0400000US51,Virginia,51
1619537,null,1285844,null,24716,null,49624,null,31084,null,36331,null,62922,null,129016,null,0400000US53,Washington,53
491383,null,367856,null,7591,null,15203,null,9946,null,14268,null,20614,null,55905,null,0400000US54,West Virginia,54
1461841,null,1126900,null,21450,null,44303,null,30694,null,36308,null,64430,null,137756,null,0400000US55,Wisconsin,55
135066,null,105972,null,1569,null,3998,null,2855,null,4614,null,7132,null,8926,null,0400000US56,Wyoming,56
898030,null,706540,null,13341,null,13035,null,15756,null,29722,null,57436,null,62200,null,0400000US72,Puerto Rico,72
