B14002_001E,B14002_001EA,B14002_001M,B14002_001MA,B14002_002E,B14002_002EA,B14002_002M,B14002_002MA,B14002_003E,B14002_003EA,B14002_003M,B14002_003MA,B14002_004E,B14002_004EA,B14002_004M,B14002_004MA,B14002_005E,B14002_005EA,B14002_005M,B14002_005MA,B14002_006E,B14002_006EA,B14002_006M,B14002_006MA,B14002_007E,B14002_007EA,B14002_007M,B14002_007MA,B14002_008E,B14002_008EA,B14002_008M,B14002_008MA,B14002_009E,B14002_009EA,B14002_009M,B14002_009MA,B14002_010E,B14002_010EA,B14002_010M,B14002_010MA,B14002_011E,B14002_011EA,B14002_011M,B14002_011MA,B14002_012E,B14002_012EA,B14002_012M,B14002_012MA,B14002_013E,B14002_013EA,B14002_013M,B14002_013MA,B14002_014E,B14002_014EA,B14002_014M,B14002_014MA,B14002_015E,B14002_015EA,B14002_015M,B14002_015MA,B14002_016E,B14002_016EA,B14002_016M,B14002_016MA,B14002_017E,B14002_017EA,B14002_017M,B14002_017MA,B14002_018E,B14002_018EA,B14002_018M,B14002_018MA,B14002_019E,B14002_019EA,B14002_019M,B14002_019MA,B14002_020E,B14002_020EA,B14002_020M,B14002_020MA,B14002_021E,B14002_021EA,B14002_021M,B14002_021MA,B14002_022E,B14002_022EA,B14002_022M,B14002_022MA,B14002_023E,B14002_023EA,B14002_023M,B14002_023MA,B14002_024E,B14002_024EA,B14002_024M,B14002_024MA,B14002_025E,B14002_025EA,B14002_025M,B14002_025MA,B14002_026E,B14002_026EA,B14002_026M,B14002_026MA,B14002_027E,B14002_027EA,B14002_027M,B14002_027MA,B14002_028E,B14002_028EA,B14002_028M,B14002_028MA,B14002_029E,B14002_029EA,B14002_029M,B14002_029MA,B14002_030E,B14002_030EA,B14002_030M,B14002_030MA,B14002_031E,B14002_031EA,B14002_031M,B14002_031MA,B14002_032E,B14002_032EA,B14002_032M,B14002_032MA,B14002_033E,B14002_033EA,B14002_033M,B14002_033MA,B14002_034E,B14002_034EA,B14002_034M,B14002_034MA,B14002_035E,B14002_035EA,B14002_035M,B14002_035MA,B14002_036E,B14002_036EA,B14002_036M,B14002_036MA,B14002_037E,B14002_037EA,B14002_037M,B14002_037MA,B14002_038E,B14002_038EA,B14002_038M,B14002_038MA,B14002_039E,B14002_039EA,B14002_039M,B14002_039MA,B14002_040E,B14002_040EA,B14002_040M,B14002_040MA,B14002_041E,B14002_041EA,B14002_041M,B14002_041MA,B14002_042E,B14002_042EA,B14002_042M,B14002_042MA,B14002_043E,B14002_043EA,B14002_043M,B14002_043MA,B14002_044E,B14002_044EA,B14002_044M,B14002_044MA,B14002_045E,B14002_045EA,B14002_045M,B14002_045MA,B14002_046E,B14002_046EA,B14002_046M,B14002_046MA,B14002_047E,B14002_047EA,B14002_047M,B14002_047MA,B14002_048E,B14002_048EA,B14002_048M,B14002_048MA,B14002_049E,B14002_049EA,B14002_049M,B14002_049MA,GEO_ID,NAME,state
9110544,null,6823,null,4480294,null,8304,null,1288411,null,11999,null,95642,null,5440,null,53775,null,4535,null,41867,null,3224,null,76576,null,4583,null,67644,null,4295,null,8932,null,1534,null,283948,null,7377,null,256186,null,7604,null,27762,null,3274,null,283390,null,6647,null,257219,null,7000,null,26171,null,2339,null,285102,null,6101,null,257847,null,5888,null,27255,null,2763,null,224650,null,7787,null,179341,null,7035,null,45309,null,3804,null,39103,null,3529,null,22414,null,2918,null,16689,null,2707,null,3191883,null,9776,null,4630250,null,8087,null,1322700,null,12333,null,91164,null,4790,null,51081,null,3845,null,40083,null,3315,null,69442,null,4295,null,58498,null,4135,null,10944,null,1922,null,263600,null,7200,null,233660,null,7251,null,29940,null,3173,null,265616,null,9341,null,239444,null,8336,null,26172,null,3233,null,272887,null,6398,null,249036,null,6470,null,23851,null,2254,null,296219,null,9150,null,226683,null,8461,null,69536,null,4680,null,63772,null,3313,null,40861,null,3106,null,22911,null,2317,null,3307550,null,11157,null,0400000US13,Georgia,13
1229117,null,2834,null,616934,null,2680,null,154227,null,4199,null,9140,null,1497,null,3097,null,899,null,6043,null,1213,null,7776,null,1185,null,6026,null,1131,null,1750,null,727,null,32234,null,2531,null,26271,null,2351,null,5963,null,1208,null,30730,null,2228,null,24070,null,2147,null,6660,null,1259,null,37158,null,2068,null,30183,null,2096,null,6975,null,1286,null,30329,null,2967,null,22972,null,2864,null,7357,null,1535,null,6860,null,1410,null,4773,null,1309,null,2087,null,689,null,462707,null,3609,null,612183,null,2071,null,154699,null,3684,null,9014,null,1735,null,4167,null,1346,null,4847,null,1238,null,7771,null,1462,null,6072,null,1318,null,1699,null,783,null,27541,null,1874,null,22393,null,1934,null,5148,null,1188,null,27330,null,2159,null,21209,null,2109,null,6121,null,1165,null,34087,null,1956,null,27230,null,1991,null,6857,null,1250,null,40556,null,3014,null,28544,null,2656,null,12012,null,2197,null,8400,null,1447,null,4876,null,962,null,3524,null,1064,null,457484,null,3715,null,0400000US15,Hawaii,15
1428493,null,2603,null,713934,null,2887,null,198692,null,4092,null,11236,null,1466,null,6335,null,992,null,4901,null,1015,null,9848,null,1363,null,8705,null,1183,null,1143,null,579,null,44944,null,2473,null,40826,null,2527,null,4118,null,975,null,47996,null,2635,null,45278,null,2584,null,2718,null,951,null,44462,null,2027,null,41754,null,2025,null,2708,null,1027,null,35068,null,3013,null,26827,null,2742,null,8241,null,1483,null,5138,null,1089,null,4148,null,1076,null,990,null,353,null,515242,null,4091,null,714559,null,2454,null,195162,null,3537,null,10295,null,1257,null,3761,null,807,null,6534,null,1054,null,12937,null,1554,null,11509,null,1392,null,1428,null,598,null,41874,null,2642,null,38333,null,2490,null,3541,null,842,null,40596,null,2593,null,38152,null,2569,null,2444,null,825,null,44147,null,1899,null,41569,null,1777,null,2578,null,785,null,37090,null,2630,null,28380,null,2140,null,8710,null,1263,null,8223,null,1433,null,5755,null,1176,null,2468,null,830,null,519397,null,3834,null,0400000US16,Idaho,16
12328102,null,8173,null,6062549,null,6189,null,1749316,null,11496,null,129525,null,5132,null,80417,null,3743,null,49108,null,3332,null,89387,null,5038,null,75416,null,4728,null,13971,null,1786,null,348586,null,7006,null,307867,null,6657,null,40719,null,3263,null,375691,null,7396,null,333569,null,7138,null,42122,null,3202,null,382907,null,5541,null,340491,null,6330,null,42416,null,3366,null,343840,null,7836,null,251107,null,7493,null,92733,null,4529,null,79380,null,4674,null,40178,null,2966,null,39202,null,3575,null,4313233,null,11351,null,6265553,null,6420,null,1783892,null,9994,null,124111,null,4812,null,73922,null,3761,null,50189,null,3465,null,81862,null,4603,null,69728,null,4505,null,12134,null,1978,null,337947,null,6470,null,293889,null,6721,null,44058,null,3444,null,345030,null,6807,null,300332,null,6837,null,44698,null,3809,null,368000,null,5305,null,328817,null,6063,null,39183,null,3288,null,425373,null,8993,null,301535,null,9160,null,123838,null,5101,null,101569,null,5102,null,53422,null,3524,null,48147,null,3264,null,4481661,null,10171,null,0400000US17,Illinois,17
6084869,null,4817,null,2992841,null,5278,null,833323,null,9328,null,53481,null,3471,null,27217,null,2448,null,26264,null,2398,null,45263,null,3187,null,38760,null,3015,null,6503,null,966,null,178532,null,5060,null,154414,null,5098,null,24118,null,2437,null,181404,null,5462,null,160740,null,5382,null,20664,null,2110,null,180793,null,4704,null,165554,null,4870,null,15239,null,2056,null,166168,null,5773,null,129564,null,5225,null,36604,null,3009,null,27682,null,2333,null,19615,null,1952,null,8067,null,1309,null,2159518,null,9150,null,3092028,null,4044,null,835799,null,6782,null,46930,null,3184,null,23287,null,2052,null,23643,null,2313,null,44985,null,3476,null,38125,null,3128,null,6860,null,1466,null,171064,null,5359,null,144840,null,4535,null,26224,null,2565,null,166625,null,5568,null,147612,null,5461,null,19013,null,1968,null,170643,null,3646,null,156047,null,3758,null,14596,null,1778,null,202384,null,5614,null,155554,null,5508,null,46830,null,3417,null,33168,null,2934,null,24983,null,2517,null,8185,null,1440,null,2256229,null,6922,null,0400000US18,Indiana,18
2869970,null,3066,null,1413861,null,3914,null,384697,null,3877,null,26496,null,1761,null,17240,null,1637,null,9256,null,1229,null,20340,null,1887,null,18608,null,1861,null,1732,null,518,null,77723,null,2751,null,69367,null,2673,null,8356,null,1131,null,78090,null,2813,null,71381,null,2813,null,6709,null,1093,null,88139,null,2434,null,81869,null,2464,null,6270,null,1058,null,78231,null,3214,null,59414,null,2589,null,18817,null,1494,null,15678,null,1634,null,10706,null,1480,null,4972,null,1056,null,1029164,null,3931,null,1456109,null,3430,null,392531,null,5104,null,24954,null,2176,null,14524,null,1519,null,10430,null,1566,null,19217,null,1742,null,17528,null,1772,null,1689,null,468,null,72400,null,2685,null,65256,null,2553,null,7144,null,1107,null,75412,null,2926,null,67613,null,2919,null,7799,null,1129,null,81353,null,2551,null,76195,null,2606,null,5158,null,866,null,102145,null,3656,null,72583,null,3035,null,29562,null,2223,null,17050,null,1890,null,10932,null,1347,null,6118,null,1161,null,1063578,null,4956,null,0400000US19,Iowa,19
2659851,null,3255,null,1314151,null,3825,null,381505,null,5563,null,26060,null,2000,null,16114,null,1653,null,9946,null,1300,null,18163,null,2092,null,15915,null,2036,null,2248,null,590,null,81002,null,3453,null,70784,null,3406,null,10218,null,1601,null,77908,null,3150,null,68838,null,2982,null,9070,null,1254,null,83518,null,2845,null,77693,null,2855,null,5825,null,1182,null,79221,null,3659,null,69365,null,3826,null,9856,null,1538,null,15633,null,1839,null,11934,null,1458,null,3699,null,998,null,932646,null,5249,null,1345700,null,4042,null,382383,null,5127,null,24378,null,1856,null,13365,null,1611,null,11013,null,1418,null,17942,null,1646,null,14879,null,1570,null,3063,null,779,null,74048,null,2822,null,64300,null,2892,null,9748,null,1427,null,73298,null,2537,null,64800,null,2737,null,8498,null,1332,null,79923,null,2972,null,74044,null,3138,null,5879,null,1212,null,93191,null,4047,null,76063,null,3669,null,17128,null,1805,null,19603,null,1892,null,15129,null,1605,null,4474,null,944,null,963317,null,4999,null,0400000US20,Kansas,20
4073946,null,4549,null,1991637,null,5670,null,521323,null,6563,null,33427,null,2948,null,21934,null,2673,null,11493,null,1485,null,29686,null,3113,null,26253,null,2858,null,3433,null,965,null,112599,null,4396,null,98242,null,4245,null,14357,null,1762,null,112656,null,3933,null,97114,null,4395,null,15542,null,2104,null,122975,null,3834,null,111855,null,3737,null,11120,null,1392,null,94585,null,4072,null,73894,null,4248,null,20691,null,2142,null,15395,null,2151,null,11590,null,1807,null,3805,null,897,null,1470314,null,7221,null,2082309,null,4981,null,526854,null,6965,null,28783,null,2771,null,19352,null,2459,null,9431,null,1222,null,26919,null,2623,null,23459,null,2471,null,3460,null,1032,null,108823,null,4446,null,95816,null,4263,null,13007,null,1592,null,103528,null,4598,null,90824,null,4397,null,12704,null,1573,null,114544,null,3405,null,101555,null,3454,null,12989,null,1564,null,120518,null,4828,null,97225,null,4026,null,23293,null,2297,null,23739,null,2261,null,18847,null,2252,null,4892,null,1061,null,1555455,null,6403,null,0400000US21,Kentucky,21
4117874,null,4452,null,1997751,null,5076,null,555085,null,6522,null,36615,null,3112,null,24027,null,2805,null,12588,null,1846,null,30128,null,2834,null,24447,null,2763,null,5681,null,1183,null,129156,null,4539,null,110184,null,4672,null,18972,null,2357,null,123552,null,5730,null,103885,null,5373,null,19667,null,2171,null,128233,null,4211,null,108316,null,4084,null,19917,null,2012,null,95088,null,4637,null,80007,null,4289,null,15081,null,2266,null,12313,null,1994,null,9118,null,1687,null,3195,null,931,null,1442666,null,6542,null,2120123,null,5521,null,576871,null,7293,null,41324,null,3206,null,26227,null,2460,null,15097,null,1801,null,30165,null,2795,null,23398,null,2436,null,6767,null,1697,null,116435,null,4469,null,93523,null,4682,null,22912,null,2402,null,118859,null,4118,null,98055,null,4422,null,20804,null,2320,null,118719,null,3807,null,98669,null,3908,null,20050,null,2114,null,128659,null,4959,null,106653,null,4375,null,22006,null,2847,null,22710,null,2910,null,18364,null,2594,null,4346,null,1049,null,1543252,null,6310,null,0400000US22,Louisiana,22
1274921,null,2088,null,620109,null,2139,null,149339,null,3433,null,7698,null,1431,null,4207,null,1115,null,3491,null,765,null,7799,null,1223,null,6900,null,1124,null,899,null,354,null,29827,null,1738,null,27642,null,1876,null,2185,null,624,null,32288,null,1967,null,29627,null,1997,null,2661,null,700,null,37104,null,1473,null,33705,null,1535,null,3399,null,780,null,30075,null,2478,null,21153,null,2141,null,8922,null,1221,null,4548,null,849,null,2977,null,660,null,1571,null,765,null,470770,null,3346,null,654812,null,1967,null,158016,null,3024,null,6824,null,1062,null,3505,null,820,null,3319,null,737,null,7241,null,1256,null,6606,null,1232,null,635,null,282,null,28861,null,1871,null,26200,null,1893,null,2661,null,885,null,31606,null,1803,null,29035,null,1788,null,2571,null,735,null,35858,null,1731,null,31706,null,1917,null,4152,null,883,null,39893,null,2511,null,28996,null,2175,null,10897,null,1473,null,7733,null,1390,null,5045,null,1091,null,2688,null,725,null,496796,null,2760,null,0400000US23,Maine,23
5395841,null,4992,null,2605603,null,3884,null,734840,null,7368,null,49812,null,3549,null,20663,null,2438,null,29149,null,2741,null,36501,null,3104,null,30511,null,3083,null,5990,null,1121,null,139846,null,4533,null,116788,null,4629,null,23058,null,2232,null,155409,null,5641,null,128194,null,5819,null,27215,null,2804,null,168304,null,4964,null,142918,null,5335,null,25386,null,2192,null,147374,null,5058,null,114903,null,4908,null,32471,null,2927,null,37594,null,3233,null,21049,null,2555,null,16545,null,2043,null,1870763,null,6903,null,2790238,null,4631,null,789409,null,7684,null,44476,null,3399,null,18203,null,2370,null,26273,null,2473,null,38557,null,3542,null,30224,null,3077,null,8333,null,1634,null,134656,null,5114,null,109083,null,4948,null,25573,null,2548,null,141328,null,4356,null,114405,null,4083,null,26923,null,2105,null,165819,null,3681,null,142171,null,3939,null,23648,null,2324,null,202547,null,6880,null,156498,null,6659,null,46049,null,3071,null,62026,null,3166,null,34698,null,2716,null,27328,null,2427,null,2000829,null,7835,null,0400000US24,Maryland,24
