B20017I_001E,B20017I_001EA,B20017I_001M,B20017I_001MA,B20017I_002E,B20017I_002EA,B20017I_002M,B20017I_002MA,B20017I_003E,B20017I_003EA,B20017I_003M,B20017I_003MA,B20017I_004E,B20017I_004EA,B20017I_004M,B20017I_004MA,B20017I_005E,B20017I_005EA,B20017I_005M,B20017I_005MA,B20017I_006E,B20017I_006EA,B20017I_006M,B20017I_006MA,B20017I_007E,B20017I_007EA,B20017I_007M,B20017I_007MA,GEO_ID,NAME,state
20898,null,1141,null,22952,null,1454,null,28082,null,1673,null,13373,null,2400,null,16740,null,2021,null,25078,null,2243,null,8615,null,1836,null,0400000US19,Iowa,19
19545,null,1108,null,22668,null,1137,null,27354,null,1266,null,10780,null,1087,null,14164,null,1242,null,21927,null,997,null,8171,null,1216,null,0400000US20,Kansas,20
19732,null,2284,null,22318,null,2560,null,25905,null,2061,null,14658,null,3277,null,15393,null,2457,null,26248,null,4912,null,8046,null,1487,null,0400000US21,Kentucky,21
20804,null,1491,null,24754,null,1487,null,32089,null,3010,null,11591,null,1560,null,15298,null,1754,null,25799,null,3806,null,7251,null,1706,null,0400000US22,Louisiana,22
18959,null,4822,null,26226,null,7427,null,30780,null,5660,null,6117,null,3638,null,9831,null,5653,null,21392,null,19919,null,7862,null,2899,null,0400000US23,Maine,23
25561,null,991,null,29418,null,1731,null,35322,null,1911,null,14449,null,2291,null,19807,null,1534,null,29757,null,3439,null,10718,null,817,null,0400000US24,Maryland,24
21968,null,605,null,24986,null,1351,null,32045,null,1128,null,11357,null,1319,null,19667,null,1538,null,28911,null,2308,null,9672,null,1040,null,0400000US25,Massachusetts,25
19067,null,865,null,21272,null,856,null,28253,null,2189,null,12412,null,1029,null,15476,null,1355,null,27949,null,2614,null,9380,null,916,null,0400000US26,Michigan,26
19729,null,1006,null,21122,null,1140,null,27213,null,1659,null,11589,null,1515,null,16819,null,1072,null,23468,null,1742,null,8834,null,1447,null,0400000US27,Minnesota,27
16455,null,1782,null,16640,null,3300,null,20263,null,2650,null,11037,null,934,null,16347,null,1112,null,17905,null,2696,null,11713,null,3151,null,0400000US28,Mississippi,28
19488,null,1438,null,20733,null,1351,null,28339,null,3362,null,9404,null,1403,null,16634,null,1697,null,25091,null,3249,null,8964,null,1403,null,0400000US29,Missouri,29
17521,null,5165,null,21493,null,1330,null,27398,null,11870,null,10354,null,2465,null,12406,null,3213,null,24477,null,5794,null,6885,null,3483,null,0400000US30,Montana,30
21931,null,1086,null,24334,null,969,null,26779,null,942,null,11099,null,1861,null,16420,null,1501,null,23055,null,1178,null,8734,null,981,null,0400000US31,Nebraska,31
24752,null,700,null,26572,null,729,null,30016,null,941,null,15220,null,2165,null,21003,null,954,null,26446,null,666,null,11443,null,752,null,0400000US32,Nevada,32
22812,null,2005,null,27615,null,4987,null,35018,null,5587,null,12068,null,5475,null,16492,null,3593,null,25547,null,4039,null,10627,null,5520,null,0400000US33,New Hampshire,33
24926,null,667,null,27508,null,840,null,33381,null,1371,null,15615,null,765,null,20792,null,526,null,28956,null,1154,null,11440,null,432,null,0400000US34,New Jersey,34
20891,null,500,null,24480,null,1173,null,32235,null,1034,null,10275,null,764,null,16607,null,701,null,25756,null,994,null,7929,null,676,null,0400000US35,New Mexico,35
22313,null,209,null,25523,null,346,null,30993,null,465,null,11369,null,456,null,18939,null,588,null,29171,null,875,null,9721,null,476,null,0400000US36,New York,36
18966,null,722,null,20787,null,396,null,22636,null,774,null,12343,null,1103,null,15010,null,604,null,20636,null,943,null,8732,null,929,null,0400000US37,North Carolina,37
19757,null,3087,null,20577,null,3588,null,35417,null,10300,null,16641,null,4015,null,18815,null,3725,null,19949,null,6917,null,16496,null,7024,null,0400000US38,North Dakota,38
20374,null,799,null,21666,null,998,null,28542,null,2027,null,11447,null,1983,null,17346,null,2038,null,27560,null,2811,null,8307,null,1136,null,0400000US39,Ohio,39
19098,null,1117,null,21507,null,633,null,24565,null,1343,null,12842,null,1308,null,14066,null,1013,null,20668,null,1430,null,7946,null,1006,null,0400000US40,Oklahoma,40
18410,null,1088,null,21346,null,931,null,24428,null,975,null,13196,null,1082,null,15013,null,1012,null,20333,null,1053,null,8609,null,1304,null,0400000US41,Oregon,41
20679,null,593,null,23137,null,1270,null,31108,null,1008,null,11469,null,998,null,16062,null,1175,null,25553,null,910,null,7393,null,698,null,0400000US42,Pennsylvania,42
19172,null,2411,null,21882,null,2331,null,26895,null,1215,null,10574,null,2167,null,15774,null,1716,null,22671,null,2407,null,8679,null,1605,null,0400000US44,Rhode Island,44
18795,null,1182,null,20929,null,931,null,24547,null,2028,null,11680,null,1163,null,14847,null,1308,null,20156,null,1409,null,8666,null,1908,null,0400000US45,South Carolina,45
14787,null,2481,null,15104,null,3189,null,30825,null,9629,null,13002,null,3158,null,13244,null,5121,null,20766,null,7682,null,10601,null,3405,null,0400000US46,South Dakota,46
18195,null,1966,null,20613,null,674,null,22936,null,2067,null,10775,null,1053,null,13892,null,1333,null,21484,null,1495,null,6386,null,2446,null,0400000US47,Tennessee,47
20225,null,167,null,22674,null,295,null,27089,null,263,null,11552,null,226,null,15574,null,202,null,22569,null,412,null,7852,null,209,null,0400000US48,Texas,48
20307,null,718,null,22955,null,1698,null,26355,null,617,null,11678,null,2017,null,14529,null,1268,null,20253,null,1260,null,8015,null,1226,null,0400000US49,Utah,49
19113,null,6500,null,25138,null,6724,null,37543,null,14547,null,11938,null,15358,null,7229,null,7271,null,29422,null,18448,null,5146,null,3163,null,0400000US50,Vermont,50
25606,null,693,null,28451,null,1597,null,32962,null,2692,null,15837,null,1662,null,20856,null,725,null,28190,null,3025,null,10660,null,841,null,0400000US51,Virginia,51
20877,null,574,null,23793,null,1017,null,29330,null,1160,null,14289,null,1610,null,16433,null,784,null,25940,null,1612,null,10310,null,631,null,0400000US53,Washington,53
16403,null,1929,null,20271,null,9320,null,29448,null,7280,null,15530,null,5617,null,15132,null,11461,null,20440,null,4156,null,5805,null,2209,null,0400000US54,West Virginia,54
21765,null,648,null,23770,null,877,null,27394,null,1173,null,12139,null,1253,null,17752,null,1867,null,27576,null,1921,null,9960,null,1497,null,0400000US55,Wisconsin,55
22426,null,2075,null,26044,null,4440,null,31803,null,5468,null,12266,null,5895,null,16595,null,2008,null,22664,null,2331,null,6793,null,1746,null,0400000US56,Wyoming,56
14110,null,238,null,14145,null,348,null,20221,null,479,null,6454,null,195,null,14074,null,273,null,19861,null,412,null,6496,null,217,null,0400000US72,Puerto Rico,72
