B18022_001E,B18022_001EA,B18022_001M,B18022_001MA,B18022_002E,B18022_002EA,B18022_002M,B18022_002MA,B18022_003E,B18022_003EA,B18022_003M,B18022_003MA,B18022_004E,B18022_004EA,B18022_004M,B18022_004MA,B18022_005E,B18022_005EA,B18022_005M,B18022_005MA,B18022_006E,B18022_006EA,B18022_006M,B18022_006MA,B18022_007E,B18022_007EA,B18022_007M,B18022_007MA,B18022_008E,B18022_008EA,B18022_008M,B18022_008MA,B18022_009E,B18022_009EA,B18022_009M,B18022_009MA,B18022_010E,B18022_010EA,B18022_010M,B18022_010MA,B18022_011E,B18022_011EA,B18022_011M,B18022_011MA,B18022_012E,B18022_012EA,B18022_012M,B18022_012MA,B18022_013E,B18022_013EA,B18022_013M,B18022_013MA,B18022_014E,B18022_014EA,B18022_014M,B18022_014MA,B18022_015E,B18022_015EA,B18022_015M,B18022_015MA,B18022_016E,B18022_016EA,B18022_016M,B18022_016MA,B18022_017E,B18022_017EA,B18022_017M,B18022_017MA,B18022_018E,B18022_018EA,B18022_018M,B18022_018MA,B18022_019E,B18022_019EA,B18022_019M,B18022_019MA,B18022_020E,B18022_020EA,B18022_020M,B18022_020MA,B18022_021E,B18022_021EA,B18022_021M,B18022_021MA,B18022_022E,B18022_022EA,B18022_022M,B18022_022MA,B18022_023E,B18022_023EA,B18022_023M,B18022_023MA,B18022_024E,B18022_024EA,B18022_024M,B18022_024MA,B18022_025E,B18022_025EA,B18022_025M,B18022_025MA,B18022_026E,B18022_026EA,B18022_026M,B18022_026MA,B18022_027E,B18022_027EA,B18022_027M,B18022_027MA,B18022_028E,B18022_028EA,B18022_028M,B18022_028MA,B18022_029E,B18022_029EA,B18022_029M,B18022_029MA,B18022_030E,B18022_030EA,B18022_030M,B18022_030MA,B18022_031E,B18022_031EA,B18022_031M,B18022_031MA,GEO_ID,NAME,state
6567092,null,5345,null,524025,null,10825,null,244210,null,8020,null,35366,null,3321,null,9498,null,1584,null,25868,null,2776,null,208844,null,7106,null,54645,null,3687,null,154199,null,6078,null,279815,null,8138,null,35219,null,3073,null,10447,null,1784,null,24772,null,2796,null,244596,null,7244,null,61616,null,4040,null,182980,null,5503,null,6043067,null,11749,null,3002478,null,9144,null,1214572,null,5250,null,797158,null,8921,null,417414,null,7729,null,1787906,null,7344,null,1427240,null,9455,null,360666,null,7526,null,3040589,null,9097,null,1210356,null,5001,null,750206,null,7198,null,460150,null,7562,null,1830233,null,7993,null,1273678,null,10400,null,556555,null,9229,null,0400000US26,Michigan,26
3425883,null,4050,null,179264,null,5921,null,85684,null,3952,null,11230,null,1666,null,6318,null,1409,null,4912,null,811,null,74454,null,3610,null,29781,null,2506,null,44673,null,2811,null,93580,null,4277,null,12862,null,1571,null,5765,null,1183,null,7097,null,1087,null,80718,null,3695,null,29950,null,2166,null,50768,null,3058,null,3246619,null,7728,null,1640519,null,5115,null,662591,null,4025,null,502279,null,4182,null,160312,null,4343,null,977928,null,3760,null,849603,null,5678,null,128325,null,4700,null,1606100,null,5473,null,637521,null,3383,null,460904,null,5152,null,176617,null,5621,null,968579,null,4343,null,764539,null,6472,null,204040,null,5813,null,0400000US27,Minnesota,27
1837322,null,4813,null,214389,null,7584,null,100394,null,4942,null,15223,null,2220,null,4509,null,1071,null,10714,null,1935,null,85171,null,4517,null,22683,null,2471,null,62488,null,3783,null,113995,null,4824,null,12256,null,2005,null,3947,null,1013,null,8309,null,1728,null,101739,null,4626,null,21346,null,2367,null,80393,null,4644,null,1622933,null,8578,null,782469,null,6131,null,351923,null,4466,null,220391,null,5397,null,131532,null,4740,null,430546,null,5614,null,355158,null,6957,null,75388,null,3861,null,840464,null,5597,null,369109,null,3939,null,203887,null,5758,null,165222,null,5585,null,471355,null,5738,null,326597,null,7492,null,144758,null,5691,null,0400000US28,Mississippi,28
3768289,null,4384,null,335184,null,9813,null,154578,null,6330,null,19791,null,2451,null,7451,null,1546,null,12340,null,1806,null,134787,null,5786,null,41819,null,3130,null,92968,null,4933,null,180606,null,6096,null,20982,null,2217,null,8295,null,1329,null,12687,null,1844,null,159624,null,5809,null,48493,null,3207,null,111131,null,4679,null,3433105,null,10834,null,1687464,null,7967,null,705770,null,4419,null,508508,null,6757,null,197262,null,5815,null,981694,null,6956,null,837366,null,7791,null,144328,null,5333,null,1745641,null,6845,null,713710,null,4144,null,472845,null,6884,null,240865,null,6958,null,1031931,null,5882,null,773650,null,7947,null,258281,null,6788,null,0400000US29,Missouri,29
624378,null,2236,null,49205,null,3683,null,24583,null,2469,null,2755,null,819,null,728,null,379,null,2027,null,711,null,21828,null,2263,null,6566,null,1463,null,15262,null,1730,null,24622,null,2471,null,3436,null,1237,null,1253,null,583,null,2183,null,1015,null,21186,null,1985,null,6909,null,1182,null,14277,null,1731,null,575173,null,4370,null,288810,null,3093,null,117325,null,1850,null,84425,null,3163,null,32900,null,2889,null,171485,null,2953,null,146208,null,3425,null,25277,null,2237,null,286363,null,2948,null,111809,null,1945,null,74687,null,2570,null,37122,null,2693,null,174554,null,2161,null,130396,null,2823,null,44158,null,2739,null,0400000US30,Montana,30
1126891,null,3088,null,72032,null,3084,null,34686,null,2194,null,4400,null,1034,null,2264,null,731,null,2136,null,747,null,30286,null,1961,null,11613,null,1465,null,18673,null,1618,null,37346,null,2327,null,3930,null,759,null,1595,null,605,null,2335,null,536,null,33416,null,2147,null,12506,null,1365,null,20910,null,1887,null,1054859,null,3828,null,529617,null,3021,null,227151,null,2582,null,176179,null,3650,null,50972,null,3348,null,302466,null,2581,null,274134,null,2720,null,28332,null,1886,null,525242,null,2933,null,220742,null,2056,null,159867,null,3248,null,60875,null,3321,null,304500,null,2447,null,242587,null,3591,null,61913,null,3021,null,0400000US31,Nebraska,31
1660603,null,3677,null,107367,null,5320,null,49125,null,3451,null,6175,null,1581,null,3150,null,1237,null,3025,null,960,null,42950,null,3081,null,15925,null,2038,null,27025,null,2554,null,58242,null,3698,null,6512,null,1429,null,2854,null,821,null,3658,null,1027,null,51730,null,3355,null,16162,null,1835,null,35568,null,2945,null,1553236,null,5664,null,795027,null,4104,null,326448,null,3209,null,250188,null,3943,null,76260,null,4582,null,468579,null,3788,null,398160,null,5550,null,70419,null,3863,null,758209,null,4690,null,307926,null,3628,null,191196,null,4535,null,116730,null,5498,null,450283,null,3472,null,320078,null,5277,null,130205,null,4642,null,0400000US32,Nevada,32
885785,null,2323,null,51258,null,3824,null,24431,null,2479,null,3185,null,970,null,1401,null,637,null,1784,null,743,null,21246,null,2191,null,6641,null,1021,null,14605,null,1855,null,26827,null,2545,null,3400,null,894,null,2128,null,701,null,1272,null,583,null,23427,null,2153,null,8133,null,1434,null,15294,null,1876,null,834527,null,4216,null,413620,null,2755,null,150714,null,2187,null,109313,null,3018,null,41401,null,2894,null,262906,null,2436,null,234567,null,2717,null,28339,null,2207,null,420907,null,2847,null,151358,null,1769,null,102671,null,2737,null,48687,null,2386,null,269549,null,2331,null,207480,null,3796,null,62069,null,3582,null,0400000US33,New Hampshire,33
5668686,null,4460,null,296107,null,8535,null,132636,null,5857,null,20041,null,2447,null,7926,null,1614,null,12115,null,2277,null,112595,null,5188,null,37661,null,3330,null,74934,null,3962,null,163471,null,5222,null,17869,null,2544,null,7354,null,1585,null,10515,null,1931,null,145602,null,5212,null,46342,null,3207,null,99260,null,5037,null,5372579,null,9410,null,2667643,null,7505,null,1015866,null,4328,null,693641,null,7593,null,322225,null,7592,null,1651777,null,6099,null,1438140,null,8399,null,213637,null,6548,null,2704936,null,6134,null,990300,null,3563,null,606082,null,9953,null,384218,null,10281,null,1714636,null,5175,null,1233901,null,9408,null,480735,null,10408,null,0400000US34,New Jersey,34
1256644,null,3071,null,100015,null,5783,null,51325,null,4026,null,8270,null,1786,null,3480,null,966,null,4790,null,1388,null,43055,null,3025,null,13310,null,1630,null,29745,null,2641,null,48690,null,3591,null,5483,null,1203,null,1491,null,579,null,3992,null,1123,null,43207,null,3504,null,12396,null,1835,null,30811,null,2901,null,1156629,null,6093,null,567236,null,4819,null,250854,null,3201,null,174879,null,4525,null,75975,null,4339,null,316382,null,4178,null,261500,null,4671,null,54882,null,3206,null,589393,null,4057,null,246542,null,2794,null,144262,null,4671,null,102280,null,4784,null,342851,null,4174,null,239531,null,5459,null,103320,null,4163,null,0400000US35,New Mexico,35
12711571,null,7498,null,817526,null,12837,null,366960,null,9133,null,46937,null,4279,null,15406,null,2309,null,31531,null,3361,null,320023,null,8067,null,94169,null,5413,null,225854,null,6936,null,450566,null,10117,null,54249,null,3728,null,18705,null,2403,null,35544,null,3182,null,396317,null,9490,null,108073,null,5561,null,288244,null,7634,null,11894045,null,15232,null,5838069,null,10786,null,2405297,null,7344,null,1556171,null,12226,null,849126,null,12064,null,3432772,null,8870,null,2895824,null,13745,null,536948,null,9726,null,6055976,null,11053,null,2425311,null,6738,null,1438232,null,14050,null,987079,null,13241,null,3630665,null,9541,null,2605133,null,14818,null,1025532,null,13408,null,0400000US36,New York,36
5851250,null,7626,null,512221,null,12891,null,229567,null,7780,null,29365,null,3240,null,10415,null,2339,null,18950,null,2567,null,200202,null,7107,null,61403,null,3693,null,138799,null,6108,null,282654,null,9280,null,32191,null,3114,null,11048,null,1918,null,21143,null,2493,null,250463,null,8224,null,65977,null,4033,null,184486,null,8035,null,5339029,null,15481,null,2613088,null,8756,null,1068055,null,7011,null,752621,null,8326,null,315434,null,7922,null,1545033,null,9000,null,1323789,null,9565,null,221244,null,6303,null,2725941,null,11846,null,1100472,null,7785,null,671882,null,8655,null,428590,null,9686,null,1625469,null,9820,null,1179594,null,13877,null,445875,null,10401,null,0400000US37,North Carolina,37
413440,null,1786,null,23862,null,1802,null,11271,null,1390,null,1272,null,611,null,744,null,441,null,528,null,304,null,9999,null,1266,null,4718,null,951,null,5281,null,814,null,12591,null,1162,null,1523,null,568,null,775,null,421,null,748,null,338,null,11068,null,1108,null,4878,null,877,null,6190,null,1074,null,389578,null,2669,null,199859,null,2102,null,88637,null,1638,null,65371,null,2188,null,23266,null,2094,null,111222,null,1491,null,100140,null,1950,null,11082,null,1259,null,189719,null,1756,null,81074,null,1457,null,58791,null,1889,null,22283,null,1724,null,108645,null,1232,null,88525,null,1699,null,20120,null,1388,null,0400000US38,North Dakota,38
7405751,null,5758,null,589026,null,11902,null,273230,null,8064,null,42478,null,3804,null,14540,null,2135,null,27938,null,3288,null,230752,null,6817,null,68651,null,4141,null,162101,null,6485,null,315796,null,7913,null,37575,null,2970,null,11954,null,1559,null,25621,null,2618,null,278221,null,7614,null,80985,null,4044,null,197236,null,6958,null,6816725,null,12291,null,3361787,null,8792,null,1358064,null,6270,null,941385,null,9558,null,416679,null,8669,null,2003723,null,7279,null,1686154,null,9285,null,317569,null,8682,null,3454938,null,9081,null,1380673,null,5122,null,894159,null,10102,null,486514,null,9291,null,2074265,null,8522,null,1528821,null,9525,null,545444,null,8750,null,0400000US39,Ohio,39
2272961,null,4865,null,238046,null,7622,null,107920,null,4819,null,14675,null,1784,null,6054,null,1239,null,8621,null,1455,null,93245,null,4327,null,32058,null,2702,null,61187,null,3570,null,130126,null,5417,null,15793,null,2081,null,6029,null,1219,null,9764,null,1527,null,114333,null,4635,null,30030,null,2668,null,84303,null,4216,null,2034915,null,9268,null,1013147,null,6616,null,449581,null,4953,null,330046,null,5311,null,119535,null,5179,null,563566,null,5183,null,488733,null,5788,null,74833,null,3705,null,1021768,null,5854,null,439032,null,3372,null,271927,null,5943,null,167105,null,4628,null,582736,null,5086,null,424957,null,5928,null,157779,null,4829,null,0400000US40,Oklahoma,40
