B21001A_001E,B21001A_001EA,B21001A_001M,B21001A_001MA,B21001A_002E,B21001A_002EA,B21001A_002M,B21001A_002MA,B21001A_003E,B21001A_003EA,B21001A_003M,B21001A_003MA,B21001A_004E,B21001A_004EA,B21001A_004M,B21001A_004MA,B21001A_005E,B21001A_005EA,B21001A_005M,B21001A_005MA,B21001A_006E,B21001A_006EA,B21001A_006M,B21001A_006MA,B21001A_007E,B21001A_007EA,B21001A_007M,B21001A_007MA,B21001A_008E,B21001A_008EA,B21001A_008M,B21001A_008MA,B21001A_009E,B21001A_009EA,B21001A_009M,B21001A_009MA,B21001A_010E,B21001A_010EA,B21001A_010M,B21001A_010MA,B21001A_011E,B21001A_011EA,B21001A_011M,B21001A_011MA,B21001A_012E,B21001A_012EA,B21001A_012M,B21001A_012MA,B21001A_013E,B21001A_013EA,B21001A_013M,B21001A_013MA,B21001A_014E,B21001A_014EA,B21001A_014M,B21001A_014MA,B21001A_015E,B21001A_015EA,B21001A_015M,B21001A_015MA,B21001A_016E,B21001A_016EA,B21001A_016M,B21001A_016MA,B21001A_017E,B21001A_017EA,B21001A_017M,B21001A_017MA,B21001A_018E,B21001A_018EA,B21001A_018M,B21001A_018MA,B21001A_019E,B21001A_019EA,B21001A_019M,B21001A_019MA,B21001A_020E,B21001A_020EA,B21001A_020M,B21001A_020MA,B21001A_021E,B21001A_021EA,B21001A_021M,B21001A_021MA,B21001A_022E,B21001A_022EA,B21001A_022M,B21001A_022MA,B21001A_023E,B21001A_023EA,B21001A_023M,B21001A_023MA,B21001A_024E,B21001A_024EA,B21001A_024M,B21001A_024MA,B21001A_025E,B21001A_025EA,B21001A_025M,B21001A_025MA,B21001A_026E,B21001A_026EA,B21001A_026M,B21001A_026MA,B21001A_027E,B21001A_027EA,B21001A_027M,B21001A_027MA,B21001A_028E,B21001A_028EA,B21001A_028M,B21001A_028MA,B21001A_029E,B21001A_029EA,B21001A_029M,B21001A_029MA,B21001A_030E,B21001A_030EA,B21001A_030M,B21001A_030MA,B21001A_031E,B21001A_031EA,B21001A_031M,B21001A_031MA,B21001A_032E,B21001A_032EA,B21001A_032M,B21001A_032MA,B21001A_033E,B21001A_033EA,B21001A_033M,B21001A_033MA,GEO_ID,NAME,state
4479468,null,9842,null,2186550,null,7907,null,653617,null,5765,null,31488,null,2918,null,622129,null,5783,null,891489,null,4303,null,119334,null,4911,null,772155,null,6567,null,338369,null,1618,null,139575,null,4448,null,198794,null,4561,null,185840,null,1829,null,93973,null,3120,null,91867,null,3340,null,117235,null,1233,null,85553,null,1941,null,31682,null,2023,null,2292918,null,4464,null,630329,null,3792,null,5805,null,1422,null,624524,null,3625,null,884252,null,3157,null,18437,null,2664,null,865815,null,4107,null,359492,null,1322,null,4375,null,1093,null,355117,null,1438,null,212245,null,1228,null,1544,null,487,null,210701,null,1396,null,206600,null,984,null,2908,null,830,null,203692,null,1481,null,0400000US13,Georgia,13
258294,null,2763,null,132034,null,1853,null,38019,null,1589,null,7127,null,1407,null,30892,null,1681,null,47540,null,1175,null,9015,null,1396,null,38525,null,1691,null,25601,null,362,null,10610,null,1117,null,14991,null,1137,null,11700,null,402,null,6630,null,682,null,5070,null,726,null,9174,null,245,null,7550,null,578,null,1624,null,513,null,126260,null,1644,null,35349,null,1250,null,2339,null,849,null,33010,null,1147,null,45806,null,691,null,1343,null,539,null,44463,null,698,null,22807,null,440,null,515,null,435,null,22292,null,636,null,11101,null,411,null,310,null,198,null,10791,null,441,null,11197,null,262,null,676,null,427,null,10521,null,546,null,0400000US15,Hawaii,15
1019561,null,2897,null,506596,null,2031,null,167953,null,1667,null,10864,null,1942,null,157089,null,2236,null,185390,null,1310,null,31177,null,2448,null,154213,null,2620,null,76624,null,613,null,29440,null,1805,null,47184,null,1967,null,43210,null,458,null,21727,null,1359,null,21483,null,1370,null,33419,null,363,null,23704,null,1144,null,9715,null,1200,null,512965,null,1740,null,156947,null,1346,null,1692,null,760,null,155255,null,1587,null,186153,null,1391,null,4051,null,1129,null,182102,null,1804,null,77185,null,769,null,1208,null,432,null,75977,null,889,null,45334,null,652,null,597,null,301,null,44737,null,672,null,47346,null,517,null,840,null,375,null,46506,null,634,null,0400000US16,Idaho,16
7024200,null,13513,null,3418440,null,8639,null,1027617,null,6104,null,37915,null,2916,null,989702,null,6830,null,1351704,null,4601,null,127612,null,4810,null,1224092,null,6836,null,511606,null,1834,null,181243,null,4187,null,330363,null,4412,null,287733,null,1543,null,128667,null,3194,null,159066,null,3449,null,239780,null,971,null,164945,null,3044,null,74835,null,3113,null,3605760,null,6868,null,979189,null,4252,null,7415,null,1385,null,971774,null,4571,null,1340645,null,3734,null,13260,null,1594,null,1327385,null,3870,null,530728,null,1760,null,4560,null,938,null,526168,null,1941,null,339312,null,1811,null,2371,null,728,null,336941,null,1935,null,415886,null,1931,null,5819,null,962,null,410067,null,2194,null,0400000US17,Illinois,17
4149774,null,5576,null,2013547,null,3867,null,612796,null,3078,null,25615,null,2961,null,587181,null,3968,null,791930,null,2099,null,107862,null,4447,null,684068,null,4960,null,304403,null,908,null,123003,null,4279,null,181400,null,4196,null,171642,null,652,null,77864,null,2643,null,93778,null,2812,null,132776,null,730,null,91288,null,2381,null,41488,null,2363,null,2136227,null,2966,null,594014,null,2313,null,2628,null,636,null,591386,null,2474,null,792635,null,1828,null,10729,null,1236,null,781906,null,2186,null,320521,null,794,null,2953,null,799,null,317568,null,1153,null,201310,null,583,null,2095,null,658,null,199215,null,901,null,227747,null,577,null,2730,null,792,null,225017,null,928,null,0400000US18,Indiana,18
2135759,null,3538,null,1033737,null,2310,null,304715,null,1659,null,13881,null,1284,null,290834,null,2049,null,391273,null,1529,null,51426,null,3033,null,339847,null,3330,null,159547,null,601,null,64083,null,2438,null,95464,null,2518,null,94284,null,564,null,44686,null,1759,null,49598,null,1760,null,83918,null,295,null,56868,null,1781,null,27050,null,1731,null,1102022,null,1817,null,297084,null,1517,null,2493,null,786,null,294591,null,1669,null,391010,null,1223,null,5011,null,974,null,385999,null,1575,null,163072,null,620,null,1777,null,625,null,161295,null,820,null,108068,null,442,null,932,null,454,null,107136,null,602,null,142788,null,441,null,1596,null,501,null,141192,null,611,null,0400000US19,Iowa,19
1804624,null,4359,null,874807,null,3320,null,269045,null,2712,null,16099,null,2542,null,252946,null,3828,null,333714,null,1800,null,44144,null,2790,null,289570,null,3740,null,132886,null,736,null,55572,null,2323,null,77314,null,2382,null,73487,null,565,null,36170,null,1883,null,37317,null,1925,null,65675,null,458,null,45364,null,1325,null,20311,null,1317,null,929817,null,2293,null,260055,null,2005,null,2013,null,632,null,258042,null,2022,null,338145,null,1745,null,7011,null,1364,null,331134,null,2278,null,135681,null,792,null,1599,null,550,null,134082,null,1042,null,86555,null,660,null,672,null,363,null,85883,null,761,null,109381,null,645,null,1435,null,518,null,107946,null,766,null,0400000US20,Kansas,20
2909589,null,3758,null,1396740,null,2855,null,417295,null,2391,null,20669,null,2646,null,396626,null,3335,null,546169,null,2032,null,74449,null,3236,null,471720,null,3792,null,219074,null,675,null,79363,null,3629,null,139711,null,3756,null,128152,null,976,null,57482,null,2452,null,70670,null,2631,null,86050,null,940,null,57327,null,1735,null,28723,null,1851,null,1512849,null,1863,null,419343,null,1551,null,4816,null,1325,null,414527,null,2020,null,561199,null,1512,null,7599,null,1419,null,553600,null,2075,null,233323,null,506,null,2302,null,665,null,231021,null,830,null,149780,null,711,null,1410,null,540,null,148370,null,912,null,149204,null,689,null,1723,null,587,null,147481,null,815,null,0400000US21,Kentucky,21
2132218,null,3799,null,1027799,null,2494,null,308633,null,2194,null,19086,null,2139,null,289547,null,3164,null,393291,null,2313,null,44248,null,3445,null,349043,null,4209,null,159664,null,559,null,59759,null,2872,null,99905,null,2915,null,94538,null,642,null,46756,null,2327,null,47782,null,2285,null,71673,null,710,null,51226,null,1837,null,20447,null,1821,null,1104419,null,2469,null,308828,null,1753,null,3001,null,832,null,305827,null,2020,null,397869,null,1705,null,5225,null,1059,null,392644,null,1774,null,168535,null,704,null,1084,null,409,null,167451,null,773,null,110692,null,717,null,867,null,309,null,109825,null,777,null,118495,null,1064,null,2069,null,630,null,116426,null,1234,null,0400000US22,Louisiana,22
997095,null,1886,null,477567,null,1293,null,120571,null,991,null,7561,null,1845,null,113010,null,2123,null,191119,null,724,null,33226,null,2609,null,157893,null,2556,null,83649,null,583,null,35354,null,1946,null,48295,null,1832,null,45949,null,160,null,24897,null,1219,null,21052,null,1226,null,36279,null,181,null,28184,null,839,null,8095,null,870,null,519528,null,1388,null,122762,null,852,null,2047,null,752,null,120715,null,1104,null,201648,null,913,null,4699,null,1135,null,196949,null,1258,null,85424,null,463,null,1029,null,441,null,84395,null,465,null,51729,null,236,null,1362,null,443,null,50367,null,499,null,57965,null,475,null,765,null,374,null,57200,null,644,null,0400000US23,Maine,23
2643425,null,7666,null,1270335,null,4930,null,349281,null,2945,null,22603,null,2659,null,326678,null,3549,null,507732,null,2959,null,67841,null,3960,null,439891,null,5187,null,207625,null,778,null,75903,null,2983,null,131722,null,3037,null,114584,null,609,null,57888,null,2472,null,56696,null,2489,null,91113,null,466,null,67293,null,1824,null,23820,null,1784,null,1373090,null,3949,null,345227,null,2747,null,5578,null,1422,null,339649,null,3204,null,527999,null,2085,null,12647,null,1743,null,515352,null,2530,null,216693,null,1094,null,3057,null,666,null,213636,null,1242,null,132843,null,749,null,1068,null,429,null,131775,null,879,null,150328,null,827,null,3296,null,830,null,147032,null,964,null,0400000US24,Maryland,24
4218145,null,8363,null,2005621,null,5702,null,560706,null,4169,null,18442,null,2527,null,542264,null,4426,null,807393,null,3761,null,76412,null,4139,null,730981,null,5614,null,313888,null,1120,null,100660,null,4180,null,213228,null,4410,null,172001,null,954,null,83734,null,3023,null,88267,null,3217,null,151633,null,668,null,109167,null,2530,null,42466,null,2407,null,2212524,null,5020,null,562954,null,2912,null,3570,null,1238,null,559384,null,3240,null,840294,null,2946,null,8706,null,1510,null,831588,null,3493,null,338490,null,1407,null,2930,null,709,null,335560,null,1655,null,205788,null,932,null,2451,null,716,null,203337,null,1187,null,264998,null,591,null,6320,null,1089,null,258678,null,1295,null,0400000US25,Massachusetts,25
6194480,null,6509,null,3028639,null,4345,null,864408,null,3122,null,32781,null,2963,null,831627,null,4268,null,1208800,null,2451,null,139174,null,5160,null,1069626,null,5874,null,478525,null,1179,null,182083,null,4621,null,296442,null,4509,null,265254,null,646,null,122809,null,3476,null,142445,null,3567,null,211652,null,581,null,147063,null,2793,null,64589,null,2727,null,3165841,null,3434,null,830129,null,2005,null,5013,null,996,null,825116,null,2146,null,1198863,null,2056,null,15654,null,1902,null,1183209,null,2749,null,490863,null,1071,null,3978,null,733,null,486885,null,1273,null,303144,null,790,null,3756,null,752,null,299388,null,1070,null,342842,null,658,null,3995,null,897,null,338847,null,1070,null,0400000US26,Michigan,26
3539067,null,4537,null,1737858,null,3243,null,515363,null,1983,null,19375,null,2146,null,495988,null,3074,null,698857,null,1826,null,83975,null,3721,null,614882,null,4252,null,262933,null,712,null,107614,null,2866,null,155319,null,2809,null,142695,null,492,null,73150,null,2232,null,69545,null,2140,null,118010,null,316,null,82373,null,1743,null,35637,null,1729,null,1801209,null,2468,null,494182,null,1994,null,3166,null,695,null,491016,null,2151,null,689381,null,1279,null,10636,null,1554,null,678745,null,2047,null,266044,null,710,null,3067,null,710,null,262977,null,903,null,159348,null,419,null,1000,null,300,null,158348,null,533,null,192254,null,424,null,2992,null,711,null,189262,null,845,null,0400000US27,Minnesota,27
1341996,null,2716,null,646262,null,2274,null,188071,null,2328,null,10509,null,1737,null,177562,null,2606,null,242255,null,1926,null,36674,null,2642,null,205581,null,3169,null,104567,null,676,null,39654,null,2368,null,64913,null,2384,null,66535,null,1121,null,32151,null,2141,null,34384,null,1979,null,44834,null,1071,null,31413,null,1873,null,13421,null,1741,null,695734,null,1405,null,182324,null,1537,null,1368,null,657,null,180956,null,1762,null,244450,null,1580,null,3592,null,959,null,240858,null,1654,null,110968,null,626,null,1506,null,580,null,109462,null,747,null,75487,null,724,null,613,null,360,null,74874,null,821,null,82505,null,1007,null,1027,null,424,null,81478,null,1115,null,0400000US28,Mississippi,28
3790957,null,4326,null,1825906,null,2974,null,538866,null,2406,null,25214,null,2810,null,513652,null,3248,null,706232,null,1952,null,100511,null,4022,null,605721,null,4568,null,280942,null,867,null,121255,null,3721,null,159687,null,3899,null,167897,null,534,null,87639,null,2714,null,80258,null,2655,null,131969,null,515,null,96331,null,2524,null,35638,null,2515,null,1965051,null,2663,null,534614,null,1955,null,5200,null,939,null,529414,null,2034,null,717333,null,1465,null,11210,null,1376,null,706123,null,1799,null,299514,null,666,null,3820,null,916,null,295694,null,1010,null,192347,null,672,null,1329,null,390,null,191018,null,734,null,221243,null,704,null,2372,null,650,null,218871,null,1017,null,0400000US29,Missouri,29
672330,null,1556,null,333628,null,1106,null,95002,null,1031,null,6836,null,1472,null,88166,null,2025,null,122927,null,970,null,20703,null,1981,null,102224,null,2115,null,58233,null,295,null,26934,null,1681,null,31299,null,1720,null,31681,null,116,null,17683,null,1106,null,13998,null,1116,null,25785,null,185,null,17776,null,891,null,8009,null,868,null,338702,null,956,null,87881,null,793,null,1413,null,566,null,86468,null,935,null,125334,null,830,null,3396,null,840,null,121938,null,1197,null,55661,null,136,null,1277,null,512,null,54384,null,535,null,32901,null,104,null,285,null,215,null,32616,null,241,null,36925,null,136,null,726,null,387,null,36199,null,400,null,0400000US30,Montana,30
1198826,null,3386,null,581614,null,2454,null,179436,null,2156,null,11488,null,1645,null,167948,null,2582,null,219930,null,1570,null,29099,null,2076,null,190831,null,2550,null,87108,null,562,null,34632,null,1651,null,52476,null,1697,null,50126,null,488,null,24893,null,1092,null,25233,null,1126,null,45014,null,539,null,31350,null,1190,null,13664,null,1274,null,617212,null,1648,null,175318,null,1391,null,2235,null,1150,null,173083,null,1973,null,221096,null,1210,null,3877,null,832,null,217219,null,1402,null,88908,null,493,null,964,null,407,null,87944,null,660,null,57636,null,458,null,736,null,315,null,56900,null,574,null,74254,null,278,null,1054,null,399,null,73200,null,487,null,0400000US31,Nebraska,31
1439742,null,7954,null,733030,null,5295,null,214367,null,4574,null,11664,null,2120,null,202703,null,4629,null,287891,null,3315,null,48996,null,3335,null,238895,null,4706,null,117685,null,1326,null,53556,null,2735,null,64129,null,2773,null,66358,null,919,null,36303,null,1964,null,30055,null,2039,null,46729,null,571,null,35681,null,1481,null,11048,null,1343,null,706712,null,4493,null,198670,null,3088,null,2610,null,977,null,196060,null,3307,null,266665,null,2443,null,7848,null,1244,null,258817,null,2728,null,117011,null,1047,null,1956,null,544,null,115055,null,1167,null,66929,null,829,null,910,null,484,null,66019,null,931,null,57437,null,823,null,1380,null,512,null,56057,null,989,null,0400000US32,Nevada,32
971383,null,1969,null,472604,null,1380,null,125784,null,1027,null,6169,null,1437,null,119615,null,1669,null,200255,null,1075,null,28382,null,2083,null,171873,null,2215,null,76873,null,383,null,32177,null,2002,null,44696,null,2020,null,39577,null,243,null,22635,null,1340,null,16942,null,1343,null,30115,null,119,null,22783,null,984,null,7332,null,1007,null,498779,null,1082,null,124610,null,792,null,1358,null,729,null,123252,null,1077,null,202867,null,851,null,3877,null,1132,null,198990,null,1355,null,78572,null,311,null,1153,null,522,null,77419,null,576,null,43930,null,324,null,878,null,344,null,43052,null,435,null,48800,null,119,null,1439,null,599,null,47361,null,630,null,0400000US33,New Hampshire,33
4714686,null,13062,null,2263868,null,8058,null,578389,null,5055,null,17892,null,2333,null,560497,null,5474,null,938758,null,4484,null,61389,null,3452,null,877369,null,4963,null,359508,null,2065,null,111359,null,4260,null,248149,null,4994,null,205713,null,1751,null,89268,null,3394,null,116445,null,3791,null,181500,null,1110,null,123505,null,2270,null,57995,null,2344,null,2450818,null,7131,null,557079,null,4207,null,1861,null,634,null,555218,null,4324,null,955382,null,4540,null,6016,null,1153,null,949366,null,4623,null,384881,null,1757,null,2297,null,714,null,382584,null,1820,null,245417,null,1683,null,1812,null,716,null,243605,null,1812,null,308059,null,1482,null,4058,null,978,null,304001,null,1707,null,0400000US34,New Jersey,34
1046323,null,7351,null,506039,null,4898,null,149365,null,3464,null,9574,null,1641,null,139791,null,3649,null,183795,null,3217,null,32578,null,3174,null,151217,null,3943,null,82475,null,1384,null,32294,null,1995,null,50181,null,2168,null,51131,null,1240,null,26483,null,1593,null,24648,null,1918,null,39273,null,1123,null,28459,null,1383,null,10814,null,1380,null,540284,null,4288,null,144501,null,3187,null,2166,null,845,null,142335,null,3159,null,192717,null,3089,null,4529,null,1069,null,188188,null,3218,null,88512,null,1471,null,1754,null,575,null,86758,null,1612,null,56737,null,1262,null,759,null,376,null,55978,null,1238,null,57817,null,1265,null,982,null,464,null,56835,null,1369,null,0400000US35,New Mexico,35
10098703,null,25235,null,4856216,null,14598,null,1372423,null,8745,null,42990,null,3144,null,1329433,null,9858,null,1896480,null,6701,null,150434,null,5459,null,1746046,null,9536,null,758842,null,3578,null,225872,null,5962,null,532970,null,6784,null,440377,null,1980,null,183263,null,4435,null,257114,null,4855,null,388094,null,1438,null,244013,null,4037,null,144081,null,4018,null,5242487,null,12792,null,1345444,null,7096,null,8376,null,1575,null,1337068,null,7386,null,1908944,null,6414,null,16417,null,2020,null,1892527,null,6877,null,818234,null,3293,null,5078,null,984,null,813156,null,3614,null,521928,null,2584,null,3092,null,678,null,518836,null,2740,null,647937,null,2092,null,7123,null,1128,null,640814,null,2383,null,0400000US36,New York,36
4891035,null,9508,null,2331708,null,6350,null,642331,null,4304,null,35477,null,3691,null,606854,null,5422,null,926791,null,3829,null,129660,null,6309,null,797131,null,7065,null,385141,null,1245,null,153846,null,5037,null,231295,null,5043,null,219780,null,1092,null,104304,null,3444,null,115476,null,3534,null,157665,null,732,null,110530,null,2439,null,47135,null,2479,null,2559327,null,4846,null,666514,null,4009,null,7693,null,1665,null,658821,null,4323,null,954323,null,2828,null,17534,null,2038,null,936789,null,3392,null,415774,null,1118,null,4839,null,872,null,410935,null,1390,null,260157,null,1217,null,2378,null,631,null,257779,null,1466,null,262559,null,1021,null,3136,null,827,null,259423,null,1387,null,0400000US37,North Carolina,37
455408,null,1178,null,225158,null,1090,null,73434,null,919,null,3946,null,1018,null,69488,null,1427,null,79252,null,495,null,11327,null,1402,null,67925,null,1475,null,33973,null,181,null,14189,null,1013,null,19784,null,1032,null,19390,null,45,null,8483,null,687,null,10907,null,690,null,19109,null,59,null,10539,null,767,null,8570,null,759,null,230250,null,669,null,66438,null,528,null,836,null,434,null,65602,null,699,null,79262,null,450,null,1422,null,459,null,77840,null,636,null,32415,null,153,null,256,null,171,null,32159,null,229,null,21869,null,120,null,577,null,379,null,21292,null,405,null,30266,null,40,null,488,null,209,null,29778,null,207,null,0400000US38,North Dakota,38
