C01001F_001E,C01001F_001EA,C01001F_001M,C01001F_001MA,C01001F_002E,C01001F_002EA,C01001F_002M,C01001F_002MA,C01001F_003E,C01001F_003EA,C01001F_003M,C01001F_003MA,C01001F_004E,C01001F_004EA,C01001F_004M,C01001F_004MA,C01001F_005E,C01001F_005EA,C01001F_005M,C01001F_005MA,C01001F_006E,C01001F_006EA,C01001F_006M,C01001F_006MA,C01001F_007E,C01001F_007EA,C01001F_007M,C01001F_007MA,C01001F_008E,C01001F_008EA,C01001F_008M,C01001F_008MA,C01001F_009E,C01001F_009EA,C01001F_009M,C01001F_009MA,GEO_ID,NAME,state
68106,null,5642,null,32614,null,3150,null,13190,null,1803,null,18462,null,2143,null,962,null,469,null,35492,null,3172,null,12585,null,1655,null,21735,null,2035,null,1172,null,582,null,0400000US44,Rhode Island,44
62461,null,5702,null,37222,null,3930,null,11950,null,1875,null,24786,null,2988,null,486,null,291,null,25239,null,2949,null,9446,null,1773,null,15648,null,1745,null,145,null,144,null,0400000US45,South Carolina,45
5482,null,1633,null,3036,null,1131,null,1488,null,684,null,1424,null,666,null,124,null,140,null,2446,null,876,null,683,null,364,null,1734,null,670,null,29,null,56,null,0400000US46,South Dakota,46
84395,null,7764,null,49928,null,5024,null,14266,null,2335,null,35042,null,3916,null,620,null,493,null,34467,null,3989,null,14126,null,2649,null,19662,null,2053,null,679,null,532,null,0400000US47,Tennessee,47
2964688,null,52327,null,1534108,null,27724,null,509920,null,15323,null,967798,null,17420,null,56390,null,3137,null,1430580,null,28022,null,488051,null,13309,null,863017,null,17554,null,79512,null,3804,null,0400000US48,Texas,48
81216,null,7061,null,43342,null,3940,null,16156,null,2009,null,26257,null,2582,null,929,null,334,null,37874,null,3905,null,15326,null,2340,null,21726,null,2115,null,822,null,366,null,0400000US49,Utah,49
1319,null,542,null,663,null,248,null,103,null,92,null,560,null,249,null,0,null,208,null,656,null,405,null,218,null,163,null,438,null,296,null,0,null,208,null,0400000US50,Vermont,50
218333,null,11782,null,122340,null,7147,null,38251,null,3789,null,82419,null,4914,null,1670,null,695,null,95993,null,5987,null,31176,null,2978,null,62962,null,4045,null,1855,null,887,null,0400000US51,Virginia,51
251023,null,11098,null,132283,null,6217,null,44365,null,3505,null,85671,null,4630,null,2247,null,670,null,118740,null,6748,null,44403,null,3559,null,69619,null,4350,null,4718,null,1101,null,0400000US53,Washington,53
5607,null,1509,null,3053,null,875,null,945,null,503,null,2028,null,687,null,80,null,135,null,2554,null,1040,null,741,null,451,null,1760,null,787,null,53,null,90,null,0400000US54,West Virginia,54
140771,null,6073,null,78325,null,3793,null,23440,null,1909,null,53199,null,2601,null,1686,null,489,null,62446,null,3260,null,22935,null,2184,null,37449,null,1963,null,2062,null,672,null,0400000US55,Wisconsin,55
9686,null,1852,null,5231,null,1193,null,1338,null,590,null,3711,null,809,null,182,null,194,null,4455,null,1006,null,1219,null,526,null,2952,null,711,null,284,null,237,null,0400000US56,Wyoming,56
473732,null,16238,null,234862,null,8561,null,64451,null,4242,null,150194,null,5740,null,20217,null,1775,null,238870,null,10164,null,61067,null,4259,null,151489,null,6775,null,26314,null,2482,null,0400000US72,Puerto Rico,72
