B18020A_001E,B18020A_001EA,B18020A_001M,B18020A_001MA,B18020A_002E,B18020A_002EA,B18020A_002M,B18020A_002MA,B18020A_003E,B18020A_003EA,B18020A_003M,B18020A_003MA,B18020A_004E,B18020A_004EA,B18020A_004M,B18020A_004MA,B18020A_005E,B18020A_005EA,B18020A_005M,B18020A_005MA,B18020A_006E,B18020A_006EA,B18020A_006M,B18020A_006MA,B18020A_007E,B18020A_007EA,B18020A_007M,B18020A_007MA,B18020A_008E,B18020A_008EA,B18020A_008M,B18020A_008MA,B18020A_009E,B18020A_009EA,B18020A_009M,B18020A_009MA,B18020A_010E,B18020A_010EA,B18020A_010M,B18020A_010MA,B18020A_011E,B18020A_011EA,B18020A_011M,B18020A_011MA,B18020A_012E,B18020A_012EA,B18020A_012M,B18020A_012MA,B18020A_013E,B18020A_013EA,B18020A_013M,B18020A_013MA,B18020A_014E,B18020A_014EA,B18020A_014M,B18020A_014MA,B18020A_015E,B18020A_015EA,B18020A_015M,B18020A_015MA,B18020A_016E,B18020A_016EA,B18020A_016M,B18020A_016MA,B18020A_017E,B18020A_017EA,B18020A_017M,B18020A_017MA,B18020A_018E,B18020A_018EA,B18020A_018M,B18020A_018MA,B18020A_019E,B18020A_019EA,B18020A_019M,B18020A_019MA,B18020A_020E,B18020A_020EA,B18020A_020M,B18020A_020MA,B18020A_021E,B18020A_021EA,B18020A_021M,B18020A_021MA,B18020A_022E,B18020A_022EA,B18020A_022M,B18020A_022MA,B18020A_023E,B18020A_023EA,B18020A_023M,B18020A_023MA,B18020A_024E,B18020A_024EA,B18020A_024M,B18020A_024MA,B18020A_025E,B18020A_025EA,B18020A_025M,B18020A_025MA,B18020A_026E,B18020A_026EA,B18020A_026M,B18020A_026MA,B18020A_027E,B18020A_027EA,B18020A_027M,B18020A_027MA,B18020A_028E,B18020A_028EA,B18020A_028M,B18020A_028MA,B18020A_029E,B18020A_029EA,B18020A_029M,B18020A_029MA,B18020A_030E,B18020A_030EA,B18020A_030M,B18020A_030MA,B18020A_031E,B18020A_031EA,B18020A_031M,B18020A_031MA,GEO_ID,NAME,state
1719211,null,6115,null,271551,null,8067,null,133972,null,5487,null,28552,null,2832,null,12941,null,2047,null,15611,null,1868,null,105420,null,4574,null,46149,null,3085,null,59271,null,3710,null,137579,null,5048,null,24037,null,2124,null,10225,null,1599,null,13812,null,1563,null,113542,null,4708,null,33985,null,2720,null,79557,null,3993,null,1447660,null,9926,null,713681,null,7095,null,299710,null,4423,null,232025,null,4986,null,67685,null,3728,null,413971,null,5028,null,373812,null,5185,null,40159,null,2348,null,733979,null,6095,null,302220,null,3412,null,194766,null,5177,null,107454,null,4877,null,431759,null,4886,null,324750,null,5464,null,107009,null,3866,null,0400000US40,Oklahoma,40
2132522,null,7087,null,294328,null,8353,null,147453,null,6356,null,31436,null,3038,null,15511,null,2229,null,15925,null,2451,null,116017,null,5429,null,49006,null,3462,null,67011,null,4224,null,146875,null,5288,null,31447,null,3319,null,13653,null,1905,null,17794,null,2551,null,115428,null,4578,null,42621,null,2955,null,72807,null,3829,null,1838194,null,11103,null,910809,null,8624,null,364932,null,4905,null,268920,null,5154,null,96012,null,5191,null,545877,null,6017,null,473154,null,5488,null,72723,null,4441,null,927385,null,5681,null,359210,null,3795,null,238456,null,5013,null,120754,null,5234,null,568175,null,5039,null,417942,null,6213,null,150233,null,5260,null,0400000US41,Oregon,41
6735881,null,8912,null,828160,null,13919,null,415071,null,9076,null,96798,null,4352,null,42091,null,2933,null,54707,null,3236,null,318273,null,7660,null,124553,null,5086,null,193720,null,6114,null,413089,null,10150,null,79618,null,4949,null,31695,null,3156,null,47923,null,3566,null,333471,null,8442,null,113109,null,4674,null,220362,null,6745,null,5907721,null,14277,null,2929239,null,9252,null,1095428,null,6394,null,785984,null,7529,null,309444,null,6518,null,1833811,null,7528,null,1637840,null,8576,null,195971,null,5679,null,2978482,null,10154,null,1096395,null,6224,null,730758,null,7802,null,365637,null,8027,null,1882087,null,8404,null,1440022,null,10217,null,442065,null,8932,null,0400000US42,Pennsylvania,42
585096,null,3647,null,75984,null,4452,null,37118,null,2965,null,7943,null,1413,null,3386,null,1114,null,4557,null,1111,null,29175,null,2582,null,10677,null,1407,null,18498,null,2126,null,38866,null,3275,null,7269,null,1530,null,3000,null,962,null,4269,null,1156,null,31597,null,2707,null,11007,null,1732,null,20590,null,2508,null,509112,null,5525,null,250235,null,3797,null,98320,null,2442,null,69763,null,2529,null,28557,null,2300,null,151915,null,2863,null,135083,null,3008,null,16832,null,1978,null,258877,null,3537,null,97738,null,2273,null,67919,null,2677,null,29819,null,2748,null,161139,null,2782,null,126478,null,3387,null,34661,null,2510,null,0400000US44,Rhode Island,44
1916681,null,4126,null,256013,null,8787,null,122832,null,5294,null,21982,null,2457,null,9598,null,1606,null,12384,null,2095,null,100850,null,4531,null,35842,null,2925,null,65008,null,3760,null,133181,null,5288,null,21943,null,2334,null,7745,null,1648,null,14198,null,1811,null,111238,null,4611,null,30692,null,2702,null,80546,null,4086,null,1660668,null,9084,null,820492,null,6219,null,320004,null,3896,null,243358,null,5811,null,76646,null,4425,null,500488,null,4629,null,446941,null,4987,null,53547,null,2880,null,840176,null,6065,null,320570,null,3353,null,208093,null,4888,null,112477,null,4908,null,519606,null,5006,null,371077,null,6494,null,148529,null,5456,null,0400000US45,South Carolina,45
442872,null,1796,null,46697,null,3184,null,24808,null,2404,null,7409,null,1672,null,4743,null,1305,null,2666,null,891,null,17399,null,1668,null,8930,null,1160,null,8469,null,1257,null,21889,null,1925,null,4237,null,1079,null,2954,null,990,null,1283,null,475,null,17652,null,1520,null,7232,null,1211,null,10420,null,1358,null,396175,null,3421,null,197640,null,2748,null,77631,null,2061,null,63296,null,2699,null,14335,null,1936,null,120009,null,1894,null,109890,null,2026,null,10119,null,1158,null,198535,null,2296,null,79539,null,1513,null,61378,null,2448,null,18161,null,1779,null,118996,null,1624,null,100329,null,2233,null,18667,null,1749,null,0400000US46,South Dakota,46
3185286,null,6990,null,511904,null,11149,null,252214,null,6782,null,55877,null,3769,null,23463,null,2859,null,32414,null,2822,null,196337,null,6325,null,68367,null,4108,null,127970,null,5127,null,259690,null,6883,null,49533,null,3977,null,16505,null,2354,null,33028,null,3055,null,210157,null,5865,null,57813,null,3338,null,152344,null,5650,null,2673382,null,13039,null,1321208,null,8173,null,528766,null,5275,null,401824,null,5196,null,126942,null,4736,null,792442,null,6879,null,703015,null,7051,null,89427,null,4153,null,1352174,null,7822,null,532561,null,4778,null,342273,null,6561,null,190288,null,5623,null,819613,null,6434,null,597849,null,7230,null,221764,null,6451,null,0400000US47,Tennessee,47
10740586,null,32974,null,1210798,null,16741,null,593882,null,11318,null,140312,null,5865,null,64530,null,4237,null,75782,null,4820,null,453570,null,10428,null,200619,null,8064,null,252951,null,8142,null,616916,null,13445,null,126079,null,5816,null,48005,null,3756,null,78074,null,4889,null,490837,null,10974,null,163744,null,6844,null,327093,null,9761,null,9529788,null,34887,null,4768833,null,22426,null,2060362,null,16121,null,1540978,null,16096,null,519384,null,12990,null,2708471,null,15604,null,2438567,null,17040,null,269904,null,7101,null,4760955,null,20509,null,1999523,null,13964,null,1184305,null,13942,null,815218,null,13100,null,2761432,null,13343,null,1944515,null,15382,null,816917,null,11385,null,0400000US48,Texas,48
1503176,null,5238,null,150003,null,5661,null,74472,null,3928,null,26297,null,2875,null,16245,null,2102,null,10052,null,1861,null,48175,null,3119,null,25571,null,2622,null,22604,null,2019,null,75531,null,4248,null,21225,null,2636,null,9636,null,1473,null,11589,null,1980,null,54306,null,2942,null,22288,null,2042,null,32018,null,2500,null,1353173,null,7311,null,682581,null,5447,null,354837,null,4128,null,294574,null,4872,null,60263,null,3593,null,327744,null,3641,null,301132,null,3860,null,26612,null,2382,null,670592,null,4676,null,343648,null,3035,null,225479,null,4932,null,118169,null,4658,null,326944,null,3569,null,234856,null,5043,null,92088,null,3839,null,0400000US49,Utah,49
405985,null,1328,null,53038,null,3366,null,27329,null,2195,null,7486,null,1265,null,3704,null,1124,null,3782,null,869,null,19843,null,1810,null,9466,null,1307,null,10377,null,1286,null,25709,null,2066,null,6246,null,1046,null,2860,null,737,null,3386,null,787,null,19463,null,1592,null,8302,null,1087,null,11161,null,1445,null,352947,null,3515,null,174688,null,2318,null,64260,null,1288,null,45581,null,1985,null,18679,null,1810,null,110428,null,1898,null,98451,null,2522,null,11977,null,1463,null,178259,null,2196,null,63455,null,1277,null,46807,null,1591,null,16648,null,1463,null,114804,null,1614,null,95110,null,1891,null,19694,null,1583,null,0400000US50,Vermont,50
3553827,null,10260,null,379233,null,10190,null,188720,null,7208,null,41008,null,3844,null,18669,null,2727,null,22339,null,2638,null,147712,null,5540,null,60818,null,3831,null,86894,null,3954,null,190513,null,6784,null,35426,null,2909,null,15607,null,2049,null,19819,null,2191,null,155087,null,5510,null,49815,null,3425,null,105272,null,4753,null,3174594,null,13482,null,1552867,null,10627,null,591804,null,7114,null,436976,null,6903,null,154828,null,5063,null,961063,null,7658,null,870942,null,7597,null,90121,null,4033,null,1621727,null,7411,null,608168,null,4378,null,405505,null,5851,null,202663,null,6203,null,1013559,null,5582,null,759213,null,8244,null,254346,null,6392,null,0400000US51,Virginia,51
3476804,null,9562,null,471479,null,12291,null,239743,null,8458,null,56673,null,4650,null,25979,null,3029,null,30694,null,3367,null,183070,null,7341,null,80915,null,4470,null,102155,null,5163,null,231736,null,7383,null,49684,null,3304,null,21860,null,2449,null,27824,null,2460,null,182052,null,6491,null,60739,null,3954,null,121313,null,5499,null,3005325,null,15506,null,1493160,null,10459,null,575685,null,6487,null,424198,null,7936,null,151487,null,5180,null,917475,null,8124,null,808470,null,7593,null,109005,null,5103,null,1512165,null,9787,null,575867,null,4878,null,378268,null,6805,null,197599,null,5808,null,936298,null,7391,null,700141,null,8443,null,236157,null,6341,null,0400000US53,Washington,53
1115098,null,2253,null,236937,null,7552,null,125418,null,5064,null,25577,null,2711,null,7647,null,1520,null,17930,null,2267,null,99841,null,4274,null,29558,null,2735,null,70283,null,3658,null,111519,null,4723,null,19235,null,2308,null,4877,null,1204,null,14358,null,2319,null,92284,null,3940,null,22556,null,2332,null,69728,null,3475,null,878161,null,7343,null,424492,null,5245,null,173533,null,3163,null,116496,null,3324,null,57037,null,3175,null,250959,null,4323,null,216133,null,4305,null,34826,null,2431,null,453669,null,4872,null,182129,null,2866,null,102599,null,4376,null,79530,null,3348,null,271540,null,4118,null,193825,null,4623,null,77715,null,3499,null,0400000US54,West Virginia,54
3231524,null,5097,null,339435,null,8504,null,173004,null,5453,null,43060,null,3157,null,23148,null,2659,null,19912,null,2094,null,129944,null,4794,null,59042,null,3168,null,70902,null,3641,null,166431,null,5684,null,35711,null,2409,null,19134,null,2098,null,16577,null,1759,null,130720,null,4952,null,50131,null,3022,null,80589,null,3874,null,2892089,null,10015,null,1455864,null,6488,null,556958,null,4375,null,433421,null,4868,null,123537,null,3827,null,898906,null,5484,null,803590,null,5530,null,95316,null,3380,null,1436225,null,6354,null,541150,null,3104,null,407241,null,4421,null,133909,null,4155,null,895075,null,5145,null,714665,null,6392,null,180410,null,4759,null,0400000US55,Wisconsin,55
317189,null,2444,null,39731,null,3113,null,20719,null,2100,null,4915,null,1126,null,2812,null,849,null,2103,null,770,null,15804,null,1909,null,8394,null,1459,null,7410,null,1205,null,19012,null,1972,null,3893,null,1103,null,2057,null,830,null,1836,null,643,null,15119,null,1679,null,6956,null,1493,null,8163,null,1213,null,277458,null,4085,null,141018,null,2746,null,56713,null,1847,null,46935,null,2327,null,9778,null,1842,null,84305,null,2158,null,76523,null,2162,null,7782,null,1296,null,136440,null,2358,null,54262,null,1563,null,40183,null,2058,null,14079,null,1506,null,82178,null,1974,null,66306,null,2409,null,15872,null,1606,null,0400000US56,Wyoming,56
1894502,null,14418,null,422299,null,9585,null,203770,null,5973,null,45409,null,3303,null,12452,null,1935,null,32957,null,3048,null,158361,null,4799,null,32125,null,2687,null,126236,null,4874,null,218529,null,7085,null,39499,null,3415,null,10182,null,1786,null,29317,null,3341,null,179030,null,5682,null,29496,null,2585,null,149534,null,5207,null,1472203,null,16129,null,687742,null,8868,null,339470,null,6435,null,164048,null,6045,null,175422,null,5941,null,348272,null,6300,null,242956,null,6817,null,105316,null,5025,null,784461,null,10876,null,361530,null,7145,null,140947,null,5842,null,220583,null,6200,null,422931,null,6251,null,219383,null,5969,null,203548,null,5690,null,0400000US72,Puerto Rico,72
