B13002H_001E,B13002H_001EA,B13002H_001M,B13002H_001MA,B13002H_002E,B13002H_002EA,B13002H_002M,B13002H_002MA,B13002H_003E,B13002H_003EA,B13002H_003M,B13002H_003MA,B13002H_004E,B13002H_004EA,B13002H_004M,B13002H_004MA,B13002H_005E,B13002H_005EA,B13002H_005M,B13002H_005MA,B13002H_006E,B13002H_006EA,B13002H_006M,B13002H_006MA,B13002H_007E,B13002H_007EA,B13002H_007M,B13002H_007MA,GEO_ID,NAME,state
311679,null,1416,null,23130,null,2472,null,18371,null,2197,null,4759,null,1276,null,288549,null,3021,null,160737,null,4465,null,127812,null,4337,null,0400000US16,Idaho,16
2050568,null,3934,null,99636,null,4737,null,77212,null,4443,null,22424,null,2270,null,1950932,null,6505,null,975512,null,8939,null,975420,null,9293,null,0400000US17,Illinois,17
1300501,null,2551,null,70397,null,4132,null,49859,null,3330,null,20538,null,2288,null,1230104,null,5036,null,641737,null,7706,null,588367,null,8621,null,0400000US18,Indiana,18
648479,null,2094,null,36648,null,2575,null,27310,null,2213,null,9338,null,1459,null,611831,null,3540,null,318234,null,5518,null,293597,null,5600,null,0400000US19,Iowa,19
544322,null,1740,null,32254,null,2451,null,23919,null,2245,null,8335,null,1389,null,512068,null,3105,null,273109,null,5875,null,238959,null,6386,null,0400000US20,Kansas,20
929627,null,2675,null,51965,null,3639,null,36913,null,3143,null,15052,null,1964,null,877662,null,4675,null,465504,null,8168,null,412158,null,7647,null,0400000US21,Kentucky,21
660531,null,2025,null,35881,null,2882,null,26316,null,2258,null,9565,null,1973,null,624650,null,3793,null,324748,null,5547,null,299902,null,6000,null,0400000US22,Louisiana,22
304682,null,1571,null,14751,null,1920,null,10871,null,1667,null,3880,null,865,null,289931,null,2371,null,146012,null,3937,null,143919,null,3822,null,0400000US23,Maine,23
798196,null,2658,null,41194,null,3474,null,33141,null,3145,null,8053,null,1390,null,757002,null,4555,null,389284,null,6218,null,367718,null,6574,null,0400000US24,Maryland,24
1278284,null,3722,null,51494,null,3475,null,41194,null,3184,null,10300,null,1723,null,1226790,null,4980,null,548090,null,8496,null,678700,null,9332,null,0400000US25,Massachusetts,25
1900758,null,2841,null,94512,null,3962,null,67558,null,3439,null,26954,null,2557,null,1806246,null,5136,null,899069,null,9751,null,907177,null,9941,null,0400000US26,Michigan,26
1110319,null,2173,null,62054,null,3293,null,47385,null,2977,null,14669,null,1851,null,1048265,null,4200,null,541749,null,6258,null,506516,null,5920,null,0400000US27,Minnesota,27
405041,null,2078,null,20028,null,2100,null,16480,null,1947,null,3548,null,816,null,385013,null,2732,null,218351,null,5326,null,166662,null,6008,null,0400000US28,Mississippi,28
1184404,null,3139,null,63089,null,3676,null,46073,null,2805,null,17016,null,2238,null,1121315,null,5042,null,581685,null,9012,null,539630,null,9265,null,0400000US29,Missouri,29
198612,null,1047,null,8527,null,1332,null,6821,null,1178,null,1706,null,600,null,190085,null,1709,null,95515,null,3250,null,94570,null,3506,null,0400000US30,Montana,30
363286,null,1319,null,20510,null,2012,null,15144,null,1686,null,5366,null,1105,null,342776,null,2373,null,179132,null,4006,null,163644,null,3972,null,0400000US31,Nebraska,31
345895,null,1946,null,19138,null,2788,null,13123,null,2081,null,6015,null,1673,null,326757,null,3336,null,163278,null,5122,null,163479,null,4849,null,0400000US32,Nevada,32
309819,null,1659,null,12679,null,1841,null,9349,null,1660,null,3330,null,1064,null,297140,null,2405,null,147007,null,4278,null,150133,null,4646,null,0400000US33,New Hampshire,33
1265202,null,3221,null,57983,null,4013,null,48686,null,3268,null,9297,null,1813,null,1207219,null,4978,null,613044,null,7746,null,594175,null,8478,null,0400000US34,New Jersey,34
185296,null,1613,null,9376,null,1706,null,6771,null,1278,null,2605,null,920,null,175920,null,2645,null,86956,null,3338,null,88964,null,3670,null,0400000US35,New Mexico,35
2817475,null,4698,null,127225,null,5418,null,98672,null,4794,null,28553,null,3343,null,2690250,null,6789,null,1263009,null,13054,null,1427241,null,13365,null,0400000US36,New York,36
1499639,null,3765,null,73615,null,4455,null,56050,null,3775,null,17565,null,2378,null,1426024,null,5602,null,793413,null,9578,null,632611,null,9180,null,0400000US37,North Carolina,37
139478,null,853,null,7738,null,1130,null,5945,null,999,null,1793,null,546,null,131740,null,1331,null,69626,null,2358,null,62114,null,2527,null,0400000US38,North Dakota,38
2318676,null,3355,null,123767,null,4988,null,85991,null,3662,null,37776,null,3078,null,2194909,null,5665,null,1092932,null,10915,null,1101977,null,11206,null,0400000US39,Ohio,39
615721,null,2129,null,34420,null,2827,null,25241,null,2581,null,9179,null,1376,null,581301,null,3364,null,313982,null,5275,null,267319,null,5500,null,0400000US40,Oklahoma,40
726686,null,2420,null,33383,null,2619,null,24741,null,2231,null,8642,null,1496,null,693303,null,3602,null,338568,null,6421,null,354735,null,6668,null,0400000US41,Oregon,41
2428105,null,4061,null,112850,null,4368,null,83909,null,3976,null,28941,null,2724,null,2315255,null,6073,null,1160517,null,10511,null,1154738,null,10962,null,0400000US42,Pennsylvania,42
210111,null,1317,null,8695,null,1402,null,6572,null,1157,null,2123,null,824,null,201416,null,1880,null,88044,null,3395,null,113372,null,3841,null,0400000US44,Rhode Island,44
688634,null,2140,null,29265,null,2140,null,23193,null,1889,null,6072,null,1175,null,659369,null,2869,null,363649,null,8249,null,295720,null,8449,null,0400000US45,South Carolina,45
161611,null,1136,null,9814,null,1534,null,6943,null,1319,null,2871,null,827,null,151797,null,1947,null,78208,null,3015,null,73589,null,3191,null,0400000US46,South Dakota,46
1163118,null,3428,null,59311,null,3977,null,41689,null,3330,null,17622,null,2706,null,1103807,null,5229,null,589000,null,9417,null,514807,null,10411,null,0400000US47,Tennessee,47
2782927,null,4565,null,145592,null,6420,null,109502,null,5014,null,36090,null,3574,null,2637335,null,8460,null,1383947,null,13132,null,1253388,null,12634,null,0400000US48,Texas,48
559820,null,1653,null,44402,null,2698,null,39453,null,2354,null,4949,null,1076,null,515418,null,3098,null,279011,null,5791,null,236407,null,5710,null,0400000US49,Utah,49
146329,null,805,null,5630,null,1017,null,3835,null,764,null,1795,null,594,null,140699,null,1312,null,67703,null,2255,null,72996,null,2422,null,0400000US50,Vermont,50
1287633,null,2841,null,59246,null,4090,null,47268,null,3506,null,11978,null,2069,null,1228387,null,5117,null,662225,null,8047,null,566162,null,8815,null,0400000US51,Virginia,51
1215462,null,2786,null,61964,null,4489,null,46015,null,3827,null,15949,null,2530,null,1153498,null,5251,null,578906,null,8975,null,574592,null,8295,null,0400000US53,Washington,53
407300,null,2280,null,16179,null,2095,null,11372,null,1715,null,4807,null,1258,null,391121,null,2918,null,205269,null,5362,null,185852,null,5293,null,0400000US54,West Virginia,54
1171753,null,2277,null,58805,null,3157,null,43642,null,2707,null,15163,null,1853,null,1112948,null,3262,null,564250,null,7637,null,548698,null,7911,null,0400000US55,Wisconsin,55
110842,null,1149,null,4850,null,927,null,3348,null,962,null,1502,null,602,null,105992,null,1424,null,56562,null,2229,null,49430,null,2474,null,0400000US56,Wyoming,56
11432,null,1900,null,643,null,469,null,449,null,435,null,194,null,197,null,10789,null,1909,null,5460,null,1346,null,5329,null,1184,null,0400000US72,Puerto Rico,72
