C18001_001E,C18001_001EA,C18001_001M,C18001_001MA,C18001_002E,C18001_002EA,C18001_002M,C18001_002MA,C18001_003E,C18001_003EA,C18001_003M,C18001_003MA,C18001_004E,C18001_004EA,C18001_004M,C18001_004MA,C18001_005E,C18001_005EA,C18001_005M,C18001_005MA,C18001_006E,C18001_006EA,C18001_006M,C18001_006MA,C18001_007E,C18001_007EA,C18001_007M,C18001_007MA,C18001_008E,C18001_008EA,C18001_008M,C18001_008MA,C18001_009E,C18001_009EA,C18001_009M,C18001_009MA,C18001_010E,C18001_010EA,C18001_010M,C18001_010MA,C18001_011E,C18001_011EA,C18001_011M,C18001_011MA,C18001_012E,C18001_012EA,C18001_012M,C18001_012MA,C18001_013E,C18001_013EA,C18001_013M,C18001_013MA,C18001_014E,C18001_014EA,C18001_014M,C18001_014MA,C18001_015E,C18001_015EA,C18001_015M,C18001_015MA,C18001_016E,C18001_016EA,C18001_016M,C18001_016MA,C18001_017E,C18001_017EA,C18001_017M,C18001_017MA,C18001_018E,C18001_018EA,C18001_018M,C18001_018MA,C18001_019E,C18001_019EA,C18001_019M,C18001_019MA,C18001_020E,C18001_020EA,C18001_020M,C18001_020MA,C18001_021E,C18001_021EA,C18001_021M,C18001_021MA,C18001_022E,C18001_022EA,C18001_022M,C18001_022MA,C18001_023E,C18001_023EA,C18001_023M,C18001_023MA,C18001_024E,C18001_024EA,C18001_024M,C18001_024MA,C18001_025E,C18001_025EA,C18001_025M,C18001_025MA,C18001_026E,C18001_026EA,C18001_026M,C18001_026MA,C18001_027E,C18001_027EA,C18001_027M,C18001_027MA,GEO_ID,NAME,state
8622558,null,4258,null,4177264,null,5985,null,784267,null,5379,null,730486,null,6717,null,42889,null,3859,null,10892,null,1610,null,3019805,null,6126,null,2664257,null,12353,null,150759,null,8203,null,204789,null,7557,null,373192,null,2499,null,219078,null,4099,null,69743,null,3580,null,84371,null,3948,null,4445294,null,6353,null,736958,null,5414,null,708819,null,6163,null,22870,null,2839,null,5269,null,1150,null,3177279,null,5729,null,2784800,null,11733,null,154379,null,7467,null,238100,null,8218,null,531057,null,2842,null,280371,null,5290,null,96231,null,4761,null,154455,null,5123,null,0400000US13,Georgia,13
1149836,null,3199,null,562693,null,3008,null,85793,null,1736,null,81081,null,1794,null,3885,null,858,null,827,null,447,null,398216,null,2995,null,356102,null,4122,null,19115,null,2050,null,22999,null,2411,null,78684,null,732,null,48722,null,2063,null,14827,null,1832,null,15135,null,1606,null,587143,null,1835,null,79621,null,1578,null,76884,null,1880,null,2377,null,819,null,360,null,210,null,405817,null,1650,null,368376,null,3771,null,19874,null,2635,null,17567,null,2323,null,101705,null,647,null,62696,null,2262,null,14084,null,1649,null,24925,null,2031,null,0400000US15,Hawaii,15
1359408,null,1583,null,677990,null,2698,null,127176,null,2455,null,117483,null,2794,null,8188,null,1325,null,1505,null,541,null,474310,null,2789,null,416725,null,4937,null,27211,null,2470,null,30374,null,2824,null,76504,null,957,null,47288,null,1858,null,14928,null,1580,null,14288,null,1388,null,681418,null,2104,null,120310,null,2049,null,115431,null,2398,null,4089,null,1251,null,790,null,323,null,471257,null,2287,null,416083,null,3461,null,23481,null,2331,null,31693,null,2546,null,89851,null,1117,null,52851,null,1947,null,15609,null,1603,null,21391,null,1726,null,0400000US16,Idaho,16
11771611,null,2649,null,5761534,null,4546,null,988654,null,4119,null,921330,null,6362,null,56172,null,3905,null,11152,null,1692,null,4159851,null,5161,null,3746847,null,11182,null,188115,null,7067,null,224889,null,7989,null,613029,null,2368,null,402123,null,5747,null,103025,null,3896,null,107881,null,5032,null,6010077,null,3788,null,942448,null,4147,null,903474,null,5617,null,29968,null,2831,null,9006,null,1574,null,4211396,null,4452,null,3796132,null,11187,null,180543,null,6674,null,234721,null,7562,null,856233,null,2796,null,499998,null,6462,null,144010,null,5040,null,212225,null,5573,null,0400000US17,Illinois,17
5802627,null,2407,null,2838705,null,3271,null,490715,null,3210,null,448108,null,4001,null,33961,null,2502,null,8646,null,1424,null,2031993,null,3255,null,1774790,null,8248,null,111220,null,5114,null,145983,null,5346,null,315997,null,1898,null,195063,null,3629,null,59813,null,3133,null,61121,null,2959,null,2963922,null,3169,null,467046,null,2861,null,443132,null,3634,null,19078,null,2204,null,4836,null,1006,null,2064388,null,3696,null,1791970,null,7907,null,109785,null,5216,null,162633,null,4954,null,432488,null,1901,null,250664,null,4665,null,76492,null,3175,null,105332,null,4597,null,0400000US18,Indiana,18
2740690,null,2085,null,1348468,null,3109,null,218516,null,2422,null,198578,null,3178,null,15761,null,2162,null,4177,null,1172,null,955880,null,2534,null,844857,null,5948,null,51778,null,3477,null,59245,null,3376,null,174072,null,1161,null,114245,null,2583,null,31877,null,2055,null,27950,null,1838,null,1392222,null,2734,null,207549,null,1889,null,197485,null,2163,null,8460,null,1352,null,1604,null,568,null,950244,null,2617,null,840513,null,4745,null,45792,null,3167,null,63939,null,3207,null,234429,null,1271,null,147592,null,2577,null,41581,null,2442,null,45256,null,2621,null,0400000US19,Iowa,19
2523924,null,2490,null,1241001,null,3548,null,214153,null,2445,null,195833,null,3042,null,13853,null,1753,null,4467,null,968,null,885460,null,3436,null,781465,null,4756,null,45747,null,2817,null,58248,null,2946,null,141388,null,1553,null,89301,null,2484,null,26964,null,1768,null,25123,null,1798,null,1282923,null,2979,null,205089,null,2446,null,195415,null,2591,null,7817,null,1402,null,1857,null,684,null,886544,null,3533,null,783603,null,5077,null,43630,null,3133,null,59311,null,3746,null,191290,null,1631,null,110625,null,2604,null,39322,null,2636,null,41343,null,2088,null,0400000US20,Kansas,20
3884900,null,2832,null,1880628,null,4276,null,310356,null,3345,null,274115,null,3992,null,29430,null,2560,null,6811,null,1106,null,1350332,null,4354,null,1097370,null,8200,null,94708,null,4902,null,158254,null,5552,null,219940,null,1303,null,113834,null,3458,null,44910,null,2851,null,61196,null,3083,null,2004272,null,4001,null,295255,null,2449,null,275906,null,3660,null,15044,null,2087,null,4305,null,1078,null,1408476,null,3661,null,1147059,null,8092,null,92069,null,5678,null,169348,null,6658,null,300541,null,1464,null,152365,null,3929,null,54472,null,3837,null,93704,null,3643,null,0400000US21,Kentucky,21
3900769,null,2461,null,1867840,null,4384,null,335570,null,3511,null,301255,null,4126,null,28122,null,2641,null,6193,null,1291,null,1323107,null,3990,null,1113982,null,7817,null,86837,null,4675,null,122288,null,5497,null,209163,null,1739,null,112867,null,2890,null,42995,null,2455,null,53301,null,2713,null,2032929,null,4068,null,318306,null,3388,null,300103,null,4167,null,13547,null,1921,null,4656,null,1046,null,1425654,null,3618,null,1211100,null,7323,null,83620,null,5009,null,130934,null,5996,null,288969,null,2038,null,148914,null,4049,null,51806,null,2874,null,88249,null,4017,null,0400000US22,Louisiana,22
1231203,null,1487,null,598425,null,1781,null,87304,null,1658,null,76614,null,2021,null,8867,null,1387,null,1823,null,594,null,429002,null,1587,null,355297,null,3418,null,30053,null,2605,null,43652,null,2457,null,82119,null,621,null,47516,null,2050,null,19810,null,1799,null,14793,null,1542,null,632778,null,1503,null,83436,null,1216,null,78026,null,1408,null,4640,null,1018,null,770,null,413,null,444826,null,1651,null,374360,null,4057,null,27436,null,2663,null,43030,null,2932,null,104516,null,717,null,59703,null,2065,null,20399,null,1599,null,24414,null,2011,null,0400000US23,Maine,23
5145309,null,2312,null,2457922,null,3594,null,416551,null,2890,null,382038,null,4034,null,27968,null,2896,null,6545,null,1553,null,1772592,null,3633,null,1585673,null,8317,null,85275,null,5384,null,101644,null,5711,null,268779,null,1392,null,179022,null,3721,null,47532,null,2747,null,42225,null,2657,null,2687387,null,2930,null,400115,null,3145,null,383634,null,3387,null,13050,null,1769,null,3431,null,1038,null,1917653,null,3822,null,1718198,null,8289,null,89261,null,4288,null,110194,null,5115,null,369619,null,1534,null,224845,null,4804,null,60435,null,3078,null,84339,null,3356,null,0400000US24,Maryland,24
5981289,null,1696,null,2888983,null,3101,null,446783,null,2883,null,409250,null,3885,null,30124,null,2591,null,7409,null,1110,null,2104259,null,3482,null,1865713,null,7415,null,106525,null,5472,null,132021,null,5578,null,337941,null,1279,null,224616,null,4368,null,54370,null,3202,null,58955,null,3692,null,3092306,null,2994,null,431370,null,2538,null,407542,null,3597,null,19723,null,2475,null,4105,null,963,null,2189946,null,3605,null,1949614,null,8151,null,91631,null,4365,null,148701,null,7241,null,470990,null,1638,null,290227,null,4875,null,76284,null,3371,null,104479,null,4381,null,0400000US25,Massachusetts,25
9299595,null,2053,null,4537517,null,3628,null,766458,null,3397,null,692484,null,5473,null,59745,null,3681,null,14229,null,2366,null,3246688,null,4229,null,2802948,null,11211,null,177813,null,6183,null,265927,null,8317,null,524371,null,1665,null,327374,null,4351,null,95894,null,3604,null,101103,null,3597,null,4762078,null,3183,null,734376,null,3096,null,690057,null,4455,null,36425,null,2964,null,7894,null,1258,null,3320404,null,4110,null,2871288,null,10251,null,172813,null,5857,null,276303,null,8347,null,707298,null,1843,null,402956,null,5482,null,126102,null,4609,null,178240,null,4323,null,0400000US26,Michigan,26
4775740,null,1920,null,2372253,null,2606,null,385828,null,2728,null,358900,null,3217,null,21922,null,1882,null,5006,null,981,null,1726203,null,3310,null,1549352,null,6470,null,84250,null,4209,null,92601,null,4019,null,260222,null,1245,null,173682,null,2839,null,47586,null,2443,null,38954,null,2439,null,2403487,null,2265,null,365261,null,2431,null,350703,null,2804,null,10961,null,1412,null,3597,null,814,null,1699680,null,2870,null,1535914,null,5947,null,69678,null,3593,null,94088,null,4132,null,338546,null,1565,null,215323,null,3522,null,57376,null,3144,null,65847,null,3318,null,0400000US27,Minnesota,27
2639780,null,2428,null,1258463,null,3896,null,234902,null,3196,null,213230,null,3542,null,16918,null,1919,null,4754,null,1166,null,882863,null,4313,null,718915,null,7862,null,60907,null,4681,null,103041,null,4990,null,140698,null,2062,null,70759,null,3326,null,29640,null,2030,null,40299,null,2736,null,1381317,null,3897,null,223456,null,3605,null,212579,null,3702,null,8248,null,1608,null,2629,null,751,null,954459,null,2757,null,781025,null,6903,null,64034,null,5258,null,109400,null,4814,null,203402,null,1528,null,91219,null,3387,null,41519,null,2966,null,70664,null,3590,null,0400000US28,Mississippi,28
5374393,null,2591,null,2598338,null,4043,null,438015,null,3348,null,400919,null,4662,null,30303,null,2954,null,6793,null,1215,null,1842042,null,4140,null,1578125,null,8167,null,103635,null,5448,null,160282,null,6443,null,318281,null,1895,null,190366,null,4050,null,58128,null,2372,null,69787,null,3012,null,2776055,null,3880,null,422974,null,3291,null,398820,null,3605,null,19010,null,2112,null,5144,null,1065,null,1926247,null,3703,null,1648652,null,8559,null,107339,null,4596,null,170256,null,6890,null,426834,null,1702,null,239651,null,4426,null,74779,null,3498,null,112404,null,4309,null,0400000US29,Missouri,29
882608,null,1226,null,439507,null,1868,null,69189,null,1793,null,64077,null,1889,null,4303,null,725,null,809,null,468,null,313393,null,1730,null,268695,null,3591,null,19296,null,2012,null,25402,null,2445,null,56925,null,541,null,32808,null,1449,null,12716,null,1385,null,11401,null,1188,null,443101,null,1703,null,64652,null,1609,null,61344,null,1421,null,2679,null,1006,null,629,null,396,null,310985,null,1503,null,272675,null,2848,null,14933,null,1682,null,23377,null,2367,null,67464,null,791,null,38860,null,1734,null,12412,null,1310,null,16192,null,1567,null,0400000US30,Montana,30
1609965,null,1980,null,794703,null,2796,null,136000,null,1974,null,125254,null,2296,null,8257,null,1314,null,2489,null,702,null,564303,null,2476,null,498986,null,3840,null,31545,null,2834,null,33772,null,2151,null,94400,null,940,null,60433,null,1829,null,17417,null,1534,null,16550,null,1529,null,815262,null,2614,null,127782,null,1823,null,121871,null,2053,null,4851,null,1089,null,1060,null,422,null,562588,null,2099,null,504291,null,3806,null,23601,null,2278,null,34696,null,2582,null,124892,null,1085,null,79723,null,2252,null,19218,null,1598,null,25951,null,1705,null,0400000US31,Nebraska,31
2340814,null,1751,null,1178998,null,2725,null,202383,null,2386,null,192496,null,2937,null,7906,null,1543,null,1981,null,895,null,844152,null,2952,null,757177,null,5496,null,41804,null,3851,null,45171,null,3462,null,132463,null,1276,null,86967,null,3092,null,21700,null,1769,null,23796,null,2574,null,1161816,null,2100,null,197521,null,2880,null,191719,null,3289,null,4345,null,1255,null,1457,null,700,null,816451,null,2588,null,727062,null,5236,null,39600,null,3002,null,49789,null,4114,null,147844,null,925,null,91777,null,2779,null,24146,null,2481,null,31921,null,2193,null,0400000US32,Nevada,32
1224245,null,1004,null,600179,null,1621,null,94440,null,1592,null,86087,null,1935,null,6771,null,1231,null,1582,null,653,null,438051,null,1751,null,389026,null,3737,null,21991,null,2500,null,27034,null,2452,null,67688,null,818,null,44090,null,1758,null,11952,null,1536,null,11646,null,1251,null,624066,null,1601,null,88327,null,1651,null,83576,null,1981,null,3758,null,1059,null,993,null,515,null,447734,null,1752,null,399598,null,3396,null,20572,null,2435,null,27564,null,2549,null,88005,null,1065,null,55852,null,2366,null,14785,null,1748,null,17368,null,2099,null,0400000US33,New Hampshire,33
8010192,null,1994,null,3892981,null,3072,null,644840,null,3666,null,603548,null,4758,null,33293,null,3081,null,7999,null,1394,null,2800279,null,3762,null,2559349,null,8954,null,99667,null,4883,null,141263,null,5822,null,447862,null,1774,null,303580,null,4337,null,68066,null,3055,null,76216,null,3583,null,4117211,null,2627,null,612075,null,3221,null,589747,null,4498,null,16882,null,2506,null,5446,null,1140,null,2868407,null,3477,null,2601990,null,7479,null,110287,null,5645,null,156130,null,5359,null,636729,null,1971,null,397281,null,5803,null,95176,null,4100,null,144272,null,5240,null,0400000US34,New Jersey,34
1797792,null,1933,null,880642,null,3213,null,153055,null,2254,null,142221,null,2308,null,9132,null,1571,null,1702,null,629,null,618561,null,2774,null,527090,null,5881,null,37881,null,3386,null,53590,null,3721,null,109026,null,924,null,61088,null,2030,null,22943,null,2111,null,24995,null,1872,null,917150,null,2511,null,141799,null,2158,null,136956,null,2109,null,3789,null,927,null,1054,null,448,null,638083,null,2229,null,559141,null,4818,null,32773,null,2799,null,46169,null,3195,null,137268,null,1440,null,72177,null,2653,null,24162,null,1890,null,40929,null,2381,null,0400000US35,New Mexico,35
17820923,null,3667,null,8580359,null,5030,null,1366086,null,5330,null,1265353,null,6740,null,79820,null,5123,null,20913,null,2467,null,6205029,null,5844,null,5524683,null,14613,null,289002,null,9185,null,391344,null,11565,null,1009244,null,2688,null,651724,null,7477,null,165910,null,5155,null,191610,null,6212,null,9240564,null,5131,null,1306455,null,5254,null,1246463,null,6386,null,48021,null,3417,null,11971,null,1683,null,6506542,null,5439,null,5784285,null,11511,null,304995,null,7928,null,417262,null,8998,null,1427567,null,2875,null,830775,null,8259,null,224327,null,5860,null,372465,null,8017,null,0400000US36,New York,36
8235419,null,3958,null,3959378,null,6804,null,675821,null,4596,null,616151,null,5889,null,47678,null,3880,null,11992,null,1642,null,2842655,null,6075,null,2448117,null,10866,null,168853,null,6420,null,225685,null,8069,null,440902,null,2420,null,262301,null,5003,null,84232,null,3908,null,94369,null,3967,null,4276041,null,5485,null,652481,null,5330,null,621421,null,5598,null,22984,null,2849,null,8076,null,1887,null,3008595,null,6713,null,2585012,null,13608,null,161737,null,7377,null,261846,null,8997,null,614965,null,1990,null,335737,null,6044,null,112222,null,4760,null,167006,null,5703,null,0400000US37,North Carolina,37
583410,null,1504,null,292703,null,1762,null,44327,null,1125,null,41076,null,1295,null,2577,null,673,null,674,null,361,null,211130,null,1624,null,190321,null,2324,null,11422,null,1416,null,9387,null,1048,null,37246,null,502,null,21886,null,951,null,7969,null,845,null,7391,null,799,null,290707,null,1643,null,41003,null,1287,null,39150,null,1188,null,1490,null,489,null,363,null,257,null,202310,null,1324,null,183673,null,1905,null,7674,null,1222,null,10963,null,1348,null,47394,null,534,null,29022,null,1505,null,9123,null,1199,null,9249,null,982,null,0400000US38,North Dakota,38
10548774,null,3067,null,5109610,null,4666,null,859103,null,3792,null,776921,null,5697,null,66428,null,4649,null,15754,null,2286,null,3635017,null,4425,null,3145959,null,10503,null,205176,null,6539,null,283882,null,8791,null,615490,null,2454,null,390446,null,4822,null,110438,null,4038,null,114606,null,4187,null,5439164,null,4188,null,819641,null,4016,null,773470,null,5474,null,37752,null,3375,null,8419,null,1557,null,3770734,null,4111,null,3265171,null,11053,null,200025,null,7022,null,305538,null,8526,null,848789,null,2761,null,498122,null,5556,null,145420,null,4897,null,205247,null,5139,null,0400000US39,Ohio,39
3266414,null,3145,null,1591233,null,3670,null,276636,null,3091,null,252900,null,3678,null,18204,null,1963,null,5532,null,1446,null,1121067,null,4026,null,938521,null,7938,null,76745,null,3705,null,105801,null,5486,null,193530,null,1631,null,107018,null,2584,null,39815,null,2202,null,46697,null,2128,null,1675181,null,3046,null,261763,null,2754,null,248659,null,2945,null,10344,null,1724,null,2760,null,689,null,1151894,null,3041,null,962584,null,6502,null,72141,null,3773,null,117169,null,4528,null,261524,null,1938,null,136047,null,3602,null,51627,null,2689,null,73850,null,3389,null,0400000US40,Oklahoma,40
3468683,null,1641,null,1708927,null,3471,null,269856,null,2673,null,246408,null,3590,null,19320,null,2446,null,4128,null,985,null,1229431,null,3336,null,1063962,null,7521,null,71257,null,3476,null,94212,null,5296,null,209640,null,2025,null,124643,null,3265,null,39139,null,2665,null,45858,null,2788,null,1759756,null,3265,null,254187,null,3038,null,240981,null,3264,null,9549,null,1667,null,3657,null,1105,null,1240772,null,3514,null,1072486,null,6664,null,69919,null,4635,null,98367,null,4789,null,264797,null,1829,null,149795,null,3512,null,45664,null,3058,null,69338,null,2904,null,0400000US41,Oregon,41
11470126,null,2902,null,5537329,null,5108,null,872645,null,4050,null,790044,null,5872,null,66227,null,4606,null,16374,null,2048,null,3924619,null,5027,null,3416963,null,10041,null,209209,null,6581,null,298447,null,7530,null,740065,null,2970,null,470400,null,4620,null,136226,null,3995,null,133439,null,3920,null,5932797,null,4225,null,832530,null,3520,null,787866,null,4696,null,35130,null,3012,null,9534,null,1576,null,4056917,null,4810,null,3525102,null,12239,null,204984,null,6431,null,326831,null,8414,null,1043350,null,3109,null,624540,null,6690,null,178683,null,5063,null,240127,null,6379,null,0400000US42,Pennsylvania,42
979664,null,1068,null,470211,null,1923,null,71951,null,1440,null,65158,null,1854,null,4741,null,1135,null,2052,null,969,null,341973,null,1638,null,297367,null,3612,null,18981,null,2076,null,25625,null,2638,null,56287,null,1198,null,36919,null,1637,null,9769,null,1252,null,9599,null,1224,null,509453,null,1982,null,71433,null,1561,null,67662,null,1812,null,3400,null,1042,null,371,null,205,null,357107,null,1683,null,309858,null,3696,null,21031,null,2485,null,26218,null,2818,null,80913,null,1198,null,47984,null,2374,null,14160,null,1876,null,18769,null,1957,null,0400000US44,Rhode Island,44
4013102,null,2862,null,1914251,null,4296,null,323301,null,3095,null,300763,null,3681,null,18376,null,2268,null,4162,null,997,null,1355946,null,4634,null,1166461,null,8128,null,72009,null,4185,null,117476,null,5405,null,235004,null,2090,null,139340,null,4006,null,45153,null,3390,null,50511,null,2862,null,2098851,null,3591,null,314130,null,3117,null,300561,null,4275,null,10265,null,1723,null,3304,null,1202,null,1468502,null,3841,null,1253644,null,7994,null,77603,null,4331,null,137255,null,5287,null,316219,null,1279,null,173340,null,4211,null,55708,null,2754,null,87171,null,3783,null,0400000US45,South Carolina,45
722441,null,1208,null,357082,null,2054,null,60211,null,1422,null,56573,null,1574,null,2956,null,759,null,682,null,347,null,250574,null,1703,null,221389,null,3055,null,14622,null,1715,null,14563,null,2120,null,46297,null,775,null,28986,null,1340,null,8704,null,1125,null,8607,null,923,null,365359,null,1679,null,56620,null,1274,null,54577,null,1308,null,1572,null,470,null,471,null,299,null,249786,null,1464,null,222812,null,2622,null,10540,null,1278,null,16434,null,1618,null,58953,null,911,null,36785,null,1762,null,10087,null,1304,null,12081,null,1259,null,0400000US46,South Dakota,46
5648756,null,2865,null,2733391,null,4195,null,453544,null,3609,null,409736,null,5400,null,36603,null,3688,null,7205,null,1131,null,1958422,null,5099,null,1649570,null,8730,null,121379,null,6198,null,187473,null,6344,null,321425,null,1984,null,181840,null,4000,null,63166,null,3184,null,76419,null,3751,null,2915365,null,4014,null,434367,null,3258,null,410812,null,3974,null,18924,null,2218,null,4631,null,1153,null,2043798,null,4844,null,1717046,null,9057,null,122014,null,5915,null,204738,null,6453,null,437200,null,1987,null,230091,null,5882,null,78230,null,3975,null,128879,null,4466,null,0400000US47,Tennessee,47
