B06007_001E,B06007_001EA,B06007_001M,B06007_001MA,B06007_002E,B06007_002EA,B06007_002M,B06007_002MA,B06007_003E,B06007_003EA,B06007_003M,B06007_003MA,B06007_004E,B06007_004EA,B06007_004M,B06007_004MA,B06007_005E,B06007_005EA,B06007_005M,B06007_005MA,B06007_006E,B06007_006EA,B06007_006M,B06007_006MA,B06007_007E,B06007_007EA,B06007_007M,B06007_007MA,B06007_008E,B06007_008EA,B06007_008M,B06007_008MA,B06007_009E,B06007_009EA,B06007_009M,B06007_009MA,B06007_010E,B06007_010EA,B06007_010M,B06007_010MA,B06007_011E,B06007_011EA,B06007_011M,B06007_011MA,B06007_012E,B06007_012EA,B06007_012M,B06007_012MA,B06007_013E,B06007_013EA,B06007_013M,B06007_013MA,B06007_014E,B06007_014EA,B06007_014M,B06007_014MA,B06007_015E,B06007_015EA,B06007_015M,B06007_015MA,B06007_016E,B06007_016EA,B06007_016M,B06007_016MA,B06007_017E,B06007_017EA,B06007_017M,B06007_017MA,B06007_018E,B06007_018EA,B06007_018M,B06007_018MA,B06007_019E,B06007_019EA,B06007_019M,B06007_019MA,B06007_020E,B06007_020EA,B06007_020M,B06007_020MA,B06007_021E,B06007_021EA,B06007_021M,B06007_021MA,B06007_022E,B06007_022EA,B06007_022M,B06007_022MA,B06007_023E,B06007_023EA,B06007_023M,B06007_023MA,B06007_024E,B06007_024EA,B06007_024M,B06007_024MA,B06007_025E,B06007_025EA,B06007_025M,B06007_025MA,B06007_026E,B06007_026EA,B06007_026M,B06007_026MA,B06007_027E,B06007_027EA,B06007_027M,B06007_027MA,B06007_028E,B06007_028EA,B06007_028M,B06007_028MA,B06007_029E,B06007_029EA,B06007_029M,B06007_029MA,B06007_030E,B06007_030EA,B06007_030M,B06007_030MA,B06007_031E,B06007_031EA,B06007_031M,B06007_031MA,B06007_032E,B06007_032EA,B06007_032M,B06007_032MA,B06007_033E,B06007_033EA,B06007_033M,B06007_033MA,B06007_034E,B06007_034EA,B06007_034M,B06007_034MA,B06007_035E,B06007_035EA,B06007_035M,B06007_035MA,B06007_036E,B06007_036EA,B06007_036M,B06007_036MA,B06007_037E,B06007_037EA,B06007_037M,B06007_037MA,B06007_038E,B06007_038EA,B06007_038M,B06007_038MA,B06007_039E,B06007_039EA,B06007_039M,B06007_039MA,B06007_040E,B06007_040EA,B06007_040M,B06007_040MA,GEO_ID,NAME,state
8818349,null,3954,null,7761734,null,18601,null,620811,null,11027,null,269887,null,11221,null,350924,null,10990,null,435804,null,13511,null,278219,null,10208,null,157585,null,8380,null,4692696,null,26104,null,4542871,null,24848,null,102542,null,6447,null,72377,null,5630,null,30165,null,3439,null,47283,null,3531,null,40871,null,3684,null,6412,null,1452,null,3166875,null,26902,null,3000274,null,27984,null,109537,null,8053,null,88272,null,7980,null,21265,null,3127,null,57064,null,4414,null,48847,null,4027,null,8217,null,1669,null,99342,null,5694,null,73000,null,4698,null,17727,null,2579,null,12952,null,2125,null,4775,null,1122,null,8615,null,1788,null,6675,null,1483,null,1940,null,767,null,859436,null,15736,null,145589,null,8487,null,391005,null,11380,null,96286,null,7071,null,294719,null,10350,null,322842,null,11536,null,181826,null,8145,null,141016,null,7952,null,0400000US13,Georgia,13
1195661,null,1581,null,890449,null,11588,null,26361,null,3486,null,20025,null,3052,null,6336,null,1913,null,278851,null,11659,null,154235,null,8514,null,124616,null,7987,null,628746,null,11541,null,551617,null,12540,null,2829,null,962,null,2390,null,901,null,439,null,329,null,74300,null,6226,null,61025,null,5829,null,13275,null,2080,null,314222,null,6268,null,287186,null,5910,null,12350,null,2262,null,10994,null,2222,null,1356,null,539,null,14686,null,2724,null,12633,null,2528,null,2053,null,745,null,32238,null,3288,null,17005,null,2150,null,2290,null,1074,null,2165,null,1055,null,125,null,118,null,12943,null,2469,null,9128,null,2253,null,3815,null,928,null,220455,null,8637,null,34641,null,3396,null,8892,null,2143,null,4476,null,1552,null,4416,null,1588,null,176922,null,8464,null,71449,null,4819,null,105473,null,7338,null,0400000US15,Hawaii,15
1382539,null,1251,null,1246646,null,6352,null,100987,null,5010,null,55636,null,4262,null,45351,null,3740,null,34906,null,3340,null,25227,null,3001,null,9679,null,1630,null,601544,null,10058,null,571703,null,9602,null,22059,null,2573,null,17164,null,2378,null,4895,null,1293,null,7782,null,1443,null,6913,null,1374,null,869,null,380,null,686376,null,10120,null,648704,null,10666,null,28027,null,3338,null,23771,null,3056,null,4256,null,1163,null,9645,null,1644,null,7896,null,1589,null,1749,null,665,null,11329,null,1725,null,8771,null,1528,null,1706,null,792,null,1159,null,574,null,547,null,419,null,852,null,310,null,746,null,298,null,106,null,121,null,83290,null,4623,null,17468,null,2412,null,49195,null,3830,null,13542,null,2328,null,35653,null,3270,null,16627,null,2182,null,9672,null,1671,null,6955,null,1494,null,0400000US16,Idaho,16
11961769,null,2037,null,9358525,null,25275,null,1536343,null,12881,null,779116,null,15863,null,757227,null,15484,null,1066901,null,22337,null,647121,null,17019,null,419780,null,12773,null,7770116,null,30726,null,6986771,null,31314,null,553878,null,11590,null,459811,null,11205,null,94067,null,6554,null,229467,null,9927,null,201341,null,9472,null,28126,null,2871,null,2318791,null,25360,null,2144843,null,22376,null,111038,null,6698,null,82310,null,5067,null,28728,null,3645,null,62910,null,5158,null,50420,null,4135,null,12490,null,2465,null,117565,null,6989,null,44937,null,3351,null,59832,null,5440,null,30051,null,3543,null,29781,null,3853,null,12796,null,1959,null,9849,null,1786,null,2947,null,1079,null,1755297,null,24960,null,181974,null,9148,null,811595,null,15649,null,206944,null,8604,null,604651,null,15035,null,761728,null,18006,null,385511,null,11984,null,376217,null,12278,null,0400000US17,Illinois,17
5903675,null,2065,null,5466241,null,11377,null,244806,null,6195,null,129788,null,6399,null,115018,null,6802,null,192628,null,9140,null,132502,null,7220,null,60126,null,4891,null,3946894,null,20590,null,3815655,null,21617,null,64991,null,4380,null,50034,null,4142,null,14957,null,2059,null,66248,null,6048,null,50723,null,4960,null,15525,null,2759,null,1663220,null,20357,null,1582101,null,20375,null,53646,null,4374,null,43862,null,4066,null,9784,null,1652,null,27473,null,3396,null,23084,null,3212,null,4389,null,1171,null,34246,null,3505,null,23631,null,2862,null,8150,null,1528,null,5701,null,1296,null,2449,null,853,null,2465,null,811,null,2012,null,744,null,453,null,269,null,259315,null,8283,null,44854,null,3599,null,118019,null,5523,null,30191,null,3749,null,87828,null,5773,null,96442,null,5728,null,56683,null,4431,null,39759,null,3596,null,0400000US18,Indiana,18
2790906,null,1993,null,2607163,null,7096,null,101916,null,3977,null,56085,null,4114,null,45831,null,3113,null,81827,null,5453,null,53748,null,4335,null,28079,null,2754,null,1986235,null,13690,null,1935737,null,13545,null,29270,null,2625,null,22525,null,2373,null,6745,null,1211,null,21228,null,2675,null,17013,null,2040,null,4215,null,1254,null,674436,null,13258,null,639662,null,12664,null,24005,null,3067,null,18759,null,3007,null,5246,null,1098,null,10769,null,1783,null,8922,null,1564,null,1847,null,625,null,14122,null,1813,null,11031,null,1709,null,1657,null,684,null,1233,null,636,null,424,null,379,null,1434,null,648,null,997,null,575,null,437,null,280,null,116113,null,5248,null,20733,null,2439,null,46984,null,2718,null,13568,null,2232,null,33416,null,2307,null,48396,null,4141,null,26816,null,2907,null,21580,null,2340,null,0400000US19,Iowa,19
2580638,null,1964,null,2324529,null,6744,null,170973,null,5147,null,90585,null,5140,null,80388,null,4317,null,85136,null,4778,null,53216,null,4400,null,31920,null,3242,null,1467817,null,14026,null,1409979,null,14354,null,40566,null,3264,null,33179,null,3330,null,7387,null,1200,null,17272,null,2195,null,14605,null,2012,null,2667,null,887,null,927740,null,14466,null,879447,null,13301,null,37757,null,3454,null,30605,null,3196,null,7152,null,1509,null,10536,null,1377,null,9128,null,1273,null,1408,null,498,null,19553,null,2260,null,15797,null,2068,null,2683,null,954,null,1418,null,573,null,1265,null,679,null,1073,null,520,null,937,null,490,null,136,null,135,null,165528,null,5534,null,19306,null,2089,null,89967,null,4340,null,25383,null,3018,null,64584,null,3940,null,56255,null,3971,null,28546,null,3165,null,27709,null,2960,null,0400000US20,Kansas,20
3963318,null,2304,null,3799294,null,8754,null,82836,null,4720,null,41821,null,3428,null,41015,null,3323,null,81188,null,6327,null,48942,null,4244,null,32246,null,3814,null,2782792,null,19389,null,2740312,null,19471,null,25155,null,2830,null,15371,null,2383,null,9784,null,1658,null,17325,null,2418,null,11994,null,2060,null,5331,null,1224,null,1048263,null,18147,null,1012347,null,18436,null,19759,null,2441,null,14839,null,1968,null,4920,null,1182,null,16157,null,3144,null,10749,null,2221,null,5408,null,2007,null,26223,null,2678,null,21658,null,2465,null,1924,null,697,null,1319,null,571,null,605,null,332,null,2641,null,1071,null,2397,null,1019,null,244,null,303,null,106040,null,5610,null,24977,null,2872,null,35998,null,2940,null,10292,null,1606,null,25706,null,2716,null,45065,null,4166,null,23802,null,2903,null,21263,null,3012,null,0400000US21,Kentucky,21
3996750,null,2015,null,3668709,null,8735,null,117661,null,5539,null,68320,null,4491,null,49341,null,3926,null,210380,null,7368,null,155562,null,6976,null,54818,null,3784,null,3143233,null,17005,null,2962986,null,17832,null,37363,null,3201,null,30137,null,2967,null,7226,null,1471,null,142884,null,5555,null,118033,null,5967,null,24851,null,2444,null,691383,null,16092,null,660644,null,15756,null,19304,null,2316,null,15715,null,2241,null,3589,null,869,null,11435,null,1660,null,9380,null,1568,null,2055,null,631,null,20945,null,2456,null,15677,null,2260,null,3555,null,1068,null,2092,null,790,null,1463,null,811,null,1713,null,754,null,1476,null,731,null,237,null,211,null,141189,null,6414,null,29402,null,3797,null,57439,null,3644,null,20376,null,2408,null,37063,null,3466,null,54348,null,4143,null,26673,null,2868,null,27675,null,2827,null,0400000US22,Louisiana,22
1247427,null,1093,null,1155136,null,5031,null,13941,null,2040,null,10009,null,1910,null,3932,null,1032,null,78350,null,4223,null,59015,null,3522,null,19335,null,2488,null,775664,null,9594,null,729218,null,8703,null,3992,null,1041,null,3441,null,993,null,551,null,341,null,42454,null,3523,null,35392,null,3164,null,7062,null,1287,null,417051,null,9218,null,397223,null,8978,null,6681,null,1492,null,5669,null,1396,null,1012,null,451,null,13147,null,1648,null,10998,null,1517,null,2149,null,602,null,10730,null,1518,null,8861,null,1386,null,333,null,255,null,260,null,243,null,73,null,93,null,1536,null,595,null,1393,null,569,null,143,null,165,null,43982,null,4267,null,19834,null,2583,null,2935,null,969,null,639,null,391,null,2296,null,880,null,21213,null,2854,null,11232,null,1796,null,9981,null,2203,null,0400000US23,Maine,23
5243703,null,1360,null,4468436,null,14527,null,305815,null,7361,null,153898,null,6357,null,151917,null,7448,null,469452,null,12577,null,307165,null,11247,null,162287,null,8243,null,2395219,null,21976,null,2279107,null,21753,null,59823,null,4165,null,46690,null,4122,null,13133,null,2142,null,56289,null,4530,null,47076,null,4375,null,9213,null,1573,null,2096397,null,18674,null,1981924,null,18280,null,58698,null,4559,null,45774,null,4014,null,12924,null,2461,null,55775,null,3975,null,48130,null,3879,null,7645,null,1249,null,63626,null,4692,null,42397,null,3548,null,15129,null,2400,null,9241,null,1717,null,5888,null,1533,null,6100,null,1375,null,5511,null,1322,null,589,null,319,null,688461,null,12226,null,165008,null,9502,null,172165,null,5976,null,52193,null,4186,null,119972,null,6373,null,351288,null,11280,null,206448,null,9283,null,144840,null,7946,null,0400000US24,Maryland,24
6072036,null,1092,null,4843180,null,21755,null,424120,null,7865,null,229950,null,9101,null,194170,null,8147,null,804736,null,19817,null,473760,null,14870,null,330976,null,13389,null,3778777,null,24170,null,3490723,null,25071,null,109921,null,5760,null,91329,null,5497,null,18592,null,2651,null,178133,null,8386,null,154675,null,8043,null,23458,null,2468,null,1243847,null,19558,null,1141659,null,17424,null,47904,null,4510,null,38946,null,4199,null,8958,null,1968,null,54284,null,4595,null,47215,null,4187,null,7069,null,1211,null,141951,null,7725,null,33729,null,3474,null,98669,null,7220,null,46160,null,5073,null,52509,null,4420,null,9553,null,1644,null,6956,null,1580,null,2597,null,805,null,907461,null,19410,null,177069,null,7884,null,167626,null,7533,null,53515,null,4421,null,114111,null,7348,null,562766,null,15828,null,264914,null,10240,null,297852,null,12677,null,0400000US25,Massachusetts,25
9435733,null,1904,null,8584868,null,15801,null,286793,null,8504,null,165559,null,7003,null,121234,null,5835,null,564072,null,13225,null,361944,null,10999,null,202128,null,8595,null,7063468,null,24787,null,6808964,null,23987,null,106334,null,5870,null,82222,null,5019,null,24112,null,2615,null,148170,null,6083,null,126949,null,5327,null,21221,null,2355,null,1712152,null,21089,null,1612375,null,20613,null,56205,null,4145,null,43881,null,3969,null,12324,null,2143,null,43572,null,3290,null,36382,null,2849,null,7190,null,1366,null,58114,null,4479,null,36886,null,3174,null,12181,null,2633,null,7280,null,1618,null,4901,null,1857,null,9047,null,1747,null,6627,null,1471,null,2420,null,889,null,601999,null,14951,null,126643,null,6135,null,112073,null,5951,null,32176,null,3051,null,79897,null,5257,null,363283,null,11289,null,191986,null,8269,null,171297,null,8113,null,0400000US26,Michigan,26
4844316,null,1753,null,4379686,null,12054,null,165379,null,5867,null,88868,null,4969,null,76511,null,4552,null,299251,null,10193,null,181497,null,8275,null,117754,null,6659,null,3266579,null,15926,null,3147598,null,16675,null,46490,null,3453,null,33265,null,2997,null,13225,null,1587,null,72491,null,4424,null,58001,null,3875,null,14490,null,2049,null,1212168,null,15855,null,1142592,null,15323,null,40124,null,3760,null,32074,null,3522,null,8050,null,1668,null,29452,null,2885,null,23869,null,2763,null,5583,null,1038,null,27039,null,2514,null,20577,null,2025,null,3500,null,1293,null,2719,null,917,null,781,null,578,null,2962,null,1146,null,2172,null,1034,null,790,null,416,null,338530,null,9830,null,68919,null,4720,null,75265,null,4246,null,20810,null,2118,null,54455,null,4116,null,194346,null,8503,null,97455,null,6174,null,96891,null,6219,null,0400000US27,Minnesota,27
2705640,null,1990,null,2613861,null,5870,null,55373,null,4337,null,28501,null,3515,null,26872,null,3051,null,36406,null,3689,null,25664,null,3160,null,10742,null,2270,null,1917621,null,14322,null,1891327,null,14166,null,16038,null,2526,null,11301,null,2084,null,4737,null,1240,null,10256,null,2049,null,8115,null,2006,null,2141,null,862,null,723972,null,13065,null,701809,null,12622,null,12570,null,2268,null,9647,null,2273,null,2923,null,876,null,9593,null,1994,null,8468,null,1940,null,1125,null,504,null,15319,null,2296,null,11996,null,1956,null,2286,null,1102,null,2171,null,1088,null,115,null,139,null,1037,null,579,null,871,null,543,null,166,null,204,null,48728,null,4629,null,8729,null,1660,null,24479,null,2987,null,5382,null,1347,null,19097,null,2808,null,15520,null,2542,null,8210,null,1943,null,7310,null,1914,null,0400000US28,Mississippi,28
5484696,null,1903,null,5167858,null,9502,null,147256,null,6214,null,85874,null,4694,null,61382,null,4617,null,169582,null,7972,null,107299,null,6080,null,62283,null,5389,null,3574960,null,20758,null,3489641,null,20910,null,48853,null,3906,null,36613,null,3275,null,12240,null,1847,null,36466,null,3697,null,28507,null,3379,null,7959,null,1710,null,1671826,null,20728,null,1610893,null,20199,null,36782,null,3259,null,28798,null,2834,null,7984,null,1537,null,24151,null,2453,null,20175,null,2381,null,3976,null,1056,null,32804,null,2996,null,25694,null,2594,null,4432,null,1305,null,3268,null,1001,null,1164,null,607,null,2678,null,929,null,1984,null,714,null,694,null,498,null,205106,null,7412,null,41630,null,3231,null,57189,null,3858,null,17195,null,2245,null,39994,null,3850,null,106287,null,6469,null,56633,null,4463,null,49654,null,4772,null,0400000US29,Missouri,29
898614,null,1100,null,861559,null,3067,null,11954,null,1641,null,9242,null,1420,null,2712,null,724,null,25101,null,2447,null,20748,null,2460,null,4353,null,1231,null,470374,null,7354,null,454009,null,7614,null,4652,null,997,null,3777,null,977,null,875,null,363,null,11713,null,1711,null,10832,null,1719,null,881,null,384,null,406070,null,7002,null,392704,null,6918,null,5976,null,1235,null,4754,null,1039,null,1222,null,564,null,7390,null,1373,null,6640,null,1349,null,750,null,239,null,6168,null,1369,null,5620,null,1303,null,424,null,396,null,315,null,381,null,109,null,119,null,124,null,126,null,124,null,126,null,0,null,233,null,16002,null,1640,null,9226,null,1303,null,902,null,418,null,396,null,330,null,506,null,276,null,5874,null,1212,null,3152,null,970,null,2722,null,1103,null,0400000US30,Montana,30
1645880,null,1417,null,1497583,null,5785,null,96806,null,4216,null,48667,null,3702,null,48139,null,3631,null,51491,null,4498,null,35841,null,3815,null,15650,null,1983,null,1057499,null,11679,null,1021264,null,11643,null,24190,null,2345,null,17610,null,1946,null,6580,null,1372,null,12045,null,1727,null,10150,null,1753,null,1895,null,473,null,479347,null,11287,null,452642,null,10466,null,19663,null,2556,null,16323,null,2528,null,3340,null,855,null,7042,null,1359,null,6129,null,1294,null,913,null,371,null,11548,null,1505,null,9851,null,1332,null,703,null,415,null,521,null,393,null,182,null,158,null,994,null,570,null,775,null,504,null,219,null,235,null,97486,null,5311,null,13826,null,1759,null,52250,null,3524,null,14213,null,2234,null,38037,null,3132,null,31410,null,3535,null,18787,null,2710,null,12623,null,1870,null,0400000US31,Nebraska,31
