B16008_001E,B16008_001EA,B16008_001M,B16008_001MA,B16008_002E,B16008_002EA,B16008_002M,B16008_002MA,B16008_003E,B16008_003EA,B16008_003M,B16008_003MA,B16008_004E,B16008_004EA,B16008_004M,B16008_004MA,B16008_005E,B16008_005EA,B16008_005M,B16008_005MA,B16008_006E,B16008_006EA,B16008_006M,B16008_006MA,B16008_007E,B16008_007EA,B16008_007M,B16008_007MA,B16008_008E,B16008_008EA,B16008_008M,B16008_008MA,B16008_009E,B16008_009EA,B16008_009M,B16008_009MA,B16008_010E,B16008_010EA,B16008_010M,B16008_010MA,B16008_011E,B16008_011EA,B16008_011M,B16008_011MA,B16008_012E,B16008_012EA,B16008_012M,B16008_012MA,B16008_013E,B16008_013EA,B16008_013M,B16008_013MA,B16008_014E,B16008_014EA,B16008_014M,B16008_014MA,B16008_015E,B16008_015EA,B16008_015M,B16008_015MA,B16008_016E,B16008_016EA,B16008_016M,B16008_016MA,B16008_017E,B16008_017EA,B16008_017M,B16008_017MA,B16008_018E,B16008_018EA,B16008_018M,B16008_018MA,B16008_019E,B16008_019EA,B16008_019M,B16008_019MA,B16008_020E,B16008_020EA,B16008_020M,B16008_020MA,B16008_021E,B16008_021EA,B16008_021M,B16008_021MA,B16008_022E,B16008_022EA,B16008_022M,B16008_022MA,B16008_023E,B16008_023EA,B16008_023M,B16008_023MA,B16008_024E,B16008_024EA,B16008_024M,B16008_024MA,B16008_025E,B16008_025EA,B16008_025M,B16008_025MA,B16008_026E,B16008_026EA,B16008_026M,B16008_026MA,B16008_027E,B16008_027EA,B16008_027M,B16008_027MA,B16008_028E,B16008_028EA,B16008_028M,B16008_028MA,B16008_029E,B16008_029EA,B16008_029M,B16008_029MA,B16008_030E,B16008_030EA,B16008_030M,B16008_030MA,B16008_031E,B16008_031EA,B16008_031M,B16008_031MA,B16008_032E,B16008_032EA,B16008_032M,B16008_032MA,B16008_033E,B16008_033EA,B16008_033M,B16008_033MA,B16008_034E,B16008_034EA,B16008_034M,B16008_034MA,B16008_035E,B16008_035EA,B16008_035M,B16008_035MA,B16008_036E,B16008_036EA,B16008_036M,B16008_036MA,B16008_037E,B16008_037EA,B16008_037M,B16008_037MA,B16008_038E,B16008_038EA,B16008_038M,B16008_038MA,B16008_039E,B16008_039EA,B16008_039M,B16008_039MA,B16008_040E,B16008_040EA,B16008_040M,B16008_040MA,B16008_041E,B16008_041EA,B16008_041M,B16008_041MA,GEO_ID,NAME,state
8818349,null,3954,null,7958913,null,16625,null,1721111,null,7099,null,1567546,null,8316,null,105902,null,5656,null,23589,null,2997,null,19811,null,1979,null,4263,null,1463,null,6237802,null,13451,null,6048599,null,14774,null,123904,null,7371,null,46121,null,3755,null,12705,null,1996,null,6473,null,1501,null,859436,null,15736,null,281084,null,10230,null,12584,null,2211,null,5571,null,1315,null,1651,null,985,null,2832,null,916,null,2027,null,844,null,503,null,321,null,268500,null,9710,null,75035,null,5302,null,54625,null,4373,null,60323,null,4970,null,61242,null,4107,null,17275,null,2569,null,578352,null,15161,null,66767,null,5363,null,7094,null,1445,null,42193,null,4857,null,9190,null,2486,null,6316,null,1442,null,1974,null,785,null,511585,null,12739,null,57889,null,5470,null,292536,null,8708,null,77358,null,8017,null,60332,null,4688,null,23470,null,4280,null,0400000US13,Georgia,13
1195661,null,1581,null,975206,null,8626,null,185138,null,2421,null,158513,null,3763,null,2533,null,836,null,1719,null,979,null,22373,null,2903,null,0,null,271,null,790068,null,8101,null,697295,null,9530,null,14936,null,2400,null,5714,null,1340,null,71633,null,6058,null,490,null,330,null,220455,null,8637,null,124381,null,5951,null,3239,null,871,null,1534,null,647,null,42,null,74,null,0,null,271,null,1663,null,568,null,0,null,271,null,121142,null,5822,null,20373,null,2294,null,3698,null,1391,null,3298,null,943,null,93698,null,5209,null,75,null,133,null,96074,null,6649,null,9661,null,1809,null,1816,null,702,null,321,null,532,null,556,null,397,null,6968,null,1582,null,0,null,271,null,86413,null,5848,null,10918,null,2402,null,4831,null,1582,null,4933,null,1614,null,65019,null,5294,null,712,null,552,null,0400000US15,Hawaii,15
1382539,null,1251,null,1299249,null,4782,null,282783,null,2160,null,259239,null,2974,null,19834,null,2136,null,2241,null,829,null,522,null,345,null,947,null,455,null,1016466,null,4074,null,969939,null,4682,null,31958,null,3098,null,7933,null,1465,null,2486,null,762,null,4150,null,1093,null,83290,null,4623,null,29166,null,2529,null,1863,null,678,null,1104,null,500,null,720,null,435,null,0,null,257,null,39,null,74,null,0,null,257,null,27303,null,2459,null,8678,null,1506,null,9590,null,1322,null,4972,null,1299,null,3246,null,705,null,817,null,858,null,54124,null,4262,null,6308,null,1258,null,633,null,466,null,4925,null,1187,null,367,null,273,null,369,null,366,null,14,null,27,null,47816,null,3660,null,7053,null,1479,null,33960,null,3225,null,3049,null,979,null,3512,null,736,null,242,null,223,null,0400000US16,Idaho,16
11961769,null,2037,null,10206472,null,25029,null,2189007,null,7340,null,1762344,null,10626,null,316902,null,7084,null,68168,null,5857,null,26187,null,2812,null,15406,null,4018,null,8017465,null,21594,null,7414207,null,18568,null,407846,null,11325,null,149136,null,7043,null,28360,null,3204,null,17916,null,2897,null,1755297,null,24960,null,770495,null,17399,null,27628,null,4538,null,7363,null,1484,null,7124,null,2045,null,9158,null,2560,null,1999,null,732,null,1984,null,894,null,742867,null,16029,null,108445,null,6774,null,224825,null,9089,null,246185,null,9917,null,128930,null,5570,null,34482,null,4501,null,984802,null,21628,null,90742,null,6442,null,6952,null,1676,null,52841,null,4991,null,18940,null,2701,null,9496,null,1996,null,2513,null,1013,null,894060,null,18549,null,59214,null,4067,null,526805,null,13960,null,174351,null,8663,null,106244,null,6874,null,27446,null,4587,null,0400000US17,Illinois,17
5903675,null,2065,null,5644360,null,8536,null,1119662,null,3297,null,1045427,null,5406,null,45404,null,3160,null,22204,null,2544,null,4902,null,1271,null,1725,null,875,null,4524698,null,7767,null,4375960,null,9374,null,81383,null,5055,null,58184,null,4950,null,5474,null,1167,null,3697,null,961,null,259315,null,8283,null,94484,null,5720,null,5941,null,1534,null,3834,null,1062,null,1267,null,1029,null,419,null,272,null,343,null,257,null,78,null,92,null,88543,null,5201,null,24039,null,2195,null,22553,null,2620,null,22345,null,2588,null,14264,null,2037,null,5342,null,1385,null,164831,null,6905,null,19093,null,2324,null,1490,null,581,null,11770,null,1830,null,2559,null,871,null,2302,null,674,null,972,null,635,null,145738,null,5943,null,15491,null,2248,null,82429,null,4609,null,21260,null,2802,null,21051,null,2294,null,5507,null,1685,null,0400000US18,Indiana,18
2790906,null,1993,null,2674793,null,5884,null,501062,null,2606,null,467535,null,3283,null,23286,null,2179,null,5743,null,1520,null,3870,null,1095,null,628,null,477,null,2173731,null,5047,null,2118895,null,6007,null,31646,null,2820,null,18676,null,2113,null,2784,null,785,null,1730,null,591,null,116113,null,5248,null,40223,null,4057,null,3469,null,1167,null,2181,null,875,null,554,null,363,null,485,null,359,null,102,null,174,null,147,null,178,null,36754,null,3419,null,9948,null,1535,null,9775,null,1537,null,7428,null,2401,null,8210,null,1109,null,1393,null,614,null,75890,null,4670,null,10012,null,1699,null,1737,null,831,null,5454,null,1353,null,1187,null,664,null,1354,null,591,null,280,null,250,null,65878,null,4024,null,6867,null,1324,null,31201,null,2448,null,10188,null,1960,null,14573,null,2184,null,3049,null,1015,null,0400000US19,Iowa,19
2580638,null,1964,null,2415110,null,5558,null,485864,null,3339,null,442031,null,3638,null,36003,null,2551,null,3230,null,843,null,3607,null,1031,null,993,null,735,null,1929246,null,4712,null,1863192,null,5632,null,45003,null,3183,null,14422,null,1583,null,4556,null,1189,null,2073,null,624,null,165528,null,5534,null,51689,null,3877,null,3103,null,952,null,1845,null,701,null,670,null,529,null,353,null,224,null,0,null,242,null,235,null,280,null,48586,null,3649,null,9998,null,1567,null,17457,null,2270,null,7526,null,1787,null,11870,null,1877,null,1735,null,673,null,113839,null,5654,null,12620,null,1957,null,871,null,522,null,9092,null,1807,null,781,null,437,null,1253,null,686,null,623,null,572,null,101219,null,4712,null,6592,null,1302,null,62748,null,3426,null,7309,null,1528,null,18511,null,2664,null,6059,null,2226,null,0400000US20,Kansas,20
3963318,null,2304,null,3857278,null,6324,null,715753,null,3219,null,688477,null,4505,null,14852,null,2052,null,9264,null,2431,null,2546,null,973,null,614,null,370,null,3141525,null,5027,null,3085840,null,6591,null,31986,null,2897,null,18927,null,2554,null,3471,null,967,null,1301,null,664,null,106040,null,5610,null,35705,null,3209,null,2875,null,948,null,2010,null,730,null,397,null,597,null,142,null,163,null,190,null,223,null,136,null,155,null,32830,null,2859,null,11457,null,1615,null,4062,null,1135,null,8916,null,1718,null,7306,null,1365,null,1089,null,510,null,70335,null,5346,null,8645,null,1844,null,2309,null,1212,null,2733,null,919,null,1550,null,651,null,1650,null,745,null,403,null,386,null,61690,null,4288,null,9201,null,1676,null,28806,null,2751,null,11237,null,2104,null,10000,null,1791,null,2446,null,1400,null,0400000US21,Kentucky,21
3996750,null,2015,null,3855561,null,6327,null,772530,null,2433,null,735055,null,3760,null,19133,null,2160,null,11138,null,1892,null,5910,null,1515,null,1294,null,787,null,3083031,null,6684,null,2904252,null,8788,null,41089,null,3460,null,131314,null,4668,null,4618,null,1155,null,1758,null,862,null,141189,null,6414,null,61486,null,4558,null,2697,null,908,null,1453,null,689,null,302,null,240,null,150,null,168,null,459,null,365,null,333,null,561,null,58789,null,4437,null,12929,null,1996,null,20760,null,2343,null,5500,null,1144,null,17057,null,2140,null,2543,null,1061,null,79703,null,5723,null,6851,null,1790,null,681,null,427,null,3404,null,1065,null,1309,null,967,null,1328,null,884,null,129,null,215,null,72852,null,5412,null,14339,null,3022,null,32973,null,2933,null,12279,null,2916,null,10720,null,1613,null,2541,null,1330,null,0400000US22,Louisiana,22
1247427,null,1093,null,1203445,null,4478,null,205043,null,2028,null,196331,null,2489,null,2403,null,751,null,4801,null,1374,null,1382,null,619,null,126,null,129,null,998402,null,3592,null,938971,null,4482,null,8603,null,1619,null,48697,null,3278,null,1267,null,489,null,864,null,353,null,43982,null,4267,null,23129,null,2526,null,1596,null,560,null,1159,null,514,null,19,null,33,null,379,null,297,null,39,null,71,null,0,null,226,null,21533,null,2370,null,11306,null,1477,null,859,null,546,null,6219,null,1432,null,2727,null,797,null,422,null,278,null,20853,null,3652,null,3247,null,1374,null,919,null,764,null,292,null,214,null,238,null,272,null,691,null,332,null,1107,null,916,null,17606,null,2778,null,6450,null,1570,null,1765,null,754,null,4385,null,1087,null,2510,null,721,null,2496,null,1008,null,0400000US23,Maine,23
5243703,null,1360,null,4555242,null,12405,null,932572,null,4421,null,833825,null,5583,null,56837,null,3540,null,18887,null,2578,null,15849,null,2659,null,7174,null,1961,null,3622670,null,10643,null,3469603,null,11813,null,76813,null,5016,null,52398,null,3840,null,14884,null,1883,null,8972,null,1770,null,688461,null,12226,null,314208,null,10416,null,12783,null,2228,null,7860,null,1778,null,1540,null,848,null,1817,null,594,null,844,null,414,null,722,null,353,null,301425,null,9775,null,79223,null,5134,null,44728,null,3319,null,72725,null,5497,null,74220,null,4361,null,30529,null,3981,null,374253,null,12382,null,38580,null,3844,null,7914,null,1912,null,12904,null,2389,null,6014,null,1375,null,7258,null,1188,null,4490,null,1661,null,335673,null,10735,null,70011,null,6568,null,112993,null,5179,null,58854,null,5736,null,59054,null,4347,null,34761,null,4742,null,0400000US24,Maryland,24
6072036,null,1092,null,5164575,null,19595,null,998014,null,4575,null,842673,null,6857,null,85211,null,4140,null,41977,null,3950,null,20691,null,2264,null,7462,null,2311,null,4166561,null,18037,null,3823438,null,19124,null,171283,null,7509,null,144161,null,5910,null,19617,null,2819,null,8062,null,1771,null,907461,null,19410,null,438350,null,11452,null,18071,null,2413,null,8412,null,1619,null,2349,null,998,null,4467,null,1238,null,2141,null,771,null,702,null,611,null,420279,null,11186,null,97906,null,5926,null,52324,null,4885,null,166875,null,8271,null,80859,null,4153,null,22315,null,3532,null,469111,null,15725,null,38303,null,3481,null,5201,null,1293,null,9493,null,2006,null,13006,null,2401,null,7557,null,1586,null,3046,null,1537,null,430808,null,14423,null,65550,null,4750,null,103460,null,6896,null,161898,null,11411,null,76038,null,4132,null,23862,null,3713,null,0400000US25,Massachusetts,25
9435733,null,1904,null,8833734,null,15223,null,1760644,null,5434,null,1632658,null,7173,null,60958,null,4127,null,30341,null,3253,null,14898,null,1910,null,21789,null,3404,null,7073090,null,12924,null,6825567,null,13449,null,113762,null,5626,null,94806,null,4057,null,10582,null,1379,null,28373,null,3096,null,601999,null,14951,null,283758,null,9199,null,17335,null,2668,null,7615,null,1680,null,1272,null,646,null,3285,null,1284,null,1781,null,681,null,3382,null,1112,null,266423,null,8215,null,69205,null,3952,null,25234,null,3198,null,78697,null,5325,null,41851,null,2965,null,51436,null,4865,null,318241,null,12656,null,36142,null,4107,null,6040,null,1337,null,9102,null,1675,null,9865,null,2263,null,6256,null,1325,null,4879,null,2180,null,282099,null,10681,null,43783,null,3944,null,76465,null,4917,null,67504,null,5209,null,58800,null,4637,null,35547,null,4990,null,0400000US26,Michigan,26
4844316,null,1753,null,4505786,null,9839,null,865558,null,4368,null,786959,null,6102,null,35990,null,2988,null,11072,null,1478,null,22594,null,2486,null,8943,null,2466,null,3640228,null,8217,null,3523808,null,8944,null,54124,null,4276,null,41275,null,2543,null,12469,null,1873,null,8552,null,1116,null,338530,null,9830,null,144553,null,6732,null,14459,null,2317,null,7633,null,1607,null,927,null,483,null,1256,null,569,null,2891,null,1081,null,1752,null,952,null,130094,null,5532,null,36119,null,3111,null,12158,null,2195,null,17989,null,2659,null,45813,null,3488,null,18015,null,2881,null,193977,null,10005,null,26134,null,3182,null,3118,null,1028,null,6980,null,1470,null,3949,null,1384,null,5346,null,1573,null,6741,null,1919,null,167843,null,8177,null,22049,null,2865,null,55200,null,3739,null,25428,null,3206,null,34438,null,3344,null,30728,null,3335,null,0400000US27,Minnesota,27
2705640,null,1990,null,2656912,null,4631,null,549118,null,2749,null,534943,null,2880,null,9724,null,1802,null,1858,null,777,null,1566,null,886,null,1027,null,514,null,2107794,null,4707,null,2070189,null,5622,null,21170,null,2844,null,8475,null,1580,null,3089,null,1140,null,4871,null,1494,null,48728,null,4629,null,17629,null,2275,null,1241,null,761,null,1043,null,704,null,0,null,289,null,113,null,114,null,85,null,152,null,0,null,289,null,16388,null,2220,null,4602,null,1124,null,3997,null,1167,null,3729,null,1173,null,3420,null,744,null,640,null,585,null,31099,null,4289,null,2939,null,853,null,93,null,127,null,2071,null,806,null,0,null,289,null,775,null,592,null,0,null,289,null,28160,null,4116,null,2991,null,1129,null,18411,null,2803,null,1858,null,910,null,4176,null,1637,null,724,null,399,null,0400000US28,Mississippi,28
5484696,null,1903,null,5279590,null,7372,null,1009396,null,3684,null,954519,null,5078,null,32523,null,2472,null,16058,null,2768,null,5505,null,1476,null,791,null,495,null,4270194,null,5917,null,4171709,null,7102,null,57544,null,4251,null,32708,null,2828,null,5115,null,1029,null,3118,null,822,null,205106,null,7412,null,84123,null,4793,null,9495,null,1851,null,5789,null,1495,null,1181,null,711,null,1773,null,932,null,282,null,218,null,470,null,418,null,74628,null,4312,null,20885,null,2299,null,11604,null,1693,null,20681,null,2825,null,17213,null,1881,null,4245,null,1304,null,120983,null,7724,null,14692,null,2521,null,1508,null,836,null,5316,null,1479,null,4670,null,1502,null,2473,null,916,null,725,null,578,null,106291,null,6293,null,13448,null,1953,null,39088,null,3300,null,24222,null,3434,null,23934,null,2530,null,5599,null,1555,null,0400000US29,Missouri,29
898614,null,1100,null,882612,null,1920,null,159985,null,1487,null,154526,null,1795,null,2267,null,597,null,1273,null,567,null,48,null,57,null,1871,null,732,null,722627,null,1684,null,697807,null,2845,null,8785,null,1543,null,8058,null,1318,null,888,null,445,null,7089,null,1126,null,16002,null,1640,null,8799,null,1403,null,265,null,242,null,265,null,242,null,0,null,233,null,0,null,233,null,0,null,233,null,0,null,233,null,8534,null,1379,null,5901,null,1090,null,438,null,275,null,1367,null,447,null,771,null,618,null,57,null,76,null,7203,null,1330,null,554,null,381,null,124,null,143,null,289,null,334,null,0,null,233,null,141,null,101,null,0,null,233,null,6649,null,1324,null,2936,null,679,null,175,null,140,null,915,null,406,null,1715,null,572,null,908,null,866,null,0400000US30,Montana,30
1645880,null,1417,null,1548394,null,5315,null,307250,null,2533,null,280301,null,3059,null,21352,null,2192,null,2988,null,840,null,1494,null,677,null,1115,null,779,null,1241144,null,4728,null,1203456,null,4759,null,23204,null,2156,null,11693,null,1487,null,1556,null,713,null,1235,null,460,null,97486,null,5311,null,36106,null,3133,null,3514,null,1150,null,1754,null,723,null,1003,null,600,null,135,null,216,null,154,null,243,null,468,null,634,null,32592,null,2939,null,7258,null,1087,null,13030,null,2139,null,4368,null,1426,null,6275,null,1122,null,1661,null,650,null,61380,null,4496,null,8023,null,1563,null,506,null,370,null,4676,null,1109,null,1563,null,822,null,1085,null,441,null,193,null,248,null,53357,null,3773,null,4308,null,1012,null,33541,null,2737,null,5529,null,1533,null,6972,null,1363,null,3007,null,1191,null,0400000US31,Nebraska,31
