B17010_001E,B17010_001EA,B17010_001M,B17010_001MA,B17010_002E,B17010_002EA,B17010_002M,B17010_002MA,B17010_003E,B17010_003EA,B17010_003M,B17010_003MA,B17010_004E,B17010_004EA,B17010_004M,B17010_004MA,B17010_005E,B17010_005EA,B17010_005M,B17010_005MA,B17010_006E,B17010_006EA,B17010_006M,B17010_006MA,B17010_007E,B17010_007EA,B17010_007M,B17010_007MA,B17010_008E,B17010_008EA,B17010_008M,B17010_008MA,B17010_009E,B17010_009EA,B17010_009M,B17010_009MA,B17010_010E,B17010_010EA,B17010_010M,B17010_010MA,B17010_011E,B17010_011EA,B17010_011M,B17010_011MA,B17010_012E,B17010_012EA,B17010_012M,B17010_012MA,B17010_013E,B17010_013EA,B17010_013M,B17010_013MA,B17010_014E,B17010_014EA,B17010_014M,B17010_014MA,B17010_015E,B17010_015EA,B17010_015M,B17010_015MA,B17010_016E,B17010_016EA,B17010_016M,B17010_016MA,B17010_017E,B17010_017EA,B17010_017M,B17010_017MA,B17010_018E,B17010_018EA,B17010_018M,B17010_018MA,B17010_019E,B17010_019EA,B17010_019M,B17010_019MA,B17010_020E,B17010_020EA,B17010_020M,B17010_020MA,B17010_021E,B17010_021EA,B17010_021M,B17010_021MA,B17010_022E,B17010_022EA,B17010_022M,B17010_022MA,B17010_023E,B17010_023EA,B17010_023M,B17010_023MA,B17010_024E,B17010_024EA,B17010_024M,B17010_024MA,B17010_025E,B17010_025EA,B17010_025M,B17010_025MA,B17010_026E,B17010_026EA,B17010_026M,B17010_026MA,B17010_027E,B17010_027EA,B17010_027M,B17010_027MA,B17010_028E,B17010_028EA,B17010_028M,B17010_028MA,B17010_029E,B17010_029EA,B17010_029M,B17010_029MA,B17010_030E,B17010_030EA,B17010_030M,B17010_030MA,B17010_031E,B17010_031EA,B17010_031M,B17010_031MA,B17010_032E,B17010_032EA,B17010_032M,B17010_032MA,B17010_033E,B17010_033EA,B17010_033M,B17010_033MA,B17010_034E,B17010_034EA,B17010_034M,B17010_034MA,B17010_035E,B17010_035EA,B17010_035M,B17010_035MA,B17010_036E,B17010_036EA,B17010_036M,B17010_036MA,B17010_037E,B17010_037EA,B17010_037M,B17010_037MA,B17010_038E,B17010_038EA,B17010_038M,B17010_038MA,B17010_039E,B17010_039EA,B17010_039M,B17010_039MA,B17010_040E,B17010_040EA,B17010_040M,B17010_040MA,B17010_041E,B17010_041EA,B17010_041M,B17010_041MA,GEO_ID,NAME,state
459503,null,6026,null,37578,null,2632,null,13441,null,1591,null,7557,null,1274,null,1940,null,774,null,2409,null,657,null,3208,null,664,null,5884,null,1012,null,24137,null,2153,null,3413,null,1003,null,2896,null,911,null,1507,null,638,null,135,null,112,null,1254,null,567,null,517,null,325,null,20724,null,1986,null,19359,null,1899,null,4486,null,966,null,6514,null,1222,null,8359,null,1409,null,1365,null,496,null,421925,null,5888,null,351087,null,5980,null,154263,null,5128,null,29899,null,2411,null,32765,null,2520,null,91599,null,3676,null,196824,null,4030,null,70838,null,3611,null,23189,null,2215,null,14198,null,1912,null,3096,null,851,null,1208,null,476,null,9894,null,1568,null,8991,null,1267,null,47649,null,2829,null,31217,null,2748,null,4496,null,991,null,4341,null,1101,null,22380,null,2072,null,16432,null,1610,null,0400000US31,Nebraska,31
631720,null,7910,null,47307,null,4364,null,17470,null,1878,null,11093,null,1716,null,1766,null,686,null,4180,null,1127,null,5147,null,1197,null,6377,null,1235,null,29837,null,3202,null,4481,null,1056,null,3352,null,973,null,587,null,346,null,1203,null,697,null,1562,null,597,null,1129,null,564,null,25356,null,2886,null,22985,null,2699,null,3907,null,1006,null,7000,null,1625,null,12078,null,2001,null,2371,null,858,null,584413,null,8030,null,442087,null,7308,null,204176,null,5513,null,39431,null,3581,null,48563,null,3121,null,116182,null,3855,null,237911,null,5005,null,142326,null,5673,null,55140,null,3723,null,32069,null,3029,null,8283,null,1658,null,4234,null,1256,null,19552,null,2551,null,23071,null,2436,null,87186,null,4576,null,55066,null,4169,null,7930,null,1617,null,8388,null,1645,null,38748,null,3317,null,32120,null,2814,null,0400000US32,Nevada,32
341922,null,5518,null,15562,null,2012,null,4344,null,994,null,1809,null,684,null,268,null,228,null,742,null,475,null,799,null,406,null,2535,null,673,null,11218,null,1816,null,2799,null,868,null,2506,null,862,null,681,null,542,null,409,null,385,null,1416,null,605,null,293,null,189,null,8419,null,1506,null,7983,null,1491,null,1399,null,610,null,1957,null,849,null,4627,null,1254,null,436,null,329,null,326360,null,5865,null,271330,null,5614,null,117338,null,4141,null,22432,null,2006,null,21015,null,2146,null,73891,null,3512,null,153992,null,4201,null,55030,null,3701,null,16793,null,2084,null,9579,null,1598,null,2490,null,786,null,1007,null,487,null,6082,null,1335,null,7214,null,1190,null,38237,null,3109,null,24507,null,2756,null,2524,null,824,null,2622,null,868,null,19361,null,2374,null,13730,null,1856,null,0400000US33,New Hampshire,33
2185324,null,16317,null,138357,null,6889,null,49031,null,4070,null,29708,null,3130,null,7791,null,1735,null,9000,null,1637,null,12917,null,2010,null,19323,null,2136,null,89326,null,5248,null,12210,null,2249,null,9317,null,1999,null,1809,null,945,null,2445,null,862,null,5063,null,1405,null,2893,null,821,null,77116,null,5078,null,67547,null,4462,null,11302,null,1866,null,18126,null,2122,null,38119,null,3703,null,9569,null,1666,null,2046967,null,14608,null,1584233,null,14752,null,770685,null,12160,null,152046,null,6242,null,139897,null,5605,null,478742,null,9648,null,813548,null,11380,null,462734,null,10968,null,136670,null,6334,null,65803,null,4659,null,15313,null,2377,null,8728,null,1656,null,41762,null,3691,null,70867,null,4390,null,326064,null,8383,null,185014,null,6887,null,24156,null,2528,null,22085,null,2738,null,138773,null,6057,null,141050,null,5413,null,0400000US34,New Jersey,34
482543,null,6995,null,68677,null,4194,null,25382,null,2404,null,15822,null,1850,null,2008,null,668,null,6356,null,1494,null,7458,null,1390,null,9560,null,1534,null,43295,null,3416,null,7057,null,1247,null,5605,null,1114,null,1602,null,605,null,1663,null,733,null,2340,null,790,null,1452,null,632,null,36238,null,3432,null,33627,null,3347,null,7291,null,1684,null,8723,null,1700,null,17613,null,2541,null,2611,null,863,null,413866,null,7934,null,313465,null,6909,null,133852,null,5011,null,21456,null,2280,null,29369,null,2760,null,83027,null,3648,null,179613,null,4705,null,100401,null,4906,null,34747,null,2794,null,20786,null,2363,null,4850,null,1343,null,2523,null,843,null,13413,null,1984,null,13961,null,1504,null,65654,null,4067,null,39663,null,3404,null,6174,null,1267,null,5550,null,1264,null,27939,null,2973,null,25991,null,2626,null,0400000US35,New Mexico,35
4594823,null,21017,null,473910,null,10787,null,159672,null,6372,null,99359,null,5330,null,15908,null,1903,null,37130,null,2987,null,46321,null,3882,null,60313,null,3506,null,314238,null,9011,null,44441,null,3653,null,32885,null,3410,null,6836,null,1466,null,8044,null,1556,null,18005,null,2461,null,11556,null,1857,null,269797,null,7769,null,235704,null,7876,null,41019,null,3129,null,57020,null,4376,null,137665,null,6308,null,34093,null,2933,null,4120913,null,20967,null,3062440,null,21491,null,1386643,null,15175,null,269408,null,7939,null,257963,null,6897,null,859272,null,10856,null,1675797,null,15639,null,1058473,null,14437,null,305547,null,9023,null,147586,null,6212,null,32560,null,3087,null,20238,null,2559,null,94788,null,4985,null,157961,null,6789,null,752926,null,10715,null,416493,null,9557,null,57728,null,3859,null,52095,null,4307,null,306670,null,8416,null,336433,null,7822,null,0400000US36,New York,36
2366894,null,16505,null,251674,null,8359,null,84823,null,5057,null,54095,null,4245,null,10054,null,1827,null,20278,null,2731,null,23763,null,2850,null,30728,null,2429,null,166851,null,6953,null,23855,null,2873,null,17478,null,2399,null,5010,null,1401,null,3043,null,962,null,9425,null,1646,null,6377,null,1696,null,142996,null,6271,null,128262,null,6082,null,29805,null,3167,null,31633,null,2888,null,66824,null,4825,null,14734,null,1600,null,2115220,null,15675,null,1678974,null,13953,null,721594,null,11983,null,142502,null,6518,null,139802,null,5897,null,439290,null,8906,null,957380,null,11663,null,436246,null,11726,null,126939,null,6680,null,69428,null,5405,null,13221,null,2358,null,9370,null,2033,null,46837,null,3995,null,57511,null,4017,null,309307,null,8795,null,191775,null,7852,null,29527,null,2771,null,21949,null,2780,null,140299,null,6592,null,117532,null,5076,null,0400000US37,North Carolina,37
168128,null,3882,null,12566,null,1453,null,4508,null,846,null,1936,null,495,null,567,null,366,null,592,null,269,null,777,null,288,null,2572,null,649,null,8058,null,1140,null,1259,null,463,null,1018,null,426,null,135,null,155,null,206,null,190,null,677,null,342,null,241,null,173,null,6799,null,1067,null,6238,null,1014,null,2144,null,762,null,1233,null,653,null,2861,null,708,null,561,null,343,null,155562,null,3641,null,132624,null,3999,null,55719,null,2637,null,10104,null,1217,null,11449,null,1367,null,34166,null,2233,null,76905,null,2602,null,22938,null,2193,null,9326,null,1587,null,4835,null,884,null,1623,null,526,null,465,null,292,null,2747,null,746,null,4491,null,1124,null,13612,null,1427,null,9463,null,1366,null,2004,null,806,null,750,null,451,null,6709,null,1083,null,4149,null,690,null,0400000US38,North Dakota,38
2962303,null,17567,null,287115,null,7874,null,80013,null,4364,null,49222,null,3921,null,9581,null,1607,null,16476,null,2379,null,23165,null,2651,null,30791,null,2168,null,207102,null,6719,null,28827,null,2981,null,23907,null,2650,null,8094,null,1666,null,4473,null,1210,null,11340,null,1738,null,4920,null,1319,null,178275,null,6356,null,158598,null,6029,null,36434,null,3032,null,42220,null,3874,null,79944,null,4511,null,19677,null,2222,null,2675188,null,17667,null,2129672,null,17236,null,890932,null,13189,null,169384,null,6118,null,169565,null,6350,null,551983,null,9390,null,1238740,null,10815,null,545516,null,10488,null,162355,null,6146,null,93377,null,5698,null,19773,null,1938,null,9839,null,1724,null,63765,null,4867,null,68978,null,3905,null,383161,null,9618,null,237084,null,8239,null,35770,null,3462,null,30737,null,2847,null,170577,null,7165,null,146077,null,4782,null,0400000US39,Ohio,39
936378,null,8406,null,111086,null,4953,null,42378,null,3111,null,28327,null,2434,null,4944,null,1029,null,11419,null,1786,null,11964,null,1357,null,14051,null,1704,null,68708,null,4157,null,9840,null,1769,null,7100,null,1585,null,1983,null,782,null,1329,null,617,null,3788,null,1026,null,2740,null,948,null,58868,null,3705,null,52726,null,3419,null,13052,null,1970,null,14899,null,1830,null,24775,null,2304,null,6142,null,1328,null,825292,null,7898,null,665119,null,8560,null,280380,null,7184,null,53278,null,3514,null,59188,null,3361,null,167914,null,5448,null,384739,null,6486,null,160173,null,6014,null,50276,null,3624,null,27530,null,2676,null,5791,null,1168,null,4011,null,1062,null,17728,null,1903,null,22746,null,2155,null,109897,null,4463,null,66829,null,3780,null,9694,null,1667,null,7919,null,1330,null,49216,null,3313,null,43068,null,3207,null,0400000US40,Oklahoma,40
940771,null,9074,null,83438,null,4839,null,31247,null,2833,null,18081,null,2168,null,3350,null,910,null,7237,null,1463,null,7494,null,1482,null,13166,null,1764,null,52191,null,3996,null,7060,null,1491,null,5586,null,1347,null,1675,null,820,null,1059,null,624,null,2852,null,897,null,1474,null,658,null,45131,null,3623,null,40639,null,3539,null,9035,null,1866,null,10747,null,1845,null,20857,null,2610,null,4492,null,933,null,857333,null,9321,null,703116,null,9877,null,290368,null,7336,null,60448,null,4230,null,58687,null,3681,null,171233,null,5913,null,412748,null,7384,null,154217,null,5952,null,51398,null,3814,null,30131,null,3025,null,4754,null,1226,null,4320,null,1341,null,21057,null,2260,null,21267,null,2408,null,102819,null,4238,null,64097,null,3930,null,7572,null,1323,null,7065,null,1695,null,49460,null,3454,null,38722,null,3004,null,0400000US41,Oregon,41
3198199,null,17145,null,258806,null,8346,null,83045,null,4753,null,47338,null,3883,null,7951,null,1368,null,14268,null,2053,null,25119,null,2678,null,35707,null,2709,null,175761,null,7294,null,25305,null,2778,null,19267,null,2403,null,4822,null,1155,null,2867,null,857,null,11578,null,1728,null,6038,null,1193,null,150456,null,6895,null,132795,null,6611,null,28751,null,3049,null,36883,null,2551,null,67161,null,4846,null,17661,null,1907,null,2939393,null,15164,null,2338135,null,15608,null,965098,null,10214,null,170855,null,6199,null,177834,null,5959,null,616409,null,9420,null,1373037,null,10942,null,601258,null,10334,null,176556,null,5903,null,90607,null,4230,null,20403,null,2244,null,9197,null,1475,null,61007,null,3743,null,85949,null,4062,null,424702,null,8196,null,233683,null,6402,null,35363,null,2893,null,25420,null,2483,null,172900,null,6073,null,191019,null,6122,null,0400000US42,Pennsylvania,42
253941,null,4954,null,21109,null,2539,null,5923,null,1320,null,3669,null,1067,null,371,null,363,null,1513,null,729,null,1785,null,688,null,2254,null,745,null,15186,null,2165,null,1222,null,604,null,1036,null,580,null,399,null,400,null,110,null,164,null,527,null,415,null,186,null,184,null,13964,null,2105,null,12926,null,2052,null,2272,null,820,null,2898,null,925,null,7756,null,1652,null,1038,null,483,null,232832,null,5302,null,183647,null,4866,null,79686,null,3495,null,16464,null,2087,null,14109,null,1964,null,49113,null,2566,null,103961,null,3513,null,49185,null,3709,null,13199,null,2068,null,5665,null,1157,null,877,null,463,null,812,null,501,null,3976,null,959,null,7534,null,1575,null,35986,null,3154,null,22000,null,2409,null,3608,null,973,null,1836,null,708,null,16556,null,2208,null,13986,null,1784,null,0400000US44,Rhode Island,44
1152062,null,12427,null,128562,null,5690,null,39330,null,3357,null,22841,null,2618,null,4214,null,989,null,6765,null,1355,null,11862,null,1778,null,16489,null,1938,null,89232,null,5032,null,9480,null,1571,null,5713,null,1150,null,1031,null,423,null,1730,null,711,null,2952,null,928,null,3767,null,1172,null,79752,null,4741,null,70187,null,4326,null,15873,null,2371,null,19963,null,2691,null,34351,null,3208,null,9565,null,1492,null,1023500,null,11323,null,789383,null,11668,null,320366,null,7789,null,57972,null,3842,null,60651,null,4258,null,201743,null,5682,null,469017,null,8711,null,234117,null,8578,null,61068,null,4428,null,31768,null,3247,null,6723,null,1290,null,3854,null,1352,null,21191,null,2751,null,29300,null,2484,null,173049,null,6709,null,104470,null,5435,null,15791,null,2106,null,13258,null,2022,null,75421,null,4764,null,68579,null,3936,null,0400000US45,South Carolina,45
205206,null,4366,null,18168,null,2044,null,6127,null,1040,null,3370,null,911,null,470,null,256,null,1679,null,632,null,1221,null,435,null,2757,null,596,null,12041,null,1508,null,1782,null,575,null,1591,null,562,null,449,null,289,null,292,null,203,null,850,null,506,null,191,null,169,null,10259,null,1370,null,9406,null,1335,null,3922,null,963,null,2493,null,719,null,2991,null,787,null,853,null,365,null,187038,null,3686,null,156665,null,3515,null,61083,null,2724,null,12517,null,1505,null,12757,null,1260,null,35809,null,2272,null,95582,null,2971,null,30373,null,2220,null,10457,null,1421,null,7154,null,1277,null,1781,null,674,null,883,null,504,null,4490,null,974,null,3303,null,787,null,19916,null,1867,null,13996,null,1653,null,2669,null,964,null,2267,null,737,null,9060,null,1313,null,5920,null,1061,null,0400000US46,South Dakota,46
1606220,null,14373,null,192337,null,6650,null,65924,null,4370,null,38172,null,3234,null,6542,null,1499,null,13481,null,1881,null,18149,null,1993,null,27752,null,2581,null,126413,null,6035,null,19641,null,2883,null,15100,null,2559,null,4946,null,1648,null,3331,null,1074,null,6823,null,1649,null,4541,null,1174,null,106772,null,5492,null,94280,null,4944,null,20084,null,2423,null,25894,null,2753,null,48302,null,3514,null,12492,null,1881,null,1413883,null,13469,null,1119456,null,13371,null,459035,null,9439,null,85409,null,4414,null,79226,null,4486,null,294400,null,7272,null,660421,null,10446,null,294427,null,7765,null,89902,null,5594,null,49200,null,4170,null,9847,null,1661,null,5072,null,1209,null,34281,null,3366,null,40702,null,3843,null,204525,null,6098,null,123470,null,5932,null,17013,null,2231,null,14817,null,2210,null,91640,null,5189,null,81055,null,4269,null,0400000US47,Tennessee,47
5790823,null,26730,null,738340,null,11904,null,312172,null,10126,null,232269,null,9117,null,41413,null,3804,null,96276,null,6016,null,94580,null,5072,null,79903,null,4495,null,426168,null,10366,null,61810,null,4088,null,46358,null,3484,null,12082,null,1879,null,11307,null,1784,null,22969,null,3040,null,15452,null,2126,null,364358,null,9203,null,327802,null,9167,null,63489,null,4991,null,96474,null,5610,null,167839,null,6797,null,36556,null,3092,null,5052483,null,25570,null,3947043,null,25198,null,1948276,null,18479,null,363762,null,8781,null,434683,null,10647,null,1149831,null,14474,null,1998767,null,15516,null,1105440,null,16743,null,352609,null,10809,null,191584,null,7806,null,43804,null,3990,null,27252,null,3369,null,120528,null,6170,null,161025,null,6986,null,752831,null,12598,null,484750,null,9978,null,72175,null,4385,null,69117,null,4351,null,343458,null,9758,null,268081,null,8097,null,0400000US48,Texas,48
629901,null,7327,null,43157,null,3140,null,21355,null,2440,null,14229,null,1982,null,3876,null,1015,null,6163,null,1374,null,4190,null,1145,null,7126,null,1168,null,21802,null,1873,null,2694,null,820,null,2141,null,736,null,1049,null,631,null,329,null,317,null,763,null,355,null,553,null,371,null,19108,null,1854,null,17246,null,1720,null,2610,null,779,null,6209,null,1187,null,8427,null,1228,null,1862,null,612,null,586744,null,6937,null,498809,null,7312,null,268725,null,6209,null,60116,null,3141,null,75451,null,3875,null,133158,null,4406,null,230084,null,5865,null,87935,null,4131,null,30307,null,2837,null,17140,null,2132,null,4673,null,1071,null,2983,null,1064,null,9484,null,1678,null,13167,null,1974,null,57628,null,3477,null,35862,null,3133,null,5645,null,1120,null,5503,null,1258,null,24714,null,2612,null,21766,null,2247,null,0400000US49,Utah,49
163979,null,3747,null,10569,null,1330,null,3101,null,778,null,1679,null,551,null,274,null,257,null,855,null,454,null,550,null,221,null,1422,null,526,null,7468,null,1042,null,1141,null,501,null,974,null,464,null,81,null,102,null,85,null,92,null,808,null,430,null,167,null,160,null,6327,null,892,null,6183,null,895,null,1446,null,394,null,1355,null,557,null,3382,null,748,null,144,null,118,null,153410,null,3754,null,122943,null,3592,null,49718,null,2449,null,9221,null,1220,null,6976,null,857,null,33521,null,2035,null,73225,null,2511,null,30467,null,2291,null,11753,null,1647,null,7176,null,1299,null,1378,null,623,null,1199,null,620,null,4599,null,1039,null,4577,null,865,null,18714,null,1686,null,12541,null,1614,null,1687,null,669,null,1195,null,583,null,9659,null,1332,null,6173,null,946,null,0400000US50,Vermont,50
1964204,null,15049,null,139767,null,6679,null,46397,null,3659,null,28094,null,3133,null,5225,null,1435,null,7572,null,1583,null,15297,null,2175,null,18303,null,2148,null,93370,null,5376,null,10480,null,1729,null,8426,null,1641,null,2681,null,1119,null,1700,null,772,null,4045,null,1135,null,2054,null,636,null,82890,null,5002,null,72223,null,4424,null,15557,null,2408,null,18267,null,2520,null,38399,null,3448,null,10667,null,1932,null,1824437,null,15320,null,1436988,null,15064,null,646035,null,9883,null,132507,null,5242,null,120104,null,5592,null,393424,null,7185,null,790953,null,10704,null,387449,null,8594,null,110994,null,5118,null,60916,null,4272,null,13331,null,2141,null,7418,null,1642,null,40167,null,3174,null,50078,null,3345,null,276455,null,8186,null,173690,null,6055,null,27133,null,2735,null,19484,null,2680,null,127073,null,5535,null,102765,null,5747,null,0400000US51,Virginia,51
1619537,null,11679,null,126980,null,5334,null,45646,null,3690,null,27628,null,2839,null,5351,null,1248,null,9817,null,1666,null,12460,null,2071,null,18018,null,2106,null,81334,null,4815,null,13161,null,2060,null,10321,null,1814,null,2602,null,1044,null,1575,null,666,null,6144,null,1272,null,2840,null,1047,null,68173,null,4441,null,62727,null,4334,null,12690,null,2274,null,18942,null,2462,null,31095,null,2958,null,5446,null,1209,null,1492557,null,11661,null,1206566,null,13211,null,531387,null,9208,null,111720,null,5659,null,97348,null,3925,null,322319,null,7905,null,675179,null,9825,null,285991,null,7881,null,99983,null,5346,null,59615,null,4574,null,13347,null,2424,null,7397,null,1669,null,38871,null,3508,null,40368,null,2928,null,186008,null,5936,null,121938,null,5393,null,17429,null,2458,null,14995,null,2665,null,89514,null,4568,null,64070,null,3266,null,0400000US53,Washington,53
491383,null,7377,null,63645,null,3445,null,29019,null,2686,null,16482,null,1890,null,3510,null,1020,null,3424,null,890,null,9548,null,1487,null,12537,null,1627,null,34626,null,2463,null,5985,null,1128,null,4732,null,1085,null,1283,null,690,null,450,null,363,null,2999,null,837,null,1253,null,612,null,28641,null,2364,null,24254,null,2355,null,6927,null,1311,null,5227,null,1506,null,12100,null,1460,null,4387,null,1007,null,427738,null,7369,null,352361,null,7081,null,132904,null,4833,null,24000,null,2493,null,23126,null,2722,null,85778,null,4115,null,219457,null,5154,null,75377,null,3638,null,24027,null,2424,null,10380,null,1759,null,2100,null,759,null,1580,null,741,null,6700,null,1413,null,13647,null,1756,null,51350,null,3163,null,26824,null,2419,null,4416,null,1310,null,2445,null,748,null,19963,null,1818,null,24526,null,2017,null,0400000US54,West Virginia,54
1461841,null,11443,null,104480,null,4158,null,31191,null,2701,null,18224,null,2034,null,4105,null,885,null,5496,null,940,null,8623,null,1275,null,12967,null,1436,null,73289,null,3641,null,12300,null,1850,null,10006,null,1710,null,2385,null,800,null,2195,null,673,null,5426,null,1349,null,2294,null,737,null,60989,null,3509,null,55844,null,3355,null,13222,null,1757,null,14957,null,1810,null,27665,null,2619,null,5145,null,1000,null,1357361,null,11868,null,1117998,null,11378,null,466429,null,7428,null,90523,null,4168,null,90955,null,4330,null,284951,null,6074,null,651569,null,7570,null,239363,null,7025,null,80491,null,3676,null,48708,null,3059,null,11573,null,1726,null,6061,null,1413,null,31074,null,2298,null,31783,null,2258,null,158872,null,5325,null,101884,null,4354,null,15435,null,1919,null,14804,null,1802,null,71645,null,3989,null,56988,null,3306,null,0400000US55,Wisconsin,55
135066,null,3714,null,7015,null,1484,null,2195,null,683,null,1240,null,554,null,293,null,257,null,572,null,400,null,375,null,328,null,955,null,456,null,4820,null,1208,null,1007,null,611,null,1007,null,611,null,557,null,536,null,36,null,61,null,414,null,326,null,0,null,259,null,3813,null,1089,null,3379,null,1011,null,909,null,445,null,537,null,372,null,1933,null,822,null,434,null,348,null,128051,null,3463,null,104236,null,3129,null,40666,null,2441,null,6941,null,1238,null,8277,null,1571,null,25448,null,1805,null,63570,null,2609,null,23815,null,2562,null,10233,null,1547,null,6486,null,1381,null,1513,null,607,null,649,null,381,null,4324,null,1082,null,3747,null,986,null,13582,null,1768,null,9820,null,1601,null,1396,null,640,null,1806,null,821,null,6618,null,1242,null,3762,null,782,null,0400000US56,Wyoming,56
898030,null,9219,null,372088,null,6978,null,175267,null,5929,null,83491,null,3835,null,12926,null,1739,null,15489,null,1932,null,55076,null,3389,null,91776,null,3995,null,196821,null,5320,null,31807,null,2692,null,17922,null,2011,null,4790,null,989,null,2716,null,710,null,10416,null,1475,null,13885,null,1500,null,165014,null,5096,null,116311,null,4751,null,14623,null,1755,null,23564,null,2028,null,78124,null,4031,null,48703,null,2459,null,525942,null,8763,null,373566,null,8250,null,157218,null,5000,null,26281,null,2320,null,20810,null,2139,null,110127,null,4399,null,216348,null,6545,null,152376,null,4925,null,33836,null,2796,null,13300,null,1820,null,4247,null,925,null,990,null,475,null,8063,null,1322,null,20536,null,2088,null,118540,null,4154,null,55085,null,3545,null,6904,null,1115,null,6952,null,1133,null,41229,null,3032,null,63455,null,3192,null,0400000US72,Puerto Rico,72
