C16006_001E,C16006_001EA,C16006_001M,C16006_001MA,C16006_002E,C16006_002EA,C16006_002M,C16006_002MA,C16006_003E,C16006_003EA,C16006_003M,C16006_003MA,C16006_004E,C16006_004EA,C16006_004M,C16006_004MA,C16006_005E,C16006_005EA,C16006_005M,C16006_005MA,C16006_006E,C16006_006EA,C16006_006M,C16006_006MA,GEO_ID,NAME,state
115128,null,1399,null,34946,null,3417,null,80128,null,3684,null,36910,null,3351,null,43218,null,3615,null,54,null,62,null,0400000US31,Nebraska,31
568051,null,460,null,126732,null,8122,null,440353,null,8099,null,209328,null,7722,null,231025,null,7768,null,966,null,650,null,0400000US32,Nevada,32
29512,null,708,null,11067,null,2206,null,17968,null,2147,null,10205,null,1658,null,7763,null,1709,null,477,null,427,null,0400000US33,New Hampshire,33
1248739,null,363,null,211522,null,10955,null,1029847,null,11343,null,516954,null,13437,null,512893,null,14064,null,7370,null,2158,null,0400000US34,New Jersey,34
797316,null,631,null,309681,null,9574,null,485639,null,9559,null,341343,null,9001,null,144296,null,7314,null,1996,null,860,null,0400000US35,New Mexico,35
2883843,null,1790,null,499031,null,15049,null,2371821,null,15724,null,1200830,null,17338,null,1170991,null,19047,null,12991,null,1846,null,0400000US36,New York,36
546689,null,4057,null,78897,null,5686,null,466283,null,6126,null,178007,null,6928,null,288276,null,8309,null,1509,null,781,null,0400000US37,North Carolina,37
8526,null,797,null,4978,null,1034,null,3519,null,837,null,2703,null,910,null,816,null,476,null,29,null,61,null,0400000US38,North Dakota,38
249029,null,2412,null,110722,null,5185,null,136367,null,4356,null,71946,null,4409,null,64421,null,4488,null,1940,null,838,null,0400000US39,Ohio,39
224350,null,1928,null,66319,null,5643,null,156803,null,5540,null,68904,null,5121,null,87899,null,4651,null,1228,null,719,null,0400000US40,Oklahoma,40
347620,null,1157,null,82101,null,6160,null,264139,null,6084,null,111607,null,6534,null,152532,null,6821,null,1380,null,733,null,0400000US41,Oregon,41
489245,null,1446,null,138720,null,7632,null,347516,null,7789,null,192819,null,8374,null,154697,null,6547,null,3009,null,889,null,0400000US42,Pennsylvania,42
106084,null,527,null,14061,null,2359,null,91730,null,2321,null,42756,null,3412,null,48974,null,3768,null,293,null,268,null,0400000US44,Rhode Island,44
143569,null,1701,null,30500,null,3772,null,112630,null,4018,null,45120,null,3736,null,67510,null,4319,null,439,null,282,null,0400000US45,South Carolina,45
14199,null,1461,null,7212,null,1182,null,6710,null,1132,null,4211,null,1015,null,2499,null,865,null,277,null,338,null,0400000US46,South Dakota,46
180621,null,2627,null,37045,null,4038,null,142665,null,3955,null,52712,null,4281,null,89953,null,4948,null,911,null,644,null,0400000US47,Tennessee,47
7628340,null,1523,null,1542120,null,24430,null,6076493,null,24636,null,3272683,null,28481,null,2803810,null,28402,null,9727,null,1760,null,0400000US48,Texas,48
266662,null,771,null,85168,null,5726,null,181209,null,5788,null,76880,null,5117,null,104329,null,5451,null,285,null,188,null,0400000US49,Utah,49
7203,null,754,null,4408,null,950,null,2547,null,684,null,1671,null,563,null,876,null,503,null,248,null,234,null,0400000US50,Vermont,50
441601,null,2471,null,95219,null,6392,null,343583,null,6264,null,165817,null,6592,null,177766,null,6206,null,2799,null,1028,null,0400000US51,Virginia,51
532410,null,1169,null,152432,null,8270,null,377879,null,8612,null,175052,null,7968,null,202827,null,8786,null,2099,null,777,null,0400000US53,Washington,53
17706,null,1892,null,10396,null,1646,null,7053,null,1681,null,4695,null,1531,null,2358,null,1025,null,257,null,321,null,0400000US54,West Virginia,54
237391,null,1243,null,67531,null,3993,null,168326,null,3974,null,82360,null,4733,null,85966,null,4609,null,1534,null,788,null,0400000US55,Wisconsin,55
33362,null,650,null,18916,null,2402,null,14446,null,2413,null,7512,null,1314,null,6934,null,2111,null,0,null,259,null,0400000US56,Wyoming,56
3646876,null,4491,null,167966,null,9926,null,3476421,null,10738,null,491889,null,12256,null,2984532,null,15284,null,2489,null,600,null,0400000US72,Puerto Rico,72
