B12002I_001E,B12002I_001EA,B12002I_001M,B12002I_001MA,B12002I_002E,B12002I_002EA,B12002I_002M,B12002I_002MA,B12002I_003E,B12002I_003EA,B12002I_003M,B12002I_003MA,B12002I_004E,B12002I_004EA,B12002I_004M,B12002I_004MA,B12002I_005E,B12002I_005EA,B12002I_005M,B12002I_005MA,B12002I_006E,B12002I_006EA,B12002I_006M,B12002I_006MA,B12002I_007E,B12002I_007EA,B12002I_007M,B12002I_007MA,B12002I_008E,B12002I_008EA,B12002I_008M,B12002I_008MA,B12002I_009E,B12002I_009EA,B12002I_009M,B12002I_009MA,B12002I_010E,B12002I_010EA,B12002I_010M,B12002I_010MA,B12002I_011E,B12002I_011EA,B12002I_011M,B12002I_011MA,B12002I_012E,B12002I_012EA,B12002I_012M,B12002I_012MA,B12002I_013E,B12002I_013EA,B12002I_013M,B12002I_013MA,GEO_ID,NAME,state
1342237,null,2007,null,720091,null,1766,null,296111,null,6682,null,366119,null,7931,null,15509,null,2310,null,7206,null,1569,null,35146,null,3585,null,622146,null,1524,null,215231,null,5897,null,312250,null,6625,null,21474,null,2465,null,26436,null,2468,null,46755,null,3724,null,0400000US17,Illinois,17
211848,null,1949,null,115394,null,2040,null,44009,null,3045,null,56325,null,2829,null,3449,null,1171,null,1540,null,744,null,10071,null,1537,null,96454,null,1959,null,34225,null,2506,null,46652,null,2553,null,3021,null,950,null,4043,null,892,null,8513,null,1646,null,0400000US18,Indiana,18
78030,null,1686,null,41854,null,1492,null,16162,null,1688,null,20825,null,1935,null,1619,null,650,null,200,null,263,null,3048,null,886,null,36176,null,1543,null,11821,null,1426,null,18355,null,1539,null,1193,null,575,null,1910,null,678,null,2897,null,764,null,0400000US19,Iowa,19
163104,null,1414,null,86783,null,1683,null,31134,null,2556,null,44897,null,2926,null,2770,null,957,null,1474,null,644,null,6508,null,1504,null,76321,null,1730,null,22397,null,1894,null,40817,null,2645,null,3776,null,1180,null,3000,null,793,null,6331,null,1269,null,0400000US20,Kansas,20
60533,null,2170,null,36099,null,2177,null,15302,null,1638,null,17006,null,1669,null,1072,null,550,null,174,null,154,null,2545,null,1011,null,24434,null,1744,null,7081,null,1236,null,12366,null,1469,null,1274,null,572,null,1005,null,511,null,2708,null,769,null,0400000US21,Kentucky,21
102384,null,1811,null,53881,null,1965,null,20126,null,2113,null,26550,null,2151,null,1837,null,913,null,515,null,339,null,4853,null,1209,null,48503,null,1877,null,15287,null,2121,null,24336,null,1937,null,1813,null,693,null,3370,null,787,null,3697,null,858,null,0400000US22,Louisiana,22
10700,null,785,null,5205,null,842,null,2236,null,770,null,2199,null,609,null,297,null,234,null,0,null,226,null,473,null,307,null,5495,null,884,null,2125,null,801,null,2014,null,552,null,266,null,414,null,261,null,193,null,829,null,566,null,0400000US23,Maine,23
254763,null,1207,null,135847,null,1446,null,55080,null,2939,null,67858,null,3464,null,4491,null,1311,null,1291,null,651,null,7127,null,1492,null,118916,null,1099,null,41910,null,2601,null,58544,null,2773,null,3960,null,814,null,5236,null,1155,null,9266,null,1639,null,0400000US24,Maryland,24
383236,null,249,null,189630,null,619,null,97571,null,4236,null,69075,null,4138,null,7133,null,1756,null,2052,null,886,null,13799,null,2458,null,193606,null,588,null,89334,null,2959,null,62154,null,2967,null,13628,null,1932,null,7105,null,1358,null,21385,null,2564,null,0400000US25,Massachusetts,25
278567,null,1494,null,149344,null,1634,null,65614,null,2792,null,67009,null,3027,null,3014,null,1117,null,2157,null,755,null,11550,null,1642,null,129223,null,1728,null,48919,null,2665,null,57226,null,2946,null,4092,null,1075,null,6032,null,1065,null,12954,null,1791,null,0400000US26,Michigan,26
135507,null,1395,null,76373,null,1664,null,34432,null,2528,null,35582,null,2619,null,1336,null,673,null,694,null,414,null,4329,null,1137,null,59134,null,1402,null,21442,null,1859,null,24721,null,1838,null,3591,null,1087,null,2786,null,877,null,6594,null,1167,null,0400000US27,Minnesota,27
39756,null,3032,null,23840,null,2506,null,10135,null,1558,null,11043,null,1658,null,354,null,238,null,814,null,655,null,1494,null,669,null,15916,null,1535,null,3970,null,1100,null,8743,null,1211,null,661,null,499,null,1398,null,752,null,1144,null,562,null,0400000US28,Mississippi,28
120011,null,1908,null,62393,null,1779,null,26733,null,2616,null,28618,null,2623,null,1753,null,676,null,547,null,312,null,4742,null,1002,null,57618,null,1719,null,17819,null,1649,null,29457,null,2191,null,2598,null,839,null,2441,null,752,null,5303,null,1122,null,0400000US29,Missouri,29
16359,null,971,null,8744,null,892,null,3805,null,1055,null,2954,null,960,null,0,null,233,null,106,null,108,null,1879,null,674,null,7615,null,899,null,2896,null,908,null,3660,null,950,null,103,null,127,null,161,null,150,null,795,null,453,null,0400000US30,Montana,30
86442,null,1289,null,46993,null,1163,null,20465,null,1969,null,21885,null,2039,null,1031,null,552,null,730,null,387,null,2882,null,699,null,39449,null,967,null,13756,null,1448,null,18527,null,1466,null,2001,null,649,null,1480,null,592,null,3685,null,1010,null,0400000US31,Nebraska,31
434457,null,1776,null,232758,null,1889,null,88742,null,3996,null,117272,null,4054,null,5967,null,1594,null,2186,null,715,null,18591,null,2333,null,201699,null,1055,null,61257,null,3187,null,105022,null,3512,null,7695,null,1617,null,8475,null,1289,null,19250,null,2690,null,0400000US32,Nevada,32
23132,null,876,null,11635,null,746,null,5859,null,1157,null,4493,null,1147,null,140,null,197,null,134,null,146,null,1009,null,468,null,11497,null,806,null,4168,null,1016,null,4577,null,843,null,1018,null,626,null,110,null,109,null,1624,null,701,null,0400000US33,New Hampshire,33
1039388,null,557,null,529676,null,876,null,224925,null,6109,null,247360,null,6567,null,17813,null,2668,null,6957,null,1744,null,32621,null,3212,null,509712,null,931,null,175138,null,5253,null,218500,null,5822,null,29961,null,2888,null,30802,null,2899,null,55311,null,3565,null,0400000US34,New Jersey,34
651588,null,581,null,322424,null,1140,null,124309,null,3865,null,150927,null,4306,null,5443,null,1246,null,7618,null,1337,null,34127,null,2951,null,329164,null,1130,null,106694,null,4461,null,145357,null,5724,null,9170,null,1683,null,26447,null,2287,null,41496,null,3657,null,0400000US35,New Mexico,35
2408539,null,1487,null,1180494,null,1496,null,552871,null,7569,null,487509,null,9138,null,47442,null,3556,null,18245,null,2480,null,74427,null,5129,null,1228045,null,1578,null,486387,null,8853,null,429453,null,9876,null,96051,null,6107,null,79241,null,3767,null,136913,null,6357,null,0400000US36,New York,36
426132,null,3093,null,249945,null,3268,null,95624,null,5646,null,136973,null,5766,null,6281,null,1246,null,1598,null,749,null,9469,null,2024,null,176187,null,3434,null,55560,null,4027,null,96597,null,3582,null,7688,null,1529,null,3818,null,1071,null,12524,null,2006,null,0400000US37,North Carolina,37
6957,null,737,null,3936,null,767,null,1975,null,777,null,1301,null,625,null,327,null,273,null,12,null,19,null,321,null,258,null,3021,null,821,null,1177,null,533,null,1424,null,585,null,0,null,203,null,63,null,64,null,357,null,328,null,0400000US38,North Dakota,38
195224,null,2140,null,102343,null,2187,null,43822,null,2895,null,45479,null,2768,null,2542,null,916,null,1742,null,724,null,8758,null,1671,null,92881,null,1891,null,32835,null,2280,null,39002,null,2778,null,4682,null,1124,null,5403,null,990,null,10959,null,1638,null,0400000US39,Ohio,39
170945,null,1918,null,93498,null,1742,null,33722,null,2450,null,47928,null,2754,null,3649,null,1320,null,1703,null,727,null,6496,null,1383,null,77447,null,1296,null,22520,null,1517,null,40131,null,2243,null,3986,null,1043,null,3761,null,871,null,7049,null,1288,null,0400000US40,Oklahoma,40
264983,null,1137,null,147838,null,1578,null,64359,null,3089,null,69996,null,3258,null,5587,null,1677,null,1284,null,659,null,6612,null,1305,null,117145,null,1383,null,40117,null,2377,null,58899,null,2682,null,6022,null,1628,null,3592,null,1018,null,8515,null,1582,null,0400000US41,Oregon,41
381844,null,1823,null,197460,null,2169,null,94205,null,3237,null,77961,null,3230,null,8284,null,1636,null,3793,null,1226,null,13217,null,1853,null,184384,null,1914,null,76814,null,3241,null,66916,null,3523,null,11705,null,1657,null,9861,null,1348,null,19088,null,1995,null,0400000US42,Pennsylvania,42
83196,null,753,null,41027,null,636,null,17733,null,1517,null,17720,null,1697,null,2186,null,1038,null,413,null,351,null,2975,null,896,null,42169,null,947,null,17214,null,1595,null,14704,null,1694,null,2708,null,910,null,2056,null,679,null,5487,null,1172,null,0400000US44,Rhode Island,44
113088,null,1602,null,65160,null,1446,null,24366,null,1717,null,35090,null,1584,null,2657,null,882,null,853,null,524,null,2194,null,786,null,47928,null,1418,null,13791,null,1489,null,26598,null,1639,null,3480,null,1019,null,877,null,399,null,3182,null,858,null,0400000US45,South Carolina,45
10310,null,1009,null,4920,null,711,null,2661,null,645,null,1468,null,548,null,0,null,221,null,324,null,277,null,467,null,334,null,5390,null,912,null,2632,null,635,null,2178,null,730,null,180,null,184,null,141,null,128,null,259,null,224,null,0400000US46,South Dakota,46
142569,null,2923,null,83587,null,2782,null,37103,null,3434,null,38763,null,2803,null,3115,null,1241,null,1306,null,701,null,3300,null,915,null,58982,null,2301,null,19838,null,2204,null,30423,null,2161,null,2412,null,958,null,1612,null,679,null,4697,null,1205,null,0400000US47,Tennessee,47
6027580,null,1827,null,3090478,null,2512,null,1143241,null,11711,null,1618683,null,14549,null,86399,null,5623,null,44750,null,3084,null,197405,null,8367,null,2937102,null,2734,null,889961,null,13900,null,1449500,null,15877,null,147702,null,7522,null,182999,null,5472,null,266940,null,8135,null,0400000US48,Texas,48
200053,null,994,null,107831,null,813,null,43073,null,2742,null,54261,null,3122,null,1995,null,865,null,488,null,242,null,8014,null,1687,null,92222,null,894,null,27325,null,2312,null,48327,null,3067,null,3926,null,932,null,4201,null,835,null,8443,null,1601,null,0400000US49,Utah,49
6168,null,822,null,2910,null,748,null,1272,null,512,null,1244,null,401,null,0,null,208,null,34,null,56,null,360,null,247,null,3258,null,653,null,1348,null,440,null,743,null,349,null,334,null,349,null,270,null,194,null,563,null,344,null,0400000US50,Vermont,50
360665,null,3068,null,195237,null,3031,null,86225,null,3759,null,92413,null,3906,null,4302,null,1225,null,2245,null,985,null,10052,null,1774,null,165428,null,2268,null,53568,null,3173,null,83632,null,3791,null,7465,null,1795,null,4832,null,1263,null,15931,null,2461,null,0400000US51,Virginia,51
406803,null,1151,null,220467,null,1922,null,89669,null,4213,null,108646,null,4225,null,6199,null,1379,null,1677,null,580,null,14276,null,2535,null,186336,null,1590,null,62618,null,2821,null,91285,null,4239,null,7066,null,1645,null,9024,null,1403,null,16343,null,1904,null,0400000US53,Washington,53
13140,null,1804,null,6473,null,1035,null,2807,null,686,null,2588,null,655,null,58,null,75,null,203,null,233,null,817,null,383,null,6667,null,1410,null,2266,null,984,null,2794,null,706,null,475,null,415,null,464,null,383,null,668,null,512,null,0400000US54,West Virginia,54
183908,null,1482,null,101608,null,1580,null,46162,null,2816,null,46077,null,2273,null,1244,null,505,null,1115,null,491,null,7010,null,1089,null,82300,null,1192,null,29950,null,2048,null,37278,null,2398,null,3363,null,943,null,3312,null,986,null,8397,null,1441,null,0400000US55,Wisconsin,55
25728,null,1382,null,14127,null,1449,null,5940,null,1251,null,6027,null,1001,null,91,null,112,null,235,null,185,null,1834,null,624,null,11601,null,743,null,3175,null,743,null,6258,null,863,null,346,null,247,null,346,null,251,null,1476,null,690,null,0400000US56,Wyoming,56
3075899,null,3879,null,1447744,null,3044,null,589699,null,8053,null,612631,null,9813,null,50363,null,3093,null,47521,null,3280,null,147530,null,5370,null,1628155,null,2661,null,538927,null,7684,null,615859,null,9829,null,68583,null,3925,null,178624,null,5104,null,226162,null,6065,null,0400000US72,Puerto Rico,72
