B16002_001E,B16002_001EA,B16002_001M,B16002_001MA,B16002_002E,B16002_002EA,B16002_002M,B16002_002MA,B16002_003E,B16002_003EA,B16002_003M,B16002_003MA,B16002_004E,B16002_004EA,B16002_004M,B16002_004MA,B16002_005E,B16002_005EA,B16002_005M,B16002_005MA,B16002_006E,B16002_006EA,B16002_006M,B16002_006MA,B16002_007E,B16002_007EA,B16002_007M,B16002_007MA,B16002_008E,B16002_008EA,B16002_008M,B16002_008MA,B16002_009E,B16002_009EA,B16002_009M,B16002_009MA,B16002_010E,B16002_010EA,B16002_010M,B16002_010MA,B16002_011E,B16002_011EA,B16002_011M,B16002_011MA,B16002_012E,B16002_012EA,B16002_012M,B16002_012MA,B16002_013E,B16002_013EA,B16002_013M,B16002_013MA,B16002_014E,B16002_014EA,B16002_014M,B16002_014MA,GEO_ID,NAME,state
3417115,null,14784,null,3002794,null,14897,null,225398,null,6866,null,77273,null,4879,null,148125,null,7089,null,102330,null,5419,null,14754,null,2276,null,87576,null,4852,null,62652,null,3172,null,17353,null,2204,null,45299,null,2843,null,23941,null,2775,null,3893,null,1337,null,20048,null,2350,null,0400000US13,Georgia,13
439685,null,3621,null,298241,null,5679,null,15310,null,1960,null,1642,null,743,null,13668,null,1877,null,10481,null,1979,null,489,null,468,null,9992,null,1927,null,114985,null,4948,null,24176,null,2840,null,90809,null,4238,null,668,null,506,null,0,null,271,null,668,null,506,null,0400000US15,Hawaii,15
560567,null,4368,null,493968,null,5027,null,44570,null,2398,null,9790,null,1523,null,34780,null,2436,null,12376,null,1751,null,1236,null,590,null,11140,null,1639,null,6364,null,996,null,963,null,460,null,5401,null,1020,null,3289,null,771,null,103,null,109,null,3186,null,772,null,0400000US16,Idaho,16
4759579,null,13538,null,3750844,null,13811,null,526700,null,7370,null,152355,null,5865,null,374345,null,8136,null,315420,null,8021,null,71662,null,3833,null,243758,null,6748,null,126183,null,3858,null,32902,null,2870,null,93281,null,3837,null,40432,null,3144,null,8264,null,1764,null,32168,null,2737,null,0400000US17,Illinois,17
2462278,null,10822,null,2251437,null,11670,null,115257,null,4165,null,30545,null,2736,null,84712,null,4040,null,64821,null,3699,null,6626,null,1038,null,58195,null,3707,null,22483,null,2065,null,5588,null,1043,null,16895,null,1697,null,8280,null,1197,null,1017,null,500,null,7263,null,1132,null,0400000US18,Indiana,18
1214353,null,5829,null,1123610,null,6035,null,48885,null,2444,null,11275,null,1449,null,37610,null,2393,null,24587,null,2371,null,2740,null,892,null,21847,null,2153,null,13944,null,1248,null,4576,null,936,null,9368,null,1224,null,3327,null,935,null,424,null,289,null,2903,null,881,null,0400000US19,Iowa,19
1088835,null,6197,null,972718,null,6557,null,72193,null,2661,null,20391,null,2239,null,51802,null,2674,null,21116,null,1777,null,2347,null,559,null,18769,null,1594,null,16910,null,1674,null,5736,null,1132,null,11174,null,1594,null,5898,null,1100,null,803,null,489,null,5095,null,1002,null,0400000US20,Kansas,20
1655767,null,11246,null,1569214,null,10499,null,45129,null,3146,null,8816,null,1415,null,36313,null,2786,null,26683,null,2719,null,2801,null,920,null,23882,null,2474,null,12322,null,1405,null,2931,null,661,null,9391,null,1353,null,2419,null,728,null,642,null,427,null,1777,null,626,null,0400000US21,Kentucky,21
1597111,null,7810,null,1410753,null,8652,null,57418,null,3213,null,11398,null,1459,null,46020,null,2911,null,109795,null,3923,null,9364,null,1347,null,100431,null,4166,null,15083,null,1616,null,4706,null,1136,null,10377,null,1432,null,4062,null,1089,null,427,null,426,null,3635,null,973,null,0400000US22,Louisiana,22
543952,null,5337,null,486296,null,5315,null,7662,null,1205,null,1063,null,533,null,6599,null,1266,null,43534,null,2512,null,4233,null,797,null,39301,null,2428,null,3513,null,704,null,765,null,374,null,2748,null,712,null,2947,null,773,null,765,null,455,null,2182,null,665,null,0400000US23,Maine,23
2082458,null,8390,null,1743936,null,10924,null,121222,null,4359,null,29653,null,2528,null,91569,null,4347,null,106527,null,5443,null,13901,null,1999,null,92626,null,4890,null,72466,null,2915,null,19661,null,2070,null,52805,null,3195,null,38307,null,2830,null,4368,null,1100,null,33939,null,2903,null,0400000US24,Maryland,24
2449133,null,9336,null,1903375,null,11849,null,177785,null,5341,null,53318,null,3745,null,124467,null,5222,null,263090,null,8236,null,52253,null,3927,null,210837,null,7257,null,76245,null,3101,null,25165,null,2258,null,51080,null,2518,null,28638,null,2756,null,4151,null,1242,null,24487,null,2413,null,0400000US25,Massachusetts,25
3849007,null,11121,null,3440829,null,13667,null,141801,null,5531,null,25414,null,1962,null,116387,null,5788,null,154445,null,5442,null,21250,null,2204,null,133195,null,5024,null,57626,null,2667,null,15740,null,1958,null,41886,null,2210,null,54306,null,3298,null,11281,null,1730,null,43025,null,2981,null,0400000US26,Michigan,26
2062681,null,7707,null,1843222,null,7465,null,80013,null,3486,null,18163,null,1851,null,61850,null,3520,null,62719,null,2843,null,6968,null,1090,null,55751,null,2811,null,43192,null,2407,null,10160,null,1414,null,33032,null,2245,null,33535,null,2228,null,9892,null,1589,null,23643,null,2055,null,0400000US27,Minnesota,27
1080039,null,7657,null,1032614,null,7260,null,26876,null,2589,null,5861,null,1220,null,21015,null,2462,null,10738,null,1595,null,672,null,426,null,10066,null,1474,null,6167,null,1189,null,2020,null,829,null,4147,null,1047,null,3644,null,996,null,571,null,399,null,3073,null,993,null,0400000US28,Mississippi,28
2309626,null,10183,null,2144848,null,10561,null,75372,null,3693,null,13273,null,1943,null,62099,null,3647,null,53980,null,2812,null,7062,null,1357,null,46918,null,2502,null,26995,null,2042,null,8169,null,1368,null,18826,null,1661,null,8431,null,1626,null,1341,null,488,null,7090,null,1493,null,0400000US29,Missouri,29
371954,null,3292,null,348280,null,3404,null,8679,null,1330,null,380,null,205,null,8299,null,1276,null,8234,null,1177,null,261,null,194,null,7973,null,1168,null,1949,null,574,null,383,null,319,null,1566,null,493,null,4812,null,885,null,35,null,47,null,4777,null,886,null,0400000US30,Montana,30
699728,null,4292,null,630521,null,4917,null,40968,null,2415,null,11868,null,1486,null,29100,null,2244,null,16196,null,1766,null,954,null,325,null,15242,null,1749,null,8484,null,1031,null,1833,null,682,null,6651,null,1027,null,3559,null,911,null,729,null,445,null,2830,null,850,null,0400000US31,Nebraska,31
954067,null,7113,null,694790,null,6515,null,166977,null,4489,null,51648,null,3190,null,115329,null,4283,null,34903,null,3343,null,4812,null,1229,null,30091,null,3110,null,49425,null,2611,null,9518,null,1573,null,39907,null,2679,null,7972,null,1446,null,1543,null,615,null,6429,null,1264,null,0400000US32,Nevada,32
501505,null,3979,null,445386,null,4576,null,13963,null,1645,null,2581,null,814,null,11382,null,1584,null,34628,null,2378,null,3116,null,859,null,31512,null,2435,null,6045,null,1025,null,1415,null,607,null,4630,null,969,null,1483,null,591,null,127,null,138,null,1356,null,579,null,0400000US33,New Hampshire,33
3149910,null,8764,null,2236157,null,11291,null,422598,null,7735,null,125651,null,5642,null,296947,null,8169,null,307781,null,8236,null,58597,null,3723,null,249184,null,7252,null,140346,null,4677,null,35123,null,3024,null,105223,null,4748,null,43028,null,3188,null,6752,null,1201,null,36276,null,3058,null,0400000US34,New Jersey,34
734847,null,5299,null,445128,null,6696,null,234693,null,5740,null,36064,null,2645,null,198629,null,5766,null,12673,null,1598,null,1044,null,387,null,11629,null,1528,null,7348,null,1039,null,1334,null,600,null,6014,null,972,null,35005,null,2187,null,4867,null,682,null,30138,null,2029,null,0400000US35,New Mexico,35
7099940,null,13021,null,5007006,null,20515,null,970638,null,10095,null,288852,null,7887,null,681786,null,9999,null,735550,null,12619,null,171636,null,5973,null,563914,null,12538,null,288283,null,6933,null,116903,null,5077,null,171380,null,6448,null,98463,null,5678,null,17680,null,2336,null,80783,null,4662,null,0400000US36,New York,36
3540875,null,15585,null,3185409,null,14210,null,219116,null,5815,null,77983,null,3944,null,141133,null,5194,null,73872,null,4135,null,7362,null,1494,null,66510,null,3832,null,45274,null,2732,null,9728,null,1449,null,35546,null,2663,null,17204,null,2489,null,2626,null,904,null,14578,null,2296,null,0400000US37,North Carolina,37
271724,null,2896,null,249171,null,3223,null,5060,null,1001,null,211,null,189,null,4849,null,978,null,12922,null,1541,null,1931,null,585,null,10991,null,1281,null,1892,null,613,null,458,null,290,null,1434,null,552,null,2679,null,688,null,277,null,342,null,2402,null,691,null,0400000US38,North Dakota,38
4505995,null,13404,null,4162257,null,13635,null,123221,null,4270,null,20691,null,2406,null,102530,null,4061,null,143818,null,5105,null,20530,null,2172,null,123288,null,4387,null,46234,null,2834,null,11725,null,1635,null,34509,null,2905,null,30465,null,2994,null,5954,null,1416,null,24511,null,2714,null,0400000US39,Ohio,39
1399932,null,7049,null,1274195,null,8095,null,77579,null,2857,null,25415,null,2189,null,52164,null,2701,null,16245,null,2027,null,1129,null,514,null,15116,null,1964,null,18795,null,1794,null,5415,null,1046,null,13380,null,1552,null,13118,null,1379,null,646,null,352,null,12472,null,1374,null,0400000US40,Oklahoma,40
1471965,null,7619,null,1259004,null,8750,null,118310,null,3668,null,33982,null,2892,null,84328,null,4317,null,47115,null,3858,null,6782,null,1423,null,40333,null,3710,null,39276,null,2427,null,11030,null,1899,null,28246,null,1891,null,8260,null,1579,null,1368,null,638,null,6892,null,1446,null,0400000US41,Oregon,41
4873482,null,11972,null,4330557,null,13420,null,209666,null,5147,null,45677,null,3461,null,163989,null,5638,null,228540,null,6129,null,32561,null,2846,null,195979,null,5722,null,79439,null,2610,null,25464,null,2575,null,53975,null,2785,null,25280,null,2509,null,5037,null,1440,null,20243,null,2037,null,0400000US42,Pennsylvania,42
402538,null,3497,null,314406,null,4460,null,38163,null,2109,null,13362,null,1733,null,24801,null,2033,null,37889,null,2526,null,7613,null,1479,null,30276,null,2466,null,8099,null,1047,null,2337,null,710,null,5762,null,1024,null,3981,null,1048,null,851,null,512,null,3130,null,971,null,0400000US44,Rhode Island,44
1702564,null,9835,null,1585511,null,9536,null,65311,null,3007,null,19654,null,1936,null,45657,null,3317,null,32015,null,2589,null,3289,null,961,null,28726,null,2298,null,15904,null,1795,null,3993,null,1158,null,11911,null,1659,null,3823,null,1134,null,432,null,390,null,3391,null,967,null,0400000US45,South Carolina,45
312912,null,3484,null,287390,null,3866,null,6907,null,1110,null,802,null,386,null,6105,null,1071,null,8902,null,1268,null,881,null,408,null,8021,null,1225,null,2147,null,552,null,169,null,138,null,1978,null,534,null,7566,null,1178,null,565,null,558,null,7001,null,1079,null,0400000US46,South Dakota,46
2407765,null,10842,null,2254965,null,9948,null,80485,null,4075,null,21781,null,2217,null,58704,null,3813,null,39381,null,2729,null,3806,null,1113,null,35575,null,2631,null,22540,null,2152,null,5218,null,1104,null,17322,null,2060,null,10394,null,1827,null,1823,null,793,null,8571,null,1828,null,0400000US47,Tennessee,47
8244022,null,19609,null,5437622,null,21699,null,2354230,null,17474,null,635340,null,13381,null,1718890,null,17853,null,206116,null,6107,null,20892,null,2273,null,185224,null,6011,null,195417,null,5303,null,52894,null,3316,null,142523,null,5067,null,50637,null,4346,null,8910,null,1681,null,41727,null,3717,null,0400000US48,Texas,48
835320,null,5515,null,693462,null,6289,null,81889,null,3732,null,23948,null,2481,null,57941,null,3056,null,32594,null,3091,null,2872,null,840,null,29722,null,2948,null,20720,null,1736,null,3718,null,858,null,17002,null,1820,null,6655,null,1044,null,529,null,319,null,6126,null,967,null,0400000US49,Utah,49
252580,null,2222,null,234280,null,2622,null,3741,null,846,null,340,null,279,null,3401,null,826,null,12702,null,1282,null,1066,null,362,null,11636,null,1285,null,1386,null,495,null,171,null,107,null,1215,null,508,null,471,null,285,null,0,null,208,null,471,null,285,null,0400000US50,Vermont,50
2932234,null,11822,null,2521361,null,11842,null,170410,null,5171,null,39567,null,3488,null,130843,null,5067,null,113410,null,4970,null,12067,null,1915,null,101343,null,4833,null,96483,null,3873,null,22653,null,2294,null,73830,null,3771,null,30570,null,3232,null,4838,null,1171,null,25732,null,2937,null,0400000US51,Virginia,51
2501509,null,8669,null,2061554,null,10046,null,177823,null,4902,null,46297,null,3489,null,131526,null,5566,null,106694,null,4734,null,16684,null,2122,null,90010,null,4057,null,134767,null,3853,null,36701,null,2934,null,98066,null,3637,null,20671,null,2169,null,4518,null,1247,null,16153,null,1914,null,0400000US53,Washington,53
733849,null,6909,null,709251,null,6943,null,11485,null,1615,null,747,null,407,null,10738,null,1580,null,8624,null,1127,null,731,null,270,null,7893,null,1156,null,3136,null,914,null,587,null,416,null,2549,null,782,null,1353,null,651,null,150,null,153,null,1203,null,625,null,0400000US54,West Virginia,54
2241597,null,8249,null,2035180,null,8815,null,102062,null,3301,null,21847,null,2228,null,80215,null,3624,null,72058,null,3530,null,7283,null,1494,null,64775,null,3342,null,24846,null,1844,null,5720,null,1083,null,19126,null,1680,null,7451,null,1341,null,711,null,377,null,6740,null,1261,null,0400000US55,Wisconsin,55
206136,null,3069,null,189228,null,3565,null,10810,null,1376,null,2126,null,749,null,8684,null,1162,null,4164,null,981,null,63,null,107,null,4101,null,970,null,790,null,352,null,131,null,142,null,659,null,356,null,1144,null,486,null,0,null,259,null,1144,null,486,null,0400000US56,Wyoming,56
1204285,null,7019,null,41145,null,2354,null,1161035,null,7344,null,863197,null,7485,null,297838,null,6804,null,1685,null,592,null,399,null,281,null,1286,null,439,null,420,null,244,null,165,null,127,null,255,null,222,null,0,null,283,null,0,null,283,null,0,null,283,null,0400000US72,Puerto Rico,72
