C18020G_001E,C18020G_001EA,C18020G_001M,C18020G_001MA,C18020G_002E,C18020G_002EA,C18020G_002M,C18020G_002MA,C18020G_003E,C18020G_003EA,C18020G_003M,C18020G_003MA,C18020G_004E,C18020G_004EA,C18020G_004M,C18020G_004MA,C18020G_005E,C18020G_005EA,C18020G_005M,C18020G_005MA,C18020G_006E,C18020G_006EA,C18020G_006M,C18020G_006MA,C18020G_007E,C18020G_007EA,C18020G_007M,C18020G_007MA,GEO_ID,NAME,state
17676,null,2107,null,4547,null,991,null,1911,null,667,null,2636,null,792,null,13129,null,1728,null,9678,null,1313,null,3451,null,857,null,0400000US19,Iowa,19
35308,null,3228,null,7744,null,1482,null,2816,null,836,null,4928,null,1153,null,27564,null,2693,null,20675,null,2345,null,6889,null,1286,null,0400000US20,Kansas,20
24955,null,2995,null,7030,null,1386,null,2351,null,833,null,4679,null,1216,null,17925,null,2434,null,11710,null,1731,null,6215,null,1687,null,0400000US21,Kentucky,21
25007,null,3209,null,4862,null,785,null,1231,null,474,null,3631,null,736,null,20145,null,3042,null,13531,null,2394,null,6614,null,1637,null,0400000US22,Louisiana,22
12754,null,1737,null,4577,null,1170,null,1391,null,599,null,3186,null,985,null,8177,null,1226,null,5469,null,1075,null,2708,null,816,null,0400000US23,Maine,23
56260,null,4746,null,10019,null,1954,null,4930,null,1345,null,5089,null,1398,null,46241,null,4292,null,34589,null,3563,null,11652,null,1831,null,0400000US24,Maryland,24
63398,null,5287,null,10662,null,2025,null,3427,null,1185,null,7235,null,1324,null,52736,null,5112,null,38069,null,4158,null,14667,null,2056,null,0400000US25,Massachusetts,25
93121,null,5528,null,19389,null,2136,null,7008,null,1330,null,12381,null,1452,null,73732,null,4954,null,48495,null,3380,null,25237,null,2722,null,0400000US26,Michigan,26
42310,null,4036,null,5855,null,1091,null,2431,null,670,null,3424,null,789,null,36455,null,3601,null,26309,null,2962,null,10146,null,1716,null,0400000US27,Minnesota,27
11594,null,2398,null,4229,null,1079,null,1158,null,497,null,3071,null,984,null,7365,null,2029,null,5366,null,1827,null,1999,null,843,null,0400000US28,Mississippi,28
56467,null,4419,null,13352,null,1724,null,4871,null,1083,null,8481,null,1428,null,43115,null,3919,null,28987,null,3072,null,14128,null,2221,null,0400000US29,Missouri,29
11703,null,1938,null,2334,null,759,null,961,null,500,null,1373,null,596,null,9369,null,1814,null,6507,null,1239,null,2862,null,1143,null,0400000US30,Montana,30
15471,null,2372,null,2504,null,1004,null,1405,null,805,null,1099,null,560,null,12967,null,2011,null,9218,null,1831,null,3749,null,1210,null,0400000US31,Nebraska,31
36173,null,3497,null,5274,null,1193,null,2723,null,854,null,2551,null,895,null,30899,null,3077,null,22685,null,2688,null,8214,null,1503,null,0400000US32,Nevada,32
6716,null,1121,null,633,null,394,null,296,null,226,null,337,null,322,null,6083,null,1075,null,4042,null,954,null,2041,null,603,null,0400000US33,New Hampshire,33
71680,null,4640,null,9760,null,1676,null,3284,null,923,null,6476,null,1475,null,61920,null,4460,null,43366,null,3404,null,18554,null,2221,null,0400000US34,New Jersey,34
24852,null,2683,null,5989,null,1302,null,1630,null,543,null,4359,null,1155,null,18863,null,2384,null,13144,null,1965,null,5719,null,1177,null,0400000US35,New Mexico,35
195530,null,10179,null,30507,null,2916,null,9005,null,1491,null,21502,null,2665,null,165023,null,8985,null,110095,null,7022,null,54928,null,4778,null,0400000US36,New York,36
64242,null,4796,null,12766,null,1913,null,4488,null,1005,null,8278,null,1597,null,51476,null,4320,null,36217,null,3335,null,15259,null,2419,null,0400000US37,North Carolina,37
4119,null,1023,null,542,null,419,null,319,null,387,null,223,null,183,null,3577,null,887,null,2820,null,865,null,757,null,340,null,0400000US38,North Dakota,38
81283,null,4448,null,18380,null,2002,null,6431,null,1075,null,11949,null,1748,null,62903,null,4658,null,42411,null,3653,null,20492,null,2447,null,0400000US39,Ohio,39
126003,null,6475,null,27520,null,2830,null,9969,null,1419,null,17551,null,2307,null,98483,null,6229,null,71516,null,5555,null,26967,null,2490,null,0400000US40,Oklahoma,40
64210,null,4526,null,12776,null,1719,null,5215,null,1163,null,7561,null,1453,null,51434,null,4132,null,36583,null,3736,null,14851,null,2089,null,0400000US41,Oregon,41
77754,null,5027,null,18352,null,2757,null,4496,null,1042,null,13856,null,2382,null,59402,null,3700,null,42646,null,2842,null,16756,null,2068,null,0400000US42,Pennsylvania,42
11698,null,2438,null,2917,null,962,null,1154,null,596,null,1763,null,843,null,8781,null,2242,null,5615,null,1384,null,3166,null,1468,null,0400000US44,Rhode Island,44
23119,null,2798,null,4037,null,840,null,989,null,473,null,3048,null,717,null,19082,null,2565,null,12188,null,1882,null,6894,null,1593,null,0400000US45,South Carolina,45
7120,null,1645,null,1462,null,740,null,389,null,361,null,1073,null,671,null,5658,null,1428,null,4105,null,1151,null,1553,null,647,null,0400000US46,South Dakota,46
36872,null,3702,null,11422,null,2144,null,4076,null,1102,null,7346,null,1533,null,25450,null,3104,null,17525,null,2304,null,7925,null,1698,null,0400000US47,Tennessee,47
214714,null,9523,null,36744,null,3379,null,14307,null,2118,null,22437,null,2205,null,177970,null,8572,null,122372,null,7151,null,55598,null,4137,null,0400000US48,Texas,48
20809,null,2589,null,2317,null,779,null,1214,null,573,null,1103,null,582,null,18492,null,2395,null,13010,null,2028,null,5482,null,1292,null,0400000US49,Utah,49
5636,null,966,null,1371,null,398,null,631,null,267,null,740,null,273,null,4265,null,954,null,2942,null,745,null,1323,null,580,null,0400000US50,Vermont,50
72207,null,5566,null,10794,null,1986,null,4230,null,1378,null,6564,null,1430,null,61413,null,5548,null,42648,null,4629,null,18765,null,2204,null,0400000US51,Virginia,51
122894,null,6701,null,24466,null,2860,null,8389,null,1938,null,16077,null,2161,null,98428,null,5907,null,69352,null,5117,null,29076,null,2743,null,0400000US53,Washington,53
11070,null,1572,null,3512,null,958,null,929,null,457,null,2583,null,739,null,7558,null,1429,null,4567,null,1031,null,2991,null,983,null,0400000US54,West Virginia,54
32746,null,2815,null,4934,null,967,null,2056,null,595,null,2878,null,864,null,27812,null,2706,null,18408,null,1871,null,9404,null,1816,null,0400000US55,Wisconsin,55
7648,null,1831,null,1658,null,559,null,911,null,526,null,747,null,381,null,5990,null,1693,null,3549,null,811,null,2441,null,1426,null,0400000US56,Wyoming,56
114265,null,6011,null,22296,null,2239,null,5016,null,1027,null,17280,null,1893,null,91969,null,5910,null,50472,null,3972,null,41497,null,3976,null,0400000US72,Puerto Rico,72
