C16008_001E,C16008_001EA,C16008_001M,C16008_001MA,C16008_002E,C16008_002EA,C16008_002M,C16008_002MA,C16008_003E,C16008_003EA,C16008_003M,C16008_003MA,C16008_004E,C16008_004EA,C16008_004M,C16008_004MA,C16008_005E,C16008_005EA,C16008_005M,C16008_005MA,C16008_006E,C16008_006EA,C16008_006M,C16008_006MA,C16008_007E,C16008_007EA,C16008_007M,C16008_007MA,C16008_008E,C16008_008EA,C16008_008M,C16008_008MA,C16008_009E,C16008_009EA,C16008_009M,C16008_009MA,C16008_010E,C16008_010EA,C16008_010M,C16008_010MA,C16008_011E,C16008_011EA,C16008_011M,C16008_011MA,C16008_012E,C16008_012EA,C16008_012M,C16008_012MA,C16008_013E,C16008_013EA,C16008_013M,C16008_013MA,C16008_014E,C16008_014EA,C16008_014M,C16008_014MA,C16008_015E,C16008_015EA,C16008_015M,C16008_015MA,C16008_016E,C16008_016EA,C16008_016M,C16008_016MA,C16008_017E,C16008_017EA,C16008_017M,C16008_017MA,C16008_018E,C16008_018EA,C16008_018M,C16008_018MA,C16008_019E,C16008_019EA,C16008_019M,C16008_019MA,C16008_020E,C16008_020EA,C16008_020M,C16008_020MA,GEO_ID,NAME,state
1195661,null,1581,null,975206,null,8626,null,855808,null,10810,null,17469,null,2717,null,7433,null,1989,null,94006,null,7205,null,490,null,330,null,220455,null,8637,null,124381,null,5951,null,21907,null,2449,null,3740,null,1393,null,3298,null,943,null,95361,null,5293,null,75,null,133,null,96074,null,6649,null,12734,null,2444,null,5152,null,1897,null,5489,null,1800,null,71987,null,6037,null,712,null,552,null,0400000US15,Hawaii,15
1382539,null,1251,null,1299249,null,4782,null,1229178,null,5999,null,51792,null,4109,null,10174,null,1775,null,3008,null,810,null,5097,null,1165,null,83290,null,4623,null,29166,null,2529,null,9782,null,1626,null,10310,null,1387,null,4972,null,1299,null,3285,null,708,null,817,null,858,null,54124,null,4262,null,7686,null,1661,null,38885,null,3838,null,3416,null,1101,null,3881,null,944,null,256,null,222,null,0400000US16,Idaho,16
11961769,null,2037,null,10206472,null,25029,null,9176551,null,24461,null,724748,null,13157,null,217304,null,10583,null,54547,null,4514,null,33322,null,5542,null,1755297,null,24960,null,770495,null,17399,null,115808,null,7104,null,231949,null,9155,null,255343,null,10813,null,130929,null,5724,null,36466,null,4966,null,984802,null,21628,null,66166,null,4786,null,579646,null,16695,null,193291,null,9677,null,115740,null,7942,null,29959,null,5088,null,0400000US17,Illinois,17
5903675,null,2065,null,5644360,null,8536,null,5421387,null,12126,null,126787,null,6001,null,80388,null,6436,null,10376,null,1685,null,5422,null,1179,null,259315,null,8283,null,94484,null,5720,null,27873,null,2429,null,23820,null,2961,null,22764,null,2649,null,14607,null,2109,null,5420,null,1414,null,164831,null,6905,null,16981,null,2471,null,94199,null,5572,null,23819,null,3159,null,23353,null,2520,null,6479,null,1774,null,0400000US18,Indiana,18
2790906,null,1993,null,2674793,null,5884,null,2586430,null,7325,null,54932,null,3843,null,24419,null,3049,null,6654,null,1275,null,2358,null,766,null,116113,null,5248,null,40223,null,4057,null,12129,null,1758,null,10329,null,1685,null,7913,null,2657,null,8312,null,1160,null,1540,null,679,null,75890,null,4670,null,8604,null,1672,null,36655,null,3032,null,11375,null,2285,null,15927,null,2464,null,3329,null,1136,null,0400000US19,Iowa,19
2580638,null,1964,null,2415110,null,5558,null,2305223,null,6872,null,81006,null,4525,null,17652,null,1766,null,8163,null,1669,null,3066,null,1009,null,165528,null,5534,null,51689,null,3877,null,11843,null,1749,null,18127,null,2432,null,7879,null,1851,null,11870,null,1877,null,1970,null,798,null,113839,null,5654,null,7463,null,1411,null,71840,null,4425,null,8090,null,1675,null,19764,null,3030,null,6682,null,2419,null,0400000US20,Kansas,20
3963318,null,2304,null,3857278,null,6324,null,3774317,null,8909,null,46838,null,3729,null,28191,null,4239,null,6017,null,1440,null,1915,null,879,null,106040,null,5610,null,35705,null,3209,null,13467,null,1860,null,4459,null,1388,null,9058,null,1764,null,7496,null,1451,null,1225,null,558,null,70335,null,5346,null,11510,null,2141,null,31539,null,3145,null,12787,null,2480,null,11650,null,2274,null,2849,null,1539,null,0400000US21,Kentucky,21
3996750,null,2015,null,3855561,null,6327,null,3639307,null,9490,null,60222,null,3890,null,142452,null,5135,null,10528,null,2025,null,3052,null,1289,null,141189,null,6414,null,61486,null,4558,null,14382,null,2167,null,21062,null,2356,null,5650,null,1185,null,17516,null,2292,null,2876,null,1404,null,79703,null,5723,null,15020,null,2891,null,36377,null,3210,null,13588,null,3370,null,12048,null,1989,null,2670,null,1379,null,0400000US22,Louisiana,22
1247427,null,1093,null,1203445,null,4478,null,1135302,null,5543,null,11006,null,1954,null,53498,null,3560,null,2649,null,810,null,990,null,386,null,43982,null,4267,null,23129,null,2526,null,12465,null,1604,null,878,null,545,null,6598,null,1570,null,2766,null,809,null,422,null,278,null,20853,null,3652,null,7369,null,2075,null,2057,null,824,null,4623,null,1162,null,3201,null,799,null,3603,null,1581,null,0400000US23,Maine,23
5243703,null,1360,null,4555242,null,12405,null,4303428,null,14469,null,133650,null,5973,null,71285,null,4794,null,30733,null,3533,null,16146,null,2942,null,688461,null,12226,null,314208,null,10416,null,87083,null,5452,null,46268,null,3675,null,74542,null,5553,null,75064,null,4365,null,31251,null,4077,null,374253,null,12382,null,77925,null,7498,null,125897,null,5836,null,64868,null,6365,null,66312,null,4810,null,39251,null,5619,null,0400000US24,Maryland,24
6072036,null,1092,null,5164575,null,19595,null,4666111,null,22581,null,256494,null,9907,null,186138,null,7003,null,40308,null,3963,null,15524,null,3211,null,907461,null,19410,null,438350,null,11452,null,106318,null,6075,null,54673,null,4819,null,171342,null,8700,null,83000,null,4157,null,23017,null,3818,null,469111,null,15725,null,70751,null,5130,null,112953,null,7594,null,174904,null,11668,null,83595,null,4488,null,26908,null,4641,null,0400000US25,Massachusetts,25
9435733,null,1904,null,8833734,null,15223,null,8458225,null,17219,null,174720,null,7715,null,125147,null,5268,null,25480,null,2607,null,50162,null,5149,null,601999,null,14951,null,283758,null,9199,null,76820,null,4024,null,26506,null,3451,null,81982,null,6021,null,43632,null,3108,null,54818,null,5125,null,318241,null,12656,null,49823,null,4328,null,85567,null,5484,null,77369,null,6689,null,65056,null,5169,null,40426,null,6107,null,0400000US26,Michigan,26
4844316,null,1753,null,4505786,null,9839,null,4310767,null,12304,null,90114,null,5701,null,52347,null,2836,null,35063,null,3363,null,17495,null,2709,null,338530,null,9830,null,144553,null,6732,null,43752,null,3649,null,13085,null,2236,null,19245,null,2942,null,48704,null,3860,null,19767,null,3491,null,193977,null,10005,null,25167,null,3270,null,62180,null,4343,null,29377,null,3888,null,39784,null,4184,null,37469,null,4673,null,0400000US27,Minnesota,27
2705640,null,1990,null,2656912,null,4631,null,2605132,null,6300,null,30894,null,3725,null,10333,null,1821,null,4655,null,1619,null,5898,null,1722,null,48728,null,4629,null,17629,null,2275,null,5645,null,1356,null,3997,null,1167,null,3842,null,1160,null,3505,null,750,null,640,null,585,null,31099,null,4289,null,3084,null,1145,null,20482,null,3007,null,1858,null,910,null,4951,null,1914,null,724,null,399,null,0400000US28,Mississippi,28
5484696,null,1903,null,5279590,null,7372,null,5126228,null,9496,null,90067,null,5096,null,48766,null,4590,null,10620,null,1765,null,3909,null,1044,null,205106,null,7412,null,84123,null,4793,null,26674,null,2648,null,12785,null,1995,null,22454,null,3200,null,17495,null,1923,null,4715,null,1537,null,120983,null,7724,null,14956,null,1992,null,44404,null,4227,null,28892,null,4472,null,26407,null,3052,null,6324,null,1782,null,0400000US29,Missouri,29
898614,null,1100,null,882612,null,1920,null,852333,null,3226,null,11052,null,1594,null,9331,null,1490,null,936,null,446,null,8960,null,1636,null,16002,null,1640,null,8799,null,1403,null,6166,null,1113,null,438,null,275,null,1367,null,447,null,771,null,618,null,57,null,76,null,7203,null,1330,null,3060,null,705,null,464,null,348,null,915,null,406,null,1856,null,611,null,908,null,866,null,0400000US30,Montana,30
1645880,null,1417,null,1548394,null,5315,null,1483757,null,5721,null,44556,null,3056,null,14681,null,1820,null,3050,null,1034,null,2350,null,947,null,97486,null,5311,null,36106,null,3133,null,9012,null,1248,null,14033,null,2347,null,4503,null,1467,null,6429,null,1202,null,2129,null,1088,null,61380,null,4496,null,4814,null,1149,null,38217,null,3243,null,7092,null,1859,null,8057,null,1588,null,3200,null,1296,null,0400000US31,Nebraska,31
2371632,null,1160,null,1878316,null,10829,null,1654482,null,11327,null,179156,null,8313,null,18997,null,3001,null,19948,null,2737,null,5733,null,1570,null,493316,null,10698,null,189486,null,7009,null,38583,null,3815,null,71732,null,5115,null,21317,null,2830,null,51375,null,2987,null,6479,null,1659,null,303830,null,10563,null,28229,null,2925,null,215298,null,8756,null,19130,null,4177,null,37180,null,4083,null,3993,null,1523,null,0400000US32,Nevada,32
1240806,null,887,null,1174287,null,4907,null,1120663,null,5795,null,16451,null,2302,null,32214,null,2679,null,3934,null,992,null,1025,null,638,null,66519,null,4791,null,32394,null,3154,null,12092,null,1423,null,2881,null,972,null,10941,null,2341,null,5398,null,1246,null,1082,null,659,null,34125,null,3723,null,10043,null,1871,null,7594,null,2069,null,9951,null,2345,null,5027,null,1502,null,1510,null,940,null,0400000US33,New Hampshire,33
8130371,null,1445,null,6409438,null,22602,null,5591690,null,25532,null,531092,null,14840,null,204625,null,8740,null,54015,null,4563,null,28016,null,3530,null,1720933,null,22476,null,884781,null,18345,null,181797,null,9105,null,226060,null,8510,null,273701,null,10801,null,160601,null,7282,null,42622,null,4085,null,836152,null,17035,null,94876,null,7626,null,375799,null,14498,null,205413,null,10898,null,132030,null,6907,null,28034,null,4264,null,0400000US34,New Jersey,34
1828867,null,1431,null,1647819,null,8502,null,1154293,null,12313,null,379160,null,9962,null,9659,null,1683,null,4212,null,966,null,100495,null,4340,null,181048,null,8444,null,59171,null,3717,null,12150,null,1683,null,33954,null,3147,null,5786,null,1372,null,6245,null,1533,null,1036,null,774,null,121877,null,7405,null,9544,null,1707,null,102311,null,7109,null,4094,null,1099,null,5002,null,1322,null,926,null,678,null,0400000US35,New Mexico,35
18097578,null,2470,null,13916866,null,36424,null,11832026,null,35925,null,1287087,null,18375,null,562456,null,14720,null,147566,null,5903,null,87731,null,8867,null,4180712,null,36439,null,2192015,null,28819,null,653664,null,16940,null,475687,null,13514,null,654666,null,16370,null,323509,null,9685,null,84489,null,6847,null,1988697,null,31344,null,382786,null,12980,null,794055,null,19057,null,426415,null,16407,null,302006,null,10718,null,83435,null,7587,null,0400000US36,New York,36
8429207,null,2946,null,7809698,null,12336,null,7511463,null,15321,null,210909,null,8536,null,52532,null,4476,null,24338,null,2566,null,10456,null,2210,null,619509,null,12237,null,180473,null,7555,null,54096,null,3939,null,45515,null,4882,null,35579,null,3511,null,35139,null,2858,null,10144,null,1868,null,439036,null,10174,null,49003,null,4654,null,294546,null,7797,null,42623,null,5860,null,38507,null,3571,null,14357,null,3605,null,0400000US37,North Carolina,37
599205,null,997,null,583767,null,2309,null,558041,null,3354,null,6914,null,1229,null,14717,null,1801,null,1053,null,578,null,3042,null,807,null,15438,null,2271,null,5708,null,1110,null,3279,null,785,null,147,null,172,null,1461,null,654,null,698,null,362,null,123,null,144,null,9730,null,2075,null,2498,null,776,null,661,null,393,null,3047,null,1559,null,2542,null,904,null,982,null,909,null,0400000US38,North Dakota,38
10727127,null,2653,null,10312558,null,11084,null,9974376,null,16455,null,158067,null,5883,null,145098,null,8455,null,17944,null,2224,null,17073,null,2807,null,414569,null,10644,null,204726,null,6837,null,64899,null,4111,null,13302,null,2230,null,70834,null,4994,null,36950,null,2997,null,18741,null,2518,null,209843,null,9127,null,41375,null,3533,null,46436,null,4393,null,56602,null,6047,null,43359,null,3918,null,22071,null,4120,null,0400000US39,Ohio,39
3357386,null,2419,null,3177209,null,7364,null,3052331,null,8268,null,84092,null,5256,null,13472,null,2067,null,10657,null,1725,null,16657,null,2219,null,180177,null,7081,null,55918,null,3784,null,15523,null,2271,null,16647,null,2312,null,5538,null,1334,null,16590,null,1948,null,1620,null,675,null,124259,null,6552,null,13369,null,1984,null,80625,null,5202,null,9329,null,2506,null,16288,null,2590,null,4648,null,1740,null,0400000US40,Oklahoma,40
3511093,null,1605,null,3147319,null,11323,null,2942885,null,11961,null,136170,null,5499,null,36603,null,3464,null,23714,null,2413,null,7947,null,2378,null,363774,null,11150,null,126304,null,6982,null,39835,null,3895,null,26449,null,3710,null,22846,null,3211,null,32443,null,2804,null,4731,null,1710,null,237470,null,9348,null,23752,null,3369,null,148126,null,7561,null,26842,null,3692,null,33776,null,3613,null,4974,null,1467,null,0400000US41,Oregon,41
11703178,null,2317,null,11045583,null,16420,null,10429879,null,21694,null,322786,null,10986,null,232519,null,9796,null,41144,null,4001,null,19255,null,3163,null,657595,null,16268,null,334997,null,10593,null,102640,null,5784,null,37512,null,4598,null,107565,null,6582,null,70766,null,4419,null,16514,null,2804,null,322598,null,13669,null,63642,null,6117,null,81468,null,6534,null,86718,null,8427,null,70755,null,5258,null,20015,null,3170,null,0400000US42,Pennsylvania,42
996158,null,751,null,862319,null,5815,null,766673,null,7299,null,47721,null,3607,null,39074,null,4000,null,6469,null,1516,null,2382,null,1377,null,133839,null,6043,null,62468,null,4064,null,13585,null,1680,null,16164,null,2208,null,25483,null,2877,null,5357,null,1202,null,1879,null,721,null,71371,null,5445,null,8829,null,1712,null,36076,null,3502,null,13621,null,2648,null,9022,null,1704,null,3823,null,1543,null,0400000US44,Rhode Island,44
4113842,null,2081,null,3926672,null,7236,null,3828969,null,7719,null,64511,null,4232,null,21807,null,2357,null,8218,null,1916,null,3167,null,1178,null,187170,null,6831,null,65942,null,5254,null,24274,null,2730,null,13707,null,2208,null,13949,null,2430,null,11384,null,1644,null,2628,null,1390,null,121228,null,5541,null,19455,null,2654,null,66997,null,4022,null,20053,null,3419,null,12493,null,2274,null,2230,null,916,null,0400000US45,South Carolina,45
740248,null,1039,null,725814,null,2226,null,689608,null,3337,null,8958,null,1512,null,13439,null,2211,null,1687,null,541,null,12122,null,1823,null,14434,null,2061,null,6218,null,1504,null,2332,null,696,null,379,null,259,null,1896,null,879,null,1159,null,471,null,452,null,534,null,8216,null,1603,null,1924,null,838,null,2708,null,1091,null,1229,null,747,null,1802,null,803,null,553,null,354,null,0400000US46,South Dakota,46
5750581,null,2490,null,5503621,null,9097,null,5370810,null,10397,null,81476,null,5025,null,34255,null,3762,null,11916,null,2278,null,5164,null,1554,null,246960,null,9381,null,77581,null,6243,null,25420,null,3034,null,11175,null,2136,null,16447,null,2915,null,17363,null,2122,null,7176,null,2272,null,169379,null,7899,null,18791,null,2550,null,97505,null,5583,null,22734,null,3846,null,21489,null,2769,null,8860,null,2378,null,0400000US47,Tennessee,47
21924924,null,4212,null,18125958,null,34405,null,14167476,null,32687,null,3681389,null,30653,null,150384,null,8091,null,98433,null,5487,null,28276,null,4393,null,3798966,null,35063,null,1180539,null,20388,null,166397,null,7584,null,647332,null,16336,null,116788,null,8862,null,211583,null,8360,null,38439,null,4636,null,2618427,null,31596,null,153217,null,7374,null,2092972,null,29283,null,148822,null,9145,null,174986,null,8316,null,48430,null,7100,null,0400000US48,Texas,48
2392633,null,1600,null,2179716,null,7565,null,2028191,null,9997,null,94854,null,5985,null,27795,null,3168,null,17233,null,2557,null,11643,null,1543,null,212917,null,7225,null,71209,null,4667,null,17455,null,2161,null,27145,null,3322,null,11290,null,2115,null,14397,null,1736,null,922,null,481,null,141708,null,6578,null,15305,null,2365,null,95925,null,5865,null,13751,null,2926,null,14548,null,2125,null,2179,null,943,null,0400000US49,Utah,49
588849,null,722,null,567643,null,2134,null,549195,null,2854,null,5402,null,1276,null,11586,null,1443,null,1047,null,554,null,413,null,319,null,21206,null,1956,null,11889,null,1071,null,5651,null,700,null,620,null,358,null,4118,null,857,null,1245,null,567,null,255,null,242,null,9317,null,1682,null,3829,null,992,null,472,null,301,null,3780,null,1012,null,1037,null,477,null,199,null,175,null,0400000US50,Vermont,50
7201765,null,3517,null,6415620,null,13958,null,6114339,null,15662,null,172828,null,8033,null,76442,null,5768,null,39793,null,3038,null,12218,null,2191,null,786145,null,13456,null,345319,null,11217,null,81434,null,5570,null,58422,null,5336,null,76135,null,7170,null,104856,null,5622,null,24472,null,3505,null,440826,null,15248,null,49744,null,4134,null,193131,null,8555,null,77138,null,7196,null,82262,null,6603,null,38551,null,6407,null,0400000US51,Virginia,51
6046464,null,2021,null,5261130,null,14885,null,4886682,null,15281,null,212354,null,7891,null,73544,null,5160,null,77139,null,4586,null,11411,null,2419,null,785334,null,14923,null,330949,null,8753,null,83893,null,5243,null,45233,null,4126,null,55621,null,5349,null,133860,null,5237,null,12342,null,2940,null,454385,null,13947,null,63449,null,4749,null,184877,null,9235,null,81550,null,7995,null,103905,null,6657,null,20604,null,4648,null,0400000US53,Washington,53
1707922,null,1406,null,1684997,null,2949,null,1660049,null,4064,null,14542,null,2141,null,8065,null,1390,null,1511,null,753,null,830,null,374,null,22925,null,2558,null,12733,null,1842,null,5308,null,1128,null,1352,null,595,null,3035,null,866,null,2119,null,757,null,919,null,615,null,10192,null,1767,null,3412,null,1072,null,2020,null,1003,null,1935,null,752,null,2624,null,1114,null,201,null,228,null,0400000US54,West Virginia,54
5245596,null,1650,null,4997090,null,9223,null,4766887,null,10161,null,129577,null,5520,null,68596,null,4026,null,22837,null,2380,null,9193,null,1982,null,248506,null,9072,null,102631,null,5999,null,32301,null,3009,null,20097,null,2911,null,25472,null,3047,null,21145,null,2745,null,3616,null,1470,null,145875,null,7014,null,17618,null,2307,null,74067,null,4591,null,26165,null,4249,null,25417,null,3226,null,2608,null,1049,null,0400000US55,Wisconsin,55
487399,null,1061,null,471622,null,2585,null,452632,null,3370,null,12180,null,1678,null,3874,null,992,null,597,null,484,null,2339,null,1098,null,15777,null,2693,null,6037,null,1524,null,2375,null,805,null,1852,null,715,null,1492,null,912,null,264,null,258,null,54,null,88,null,9740,null,2175,null,1973,null,719,null,6094,null,2010,null,782,null,504,null,891,null,518,null,0,null,259,null,0400000US56,Wyoming,56
3697190,null,0,*****,3588220,null,6593,null,168934,null,9794,null,3416931,null,11411,null,2178,null,584,null,177,null,177,null,0,null,283,null,108970,null,6592,null,42953,null,3474,null,2587,null,832,null,39316,null,3471,null,595,null,304,null,413,null,471,null,42,null,69,null,66017,null,5304,null,3173,null,1302,null,61575,null,5100,null,799,null,508,null,470,null,379,null,0,null,283,null,0400000US72,Puerto Rico,72
