B01001G_001E,B01001G_001EA,B01001G_001M,B01001G_001MA,B01001G_002E,B01001G_002EA,B01001G_002M,B01001G_002MA,B01001G_003E,B01001G_003EA,B01001G_003M,B01001G_003MA,B01001G_004E,B01001G_004EA,B01001G_004M,B01001G_004MA,B01001G_005E,B01001G_005EA,B01001G_005M,B01001G_005MA,B01001G_006E,B01001G_006EA,B01001G_006M,B01001G_006MA,B01001G_007E,B01001G_007EA,B01001G_007M,B01001G_007MA,B01001G_008E,B01001G_008EA,B01001G_008M,B01001G_008MA,B01001G_009E,B01001G_009EA,B01001G_009M,B01001G_009MA,B01001G_010E,B01001G_010EA,B01001G_010M,B01001G_010MA,B01001G_011E,B01001G_011EA,B01001G_011M,B01001G_011MA,B01001G_012E,B01001G_012EA,B01001G_012M,B01001G_012MA,B01001G_013E,B01001G_013EA,B01001G_013M,B01001G_013MA,B01001G_014E,B01001G_014EA,B01001G_014M,B01001G_014MA,B01001G_015E,B01001G_015EA,B01001G_015M,B01001G_015MA,B01001G_016E,B01001G_016EA,B01001G_016M,B01001G_016MA,B01001G_017E,B01001G_017EA,B01001G_017M,B01001G_017MA,B01001G_018E,B01001G_018EA,B01001G_018M,B01001G_018MA,B01001G_019E,B01001G_019EA,B01001G_019M,B01001G_019MA,B01001G_020E,B01001G_020EA,B01001G_020M,B01001G_020MA,B01001G_021E,B01001G_021EA,B01001G_021M,B01001G_021MA,B01001G_022E,B01001G_022EA,B01001G_022M,B01001G_022MA,B01001G_023E,B01001G_023EA,B01001G_023M,B01001G_023MA,B01001G_024E,B01001G_024EA,B01001G_024M,B01001G_024MA,B01001G_025E,B01001G_025EA,B01001G_025M,B01001G_025MA,B01001G_026E,B01001G_026EA,B01001G_026M,B01001G_026MA,B01001G_027E,B01001G_027EA,B01001G_027M,B01001G_027MA,B01001G_028E,B01001G_028EA,B01001G_028M,B01001G_028MA,B01001G_029E,B01001G_029EA,B01001G_029M,B01001G_029MA,B01001G_030E,B01001G_030EA,B01001G_030M,B01001G_030MA,B01001G_031E,B01001G_031EA,B01001G_031M,B01001G_031MA,GEO_ID,NAME,state
22408,null,3067,null,10976,null,1782,null,2196,null,819,null,1277,null,489,null,880,null,450,null,311,null,301,null,436,null,367,null,1255,null,661,null,695,null,564,null,469,null,300,null,880,null,430,null,1370,null,649,null,561,null,360,null,368,null,311,null,178,null,165,null,100,null,165,null,11432,null,1728,null,1501,null,643,null,1890,null,525,null,791,null,436,null,454,null,309,null,642,null,410,null,760,null,492,null,1089,null,563,null,670,null,430,null,1400,null,533,null,358,null,241,null,996,null,482,null,624,null,375,null,257,null,254,null,0,null,285,null,0400000US44,Rhode Island,44
53386,null,5638,null,25292,null,3061,null,4279,null,950,null,4463,null,1284,null,2485,null,835,null,1549,null,661,null,1361,null,737,null,2242,null,810,null,1990,null,828,null,736,null,499,null,1963,null,671,null,2415,null,736,null,930,null,425,null,666,null,320,null,105,null,149,null,108,null,188,null,28094,null,3900,null,5130,null,1385,null,4039,null,1135,null,3425,null,1615,null,2120,null,718,null,1563,null,618,null,2439,null,1124,null,1957,null,753,null,758,null,501,null,1613,null,633,null,2250,null,680,null,1387,null,498,null,675,null,322,null,412,null,289,null,326,null,286,null,0400000US45,South Carolina,45
14547,null,2384,null,7251,null,1499,null,1450,null,642,null,1252,null,514,null,791,null,569,null,330,null,291,null,415,null,378,null,600,null,355,null,459,null,385,null,407,null,364,null,479,null,325,null,519,null,329,null,240,null,206,null,309,null,221,null,0,null,221,null,0,null,221,null,7296,null,1512,null,1118,null,507,null,730,null,385,null,979,null,379,null,719,null,452,null,185,null,214,null,1073,null,682,null,630,null,469,null,414,null,292,null,320,null,225,null,383,null,293,null,654,null,511,null,77,null,88,null,0,null,221,null,14,null,28,null,0400000US46,South Dakota,46
79059,null,6108,null,41155,null,3963,null,6527,null,1289,null,6850,null,1655,null,5415,null,1283,null,2855,null,782,null,695,null,361,null,3004,null,984,null,2258,null,738,null,2630,null,980,null,3038,null,778,null,3100,null,896,null,2965,null,756,null,1226,null,622,null,499,null,296,null,93,null,100,null,37904,null,3280,null,6038,null,1262,null,5651,null,1392,null,4053,null,1053,null,1827,null,823,null,1473,null,676,null,2806,null,1085,null,2191,null,661,null,1547,null,653,null,3645,null,959,null,3456,null,948,null,2017,null,632,null,1599,null,683,null,1110,null,444,null,491,null,288,null,0400000US47,Tennessee,47
442877,null,16627,null,228055,null,9830,null,38982,null,4008,null,32035,null,2851,null,27727,null,2833,null,13012,null,2038,null,7666,null,1614,null,18419,null,2494,null,16046,null,2646,null,11512,null,1634,null,23027,null,2569,null,18411,null,2195,null,10462,null,1272,null,6957,null,1480,null,2906,null,916,null,893,null,470,null,214822,null,9461,null,37256,null,3342,null,28482,null,2891,null,24212,null,3044,null,13228,null,1760,null,8397,null,1488,null,13279,null,1750,null,12604,null,1938,null,13257,null,2018,null,19956,null,2018,null,19671,null,1944,null,13090,null,1579,null,6093,null,1116,null,4098,null,1051,null,1199,null,467,null,0400000US48,Texas,48
52523,null,4528,null,26814,null,2799,null,5585,null,1174,null,4143,null,1146,null,4644,null,1209,null,2282,null,791,null,569,null,294,null,1954,null,578,null,1937,null,620,null,1844,null,759,null,1461,null,570,null,1076,null,550,null,907,null,433,null,332,null,284,null,80,null,91,null,0,null,261,null,25709,null,2767,null,6335,null,1272,null,3810,null,1034,null,4160,null,1232,null,2118,null,704,null,1097,null,458,null,1575,null,585,null,1368,null,563,null,1207,null,534,null,1710,null,640,null,1058,null,518,null,750,null,388,null,328,null,225,null,193,null,144,null,0,null,261,null,0400000US49,Utah,49
9995,null,1288,null,4080,null,769,null,638,null,348,null,450,null,334,null,423,null,206,null,303,null,238,null,115,null,146,null,114,null,129,null,358,null,220,null,457,null,260,null,504,null,288,null,443,null,320,null,139,null,136,null,52,null,73,null,59,null,68,null,25,null,42,null,5915,null,1080,null,816,null,388,null,812,null,498,null,497,null,324,null,371,null,298,null,244,null,201,null,1027,null,491,null,102,null,106,null,288,null,215,null,369,null,246,null,421,null,259,null,664,null,386,null,182,null,173,null,122,null,129,null,0,null,208,null,0400000US50,Vermont,50
154163,null,8890,null,79859,null,5236,null,14850,null,1938,null,12688,null,1701,null,9871,null,1774,null,5545,null,1187,null,3640,null,1192,null,6315,null,1597,null,5418,null,1547,null,4563,null,1387,null,5731,null,1276,null,5614,null,1184,null,3610,null,852,null,1411,null,637,null,557,null,373,null,46,null,82,null,74304,null,4993,null,11192,null,1859,null,10774,null,1891,null,8033,null,1375,null,4740,null,1054,null,3735,null,1039,null,5641,null,1491,null,3977,null,1011,null,4451,null,1137,null,6569,null,1517,null,6731,null,1537,null,4234,null,1054,null,1767,null,577,null,2007,null,754,null,453,null,310,null,0400000US51,Virginia,51
234360,null,9711,null,118531,null,5870,null,19616,null,2294,null,15959,null,2073,null,13709,null,1783,null,9126,null,1194,null,5204,null,1320,null,10409,null,2038,null,8644,null,1655,null,5315,null,1070,null,11633,null,1704,null,9694,null,1668,null,6189,null,1136,null,1585,null,533,null,1448,null,659,null,0,null,269,null,115829,null,6392,null,17019,null,1568,null,15293,null,1730,null,13334,null,1774,null,6917,null,1266,null,5623,null,1230,null,10249,null,1455,null,8535,null,1704,null,6634,null,1677,null,10050,null,1595,null,11117,null,1750,null,6951,null,1092,null,2709,null,854,null,1250,null,413,null,148,null,164,null,0400000US53,Washington,53
20589,null,2381,null,9026,null,1437,null,1495,null,566,null,1052,null,475,null,1131,null,713,null,900,null,400,null,292,null,230,null,217,null,197,null,582,null,559,null,587,null,331,null,682,null,382,null,752,null,366,null,1018,null,554,null,230,null,174,null,88,null,98,null,0,null,265,null,11563,null,1723,null,1325,null,666,null,1521,null,735,null,1199,null,658,null,536,null,272,null,388,null,268,null,798,null,584,null,1198,null,587,null,519,null,284,null,1797,null,653,null,790,null,343,null,916,null,410,null,189,null,206,null,278,null,175,null,109,null,109,null,0400000US54,West Virginia,54
76891,null,5221,null,41114,null,3567,null,8224,null,1262,null,7103,null,1504,null,5188,null,1192,null,2920,null,757,null,1532,null,454,null,2967,null,807,null,2960,null,831,null,1246,null,552,null,3058,null,861,null,3261,null,984,null,1586,null,515,null,593,null,270,null,403,null,236,null,73,null,85,null,35777,null,2857,null,5998,null,1109,null,6458,null,1166,null,4390,null,891,null,3388,null,993,null,2022,null,713,null,2286,null,819,null,1920,null,664,null,1502,null,560,null,2730,null,587,null,2546,null,693,null,839,null,408,null,1056,null,507,null,548,null,267,null,94,null,96,null,0400000US55,Wisconsin,55
14679,null,2170,null,7061,null,1328,null,941,null,498,null,1649,null,777,null,669,null,373,null,431,null,225,null,613,null,664,null,267,null,338,null,453,null,371,null,83,null,136,null,624,null,411,null,712,null,511,null,488,null,307,null,103,null,139,null,28,null,37,null,0,null,259,null,7618,null,1475,null,1538,null,915,null,542,null,369,null,845,null,520,null,755,null,637,null,140,null,141,null,1069,null,696,null,441,null,316,null,246,null,322,null,781,null,537,null,516,null,277,null,470,null,554,null,118,null,149,null,157,null,150,null,0,null,259,null,0400000US56,Wyoming,56
171754,null,8994,null,84837,null,5052,null,5753,null,1127,null,6241,null,1269,null,7279,null,1331,null,4353,null,919,null,2226,null,633,null,6694,null,1543,null,7529,null,1329,null,6503,null,1203,null,12130,null,1921,null,10196,null,1583,null,8736,null,1267,null,4168,null,800,null,2045,null,610,null,984,null,435,null,86917,null,5609,null,5082,null,1160,null,4801,null,1254,null,7940,null,1483,null,3939,null,958,null,2666,null,882,null,5074,null,1251,null,7822,null,1369,null,6566,null,1355,null,13896,null,1849,null,9841,null,1361,null,9481,null,1147,null,6319,null,1244,null,2324,null,738,null,1166,null,496,null,0400000US72,Puerto Rico,72
