C16010_001E,C16010_001EA,C16010_001M,C16010_001MA,C16010_002E,C16010_002EA,C16010_002M,C16010_002MA,C16010_003E,C16010_003EA,C16010_003M,C16010_003MA,C16010_004E,C16010_004EA,C16010_004M,C16010_004MA,C16010_005E,C16010_005EA,C16010_005M,C16010_005MA,C16010_006E,C16010_006EA,C16010_006M,C16010_006MA,C16010_007E,C16010_007EA,C16010_007M,C16010_007MA,C16010_008E,C16010_008EA,C16010_008M,C16010_008MA,C16010_009E,C16010_009EA,C16010_009M,C16010_009MA,C16010_010E,C16010_010EA,C16010_010M,C16010_010MA,C16010_011E,C16010_011EA,C16010_011M,C16010_011MA,C16010_012E,C16010_012EA,C16010_012M,C16010_012MA,C16010_013E,C16010_013EA,C16010_013M,C16010_013MA,C16010_014E,C16010_014EA,C16010_014M,C16010_014MA,C16010_015E,C16010_015EA,C16010_015M,C16010_015MA,C16010_016E,C16010_016EA,C16010_016M,C16010_016MA,C16010_017E,C16010_017EA,C16010_017M,C16010_017MA,C16010_018E,C16010_018EA,C16010_018M,C16010_018MA,C16010_019E,C16010_019EA,C16010_019M,C16010_019MA,C16010_020E,C16010_020EA,C16010_020M,C16010_020MA,C16010_021E,C16010_021EA,C16010_021M,C16010_021MA,C16010_022E,C16010_022EA,C16010_022M,C16010_022MA,C16010_023E,C16010_023EA,C16010_023M,C16010_023MA,C16010_024E,C16010_024EA,C16010_024M,C16010_024MA,C16010_025E,C16010_025EA,C16010_025M,C16010_025MA,C16010_026E,C16010_026EA,C16010_026M,C16010_026MA,C16010_027E,C16010_027EA,C16010_027M,C16010_027MA,C16010_028E,C16010_028EA,C16010_028M,C16010_028MA,C16010_029E,C16010_029EA,C16010_029M,C16010_029MA,C16010_030E,C16010_030EA,C16010_030M,C16010_030MA,C16010_031E,C16010_031EA,C16010_031M,C16010_031MA,C16010_032E,C16010_032EA,C16010_032M,C16010_032MA,C16010_033E,C16010_033EA,C16010_033M,C16010_033MA,C16010_034E,C16010_034EA,C16010_034M,C16010_034MA,C16010_035E,C16010_035EA,C16010_035M,C16010_035MA,C16010_036E,C16010_036EA,C16010_036M,C16010_036MA,C16010_037E,C16010_037EA,C16010_037M,C16010_037MA,GEO_ID,NAME,state
5850926,null,2476,null,759696,null,14756,null,322466,null,10278,null,133975,null,5966,null,139304,null,7652,null,49187,null,4311,null,437230,null,9403,null,264316,null,7538,null,94827,null,5316,null,78087,null,4754,null,1822803,null,20409,null,1123685,null,15807,null,806613,null,13821,null,203313,null,8596,null,113759,null,7210,null,699118,null,11316,null,558495,null,10025,null,73968,null,4160,null,66655,null,4083,null,1287211,null,19045,null,950410,null,17869,null,732429,null,14809,null,117946,null,5812,null,100035,null,5750,null,336801,null,8592,null,265810,null,6747,null,29749,null,3294,null,41242,null,3023,null,1981216,null,19499,null,1555380,null,16893,null,1118363,null,15114,null,100479,null,5143,null,336538,null,10236,null,425836,null,9877,null,310323,null,8172,null,19332,null,2120,null,96181,null,5386,null,0400000US34,New Jersey,34
1267808,null,4066,null,224925,null,8210,null,94949,null,7113,null,25827,null,3444,null,62564,null,5732,null,6558,null,1542,null,129976,null,4984,null,41253,null,2533,null,71043,null,3866,null,17680,null,2127,null,364480,null,7736,null,213207,null,7856,null,125823,null,6308,null,67446,null,4377,null,19938,null,2686,null,151273,null,5698,null,92895,null,4130,null,46881,null,3355,null,11497,null,1735,null,364096,null,9589,null,249859,null,8612,null,175593,null,7543,null,55378,null,4302,null,18888,null,2480,null,114237,null,4799,null,82851,null,4454,null,23965,null,2339,null,7421,null,1382,null,314307,null,7952,null,229623,null,6519,null,181101,null,6562,null,35722,null,3217,null,12800,null,1610,null,84684,null,3993,null,68561,null,3413,null,11755,null,1753,null,4368,null,1217,null,0400000US35,New Mexico,35
12900108,null,5073,null,2057353,null,21792,null,839582,null,17086,null,340324,null,9873,null,334342,null,10997,null,164916,null,7757,null,1217771,null,15435,null,652123,null,9755,null,315483,null,8772,null,250165,null,8163,null,3793882,null,30616,null,2220825,null,25407,null,1591233,null,21353,null,340610,null,12012,null,288982,null,10483,null,1573057,null,17912,null,1212043,null,17466,null,162847,null,6249,null,198167,null,7758,null,2958889,null,27670,null,2115844,null,21951,null,1632354,null,19645,null,252380,null,8019,null,231110,null,8937,null,843045,null,14648,null,655455,null,11553,null,82627,null,4779,null,104963,null,5392,null,4089984,null,30189,null,3180412,null,24933,null,2390827,null,21011,null,222596,null,7343,null,566989,null,12234,null,909572,null,14647,null,655201,null,13359,null,48604,null,3467,null,205767,null,8237,null,0400000US36,New York,36
5959907,null,8004,null,1013687,null,17482,null,443996,null,12879,null,314254,null,12031,null,116523,null,5672,null,13219,null,1925,null,569691,null,12465,null,521672,null,10945,null,35426,null,3587,null,12593,null,2298,null,1766873,null,18850,null,1112864,null,14877,null,1022745,null,15116,null,67427,null,3878,null,22692,null,2772,null,654009,null,12591,null,626831,null,12193,null,15414,null,1996,null,11764,null,1818,null,1652259,null,19679,null,1189970,null,16145,null,1118946,null,15576,null,42283,null,3639,null,28741,null,3018,null,462289,null,9569,null,437726,null,9194,null,11517,null,1646,null,13046,null,2155,null,1527088,null,18543,null,1166872,null,16802,null,1060489,null,15626,null,37974,null,3751,null,68409,null,4799,null,360216,null,10080,null,331306,null,9164,null,8558,null,1944,null,20352,null,2114,null,0400000US37,North Carolina,37
413331,null,1920,null,45599,null,2428,null,14738,null,1647,null,13129,null,1516,null,200,null,172,null,1409,null,498,null,30861,null,1675,null,26560,null,1601,null,480,null,323,null,3821,null,727,null,117971,null,3656,null,75254,null,2878,null,71661,null,2868,null,477,null,407,null,3116,null,1001,null,42717,null,1967,null,39679,null,1839,null,349,null,400,null,2689,null,582,null,143570,null,4679,null,110034,null,4221,null,106080,null,4041,null,1341,null,586,null,2613,null,616,null,33536,null,1777,null,31604,null,1692,null,340,null,377,null,1592,null,436,null,106191,null,3603,null,87961,null,3271,null,83907,null,3340,null,756,null,393,null,3298,null,767,null,18230,null,1644,null,16408,null,1514,null,200,null,179,null,1622,null,670,null,0400000US38,North Dakota,38
7627615,null,4824,null,987542,null,14368,null,355355,null,8881,null,308909,null,8761,null,23111,null,2573,null,23335,null,2664,null,632187,null,11978,null,578107,null,11233,null,16716,null,1702,null,37364,null,3724,null,2805856,null,24393,null,1701483,null,20595,null,1637460,null,19968,null,25161,null,2500,null,38862,null,4435,null,1104373,null,15055,null,1062472,null,14924,null,12662,null,1740,null,29239,null,2761,null,1998913,null,18065,null,1462169,null,15445,null,1397197,null,15829,null,24023,null,2386,null,40949,null,3430,null,536744,null,9389,null,509321,null,9026,null,7534,null,1201,null,19889,null,1960,null,1835304,null,19141,null,1432509,null,16195,null,1315255,null,15844,null,24131,null,2455,null,93123,null,4259,null,402795,null,9184,null,364649,null,8803,null,5542,null,969,null,32604,null,2774,null,0400000US39,Ohio,39
2340504,null,4886,null,355195,null,9510,null,142165,null,5733,null,102832,null,5171,null,35258,null,2904,null,4075,null,1039,null,213030,null,6867,null,187731,null,6381,null,18346,null,1688,null,6953,null,1135,null,773538,null,13402,null,461904,null,11442,null,429767,null,10690,null,22185,null,2298,null,9952,null,1680,null,311634,null,6788,null,298223,null,6454,null,7118,null,1391,null,6293,null,1240,null,678661,null,11153,null,471372,null,9762,null,445963,null,9603,null,12797,null,1693,null,12612,null,1816,null,207289,null,6608,null,197443,null,6473,null,4927,null,1094,null,4919,null,1126,null,533110,null,10325,null,400157,null,8770,null,373333,null,8473,null,8571,null,1695,null,18253,null,2267,null,132953,null,4405,null,125038,null,4237,null,2070,null,717,null,5845,null,1346,null,0400000US40,Oklahoma,40
2547452,null,3444,null,304779,null,9057,null,159679,null,6875,null,76351,null,4750,null,73524,null,4966,null,9804,null,1935,null,145100,null,6636,null,112202,null,5911,null,21589,null,2533,null,11309,null,1789,null,697165,null,12170,null,412183,null,9233,null,363662,null,9336,null,33796,null,4031,null,14725,null,2603,null,284982,null,7943,null,263062,null,7191,null,11234,null,1766,null,10686,null,1554,null,824686,null,11765,null,559833,null,10665,null,514949,null,10683,null,20564,null,2393,null,24320,null,2926,null,264853,null,7154,null,248199,null,6890,null,5718,null,1088,null,10936,null,1722,null,720822,null,12332,null,529151,null,10961,null,467459,null,10112,null,18554,null,2450,null,43138,null,3336,null,191671,null,6827,null,171452,null,6316,null,4843,null,1018,null,15376,null,2243,null,0400000US41,Oregon,41
8436765,null,3851,null,1113266,null,14908,null,372014,null,9494,null,283663,null,7416,null,44240,null,4284,null,44111,null,3865,null,741252,null,10792,null,623649,null,9307,null,51748,null,3986,null,65855,null,3921,null,3240835,null,22099,null,1916762,null,19321,null,1802096,null,19107,null,52774,null,4413,null,61892,null,4946,null,1324073,null,15137,null,1247478,null,14870,null,26687,null,2797,null,49908,null,3857,null,1903405,null,17700,null,1383921,null,16283,null,1288381,null,16518,null,41766,null,4086,null,53774,null,3395,null,519484,null,11065,null,478593,null,10699,null,15404,null,1906,null,25487,null,2351,null,2179259,null,21558,null,1697526,null,18040,null,1522481,null,16941,null,35270,null,3388,null,139775,null,5568,null,481733,null,9521,null,428962,null,9053,null,9034,null,1437,null,43737,null,3350,null,0400000US42,Pennsylvania,42
710152,null,1552,null,120959,null,6197,null,50056,null,4711,null,22525,null,2420,null,16115,null,2750,null,11416,null,1919,null,70903,null,4222,null,46147,null,3709,null,7739,null,1271,null,17017,null,2610,null,205846,null,6834,null,126935,null,5466,null,99321,null,5171,null,13874,null,2289,null,13740,null,2000,null,78911,null,4825,null,66039,null,4178,null,5040,null,1143,null,7832,null,1387,null,171713,null,6279,null,127881,null,5345,null,109313,null,4793,null,8841,null,1630,null,9727,null,1563,null,43832,null,3137,null,38596,null,2967,null,2313,null,874,null,2923,null,722,null,211634,null,6584,null,166397,null,6096,null,145313,null,6143,null,7474,null,1703,null,13610,null,2065,null,45237,null,4039,null,39783,null,3616,null,892,null,498,null,4562,null,1080,null,0400000US44,Rhode Island,44
2909779,null,4368,null,522147,null,11354,null,201645,null,8891,null,172890,null,8116,null,23968,null,2751,null,4787,null,1320,null,320502,null,7865,null,307844,null,7715,null,7541,null,1523,null,5117,null,1237,null,954015,null,15611,null,595283,null,13776,null,567986,null,13690,null,17974,null,2106,null,9323,null,1597,null,358732,null,8597,null,346317,null,8727,null,6719,null,1032,null,5696,null,1299,null,751268,null,13116,null,530927,null,12156,null,506791,null,11536,null,12580,null,1796,null,11556,null,2086,null,220341,null,7599,null,210380,null,7478,null,4882,null,1088,null,5079,null,1176,null,682349,null,12799,null,507720,null,10107,null,473958,null,8907,null,12657,null,1867,null,21105,null,2185,null,174629,null,5696,null,162821,null,5882,null,3373,null,916,null,8435,null,1467,null,0400000US45,South Carolina,45
512902,null,2229,null,60534,null,3740,null,24260,null,2597,null,20610,null,2352,null,1297,null,474,null,2353,null,867,null,36274,null,2468,null,30056,null,2137,null,607,null,339,null,5611,null,1087,null,172858,null,5176,null,118820,null,4918,null,113512,null,4708,null,878,null,354,null,4430,null,1244,null,54038,null,2632,null,50624,null,2616,null,354,null,230,null,3060,null,709,null,151403,null,4649,null,112792,null,4260,null,108941,null,4204,null,731,null,379,null,3120,null,772,null,38611,null,2677,null,36615,null,2702,null,416,null,272,null,1580,null,446,null,128107,null,4672,null,102683,null,4187,null,98079,null,4101,null,1310,null,547,null,3294,null,755,null,25424,null,1978,null,23491,null,1846,null,151,null,161,null,1782,null,482,null,0400000US46,South Dakota,46
4122693,null,4841,null,767964,null,11171,null,293948,null,8242,null,246724,null,8301,null,38910,null,2599,null,8314,null,1684,null,474016,null,9792,null,454967,null,9712,null,11430,null,1703,null,7619,null,1371,null,1412303,null,14448,null,882594,null,12886,null,846764,null,12821,null,20523,null,2819,null,15307,null,2255,null,529709,null,9740,null,513670,null,9883,null,8712,null,1491,null,7327,null,1474,null,1043139,null,15683,null,750003,null,13514,null,724317,null,13441,null,13331,null,2150,null,12355,null,1877,null,293136,null,8773,null,281248,null,8741,null,5440,null,1305,null,6448,null,1260,null,899287,null,14474,null,696116,null,11608,null,646586,null,12071,null,14615,null,2058,null,34915,null,2598,null,203171,null,7014,null,189079,null,6575,null,3748,null,978,null,10344,null,1583,null,0400000US47,Tennessee,47
14836320,null,9725,null,3097315,null,27032,null,1575149,null,22471,null,416486,null,13654,null,1115326,null,17207,null,43337,null,3729,null,1522166,null,17657,null,672318,null,12888,null,792971,null,12239,null,56877,null,3312,null,4023210,null,31549,null,2559195,null,27002,null,1697887,null,19832,null,777243,null,16608,null,84065,null,5162,null,1464015,null,19796,null,1088542,null,15931,null,319547,null,9156,null,55926,null,4602,null,3982870,null,31937,null,2854838,null,28400,null,2190236,null,24623,null,561790,null,13738,null,102812,null,5793,null,1128032,null,15356,null,905651,null,12991,null,172440,null,7961,null,49941,null,3549,null,3732925,null,29978,null,2893835,null,24764,null,2239755,null,22271,null,372925,null,11599,null,281155,null,9653,null,839090,null,14122,null,658290,null,12323,null,88212,null,4992,null,92588,null,4189,null,0400000US48,Texas,48
1495759,null,2806,null,146928,null,6262,null,81532,null,4882,null,41697,null,3145,null,34346,null,3343,null,5489,null,1055,null,65396,null,3760,null,45278,null,3011,null,14744,null,1736,null,5374,null,1132,null,398932,null,9416,null,262423,null,8468,null,224394,null,7915,null,26820,null,3397,null,11209,null,2098,null,136509,null,5126,null,121707,null,4714,null,8456,null,1442,null,6346,null,1212,null,520499,null,9286,null,368783,null,8565,null,333546,null,8047,null,21246,null,2480,null,13991,null,1824,null,151716,null,4654,null,140956,null,4644,null,4920,null,1074,null,5840,null,1300,null,429400,null,8838,null,319766,null,7811,null,276677,null,7542,null,18026,null,2085,null,25063,null,2726,null,109634,null,4147,null,97572,null,3619,null,3761,null,807,null,8301,null,1652,null,0400000US49,Utah,49
427339,null,1270,null,41498,null,2768,null,16246,null,1985,null,15237,null,1915,null,145,null,113,null,864,null,352,null,25252,null,1829,null,23401,null,1853,null,224,null,193,null,1627,null,469,null,139139,null,4327,null,94338,null,3788,null,91962,null,3934,null,562,null,373,null,1814,null,496,null,44801,null,2388,null,43291,null,2287,null,193,null,169,null,1317,null,386,null,102961,null,3666,null,78433,null,3259,null,75113,null,3266,null,1004,null,485,null,2316,null,652,null,24528,null,1976,null,23152,null,1932,null,160,null,180,null,1216,null,464,null,143741,null,4724,null,113272,null,4274,null,105516,null,4264,null,1041,null,427,null,6715,null,1126,null,30469,null,1928,null,28843,null,1864,null,490,null,287,null,1136,null,455,null,0400000US50,Vermont,50
5104681,null,7807,null,722008,null,15130,null,308107,null,11119,null,219447,null,8921,null,67379,null,5277,null,21281,null,3174,null,413901,null,10225,null,372983,null,9716,null,19753,null,2811,null,21165,null,2491,null,1390436,null,17692,null,886682,null,15304,null,782507,null,13895,null,53675,null,4308,null,50500,null,4411,null,503754,null,11313,null,466574,null,10713,null,13274,null,2231,null,23906,null,2823,null,1278990,null,18497,null,944659,null,17516,null,842106,null,16439,null,43132,null,3707,null,59421,null,4778,null,334331,null,7470,null,302927,null,6995,null,10101,null,1590,null,21303,null,2750,null,1713247,null,18342,null,1347103,null,15812,null,1127009,null,14587,null,57931,null,4339,null,162163,null,6345,null,366144,null,7848,null,310108,null,6862,null,10754,null,1688,null,45282,null,3580,null,0400000US51,Virginia,51
4327936,null,3777,null,462296,null,11291,null,223058,null,7086,null,111089,null,6070,null,83046,null,4543,null,28923,null,3355,null,239238,null,9051,null,169212,null,8046,null,34913,null,2790,null,35113,null,3145,null,1107575,null,17002,null,666252,null,13452,null,564598,null,12525,null,47060,null,4251,null,54594,null,4704,null,441323,null,9775,null,394220,null,8770,null,12337,null,1534,null,34766,null,2931,null,1448053,null,16253,null,1004813,null,12244,null,894494,null,12084,null,40027,null,4046,null,70292,null,4392,null,443240,null,9698,null,400296,null,8638,null,10147,null,1589,null,32797,null,3342,null,1310012,null,14546,null,989489,null,12441,null,837401,null,10746,null,31645,null,3261,null,120443,null,5185,null,320523,null,8573,null,271094,null,7656,null,7651,null,1653,null,41778,null,3599,null,0400000US53,Washington,53
1261455,null,3056,null,237363,null,6711,null,63925,null,4659,null,62335,null,4537,null,905,null,483,null,685,null,495,null,173438,null,5538,null,171882,null,5479,null,769,null,399,null,787,null,383,null,517789,null,8634,null,280497,null,7826,null,277927,null,8006,null,1215,null,516,null,1355,null,570,null,237292,null,6409,null,234829,null,6384,null,1204,null,486,null,1259,null,474,null,287908,null,8003,null,191533,null,6553,null,188009,null,6513,null,1599,null,568,null,1925,null,684,null,96375,null,4994,null,94091,null,4988,null,924,null,426,null,1360,null,573,null,218395,null,7509,null,163269,null,6436,null,154748,null,6424,null,2731,null,851,null,5790,null,1219,null,55126,null,3501,null,52121,null,3234,null,523,null,292,null,2482,null,807,null,0400000US54,West Virginia,54
3727260,null,3677,null,409869,null,8804,null,171085,null,6110,null,126223,null,5439,null,33312,null,2703,null,11550,null,1539,null,238784,null,7400,null,205133,null,6388,null,15732,null,2225,null,17919,null,1968,null,1300021,null,12705,null,825468,null,10985,null,781193,null,10420,null,29271,null,2599,null,15004,null,2176,null,474553,null,7425,null,454538,null,7272,null,7873,null,1424,null,12142,null,1694,null,1070745,null,11106,null,813025,null,11105,null,775447,null,10375,null,17409,null,2357,null,20169,null,1777,null,257720,null,7032,null,242562,null,6371,null,5349,null,1283,null,9809,null,1824,null,946625,null,11722,null,747351,null,10836,null,689266,null,11382,null,17574,null,2151,null,40511,null,3192,null,199274,null,5907,null,183226,null,5809,null,3979,null,987,null,12069,null,1726,null,0400000US55,Wisconsin,55
342256,null,2204,null,30227,null,3080,null,15793,null,2226,null,12643,null,2083,null,2754,null,1020,null,396,null,390,null,14434,null,1790,null,13127,null,1731,null,1217,null,440,null,90,null,78,null,108983,null,4863,null,72667,null,4040,null,69779,null,4012,null,2028,null,625,null,860,null,518,null,36316,null,2549,null,34577,null,2488,null,1299,null,482,null,440,null,286,null,123120,null,4014,null,92818,null,3766,null,88474,null,3695,null,1836,null,560,null,2508,null,817,null,30302,null,2480,null,28614,null,2387,null,555,null,260,null,1133,null,764,null,79926,null,4336,null,62494,null,3927,null,58225,null,3646,null,2439,null,1180,null,1830,null,628,null,17432,null,1942,null,16760,null,1933,null,306,null,229,null,366,null,317,null,0400000US56,Wyoming,56
2539282,null,1870,null,854142,null,13359,null,194673,null,7349,null,8742,null,1300,null,185741,null,7385,null,190,null,158,null,659469,null,11574,null,39615,null,3219,null,619436,null,11501,null,418,null,346,null,652285,null,10731,null,314009,null,8605,null,10865,null,1577,null,302881,null,8493,null,263,null,393,null,338276,null,8823,null,17717,null,1750,null,320271,null,8829,null,288,null,206,null,493592,null,11754,null,313335,null,8805,null,14022,null,2288,null,299313,null,8667,null,0,null,283,null,180257,null,7020,null,13424,null,1762,null,166652,null,6910,null,181,null,183,null,539263,null,11463,null,395007,null,9043,null,16774,null,1976,null,376626,null,8618,null,1607,null,563,null,144256,null,6016,null,9721,null,1465,null,133882,null,5597,null,653,null,396,null,0400000US72,Puerto Rico,72
