B21001H_001E,B21001H_001EA,B21001H_001M,B21001H_001MA,B21001H_002E,B21001H_002EA,B21001H_002M,B21001H_002MA,B21001H_003E,B21001H_003EA,B21001H_003M,B21001H_003MA,B21001H_004E,B21001H_004EA,B21001H_004M,B21001H_004MA,B21001H_005E,B21001H_005EA,B21001H_005M,B21001H_005MA,B21001H_006E,B21001H_006EA,B21001H_006M,B21001H_006MA,B21001H_007E,B21001H_007EA,B21001H_007M,B21001H_007MA,B21001H_008E,B21001H_008EA,B21001H_008M,B21001H_008MA,B21001H_009E,B21001H_009EA,B21001H_009M,B21001H_009MA,B21001H_010E,B21001H_010EA,B21001H_010M,B21001H_010MA,B21001H_011E,B21001H_011EA,B21001H_011M,B21001H_011MA,B21001H_012E,B21001H_012EA,B21001H_012M,B21001H_012MA,B21001H_013E,B21001H_013EA,B21001H_013M,B21001H_013MA,B21001H_014E,B21001H_014EA,B21001H_014M,B21001H_014MA,B21001H_015E,B21001H_015EA,B21001H_015M,B21001H_015MA,B21001H_016E,B21001H_016EA,B21001H_016M,B21001H_016MA,B21001H_017E,B21001H_017EA,B21001H_017M,B21001H_017MA,B21001H_018E,B21001H_018EA,B21001H_018M,B21001H_018MA,B21001H_019E,B21001H_019EA,B21001H_019M,B21001H_019MA,B21001H_020E,B21001H_020EA,B21001H_020M,B21001H_020MA,B21001H_021E,B21001H_021EA,B21001H_021M,B21001H_021MA,B21001H_022E,B21001H_022EA,B21001H_022M,B21001H_022MA,B21001H_023E,B21001H_023EA,B21001H_023M,B21001H_023MA,B21001H_024E,B21001H_024EA,B21001H_024M,B21001H_024MA,B21001H_025E,B21001H_025EA,B21001H_025M,B21001H_025MA,B21001H_026E,B21001H_026EA,B21001H_026M,B21001H_026MA,B21001H_027E,B21001H_027EA,B21001H_027M,B21001H_027MA,B21001H_028E,B21001H_028EA,B21001H_028M,B21001H_028MA,B21001H_029E,B21001H_029EA,B21001H_029M,B21001H_029MA,B21001H_030E,B21001H_030EA,B21001H_030M,B21001H_030MA,B21001H_031E,B21001H_031EA,B21001H_031M,B21001H_031MA,B21001H_032E,B21001H_032EA,B21001H_032M,B21001H_032MA,B21001H_033E,B21001H_033EA,B21001H_033M,B21001H_033MA,GEO_ID,NAME,state
957586,null,1217,null,472633,null,984,null,150260,null,1016,null,10008,null,1825,null,140252,null,1668,null,172897,null,841,null,29901,null,2339,null,142996,null,2369,null,74235,null,145,null,28945,null,1810,null,45290,null,1795,null,42335,null,267,null,21394,null,1341,null,20941,null,1335,null,32906,null,227,null,23500,null,1131,null,9406,null,1142,null,484953,null,518,null,143726,null,580,null,1659,null,761,null,142067,null,783,null,175625,null,647,null,4014,null,1127,null,171611,null,1115,null,74885,null,114,null,1208,null,432,null,73677,null,451,null,44202,null,299,null,597,null,301,null,43605,null,395,null,46515,null,298,null,840,null,375,null,45675,null,485,null,0400000US16,Idaho,16
6555227,null,3325,null,3165122,null,2414,null,906361,null,1992,null,36055,null,2752,null,870306,null,3304,null,1254773,null,1263,null,123224,null,4796,null,1131549,null,4951,null,490928,null,486,null,178447,null,4069,null,312481,null,4029,null,278667,null,697,null,127112,null,3029,null,151555,null,2980,null,234393,null,520,null,162726,null,2913,null,71667,null,2893,null,3390105,null,1829,null,883289,null,1174,null,6845,null,1264,null,876444,null,1782,null,1258911,null,1001,null,12855,null,1614,null,1246056,null,1839,null,511689,null,643,null,4513,null,930,null,507176,null,1116,null,328580,null,911,null,2342,null,738,null,326238,null,1162,null,407636,null,1013,null,5727,null,949,null,401909,null,1469,null,0400000US17,Illinois,17
4057357,null,2387,null,1963396,null,1793,null,586881,null,1110,null,24889,null,2894,null,561992,null,3103,null,773948,null,981,null,105915,null,4353,null,668033,null,4473,null,300839,null,504,null,121809,null,4251,null,179030,null,4301,null,170642,null,479,null,77631,null,2699,null,93011,null,2772,null,131086,null,465,null,90481,null,2328,null,40605,null,2329,null,2093961,null,1366,null,573326,null,1344,null,2628,null,636,null,570698,null,1557,null,777395,null,782,null,10666,null,1219,null,766729,null,1295,null,317185,null,250,null,2858,null,797,null,314327,null,854,null,199706,null,179,null,2057,null,642,null,197649,null,701,null,226349,null,341,null,2707,null,784,null,223642,null,854,null,0400000US18,Indiana,18
2099486,null,1393,null,1015407,null,1060,null,296584,null,1023,null,13830,null,1299,null,282754,null,1488,null,383757,null,870,null,51000,null,2983,null,332757,null,3020,null,157984,null,161,null,63931,null,2422,null,94053,null,2431,null,93512,null,214,null,44409,null,1732,null,49103,null,1723,null,83570,null,206,null,56607,null,1760,null,26963,null,1735,null,1084079,null,831,null,288421,null,894,null,2419,null,781,null,286002,null,1246,null,384930,null,594,null,4987,null,971,null,379943,null,1064,null,161439,null,190,null,1777,null,625,null,159662,null,649,null,107206,null,107,null,932,null,454,null,106274,null,461,null,142083,null,131,null,1596,null,501,null,140487,null,502,null,0400000US19,Iowa,19
1719824,null,1582,null,829720,null,1506,null,246750,null,1278,null,14764,null,2429,null,231986,null,2700,null,315579,null,998,null,43119,null,2744,null,272460,null,3153,null,129783,null,163,null,54950,null,2287,null,74833,null,2290,null,72355,null,399,null,35922,null,1869,null,36433,null,1839,null,65253,null,407,null,45231,null,1305,null,20022,null,1322,null,890104,null,481,null,242139,null,921,null,1746,null,561,null,240393,null,1076,null,322879,null,973,null,6784,null,1347,null,316095,null,1481,null,131962,null,182,null,1599,null,550,null,130363,null,569,null,84916,null,305,null,672,null,363,null,84244,null,459,null,108208,null,327,null,1435,null,518,null,106773,null,546,null,0400000US20,Kansas,20
2879585,null,1980,null,1379990,null,1692,null,408708,null,1598,null,20138,null,2555,null,388570,null,2921,null,540151,null,1343,null,73957,null,3182,null,466194,null,3387,null,217551,null,311,null,79044,null,3587,null,138507,null,3624,null,127784,null,868,null,57373,null,2450,null,70411,null,2605,null,85796,null,914,null,57192,null,1735,null,28604,null,1818,null,1499595,null,828,null,412901,null,986,null,4717,null,1319,null,408184,null,1648,null,556542,null,1011,null,7599,null,1419,null,548943,null,1772,null,232128,null,179,null,2302,null,665,null,229826,null,680,null,149084,null,612,null,1410,null,540,null,147674,null,808,null,148940,null,635,null,1723,null,587,null,147217,null,761,null,0400000US21,Kentucky,21
2072726,null,1421,null,998434,null,1357,null,297343,null,1473,null,18685,null,2140,null,278658,null,2548,null,381181,null,1438,null,42864,null,3311,null,338317,null,3788,null,156874,null,230,null,59013,null,2825,null,97861,null,2846,null,92734,null,399,null,46089,null,2250,null,46645,null,2280,null,70302,null,396,null,50593,null,1740,null,19709,null,1705,null,1074292,null,506,null,299091,null,1008,null,2863,null,828,null,296228,null,1345,null,386407,null,942,null,5135,null,1035,null,381272,null,1357,null,165708,null,94,null,1084,null,409,null,164624,null,420,null,107801,null,43,null,867,null,309,null,106934,null,314,null,115285,null,121,null,2069,null,630,null,113216,null,645,null,0400000US22,Louisiana,22
991110,null,1688,null,475345,null,1134,null,119860,null,940,null,7561,null,1845,null,112299,null,2058,null,190409,null,656,null,33084,null,2590,null,157325,null,2497,null,83103,null,418,null,35204,null,1931,null,47899,null,1846,null,45825,null,85,null,24897,null,1219,null,20928,null,1224,null,36148,null,56,null,28184,null,839,null,7964,null,845,null,515765,null,1146,null,121458,null,703,null,2019,null,751,null,119439,null,959,null,199984,null,541,null,4699,null,1135,null,195285,null,1169,null,85067,null,332,null,850,null,344,null,84217,null,444,null,51518,null,27,null,1362,null,443,null,50156,null,443,null,57738,null,434,null,765,null,374,null,56973,null,603,null,0400000US23,Maine,23
2539404,null,3591,null,1216830,null,2269,null,323504,null,1186,null,22031,null,2649,null,301473,null,2862,null,487569,null,1955,null,66093,null,3955,null,421476,null,4655,null,203138,null,296,null,75291,null,2858,null,127847,null,2845,null,112566,null,4,null,57105,null,2395,null,55461,null,2395,null,90053,null,267,null,66698,null,1863,null,23355,null,1809,null,1322574,null,1908,null,325739,null,1058,null,5407,null,1430,null,320332,null,1738,null,507954,null,1027,null,12174,null,1677,null,495780,null,2050,null,211373,null,484,null,3009,null,666,null,208364,null,844,null,129459,null,291,null,1032,null,433,null,128427,null,541,null,148049,null,134,null,3296,null,830,null,144753,null,830,null,0400000US24,Maryland,24
4066386,null,4970,null,1931106,null,3174,null,524513,null,2273,null,17554,null,2267,null,506959,null,3258,null,779659,null,2307,null,75538,null,4133,null,704121,null,5065,null,308488,null,540,null,100209,null,4125,null,208279,null,4225,null,168554,null,404,null,82998,null,2999,null,85556,null,2927,null,149892,null,409,null,108765,null,2505,null,41127,null,2450,null,2135280,null,3140,null,529541,null,1773,null,3570,null,1238,null,525971,null,2269,null,809851,null,2029,null,8476,null,1486,null,801375,null,2584,null,331474,null,584,null,2930,null,709,null,328544,null,917,null,201234,null,383,null,2330,null,662,null,198904,null,840,null,263180,null,224,null,6320,null,1089,null,256860,null,1118,null,0400000US25,Massachusetts,25
6066325,null,1897,null,2959610,null,1330,null,832053,null,998,null,31944,null,2929,null,800109,null,3182,null,1183270,null,1021,null,137243,null,5154,null,1046027,null,5287,null,471830,null,390,null,180621,null,4571,null,291209,null,4645,null,262693,null,102,null,121825,null,3468,null,140868,null,3470,null,209764,null,6,null,146008,null,2737,null,63756,null,2738,null,3106715,null,996,null,805185,null,679,null,4756,null,978,null,800429,null,1241,null,1176423,null,619,null,15109,null,1826,null,1161314,null,1961,null,484633,null,554,null,3865,null,705,null,480768,null,860,null,299934,null,100,null,3756,null,752,null,296178,null,772,null,340540,null,130,null,3995,null,897,null,336545,null,913,null,0400000US26,Michigan,26
3465174,null,1396,null,1696409,null,899,null,492626,null,680,null,19198,null,2143,null,473428,null,2340,null,685041,null,519,null,82876,null,3675,null,602165,null,3657,null,259615,null,180,null,107042,null,2835,null,152573,null,2816,null,141597,null,149,null,72575,null,2166,null,69022,null,2183,null,117530,null,154,null,82123,null,1693,null,35407,null,1698,null,1768765,null,870,null,476678,null,736,null,3147,null,697,null,473531,null,1042,null,678567,null,388,null,10473,null,1523,null,668094,null,1572,null,263799,null,171,null,3067,null,710,null,260732,null,721,null,158446,null,42,null,1000,null,300,null,157446,null,297,null,191275,null,173,null,2930,null,699,null,188345,null,722,null,0400000US27,Minnesota,27
1322572,null,1358,null,634841,null,1166,null,181378,null,1657,null,10290,null,1681,null,171088,null,2309,null,238628,null,1619,null,36166,null,2631,null,202462,null,2972,null,103875,null,404,null,39473,null,2367,null,64402,null,2351,null,66175,null,1069,null,32088,null,2135,null,34087,null,2016,null,44785,null,1065,null,31413,null,1873,null,13372,null,1735,null,687731,null,801,null,179182,null,1394,null,1368,null,657,null,177814,null,1638,null,242016,null,1422,null,3483,null,948,null,238533,null,1602,null,109775,null,351,null,1506,null,580,null,108269,null,675,null,75140,null,678,null,613,null,360,null,74527,null,770,null,81618,null,742,null,1027,null,424,null,80591,null,873,null,0400000US28,Mississippi,28
3730039,null,2276,null,1795503,null,1936,null,524433,null,1914,null,24938,null,2755,null,499495,null,3051,null,694838,null,1611,null,99212,null,3948,null,595626,null,4424,null,278144,null,376,null,120712,null,3669,null,157432,null,3702,null,166837,null,265,null,87109,null,2703,null,79728,null,2707,null,131251,null,359,null,95960,null,2494,null,35291,null,2491,null,1934536,null,1224,null,520666,null,1098,null,4820,null,932,null,515846,null,1459,null,705928,null,605,null,11026,null,1324,null,694902,null,1466,null,296699,null,180,null,3820,null,916,null,292879,null,966,null,191074,null,502,null,1253,null,348,null,189821,null,619,null,220169,null,493,null,2372,null,650,null,217797,null,827,null,0400000US29,Missouri,29
664044,null,609,null,329194,null,524,null,93086,null,639,null,6736,null,1476,null,86350,null,1634,null,121128,null,588,null,20331,null,1986,null,100797,null,2121,null,57875,null,14,null,26905,null,1680,null,30970,null,1680,null,31574,null,9,null,17591,null,1116,null,13983,null,1114,null,25531,null,10,null,17625,null,881,null,7906,null,882,null,334850,null,229,null,86050,null,466,null,1182,null,511,null,84868,null,718,null,123710,null,425,null,3396,null,840,null,120314,null,1002,null,55504,null,19,null,1277,null,512,null,54227,null,512,null,32791,null,11,null,285,null,215,null,32506,null,216,null,36795,null,13,null,726,null,387,null,36069,null,388,null,0400000US30,Montana,30
1152813,null,1671,null,557397,null,1367,null,168008,null,1227,null,11296,null,1644,null,156712,null,2082,null,209447,null,981,null,28777,null,2053,null,180670,null,2301,null,85897,null,223,null,34361,null,1615,null,51536,null,1639,null,49456,null,175,null,24676,null,1084,null,24780,null,1106,null,44589,null,176,null,31333,null,1186,null,13256,null,1158,null,595416,null,693,null,164226,null,747,null,2193,null,1145,null,162033,null,1371,null,212949,null,575,null,3614,null,844,null,209335,null,1026,null,87711,null,179,null,964,null,407,null,86747,null,437,null,56641,null,214,null,736,null,315,null,55905,null,400,null,73889,null,165,null,1054,null,399,null,72835,null,446,null,0400000US31,Nebraska,31
1181910,null,1183,null,595852,null,1007,null,150302,null,1860,null,10495,null,2234,null,139807,null,2630,null,233877,null,2073,null,46959,null,3183,null,186918,null,3769,null,106542,null,146,null,50957,null,2541,null,55585,null,2528,null,61733,null,337,null,35037,null,1834,null,26696,null,1835,null,43398,null,246,null,33972,null,1219,null,9426,null,1195,null,586058,null,647,null,145573,null,1151,null,2193,null,932,null,143380,null,1366,null,219510,null,1076,null,7498,null,1218,null,212012,null,1621,null,104729,null,420,null,1891,null,535,null,102838,null,663,null,62266,null,349,null,766,null,466,null,61500,null,568,null,53980,null,366,null,1380,null,512,null,52600,null,609,null,0400000US32,Nevada,32
957441,null,1406,null,465115,null,964,null,122618,null,598,null,6103,null,1447,null,116515,null,1579,null,197033,null,614,null,28242,null,2113,null,168791,null,2082,null,76280,null,173,null,31925,null,1977,null,44355,null,1990,null,39164,null,253,null,22394,null,1330,null,16770,null,1330,null,30020,null,253,null,22727,null,991,null,7293,null,991,null,492326,null,583,null,122158,null,473,null,1292,null,722,null,120866,null,852,null,199946,null,352,null,3504,null,986,null,196442,null,1098,null,77879,null,253,null,1153,null,522,null,76726,null,522,null,43635,null,253,null,878,null,344,null,42757,null,344,null,48708,null,253,null,1439,null,599,null,47269,null,599,null,0400000US33,New Hampshire,33
4237617,null,3825,null,2028105,null,2586,null,489689,null,1808,null,15999,null,2169,null,473690,null,2894,null,840144,null,1200,null,54970,null,3131,null,785174,null,3356,null,334824,null,296,null,108633,null,4168,null,226191,null,4159,null,190467,null,112,null,86667,null,3320,null,103800,null,3297,null,172981,null,290,null,122047,null,2369,null,50934,null,2349,null,2209512,null,1953,null,477402,null,900,null,1707,null,603,null,475695,null,1157,null,854230,null,1211,null,5698,null,1178,null,848532,null,1812,null,355711,null,465,null,2215,null,703,null,353496,null,797,null,227028,null,413,null,1713,null,691,null,225315,null,812,null,295141,null,259,null,4058,null,978,null,291083,null,988,null,0400000US34,New Jersey,34
676111,null,1396,null,325214,null,1136,null,79167,null,1426,null,7383,null,1351,null,71784,null,1571,null,117324,null,1250,null,24837,null,2516,null,92487,null,2722,null,61292,null,406,null,25283,null,1873,null,36009,null,1910,null,36967,null,700,null,20710,null,1403,null,16257,null,1440,null,30464,null,657,null,23548,null,1206,null,6916,null,1072,null,350897,null,742,null,77558,null,1375,null,1568,null,638,null,75990,null,1412,null,124542,null,1372,null,3621,null,926,null,120921,null,1663,null,64987,null,512,null,1438,null,573,null,63549,null,780,null,40224,null,385,null,712,null,363,null,39512,null,490,null,43586,null,441,null,982,null,464,null,42604,null,597,null,0400000US35,New Mexico,35
9236186,null,5717,null,4426575,null,3741,null,1201323,null,2286,null,39782,null,3246,null,1161541,null,3917,null,1730712,null,2220,null,143058,null,5327,null,1587654,null,5609,null,709296,null,636,null,219811,null,5698,null,489485,null,5682,null,412140,null,554,null,178139,null,4269,null,234001,null,4197,null,373104,null,330,null,239776,null,3643,null,133328,null,3622,null,4809611,null,3049,null,1196619,null,1754,null,7709,null,1514,null,1188910,null,2182,null,1746739,null,1612,null,15754,null,1969,null,1730985,null,2668,null,758575,null,756,null,4954,null,946,null,753621,null,1176,null,486500,null,1105,null,3073,null,678,null,483427,null,1339,null,621178,null,687,null,7069,null,1124,null,614109,null,1267,null,0400000US36,New York,36
4751181,null,4559,null,2255449,null,3909,null,603766,null,3556,null,34514,null,3541,null,569252,null,4013,null,895718,null,2289,null,127853,null,6319,null,767865,null,6748,null,380732,null,399,null,152621,null,4974,null,228111,null,4941,null,218315,null,862,null,103746,null,3331,null,114569,null,3436,null,156918,null,673,null,110128,null,2413,null,46790,null,2431,null,2495732,null,2628,null,637400,null,2802,null,7610,null,1665,null,629790,null,3353,null,929008,null,1894,null,17141,null,2021,null,911867,null,2561,null,410279,null,329,null,4719,null,872,null,405560,null,918,null,257929,null,995,null,2268,null,621,null,255661,null,1303,null,261116,null,952,null,3136,null,827,null,257980,null,1317,null,0400000US37,North Carolina,37
452434,null,956,null,223622,null,1003,null,72315,null,904,null,3738,null,980,null,68577,null,1366,null,79040,null,428,null,11327,null,1402,null,67713,null,1471,null,33823,null,14,null,14149,null,1009,null,19674,null,1009,null,19364,null,18,null,8483,null,687,null,10881,null,686,null,19080,null,9,null,10539,null,767,null,8541,null,766,null,228812,null,320,null,65700,null,363,null,836,null,434,null,64864,null,600,null,78807,null,227,null,1366,null,439,null,77441,null,480,null,32279,null,23,null,256,null,171,null,32023,null,173,null,21779,null,44,null,577,null,379,null,21202,null,382,null,30247,null,9,null,488,null,209,null,29759,null,209,null,0400000US38,North Dakota,38
