C17001A_001E,C17001A_001EA,C17001A_001M,C17001A_001MA,C17001A_002E,C17001A_002EA,C17001A_002M,C17001A_002MA,C17001A_003E,C17001A_003EA,C17001A_003M,C17001A_003MA,C17001A_004E,C17001A_004EA,C17001A_004M,C17001A_004MA,C17001A_005E,C17001A_005EA,C17001A_005M,C17001A_005MA,C17001A_006E,C17001A_006EA,C17001A_006M,C17001A_006MA,C17001A_007E,C17001A_007EA,C17001A_007M,C17001A_007MA,C17001A_008E,C17001A_008EA,C17001A_008M,C17001A_008MA,C17001A_009E,C17001A_009EA,C17001A_009M,C17001A_009MA,C17001A_010E,C17001A_010EA,C17001A_010M,C17001A_010MA,C17001A_011E,C17001A_011EA,C17001A_011M,C17001A_011MA,C17001A_012E,C17001A_012EA,C17001A_012M,C17001A_012MA,C17001A_013E,C17001A_013EA,C17001A_013M,C17001A_013MA,C17001A_014E,C17001A_014EA,C17001A_014M,C17001A_014MA,C17001A_015E,C17001A_015EA,C17001A_015M,C17001A_015MA,C17001A_016E,C17001A_016EA,C17001A_016M,C17001A_016MA,C17001A_017E,C17001A_017EA,C17001A_017M,C17001A_017MA,C17001A_018E,C17001A_018EA,C17001A_018M,C17001A_018MA,C17001A_019E,C17001A_019EA,C17001A_019M,C17001A_019MA,GEO_ID,NAME,state
5786316,null,15120,null,558245,null,19556,null,245205,null,11159,null,86760,null,6368,null,140057,null,7874,null,18388,null,1850,null,313040,null,12751,null,75806,null,7435,null,191832,null,7061,null,45402,null,3395,null,5228071,null,21912,null,2615128,null,14208,null,629862,null,7592,null,1706452,null,10649,null,278814,null,2523,null,2612943,null,15007,null,598343,null,7715,null,1660675,null,9064,null,353925,null,3606,null,0400000US13,Georgia,13
329175,null,4090,null,28934,null,4432,null,15449,null,2955,null,3806,null,1546,null,11026,null,2223,null,617,null,354,null,13485,null,2464,null,2255,null,1013,null,9860,null,1761,null,1370,null,540,null,300241,null,4993,null,160475,null,3692,null,26734,null,1883,null,113701,null,3185,null,20040,null,472,null,139766,null,2627,null,25779,null,1348,null,93624,null,2078,null,20363,null,700,null,0400000US15,Hawaii,15
1355236,null,4914,null,152568,null,8594,null,64774,null,5073,null,26992,null,3309,null,34412,null,2698,null,3370,null,839,null,87794,null,5121,null,25010,null,2920,null,53611,null,3106,null,9173,null,1383,null,1202668,null,8742,null,613633,null,5602,null,157421,null,3197,null,385641,null,3299,null,70571,null,1061,null,589035,null,5376,null,149108,null,3284,null,361933,null,3254,null,77994,null,1501,null,0400000US16,Idaho,16
8848801,null,18796,null,717832,null,22949,null,314519,null,12285,null,99074,null,6180,null,192278,null,7349,null,23167,null,2239,null,403313,null,13405,null,93513,null,6205,null,252885,null,8174,null,56915,null,3189,null,8130969,null,26162,null,4054465,null,15061,null,927022,null,7769,null,2641698,null,10218,null,485745,null,3012,null,4076504,null,15846,null,878981,null,7346,null,2550702,null,10170,null,646821,null,4374,null,0400000US17,Illinois,17
5275656,null,9979,null,551238,null,14691,null,234782,null,8987,null,90194,null,5471,null,131146,null,6325,null,13442,null,1542,null,316456,null,9670,null,84226,null,5616,null,195654,null,6007,null,36576,null,2501,null,4724418,null,18983,null,2363409,null,11479,null,556234,null,6358,null,1527821,null,7157,null,279354,null,2139,null,2361009,null,11230,null,524625,null,6907,null,1473588,null,6762,null,362796,null,2826,null,0400000US18,Indiana,18
2672206,null,6619,null,261260,null,12648,null,111206,null,7200,null,33852,null,3778,null,68981,null,4294,null,8373,null,1183,null,150054,null,6989,null,34286,null,3152,null,94160,null,4671,null,21608,null,1651,null,2410946,null,14039,null,1204546,null,7863,null,283217,null,3887,null,759611,null,5173,null,161718,null,1382,null,1206400,null,8166,null,264638,null,3849,null,734189,null,5209,null,207573,null,1787,null,0400000US19,Iowa,19
2305241,null,6600,null,216919,null,11409,null,97494,null,6488,null,31966,null,3394,null,59244,null,4345,null,6284,null,949,null,119425,null,6383,null,31976,null,3746,null,71204,null,3840,null,16245,null,1306,null,2088322,null,11740,null,1039802,null,6846,null,249568,null,3806,null,664181,null,5022,null,126053,null,1455,null,1048520,null,7003,null,237275,null,3835,null,649274,null,4312,null,161971,null,1696,null,0400000US20,Kansas,20
3683032,null,5450,null,581664,null,20160,null,249726,null,11447,null,87892,null,5839,null,142005,null,7235,null,19829,null,2003,null,331938,null,11522,null,88310,null,5304,null,203982,null,7616,null,39646,null,2905,null,3101368,null,19983,null,1546618,null,11286,null,345407,null,5742,null,1012967,null,7876,null,188244,null,2364,null,1554750,null,11825,null,319410,null,5719,null,993408,null,7553,null,241932,null,2864,null,0400000US21,Kentucky,21
2694311,null,6071,null,306767,null,13309,null,125875,null,7121,null,43794,null,4095,null,71544,null,4704,null,10537,null,1604,null,180892,null,8727,null,38398,null,4086,null,118294,null,6182,null,24200,null,2215,null,2387544,null,14005,null,1191753,null,8172,null,263514,null,5125,null,776615,null,4988,null,151624,null,1773,null,1195791,null,8845,null,255631,null,4214,null,748390,null,6375,null,191770,null,2659,null,0400000US22,Louisiana,22
1223111,null,3609,null,138175,null,7635,null,58592,null,4171,null,17632,null,2288,null,36669,null,3312,null,4291,null,797,null,79583,null,5310,null,17448,null,2239,null,49931,null,3678,null,12204,null,1488,null,1084936,null,8120,null,537851,null,4403,null,111194,null,2676,null,350056,null,3477,null,76601,null,834,null,547085,null,5912,null,103191,null,2729,null,353264,null,4157,null,90630,null,1482,null,0400000US23,Maine,23
3335011,null,10636,null,196012,null,10276,null,74800,null,6079,null,21859,null,2830,null,45412,null,4241,null,7529,null,1065,null,121212,null,6388,null,22965,null,3148,null,77232,null,4404,null,21015,null,2147,null,3138999,null,14604,null,1552801,null,7969,null,349903,null,3741,null,1009174,null,5911,null,193724,null,1523,null,1586198,null,9168,null,334527,null,4715,null,1001170,null,5823,null,250501,null,2482,null,0400000US24,Maryland,24
5163875,null,13174,null,397060,null,16905,null,166739,null,9688,null,47792,null,4082,null,98634,null,6847,null,20313,null,2253,null,230321,null,9392,null,49262,null,4428,null,139746,null,6716,null,41313,null,3320,null,4766815,null,18744,null,2334328,null,11239,null,511611,null,5491,null,1532165,null,7623,null,290552,null,2643,null,2432487,null,11422,null,481653,null,4996,null,1557188,null,8421,null,393646,null,3396,null,0400000US25,Massachusetts,25
7833120,null,8959,null,825704,null,22728,null,366181,null,14113,null,121367,null,6919,null,223598,null,8644,null,21216,null,1913,null,459523,null,11840,null,113061,null,5890,null,293616,null,7681,null,52846,null,2595,null,7007416,null,21988,null,3504967,null,13725,null,791335,null,6800,null,2269957,null,8648,null,443675,null,2344,null,3502449,null,12298,null,749651,null,6513,null,2189574,null,7874,null,563224,null,3157,null,0400000US26,Michigan,26
4462883,null,6424,null,336454,null,12452,null,144185,null,7209,null,42566,null,3641,null,89482,null,4895,null,12137,null,1258,null,192269,null,7689,null,39805,null,3496,null,119829,null,4785,null,32635,null,2232,null,4126429,null,13570,null,2075103,null,7750,null,476883,null,3878,null,1359620,null,5733,null,238600,null,1478,null,2051326,null,8390,null,454444,null,3848,null,1303486,null,5791,null,293396,null,2494,null,0400000US27,Minnesota,27
1694151,null,4194,null,187038,null,11861,null,79766,null,6404,null,23850,null,3551,null,47896,null,3269,null,8020,null,1640,null,107272,null,6830,null,28070,null,3638,null,64461,null,4554,null,14741,null,1598,null,1507113,null,12852,null,750773,null,7561,null,175136,null,4650,null,475483,null,3875,null,100154,null,2053,null,756340,null,7378,null,159379,null,4349,null,463962,null,4674,null,132999,null,1932,null,0400000US28,Mississippi,28
4801377,null,6613,null,520461,null,17041,null,223059,null,10055,null,76137,null,5907,null,130061,null,6400,null,16861,null,2123,null,297402,null,9534,null,78536,null,4886,null,178374,null,6320,null,40492,null,2729,null,4280916,null,16832,null,2123750,null,10647,null,487742,null,6040,null,1362453,null,6935,null,273555,null,2363,null,2157166,null,9718,null,463193,null,5321,null,1348686,null,6743,null,345287,null,2694,null,0400000US29,Missouri,29
837571,null,2448,null,101614,null,6657,null,47448,null,3847,null,14653,null,1778,null,29056,null,2905,null,3739,null,873,null,54166,null,4034,null,12553,null,1824,null,34133,null,2668,null,7480,null,1299,null,735957,null,6275,null,373564,null,3922,null,80157,null,2020,null,241824,null,3085,null,51583,null,946,null,362393,null,4085,null,74104,null,2108,null,230549,null,2770,null,57740,null,1452,null,0400000US30,Montana,30
1535371,null,4773,null,143779,null,7221,null,61596,null,3932,null,21204,null,2175,null,35832,null,2980,null,4560,null,858,null,82183,null,5201,null,19861,null,2437,null,50038,null,3299,null,12284,null,1236,null,1391592,null,7787,null,699612,null,4871,null,168658,null,2724,null,444907,null,3777,null,86047,null,1122,null,691980,null,5473,null,160013,null,2575,null,423773,null,3525,null,108194,null,1426,null,0400000US31,Nebraska,31
1873382,null,14145,null,173274,null,11397,null,74661,null,6168,null,26172,null,3627,null,43348,null,4437,null,5141,null,1313,null,98613,null,7609,null,30060,null,4086,null,59457,null,4625,null,9096,null,1509,null,1700108,null,15293,null,877546,null,8911,null,198811,null,5546,null,571924,null,5834,null,106811,null,1713,null,822562,null,8965,null,188142,null,5249,null,521997,null,5033,null,112423,null,1635,null,0400000US32,Nevada,32
1209101,null,3266,null,82856,null,7058,null,37732,null,3981,null,12784,null,2413,null,21352,null,2403,null,3596,null,897,null,45124,null,4361,null,9770,null,2072,null,29018,null,2851,null,6336,null,1211,null,1126245,null,7642,null,558444,null,4601,null,125900,null,2591,null,369477,null,2624,null,63067,null,1020,null,567801,null,4505,null,120726,null,2457,null,367572,null,2775,null,79503,null,1413,null,0400000US33,New Hampshire,33
5932073,null,18526,null,354055,null,16185,null,145344,null,9155,null,48767,null,5245,null,78460,null,5632,null,18117,null,2335,null,208711,null,10260,null,44131,null,4683,null,118669,null,6991,null,45911,null,3620,null,5578018,null,23845,null,2753015,null,14608,null,623504,null,6954,null,1774372,null,10301,null,355139,null,3103,null,2825003,null,13190,null,589995,null,6638,null,1755481,null,8517,null,479527,null,4170,null,0400000US34,New Jersey,34
1329534,null,11716,null,217048,null,11868,null,95164,null,6232,null,37546,null,3343,null,49224,null,4062,null,8394,null,1468,null,121884,null,7390,null,34708,null,3610,null,72268,null,4956,null,14908,null,1957,null,1112486,null,13960,null,556521,null,8283,null,121405,null,4457,null,355271,null,5525,null,79845,null,2086,null,555965,null,8489,null,109820,null,4123,null,350123,null,6274,null,96022,null,2328,null,0400000US35,New Mexico,35
12415804,null,32757,null,1213434,null,24772,null,531963,null,13619,null,173296,null,7287,null,304557,null,9874,null,54110,null,3362,null,681471,null,17570,null,166855,null,8310,null,393164,null,11706,null,121452,null,5398,null,11202370,null,38174,null,5535391,null,22411,null,1155587,null,9365,null,3627218,null,17294,null,752586,null,4473,null,5666979,null,21451,null,1096398,null,8309,null,3585971,null,14946,null,984610,null,6279,null,0400000US36,New York,36
6176239,null,14419,null,622479,null,20134,null,262847,null,9819,null,85395,null,5726,null,158391,null,7108,null,19061,null,2031,null,359632,null,13141,null,82276,null,5835,null,225087,null,8983,null,52269,null,2898,null,5553760,null,25555,null,2742142,null,12994,null,619960,null,6931,null,1774439,null,8996,null,347743,null,2347,null,2811618,null,16091,null,586324,null,7509,null,1779761,null,9750,null,445533,null,3169,null,0400000US37,North Carolina,37
556997,null,1313,null,55404,null,4220,null,23041,null,2212,null,5630,null,1035,null,14141,null,1860,null,3270,null,534,null,32363,null,2713,null,5754,null,1242,null,19763,null,1965,null,6846,null,860,null,501593,null,4341,null,257074,null,2640,null,55686,null,1282,null,168325,null,2040,null,33063,null,689,null,244519,null,2739,null,52314,null,1332,null,152387,null,2050,null,39818,null,934,null,0400000US38,North Dakota,38
9389777,null,7851,null,977027,null,23269,null,409699,null,12567,null,137707,null,6992,null,245892,null,8932,null,26100,null,2290,null,567328,null,14911,null,148619,null,7214,null,350472,null,9949,null,68237,null,3471,null,8412750,null,25093,null,4175680,null,13433,null,956183,null,7373,null,2689439,null,9242,null,530058,null,3058,null,4237070,null,15618,null,895758,null,7725,null,2645890,null,10131,null,695422,null,3985,null,0400000US39,Ohio,39
2628893,null,8033,null,349805,null,14172,null,145423,null,7280,null,50792,null,3825,null,84564,null,4608,null,10067,null,1383,null,204382,null,9143,null,55993,null,4523,null,123898,null,5523,null,24491,null,2131,null,2279088,null,13207,null,1144400,null,7690,null,256926,null,4156,null,728030,null,5298,null,159444,null,1587,null,1134688,null,8397,null,229964,null,4577,null,705079,null,5449,null,199645,null,2536,null,0400000US40,Oklahoma,40
3155840,null,10141,null,371677,null,17658,null,164905,null,9312,null,51283,null,4827,null,102606,null,6233,null,11016,null,1782,null,206772,null,10357,null,50968,null,5177,null,131937,null,5702,null,23867,null,2387,null,2784163,null,16203,null,1389591,null,9302,null,292837,null,4746,null,909360,null,6907,null,187394,null,2278,null,1394572,null,10214,null,278564,null,4939,null,889998,null,5914,null,226010,null,2644,null,0400000US41,Oregon,41
10087662,null,11507,null,898087,null,23231,null,374733,null,13679,null,118924,null,6639,null,220792,null,9999,null,35017,null,2400,null,523354,null,14048,null,116351,null,6167,null,318967,null,9581,null,88036,null,3663,null,9189575,null,24874,null,4543551,null,14904,null,972206,null,7148,null,2924315,null,9998,null,647030,null,3332,null,4646024,null,15260,null,919044,null,6652,null,2862435,null,10876,null,864545,null,4087,null,0400000US42,Pennsylvania,42
843266,null,5508,null,76104,null,7977,null,32534,null,4323,null,9587,null,2191,null,18857,null,2920,null,4090,null,1059,null,43570,null,4957,null,10161,null,2607,null,26151,null,2890,null,7258,null,1205,null,767162,null,8187,null,375477,null,4795,null,77811,null,2158,null,249094,null,3627,null,48572,null,1386,null,391685,null,5389,null,73180,null,2620,null,249654,null,3414,null,68851,null,1574,null,0400000US44,Rhode Island,44
2891175,null,5511,null,288161,null,11760,null,123037,null,5783,null,39557,null,2935,null,73400,null,4483,null,10080,null,1522,null,165124,null,8340,null,39468,null,4465,null,101182,null,5453,null,24474,null,2123,null,2603014,null,11558,null,1295915,null,6179,null,286085,null,2920,null,831745,null,4813,null,178085,null,1732,null,1307099,null,8065,null,267888,null,4386,null,821149,null,5521,null,218062,null,2262,null,0400000US45,South Carolina,45
672757,null,2333,null,63425,null,5036,null,28528,null,3011,null,8194,null,1905,null,16928,null,1933,null,3406,null,587,null,34897,null,3064,null,7734,null,1403,null,19237,null,2084,null,7926,null,1007,null,609332,null,5385,null,306983,null,3742,null,71035,null,2174,null,194539,null,2352,null,41409,null,934,null,302349,null,3192,null,67584,null,1919,null,185812,null,2261,null,48953,null,1243,null,0400000US46,South Dakota,46
4757564,null,8587,null,608719,null,21109,null,261933,null,11818,null,88919,null,6765,null,151542,null,7756,null,21472,null,2114,null,346786,null,12011,null,92532,null,6548,null,207743,null,7720,null,46511,null,2935,null,4148845,null,22543,null,2065317,null,12542,null,447606,null,6922,null,1351431,null,8625,null,266280,null,2386,null,2083528,null,12847,null,423885,null,6873,null,1323237,null,8315,null,336406,null,3288,null,0400000US47,Tennessee,47
16415526,null,50609,null,2302152,null,43127,null,1006513,null,21915,null,429675,null,13821,null,514562,null,13419,null,62276,null,3323,null,1295639,null,27694,null,435062,null,14873,null,733879,null,16683,null,126698,null,6168,null,14113374,null,57420,null,7121163,null,30910,null,1765063,null,15412,null,4598791,null,21840,null,757309,null,4607,null,6992211,null,33144,null,1670424,null,16607,null,4380473,null,20087,null,941314,null,7769,null,0400000US48,Texas,48
2347668,null,7727,null,207062,null,11976,null,92041,null,5985,null,34852,null,3709,null,52815,null,4278,null,4374,null,868,null,115021,null,7475,null,35084,null,4145,null,70630,null,4833,null,9307,null,1334,null,2140606,null,12430,null,1088950,null,6744,null,328178,null,4025,null,667608,null,4616,null,93164,null,1122,null,1051656,null,7913,null,307780,null,4524,null,633724,null,5075,null,110152,null,1467,null,0400000US49,Utah,49
577896,null,1286,null,55104,null,5115,null,23528,null,2906,null,7118,null,1237,null,14877,null,2135,null,1533,null,447,null,31576,null,3099,null,6915,null,1453,null,20197,null,1946,null,4464,null,859,null,522792,null,5268,null,261045,null,3039,null,54821,null,1380,null,172764,null,2268,null,33460,null,519,null,261747,null,3286,null,51813,null,1483,null,170023,null,2097,null,39911,null,955,null,0400000US50,Vermont,50
5276922,null,11895,null,400967,null,16497,null,164762,null,8547,null,49024,null,4164,null,101711,null,6021,null,14027,null,1831,null,236205,null,10244,null,50592,null,5072,null,149250,null,6192,null,36363,null,2787,null,4875955,null,19860,null,2427567,null,11879,null,550368,null,6165,null,1587914,null,8995,null,289285,null,2548,null,2448388,null,12386,null,514561,null,5576,null,1569507,null,7747,null,364320,null,3855,null,0400000US51,Virginia,51
5121089,null,12995,null,513153,null,16838,null,227883,null,10139,null,70486,null,5401,null,143193,null,7292,null,14204,null,1574,null,285270,null,9752,null,72214,null,4698,null,181925,null,6388,null,31131,null,2410,null,4607936,null,19202,null,2316010,null,11796,null,511339,null,6007,null,1524815,null,8669,null,279856,null,1902,null,2291926,null,10787,null,472842,null,5633,null,1480984,null,7144,null,338100,null,2690,null,0400000US53,Washington,53
1671014,null,2678,null,273929,null,11107,null,122319,null,6201,null,41027,null,3154,null,73329,null,3991,null,7963,null,1171,null,151610,null,7059,null,35631,null,3399,null,97873,null,5403,null,18106,null,1749,null,1397085,null,11346,null,693363,null,6599,null,138300,null,3650,null,450449,null,4237,null,104614,null,1392,null,703722,null,7268,null,135841,null,3691,null,438405,null,5404,null,129476,null,1815,null,0400000US54,West Virginia,54
4769871,null,6545,null,408413,null,15374,null,176141,null,7422,null,52342,null,3729,null,107030,null,5521,null,16769,null,1545,null,232272,null,9425,null,50568,null,4763,null,146927,null,5916,null,34777,null,2600,null,4361458,null,15696,null,2190750,null,7615,null,485047,null,3934,null,1432909,null,6220,null,272794,null,1774,null,2170708,null,10214,null,457401,null,5502,null,1368654,null,5912,null,344653,null,2628,null,0400000US55,Wisconsin,55
467146,null,2254,null,37727,null,5052,null,16143,null,2726,null,6890,null,1992,null,8342,null,1452,null,911,null,382,null,21584,null,3039,null,5389,null,1574,null,14083,null,1902,null,2112,null,637,null,429419,null,5558,null,221753,null,2887,null,49633,null,1970,null,146342,null,2094,null,25778,null,539,null,207666,null,4056,null,45442,null,2460,null,133459,null,2180,null,28765,null,765,null,0400000US56,Wyoming,56
2960269,null,20937,null,1325871,null,21868,null,607621,null,11797,null,200156,null,6338,null,334706,null,8943,null,72759,null,3324,null,718250,null,13768,null,201519,null,6626,null,410152,null,8361,null,106579,null,3294,null,1634398,null,29619,null,794739,null,16570,null,178554,null,6677,null,510679,null,12155,null,105506,null,3957,null,839659,null,15946,null,161731,null,6010,null,546477,null,10554,null,131451,null,3826,null,0400000US72,Puerto Rico,72
