B01001H_001E,B01001H_001EA,B01001H_001M,B01001H_001MA,B01001H_002E,B01001H_002EA,B01001H_002M,B01001H_002MA,B01001H_003E,B01001H_003EA,B01001H_003M,B01001H_003MA,B01001H_004E,B01001H_004EA,B01001H_004M,B01001H_004MA,B01001H_005E,B01001H_005EA,B01001H_005M,B01001H_005MA,B01001H_006E,B01001H_006EA,B01001H_006M,B01001H_006MA,B01001H_007E,B01001H_007EA,B01001H_007M,B01001H_007MA,B01001H_008E,B01001H_008EA,B01001H_008M,B01001H_008MA,B01001H_009E,B01001H_009EA,B01001H_009M,B01001H_009MA,B01001H_010E,B01001H_010EA,B01001H_010M,B01001H_010MA,B01001H_011E,B01001H_011EA,B01001H_011M,B01001H_011MA,B01001H_012E,B01001H_012EA,B01001H_012M,B01001H_012MA,B01001H_013E,B01001H_013EA,B01001H_013M,B01001H_013MA,B01001H_014E,B01001H_014EA,B01001H_014M,B01001H_014MA,B01001H_015E,B01001H_015EA,B01001H_015M,B01001H_015MA,B01001H_016E,B01001H_016EA,B01001H_016M,B01001H_016MA,B01001H_017E,B01001H_017EA,B01001H_017M,B01001H_017MA,B01001H_018E,B01001H_018EA,B01001H_018M,B01001H_018MA,B01001H_019E,B01001H_019EA,B01001H_019M,B01001H_019MA,B01001H_020E,B01001H_020EA,B01001H_020M,B01001H_020MA,B01001H_021E,B01001H_021EA,B01001H_021M,B01001H_021MA,B01001H_022E,B01001H_022EA,B01001H_022M,B01001H_022MA,B01001H_023E,B01001H_023EA,B01001H_023M,B01001H_023MA,B01001H_024E,B01001H_024EA,B01001H_024M,B01001H_024MA,B01001H_025E,B01001H_025EA,B01001H_025M,B01001H_025MA,B01001H_026E,B01001H_026EA,B01001H_026M,B01001H_026MA,B01001H_027E,B01001H_027EA,B01001H_027M,B01001H_027MA,B01001H_028E,B01001H_028EA,B01001H_028M,B01001H_028MA,B01001H_029E,B01001H_029EA,B01001H_029M,B01001H_029MA,B01001H_030E,B01001H_030EA,B01001H_030M,B01001H_030MA,B01001H_031E,B01001H_031EA,B01001H_031M,B01001H_031MA,GEO_ID,NAME,state
10151098,null,3598,null,4934100,null,2031,null,267583,null,851,null,282581,null,6060,null,304666,null,6023,null,206876,null,515,null,150938,null,1612,null,324677,null,1517,null,284522,null,546,null,275329,null,362,null,701152,null,452,null,813569,null,526,null,621224,null,391,null,364614,null,244,null,258947,null,2800,null,77422,null,2811,null,5216998,null,2141,null,254247,null,798,null,266276,null,5464,null,292454,null,5396,null,195895,null,517,null,147369,null,1482,null,314782,null,1615,null,279145,null,334,null,273026,null,309,null,702905,null,715,null,826061,null,462,null,654274,null,444,null,433268,null,231,null,395670,null,4523,null,181626,null,4504,null,0400000US42,Pennsylvania,42
833827,null,1532,null,401370,null,775,null,20183,null,112,null,22644,null,1855,null,22746,null,1868,null,16260,null,183,null,13612,null,674,null,28755,null,755,null,23785,null,138,null,22212,null,74,null,59331,null,140,null,66586,null,160,null,51209,null,189,null,27596,null,221,null,20266,null,813,null,6185,null,818,null,432457,null,1112,null,19081,null,261,null,22043,null,1679,null,20816,null,1655,null,15138,null,261,null,13952,null,532,null,29047,null,538,null,23545,null,423,null,22557,null,184,null,61559,null,295,null,69588,null,350,null,54365,null,146,null,33445,null,160,null,31887,null,1530,null,15434,null,1501,null,0400000US44,Rhode Island,44
2872159,null,1848,null,1406386,null,1472,null,83568,null,1045,null,85048,null,3429,null,87768,null,3557,null,55064,null,886,null,39096,null,1294,null,97770,null,1500,null,85977,null,1412,null,84216,null,867,null,202559,null,1152,null,208972,null,778,null,185988,null,369,null,112033,null,785,null,62917,null,1627,null,15410,null,1597,null,1465773,null,1707,null,80120,null,915,null,76152,null,3497,null,84663,null,3380,null,53422,null,858,null,41372,null,2040,null,81642,null,2025,null,91738,null,1245,null,83769,null,919,null,202968,null,1168,null,218239,null,745,null,198968,null,11,null,126704,null,723,null,92234,null,2444,null,33782,null,2525,null,0400000US45,South Carolina,45
688783,null,1138,null,342626,null,1177,null,22716,null,887,null,19939,null,1497,null,22861,null,1523,null,13677,null,794,null,10395,null,1305,null,26649,null,1375,null,22206,null,1243,null,18958,null,882,null,43322,null,903,null,53274,null,655,null,41837,null,368,null,24767,null,563,null,16563,null,859,null,5462,null,768,null,346157,null,1226,null,20086,null,650,null,19666,null,1324,null,21136,null,1327,null,14060,null,731,null,10363,null,997,null,23787,null,1563,null,20169,null,1288,null,18596,null,582,null,42908,null,822,null,52685,null,615,null,40035,null,488,null,26480,null,567,null,23549,null,1241,null,12637,null,1133,null,0400000US46,South Dakota,46
4749310,null,1534,null,2317883,null,1967,null,140921,null,1060,null,141985,null,4498,null,149771,null,4460,null,93887,null,1128,null,59646,null,2034,null,145278,null,2279,null,159730,null,1427,null,146014,null,1037,null,341897,null,942,null,352772,null,223,null,293979,null,118,null,173463,null,345,null,95050,null,1888,null,23490,null,1876,null,2431427,null,1700,null,135197,null,1021,null,138377,null,4324,null,137723,null,4284,null,91230,null,1067,null,58623,null,2637,null,139302,null,2483,null,161552,null,1156,null,147046,null,884,null,342380,null,844,null,367160,null,139,null,310978,null,16,null,201317,null,17,null,140358,null,3139,null,60184,null,3138,null,0400000US47,Tennessee,47
11405417,null,5712,null,5618697,null,4322,null,346792,null,2133,null,340865,null,7215,null,356084,null,7346,null,225841,null,1977,null,157188,null,3486,null,389987,null,4146,null,367275,null,3014,null,331863,null,2811,null,802555,null,2434,null,902284,null,1434,null,695067,null,1091,null,397582,null,1036,null,237672,null,3358,null,67642,null,3296,null,5786720,null,4470,null,331266,null,2126,null,327253,null,5485,null,331336,null,5513,null,212826,null,1832,null,146304,null,3149,null,361034,null,3221,null,368590,null,2006,null,332417,null,2065,null,801663,null,1984,null,912206,null,1505,null,722392,null,1150,null,451175,null,902,null,334973,null,5109,null,153285,null,4996,null,0400000US48,Texas,48
2174405,null,865,null,1089678,null,443,null,100406,null,90,null,86524,null,3133,null,87916,null,3105,null,51602,null,125,null,33648,null,873,null,108446,null,1073,null,104958,null,606,null,66469,null,159,null,127872,null,70,null,130891,null,12,null,94256,null,9,null,53531,null,9,null,33136,null,1205,null,10023,null,1206,null,1084727,null,673,null,94782,null,241,null,88221,null,3234,null,75499,null,3196,null,48672,null,107,null,37371,null,894,null,95349,null,886,null,95853,null,278,null,73559,null,261,null,126864,null,374,null,132111,null,25,null,97536,null,7,null,59284,null,81,null,40953,null,1450,null,18673,null,1444,null,0400000US49,Utah,49
591489,null,321,null,290921,null,302,null,15471,null,22,null,15224,null,1348,null,19248,null,1353,null,12851,null,208,null,9456,null,666,null,19814,null,666,null,17281,null,3,null,15942,null,4,null,40982,null,51,null,49371,null,217,null,39834,null,3,null,20196,null,3,null,12384,null,515,null,2867,null,515,null,300568,null,290,null,14396,null,96,null,16492,null,1158,null,16032,null,1162,null,12269,null,207,null,9132,null,392,null,18986,null,391,null,16338,null,166,null,16198,null,3,null,42548,null,3,null,51212,null,4,null,39914,null,87,null,22369,null,2,null,17384,null,851,null,7298,null,851,null,0400000US50,Vermont,50
5174855,null,3346,null,2543578,null,3138,null,151406,null,1887,null,151529,null,4148,null,157805,null,3704,null,102973,null,1881,null,77236,null,2902,null,180678,null,2974,null,159440,null,1770,null,153674,null,1801,null,385369,null,1883,null,397415,null,1246,null,319847,null,390,null,180067,null,1050,null,96762,null,2005,null,29377,null,2131,null,2631277,null,2997,null,141213,null,1804,null,142981,null,4032,null,154178,null,4073,null,95456,null,1880,null,71011,null,2703,null,163747,null,2453,null,161883,null,2236,null,151924,null,1217,null,386627,null,1579,null,413857,null,1011,null,335391,null,721,null,202668,null,630,null,142819,null,3388,null,67522,null,3362,null,0400000US51,Virginia,51
4908774,null,2495,null,2433206,null,1602,null,136788,null,794,null,135524,null,4135,null,152619,null,4215,null,101778,null,305,null,65128,null,1543,null,158851,null,1586,null,167277,null,1291,null,148039,null,753,null,355355,null,690,null,401133,null,291,null,315358,null,284,null,164936,null,240,null,94767,null,2456,null,35653,null,2443,null,2475568,null,2181,null,128874,null,980,null,132474,null,3999,null,140819,null,4044,null,96120,null,249,null,58909,null,1709,null,146810,null,1418,null,168836,null,864,null,145785,null,369,null,350190,null,321,null,406809,null,807,null,324349,null,278,null,178014,null,125,null,132703,null,3469,null,64876,null,3483,null,0400000US53,Washington,53
1696951,null,1591,null,827078,null,2145,null,48601,null,1078,null,44920,null,2530,null,53895,null,2572,null,32792,null,1295,null,23054,null,1296,null,52109,null,1357,null,54459,null,1297,null,49114,null,1093,null,115753,null,1143,null,127786,null,441,null,110170,null,373,null,65314,null,451,null,36741,null,1283,null,12370,null,1315,null,869873,null,1803,null,46545,null,1153,null,46236,null,2439,null,47752,null,2444,null,32363,null,1238,null,24725,null,1898,null,48401,null,2032,null,54768,null,1255,null,50243,null,649,null,115763,null,803,null,133228,null,613,null,114316,null,190,null,75402,null,383,null,55966,null,1882,null,24165,null,1852,null,0400000US54,West Virginia,54
4779285,null,1190,null,2366915,null,980,null,137942,null,306,null,139240,null,3538,null,147063,null,3544,null,99726,null,334,null,67317,null,996,null,162595,null,999,null,154794,null,439,null,137648,null,557,null,341912,null,452,null,393781,null,236,null,288340,null,616,null,160947,null,150,null,103503,null,1634,null,32107,null,1620,null,2412370,null,986,null,130456,null,308,null,133075,null,3014,null,140151,null,2973,null,93500,null,258,null,63905,null,978,null,160224,null,1045,null,142970,null,393,null,133315,null,368,null,336124,null,283,null,388451,null,178,null,288572,null,360,null,178503,null,407,null,148438,null,2830,null,74686,null,2971,null,0400000US55,Wisconsin,55
457260,null,364,null,231434,null,1206,null,14872,null,877,null,14247,null,1204,null,13979,null,1205,null,10237,null,561,null,6593,null,1327,null,17869,null,1414,null,16399,null,490,null,13164,null,308,null,29299,null,307,null,38046,null,80,null,29671,null,12,null,15501,null,7,null,9232,null,616,null,2325,null,618,null,225826,null,1136,null,13874,null,876,null,13377,null,1206,null,12824,null,1235,null,8685,null,506,null,5263,null,837,null,15918,null,837,null,15910,null,6,null,12549,null,839,null,28850,null,839,null,37766,null,7,null,28145,null,9,null,15968,null,217,null,11869,null,803,null,4828,null,772,null,0400000US56,Wyoming,56
41963,null,3812,null,22101,null,2770,null,1164,null,643,null,727,null,451,null,927,null,606,null,571,null,308,null,616,null,360,null,2062,null,878,null,2078,null,814,null,1138,null,555,null,3788,null,1142,null,3692,null,948,null,2217,null,589,null,1863,null,693,null,720,null,357,null,538,null,311,null,19862,null,2520,null,305,null,223,null,1503,null,784,null,1390,null,534,null,1206,null,601,null,351,null,287,null,1431,null,479,null,1042,null,532,null,1343,null,526,null,3878,null,972,null,3044,null,1085,null,2001,null,589,null,1276,null,631,null,782,null,475,null,310,null,372,null,0400000US72,Puerto Rico,72
