C01001I_001E,C01001I_001EA,C01001I_001M,C01001I_001MA,C01001I_002E,C01001I_002EA,C01001I_002M,C01001I_002MA,C01001I_003E,C01001I_003EA,C01001I_003M,C01001I_003MA,C01001I_004E,C01001I_004EA,C01001I_004M,C01001I_004MA,C01001I_005E,C01001I_005EA,C01001I_005M,C01001I_005MA,C01001I_006E,C01001I_006EA,C01001I_006M,C01001I_006MA,C01001I_007E,C01001I_007EA,C01001I_007M,C01001I_007MA,C01001I_008E,C01001I_008EA,C01001I_008M,C01001I_008MA,C01001I_009E,C01001I_009EA,C01001I_009M,C01001I_009MA,GEO_ID,NAME,state
242787,null,687,null,126883,null,1831,null,46526,null,1249,null,77413,null,1361,null,2944,null,584,null,115904,null,1835,null,46553,null,1151,null,64814,null,1328,null,4537,null,786,null,0400000US20,Kansas,20
89771,null,2384,null,50611,null,2843,null,16269,null,2035,null,33677,null,2154,null,665,null,357,null,39160,null,2473,null,16360,null,1788,null,21543,null,1502,null,1257,null,519,null,0400000US21,Kentucky,21
134085,null,1380,null,69854,null,2334,null,19452,null,1579,null,45465,null,1553,null,4937,null,878,null,64231,null,2106,null,18581,null,1458,null,38481,null,1432,null,7169,null,1173,null,0400000US22,Louisiana,22
14953,null,778,null,7676,null,1032,null,3017,null,567,null,4404,null,783,null,255,null,225,null,7277,null,1018,null,2045,null,507,null,4759,null,832,null,473,null,336,null,0400000US23,Maine,23
354969,null,8,null,187004,null,1603,null,58842,null,1139,null,122283,null,1144,null,5879,null,768,null,167965,null,1605,null,56336,null,1305,null,102162,null,907,null,9467,null,595,null,0400000US24,Maryland,24
527109,null,91,null,262703,null,668,null,87989,null,586,null,164943,null,336,null,9771,null,461,null,264406,null,674,null,85288,null,590,null,166124,null,848,null,12994,null,583,null,0400000US25,Massachusetts,25
401009,null,1245,null,212712,null,1866,null,74556,null,1638,null,130721,null,1520,null,7435,null,833,null,188297,null,2029,null,69827,null,1675,null,109087,null,1231,null,9383,null,728,null,0400000US26,Michigan,26
204789,null,856,null,112240,null,1791,null,41091,null,1245,null,68661,null,1502,null,2488,null,606,null,92549,null,1756,null,37656,null,1284,null,52309,null,1275,null,2584,null,557,null,0400000US27,Minnesota,27
52515,null,2855,null,31155,null,2426,null,9480,null,1543,null,20968,null,2380,null,707,null,393,null,21360,null,1913,null,6552,null,1213,null,13359,null,1161,null,1449,null,772,null,0400000US28,Mississippi,28
176878,null,1500,null,89946,null,2053,null,32559,null,1674,null,54358,null,1769,null,3029,null,781,null,86932,null,1940,null,33718,null,1367,null,49140,null,1433,null,4074,null,733,null,0400000US29,Missouri,29
25513,null,908,null,13627,null,1167,null,5605,null,931,null,7609,null,779,null,413,null,246,null,11886,null,1086,null,4664,null,849,null,6908,null,831,null,314,null,205,null,0400000US30,Montana,30
132477,null,685,null,71132,null,1599,null,27831,null,1429,null,41514,null,1078,null,1787,null,401,null,61345,null,1551,null,25577,null,1333,null,33975,null,833,null,1793,null,438,null,0400000US31,Nebraska,31
644485,null,0,*****,338491,null,1969,null,123428,null,1092,null,203795,null,1460,null,11268,null,822,null,305994,null,1969,null,121589,null,1801,null,171376,null,715,null,13029,null,320,null,0400000US32,Nevada,32
32621,null,534,null,16684,null,780,null,5871,null,612,null,10160,null,591,null,653,null,223,null,15937,null,843,null,5164,null,611,null,10148,null,678,null,625,null,376,null,0400000US33,New Hampshire,33
1382029,null,0,*****,705194,null,1068,null,208850,null,689,null,460189,null,1084,null,36155,null,865,null,676835,null,1068,null,196604,null,690,null,429744,null,1157,null,50487,null,880,null,0400000US34,New Jersey,34
874685,null,0,*****,435812,null,1470,null,136273,null,1385,null,263997,null,776,null,35542,null,670,null,438873,null,1470,null,132384,null,1381,null,261222,null,748,null,45267,null,822,null,0400000US35,New Mexico,35
3159732,null,1400,null,1562408,null,2207,null,460515,null,1841,null,1012644,null,1458,null,89249,null,850,null,1597324,null,2135,null,443846,null,1746,null,1014963,null,1219,null,138515,null,616,null,0400000US36,New York,36
639623,null,3812,null,360070,null,4409,null,121170,null,3309,null,234206,null,2967,null,4694,null,1242,null,279553,null,5235,null,116895,null,3247,null,156428,null,3254,null,6230,null,1084,null,0400000US37,North Carolina,37
9704,null,782,null,5170,null,954,null,1475,null,655,null,3628,null,727,null,67,null,73,null,4534,null,1015,null,1649,null,532,null,2725,null,808,null,160,null,154,null,0400000US38,North Dakota,38
281940,null,2007,null,147354,null,2680,null,53105,null,1756,null,86925,null,1983,null,7324,null,1022,null,134586,null,2349,null,47638,null,1993,null,78174,null,1658,null,8774,null,930,null,0400000US39,Ohio,39
259867,null,1067,null,141221,null,1856,null,54575,null,1424,null,83935,null,1468,null,2711,null,522,null,118646,null,1931,null,47405,null,1465,null,66251,null,1443,null,4990,null,829,null,0400000US40,Oklahoma,40
396145,null,0,*****,214640,null,1917,null,78198,null,1698,null,131666,null,1309,null,4776,null,1014,null,181505,null,1916,null,73730,null,1719,null,101430,null,1100,null,6345,null,868,null,0400000US41,Oregon,41
554348,null,953,null,286184,null,2161,null,104550,null,1705,null,170404,null,1808,null,11230,null,1293,null,268164,null,2004,null,97585,null,1709,null,155792,null,1539,null,14787,null,1201,null,0400000US42,Pennsylvania,42
118934,null,522,null,59578,null,1028,null,21911,null,653,null,35626,null,628,null,2041,null,227,null,59356,null,939,null,20471,null,422,null,36056,null,971,null,2829,null,269,null,0400000US44,Rhode Island,44
165921,null,863,null,93923,null,1685,null,31673,null,1447,null,59800,null,1142,null,2450,null,704,null,71998,null,1750,null,27129,null,1293,null,42948,null,1253,null,1921,null,548,null,0400000US45,South Carolina,45
16532,null,1384,null,8944,null,1012,null,4095,null,717,null,4430,null,690,null,419,null,299,null,7588,null,1414,null,2457,null,799,null,4823,null,858,null,308,null,229,null,0400000US46,South Dakota,46
211552,null,2228,null,119881,null,3389,null,41082,null,2940,null,76458,null,2885,null,2341,null,748,null,91671,null,2596,null,37869,null,1993,null,50658,null,1978,null,3144,null,871,null,0400000US47,Tennessee,47
8600385,null,0,*****,4402357,null,3205,null,1533477,null,2917,null,2669027,null,2283,null,199853,null,1920,null,4198028,null,3207,null,1476888,null,2932,null,2449426,null,2189,null,271714,null,1565,null,0400000US48,Texas,48
306514,null,0,*****,163141,null,1115,null,62319,null,992,null,96711,null,747,null,4111,null,510,null,143373,null,1114,null,59572,null,831,null,78307,null,1012,null,5494,null,660,null,0400000US49,Utah,49
8061,null,639,null,3913,null,769,null,1163,null,364,null,2571,null,751,null,179,null,152,null,4148,null,628,null,1271,null,344,null,2560,null,642,null,317,null,231,null,0400000US50,Vermont,50
500707,null,2125,null,268461,null,3072,null,85278,null,2510,null,177410,null,2688,null,5773,null,801,null,232246,null,2767,null,77061,null,2260,null,145202,null,2254,null,9983,null,1590,null,0400000US51,Virginia,51
610006,null,0,*****,325412,null,2239,null,122622,null,1794,null,194697,null,1601,null,8093,null,871,null,284594,null,2239,null,114832,null,1900,null,158572,null,1579,null,11190,null,1014,null,0400000US53,Washington,53
19200,null,1977,null,10466,null,1764,null,4681,null,1486,null,5312,null,842,null,473,null,363,null,8734,null,1537,null,2708,null,679,null,5510,null,1222,null,516,null,434,null,0400000US54,West Virginia,54
270179,null,1075,null,145844,null,1950,null,51739,null,1283,null,90110,null,1257,null,3995,null,501,null,124335,null,1740,null,48680,null,1397,null,70557,null,1114,null,5098,null,668,null,0400000US55,Wisconsin,55
36843,null,331,null,20339,null,1097,null,7129,null,1217,null,12154,null,1414,null,1056,null,455,null,16504,null,1055,null,5594,null,727,null,10244,null,704,null,666,null,292,null,0400000US56,Wyoming,56
3890019,null,4701,null,1865734,null,3531,null,509686,null,2435,null,1134318,null,2687,null,221730,null,844,null,2024285,null,3450,null,483991,null,2516,null,1245772,null,2072,null,294522,null,893,null,0400000US72,Puerto Rico,72
