B21005_001E,B21005_001EA,B21005_001M,B21005_001MA,B21005_002E,B21005_002EA,B21005_002M,B21005_002MA,B21005_003E,B21005_003EA,B21005_003M,B21005_003MA,B21005_004E,B21005_004EA,B21005_004M,B21005_004MA,B21005_005E,B21005_005EA,B21005_005M,B21005_005MA,B21005_006E,B21005_006EA,B21005_006M,B21005_006MA,B21005_007E,B21005_007EA,B21005_007M,B21005_007MA,B21005_008E,B21005_008EA,B21005_008M,B21005_008MA,B21005_009E,B21005_009EA,B21005_009M,B21005_009MA,B21005_010E,B21005_010EA,B21005_010M,B21005_010MA,B21005_011E,B21005_011EA,B21005_011M,B21005_011MA,B21005_012E,B21005_012EA,B21005_012M,B21005_012MA,B21005_013E,B21005_013EA,B21005_013M,B21005_013MA,B21005_014E,B21005_014EA,B21005_014M,B21005_014MA,B21005_015E,B21005_015EA,B21005_015M,B21005_015MA,B21005_016E,B21005_016EA,B21005_016M,B21005_016MA,B21005_017E,B21005_017EA,B21005_017M,B21005_017MA,B21005_018E,B21005_018EA,B21005_018M,B21005_018MA,B21005_019E,B21005_019EA,B21005_019M,B21005_019MA,B21005_020E,B21005_020EA,B21005_020M,B21005_020MA,B21005_021E,B21005_021EA,B21005_021M,B21005_021MA,B21005_022E,B21005_022EA,B21005_022M,B21005_022MA,B21005_023E,B21005_023EA,B21005_023M,B21005_023MA,B21005_024E,B21005_024EA,B21005_024M,B21005_024MA,B21005_025E,B21005_025EA,B21005_025M,B21005_025MA,B21005_026E,B21005_026EA,B21005_026M,B21005_026MA,B21005_027E,B21005_027EA,B21005_027M,B21005_027MA,B21005_028E,B21005_028EA,B21005_028M,B21005_028MA,B21005_029E,B21005_029EA,B21005_029M,B21005_029MA,B21005_030E,B21005_030EA,B21005_030M,B21005_030MA,B21005_031E,B21005_031EA,B21005_031M,B21005_031MA,B21005_032E,B21005_032EA,B21005_032M,B21005_032MA,B21005_033E,B21005_033EA,B21005_033M,B21005_033MA,B21005_034E,B21005_034EA,B21005_034M,B21005_034MA,GEO_ID,NAME,state
5670297,null,5243,null,2014640,null,8879,null,68932,null,4852,null,56296,null,4481,null,52082,null,4305,null,4214,null,1010,null,12636,null,1883,null,1945708,null,9753,null,1485054,null,12482,null,1333373,null,14125,null,151681,null,7160,null,460654,null,9793,null,2636703,null,7475,null,225121,null,7803,null,195692,null,6947,null,186662,null,7011,null,9030,null,1400,null,29429,null,2748,null,2411582,null,10918,null,1949918,null,13467,null,1855754,null,13874,null,94164,null,5497,null,461664,null,10103,null,1018954,null,2839,null,192048,null,5649,null,127290,null,4548,null,121900,null,4447,null,5390,null,1340,null,64758,null,3664,null,826906,null,6521,null,486661,null,8399,null,466447,null,8169,null,20214,null,2238,null,340245,null,8054,null,0400000US37,North Carolina,37
399018,null,1548,null,156543,null,1672,null,5335,null,1236,null,4667,null,1152,null,4441,null,1117,null,226,null,323,null,668,null,470,null,151208,null,2117,null,120744,null,2618,null,114413,null,2836,null,6331,null,1114,null,30464,null,2250,null,171675,null,1347,null,14056,null,1535,null,12663,null,1371,null,12372,null,1378,null,291,null,185,null,1393,null,509,null,157619,null,1761,null,139861,null,2109,null,136854,null,2309,null,3007,null,887,null,17758,null,1503,null,70800,null,922,null,15211,null,1112,null,11263,null,1019,null,10960,null,1000,null,303,null,243,null,3948,null,771,null,55589,null,1435,null,38912,null,1676,null,38075,null,1622,null,837,null,348,null,16677,null,1421,null,0400000US38,North Dakota,38
7156903,null,3465,null,2523239,null,4737,null,67222,null,4536,null,59350,null,4205,null,53008,null,3797,null,6342,null,1571,null,7872,null,1350,null,2456017,null,6636,null,1911182,null,12150,null,1714279,null,14202,null,196903,null,7007,null,544835,null,11223,null,3339132,null,4439,null,254761,null,6894,null,217380,null,6779,null,205085,null,6625,null,12295,null,1919,null,37381,null,2957,null,3084371,null,8170,null,2515736,null,13305,null,2384186,null,13886,null,131550,null,5721,null,568635,null,10043,null,1294532,null,2804,null,258037,null,5922,null,165805,null,5016,null,158743,null,4828,null,7062,null,1218,null,92232,null,4294,null,1036495,null,6047,null,640381,null,6787,null,616597,null,6551,null,23784,null,2426,null,396114,null,7651,null,0400000US39,Ohio,39
2216019,null,3644,null,840183,null,4584,null,32619,null,3608,null,27531,null,3119,null,25357,null,2995,null,2174,null,778,null,5088,null,1401,null,807564,null,5584,null,603474,null,7766,null,558878,null,7654,null,44596,null,3173,null,204090,null,6772,null,977115,null,3648,null,83491,null,4375,null,69270,null,4077,null,65875,null,4058,null,3395,null,974,null,14221,null,1823,null,893624,null,5426,null,701475,null,7381,null,673636,null,7221,null,27839,null,2684,null,192149,null,6631,null,398721,null,2374,null,87429,null,3321,null,57137,null,3034,null,55125,null,3066,null,2012,null,694,null,30292,null,2338,null,311292,null,3690,null,186882,null,4305,null,181142,null,4069,null,5740,null,1101,null,124410,null,3980,null,0400000US40,Oklahoma,40
2393628,null,2515,null,856997,null,3986,null,25841,null,2851,null,21932,null,2621,null,19920,null,2558,null,2012,null,848,null,3909,null,1171,null,831156,null,4943,null,654290,null,8237,null,596493,null,9063,null,57797,null,3988,null,176866,null,7185,null,1076602,null,3707,null,90165,null,4403,null,72071,null,4169,null,67613,null,3846,null,4458,null,1149,null,18094,null,2306,null,986437,null,5622,null,803050,null,7960,null,766174,null,7850,null,36876,null,3227,null,183387,null,5759,null,460029,null,2228,null,97363,null,3865,null,63491,null,3371,null,60088,null,3236,null,3403,null,974,null,33872,null,2773,null,362666,null,3883,null,222812,null,5329,null,214549,null,5194,null,8263,null,1206,null,139854,null,4688,null,0400000US41,Oregon,41
7749495,null,3363,null,2643272,null,4527,null,63204,null,4145,null,54714,null,4022,null,48643,null,3588,null,6071,null,1312,null,8490,null,1319,null,2580068,null,6005,null,1922572,null,11595,null,1748567,null,11677,null,174005,null,6460,null,657496,null,11725,null,3653034,null,4241,null,237460,null,6348,null,201302,null,5600,null,190547,null,5438,null,10755,null,1324,null,36158,null,3167,null,3415574,null,7349,null,2786454,null,13566,null,2675149,null,14342,null,111305,null,5504,null,629120,null,12543,null,1453189,null,2497,null,276942,null,5251,null,183314,null,5476,null,176446,null,5434,null,6868,null,1144,null,93628,null,3890,null,1176247,null,6043,null,745580,null,7661,null,720902,null,7650,null,24678,null,2179,null,430667,null,7271,null,0400000US42,Pennsylvania,42
674124,null,1629,null,241825,null,1643,null,6187,null,1563,null,5429,null,1406,null,5275,null,1406,null,154,null,182,null,758,null,587,null,235638,null,2325,null,180539,null,3787,null,165295,null,4230,null,15244,null,2324,null,55099,null,3719,null,312187,null,1466,null,17511,null,1819,null,14840,null,1653,null,14432,null,1601,null,408,null,284,null,2671,null,772,null,294676,null,2449,null,244077,null,3622,null,232625,null,4012,null,11452,null,1854,null,50599,null,3797,null,120112,null,1137,null,21052,null,1623,null,13992,null,1467,null,13220,null,1400,null,772,null,446,null,7060,null,1073,null,99060,null,1969,null,65898,null,2559,null,61876,null,2701,null,4022,null,1002,null,33162,null,2240,null,0400000US44,Rhode Island,44
2743895,null,3645,null,973747,null,5164,null,36788,null,3729,null,31590,null,3472,null,29627,null,3399,null,1963,null,899,null,5198,null,1384,null,936959,null,5934,null,699831,null,7641,null,629926,null,8895,null,69905,null,4844,null,237128,null,7687,null,1247750,null,4965,null,114152,null,5597,null,96779,null,5514,null,91800,null,5431,null,4979,null,1225,null,17373,null,2294,null,1133598,null,7787,null,889679,null,9458,null,845213,null,9922,null,44466,null,3375,null,243919,null,6702,null,522398,null,2192,null,103003,null,3990,null,69884,null,3125,null,66884,null,3093,null,3000,null,920,null,33119,null,2727,null,419395,null,4422,null,231715,null,5226,null,221692,null,5062,null,10023,null,1615,null,187680,null,4705,null,0400000US45,South Carolina,45
484081,null,1255,null,180362,null,1731,null,6067,null,1316,null,5265,null,1270,null,4989,null,1173,null,276,null,248,null,802,null,372,null,174295,null,2204,null,141323,null,3021,null,131981,null,3344,null,9342,null,1264,null,32972,null,2463,null,215678,null,1727,null,19890,null,1788,null,17229,null,1513,null,16592,null,1443,null,637,null,371,null,2661,null,714,null,195788,null,2730,null,169196,null,3149,null,164746,null,3128,null,4450,null,999,null,26592,null,2482,null,88041,null,1142,null,19629,null,1619,null,14187,null,1590,null,13907,null,1570,null,280,null,210,null,5442,null,883,null,68412,null,1900,null,49326,null,2221,null,48308,null,2172,null,1018,null,366,null,19086,null,1802,null,0400000US46,South Dakota,46
3879221,null,4913,null,1382726,null,4895,null,39540,null,3329,null,34200,null,3112,null,32078,null,3051,null,2122,null,845,null,5340,null,1319,null,1343186,null,5832,null,1025729,null,10440,null,925167,null,9932,null,100562,null,5736,null,317457,null,8414,null,1783308,null,4647,null,150206,null,6658,null,127320,null,5836,null,120315,null,5809,null,7005,null,1406,null,22886,null,2677,null,1633102,null,7608,null,1280440,null,11518,null,1213009,null,11825,null,67431,null,4303,null,352662,null,8093,null,713187,null,2726,null,138390,null,4449,null,87764,null,3557,null,83836,null,3486,null,3928,null,862,null,50626,null,3529,null,574797,null,5005,null,334732,null,6340,null,321979,null,6627,null,12753,null,1906,null,240065,null,5607,null,0400000US47,Tennessee,47
14800749,null,6931,null,5856686,null,8639,null,176266,null,8016,null,153628,null,7811,null,141374,null,7119,null,12254,null,2076,null,22638,null,2969,null,5680420,null,12031,null,4193668,null,21723,null,3848722,null,21433,null,344946,null,9849,null,1486752,null,20445,null,6679903,null,8813,null,474400,null,10979,null,403123,null,10643,null,387359,null,10296,null,15764,null,2251,null,71277,null,4907,null,6205503,null,13630,null,4905634,null,17360,null,4706729,null,17249,null,198905,null,7570,null,1299869,null,13838,null,2264160,null,4691,null,405416,null,7947,null,271885,null,6690,null,261302,null,6475,null,10583,null,1590,null,133531,null,5458,null,1858744,null,9114,null,1121475,null,11920,null,1083679,null,12503,null,37796,null,2887,null,737269,null,9814,null,0400000US48,Texas,48
1589180,null,2171,null,754491,null,2328,null,14570,null,2303,null,13736,null,2296,null,13272,null,2234,null,464,null,325,null,834,null,363,null,739921,null,2916,null,581854,null,5716,null,554089,null,5978,null,27765,null,2578,null,158067,null,5321,null,621330,null,2254,null,37456,null,2751,null,32572,null,2651,null,31057,null,2562,null,1515,null,700,null,4884,null,861,null,583874,null,3130,null,477666,null,5270,null,466082,null,5645,null,11584,null,1710,null,106208,null,4134,null,213359,null,1336,null,40343,null,2535,null,28325,null,2200,null,27763,null,2189,null,562,null,261,null,12018,null,1608,null,173016,null,2478,null,113834,null,4065,null,111475,null,4088,null,2359,null,657,null,59182,null,2982,null,0400000US49,Utah,49
405056,null,1268,null,132290,null,1044,null,3315,null,672,null,3062,null,685,null,2796,null,631,null,266,null,250,null,253,null,183,null,128975,null,1206,null,102060,null,2496,null,94205,null,2282,null,7855,null,1317,null,26915,null,2301,null,190532,null,1057,null,14560,null,1727,null,12708,null,1521,null,11996,null,1552,null,712,null,436,null,1852,null,636,null,175972,null,1939,null,152576,null,2622,null,147101,null,2687,null,5475,null,965,null,23396,null,1690,null,82234,null,747,null,16025,null,1317,null,11578,null,1155,null,11330,null,1166,null,248,null,198,null,4447,null,772,null,66209,null,1549,null,46798,null,1894,null,45948,null,1954,null,850,null,310,null,19411,null,1597,null,0400000US50,Vermont,50
4873353,null,6297,null,1724601,null,6710,null,90033,null,5750,null,76190,null,5221,null,72143,null,4941,null,4047,null,1174,null,13843,null,1721,null,1634568,null,7384,null,1248062,null,9941,null,1150960,null,10514,null,97102,null,5348,null,386506,null,8280,null,2288520,null,6829,null,264881,null,9219,null,234752,null,8638,null,228200,null,8359,null,6552,null,1293,null,30129,null,2816,null,2023639,null,10175,null,1653665,null,12517,null,1599973,null,12498,null,53692,null,3949,null,369974,null,9340,null,860232,null,3466,null,176777,null,4176,null,126511,null,4037,null,123027,null,4393,null,3484,null,1003,null,50266,null,2907,null,683455,null,5576,null,425774,null,7457,null,415479,null,7279,null,10295,null,1613,null,257681,null,6586,null,0400000US51,Virginia,51
4132185,null,3375,null,1467005,null,5017,null,56130,null,4205,null,48127,null,3504,null,45267,null,3211,null,2860,null,974,null,8003,null,1625,null,1410875,null,6617,null,1092974,null,9417,null,996506,null,9255,null,96468,null,6179,null,317901,null,8656,null,1919040,null,4252,null,182250,null,5875,null,157243,null,5543,null,150014,null,5425,null,7229,null,1418,null,25007,null,2544,null,1736790,null,5781,null,1416426,null,8601,null,1358469,null,8926,null,57957,null,3937,null,320364,null,8240,null,746140,null,2568,null,166386,null,4631,null,106863,null,4446,null,102828,null,4438,null,4035,null,1025,null,59523,null,3519,null,579754,null,4541,null,357308,null,7069,null,344001,null,6588,null,13307,null,1855,null,222446,null,6439,null,0400000US53,Washington,53
1142661,null,1758,null,385337,null,2600,null,13080,null,1885,null,11193,null,1731,null,10661,null,1746,null,532,null,403,null,1887,null,608,null,372257,null,3322,null,251034,null,5688,null,223987,null,5731,null,27047,null,2832,null,121223,null,5153,null,522024,null,2463,null,41192,null,3112,null,31542,null,2648,null,29701,null,2570,null,1841,null,700,null,9650,null,1260,null,480832,null,3737,null,352304,null,5854,null,337706,null,6027,null,14598,null,2053,null,128528,null,4820,null,235300,null,1213,null,48653,null,3046,null,27945,null,2410,null,26835,null,2406,null,1110,null,440,null,20708,null,1929,null,186647,null,3289,null,93783,null,3224,null,91194,null,3145,null,2589,null,737,null,92864,null,3277,null,0400000US54,West Virginia,54
3540653,null,2749,null,1254775,null,3432,null,29326,null,2856,null,25727,null,2661,null,23705,null,2566,null,2022,null,694,null,3599,null,951,null,1225449,null,4683,null,1002164,null,8029,null,922461,null,8009,null,79703,null,4253,null,223285,null,6952,null,1662036,null,3610,null,115856,null,3941,null,99003,null,3671,null,94470,null,3505,null,4533,null,1205,null,16853,null,1793,null,1546180,null,5201,null,1326024,null,7452,null,1269140,null,7312,null,56884,null,3165,null,220156,null,5888,null,623842,null,1582,null,120939,null,3513,null,82309,null,2992,null,79329,null,2995,null,2980,null,530,null,38630,null,2573,null,502903,null,3811,null,333087,null,4523,null,322159,null,4634,null,10928,null,1372,null,169816,null,4604,null,0400000US55,Wisconsin,55
330461,null,2129,null,120203,null,2171,null,5577,null,1113,null,4991,null,1092,null,4832,null,1090,null,159,null,193,null,586,null,425,null,114626,null,2223,null,93274,null,2796,null,88534,null,2948,null,4740,null,1057,null,21352,null,2278,null,147532,null,1774,null,13595,null,1719,null,12023,null,1640,null,11460,null,1560,null,563,null,395,null,1572,null,516,null,133937,null,2204,null,116083,null,2942,null,113159,null,2977,null,2924,null,762,null,17854,null,2320,null,62726,null,854,null,14193,null,1177,null,10322,null,1122,null,10154,null,1088,null,168,null,178,null,3871,null,757,null,48533,null,1330,null,32732,null,1707,null,31678,null,1816,null,1054,null,492,null,15801,null,1575,null,0400000US56,Wyoming,56
2415624,null,438,null,946622,null,1995,null,7186,null,1457,null,5425,null,1235,null,4229,null,1080,null,1196,null,740,null,1761,null,710,null,939436,null,2505,null,568055,null,8085,null,439236,null,8055,null,128819,null,5545,null,371381,null,8151,null,1033115,null,1987,null,28678,null,2467,null,20824,null,2241,null,19148,null,2168,null,1676,null,701,null,7854,null,1130,null,1004437,null,3322,null,632847,null,7318,null,557688,null,8166,null,75159,null,3928,null,371590,null,7094,null,435887,null,75,null,27726,null,2655,null,10342,null,1513,null,9824,null,1414,null,518,null,309,null,17384,null,2099,null,408161,null,2660,null,128640,null,4415,null,117826,null,4223,null,10814,null,1590,null,279521,null,4630,null,0400000US72,Puerto Rico,72
