B11001G_001E,B11001G_001EA,B11001G_001M,B11001G_001MA,B11001G_002E,B11001G_002EA,B11001G_002M,B11001G_002MA,B11001G_003E,B11001G_003EA,B11001G_003M,B11001G_003MA,B11001G_004E,B11001G_004EA,B11001G_004M,B11001G_004MA,B11001G_005E,B11001G_005EA,B11001G_005M,B11001G_005MA,B11001G_006E,B11001G_006EA,B11001G_006M,B11001G_006MA,B11001G_007E,B11001G_007EA,B11001G_007M,B11001G_007MA,B11001G_008E,B11001G_008EA,B11001G_008M,B11001G_008MA,B11001G_009E,B11001G_009EA,B11001G_009M,B11001G_009MA,GEO_ID,NAME,state
27627,null,2847,null,17586,null,2391,null,11814,null,1936,null,5772,null,1417,null,658,null,406,null,5114,null,1300,null,10041,null,1784,null,7548,null,1330,null,2493,null,945,null,0400000US13,Georgia,13
65326,null,3371,null,49381,null,2923,null,33103,null,2606,null,16278,null,2351,null,4453,null,1085,null,11825,null,2058,null,15945,null,2157,null,11249,null,1640,null,4696,null,1222,null,0400000US15,Hawaii,15
8447,null,1296,null,5806,null,1031,null,3812,null,857,null,1994,null,697,null,204,null,178,null,1790,null,654,null,2641,null,805,null,2146,null,734,null,495,null,365,null,0400000US16,Idaho,16
42606,null,3522,null,26972,null,2776,null,16838,null,1914,null,10134,null,1614,null,2270,null,903,null,7864,null,1460,null,15634,null,1911,null,12643,null,1745,null,2991,null,770,null,0400000US17,Illinois,17
24478,null,2439,null,16015,null,2008,null,8596,null,1272,null,7419,null,1428,null,1912,null,739,null,5507,null,1296,null,8463,null,1447,null,6330,null,1395,null,2133,null,693,null,0400000US18,Indiana,18
8156,null,1426,null,5222,null,1063,null,3303,null,821,null,1919,null,500,null,429,null,218,null,1490,null,474,null,2934,null,758,null,1925,null,593,null,1009,null,416,null,0400000US19,Iowa,19
18676,null,1946,null,11663,null,1617,null,7070,null,1278,null,4593,null,1049,null,979,null,443,null,3614,null,1000,null,7013,null,1238,null,5607,null,1108,null,1406,null,546,null,0400000US20,Kansas,20
14003,null,1964,null,8702,null,1609,null,5545,null,1160,null,3157,null,1015,null,301,null,259,null,2856,null,920,null,5301,null,1336,null,4842,null,1336,null,459,null,284,null,0400000US21,Kentucky,21
13065,null,1760,null,8079,null,1345,null,4907,null,1012,null,3172,null,953,null,574,null,447,null,2598,null,833,null,4986,null,1102,null,4353,null,1019,null,633,null,440,null,0400000US22,Louisiana,22
6774,null,1239,null,4189,null,1050,null,2598,null,915,null,1591,null,594,null,362,null,397,null,1229,null,484,null,2585,null,712,null,2015,null,579,null,570,null,346,null,0400000US23,Maine,23
27698,null,2737,null,17528,null,2043,null,10949,null,1546,null,6579,null,1438,null,1661,null,598,null,4918,null,1235,null,10170,null,1681,null,8204,null,1476,null,1966,null,846,null,0400000US24,Maryland,24
30227,null,3081,null,18718,null,2041,null,11413,null,1707,null,7305,null,1544,null,1762,null,728,null,5543,null,1425,null,11509,null,2074,null,8406,null,1806,null,3103,null,1003,null,0400000US25,Massachusetts,25
45998,null,2839,null,29562,null,2315,null,16825,null,1758,null,12737,null,2011,null,2893,null,824,null,9844,null,1793,null,16436,null,1884,null,12768,null,1809,null,3668,null,895,null,0400000US26,Michigan,26
19329,null,2153,null,11762,null,1589,null,6576,null,1091,null,5186,null,1336,null,1062,null,508,null,4124,null,1104,null,7567,null,1400,null,5452,null,1188,null,2115,null,720,null,0400000US27,Minnesota,27
6652,null,1735,null,4598,null,1518,null,2493,null,975,null,2105,null,1037,null,141,null,183,null,1964,null,1010,null,2054,null,770,null,1810,null,729,null,244,null,223,null,0400000US28,Mississippi,28
28832,null,2572,null,18826,null,2043,null,12099,null,1797,null,6727,null,1327,null,2285,null,723,null,4442,null,1142,null,10006,null,1458,null,7785,null,1351,null,2221,null,759,null,0400000US29,Missouri,29
6175,null,1137,null,3524,null,1021,null,2732,null,821,null,792,null,491,null,184,null,178,null,608,null,417,null,2651,null,805,null,2166,null,728,null,485,null,348,null,0400000US30,Montana,30
7059,null,1246,null,4681,null,1115,null,2771,null,838,null,1910,null,757,null,352,null,418,null,1558,null,640,null,2378,null,794,null,1545,null,566,null,833,null,522,null,0400000US31,Nebraska,31
18337,null,2145,null,12499,null,1789,null,8306,null,1545,null,4193,null,1145,null,1148,null,597,null,3045,null,942,null,5838,null,1253,null,4490,null,1039,null,1348,null,496,null,0400000US32,Nevada,32
3094,null,855,null,2049,null,611,null,1451,null,479,null,598,null,323,null,0,null,253,null,598,null,323,null,1045,null,521,null,641,null,408,null,404,null,329,null,0400000US33,New Hampshire,33
31776,null,2856,null,21537,null,2016,null,14201,null,1577,null,7336,null,1308,null,1996,null,712,null,5340,null,1139,null,10239,null,1705,null,8354,null,1708,null,1885,null,505,null,0400000US34,New Jersey,34
12758,null,1491,null,8526,null,1234,null,5455,null,1002,null,3071,null,787,null,1215,null,565,null,1856,null,676,null,4232,null,963,null,3678,null,895,null,554,null,374,null,0400000US35,New Mexico,35
88975,null,4644,null,53544,null,3554,null,30023,null,2796,null,23521,null,2407,null,5390,null,1329,null,18131,null,2057,null,35431,null,2946,null,28009,null,2402,null,7422,null,1464,null,0400000US36,New York,36
34583,null,3208,null,21308,null,2950,null,13893,null,2137,null,7415,null,1742,null,1375,null,678,null,6040,null,1534,null,13275,null,2009,null,10786,null,1694,null,2489,null,868,null,0400000US37,North Carolina,37
2698,null,874,null,1292,null,532,null,930,null,460,null,362,null,260,null,76,null,101,null,286,null,240,null,1406,null,738,null,1090,null,560,null,316,null,445,null,0400000US38,North Dakota,38
40780,null,2679,null,26481,null,2323,null,16200,null,1844,null,10281,null,1663,null,2726,null,1052,null,7555,null,1113,null,14299,null,1755,null,11593,null,1439,null,2706,null,815,null,0400000US39,Ohio,39
69321,null,3820,null,44366,null,3139,null,29829,null,2288,null,14537,null,1871,null,4789,null,1074,null,9748,null,1536,null,24955,null,2320,null,20523,null,2274,null,4432,null,908,null,0400000US40,Oklahoma,40
30823,null,2722,null,18520,null,2010,null,12482,null,1609,null,6038,null,1382,null,1364,null,550,null,4674,null,1221,null,12303,null,1885,null,8332,null,1573,null,3971,null,1200,null,0400000US41,Oregon,41
35912,null,2417,null,22755,null,2152,null,13055,null,1619,null,9700,null,1337,null,1533,null,521,null,8167,null,1349,null,13157,null,1821,null,10743,null,1662,null,2414,null,722,null,0400000US42,Pennsylvania,42
6357,null,1174,null,3630,null,898,null,2818,null,838,null,812,null,407,null,146,null,149,null,666,null,421,null,2727,null,918,null,2292,null,806,null,435,null,392,null,0400000US44,Rhode Island,44
11777,null,1772,null,8407,null,1589,null,4891,null,1206,null,3516,null,1080,null,946,null,527,null,2570,null,950,null,3370,null,976,null,2672,null,883,null,698,null,431,null,0400000US45,South Carolina,45
3162,null,1002,null,2197,null,851,null,1126,null,528,null,1071,null,595,null,23,null,38,null,1048,null,597,null,965,null,548,null,564,null,365,null,401,null,461,null,0400000US46,South Dakota,46
20387,null,2079,null,11999,null,1684,null,8232,null,1410,null,3767,null,944,null,902,null,433,null,2865,null,875,null,8388,null,1413,null,5704,null,1129,null,2684,null,844,null,0400000US47,Tennessee,47
108956,null,6062,null,73690,null,4583,null,48661,null,3717,null,25029,null,2711,null,8773,null,1751,null,16256,null,2061,null,35266,null,3601,null,29608,null,3239,null,5658,null,1170,null,0400000US48,Texas,48
7718,null,1308,null,6463,null,1120,null,4725,null,1018,null,1738,null,691,null,380,null,228,null,1358,null,602,null,1255,null,622,null,1151,null,597,null,104,null,160,null,0400000US49,Utah,49
3639,null,869,null,2082,null,572,null,1411,null,477,null,671,null,369,null,135,null,200,null,536,null,300,null,1557,null,620,null,841,null,403,null,716,null,485,null,0400000US50,Vermont,50
34691,null,3189,null,24241,null,2513,null,16050,null,2211,null,8191,null,1633,null,1607,null,599,null,6584,null,1541,null,10450,null,1634,null,7862,null,1486,null,2588,null,816,null,0400000US51,Virginia,51
52749,null,3992,null,32649,null,2666,null,21805,null,2247,null,10844,null,1585,null,2087,null,763,null,8757,null,1472,null,20100,null,2315,null,13334,null,1989,null,6766,null,1267,null,0400000US53,Washington,53
6398,null,1145,null,3884,null,862,null,2474,null,773,null,1410,null,629,null,146,null,102,null,1264,null,623,null,2514,null,887,null,1658,null,688,null,856,null,635,null,0400000US54,West Virginia,54
15767,null,1672,null,9753,null,1265,null,6227,null,1121,null,3526,null,798,null,1051,null,558,null,2475,null,622,null,6014,null,1136,null,4126,null,854,null,1888,null,739,null,0400000US55,Wisconsin,55
3793,null,951,null,2579,null,752,null,1551,null,625,null,1028,null,601,null,566,null,532,null,462,null,289,null,1214,null,662,null,1191,null,667,null,23,null,45,null,0400000US56,Wyoming,56
52494,null,2458,null,39300,null,2158,null,22792,null,1755,null,16508,null,1781,null,3729,null,872,null,12779,null,1567,null,13194,null,1405,null,11276,null,1396,null,1918,null,640,null,0400000US72,Puerto Rico,72
