B12002H_001E,B12002H_001EA,B12002H_001M,B12002H_001MA,B12002H_002E,B12002H_002EA,B12002H_002M,B12002H_002MA,B12002H_003E,B12002H_003EA,B12002H_003M,B12002H_003MA,B12002H_004E,B12002H_004EA,B12002H_004M,B12002H_004MA,B12002H_005E,B12002H_005EA,B12002H_005M,B12002H_005MA,B12002H_006E,B12002H_006EA,B12002H_006M,B12002H_006MA,B12002H_007E,B12002H_007EA,B12002H_007M,B12002H_007MA,B12002H_008E,B12002H_008EA,B12002H_008M,B12002H_008MA,B12002H_009E,B12002H_009EA,B12002H_009M,B12002H_009MA,B12002H_010E,B12002H_010EA,B12002H_010M,B12002H_010MA,B12002H_011E,B12002H_011EA,B12002H_011M,B12002H_011MA,B12002H_012E,B12002H_012EA,B12002H_012M,B12002H_012MA,B12002H_013E,B12002H_013EA,B12002H_013M,B12002H_013MA,GEO_ID,NAME,state
4502990,null,3313,null,2193971,null,2636,null,602684,null,8363,null,1274667,null,12163,null,28274,null,3337,null,47606,null,3430,null,240740,null,8401,null,2309019,null,2352,null,476544,null,8607,null,1262754,null,11687,null,38958,null,3524,null,235857,null,5707,null,294906,null,8640,null,0400000US13,Georgia,13
271289,null,553,null,147726,null,604,null,44983,null,2583,null,81982,null,2766,null,2556,null,1067,null,2774,null,864,null,15431,null,2025,null,123563,null,481,null,27219,null,2098,null,68327,null,2527,null,2091,null,692,null,9625,null,1102,null,16301,null,2061,null,0400000US15,Hawaii,15
1015893,null,893,null,502724,null,861,null,128858,null,3645,null,303417,null,5030,null,5324,null,1286,null,9899,null,1141,null,55226,null,3856,null,513169,null,750,null,101600,null,3221,null,297136,null,5368,null,5623,null,1405,null,45895,null,2208,null,62915,null,3602,null,0400000US16,Idaho,16
6897292,null,2733,null,3344388,null,1729,null,1052333,null,9335,null,1873295,null,13698,null,29824,null,2641,null,91527,null,4387,null,297409,null,8588,null,3552904,null,1667,null,885368,null,9181,null,1842544,null,12400,null,41001,null,3468,null,389297,null,5414,null,394694,null,8499,null,0400000US17,Illinois,17
4283121,null,2196,null,2081680,null,1787,null,586294,null,8200,null,1184390,null,10411,null,21186,null,2694,null,54797,null,3238,null,235013,null,6762,null,2201441,null,1328,null,479732,null,6617,null,1182278,null,12346,null,31517,null,3149,null,223407,null,4851,null,284507,null,8220,null,0400000US18,Indiana,18
2212305,null,1406,null,1073699,null,1141,null,311440,null,5109,null,621893,null,7097,null,11053,null,1737,null,28465,null,2033,null,100848,null,3871,null,1138606,null,1170,null,257601,null,4889,null,620224,null,7678,null,13352,null,1733,null,127156,null,3494,null,120273,null,4568,null,0400000US19,Iowa,19
1821707,null,705,null,884997,null,923,null,247611,null,4602,null,515112,null,7048,null,9885,null,1712,null,25258,null,1965,null,87131,null,4100,null,936710,null,758,null,195690,null,4989,null,514054,null,8090,null,9337,null,1515,null,100196,null,3243,null,117433,null,4776,null,0400000US20,Kansas,20
3041558,null,1638,null,1469264,null,1776,null,411463,null,7510,null,815260,null,11050,null,25953,null,2987,null,43060,null,2942,null,173528,null,6976,null,1572294,null,1629,null,327388,null,7433,null,816095,null,12810,null,33728,null,2866,null,185930,null,5384,null,209153,null,7446,null,0400000US21,Kentucky,21
2187783,null,1031,null,1061243,null,1325,null,304863,null,5365,null,602811,null,6742,null,12712,null,1891,null,30601,null,2350,null,110256,null,5378,null,1126540,null,1133,null,248938,null,5373,null,592849,null,8135,null,22651,null,2758,null,128533,null,3878,null,133569,null,5714,null,0400000US22,Louisiana,22
1044295,null,1807,null,503581,null,1190,null,139533,null,4356,null,288230,null,5946,null,5157,null,1101,null,14560,null,1745,null,56101,null,3321,null,540714,null,1260,null,121753,null,3823,null,281908,null,5962,null,7935,null,1550,null,55463,null,2772,null,73655,null,3820,null,0400000US23,Maine,23
2689798,null,3127,null,1299421,null,1292,null,394123,null,7343,null,733267,null,8842,null,24342,null,2805,null,39726,null,2895,null,107963,null,5359,null,1390377,null,2080,null,339185,null,6207,null,726938,null,9049,null,31026,null,2650,null,145422,null,3410,null,147806,null,5611,null,0400000US24,Maryland,24
4268105,null,4844,null,2035848,null,3101,null,719420,null,9344,null,1069326,null,11764,null,22395,null,3017,null,59623,null,3696,null,165084,null,6841,null,2232257,null,3119,null,664605,null,10359,null,1056847,null,12165,null,33082,null,3313,null,238257,null,5103,null,239466,null,6934,null,0400000US25,Massachusetts,25
6400429,null,1846,null,3132610,null,1197,null,962332,null,8622,null,1741953,null,11670,null,27787,null,2513,null,85018,null,3001,null,315520,null,7724,null,3267819,null,1060,null,787851,null,8593,null,1713954,null,13161,null,36502,null,2869,null,338213,null,5464,null,391299,null,7556,null,0400000US26,Michigan,26
3650799,null,1396,null,1792208,null,898,null,558481,null,6741,null,1023463,null,9715,null,14481,null,1812,null,39565,null,2277,null,156218,null,5748,null,1858591,null,975,null,466879,null,6438,null,1008149,null,8125,null,18368,null,2398,null,174605,null,4383,null,190590,null,4701,null,0400000US27,Minnesota,27
1399186,null,718,null,676966,null,1606,null,171552,null,5825,null,407660,null,7525,null,8682,null,1318,null,18140,null,2074,null,70932,null,4359,null,722220,null,1623,null,126730,null,4758,null,404715,null,7378,null,12320,null,1998,null,91832,null,2643,null,86623,null,4630,null,0400000US28,Mississippi,28
3941674,null,1446,null,1908079,null,1188,null,539110,null,8268,null,1086703,null,11046,null,29530,null,3021,null,48858,null,2292,null,203878,null,6480,null,2033595,null,1125,null,443281,null,7368,null,1078678,null,12413,null,35833,null,2753,null,219143,null,5018,null,256660,null,8006,null,0400000US29,Missouri,29
700972,null,249,null,349288,null,393,null,103895,null,3033,null,189201,null,4404,null,5018,null,1290,null,8509,null,1117,null,42665,null,2914,null,351684,null,334,null,79296,null,3026,null,191342,null,4492,null,4210,null,1237,null,34147,null,1761,null,42689,null,2931,null,0400000US30,Montana,30
1221689,null,1103,null,595162,null,653,null,176198,null,4393,null,344315,null,5585,null,5046,null,966,null,16092,null,1397,null,53511,null,2678,null,626527,null,712,null,143459,null,3209,null,341373,null,5279,null,6829,null,1266,null,68530,null,2664,null,66336,null,3951,null,0400000US31,Nebraska,31
1240484,null,834,null,628450,null,700,null,176422,null,4717,null,328871,null,5887,null,10687,null,2056,null,19583,null,2019,null,92887,null,5054,null,612034,null,785,null,129300,null,4617,null,315514,null,6308,null,11646,null,1734,null,54761,null,3091,null,100813,null,5655,null,0400000US32,Nevada,32
1011439,null,1276,null,493207,null,702,null,150250,null,3910,null,277115,null,5555,null,5254,null,1128,null,11787,null,1307,null,48801,null,3788,null,518232,null,626,null,128026,null,3858,null,269825,null,6019,null,7039,null,1238,null,45701,null,2544,null,67641,null,3998,null,0400000US33,New Hampshire,33
4458440,null,3835,null,2143516,null,2217,null,655422,null,8737,null,1242444,null,12103,null,24014,null,2564,null,68640,null,3539,null,152996,null,6743,null,2314924,null,2249,null,571535,null,7546,null,1198327,null,13369,null,35396,null,3325,null,285063,null,5065,null,224603,null,7356,null,0400000US34,New Jersey,34
708002,null,1341,null,345137,null,1115,null,101563,null,3630,null,185191,null,4726,null,5062,null,1310,null,11447,null,1594,null,41874,null,2780,null,362865,null,1104,null,73886,null,3381,null,183568,null,4391,null,4903,null,1339,null,40607,null,2302,null,59901,null,3295,null,0400000US35,New Mexico,35
9702488,null,5400,null,4672575,null,2980,null,1608895,null,13994,null,2496747,null,18870,null,74199,null,4920,null,143252,null,4818,null,349482,null,11351,null,5029913,null,3246,null,1418298,null,15513,null,2430966,null,18137,null,103613,null,5501,null,598859,null,8557,null,478177,null,10099,null,0400000US36,New York,36
5035341,null,3794,null,2424042,null,3113,null,645536,null,9407,null,1437015,null,12098,null,54393,null,4355,null,61885,null,3327,null,225213,null,7767,null,2611299,null,2577,null,523346,null,8250,null,1439665,null,13229,null,69028,null,4847,null,280961,null,6370,null,298299,null,8900,null,0400000US37,North Carolina,37
479016,null,257,null,239045,null,389,null,77932,null,3209,null,133515,null,4140,null,1742,null,656,null,7340,null,1041,null,18516,null,1945,null,239971,null,317,null,57141,null,2354,null,132881,null,3737,null,3014,null,969,null,27764,null,1428,null,19171,null,1899,null,0400000US38,North Dakota,38
7741576,null,1837,null,3738652,null,1356,null,1112928,null,11765,null,2072617,null,15644,null,50491,null,3950,null,108764,null,4818,null,393852,null,9566,null,4002924,null,1246,null,947808,null,10525,null,2061542,null,17184,null,61629,null,4452,null,435154,null,6993,null,496791,null,11227,null,0400000US39,Ohio,39
2132562,null,1239,null,1035146,null,1601,null,261686,null,6111,null,601607,null,6683,null,15289,null,2049,null,32667,null,2456,null,123897,null,4634,null,1097416,null,1589,null,206536,null,4171,null,586584,null,7795,null,22745,null,2686,null,127951,null,4279,null,153600,null,4904,null,0400000US40,Oklahoma,40
2520182,null,1771,null,1227463,null,1478,null,368182,null,7419,null,661469,null,8953,null,16338,null,2323,null,31368,null,2664,null,150106,null,5132,null,1292719,null,786,null,295709,null,5976,null,656058,null,8475,null,22006,null,2470,null,127384,null,4394,null,191562,null,6175,null,0400000US41,Oregon,41
8483291,null,2497,null,4079270,null,1211,null,1257518,null,11717,null,2275714,null,16418,null,63236,null,4157,null,131655,null,3989,null,351147,null,8811,null,4404021,null,1708,null,1090660,null,9663,null,2245471,null,16270,null,84686,null,4026,null,541139,null,8116,null,442065,null,10121,null,0400000US42,Pennsylvania,42
706314,null,1248,null,335797,null,701,null,114107,null,3823,null,172484,null,4441,null,3192,null,1064,null,10949,null,1360,null,35065,null,3488,null,370517,null,868,null,105619,null,3538,null,174216,null,4871,null,4143,null,1051,null,44185,null,2155,null,42354,null,2930,null,0400000US44,Rhode Island,44
2374840,null,1347,null,1150002,null,1204,null,305480,null,6078,null,674995,null,8694,null,25298,null,2507,null,32464,null,2503,null,111765,null,5136,null,1224838,null,1132,null,239957,null,5786,null,676832,null,10062,null,31363,null,3174,null,135278,null,4275,null,141408,null,6980,null,0400000US45,South Carolina,45
562379,null,1104,null,277110,null,940,null,81067,null,2628,null,159468,null,3415,null,2407,null,826,null,7452,null,1109,null,26716,null,2395,null,285269,null,1005,null,66717,null,2965,null,157267,null,3731,null,2713,null,810,null,31091,null,1623,null,27481,null,2383,null,0400000US46,South Dakota,46
3905336,null,996,null,1885206,null,1426,null,496608,null,8256,null,1078182,null,11183,null,28219,null,3034,null,52226,null,3169,null,229971,null,7701,null,2020130,null,1146,null,393753,null,7711,null,1073181,null,13275,null,39354,null,3539,null,230814,null,5323,null,283028,null,9082,null,0400000US47,Tennessee,47
9371821,null,4012,null,4574956,null,3385,null,1277772,null,12911,null,2608905,null,17079,null,66190,null,4839,null,119596,null,5298,null,502493,null,12597,null,4796865,null,2729,null,1010920,null,11456,null,2553556,null,17113,null,84827,null,5328,null,506766,null,8317,null,640796,null,11880,null,0400000US48,Texas,48
1641057,null,723,null,814832,null,360,null,243444,null,5353,null,485330,null,6016,null,7288,null,1366,null,13905,null,1643,null,64865,null,3360,null,826225,null,528,null,199145,null,5289,null,478153,null,7229,null,9292,null,1881,null,54896,null,2669,null,84739,null,3792,null,0400000US49,Utah,49
494626,null,293,null,240978,null,310,null,77821,null,2805,null,128153,null,3683,null,2971,null,1070,null,5893,null,996,null,26140,null,2446,null,253648,null,267,null,63578,null,2407,null,128789,null,3652,null,3775,null,734,null,23918,null,1357,null,33588,null,2453,null,0400000US50,Vermont,50
4275743,null,2125,null,2082838,null,2001,null,600405,null,8791,null,1213817,null,10939,null,38233,null,3616,null,51777,null,2815,null,178606,null,5814,null,2192905,null,2285,null,496773,null,8093,null,1189579,null,11173,null,46956,null,3564,null,222358,null,6267,null,237239,null,6585,null,0400000US51,Virginia,51
4081676,null,2020,null,2008275,null,1162,null,609828,null,9834,null,1087337,null,10996,null,29167,null,2540,null,48786,null,3043,null,233157,null,7439,null,2073401,null,1532,null,482827,null,7211,null,1077039,null,11663,null,32635,null,3368,null,186195,null,4577,null,294705,null,8405,null,0400000US53,Washington,53
1409002,null,1234,null,679662,null,1552,null,181982,null,4288,null,387983,null,7506,null,9358,null,1743,null,24573,null,2383,null,75766,null,5024,null,729340,null,1287,null,156517,null,4870,null,382009,null,7729,null,12933,null,2163,null,91015,null,3246,null,86866,null,4489,null,0400000US54,West Virginia,54
3951358,null,1067,null,1942670,null,970,null,597464,null,8422,null,1099971,null,9613,null,15978,null,1683,null,49064,null,2936,null,180193,null,6139,null,2008688,null,783,null,486491,null,7033,null,1081228,null,10552,null,20238,null,2365,null,204910,null,4255,null,215821,null,5871,null,0400000US55,Wisconsin,55
374087,null,522,null,188336,null,676,null,53654,null,2216,null,102709,null,3324,null,2909,null,985,null,5428,null,991,null,23636,null,2473,null,185751,null,506,null,38365,null,2033,null,101912,null,2980,null,2699,null,907,null,17933,null,1448,null,24842,null,2358,null,0400000US56,Wyoming,56
35947,null,2961,null,19283,null,2413,null,5740,null,1600,null,10763,null,1356,null,340,null,246,null,365,null,275,null,2075,null,893,null,16664,null,2177,null,4814,null,1245,null,7937,null,1498,null,900,null,569,null,1405,null,650,null,1608,null,656,null,0400000US72,Puerto Rico,72
