C22007_001E,C22007_001EA,C22007_001M,C22007_001MA,C22007_002E,C22007_002EA,C22007_002M,C22007_002MA,C22007_003E,C22007_003EA,C22007_003M,C22007_003MA,C22007_004E,C22007_004EA,C22007_004M,C22007_004MA,C22007_005E,C22007_005EA,C22007_005M,C22007_005MA,C22007_006E,C22007_006EA,C22007_006M,C22007_006MA,C22007_007E,C22007_007EA,C22007_007M,C22007_007MA,C22007_008E,C22007_008EA,C22007_008M,C22007_008MA,C22007_009E,C22007_009EA,C22007_009M,C22007_009MA,C22007_010E,C22007_010EA,C22007_010M,C22007_010MA,C22007_011E,C22007_011EA,C22007_011M,C22007_011MA,C22007_012E,C22007_012EA,C22007_012M,C22007_012MA,C22007_013E,C22007_013EA,C22007_013M,C22007_013MA,C22007_014E,C22007_014EA,C22007_014M,C22007_014MA,C22007_015E,C22007_015EA,C22007_015M,C22007_015MA,C22007_016E,C22007_016EA,C22007_016M,C22007_016MA,C22007_017E,C22007_017EA,C22007_017M,C22007_017MA,C22007_018E,C22007_018EA,C22007_018M,C22007_018MA,C22007_019E,C22007_019EA,C22007_019M,C22007_019MA,C22007_020E,C22007_020EA,C22007_020M,C22007_020MA,C22007_021E,C22007_021EA,C22007_021M,C22007_021MA,C22007_022E,C22007_022EA,C22007_022M,C22007_022MA,C22007_023E,C22007_023EA,C22007_023M,C22007_023MA,C22007_024E,C22007_024EA,C22007_024M,C22007_024MA,C22007_025E,C22007_025EA,C22007_025M,C22007_025MA,C22007_026E,C22007_026EA,C22007_026M,C22007_026MA,C22007_027E,C22007_027EA,C22007_027M,C22007_027MA,C22007_028E,C22007_028EA,C22007_028M,C22007_028MA,C22007_029E,C22007_029EA,C22007_029M,C22007_029MA,GEO_ID,NAME,state
1152062,null,12427,null,119584,null,5270,null,33802,null,2899,null,7374,null,1342,null,12602,null,1962,null,13826,null,1839,null,85782,null,4778,null,10035,null,1820,null,1669,null,650,null,6478,null,1412,null,1888,null,846,null,75747,null,4373,null,18862,null,1990,null,42990,null,3231,null,13895,null,1922,null,1032478,null,11566,null,794911,null,11897,null,117530,null,4179,null,195203,null,7301,null,482178,null,9270,null,237567,null,8558,null,60513,null,4317,null,5124,null,1202,null,30852,null,3397,null,24537,null,2720,null,177054,null,6594,null,24640,null,2643,null,100318,null,4752,null,52096,null,3688,null,0400000US45,South Carolina,45
205206,null,4366,null,15107,null,1785,null,4457,null,930,null,295,null,175,null,1787,null,674,null,2375,null,725,null,10650,null,1516,null,1435,null,541,null,431,null,286,null,770,null,390,null,234,null,261,null,9215,null,1404,null,2063,null,756,null,5903,null,1144,null,1249,null,484,null,190099,null,3922,null,158335,null,3701,null,17481,null,1213,null,24977,null,1831,null,115877,null,3598,null,31764,null,2263,null,10804,null,1406,null,645,null,346,null,6819,null,1244,null,3340,null,833,null,20960,null,1890,null,2294,null,896,null,11483,null,1561,null,7183,null,1074,null,0400000US46,South Dakota,46
1606220,null,14373,null,206777,null,6281,null,66835,null,4322,null,11543,null,1731,null,24544,null,2528,null,30748,null,2740,null,139942,null,5600,null,23659,null,2463,null,5185,null,1219,null,14009,null,1756,null,4465,null,1164,null,116283,null,5399,null,34067,null,3264,null,63794,null,3644,null,18422,null,2425,null,1399443,null,13613,null,1118545,null,13373,null,152801,null,4599,null,272503,null,7367,null,693241,null,10647,null,280898,null,7231,null,85884,null,5141,null,6623,null,1293,null,48458,null,4053,null,30803,null,3955,null,195014,null,6687,null,20384,null,2137,null,108689,null,5606,null,65941,null,3577,null,0400000US47,Tennessee,47
5790823,null,26730,null,599851,null,12942,null,232145,null,8028,null,30954,null,2350,null,87792,null,5107,null,113399,null,6150,null,367706,null,10019,null,55350,null,4230,null,8118,null,1519,null,33837,null,3626,null,13395,null,2341,null,312356,null,9305,null,73164,null,4363,null,182772,null,7957,null,56420,null,4440,null,5190972,null,27945,null,4027070,null,26861,null,410106,null,7842,null,1070673,null,16245,null,2546291,null,21613,null,1163902,null,18555,null,359069,null,10013,null,22653,null,2426,null,176856,null,8245,null,159560,null,7526,null,804833,null,13818,null,81499,null,4694,null,450630,null,10937,null,272704,null,7966,null,0400000US48,Texas,48
629901,null,7327,null,30935,null,2669,null,12785,null,1569,null,737,null,303,null,4897,null,1151,null,7151,null,1165,null,18150,null,2082,null,2763,null,825,null,296,null,264,null,1728,null,722,null,739,null,456,null,15387,null,1867,null,2194,null,700,null,9135,null,1452,null,4058,null,1072,null,598966,null,7569,null,507379,null,7666,null,48385,null,2479,null,116847,null,4768,null,342147,null,7371,null,91587,null,3840,null,30238,null,2718,null,1164,null,491,null,13893,null,2105,null,15181,null,2058,null,61349,null,3051,null,4045,null,1035,null,30165,null,2169,null,27139,null,2435,null,0400000US49,Utah,49
163979,null,3747,null,12643,null,1257,null,4828,null,900,null,800,null,354,null,811,null,312,null,3217,null,775,null,7815,null,1029,null,1317,null,535,null,302,null,258,null,747,null,403,null,268,null,227,null,6498,null,894,null,1774,null,522,null,4136,null,853,null,588,null,386,null,151336,null,3638,null,121216,null,3689,null,13644,null,936,null,20184,null,1356,null,87388,null,3474,null,30120,null,2220,null,11577,null,1671,null,635,null,280,null,6734,null,1345,null,4208,null,940,null,18543,null,1665,null,951,null,351,null,10826,null,1526,null,6766,null,1124,null,0400000US50,Vermont,50
1964204,null,15049,null,127854,null,5941,null,38660,null,3618,null,5625,null,1158,null,13538,null,1973,null,19497,null,2575,null,89194,null,4958,null,10494,null,1795,null,1287,null,552,null,6357,null,1506,null,2850,null,869,null,78700,null,4861,null,19997,null,2642,null,45881,null,4114,null,12822,null,1911,null,1836350,null,14799,null,1444725,null,14137,null,157945,null,4633,null,322575,null,8890,null,964205,null,12420,null,391625,null,8713,null,110980,null,5003,null,6842,null,1174,null,55401,null,4589,null,48737,null,3751,null,280645,null,8035,null,24701,null,2546,null,149858,null,5461,null,106086,null,5693,null,0400000US51,Virginia,51
1619537,null,11679,null,125758,null,5967,null,45807,null,3585,null,7449,null,1454,null,15011,null,2067,null,23347,null,2085,null,79951,null,5142,null,15170,null,2587,null,2307,null,852,null,8902,null,1861,null,3961,null,993,null,64781,null,4683,null,16766,null,2459,null,39044,null,3644,null,8971,null,1584,null,1493779,null,11490,null,1206405,null,12798,null,154597,null,4238,null,277578,null,7322,null,774230,null,12243,null,287374,null,8308,null,97974,null,5497,null,5637,null,1019,null,56334,null,4510,null,36003,null,2894,null,189400,null,6385,null,16909,null,1916,null,110472,null,5104,null,62019,null,3269,null,0400000US53,Washington,53
491383,null,7377,null,63050,null,3791,null,27867,null,2773,null,7412,null,1369,null,11801,null,1712,null,8654,null,1439,null,35183,null,2626,null,6338,null,1181,null,3067,null,779,null,2795,null,964,null,476,null,273,null,28845,null,2527,null,11231,null,1721,null,14128,null,1847,null,3486,null,978,null,428333,null,6743,null,353513,null,6875,null,65964,null,3070,null,96719,null,4122,null,190830,null,5385,null,74820,null,3599,null,23674,null,2447,null,3125,null,826,null,13201,null,1848,null,7348,null,1317,null,51146,null,3044,null,9151,null,1492,null,28695,null,2525,null,13300,null,1615,null,0400000US54,West Virginia,54
1461841,null,11443,null,93258,null,4119,null,26120,null,2118,null,3452,null,839,null,8094,null,1174,null,14574,null,1612,null,67138,null,3486,null,10053,null,1519,null,1101,null,471,null,6557,null,1216,null,2395,null,816,null,57085,null,3045,null,11282,null,1871,null,38398,null,2929,null,7405,null,1273,null,1368583,null,11658,null,1123069,null,11622,null,140646,null,3185,null,202849,null,5187,null,779574,null,9559,null,245514,null,6967,null,82738,null,3608,null,4268,null,822,null,46387,null,2798,null,32083,null,2608,null,162776,null,5166,null,15208,null,1610,null,92495,null,4474,null,55073,null,3202,null,0400000US55,Wisconsin,55
135066,null,3714,null,6186,null,1475,null,2576,null,808,null,192,null,176,null,562,null,313,null,1822,null,707,null,3610,null,1263,null,983,null,727,null,20,null,34,null,448,null,293,null,515,null,657,null,2627,null,973,null,526,null,378,null,1943,null,843,null,158,null,124,null,128880,null,3693,null,103855,null,3187,null,11212,null,1151,null,18775,null,1796,null,73868,null,3317,null,25025,null,2721,null,10257,null,1611,null,332,null,239,null,5364,null,1230,null,4561,null,1133,null,14768,null,1833,null,771,null,377,null,8204,null,1340,null,5793,null,1115,null,0400000US56,Wyoming,56
898030,null,9219,null,279504,null,6154,null,116400,null,4106,null,58092,null,3173,null,39814,null,2936,null,18494,null,1785,null,163104,null,4240,null,25611,null,2335,null,12086,null,1456,null,10820,null,1656,null,2705,null,829,null,137493,null,4309,null,79846,null,3644,null,45343,null,3374,null,12304,null,1362,null,618526,null,9406,null,432433,null,8961,null,96519,null,3634,null,127106,null,4589,null,208808,null,6559,null,186093,null,5316,null,40032,null,2945,null,7615,null,1258,null,20748,null,2124,null,11669,null,1527,null,146061,null,4885,null,27769,null,2104,null,83242,null,3765,null,35050,null,2685,null,0400000US72,Puerto Rico,72
