C17020I_001E,C17020I_001EA,C17020I_001M,C17020I_001MA,C17020I_002E,C17020I_002EA,C17020I_002M,C17020I_002MA,C17020I_003E,C17020I_003EA,C17020I_003M,C17020I_003MA,C17020I_004E,C17020I_004EA,C17020I_004M,C17020I_004MA,C17020I_005E,C17020I_005EA,C17020I_005M,C17020I_005MA,C17020I_006E,C17020I_006EA,C17020I_006M,C17020I_006MA,C17020I_007E,C17020I_007EA,C17020I_007M,C17020I_007MA,C17020I_008E,C17020I_008EA,C17020I_008M,C17020I_008MA,C17020I_009E,C17020I_009EA,C17020I_009M,C17020I_009MA,GEO_ID,NAME,state
85802,null,2431,null,24424,null,3806,null,12396,null,2370,null,11932,null,2061,null,96,null,121,null,61378,null,3794,null,19311,null,2166,null,40241,null,2546,null,1826,null,599,null,0400000US21,Kentucky,21
128597,null,2066,null,23610,null,3322,null,7536,null,1777,null,14490,null,2271,null,1584,null,724,null,104987,null,3258,null,29866,null,1939,null,64829,null,2573,null,10292,null,1215,null,0400000US22,Louisiana,22
14332,null,806,null,3051,null,962,null,831,null,448,null,2142,null,796,null,78,null,128,null,11281,null,1039,null,4231,null,657,null,6400,null,881,null,650,null,425,null,0400000US23,Maine,23
346785,null,1898,null,34868,null,6150,null,11897,null,3390,null,20908,null,3242,null,2063,null,806,null,311917,null,6396,null,100914,null,3333,null,198197,null,3894,null,12806,null,1048,null,0400000US24,Maryland,24
511786,null,1805,null,153569,null,8384,null,68563,null,4760,null,76931,null,4865,null,8075,null,1304,null,358217,null,8390,null,101187,null,4843,null,243008,null,5147,null,14022,null,1411,null,0400000US25,Massachusetts,25
389719,null,1892,null,96334,null,7464,null,43813,null,4173,null,50955,null,4214,null,1566,null,523,null,293385,null,7868,null,96536,null,4088,null,181797,null,4730,null,15052,null,1233,null,0400000US26,Michigan,26
199634,null,1363,null,44366,null,5757,null,20130,null,3304,null,23736,null,3141,null,500,null,291,null,155268,null,5785,null,56604,null,3446,null,94493,null,3541,null,4171,null,769,null,0400000US27,Minnesota,27
51198,null,2874,null,11655,null,2659,null,3431,null,1146,null,7493,null,2036,null,731,null,554,null,39543,null,2855,null,12328,null,1513,null,25790,null,2641,null,1425,null,512,null,0400000US28,Mississippi,28
170274,null,1766,null,35616,null,4799,null,18181,null,3105,null,16787,null,2500,null,648,null,392,null,134658,null,4643,null,46008,null,3094,null,82362,null,2709,null,6288,null,1138,null,0400000US29,Missouri,29
24240,null,1042,null,5671,null,1559,null,1998,null,813,null,3471,null,1200,null,202,null,182,null,18569,null,1702,null,7901,null,984,null,10207,null,1403,null,461,null,289,null,0400000US30,Montana,30
126880,null,1767,null,29117,null,4403,null,14345,null,2575,null,13872,null,2310,null,900,null,444,null,97763,null,4899,null,36295,null,2822,null,58912,null,2881,null,2556,null,596,null,0400000US31,Nebraska,31
636037,null,1917,null,102019,null,11178,null,49559,null,6551,null,49028,null,5428,null,3432,null,1202,null,534018,null,11328,null,190165,null,6962,null,323098,null,5903,null,20755,null,1464,null,0400000US32,Nevada,32
31019,null,806,null,4280,null,1449,null,2048,null,867,null,1971,null,711,null,261,null,309,null,26739,null,1455,null,8671,null,916,null,17051,null,971,null,1017,null,393,null,0400000US33,New Hampshire,33
1356636,null,2381,null,216804,null,11284,null,82993,null,6463,null,117035,null,6545,null,16776,null,2429,null,1139832,null,11866,null,315682,null,6572,null,756928,null,6982,null,67222,null,2850,null,0400000US34,New Jersey,34
853358,null,2291,null,196601,null,11883,null,81880,null,6434,null,99150,null,6405,null,15571,null,1958,null,656757,null,12060,null,180660,null,6719,null,412758,null,6324,null,63339,null,2417,null,0400000US35,New Mexico,35
3087706,null,4250,null,746232,null,21216,null,292217,null,10629,null,398895,null,12407,null,55120,null,3538,null,2341474,null,21252,null,594798,null,11403,null,1581471,null,12049,null,165205,null,3597,null,0400000US36,New York,36
622908,null,4636,null,160629,null,11418,null,73708,null,6027,null,85184,null,6745,null,1737,null,686,null,462279,null,11990,null,159551,null,6457,null,293617,null,7153,null,9111,null,1646,null,0400000US37,North Carolina,37
8787,null,859,null,2191,null,983,null,799,null,444,null,1392,null,668,null,0,null,203,null,6596,null,1054,null,2202,null,757,null,4218,null,813,null,176,null,154,null,0400000US38,North Dakota,38
271968,null,2280,null,69374,null,6814,null,29969,null,3565,null,35331,null,3949,null,4074,null,1065,null,202594,null,7342,null,68231,null,3643,null,122707,null,4352,null,11656,null,1490,null,0400000US39,Ohio,39
252574,null,1700,null,73206,null,6403,null,39733,null,3840,null,31893,null,3406,null,1580,null,641,null,179368,null,6586,null,60607,null,4107,null,112904,null,3835,null,5857,null,1020,null,0400000US40,Oklahoma,40
387434,null,1495,null,91436,null,9135,null,46518,null,5416,null,43699,null,4573,null,1219,null,480,null,295998,null,9130,null,101852,null,5333,null,184605,null,4916,null,9541,null,1551,null,0400000US41,Oregon,41
530954,null,2298,null,169302,null,8894,null,79143,null,5551,null,83411,null,4979,null,6748,null,1273,null,361652,null,8955,null,118622,null,5585,null,225021,null,5078,null,18009,null,1641,null,0400000US42,Pennsylvania,42
115668,null,969,null,35246,null,4782,null,17295,null,2571,null,16597,null,2654,null,1354,null,670,null,80422,null,4972,null,24257,null,2686,null,52723,null,2758,null,3442,null,632,null,0400000US44,Rhode Island,44
159377,null,1180,null,32750,null,4160,null,15539,null,2184,null,16746,null,2431,null,465,null,340,null,126627,null,4236,null,42955,null,2266,null,79867,null,2562,null,3805,null,954,null,0400000US45,South Carolina,45
15626,null,1438,null,3808,null,1368,null,2040,null,809,null,1741,null,701,null,27,null,42,null,11818,null,1939,null,4417,null,1120,null,6752,null,1125,null,649,null,366,null,0400000US46,South Dakota,46
206618,null,2784,null,57946,null,5999,null,26322,null,3910,null,30698,null,3471,null,926,null,635,null,148672,null,6393,null,50660,null,3730,null,93549,null,3938,null,4463,null,1383,null,0400000US47,Tennessee,47
8426817,null,6038,null,2092176,null,40024,null,978205,null,20790,null,1004227,null,22981,null,109744,null,5475,null,6334641,null,39742,null,1984789,null,20562,null,4003861,null,22746,null,345991,null,6234,null,0400000US48,Texas,48
298654,null,1397,null,57571,null,7670,null,30019,null,4794,null,26782,null,3739,null,770,null,417,null,241083,null,7847,null,88645,null,4939,null,143885,null,4031,null,8553,null,937,null,0400000US49,Utah,49
7352,null,716,null,2100,null,624,null,809,null,419,null,1169,null,401,null,122,null,189,null,5252,null,905,null,1599,null,438,null,3380,null,754,null,273,null,233,null,0400000US50,Vermont,50
487628,null,3090,null,66485,null,7381,null,26634,null,4143,null,38415,null,4147,null,1436,null,701,null,421143,null,7753,null,132835,null,4669,null,274247,null,4934,null,14061,null,1898,null,0400000US51,Virginia,51
597977,null,2106,null,137103,null,10221,null,70463,null,5982,null,64202,null,5091,null,2438,null,775,null,460874,null,10260,null,162684,null,6043,null,281663,null,5517,null,16527,null,1517,null,0400000US53,Washington,53
18340,null,1953,null,5238,null,1594,null,2151,null,731,null,2735,null,1085,null,352,null,385,null,13102,null,1881,null,4972,null,1456,null,7493,null,1123,null,637,null,347,null,0400000US54,West Virginia,54
262298,null,1422,null,51584,null,4807,null,22022,null,2614,null,28156,null,2838,null,1406,null,553,null,210714,null,4793,null,76424,null,2562,null,126807,null,3288,null,7483,null,993,null,0400000US55,Wisconsin,55
35250,null,730,null,4806,null,1832,null,2542,null,1519,null,2210,null,699,null,54,null,92,null,30444,null,2058,null,9715,null,1122,null,19105,null,1592,null,1624,null,566,null,0400000US56,Wyoming,56
3826695,null,5324,null,1742182,null,26226,null,530691,null,11435,null,988110,null,16726,null,223381,null,6113,null,2084513,null,25962,null,427016,null,10452,null,1372068,null,16995,null,285429,null,6152,null,0400000US72,Puerto Rico,72
