B17010A_001E,B17010A_001EA,B17010A_001M,B17010A_001MA,B17010A_002E,B17010A_002EA,B17010A_002M,B17010A_002MA,B17010A_003E,B17010A_003EA,B17010A_003M,B17010A_003MA,B17010A_004E,B17010A_004EA,B17010A_004M,B17010A_004MA,B17010A_005E,B17010A_005EA,B17010A_005M,B17010A_005MA,B17010A_006E,B17010A_006EA,B17010A_006M,B17010A_006MA,B17010A_007E,B17010A_007EA,B17010A_007M,B17010A_007MA,B17010A_008E,B17010A_008EA,B17010A_008M,B17010A_008MA,B17010A_009E,B17010A_009EA,B17010A_009M,B17010A_009MA,B17010A_010E,B17010A_010EA,B17010A_010M,B17010A_010MA,B17010A_011E,B17010A_011EA,B17010A_011M,B17010A_011MA,B17010A_012E,B17010A_012EA,B17010A_012M,B17010A_012MA,B17010A_013E,B17010A_013EA,B17010A_013M,B17010A_013MA,B17010A_014E,B17010A_014EA,B17010A_014M,B17010A_014MA,B17010A_015E,B17010A_015EA,B17010A_015M,B17010A_015MA,B17010A_016E,B17010A_016EA,B17010A_016M,B17010A_016MA,B17010A_017E,B17010A_017EA,B17010A_017M,B17010A_017MA,B17010A_018E,B17010A_018EA,B17010A_018M,B17010A_018MA,B17010A_019E,B17010A_019EA,B17010A_019M,B17010A_019MA,B17010A_020E,B17010A_020EA,B17010A_020M,B17010A_020MA,B17010A_021E,B17010A_021EA,B17010A_021M,B17010A_021MA,B17010A_022E,B17010A_022EA,B17010A_022M,B17010A_022MA,B17010A_023E,B17010A_023EA,B17010A_023M,B17010A_023MA,B17010A_024E,B17010A_024EA,B17010A_024M,B17010A_024MA,B17010A_025E,B17010A_025EA,B17010A_025M,B17010A_025MA,B17010A_026E,B17010A_026EA,B17010A_026M,B17010A_026MA,B17010A_027E,B17010A_027EA,B17010A_027M,B17010A_027MA,B17010A_028E,B17010A_028EA,B17010A_028M,B17010A_028MA,B17010A_029E,B17010A_029EA,B17010A_029M,B17010A_029MA,B17010A_030E,B17010A_030EA,B17010A_030M,B17010A_030MA,B17010A_031E,B17010A_031EA,B17010A_031M,B17010A_031MA,B17010A_032E,B17010A_032EA,B17010A_032M,B17010A_032MA,B17010A_033E,B17010A_033EA,B17010A_033M,B17010A_033MA,B17010A_034E,B17010A_034EA,B17010A_034M,B17010A_034MA,B17010A_035E,B17010A_035EA,B17010A_035M,B17010A_035MA,B17010A_036E,B17010A_036EA,B17010A_036M,B17010A_036MA,B17010A_037E,B17010A_037EA,B17010A_037M,B17010A_037MA,B17010A_038E,B17010A_038EA,B17010A_038M,B17010A_038MA,B17010A_039E,B17010A_039EA,B17010A_039M,B17010A_039MA,B17010A_040E,B17010A_040EA,B17010A_040M,B17010A_040MA,B17010A_041E,B17010A_041EA,B17010A_041M,B17010A_041MA,GEO_ID,NAME,state
418583,null,5701,null,26330,null,2079,null,10840,null,1346,null,6151,null,1061,null,1202,null,551,null,2193,null,625,null,2756,null,580,null,4689,null,875,null,15490,null,1634,null,2095,null,732,null,1578,null,637,null,727,null,494,null,135,null,112,null,716,null,385,null,517,null,325,null,13395,null,1567,null,12533,null,1516,null,3504,null,848,null,3792,null,967,null,5237,null,1089,null,862,null,371,null,392253,null,5293,null,331679,null,5565,null,141871,null,4686,null,27730,null,2420,null,28975,null,2254,null,85166,null,3478,null,189808,null,4012,null,60574,null,3363,null,20032,null,2045,null,11870,null,1686,null,2050,null,630,null,1040,null,463,null,8780,null,1444,null,8162,null,1199,null,40542,null,2643,null,26691,null,2482,null,3963,null,968,null,3578,null,963,null,19150,null,1830,null,13851,null,1416,null,0400000US31,Nebraska,31
483767,null,7453,null,30383,null,2963,null,11993,null,1534,null,7391,null,1421,null,1221,null,530,null,3163,null,1067,null,3007,null,910,null,4602,null,1149,null,18390,null,2101,null,2806,null,907,null,2091,null,747,null,472,null,342,null,522,null,401,null,1097,null,463,null,715,null,467,null,15584,null,2147,null,13767,null,2006,null,2001,null,785,null,3803,null,1350,null,7963,null,1582,null,1817,null,777,null,453384,null,6904,null,357558,null,5806,null,155561,null,4723,null,33171,null,3291,null,34813,null,2860,null,87577,null,3717,null,201997,null,3942,null,95826,null,4652,null,38814,null,3019,null,21150,null,2525,null,5203,null,1409,null,2848,null,1021,null,13099,null,1947,null,17664,null,2075,null,57012,null,3799,null,35193,null,3464,null,4824,null,1290,null,5111,null,1430,null,25258,null,2507,null,21819,null,2179,null,0400000US32,Nevada,32
328161,null,5289,null,14007,null,1870,null,4052,null,938,null,1680,null,640,null,211,null,201,null,670,null,456,null,799,null,406,null,2372,null,630,null,9955,null,1724,null,2540,null,804,null,2247,null,791,null,681,null,542,null,365,null,378,null,1201,null,496,null,293,null,189,null,7415,null,1441,null,6979,null,1422,null,1079,null,496,null,1696,null,812,null,4204,null,1180,null,436,null,329,null,314154,null,5650,null,261514,null,5638,null,110891,null,4035,null,20768,null,1858,null,20084,null,2116,null,70039,null,3319,null,150623,null,4141,null,52640,null,3401,null,16219,null,2005,null,9067,null,1541,null,2435,null,780,null,946,null,477,null,5686,null,1266,null,7152,null,1189,null,36421,null,2813,null,23036,null,2579,null,2426,null,833,null,2343,null,855,null,18267,null,2177,null,13385,null,1792,null,0400000US33,New Hampshire,33
1573075,null,12707,null,61904,null,4443,null,28639,null,2799,null,15846,null,2060,null,3707,null,1049,null,5477,null,1154,null,6662,null,1362,null,12793,null,2054,null,33265,null,3507,null,5563,null,1492,null,4248,null,1268,null,955,null,663,null,1393,null,564,null,1900,null,760,null,1315,null,638,null,27702,null,3312,null,23541,null,2922,null,3414,null,1044,null,4774,null,1235,null,15353,null,2366,null,4161,null,1113,null,1511171,null,11911,null,1235708,null,12766,null,562951,null,10272,null,106740,null,4542,null,100428,null,4524,null,355783,null,8454,null,672757,null,9471,null,275463,null,8345,null,83856,null,5072,null,37644,null,3263,null,8442,null,1771,null,4624,null,1176,null,24578,null,2446,null,46212,null,3746,null,191607,null,7083,null,95679,null,5397,null,11087,null,1757,null,8943,null,1850,null,75649,null,4891,null,95928,null,4546,null,0400000US34,New Jersey,34
349027,null,6013,null,43810,null,3184,null,17577,null,2033,null,11241,null,1556,null,1637,null,638,null,4546,null,1322,null,5058,null,958,null,6336,null,1296,null,26233,null,2702,null,3504,null,951,null,2448,null,758,null,783,null,364,null,313,null,372,null,1352,null,603,null,1056,null,581,null,22729,null,2711,null,21141,null,2602,null,4440,null,1258,null,5676,null,1376,null,11025,null,1986,null,1588,null,640,null,305217,null,6548,null,239991,null,6201,null,92060,null,4638,null,15337,null,1780,null,19534,null,2284,null,57189,null,3661,null,147931,null,4199,null,65226,null,3973,null,21847,null,2313,null,13250,null,2065,null,2803,null,984,null,1137,null,429,null,9310,null,1905,null,8597,null,1196,null,43379,null,3186,null,24388,null,2618,null,3861,null,917,null,3095,null,871,null,17432,null,2203,null,18991,null,1870,null,0400000US35,New Mexico,35
3175239,null,15851,null,211385,null,6899,null,90677,null,4510,null,53485,null,3620,null,9676,null,1527,null,20024,null,2119,null,23785,null,2450,null,37192,null,2650,null,120708,null,4928,null,20778,null,2398,null,15221,null,2107,null,3253,null,941,null,3280,null,902,null,8688,null,1673,null,5557,null,1346,null,99930,null,4974,null,87219,null,5050,null,21110,null,2269,null,17187,null,2663,null,48922,null,3923,null,12711,null,1693,null,2963854,null,15983,null,2399323,null,16776,null,1015662,null,11468,null,200557,null,6751,null,184205,null,5881,null,630900,null,9375,null,1383661,null,13829,null,564531,null,10693,null,177239,null,6705,null,82118,null,4605,null,17716,null,2379,null,9094,null,1636,null,55308,null,3454,null,95121,null,5282,null,387292,null,8100,null,191648,null,5679,null,28572,null,2535,null,17693,null,2172,null,145383,null,4942,null,195644,null,6135,null,0400000US36,New York,36
1736901,null,12514,null,121221,null,5340,null,54100,null,4002,null,30390,null,3105,null,4958,null,1209,null,10622,null,1920,null,14810,null,2227,null,23710,null,2422,null,67121,null,4752,null,11885,null,1884,null,8490,null,1474,null,2709,null,954,null,1660,null,669,null,4121,null,907,null,3395,null,1173,null,55236,null,4529,null,48246,null,4405,null,11856,null,2144,null,10309,null,1816,null,26081,null,2959,null,6990,null,1143,null,1615680,null,12558,null,1368665,null,11540,null,553612,null,9835,null,111304,null,5946,null,101786,null,4739,null,340522,null,7491,null,815053,null,9841,null,247015,null,7722,null,79511,null,4786,null,42715,null,3797,null,7313,null,1703,null,4374,null,1333,null,31028,null,2730,null,36796,null,3494,null,167504,null,5953,null,95847,null,5058,null,15129,null,1802,null,9683,null,1936,null,71035,null,4779,null,71657,null,3864,null,0400000US37,North Carolina,37
156452,null,3540,null,8914,null,1221,null,3842,null,745,null,1500,null,433,null,436,null,328,null,396,null,221,null,668,null,234,null,2342,null,592,null,5072,null,939,null,797,null,359,null,575,null,310,null,8,null,22,null,123,null,155,null,444,null,277,null,222,null,163,null,4275,null,920,null,3798,null,884,null,1365,null,666,null,520,null,447,null,1913,null,616,null,477,null,328,null,147538,null,3252,null,126963,null,3732,null,51609,null,2374,null,9552,null,1198,null,10198,null,1256,null,31859,null,2106,null,75354,null,2570,null,20575,null,2118,null,8388,null,1575,null,4217,null,839,null,1492,null,525,null,325,null,238,null,2400,null,710,null,4171,null,1118,null,12187,null,1384,null,8364,null,1273,null,1839,null,797,null,717,null,452,null,5808,null,998,null,3823,null,669,null,0400000US38,North Dakota,38
2550529,null,15534,null,188108,null,6876,null,64416,null,3601,null,37563,null,3208,null,7629,null,1393,null,11814,null,1945,null,18120,null,2374,null,26853,null,1955,null,123692,null,5483,null,19718,null,2528,null,16647,null,2292,null,6110,null,1572,null,3059,null,941,null,7478,null,1392,null,3071,null,941,null,103974,null,5095,null,91625,null,4862,null,24258,null,2540,null,22337,null,2625,null,45030,null,3216,null,12349,null,1535,null,2362421,null,15435,null,1946975,null,16229,null,799527,null,12172,null,152132,null,5606,null,148542,null,5961,null,498853,null,8666,null,1147448,null,10424,null,415446,null,8543,null,135293,null,4927,null,77405,null,4652,null,16610,null,1950,null,8417,null,1531,null,52378,null,3880,null,57888,null,3179,null,280153,null,7520,null,165907,null,6401,null,27242,null,2860,null,19739,null,2609,null,118926,null,5293,null,114246,null,4305,null,0400000US39,Ohio,39
733300,null,7176,null,69303,null,4539,null,29914,null,2698,null,18411,null,2083,null,3953,null,994,null,7034,null,1543,null,7424,null,1146,null,11503,null,1398,null,39389,null,3520,null,5189,null,1259,null,3479,null,988,null,798,null,506,null,463,null,356,null,2218,null,782,null,1710,null,747,null,34200,null,3353,null,30134,null,2966,null,8589,null,1569,null,8025,null,1248,null,13520,null,1839,null,4066,null,1084,null,663997,null,6622,null,551291,null,7409,null,219109,null,5661,null,43669,null,3183,null,45518,null,3068,null,129922,null,4432,null,332182,null,6272,null,112706,null,4844,null,36069,null,3162,null,20193,null,2303,null,4076,null,1020,null,2666,null,908,null,13451,null,1780,null,15876,null,1837,null,76637,null,3314,null,46384,null,2948,null,6609,null,1432,null,5290,null,1166,null,34485,null,2450,null,30253,null,2447,null,0400000US40,Oklahoma,40
834495,null,8760,null,65653,null,4319,null,25118,null,2507,null,13770,null,1820,null,2327,null,666,null,5493,null,1211,null,5950,null,1304,null,11348,null,1678,null,40535,null,3481,null,5570,null,1415,null,4409,null,1233,null,1478,null,807,null,685,null,532,null,2246,null,772,null,1161,null,507,null,34965,null,3310,null,31190,null,3285,null,7492,null,1789,null,8322,null,1692,null,15376,null,2206,null,3775,null,820,null,768842,null,8583,null,635313,null,9062,null,249394,null,6568,null,51970,null,3831,null,48286,null,3127,null,149138,null,5445,null,385919,null,7292,null,133529,null,5176,null,42784,null,3175,null,25315,null,2664,null,4466,null,1188,null,2627,null,979,null,18222,null,2199,null,17469,null,2076,null,90745,null,4087,null,55120,null,3654,null,6613,null,1291,null,5632,null,1439,null,42875,null,3258,null,35625,null,2861,null,0400000US41,Oregon,41
2769011,null,14961,null,164184,null,5766,null,64422,null,4022,null,35054,null,3096,null,6253,null,1238,null,9840,null,1507,null,18961,null,2238,null,29368,null,2558,null,99762,null,4409,null,15953,null,1804,null,12233,null,1803,null,3460,null,1004,null,1433,null,591,null,7340,null,1283,null,3720,null,852,null,83809,null,4155,null,73961,null,3893,null,17832,null,2224,null,16822,null,1641,null,39307,null,3141,null,9848,null,1295,null,2604827,null,13431,null,2145338,null,14461,null,859789,null,9449,null,150765,null,5557,null,152450,null,4720,null,556574,null,9074,null,1285549,null,10424,null,459489,null,8980,null,144176,null,5108,null,73565,null,3746,null,16425,null,2003,null,7292,null,1319,null,49848,null,3319,null,70611,null,3580,null,315313,null,7158,null,162736,null,5506,null,23482,null,2265,null,16562,null,2063,null,122692,null,4979,null,152577,null,5006,null,0400000US42,Pennsylvania,42
216540,null,4659,null,12912,null,2194,null,3861,null,1048,null,1920,null,738,null,264,null,333,null,634,null,408,null,1022,null,520,null,1941,null,675,null,9051,null,1781,null,852,null,552,null,753,null,544,null,314,null,378,null,0,null,285,null,439,null,398,null,99,null,119,null,8199,null,1684,null,7477,null,1644,null,1411,null,564,null,1671,null,759,null,4395,null,1277,null,722,null,432,null,203628,null,5114,null,165472,null,4876,null,68844,null,3649,null,14835,null,2008,null,12236,null,1647,null,41773,null,2757,null,96628,null,3387,null,38156,null,3388,null,10257,null,1865,null,4228,null,1060,null,684,null,416,null,479,null,460,null,3065,null,885,null,6029,null,1412,null,27899,null,2850,null,15652,null,2081,null,2524,null,854,null,767,null,332,null,12361,null,2015,null,12247,null,1725,null,0400000US44,Rhode Island,44
810916,null,7830,null,51868,null,2910,null,24088,null,2296,null,14854,null,2127,null,2950,null,866,null,4046,null,1120,null,7858,null,1370,null,9234,null,1092,null,27780,null,2331,null,4257,null,1080,null,2948,null,828,null,708,null,326,null,948,null,527,null,1292,null,595,null,1309,null,715,null,23523,null,2210,null,21416,null,2163,null,5788,null,1334,null,5789,null,1406,null,9839,null,1527,null,2107,null,557,null,759048,null,7724,null,639709,null,9193,null,246547,null,6746,null,47332,null,3190,null,45097,null,3346,null,154118,null,5120,null,393162,null,7149,null,119339,null,6142,null,37277,null,3508,null,20102,null,2569,null,3929,null,951,null,2545,null,1107,null,13628,null,2131,null,17175,null,2082,null,82062,null,4680,null,46120,null,3790,null,6811,null,1308,null,4230,null,948,null,35079,null,3208,null,35942,null,2837,null,0400000US45,South Carolina,45
186447,null,4017,null,10972,null,1691,null,4613,null,847,null,2121,null,664,null,318,null,240,null,879,null,433,null,924,null,363,null,2492,null,557,null,6359,null,1301,null,1149,null,449,null,1066,null,430,null,449,null,289,null,131,null,131,null,486,null,363,null,83,null,84,null,5210,null,1191,null,4816,null,1198,null,2404,null,913,null,744,null,339,null,1668,null,634,null,394,null,230,null,175475,null,3529,null,150965,null,3370,null,57782,null,2616,null,11928,null,1502,null,12000,null,1235,null,33854,null,2216,null,93183,null,2846,null,24510,null,2066,null,8427,null,1214,null,5865,null,1163,null,1464,null,687,null,619,null,468,null,3782,null,861,null,2562,null,666,null,16083,null,1659,null,10810,null,1335,null,2075,null,848,null,1258,null,484,null,7477,null,1202,null,5273,null,1001,null,0400000US46,South Dakota,46
1314564,null,10896,null,121951,null,5366,null,55620,null,4285,null,30353,null,3065,null,4749,null,1118,null,10580,null,1710,null,15024,null,2019,null,25267,null,2337,null,66331,null,3554,null,12426,null,1993,null,9223,null,1697,null,3027,null,1244,null,1691,null,756,null,4505,null,1104,null,3203,null,868,null,53905,null,3395,null,46993,null,3250,null,10397,null,1524,null,11869,null,1955,null,24727,null,2074,null,6912,null,1358,null,1192613,null,10606,null,990721,null,11877,null,393545,null,9426,null,75248,null,4041,null,67832,null,4073,null,250465,null,7301,null,597176,null,8767,null,201892,null,6743,null,66930,null,4822,null,36822,null,3635,null,7745,null,1341,null,2866,null,883,null,26211,null,3061,null,30108,null,2960,null,134962,null,5329,null,77205,null,4831,null,11018,null,1889,null,9137,null,1625,null,57050,null,3946,null,57757,null,3754,null,0400000US47,Tennessee,47
4206882,null,21105,null,435772,null,10819,null,205604,null,7832,null,148182,null,6800,null,27182,null,3131,null,62051,null,4288,null,58949,null,4168,null,57422,null,3766,null,230168,null,7700,null,32144,null,3136,null,23625,null,2733,null,7016,null,1697,null,5440,null,1244,null,11169,null,1989,null,8519,null,1589,null,198024,null,7340,null,177638,null,7152,null,34240,null,3383,null,50998,null,4060,null,92400,null,5188,null,20386,null,2019,null,3771110,null,20466,null,3069474,null,20810,null,1412523,null,15314,null,265464,null,7557,null,303218,null,8153,null,843841,null,12710,null,1656951,null,14556,null,701636,null,12963,null,234377,null,8079,null,126253,null,5811,null,28312,null,3112,null,15594,null,2381,null,82347,null,4896,null,108124,null,5501,null,467259,null,10067,null,290797,null,8306,null,43229,null,3344,null,38831,null,3246,null,208737,null,7527,null,176462,null,6788,null,0400000US48,Texas,48
581801,null,7048,null,35677,null,2893,null,18310,null,2106,null,12042,null,1783,null,3473,null,956,null,5141,null,1210,null,3428,null,1003,null,6268,null,1083,null,17367,null,1680,null,2087,null,805,null,1679,null,686,null,981,null,621,null,277,null,304,null,421,null,241,null,408,null,325,null,15280,null,1640,null,13797,null,1520,null,2138,null,652,null,5192,null,1170,null,6467,null,1010,null,1483,null,563,null,546124,null,6641,null,468958,null,6893,null,249159,null,5793,null,56872,null,3024,null,68717,null,3839,null,123570,null,4115,null,219799,null,5669,null,77166,null,3904,null,26305,null,2876,null,14605,null,1964,null,4179,null,1031,null,2408,null,942,null,8018,null,1497,null,11700,null,1917,null,50861,null,3203,null,30864,null,3104,null,4464,null,927,null,4259,null,1014,null,22141,null,2571,null,19997,null,2052,null,0400000US49,Utah,49
159513,null,3620,null,9741,null,1313,null,3033,null,774,null,1644,null,548,null,274,null,257,null,820,null,455,null,550,null,221,null,1389,null,519,null,6708,null,1022,null,1052,null,485,null,885,null,443,null,81,null,102,null,75,null,92,null,729,null,409,null,167,null,160,null,5656,null,883,null,5512,null,881,null,1288,null,341,null,1208,null,542,null,3016,null,729,null,144,null,118,null,149772,null,3597,null,120244,null,3376,null,48325,null,2366,null,8815,null,1225,null,6830,null,854,null,32680,null,2002,null,71919,null,2459,null,29528,null,2283,null,11618,null,1637,null,7156,null,1319,null,1378,null,623,null,1199,null,620,null,4579,null,1061,null,4462,null,816,null,17910,null,1666,null,11900,null,1522,null,1646,null,661,null,1072,null,574,null,9182,null,1311,null,6010,null,943,null,0400000US50,Vermont,50
1442406,null,10233,null,72320,null,4898,null,31683,null,2896,null,17829,null,2539,null,3782,null,1187,null,5118,null,1144,null,8929,null,1643,null,13854,null,1753,null,40637,null,3913,null,5477,null,1392,null,4214,null,1243,null,1311,null,695,null,1062,null,727,null,1841,null,749,null,1263,null,510,null,35160,null,3453,null,30221,null,3277,null,6505,null,1482,null,7036,null,1430,null,16680,null,2238,null,4939,null,1240,null,1370086,null,10552,null,1150838,null,11750,null,489915,null,7997,null,101636,null,5011,null,88782,null,4814,null,299497,null,6018,null,660923,null,9394,null,219248,null,6809,null,67216,null,3385,null,38335,null,2957,null,7844,null,1517,null,3461,null,984,null,27030,null,2309,null,28881,null,2440,null,152032,null,6284,null,89732,null,4420,null,13805,null,2147,null,9127,null,1882,null,66800,null,4466,null,62300,null,4270,null,0400000US51,Virginia,51
1358916,null,9955,null,86536,null,4834,null,33445,null,3119,null,19708,null,2482,null,3896,null,950,null,6656,null,1457,null,9156,null,1581,null,13737,null,1794,null,53091,null,3993,null,8522,null,1629,null,7032,null,1490,null,1636,null,847,null,861,null,527,null,4535,null,1190,null,1490,null,690,null,44569,null,3692,null,41517,null,3736,null,9316,null,1956,null,10682,null,1982,null,21519,null,2454,null,3052,null,678,null,1272380,null,9714,null,1050315,null,10674,null,440156,null,7248,null,90821,null,4888,null,78706,null,3957,null,270629,null,7057,null,610159,null,9604,null,222065,null,6994,null,76086,null,4508,null,46816,null,3663,null,10804,null,2181,null,5356,null,1518,null,30656,null,2914,null,29270,null,2752,null,145979,null,5129,null,95074,null,4766,null,12630,null,1935,null,10786,null,2116,null,71658,null,4002,null,50905,null,3091,null,0400000US53,Washington,53
468956,null,7361,null,58262,null,3247,null,27298,null,2569,null,15990,null,1882,null,3469,null,1006,null,3260,null,865,null,9261,null,1486,null,11308,null,1505,null,30964,null,2338,null,5595,null,1102,null,4410,null,1080,null,1060,null,621,null,450,null,363,null,2900,null,825,null,1185,null,590,null,25369,null,2210,null,21205,null,2144,null,6240,null,1233,null,4408,null,1331,null,10557,null,1222,null,4164,null,989,null,410694,null,7324,null,342016,null,7075,null,128950,null,4768,null,23676,null,2467,null,22186,null,2721,null,83088,null,4117,null,213066,null,5273,null,68678,null,3308,null,22340,null,2240,null,9357,null,1517,null,2100,null,759,null,849,null,513,null,6408,null,1360,null,12983,null,1660,null,46338,null,2980,null,23267,null,2249,null,4008,null,1269,null,2414,null,740,null,16845,null,1733,null,23071,null,2018,null,0400000US54,West Virginia,54
1319462,null,10380,null,70932,null,3889,null,25172,null,2321,null,13924,null,1779,null,3049,null,772,null,4325,null,849,null,6550,null,1143,null,11248,null,1236,null,45760,null,3438,null,7687,null,1208,null,6106,null,1090,null,1860,null,689,null,1478,null,574,null,2768,null,740,null,1581,null,646,null,38073,null,3146,null,34518,null,2939,null,9679,null,1514,null,8119,null,1285,null,16720,null,2193,null,3555,null,879,null,1248530,null,10833,null,1054391,null,10634,null,428329,null,6653,null,83088,null,3927,null,81234,null,3938,null,264007,null,5640,null,626062,null,7164,null,194139,null,6360,null,68428,null,3107,null,41239,null,2666,null,8880,null,1299,null,4731,null,1237,null,27628,null,2165,null,27189,null,1860,null,125711,null,5025,null,76327,null,3716,null,11590,null,1745,null,9469,null,1534,null,55268,null,3256,null,49384,null,3109,null,0400000US55,Wisconsin,55
126596,null,3466,null,5937,null,1340,null,2083,null,686,null,1190,null,564,null,293,null,257,null,562,null,404,null,335,null,327,null,893,null,439,null,3854,null,1077,null,662,null,352,null,662,null,352,null,212,null,186,null,36,null,61,null,414,null,326,null,0,null,259,null,3192,null,968,null,2877,null,890,null,775,null,385,null,468,null,369,null,1634,null,756,null,315,null,340,null,120659,null,3204,null,99507,null,2955,null,38310,null,2276,null,6483,null,1147,null,7592,null,1523,null,24235,null,1782,null,61197,null,2531,null,21152,null,2338,null,8808,null,1408,null,5156,null,1192,null,1091,null,462,null,423,null,303,null,3642,null,1010,null,3652,null,985,null,12344,null,1666,null,8728,null,1502,null,1190,null,585,null,1646,null,789,null,5892,null,1162,null,3616,null,761,null,0400000US56,Wyoming,56
681943,null,10084,null,276257,null,6361,null,136417,null,5301,null,63449,null,3643,null,9702,null,1404,null,11441,null,1638,null,42306,null,3114,null,72968,null,3760,null,139840,null,4991,null,22156,null,2077,null,11640,null,1577,null,3039,null,735,null,1811,null,522,null,6790,null,1233,null,10516,null,1196,null,117684,null,4582,null,80294,null,4317,null,10267,null,1435,null,16188,null,1766,null,53839,null,3513,null,37390,null,2377,null,405686,null,9104,null,294012,null,8023,null,122459,null,4771,null,20862,null,2052,null,16093,null,1924,null,85504,null,3605,null,171553,null,5782,null,111674,null,4254,null,24267,null,2093,null,8679,null,1381,null,2495,null,670,null,621,null,389,null,5563,null,1057,null,15588,null,1720,null,87407,null,3613,null,40800,null,2891,null,5386,null,1073,null,4930,null,972,null,30484,null,2360,null,46607,null,2588,null,0400000US72,Puerto Rico,72
