C20005A_001E,C20005A_001EA,C20005A_001M,C20005A_001MA,C20005A_002E,C20005A_002EA,C20005A_002M,C20005A_002MA,C20005A_003E,C20005A_003EA,C20005A_003M,C20005A_003MA,C20005A_004E,C20005A_004EA,C20005A_004M,C20005A_004MA,C20005A_005E,C20005A_005EA,C20005A_005M,C20005A_005MA,C20005A_006E,C20005A_006EA,C20005A_006M,C20005A_006MA,C20005A_007E,C20005A_007EA,C20005A_007M,C20005A_007MA,C20005A_008E,C20005A_008EA,C20005A_008M,C20005A_008MA,C20005A_009E,C20005A_009EA,C20005A_009M,C20005A_009MA,C20005A_010E,C20005A_010EA,C20005A_010M,C20005A_010MA,C20005A_011E,C20005A_011EA,C20005A_011M,C20005A_011MA,C20005A_012E,C20005A_012EA,C20005A_012M,C20005A_012MA,C20005A_013E,C20005A_013EA,C20005A_013M,C20005A_013MA,C20005A_014E,C20005A_014EA,C20005A_014M,C20005A_014MA,C20005A_015E,C20005A_015EA,C20005A_015M,C20005A_015MA,C20005A_016E,C20005A_016EA,C20005A_016M,C20005A_016MA,C20005A_017E,C20005A_017EA,C20005A_017M,C20005A_017MA,C20005A_018E,C20005A_018EA,C20005A_018M,C20005A_018MA,C20005A_019E,C20005A_019EA,C20005A_019M,C20005A_019MA,C20005A_020E,C20005A_020EA,C20005A_020M,C20005A_020MA,C20005A_021E,C20005A_021EA,C20005A_021M,C20005A_021MA,C20005A_022E,C20005A_022EA,C20005A_022M,C20005A_022MA,C20005A_023E,C20005A_023EA,C20005A_023M,C20005A_023MA,C20005A_024E,C20005A_024EA,C20005A_024M,C20005A_024MA,C20005A_025E,C20005A_025EA,C20005A_025M,C20005A_025MA,C20005A_026E,C20005A_026EA,C20005A_026M,C20005A_026MA,C20005A_027E,C20005A_027EA,C20005A_027M,C20005A_027MA,C20005A_028E,C20005A_028EA,C20005A_028M,C20005A_028MA,C20005A_029E,C20005A_029EA,C20005A_029M,C20005A_029MA,C20005A_030E,C20005A_030EA,C20005A_030M,C20005A_030MA,C20005A_031E,C20005A_031EA,C20005A_031M,C20005A_031MA,C20005A_032E,C20005A_032EA,C20005A_032M,C20005A_032MA,C20005A_033E,C20005A_033EA,C20005A_033M,C20005A_033MA,C20005A_034E,C20005A_034EA,C20005A_034M,C20005A_034MA,C20005A_035E,C20005A_035EA,C20005A_035M,C20005A_035MA,C20005A_036E,C20005A_036EA,C20005A_036M,C20005A_036MA,C20005A_037E,C20005A_037EA,C20005A_037M,C20005A_037MA,C20005A_038E,C20005A_038EA,C20005A_038M,C20005A_038MA,C20005A_039E,C20005A_039EA,C20005A_039M,C20005A_039MA,GEO_ID,NAME,state
4664529,null,10157,null,2292964,null,8220,null,1221287,null,10987,null,360,null,264,null,1220927,null,11013,null,19520,null,2431,null,91398,null,6128,null,176786,null,7020,null,364550,null,10733,null,263282,null,7468,null,305391,null,8094,null,1071677,null,10266,null,507775,null,8542,null,563902,null,11700,null,229940,null,8599,null,117672,null,6899,null,67754,null,4966,null,69511,null,4213,null,41556,null,2864,null,37469,null,3192,null,2371565,null,5742,null,769467,null,12783,null,34,null,58,null,769433,null,12782,null,16210,null,2143,null,108056,null,6122,null,168749,null,7050,null,252842,null,8577,null,134963,null,6369,null,88613,null,5515,null,1602098,null,13573,null,897412,null,10244,null,704686,null,14035,null,325651,null,9079,null,157248,null,7369,null,78976,null,4909,null,84795,null,4640,null,41800,null,2915,null,16216,null,1843,null,0400000US13,Georgia,13
287971,null,2619,null,156451,null,1714,null,83745,null,3262,null,0,null,271,null,83745,null,3262,null,1099,null,520,null,4808,null,1037,null,12186,null,2173,null,23326,null,2656,null,22749,null,2458,null,19577,null,2091,null,72706,null,2937,null,31330,null,2223,null,41376,null,2957,null,10983,null,1853,null,8145,null,1324,null,6750,null,1325,null,6744,null,1328,null,4270,null,1029,null,4484,null,992,null,131520,null,1640,null,43416,null,3006,null,0,null,271,null,43416,null,3006,null,871,null,458,null,3771,null,1197,null,8472,null,1572,null,14222,null,1913,null,9335,null,1575,null,6745,null,1081,null,88104,null,3063,null,45334,null,2518,null,42770,null,3181,null,17367,null,2152,null,9037,null,1509,null,5400,null,938,null,6281,null,1474,null,2898,null,796,null,1787,null,549,null,0400000US15,Hawaii,15
1060943,null,3216,null,528225,null,2468,null,256582,null,5411,null,134,null,133,null,256448,null,5392,null,5203,null,1221,null,23953,null,2619,null,48603,null,2855,null,85408,null,4069,null,52674,null,3146,null,40607,null,2541,null,271643,null,5134,null,107033,null,3513,null,164610,null,4545,null,63530,null,3487,null,34701,null,2591,null,22026,null,2317,null,23996,null,2339,null,11154,null,1473,null,9203,null,1441,null,532718,null,2287,null,156847,null,4750,null,69,null,114,null,156778,null,4744,null,7204,null,1351,null,30490,null,2830,null,43531,null,2922,null,47049,null,2939,null,19858,null,1934,null,8646,null,1216,null,375871,null,4884,null,180827,null,4090,null,195044,null,5164,null,97433,null,4074,null,46193,null,2787,null,23481,null,2432,null,18316,null,2042,null,6406,null,1161,null,3215,null,746,null,0400000US16,Idaho,16
7283054,null,15246,null,3554643,null,9656,null,1813775,null,13671,null,198,null,197,null,1813577,null,13644,null,21233,null,1980,null,112004,null,5617,null,205341,null,6439,null,487709,null,9350,null,460755,null,8710,null,526535,null,8674,null,1740868,null,13541,null,767110,null,10046,null,973758,null,12400,null,405374,null,7188,null,174958,null,6245,null,103821,null,5390,null,129600,null,5705,null,86506,null,3879,null,73499,null,3388,null,3728411,null,7965,null,1203150,null,13401,null,329,null,227,null,1202821,null,13404,null,24376,null,2250,null,147553,null,5985,null,239824,null,6767,null,404874,null,10112,null,230058,null,6764,null,156136,null,5770,null,2525261,null,14650,null,1301262,null,11949,null,1223999,null,13249,null,574726,null,9198,null,273387,null,8236,null,136016,null,5395,null,138368,null,5288,null,71136,null,3785,null,30366,null,2288,null,0400000US17,Illinois,17
4303914,null,6747,null,2093288,null,4331,null,1064964,null,10783,null,164,null,156,null,1064800,null,10747,null,12937,null,1569,null,69133,null,4684,null,156453,null,6084,null,363750,null,8408,null,268241,null,6889,null,194286,null,5276,null,1028324,null,10705,null,459646,null,5914,null,568678,null,9252,null,254878,null,6915,null,103008,null,4542,null,61967,null,3215,null,79941,null,4795,null,43410,null,2701,null,25474,null,2081,null,2210626,null,3977,null,704263,null,9793,null,275,null,197,null,703988,null,9787,null,15143,null,1896,null,107375,null,5404,null,196940,null,5996,null,245174,null,5918,null,99654,null,4589,null,39702,null,2568,null,1506363,null,10142,null,778134,null,9150,null,728229,null,10265,null,366838,null,6974,null,174347,null,6158,null,74049,null,3980,null,72264,null,3670,null,33796,null,3237,null,6935,null,1062,null,0400000US18,Indiana,18
2216274,null,4107,null,1075360,null,2669,null,555119,null,6321,null,43,null,54,null,555076,null,6325,null,11026,null,1537,null,37332,null,2726,null,89316,null,3839,null,206169,null,5528,null,124211,null,4826,null,87022,null,3504,null,520241,null,6590,null,216504,null,4813,null,303737,null,5646,null,142282,null,4068,null,61329,null,3829,null,33002,null,2886,null,39604,null,2758,null,15389,null,1570,null,12131,null,1404,null,1140914,null,2427,null,387858,null,5717,null,260,null,177,null,387598,null,5749,null,11824,null,1551,null,60882,null,3084,null,106381,null,3714,null,136775,null,4584,null,51840,null,3006,null,19896,null,1947,null,753056,null,6105,null,356335,null,5292,null,396721,null,6233,null,206360,null,5064,null,89327,null,4219,null,42812,null,2376,null,43411,null,2468,null,11150,null,1409,null,3661,null,719,null,0400000US19,Iowa,19
1882306,null,4676,null,918466,null,3377,null,489979,null,6501,null,106,null,114,null,489873,null,6483,null,11170,null,1477,null,39307,null,2894,null,78024,null,3501,null,156579,null,5442,null,109144,null,4044,null,95649,null,4071,null,428487,null,6866,null,179197,null,4968,null,249290,null,6601,null,121855,null,4941,null,47197,null,3855,null,25825,null,2649,null,28063,null,1937,null,14056,null,1578,null,12294,null,1644,null,963840,null,2810,null,331485,null,5676,null,335,null,217,null,331150,null,5710,null,9815,null,1586,null,53436,null,3405,null,87316,null,4051,null,109854,null,3820,null,46372,null,2681,null,24357,null,2027,null,632355,null,6033,null,307901,null,4996,null,324454,null,6694,null,165609,null,5365,null,75969,null,4163,null,30217,null,2422,null,34692,null,2063,null,13589,null,1564,null,4378,null,883,null,0400000US20,Kansas,20
3024488,null,4388,null,1462738,null,3581,null,665678,null,9257,null,240,null,353,null,665438,null,9213,null,13802,null,1703,null,67368,null,4974,null,118513,null,5245,null,221891,null,7214,null,138853,null,4895,null,105011,null,4970,null,797060,null,8697,null,415018,null,7939,null,382042,null,7885,null,171234,null,6617,null,78229,null,4516,null,43800,null,2864,null,51675,null,3540,null,23211,null,2624,null,13893,null,1662,null,1561750,null,2813,null,478682,null,7882,null,61,null,89,null,478621,null,7877,null,16074,null,2124,null,95665,null,4431,null,123488,null,4565,null,154771,null,5490,null,61534,null,3589,null,27089,null,2145,null,1083068,null,8423,null,626528,null,8247,null,456540,null,8732,null,237689,null,6483,null,108703,null,5271,null,44478,null,3531,null,45165,null,3319,null,15168,null,1800,null,5337,null,1022,null,0400000US21,Kentucky,21
2217496,null,4875,null,1076033,null,3038,null,528829,null,6951,null,34,null,58,null,528795,null,6949,null,9135,null,1809,null,41639,null,3342,null,70940,null,4509,null,156858,null,5064,null,128606,null,4749,null,121617,null,4150,null,547204,null,6534,null,267464,null,5702,null,279740,null,6266,null,103342,null,4614,null,50702,null,3633,null,28895,null,2582,null,42867,null,3620,null,28923,null,2585,null,25011,null,2234,null,1141463,null,3227,null,337567,null,7017,null,278,null,225,null,337289,null,7053,null,7863,null,1481,null,63377,null,4051,null,83283,null,4848,null,114385,null,4733,null,45663,null,2986,null,22718,null,1996,null,803896,null,7789,null,473138,null,8492,null,330758,null,7259,null,164001,null,6442,null,75724,null,4421,null,33790,null,2474,null,42464,null,2788,null,10139,null,1331,null,4640,null,1057,null,0400000US22,Louisiana,22
1035018,null,2378,null,498417,null,1601,null,232731,null,4646,null,0,null,226,null,232731,null,4646,null,3392,null,714,null,15004,null,2093,null,39699,null,3099,null,87551,null,4062,null,52437,null,2941,null,34648,null,2591,null,265686,null,4746,null,119400,null,3562,null,146286,null,5110,null,67184,null,3540,null,27896,null,2124,null,20626,null,2536,null,15584,null,1559,null,7703,null,1221,null,7293,null,1135,null,536601,null,1660,null,167397,null,4272,null,0,null,226,null,167397,null,4272,null,3968,null,811,null,23305,null,2068,null,48210,null,2685,null,57206,null,3107,null,25770,null,2185,null,8938,null,1199,null,369204,null,4571,null,182719,null,3905,null,186485,null,4399,null,90882,null,3402,null,46991,null,3024,null,21975,null,1965,null,18518,null,1699,null,6161,null,1066,null,1958,null,649,null,0400000US23,Maine,23
2757332,null,7834,null,1335223,null,5016,null,743046,null,7638,null,32,null,52,null,743014,null,7643,null,7459,null,1166,null,30933,null,3041,null,62518,null,4488,null,175666,null,6835,null,188726,null,5528,null,277712,null,5850,null,592177,null,8074,null,271009,null,5352,null,321168,null,6780,null,129673,null,5252,null,57990,null,4125,null,32781,null,2803,null,41840,null,3009,null,27084,null,2690,null,31800,null,2599,null,1422109,null,4207,null,490461,null,8594,null,81,null,95,null,490380,null,8583,null,5734,null,1147,null,33227,null,2913,null,72944,null,3918,null,154964,null,6043,null,118710,null,5079,null,104801,null,4432,null,931648,null,9673,null,473449,null,6357,null,458199,null,8049,null,189244,null,6528,null,92536,null,4639,null,52398,null,3579,null,63802,null,3886,null,39255,null,2988,null,20964,null,2115,null,0400000US24,Maryland,24
4361377,null,9352,null,2081791,null,6727,null,1043657,null,10547,null,14,null,25,null,1043643,null,10546,null,10479,null,1906,null,40712,null,3504,null,96778,null,5424,null,272958,null,7948,null,278026,null,8676,null,344690,null,7290,null,1038134,null,11524,null,468610,null,8918,null,569524,null,10823,null,228578,null,6651,null,96416,null,4687,null,62438,null,4162,null,74810,null,3765,null,55872,null,3680,null,51410,null,3735,null,2279586,null,5634,null,727936,null,9926,null,16,null,26,null,727920,null,9928,null,10407,null,1810,null,48733,null,3957,null,109478,null,5565,null,257370,null,7182,null,176585,null,6246,null,125347,null,5710,null,1551650,null,11674,null,755095,null,10012,null,796555,null,11604,null,322618,null,8209,null,169240,null,5834,null,101600,null,4744,null,106913,null,5202,null,66257,null,4170,null,29927,null,2334,null,0400000US25,Massachusetts,25
6429700,null,7377,null,3151289,null,5025,null,1409571,null,12561,null,333,null,160,null,1409238,null,12578,null,22726,null,2370,null,102530,null,4372,null,167816,null,6290,null,408076,null,8450,null,362139,null,9830,null,345951,null,6844,null,1741718,null,12975,null,815317,null,9528,null,926401,null,11809,null,399889,null,8416,null,173289,null,5565,null,101036,null,4439,null,118281,null,4683,null,71863,null,3098,null,62043,null,3710,null,3278411,null,4348,null,924792,null,10353,null,142,null,106,null,924650,null,10337,null,23197,null,1794,null,120807,null,4995,null,209575,null,7293,null,316901,null,7119,null,171016,null,5242,null,83154,null,3516,null,2353619,null,10142,null,1229266,null,11456,null,1124353,null,10646,null,560939,null,8044,null,261920,null,7677,null,121492,null,4453,null,103541,null,4157,null,55793,null,2952,null,20668,null,1528,null,0400000US26,Michigan,26
3669401,null,5359,null,1805230,null,3850,null,933975,null,7953,null,41,null,41,null,933934,null,7958,null,14213,null,1508,null,50966,null,3028,null,109361,null,3920,null,301033,null,6662,null,243493,null,6045,null,214868,null,5639,null,871255,null,7579,null,334284,null,5333,null,536971,null,7545,null,220241,null,6308,null,98945,null,4769,null,60484,null,3128,null,82941,null,3863,null,43216,null,2568,null,31144,null,1762,null,1864171,null,3052,null,641183,null,7718,null,313,null,275,null,640870,null,7729,null,14841,null,1490,null,64509,null,3848,null,131684,null,4433,null,238660,null,5182,null,116439,null,4721,null,74737,null,3645,null,1222988,null,8255,null,533477,null,6797,null,689511,null,8044,null,303961,null,5481,null,156650,null,5024,null,83915,null,3571,null,89048,null,3615,null,41452,null,2445,null,14485,null,1365,null,0400000US27,Minnesota,27
1398360,null,3576,null,678066,null,2826,null,326965,null,6871,null,181,null,267,null,326784,null,6912,null,7494,null,1315,null,30770,null,3469,null,57391,null,4002,null,104828,null,4626,null,67072,null,3949,null,59229,null,3595,null,351101,null,6725,null,184911,null,5618,null,166190,null,5882,null,73309,null,4330,null,32186,null,2936,null,17727,null,1706,null,18999,null,2380,null,13983,null,1715,null,9986,null,1445,null,720294,null,2232,null,213986,null,6241,null,156,null,257,null,213830,null,6285,null,6740,null,1322,null,38042,null,3136,null,53688,null,3243,null,73590,null,3689,null,28359,null,2467,null,13411,null,1692,null,506308,null,6883,null,309411,null,6308,null,196897,null,5966,null,98635,null,4469,null,46217,null,3123,null,20171,null,2295,null,22861,null,2491,null,6679,null,1215,null,2334,null,708,null,0400000US28,Mississippi,28
3938916,null,5405,null,1906880,null,3353,null,939780,null,8737,null,92,null,107,null,939688,null,8743,null,19152,null,2357,null,79339,null,4663,null,154629,null,6077,null,307384,null,7545,null,212398,null,6904,null,166786,null,5207,null,967100,null,9079,null,453450,null,5614,null,513650,null,8728,null,229675,null,7178,null,103119,null,4737,null,57732,null,3886,null,65178,null,3215,null,34310,null,2807,null,23636,null,2634,null,2032036,null,3402,null,678753,null,9628,null,223,null,165,null,678530,null,9617,null,21223,null,2231,null,116955,null,5703,null,179468,null,5929,null,217108,null,5895,null,97660,null,4864,null,46116,null,2673,null,1353283,null,10186,null,708160,null,9245,null,645123,null,10762,null,326978,null,8601,null,149720,null,5057,null,68486,null,3247,null,67739,null,4305,null,22713,null,2271,null,9487,null,1442,null,0400000US29,Missouri,29
697611,null,2169,null,347057,null,1630,null,157820,null,4370,null,111,null,127,null,157709,null,4365,null,5166,null,1051,null,20850,null,2541,null,26867,null,2330,null,50632,null,2961,null,31949,null,2612,null,22245,null,2058,null,189237,null,4317,null,78352,null,3195,null,110885,null,4353,null,47386,null,3038,null,22930,null,2420,null,12566,null,1619,null,15531,null,1913,null,6452,null,1117,null,6020,null,1120,null,350554,null,1234,null,110561,null,4099,null,188,null,165,null,110373,null,4140,null,4409,null,901,null,24382,null,2234,null,33605,null,3244,null,31911,null,2457,null,11976,null,1459,null,4090,null,956,null,239993,null,4331,null,114021,null,2999,null,125972,null,4161,null,62351,null,2958,null,33353,null,2650,null,14263,null,1707,null,11362,null,1413,null,3451,null,689,null,1192,null,456,null,0400000US30,Montana,30
1250892,null,3677,null,610597,null,2425,null,343654,null,5314,null,40,null,36,null,343614,null,5313,null,8449,null,1203,null,30137,null,2243,null,64480,null,3787,null,118642,null,4999,null,68771,null,3031,null,53135,null,2663,null,266943,null,5229,null,112933,null,2903,null,154010,null,5136,null,73124,null,4122,null,29411,null,2886,null,18120,null,1968,null,17800,null,1800,null,9953,null,1412,null,5602,null,978,null,640295,null,1965,null,232201,null,4801,null,161,null,150,null,232040,null,4806,null,8213,null,1256,null,38212,null,2493,null,64125,null,3782,null,77036,null,3300,null,30473,null,2546,null,13981,null,1618,null,408094,null,5023,null,189830,null,3982,null,218264,null,5192,null,116847,null,4514,null,50513,null,3178,null,20400,null,1988,null,22069,null,1733,null,6863,null,1120,null,1572,null,502,null,0400000US31,Nebraska,31
