C23002A_001E,C23002A_001EA,C23002A_001M,C23002A_001MA,C23002A_002E,C23002A_002EA,C23002A_002M,C23002A_002MA,C23002A_003E,C23002A_003EA,C23002A_003M,C23002A_003MA,C23002A_004E,C23002A_004EA,C23002A_004M,C23002A_004MA,C23002A_005E,C23002A_005EA,C23002A_005M,C23002A_005MA,C23002A_006E,C23002A_006EA,C23002A_006M,C23002A_006MA,C23002A_007E,C23002A_007EA,C23002A_007M,C23002A_007MA,C23002A_008E,C23002A_008EA,C23002A_008M,C23002A_008MA,C23002A_009E,C23002A_009EA,C23002A_009M,C23002A_009MA,C23002A_010E,C23002A_010EA,C23002A_010M,C23002A_010MA,C23002A_011E,C23002A_011EA,C23002A_011M,C23002A_011MA,C23002A_012E,C23002A_012EA,C23002A_012M,C23002A_012MA,C23002A_013E,C23002A_013EA,C23002A_013M,C23002A_013MA,C23002A_014E,C23002A_014EA,C23002A_014M,C23002A_014MA,C23002A_015E,C23002A_015EA,C23002A_015M,C23002A_015MA,C23002A_016E,C23002A_016EA,C23002A_016M,C23002A_016MA,C23002A_017E,C23002A_017EA,C23002A_017M,C23002A_017MA,C23002A_018E,C23002A_018EA,C23002A_018M,C23002A_018MA,C23002A_019E,C23002A_019EA,C23002A_019M,C23002A_019MA,C23002A_020E,C23002A_020EA,C23002A_020M,C23002A_020MA,C23002A_021E,C23002A_021EA,C23002A_021M,C23002A_021MA,C23002A_022E,C23002A_022EA,C23002A_022M,C23002A_022MA,C23002A_023E,C23002A_023EA,C23002A_023M,C23002A_023MA,C23002A_024E,C23002A_024EA,C23002A_024M,C23002A_024MA,C23002A_025E,C23002A_025EA,C23002A_025M,C23002A_025MA,C23002A_026E,C23002A_026EA,C23002A_026M,C23002A_026MA,C23002A_027E,C23002A_027EA,C23002A_027M,C23002A_027MA,GEO_ID,NAME,state
4664529,null,10157,null,2292964,null,8220,null,1989889,null,8340,null,1624365,null,12357,null,28223,null,2330,null,1596142,null,12512,null,1521576,null,12997,null,74566,null,4856,null,365524,null,8568,null,303075,null,1327,null,67533,null,3400,null,64967,null,3428,null,2566,null,798,null,235542,null,3484,null,2371565,null,5742,null,1952720,null,5611,null,1312964,null,10177,null,2499,null,742,null,1310465,null,10201,null,1239851,null,9776,null,70614,null,5765,null,639756,null,10483,null,418845,null,1183,null,47784,null,2926,null,46677,null,2906,null,1107,null,524,null,371061,null,3244,null,0400000US13,Georgia,13
287971,null,2619,null,156451,null,1714,null,135577,null,1696,null,111429,null,2628,null,21337,null,1576,null,90092,null,2561,null,86209,null,2560,null,3883,null,1041,null,24148,null,2268,null,20874,null,435,null,5292,null,765,null,5242,null,766,null,50,null,80,null,15582,null,879,null,131520,null,1640,null,109222,null,1577,null,75051,null,2514,null,2337,null,590,null,72714,null,2505,null,69455,null,2423,null,3259,null,928,null,34171,null,2240,null,22298,null,509,null,3634,null,635,null,3634,null,635,null,0,null,271,null,18664,null,761,null,0400000US15,Hawaii,15
1060943,null,3216,null,528225,null,2468,null,451596,null,2510,null,375173,null,4129,null,2257,null,618,null,372916,null,4169,null,353855,null,4436,null,19061,null,2192,null,76423,null,3925,null,76629,null,495,null,15005,null,1537,null,14564,null,1470,null,441,null,278,null,61624,null,1489,null,532718,null,2287,null,440038,null,2350,null,305207,null,4971,null,531,null,330,null,304676,null,4930,null,290572,null,4875,null,14104,null,1871,null,134831,null,4731,null,92680,null,628,null,9755,null,1407,null,9329,null,1341,null,426,null,251,null,82925,null,1403,null,0400000US16,Idaho,16
7283054,null,15246,null,3554643,null,9656,null,3027130,null,9294,null,2520243,null,12099,null,11364,null,1581,null,2508879,null,11992,null,2354911,null,11731,null,153968,null,7089,null,506887,null,9288,null,527513,null,1669,null,113389,null,3841,null,109589,null,3879,null,3800,null,758,null,414124,null,4366,null,3728411,null,7965,null,2973213,null,7547,null,2157262,null,11883,null,1853,null,647,null,2155409,null,11904,null,2038083,null,11521,null,117326,null,5500,null,815951,null,12035,null,755198,null,2240,null,87397,null,3859,null,85167,null,3775,null,2230,null,599,null,667801,null,4611,null,0400000US17,Illinois,17
4303914,null,6747,null,2093288,null,4331,null,1788870,null,4369,null,1464041,null,9134,null,3407,null,1056,null,1460634,null,9177,null,1376072,null,10025,null,84562,null,4821,null,324829,null,7532,null,304418,null,572,null,66192,null,2724,null,63721,null,2668,null,2471,null,692,null,238226,null,2840,null,2210626,null,3977,null,1781569,null,4084,null,1257993,null,8756,null,325,null,303,null,1257668,null,8730,null,1180698,null,9604,null,76970,null,3777,null,523576,null,9076,null,429057,null,728,null,52577,null,2712,null,50718,null,2695,null,1859,null,569,null,376480,null,2908,null,0400000US18,Indiana,18
2216274,null,4107,null,1075360,null,2669,null,897158,null,2647,null,762114,null,4887,null,1285,null,479,null,760829,null,4880,null,725129,null,5383,null,35700,null,2743,null,135044,null,4738,null,178202,null,511,null,41753,null,1774,null,40881,null,1897,null,872,null,388,null,136449,null,1771,null,1140914,null,2427,null,890058,null,2455,null,691062,null,5255,null,150,null,132,null,690912,null,5257,null,659249,null,6180,null,31663,null,2846,null,198996,null,4871,null,250856,null,553,null,30742,null,1827,null,30101,null,1810,null,641,null,314,null,220114,null,1954,null,0400000US19,Iowa,19
1882306,null,4676,null,918466,null,3377,null,779304,null,3328,null,656644,null,5550,null,8477,null,1424,null,648167,null,5476,null,617233,null,5919,null,30934,null,3171,null,122660,null,4490,null,139162,null,540,null,36277,null,1961,null,35507,null,1942,null,770,null,374,null,102885,null,1761,null,963840,null,2810,null,767904,null,2598,null,576412,null,5717,null,914,null,474,null,575498,null,5695,null,550714,null,6084,null,24784,null,2148,null,191492,null,5232,null,195936,null,732,null,25737,null,1722,null,25057,null,1754,null,680,null,314,null,170199,null,1734,null,0400000US20,Kansas,20
3024488,null,4388,null,1462738,null,3581,null,1248536,null,3529,null,949284,null,7783,null,12052,null,1791,null,937232,null,7572,null,875611,null,8114,null,61621,null,4417,null,299252,null,7226,null,214202,null,516,null,35661,null,2535,null,34912,null,2485,null,749,null,353,null,178541,null,2455,null,1561750,null,2813,null,1262766,null,2668,null,831159,null,7899,null,484,null,360,null,830675,null,7920,null,782386,null,8006,null,48289,null,3295,null,431607,null,7975,null,298984,null,512,null,29166,null,2338,null,28627,null,2337,null,539,null,317,null,269818,null,2370,null,0400000US21,Kentucky,21
2217496,null,4875,null,1076033,null,3038,null,909822,null,2923,null,722485,null,6511,null,10087,null,1242,null,712398,null,6452,null,683667,null,7102,null,28731,null,3170,null,187337,null,5999,null,166211,null,782,null,37142,null,2040,null,36228,null,2038,null,914,null,381,null,129069,null,2275,null,1141463,null,3227,null,912276,null,2850,null,586611,null,6842,null,976,null,397,null,585635,null,6922,null,560819,null,7414,null,24816,null,2269,null,325665,null,7473,null,229187,null,1321,null,22893,null,1781,null,22434,null,1760,null,459,null,259,null,206294,null,2187,null,0400000US22,Louisiana,22
1035018,null,2378,null,498417,null,1601,null,416189,null,1564,null,337630,null,3603,null,2126,null,716,null,335504,null,3758,null,314610,null,3789,null,20894,null,2220,null,78559,null,3423,null,82228,null,245,null,17148,null,1244,null,16476,null,1234,null,672,null,444,null,65080,null,1229,null,536601,null,1660,null,426907,null,1651,null,314218,null,4527,null,256,null,233,null,313962,null,4523,null,296567,null,4640,null,17395,null,1969,null,112689,null,4363,null,109694,null,514,null,12939,null,1294,null,12657,null,1289,null,282,null,166,null,96755,null,1335,null,0400000US23,Maine,23
2757332,null,7834,null,1335223,null,5016,null,1129526,null,4593,null,950509,null,5900,null,15171,null,1813,null,935338,null,6254,null,895659,null,7256,null,39679,null,3255,null,179017,null,5164,null,205697,null,803,null,53201,null,2692,null,51766,null,2566,null,1435,null,586,null,152496,null,2873,null,1422109,null,4207,null,1138938,null,3964,null,836150,null,7503,null,3310,null,889,null,832840,null,7402,null,800261,null,7806,null,32579,null,2870,null,302788,null,7380,null,283171,null,1069,null,36517,null,2244,null,35203,null,2270,null,1314,null,479,null,246654,null,2375,null,0400000US24,Maryland,24
4361377,null,9352,null,2081791,null,6727,null,1758157,null,6672,null,1442317,null,10279,null,3977,null,998,null,1438340,null,10267,null,1347435,null,10409,null,90905,null,5588,null,315840,null,8482,null,323634,null,935,null,72015,null,3491,null,69807,null,3521,null,2208,null,667,null,251619,null,3642,null,2279586,null,5634,null,1808800,null,5565,null,1354289,null,9779,null,723,null,471,null,1353566,null,9797,null,1291680,null,9205,null,61886,null,3285,null,454511,null,10099,null,470786,null,1102,null,61849,null,3550,null,59735,null,3465,null,2114,null,601,null,408937,null,3763,null,0400000US25,Massachusetts,25
6429700,null,7377,null,3151289,null,5025,null,2674383,null,5024,null,2126741,null,10000,null,3999,null,870,null,2122742,null,10152,null,1934185,null,10183,null,188557,null,5204,null,547642,null,9187,null,476906,null,745,null,81681,null,3766,null,78251,null,3644,null,3430,null,684,null,395225,null,3865,null,3278411,null,4348,null,2632425,null,4400,null,1854331,null,11470,null,555,null,259,null,1853776,null,11516,null,1709824,null,10950,null,143952,null,5950,null,778094,null,11167,null,645986,null,874,null,58896,null,2968,null,56094,null,2928,null,2802,null,643,null,587090,null,3105,null,0400000US26,Michigan,26
3669401,null,5359,null,1805230,null,3850,null,1544525,null,3848,null,1328861,null,6557,null,2469,null,647,null,1326392,null,6616,null,1251238,null,6898,null,75154,null,3407,null,215664,null,5523,null,260705,null,563,null,56000,null,2111,null,54378,null,2113,null,1622,null,481,null,204705,null,2172,null,1864171,null,3052,null,1512569,null,3140,null,1189495,null,7396,null,327,null,220,null,1189168,null,7376,null,1143166,null,7257,null,46002,null,2567,null,323074,null,7471,null,351602,null,473,null,42296,null,2316,null,41008,null,2328,null,1288,null,440,null,309306,null,2322,null,0400000US27,Minnesota,27
1398360,null,3576,null,678066,null,2826,null,566697,null,2765,null,441067,null,5457,null,7376,null,1133,null,433691,null,5486,null,411668,null,5997,null,22023,null,2796,null,125630,null,5358,null,111369,null,453,null,23100,null,2004,null,22426,null,1984,null,674,null,351,null,88269,null,1982,null,720294,null,2232,null,562302,null,2140,null,358928,null,5324,null,1248,null,744,null,357680,null,5456,null,336020,null,5968,null,21660,null,2509,null,203374,null,5757,null,157992,null,879,null,16489,null,1667,null,16265,null,1635,null,224,null,218,null,141503,null,1939,null,0400000US28,Mississippi,28
3938916,null,5405,null,1906880,null,3353,null,1607014,null,3311,null,1307074,null,6761,null,10956,null,1327,null,1296118,null,6856,null,1220872,null,8039,null,75246,null,4487,null,299940,null,6313,null,299866,null,611,null,58550,null,2629,null,56905,null,2680,null,1645,null,499,null,241316,null,2693,null,2032036,null,3402,null,1618446,null,3277,null,1171419,null,9151,null,1870,null,743,null,1169549,null,9142,null,1109358,null,9122,null,60191,null,3960,null,447027,null,9100,null,413590,null,775,null,46395,null,2401,null,44771,null,2385,null,1624,null,597,null,367195,null,2489,null,0400000US29,Missouri,29
697611,null,2169,null,347057,null,1630,null,289591,null,1586,null,235113,null,3552,null,1976,null,522,null,233137,null,3501,null,220727,null,3757,null,12410,null,2037,null,54478,null,3388,null,57466,null,224,null,11023,null,1158,null,10628,null,1143,null,395,null,300,null,46443,null,1176,null,350554,null,1234,null,280728,null,1241,null,202435,null,3355,null,329,null,250,null,202106,null,3365,null,194592,null,3625,null,7514,null,1446,null,78293,null,3392,null,69826,null,168,null,7254,null,1022,null,7203,null,1023,null,51,null,86,null,62572,null,1052,null,0400000US30,Montana,30
1250892,null,3677,null,610597,null,2425,null,515457,null,2428,null,443803,null,3708,null,5717,null,1221,null,438086,null,3829,null,419861,null,3989,null,18225,null,1942,null,71654,null,3182,null,95140,null,493,null,24755,null,1548,null,24352,null,1529,null,403,null,213,null,70385,null,1609,null,640295,null,1965,null,508405,null,2074,null,397423,null,4749,null,625,null,294,null,396798,null,4780,null,380268,null,4757,null,16530,null,2214,null,110982,null,4385,null,131890,null,392,null,18687,null,1476,null,18337,null,1503,null,350,null,223,null,113203,null,1495,null,0400000US31,Nebraska,31
1494421,null,8592,null,763825,null,5558,null,650738,null,5337,null,543965,null,6236,null,5393,null,889,null,538572,null,6397,null,508087,null,6728,null,30485,null,2786,null,106773,null,5257,null,113087,null,1062,null,25750,null,2057,null,24450,null,1943,null,1300,null,551,null,87337,null,2142,null,730596,null,5036,null,606230,null,4518,null,418423,null,6608,null,1121,null,510,null,417302,null,6668,null,397402,null,6372,null,19900,null,2384,null,187807,null,5861,null,124366,null,1218,null,17883,null,1767,null,17131,null,1739,null,752,null,367,null,106483,null,1953,null,0400000US32,Nevada,32
1010177,null,2623,null,492523,null,1891,null,422831,null,1839,null,356029,null,3483,null,911,null,596,null,355118,null,3482,null,336359,null,3455,null,18759,null,2057,null,66802,null,3207,null,69692,null,241,null,16068,null,1448,null,15531,null,1474,null,537,null,342,null,53624,null,1424,null,517654,null,1523,null,424924,null,1505,null,321011,null,4128,null,59,null,97,null,320952,null,4122,null,306549,null,4505,null,14403,null,2081,null,103913,null,3815,null,92730,null,306,null,11980,null,1622,null,11426,null,1528,null,554,null,316,null,80750,null,1669,null,0400000US33,New Hampshire,33
4887322,null,13926,null,2355082,null,8342,null,1967869,null,8026,null,1635200,null,11396,null,5123,null,1178,null,1630077,null,11455,null,1546481,null,11656,null,83596,null,4506,null,332669,null,9127,null,387213,null,1765,null,84106,null,2909,null,80320,null,2793,null,3786,null,828,null,303107,null,3072,null,2532240,null,7676,null,1978764,null,7335,null,1404294,null,11933,null,402,null,218,null,1403892,null,11925,null,1329106,null,12426,null,74786,null,3752,null,574470,null,11676,null,553476,null,2133,null,70097,null,3099,null,68009,null,3057,null,2088,null,580,null,483379,null,3740,null,0400000US34,New Jersey,34
1088992,null,8015,null,531738,null,5503,null,441334,null,5263,null,342493,null,5618,null,4341,null,853,null,338152,null,5615,null,321265,null,5562,null,16887,null,2240,null,98841,null,4948,null,90404,null,1437,null,17431,null,1475,null,16807,null,1337,null,624,null,353,null,72973,null,1724,null,557254,null,4767,null,442700,null,4759,null,300226,null,5981,null,427,null,261,null,299799,null,5989,null,283444,null,6084,null,16355,null,2315,null,142474,null,5667,null,114554,null,1637,null,12968,null,1494,null,12786,null,1496,null,182,null,174,null,101586,null,2061,null,0400000US35,New Mexico,35
10444651,null,25520,null,5042341,null,15078,null,4213870,null,14754,null,3354288,null,18530,null,15511,null,1832,null,3338777,null,18826,null,3155853,null,20411,null,182924,null,7498,null,859582,null,13459,null,828471,null,2406,null,166261,null,4725,null,159990,null,4641,null,6271,null,1074,null,662210,null,5097,null,5402310,null,12674,null,4232445,null,11718,null,2962424,null,17813,null,1221,null,464,null,2961203,null,17827,null,2821140,null,17557,null,140063,null,5398,null,1270021,null,15895,null,1169865,null,3181,null,133342,null,4629,null,129038,null,4559,null,4304,null,929,null,1036523,null,6029,null,0400000US36,New York,36
5109319,null,10133,null,2468549,null,6247,null,2091104,null,6055,null,1707827,null,9602,null,52471,null,2724,null,1655356,null,9613,null,1570036,null,10835,null,85320,null,5620,null,383277,null,8754,null,377445,null,1017,null,79176,null,3581,null,76733,null,3519,null,2443,null,688,null,298269,null,3668,null,2640770,null,5443,null,2118054,null,5399,null,1470951,null,11771,null,4400,null,1004,null,1466551,null,11822,null,1380682,null,12547,null,85869,null,4814,null,647103,null,12096,null,522716,null,992,null,53202,null,2756,null,51028,null,2678,null,2174,null,641,null,469514,null,2770,null,0400000US37,North Carolina,37
475222,null,1338,null,237376,null,1005,null,198877,null,1002,null,170275,null,2006,null,4259,null,1051,null,166016,null,2128,null,160828,null,2293,null,5188,null,1016,null,28602,null,1987,null,38499,null,76,null,8702,null,832,null,8586,null,812,null,116,null,86,null,29797,null,853,null,237846,null,900,null,185711,null,893,null,147172,null,2614,null,408,null,300,null,146764,null,2664,null,143033,null,2673,null,3731,null,868,null,38539,null,2474,null,52135,null,131,null,7574,null,750,null,7514,null,743,null,60,null,68,null,44561,null,758,null,0400000US38,North Dakota,38
7723071,null,6481,null,3729587,null,4599,null,3154677,null,4619,null,2557600,null,9158,null,6777,null,1313,null,2550823,null,9001,null,2380618,null,10218,null,170205,null,6655,null,597077,null,8793,null,574910,null,979,null,109692,null,4062,null,106556,null,4167,null,3136,null,724,null,465218,null,4140,null,3993484,null,3769,null,3178265,null,3698,null,2290698,null,11610,null,754,null,358,null,2289944,null,11598,null,2155496,null,12128,null,134448,null,5231,null,887567,null,11761,null,815219,null,908,null,87298,null,3397,null,84918,null,3309,null,2380,null,619,null,727921,null,3323,null,0400000US39,Ohio,39
2174487,null,5750,null,1057784,null,3837,null,882045,null,3872,null,712622,null,7162,null,16070,null,1849,null,696552,null,7519,null,666103,null,7062,null,30449,null,2789,null,169423,null,5889,null,175739,null,485,null,36334,null,1850,null,35645,null,1849,null,689,null,337,null,139405,null,1949,null,1116703,null,3544,null,877826,null,3467,null,593342,null,7394,null,1123,null,417,null,592219,null,7367,null,563726,null,7763,null,28493,null,2638,null,284484,null,6838,null,238877,null,849,null,25636,null,2179,null,25187,null,2169,null,449,null,240,null,213241,null,2072,null,0400000US40,Oklahoma,40
2613986,null,7437,null,1277980,null,5676,null,1075799,null,5411,null,867599,null,7650,null,951,null,460,null,866648,null,7664,null,806591,null,7582,null,60057,null,4754,null,208200,null,6558,null,202181,null,909,null,32282,null,2805,null,31332,null,2713,null,950,null,531,null,169899,null,2767,null,1336006,null,3608,null,1077182,null,3422,null,757112,null,7942,null,244,null,238,null,756868,null,7902,null,712672,null,8108,null,44196,null,3391,null,320070,null,8341,null,258824,null,895,null,26348,null,2221,null,25016,null,2281,null,1332,null,589,null,232476,null,2426,null,0400000US41,Oregon,41
8528794,null,8807,null,4103783,null,5415,null,3396568,null,5032,null,2739418,null,11059,null,6402,null,1182,null,2733016,null,11070,null,2590468,null,10767,null,142548,null,5133,null,657150,null,11439,null,707215,null,1239,null,136324,null,3152,null,132255,null,2986,null,4069,null,850,null,570891,null,3140,null,4425011,null,6233,null,3404477,null,6047,null,2429387,null,12416,null,883,null,435,null,2428504,null,12410,null,2315584,null,12986,null,112920,null,5517,null,975090,null,12505,null,1020534,null,1374,null,108185,null,3812,null,104346,null,3788,null,3839,null,696,null,912349,null,3878,null,0400000US42,Pennsylvania,42
727090,null,3837,null,346240,null,2192,null,291260,null,2060,null,234421,null,3635,null,1450,null,510,null,232971,null,3554,null,218909,null,4064,null,14062,null,1973,null,56839,null,3234,null,54980,null,567,null,10882,null,1175,null,10711,null,1168,null,171,null,165,null,44098,null,1161,null,380850,null,2488,null,298580,null,2336,null,220403,null,4098,null,451,null,429,null,219952,null,4104,null,208404,null,4121,null,11548,null,1807,null,78177,null,4427,null,82270,null,675,null,8581,null,1100,null,8142,null,1070,null,439,null,277,null,73689,null,1144,null,0400000US44,Rhode Island,44
2402494,null,4276,null,1168669,null,3102,null,976404,null,3036,null,790049,null,6240,null,18610,null,2105,null,771439,null,6296,null,736261,null,7270,null,35178,null,3468,null,186355,null,5614,null,192265,null,758,null,39329,null,2653,null,37846,null,2575,null,1483,null,510,null,152936,null,2675,null,1233825,null,2595,null,979620,null,2582,null,659277,null,8969,null,4512,null,936,null,654765,null,8994,null,617648,null,8613,null,37117,null,3569,null,320343,null,8869,null,254205,null,458,null,26335,null,2123,null,25268,null,2068,null,1067,null,400,null,227870,null,2142,null,0400000US45,South Carolina,45
557824,null,1763,null,274263,null,1220,null,227176,null,1265,null,193763,null,2814,null,1670,null,635,null,192093,null,2858,null,186859,null,3067,null,5234,null,946,null,33413,null,2639,null,47087,null,405,null,13228,null,1267,null,13050,null,1238,null,178,null,167,null,33859,null,1308,null,283561,null,1164,null,220621,null,1172,null,176214,null,2929,null,63,null,120,null,176151,null,2941,null,171893,null,3088,null,4258,null,974,null,44407,null,2751,null,62940,null,520,null,10403,null,1282,null,10247,null,1264,null,156,null,183,null,52537,null,1234,null,0400000US46,South Dakota,46
3922687,null,6514,null,1898823,null,4698,null,1605146,null,4723,null,1278649,null,8013,null,11170,null,1204,null,1267479,null,8004,null,1196669,null,8565,null,70810,null,4404,null,326497,null,7433,null,293677,null,624,null,55221,null,2595,null,54074,null,2556,null,1147,null,452,null,238456,null,2612,null,2023864,null,3714,null,1619650,null,3582,null,1080284,null,9507,null,1506,null,525,null,1078778,null,9439,null,1014440,null,9641,null,64338,null,3862,null,539366,null,8895,null,404214,null,939,null,41224,null,2525,null,39753,null,2508,null,1471,null,605,null,362990,null,2527,null,0400000US47,Tennessee,47
