C17001G_001E,C17001G_001EA,C17001G_001M,C17001G_001MA,C17001G_002E,C17001G_002EA,C17001G_002M,C17001G_002MA,C17001G_003E,C17001G_003EA,C17001G_003M,C17001G_003MA,C17001G_004E,C17001G_004EA,C17001G_004M,C17001G_004MA,C17001G_005E,C17001G_005EA,C17001G_005M,C17001G_005MA,C17001G_006E,C17001G_006EA,C17001G_006M,C17001G_006MA,C17001G_007E,C17001G_007EA,C17001G_007M,C17001G_007MA,C17001G_008E,C17001G_008EA,C17001G_008M,C17001G_008MA,C17001G_009E,C17001G_009EA,C17001G_009M,C17001G_009MA,C17001G_010E,C17001G_010EA,C17001G_010M,C17001G_010MA,C17001G_011E,C17001G_011EA,C17001G_011M,C17001G_011MA,C17001G_012E,C17001G_012EA,C17001G_012M,C17001G_012MA,C17001G_013E,C17001G_013EA,C17001G_013M,C17001G_013MA,C17001G_014E,C17001G_014EA,C17001G_014M,C17001G_014MA,C17001G_015E,C17001G_015EA,C17001G_015M,C17001G_015MA,C17001G_016E,C17001G_016EA,C17001G_016M,C17001G_016MA,C17001G_017E,C17001G_017EA,C17001G_017M,C17001G_017MA,C17001G_018E,C17001G_018EA,C17001G_018M,C17001G_018MA,C17001G_019E,C17001G_019EA,C17001G_019M,C17001G_019MA,GEO_ID,NAME,state
22398,null,2712,null,5019,null,1508,null,1894,null,691,null,842,null,434,null,1018,null,527,null,34,null,58,null,3125,null,1075,null,1354,null,692,null,1627,null,707,null,144,null,164,null,17379,null,2304,null,8704,null,1479,null,4522,null,964,null,3932,null,870,null,250,null,204,null,8675,null,1425,null,4346,null,1018,null,4039,null,1020,null,290,null,225,null,0400000US30,Montana,30
34209,null,3620,null,7433,null,2388,null,3120,null,1194,null,2198,null,885,null,881,null,488,null,41,null,80,null,4313,null,1509,null,2967,null,1300,null,1312,null,577,null,34,null,52,null,26776,null,3146,null,13105,null,1923,null,7848,null,1348,null,4929,null,1220,null,328,null,250,null,13671,null,1960,null,6757,null,1264,null,6653,null,1413,null,261,null,187,null,0400000US31,Nebraska,31
74624,null,6552,null,6834,null,1926,null,3321,null,997,null,2018,null,831,null,1235,null,650,null,68,null,108,null,3513,null,1292,null,2111,null,988,null,1192,null,570,null,210,null,212,null,67790,null,6397,null,33313,null,3470,null,16464,null,2442,null,15815,null,2004,null,1034,null,487,null,34477,null,3824,null,17311,null,2786,null,15711,null,1915,null,1455,null,566,null,0400000US32,Nevada,32
15682,null,2141,null,1453,null,682,null,925,null,476,null,701,null,424,null,115,null,136,null,109,null,125,null,528,null,321,null,41,null,63,null,487,null,321,null,0,null,253,null,14229,null,1928,null,6242,null,1432,null,3568,null,1147,null,2331,null,668,null,343,null,253,null,7987,null,1446,null,4346,null,1028,null,2981,null,673,null,660,null,487,null,0400000US33,New Hampshire,33
136963,null,8277,null,16703,null,3129,null,6399,null,1614,null,3680,null,1234,null,2550,null,844,null,169,null,190,null,10304,null,2247,null,4626,null,1505,null,4976,null,1138,null,702,null,501,null,120260,null,7797,null,63193,null,4979,null,30962,null,3537,null,30103,null,2778,null,2128,null,742,null,57067,null,4328,null,26540,null,3008,null,27659,null,2750,null,2868,null,1001,null,0400000US34,New Jersey,34
50720,null,4376,null,11359,null,2372,null,5803,null,1698,null,3420,null,1411,null,2234,null,872,null,149,null,163,null,5556,null,1778,null,2920,null,1264,null,2207,null,833,null,429,null,246,null,39361,null,4175,null,21481,null,2937,null,9916,null,1979,null,10178,null,1660,null,1387,null,512,null,17880,null,2417,null,8807,null,1734,null,8017,null,1569,null,1056,null,418,null,0400000US35,New Mexico,35
351230,null,15343,null,67640,null,6596,null,30410,null,3367,null,17201,null,2565,null,12213,null,2207,null,996,null,459,null,37230,null,4279,null,14365,null,2573,null,20150,null,2823,null,2715,null,803,null,283590,null,13443,null,141781,null,6824,null,62635,null,4445,null,73101,null,4622,null,6045,null,1147,null,141809,null,8746,null,59516,null,5639,null,71774,null,4653,null,10519,null,1864,null,0400000US36,New York,36
134543,null,8820,null,31661,null,4196,null,15261,null,2469,null,9520,null,1841,null,5479,null,1496,null,262,null,205,null,16400,null,2684,null,9165,null,1984,null,6752,null,1428,null,483,null,284,null,102882,null,8127,null,51085,null,4713,null,28065,null,3244,null,21651,null,2732,null,1369,null,551,null,51797,null,4846,null,25949,null,3459,null,23595,null,2837,null,2253,null,812,null,0400000US37,North Carolina,37
10339,null,1793,null,2947,null,1169,null,1706,null,884,null,1074,null,676,null,603,null,502,null,29,null,50,null,1241,null,594,null,674,null,437,null,500,null,304,null,67,null,70,null,7392,null,1699,null,4121,null,1172,null,2571,null,762,null,1337,null,568,null,213,null,158,null,3271,null,949,null,1882,null,674,null,1339,null,575,null,50,null,89,null,0400000US38,North Dakota,38
181697,null,8472,null,39109,null,4576,null,17727,null,2579,null,12577,null,2315,null,4757,null,1095,null,393,null,279,null,21382,null,2835,null,13913,null,2361,null,6917,null,1288,null,552,null,296,null,142588,null,7216,null,72373,null,4293,null,37920,null,3301,null,30522,null,2697,null,3931,null,797,null,70215,null,4897,null,37996,null,3629,null,28896,null,2792,null,3323,null,660,null,0400000US39,Ohio,39
218014,null,10331,null,48146,null,5488,null,23657,null,3620,null,13454,null,2744,null,9448,null,1859,null,755,null,302,null,24489,null,2831,null,11900,null,1977,null,10974,null,1522,null,1615,null,480,null,169868,null,8540,null,84229,null,5010,null,31022,null,3247,null,47561,null,3374,null,5646,null,879,null,85639,null,5091,null,29597,null,2988,null,49126,null,3319,null,6916,null,1092,null,0400000US40,Oklahoma,40
119624,null,7764,null,23875,null,3709,null,11362,null,2089,null,7258,null,1939,null,4022,null,1011,null,82,null,113,null,12513,null,2384,null,4465,null,1436,null,7125,null,1641,null,923,null,511,null,95749,null,6579,null,44153,null,3922,null,19642,null,2387,null,21945,null,2484,null,2566,null,736,null,51596,null,4216,null,24250,null,2761,null,25108,null,2462,null,2238,null,527,null,0400000US41,Oregon,41
160441,null,8093,null,43110,null,5288,null,21926,null,3423,null,14458,null,2499,null,6982,null,1912,null,486,null,355,null,21184,null,2967,null,13160,null,2457,null,7005,null,1277,null,1019,null,479,null,117331,null,7034,null,57761,null,4794,null,29317,null,2852,null,26699,null,2992,null,1745,null,766,null,59570,null,4341,null,29218,null,2766,null,27942,null,2442,null,2410,null,757,null,0400000US42,Pennsylvania,42
21081,null,2968,null,4355,null,1461,null,2360,null,924,null,1463,null,729,null,675,null,404,null,222,null,250,null,1995,null,882,null,872,null,568,null,966,null,682,null,157,null,244,null,16726,null,2637,null,7910,null,1668,null,3089,null,906,null,4397,null,1295,null,424,null,288,null,8816,null,1566,null,3670,null,967,null,4422,null,1091,null,724,null,436,null,0400000US44,Rhode Island,44
49927,null,5515,null,11332,null,3050,null,4205,null,1554,null,2661,null,1031,null,1482,null,897,null,62,null,111,null,7127,null,1976,null,3793,null,1397,null,3021,null,968,null,313,null,226,null,38595,null,4186,null,18673,null,2453,null,9608,null,1607,null,8248,null,1581,null,817,null,322,null,19922,null,2866,null,10669,null,2073,null,8153,null,1599,null,1100,null,524,null,0400000US45,South Carolina,45
14025,null,2333,null,3019,null,1073,null,905,null,521,null,612,null,442,null,238,null,251,null,55,null,83,null,2114,null,973,null,939,null,571,null,1164,null,597,null,11,null,23,null,11006,null,2367,null,5909,null,1352,null,3167,null,923,null,2488,null,804,null,254,null,200,null,5097,null,1497,null,2578,null,770,null,2439,null,1172,null,80,null,90,null,0400000US46,South Dakota,46
77037,null,6072,null,15035,null,2719,null,7608,null,1814,null,4854,null,1583,null,2467,null,946,null,287,null,213,null,7427,null,1638,null,3428,null,1041,null,3209,null,980,null,790,null,388,null,62002,null,5331,null,32167,null,3421,null,16301,null,2432,null,14335,null,1967,null,1531,null,675,null,29835,null,3041,null,13728,null,2206,null,13739,null,1758,null,2368,null,735,null,0400000US47,Tennessee,47
427937,null,16568,null,71127,null,6559,null,32596,null,3595,null,20295,null,2849,null,11551,null,1945,null,750,null,371,null,38531,null,4171,null,19542,null,3049,null,16468,null,1984,null,2521,null,710,null,356810,null,15455,null,185546,null,8685,null,88824,null,5855,null,87187,null,5785,null,9535,null,1511,null,171264,null,8429,null,81492,null,6033,null,81155,null,4127,null,8617,null,1416,null,0400000US48,Texas,48
50533,null,4634,null,7983,null,2166,null,2906,null,931,null,2458,null,803,null,353,null,255,null,95,null,168,null,5077,null,1641,null,3087,null,1169,null,1933,null,758,null,57,null,81,null,42550,null,4171,null,22687,null,2767,null,13831,null,2134,null,8588,null,1566,null,268,null,216,null,19863,null,2522,null,12937,null,1960,null,6513,null,1211,null,413,null,249,null,0400000US49,Utah,49
9313,null,1280,null,2478,null,850,null,881,null,358,null,472,null,275,null,372,null,225,null,37,null,58,null,1597,null,660,null,729,null,383,null,868,null,521,null,0,null,208,null,6835,null,1113,null,2899,null,653,null,1332,null,498,null,1468,null,500,null,99,null,99,null,3936,null,876,null,1767,null,754,null,1905,null,533,null,264,null,196,null,0400000US50,Vermont,50
149213,null,8848,null,19396,null,3624,null,9425,null,2286,null,6866,null,2054,null,2361,null,929,null,198,null,201,null,9971,null,2116,null,5298,null,1713,null,4149,null,1114,null,524,null,347,null,129817,null,8461,null,67222,null,4902,null,35366,null,2905,null,30040,null,3312,null,1816,null,665,null,62595,null,4789,null,29271,null,2617,null,29621,null,3220,null,3703,null,923,null,0400000US51,Virginia,51
227821,null,9741,null,32258,null,4271,null,15096,null,2365,null,8939,null,1747,null,5980,null,1552,null,177,null,159,null,17162,null,3383,null,8358,null,2168,null,8457,null,1848,null,347,null,205,null,195563,null,9322,null,99230,null,5638,null,48176,null,3463,null,48232,null,3730,null,2822,null,805,null,96333,null,5525,null,42936,null,3207,null,49858,null,3682,null,3539,null,885,null,0400000US53,Washington,53
19696,null,2327,null,6016,null,1725,null,2358,null,864,null,1560,null,777,null,640,null,338,null,158,null,145,null,3658,null,1227,null,1838,null,795,null,1731,null,658,null,89,null,117,null,13680,null,1883,null,6424,null,1315,null,2992,null,1010,null,3272,null,804,null,160,null,139,null,7256,null,1200,null,2249,null,784,null,4572,null,896,null,435,null,258,null,0400000US54,West Virginia,54
73417,null,5294,null,14204,null,2641,null,7231,null,1806,null,5602,null,1561,null,1565,null,485,null,64,null,94,null,6973,null,1420,null,4136,null,1056,null,2348,null,738,null,489,null,424,null,59213,null,4428,null,31448,null,2994,null,17522,null,2359,null,12995,null,1585,null,931,null,383,null,27765,null,2605,null,15738,null,1911,null,10860,null,1558,null,1167,null,390,null,0400000US55,Wisconsin,55
14367,null,2126,null,2362,null,1505,null,975,null,843,null,415,null,378,null,543,null,577,null,17,null,31,null,1387,null,788,null,380,null,387,null,1007,null,703,null,0,null,259,null,12005,null,1825,null,5923,null,1167,null,3138,null,988,null,2697,null,975,null,88,null,131,null,6082,null,1284,null,3243,null,951,null,2564,null,754,null,275,null,226,null,0400000US56,Wyoming,56
169221,null,9061,null,73645,null,7290,null,34529,null,3854,null,12403,null,2192,null,19557,null,2543,null,2569,null,735,null,39116,null,4385,null,12974,null,2299,null,22381,null,2700,null,3761,null,1001,null,95576,null,7592,null,48302,null,4179,null,10117,null,1967,null,33632,null,3075,null,4553,null,863,null,47274,null,4647,null,8522,null,2161,null,32704,null,3339,null,6048,null,1215,null,0400000US72,Puerto Rico,72
