C11001G_001E,C11001G_001EA,C11001G_001M,C11001G_001MA,C11001G_002E,C11001G_002EA,C11001G_002M,C11001G_002MA,C11001G_003E,C11001G_003EA,C11001G_003M,C11001G_003MA,C11001G_004E,C11001G_004EA,C11001G_004M,C11001G_004MA,C11001G_005E,C11001G_005EA,C11001G_005M,C11001G_005MA,GEO_ID,NAME,state
18337,null,2145,null,12499,null,1789,null,8306,null,1545,null,4193,null,1145,null,5838,null,1253,null,0400000US32,Nevada,32
3094,null,855,null,2049,null,611,null,1451,null,479,null,598,null,323,null,1045,null,521,null,0400000US33,New Hampshire,33
31776,null,2856,null,21537,null,2016,null,14201,null,1577,null,7336,null,1308,null,10239,null,1705,null,0400000US34,New Jersey,34
12758,null,1491,null,8526,null,1234,null,5455,null,1002,null,3071,null,787,null,4232,null,963,null,0400000US35,New Mexico,35
88975,null,4644,null,53544,null,3554,null,30023,null,2796,null,23521,null,2407,null,35431,null,2946,null,0400000US36,New York,36
34583,null,3208,null,21308,null,2950,null,13893,null,2137,null,7415,null,1742,null,13275,null,2009,null,0400000US37,North Carolina,37
2698,null,874,null,1292,null,532,null,930,null,460,null,362,null,260,null,1406,null,738,null,0400000US38,North Dakota,38
40780,null,2679,null,26481,null,2323,null,16200,null,1844,null,10281,null,1663,null,14299,null,1755,null,0400000US39,Ohio,39
69321,null,3820,null,44366,null,3139,null,29829,null,2288,null,14537,null,1871,null,24955,null,2320,null,0400000US40,Oklahoma,40
30823,null,2722,null,18520,null,2010,null,12482,null,1609,null,6038,null,1382,null,12303,null,1885,null,0400000US41,Oregon,41
35912,null,2417,null,22755,null,2152,null,13055,null,1619,null,9700,null,1337,null,13157,null,1821,null,0400000US42,Pennsylvania,42
6357,null,1174,null,3630,null,898,null,2818,null,838,null,812,null,407,null,2727,null,918,null,0400000US44,Rhode Island,44
11777,null,1772,null,8407,null,1589,null,4891,null,1206,null,3516,null,1080,null,3370,null,976,null,0400000US45,South Carolina,45
3162,null,1002,null,2197,null,851,null,1126,null,528,null,1071,null,595,null,965,null,548,null,0400000US46,South Dakota,46
20387,null,2079,null,11999,null,1684,null,8232,null,1410,null,3767,null,944,null,8388,null,1413,null,0400000US47,Tennessee,47
108956,null,6062,null,73690,null,4583,null,48661,null,3717,null,25029,null,2711,null,35266,null,3601,null,0400000US48,Texas,48
7718,null,1308,null,6463,null,1120,null,4725,null,1018,null,1738,null,691,null,1255,null,622,null,0400000US49,Utah,49
3639,null,869,null,2082,null,572,null,1411,null,477,null,671,null,369,null,1557,null,620,null,0400000US50,Vermont,50
34691,null,3189,null,24241,null,2513,null,16050,null,2211,null,8191,null,1633,null,10450,null,1634,null,0400000US51,Virginia,51
52749,null,3992,null,32649,null,2666,null,21805,null,2247,null,10844,null,1585,null,20100,null,2315,null,0400000US53,Washington,53
6398,null,1145,null,3884,null,862,null,2474,null,773,null,1410,null,629,null,2514,null,887,null,0400000US54,West Virginia,54
15767,null,1672,null,9753,null,1265,null,6227,null,1121,null,3526,null,798,null,6014,null,1136,null,0400000US55,Wisconsin,55
3793,null,951,null,2579,null,752,null,1551,null,625,null,1028,null,601,null,1214,null,662,null,0400000US56,Wyoming,56
52494,null,2458,null,39300,null,2158,null,22792,null,1755,null,16508,null,1781,null,13194,null,1405,null,0400000US72,Puerto Rico,72
